PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,TT,RF,SI,OID,CIN,EIN
6278024,NLM,MEDLINE,19820527,20071114,0022-1767 (Print) 0022-1767 (Linking),128,5,1982 May,"Expression on normal lymphocytes of two cell surface antigens, XenCSA and GIX, related to the major glycoproteins (gp70) of murine leukemia viruses.",2111-5,"XenCSA and GIX are two cell surface antigens related to the major envelope glycoproteins (gp70) of murine leukemia viruses. The levels of expression of these gp70 determinants were assessed in 36 recombinant inbred mouse strains and selected backcrosses derived from crosses between C57BL/6 with DBA/2 and C3H/He. These two antigens segregated in backcross mice and showed a different strain distribution pattern among the recombinant inbred mice, demonstrating that XenCSA and GIX are distinct genetic markers for different endogenous gp70 sequences. It was also shown that independent sets of gene regulate the expression of XenCSA and GIX.","['Morse, H C 3rd', 'Taylor, B A', 'Kozak, C A', 'Chused, T M', 'Sharrow, S O', 'Hartley, J W', 'Stockert, E']","['Morse HC 3rd', 'Taylor BA', 'Kozak CA', 'Chused TM', 'Sharrow SO', 'Hartley JW', 'Stockert E']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antigens, Surface)', '0 (Viral Envelope Proteins)', '0 (Viral Proteins)']",IM,"['Animals', 'Antigens, Surface/*genetics/*immunology', 'Chromosome Mapping', 'Crosses, Genetic', 'Female', 'Leukemia Virus, Murine/*genetics/immunology', 'Lymphocytes/*immunology', 'Male', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Mice, Inbred Strains', 'Phenotype', 'Recombination, Genetic', 'Viral Envelope Proteins', 'Viral Proteins/*genetics/immunology']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",ppublish,J Immunol. 1982 May;128(5):2111-5.,,"['N01-CP-33255/CP/NCI NIH HHS/United States', 'N01-CP-8-1054/CP/NCI NIH HHS/United States']",,,,,,,
6277988,NLM,MEDLINE,19820512,20190919,0271-9142 (Print) 0271-9142 (Linking),1,3,1981 Jul,Marrow transplantation for leukemia.,137-40,"Marrow transplantation for selected patients with leukemia, as for patients with severe combined immunologic deficiency or severe aplastic anemia, has now become an accepted clinical procedure. For patients with acute leukemia who have relapsed after achieving a remission of chemotherapy, marrow grafting from an identical twin or an HLA-identical sibling has now been demonstrated to produce median remissions as long as or longer than any reported for combination chemotherapy. In contrast to chemotherapy, marrow transplantation offers the possibility of cure for a small but significant fraction of these patients. Marrow transplantation for patients with ANL in first remission has now resulted in median survivals much longer than any reported with chemotherapy. Although it now appears that more than 50% of these patients can be cured with marrow transplantation, a much longer follow-up is indicated since some patients who achieve a complete remission with combination chemotherapy are now living for a long time, and some of these patients (less than 20%) may also be cured. Current intensive research with new modalities such as interferon, Acyclovir, Cyclosporin A, and monoclonal antibodies can reasonably be expected to improve the overall results of marrow transplantation.","['Thomas, E D']",['Thomas ED'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,J Clin Immunol,Journal of clinical immunology,8102137,['8N3DW7272P (Cyclophosphamide)'],IM,"['Acute Disease', 'Bone Marrow/radiation effects', '*Bone Marrow Transplantation', 'Cell Transformation, Neoplastic/pathology', 'Chimera', 'Cyclophosphamide/therapeutic use', 'Cytomegalovirus', '*Graft vs Host Reaction', 'Humans', 'Leukemia/radiotherapy/*therapy', 'Leukemia, Lymphoid/drug therapy/radiotherapy/therapy', 'Leukemia, Myeloid/therapy', 'Pneumonia, Pneumocystis/etiology', 'Pneumonia, Viral/etiology', 'Transplantation, Homologous/*adverse effects', 'Whole-Body Irradiation']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",ppublish,J Clin Immunol. 1981 Jul;1(3):137-40. doi: 10.1007/BF00922754.,['10.1007/BF00922754 [doi]'],"['CA 15704/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States', 'CA 18579/CA/NCI NIH HHS/United States']",,,,,,,
6277825,NLM,MEDLINE,19820521,20180214,0300-5526 (Print) 0300-5526 (Linking),16,3,1981,Inhibition of the release of virion-associated murine leukemia virus genomic RNA by vesicular stomatitis virus.,191-200,"The genomic RNAs of murine leukemia virus (MuLV) and vesicular stomatitis virus (VSV) were distinguishable based on a difference in sedimentation coefficient, polyadenylic acid content, and nucleotide sequence homology. Applying these biochemical characteristics, we found that the release of virion-associated MuLV genomic RNA from virus-producing cells was inhibited by VSV as early as 2 h after superinfection. This finding offers an explanation to our previous inability to detect MuLV(VSV) pseudotype formation during mixed infection with VSV and MuLV.","['Chan, J C', 'Mohr, M D', 'Knesek, J E', 'Bowen, J M', 'East, J L']","['Chan JC', 'Mohr MD', 'Knesek JE', 'Bowen JM', 'East JL']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Intervirology,Intervirology,0364265,"['0 (RNA, Viral)', 'JAC85A2161 (Adenine)']",IM,"['Adenine/analysis', 'Animals', 'Base Composition', 'Cell Line', 'Centrifugation, Density Gradient', 'Kinetics', 'Leukemia Virus, Murine', 'Mice', 'Nucleic Acid Hybridization', 'RNA, Viral/*metabolism', 'Vesicular stomatitis Indiana virus/*genetics', '*Viral Interference', 'Virus Replication', 'Viruses/*genetics']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Intervirology. 1981;16(3):191-200. doi: 10.1159/000149267.,['10.1159/000149267 [doi]'],"['CA 15572/CA/NCI NIH HHS/United States', 'CA 16781/CA/NCI NIH HHS/United States', 'RR 5511-14/RR/NCRR NIH HHS/United States']",,,,,,,
6277792,NLM,MEDLINE,19820512,20210526,0019-9567 (Print) 0019-9567 (Linking),34,3,1981 Dec,Protection against feline leukemia by vaccination with a subunit vaccine.,888-94,"An effective vaccine against feline leukemia virus infection has been developed by the collection and concentration of tissue culture medium harvested from a tumor cell line. Lymphoid cells were grown to near saturation density in a normal growth medium and then transferred to a serum-free medium. The serum-free medium was collected, concentrated, and evaluated for its vaccine potential. Cats receiving the vaccine emulsified in complete Freund adjuvant developed high antiviral and antitumor titers and were protected (81%) against virus challenge. Cats receiving the vaccine without an adjuvant developed lower antibody levels and lower protection (53%) from viremia. Age-matched and litter-matched controls developed no antibody to test antigens before the challenge, and 100% became persistently viremic after the challenge. Vaccination with the soluble tumor cell antigen vaccine proved successful in preventing the induction of feline leukemia virus infection.","['Lewis, M G', 'Mathes, L E', 'Olsen, R G']","['Lewis MG', 'Mathes LE', 'Olsen RG']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Infect Immun,Infection and immunity,0246127,"['0 (Adjuvants, Immunologic)', '0 (Antibodies, Viral)', '0 (Membrane Proteins)', '0 (Viral Proteins)', '0 (Viral Vaccines)']",IM,"['Adjuvants, Immunologic', 'Age Factors', 'Animals', 'Antibodies, Viral/analysis', 'Cats', 'Leukemia Virus, Feline/*immunology', 'Leukemia, Experimental/*prevention & control', 'Membrane Proteins/immunology', 'Vaccination', 'Viral Proteins/immunology', 'Viral Vaccines/*immunology']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",ppublish,Infect Immun. 1981 Dec;34(3):888-94. doi: 10.1128/iai.34.3.888-894.1981.,['10.1128/iai.34.3.888-894.1981 [doi]'],['N01-CP-91008/CP/NCI NIH HHS/United States'],PMC350952,,,,,,
6277784,NLM,MEDLINE,19820521,20190829,0093-7711 (Print) 0093-7711 (Linking),14,3-4,1981,Independence of H-2 and viral antigens on the cell surface and absence of H-2 antigens on murine leukemia virus and mouse mammary tumor virus particles.,203-20,"By indirect immunoelectron microscopy we tested for the presence of H-2 antigens on murine mammary tumor virus (MMTV) and murine leukemia virus (MuLV) particles. The association of H-2 antigens and viral antigens on the virus-infected cell surface was investigated with antibody-induced redistribution. Mammary tumor cells and leukemia cell lines with different H-2 genotypes and carrying different MuMTV or MuLV were used. No H-2 antigens could be demonstrated on the envelope of MMTV and MuLV particles, even after the permeabilization of their envelopes with saponin. On the surface of virus-infected cells antibody-induced patching or capping of the viral antigens did not result in copatching or cocapping of the H-2 antigens. In the reciprocal tests no co-redistribution of viral antigens with H-2 antigens was seen. Our experiments failed to show any physical association between H-2 antigens and MMTV or MuLV antigens on the cell surface.","['Calafat, J', 'Demant, P', 'Janssen, H']","['Calafat J', 'Demant P', 'Janssen H']",['eng'],['Journal Article'],United States,Immunogenetics,Immunogenetics,0420404,"['0 (Antigens, Viral)', '0 (H-2 Antigens)']",IM,"['Animals', 'Antigens, Viral/*immunology', 'Cell Line', 'Cell Membrane/ultrastructure', 'H-2 Antigens/*immunology', 'Immunologic Techniques', 'Mammary Neoplasms, Experimental/ultrastructure', 'Mammary Tumor Virus, Mouse/*immunology', 'Mice', 'Microscopy, Electron', 'Retroviridae/*immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Immunogenetics. 1981;14(3-4):203-20. doi: 10.1007/BF00342190.,['10.1007/BF00342190 [doi]'],,,,,,,,
6277742,NLM,MEDLINE,19820521,20091111,0071-9676 (Print) 0071-9676 (Linking),16,,1981,Childhood cancer: triumph over tragedy. Introduction.,1-8,,"['Carter, S K']",['Carter SK'],['eng'],['Journal Article'],Switzerland,Front Radiat Ther Oncol,Frontiers of radiation therapy and oncology,0125544,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/administration & dosage/adverse effects', 'Child', 'Humans', 'Leukemia/epidemiology/*therapy', 'Lymphoma/epidemiology/*therapy', 'Prognosis', 'Radiotherapy/adverse effects', 'Registries', 'Wilms Tumor/epidemiology/pathology/*therapy']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Front Radiat Ther Oncol. 1981;16:1-8.,,,,,,,,,
6277505,NLM,MEDLINE,19820512,20190705,0092-8674 (Print) 0092-8674 (Linking),27,2 Pt 1,1981 Dec,Organization and reorganization of immunoglobulin genes in A-MULV-transformed cells: rearrangement of heavy but not light chain genes.,381-90,"The structure of immunoglobulin-related gene was analyzed in individual Abelson murine leukemia virus (A-MuLV)-transformed lymphoid cell lines. Essentially all of these lines, whether immunoglobulin-containing or null, had DNA rearrangements in the vicinity of the JH regions on both chromosomes as well as deletions of at least 5 kb of DNA 5' to JH. None of these lines, however, except rare light chain producers, had detectable rearrangement at either their kappa or lambda light chain loci. In contrast to A-MuLV-transformants derived from bone marrow. Those from early fetal liver frequently contained more than two and sometimes 12 or more distinct, rearranged JH-containing fragments. Cellular subclones derived from these lines had a subset, usually two, of the fragments found in the parent line. Therefore, heavy chain gene rearrangement appears to precede that of light chain gene rearrangement and is still continuing in certain cultured A-MuLV transformants.","['Alt, F', 'Rosenberg, N', 'Lewis, S', 'Thomas, E', 'Baltimore, D']","['Alt F', 'Rosenberg N', 'Lewis S', 'Thomas E', 'Baltimore D']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (DNA, Recombinant)', '0 (Fetal Proteins)', '0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin J-Chains)', '0 (Immunoglobulin Light Chains)', '0 (Immunoglobulins)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Abelson murine leukemia virus', 'Animals', 'Bone Marrow', 'Cell Line', 'Cell Transformation, Viral', 'Chromosome Aberrations', 'Clone Cells/immunology', 'DNA Restriction Enzymes', 'DNA, Recombinant', 'Fetal Proteins/genetics', 'Immunoglobulin Heavy Chains/genetics', 'Immunoglobulin J-Chains/genetics', 'Immunoglobulin Light Chains/genetics', 'Immunoglobulins/*genetics', 'Mice']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",ppublish,Cell. 1981 Dec;27(2 Pt 1):381-90. doi: 10.1016/0092-8674(81)90421-9.,"['0092-8674(81)90421-9 [pii]', '10.1016/0092-8674(81)90421-9 [doi]']",,,,,,,,
6277495,NLM,MEDLINE,19820512,20190705,0092-8674 (Print) 0092-8674 (Linking),26,2 Pt 2,1981 Oct,Infectivity and methylation of retroviral genomes is correlated with expression in the animal.,221-32,"We studied mechanisms controlling gene expression during animal development using retroviruses as model genes. For this, substrains of mice have been previously derived carrying the Moloney leukemia virus (M-MuLV) in their germ line. Virus activation occurs in some of these substrains at different stages of development, resulting in two classes of viral genomes. The genetically transmitted (endogenous) copy is present in every cell, whereas somatically acquired (""exogenous"") copies are carried only in cells that were superinfected. We compared these two classes of M-MuLV genomes using two parameters. DNA sequences of the endogenous M-MuLV genome in all mouse substrains were highly methylated in GCGC, the recognition sequence of the restriction enzyme Hha I, and were not infectious (specific infectivity less than 10(-7) pfu per proviral genome) in a DNA transfection assay. In contrast, the ""exogenous"" copies were hypomethylated and infectious. These parameters are strongly correlated to genome activity in the animal: only tissues carrying exogenous copies express virus-specific RNA. With the assumption that gene expression of transfected DNA is controlled by mechanisms that are relevant for gene expression in the animal, our results suggest that DNA methylation plays a causative role in gene regulation during development and differentiation.","['Stuhlmann, H', 'Jahner, D', 'Jaenisch, R']","['Stuhlmann H', 'Jahner D', 'Jaenisch R']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (DNA, Viral)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Animals', 'Base Sequence', 'DNA Restriction Enzymes/metabolism', 'DNA, Viral/*analysis/metabolism', '*Gene Expression Regulation', 'Genes, Viral', 'Lysogeny', 'Methylation', 'Mice', 'Mice, Inbred Strains/*embryology', 'Moloney murine leukemia virus/genetics/*pathogenicity']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']",ppublish,Cell. 1981 Oct;26(2 Pt 2):221-32. doi: 10.1016/0092-8674(81)90305-6.,"['0092-8674(81)90305-6 [pii]', '10.1016/0092-8674(81)90305-6 [doi]']",,,,,,,,
6277481,NLM,MEDLINE,19820527,20131121,0008-5472 (Print) 0008-5472 (Linking),42,4,1982 Apr,Purine and pyrimidine ribonucleoside monophosphate patterns of peripheral blood and bone marrow cells in human acute leukemias.,1326-30,,"['Scavennec, J', 'Maraninchi, D', 'Gastaut, J A', 'Carcassonne, Y', 'Cailla, H L']","['Scavennec J', 'Maraninchi D', 'Gastaut JA', 'Carcassonne Y', 'Cailla HL']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Ribonucleotides)', '415SHH325A (Adenosine Monophosphate)', '85-32-5 (Guanosine Monophosphate)', 'E2OU15WN0N (Uridine Monophosphate)', 'F469818O25 (Cytidine Monophosphate)']",IM,"['Acute Disease', 'Adenosine Monophosphate/analysis', 'Adult', 'Aged', 'Bone Marrow/*analysis', 'Cytidine Monophosphate/analysis', 'Erythrocytes/*analysis', 'Female', 'Guanosine Monophosphate/analysis', 'Humans', 'Leukemia/*analysis', 'Male', 'Middle Aged', 'Ribonucleotides/*analysis', 'Uridine Monophosphate/analysis']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",ppublish,Cancer Res. 1982 Apr;42(4):1326-30.,,,,,,,,,
6277476,NLM,MEDLINE,19820512,20071115,0008-5472 (Print) 0008-5472 (Linking),42,3,1982 Mar,Pericellular matrix and cell surface glycoproteins of virus-transformed mouse epithelial cells.,1147-53,"Mouse embryo Mus musculus castaneous epithelial cells, transformed with Moloney murine sarcoma virus (MSV) or with ecotropic murine leukemia virus (MuLV), were analyzed for production of pericellular matrix glycoproteins. The nontransformed, MSV-transformed, and MuLV-transformed cells produced fibronectin, laminin, type I collagen, and small amounts of type III collagen when studied by immunofluorescence using specific antibodies. The virus-transformed epithelial cells produced enhanced amounts of fibronectin into their growth media. Nontransformed M. musculus castaneous epithelial cells mainly produced type I collagen, as shown by metabolic labeling and polypeptide analysis. A significant increase in the glycoprotein production was seen by the MuLV-transformed cells, whereas small changes in the collagen production were apparent after MSV transformation. MuLV-transformed cells produced increased amounts of type I collagen and also some collagenous polypeptides that comigrated with procollagen type IV chains. The ratio of the procollagen type I chains deposited in the matrix was altered in transformed cells. Radioactive surface labeling of the cells revealed changes of the high-molecular-weight glycoproteins in both the MSV- and the MuLV-transformed cells. Unlike virus-transformed fibroblastic cells, these transformed epithelial cells deposited and retained connective tissue glycoproteins in their pericellular matrices. The results indicate that viral transformation modulates the pericellular matrix and surface glycoproteins of cultured mouse epithelial cels. The ability of virus-transformed epithelial cells to deposit pericellular matrices is a major difference between them and virus-transformed fibroblastic cells.","['Keski-Oja, J', 'Gahmberg, C G', 'Alitalo, K']","['Keski-Oja J', 'Gahmberg CG', 'Alitalo K']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Fibronectins)', '0 (Glycoproteins)', '0 (Laminin)', '0 (Membrane Proteins)', '9007-34-5 (Collagen)']",IM,"['Animals', 'Cell Membrane/*metabolism', '*Cell Transformation, Viral', 'Cells, Cultured', 'Collagen/metabolism', 'Embryo, Mammalian', 'Epithelial Cells', 'Fibronectins/metabolism', 'Fluorescent Antibody Technique', 'Glycoproteins/*metabolism', 'Laminin', 'Membrane Proteins/*metabolism', 'Mice', 'Moloney murine leukemia virus', 'Sarcoma Viruses, Murine', 'Tumor Virus Infections/*metabolism']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",ppublish,Cancer Res. 1982 Mar;42(3):1147-53.,,,,,,,,,
