PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC,AB,PS,FPS
13627754,NLM,MEDLINE,20000701,20190616,0077-8923 (Print) 0077-8923 (Linking),68,3,1958 Apr 24,Experimental and clinical experience with thio-TEPA in leukemia and inoperable cancer.,1046-56,"['SHAY, H', 'SUN, D C']","['SHAY H', 'SUN DC']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,OM,"['Antineoplastic Agents/*therapeutic use', 'Leukemia/*therapy', '*Neoplasms', '*Thiotepa']",['CLML: 5936:1534:153:308'],['NLM'],"['*CYTOTOXIC DRUGS/therapeutic use', '*LEUKEMIA/therapy']",1958/04/24 00:00,1958/04/24 00:01,['1958/04/24 00:00'],"['1958/04/24 00:00 [pubmed]', '1958/04/24 00:01 [medline]', '1958/04/24 00:00 [entrez]']",['10.1111/j.1749-6632.1958.tb42663.x [doi]'],ppublish,Ann N Y Acad Sci. 1958 Apr 24;68(3):1046-56. doi: 10.1111/j.1749-6632.1958.tb42663.x.,,"['0 (Antineoplastic Agents)', '905Z5W3GKH (Thiotepa)']",,,,
13627746,NLM,MEDLINE,20000701,20190616,0077-8923 (Print) 0077-8923 (Linking),68,3,1958 Apr 24,Myleran and triethylene melamine in the treatment of chronic granulocytic leukemia.,996-1000,"['BETHELL, F H']",['BETHELL FH'],['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,OM,"['Busulfan/*therapeutic use', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*therapy', 'Triethylenemelamine/*therapeutic use']",['CLML: 5936:1526:103:309:543'],['NLM'],"['*BUSULFAN/therapeutic use', '*LEUKEMIA, MYELOCYTIC/therapy', '*TRIETHYLENE MELAMINE/therapeutic use']",1958/04/24 00:00,1958/04/24 00:01,['1958/04/24 00:00'],"['1958/04/24 00:00 [pubmed]', '1958/04/24 00:01 [medline]', '1958/04/24 00:00 [entrez]']",['10.1111/j.1749-6632.1958.tb42655.x [doi]'],ppublish,Ann N Y Acad Sci. 1958 Apr 24;68(3):996-1000. doi: 10.1111/j.1749-6632.1958.tb42655.x.,,"['F7IY6HZG9D (Triethylenemelamine)', 'G1LN9045DK (Busulfan)']",,,,
13627745,NLM,MEDLINE,20000701,20190616,0077-8923 (Print) 0077-8923 (Linking),68,3,1958 Apr 24,Clinical evaluation of CB 1348 in leukemias and lymphomas.,979-95,"['DOAN, C A', 'WISEMAN, B K', 'BOURONCLE, B A']","['DOAN CA', 'WISEMAN BK', 'BOURONCLE BA']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,OM,"['*Chlorambucil', 'Leukemia/*therapy', 'Lymphoma/*therapy', '*Mechlorethamine', 'Nitrogen Mustard Compounds/*therapeutic use']",['CLML: 5936:1525:308:327:378'],['NLM'],"['*LEUKEMIA/therapy', '*LYMPHOMA/therapy', '*NITROGEN MUSTARDS/therapeutic use']",1958/04/24 00:00,1958/04/24 00:01,['1958/04/24 00:00'],"['1958/04/24 00:00 [pubmed]', '1958/04/24 00:01 [medline]', '1958/04/24 00:00 [entrez]']",['10.1111/j.1749-6632.1958.tb42654.x [doi]'],ppublish,Ann N Y Acad Sci. 1958 Apr 24;68(3):979-95. doi: 10.1111/j.1749-6632.1958.tb42654.x.,,"['0 (Nitrogen Mustard Compounds)', '18D0SL7309 (Chlorambucil)', '50D9XSG0VR (Mechlorethamine)']",,,,
13627744,NLM,MEDLINE,20000701,20190616,0077-8923 (Print) 0077-8923 (Linking),68,3,1958 Apr 24,Clinical indications for the use of nitrogen mustard and triethylene melamine in malignant lymphomas and leukemias.,974-8,"['DIAMOND, H D']",['DIAMOND HD'],['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,OM,"['Leukemia/*therapy', 'Lymphoma/*therapy', '*Mechlorethamine', 'Nitrogen Mustard Compounds/*therapeutic use', 'Triethylenemelamine/*therapeutic use']",['CLML: 5936:1524:308:327:378:543'],['NLM'],"['*LEUKEMIA/therapy', '*LYMPHOMA/therapy', '*NITROGEN MUSTARDS/therapeutic use', '*TRIETHYLENE MELAMINE/therapeutic use']",1958/04/24 00:00,1958/04/24 00:01,['1958/04/24 00:00'],"['1958/04/24 00:00 [pubmed]', '1958/04/24 00:01 [medline]', '1958/04/24 00:00 [entrez]']",['10.1111/j.1749-6632.1958.tb42653.x [doi]'],ppublish,Ann N Y Acad Sci. 1958 Apr 24;68(3):974-8. doi: 10.1111/j.1749-6632.1958.tb42653.x.,,"['0 (Nitrogen Mustard Compounds)', '50D9XSG0VR (Mechlorethamine)', 'F7IY6HZG9D (Triethylenemelamine)']",,,,
13627743,NLM,MEDLINE,20000701,20190616,0077-8923 (Print) 0077-8923 (Linking),68,3,1958 Apr 24,"Busulfan (1, 4-dimethanesulfonyloxybutane, myleran); summary of clinical results.",967-73,"['GALTON, D A', 'TILL, M', 'WILTSHAW, E']","['GALTON DA', 'TILL M', 'WILTSHAW E']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,OM,"['Busulfan/*therapeutic use', '*Leukemia', 'Leukemia, Myeloid/*therapy']",['CLML: 5936:1523:103:309'],['NLM'],"['*BUSULFAN/therapeutic use', '*LEUKEMIA, MYELOCYTIC/therapy']",1958/04/24 00:00,1958/04/24 00:01,['1958/04/24 00:00'],"['1958/04/24 00:00 [pubmed]', '1958/04/24 00:01 [medline]', '1958/04/24 00:00 [entrez]']",['10.1111/j.1749-6632.1958.tb42652.x [doi]'],ppublish,Ann N Y Acad Sci. 1958 Apr 24;68(3):967-73. doi: 10.1111/j.1749-6632.1958.tb42652.x.,,['G1LN9045DK (Busulfan)'],,,,
13627677,NLM,MEDLINE,20000701,20181201,0392-9418 (Print) 0392-9418 (Linking),64,1,1959 Jan-Feb,[Leukemic diseases. II. Pharmacological therapy; radiotherapy].,43-78,"['MURANI, L']",['MURANI L'],['ita'],['Journal Article'],Italy,Ann Med Nav (Roma),Annali di medicina navale,0373072,OM,"['Leukemia/*therapy', '*Radiotherapy']",['CLML: 5936:1457:308:459'],['NLM'],"['*LEUKEMIA/therapy', '*RADIOTHERAPY']",1959/01/01 00:00,1959/01/01 00:01,['1959/01/01 00:00'],"['1959/01/01 00:00 [pubmed]', '1959/01/01 00:01 [medline]', '1959/01/01 00:00 [entrez]']",,ppublish,Ann Med Nav (Roma). 1959 Jan-Feb;64(1):43-78.,Le affezioni leucemiche. II. Trattamenti farmacologici; terapia radiante.,,,,,
13627672,NLM,MEDLINE,20000701,20181201,0392-9418 (Print) 0392-9418 (Linking),63,6,1958 Nov-Dec,[Leukemic diseases. I. Physiopathological presuppositions and diagnostic orientation].,742-63,"['MURANI, L']",['MURANI L'],['ita'],['Journal Article'],Italy,Ann Med Nav (Roma),Annali di medicina navale,0373072,OM,"['Humans', '*Leukemia']",['CLML: 5936:1452:307'],['NLM'],['*LEUKEMIA'],1958/11/01 00:00,1958/11/01 00:01,['1958/11/01 00:00'],"['1958/11/01 00:00 [pubmed]', '1958/11/01 00:01 [medline]', '1958/11/01 00:00 [entrez]']",,ppublish,Ann Med Nav (Roma). 1958 Nov-Dec;63(6):742-63.,Le affezioni leucemiche. I. Presupposti fisiopatologici e orientamenti diagnostici.,,,,,
13627445,NLM,MEDLINE,20000701,20191105,0096-0381 (Print) 0096-0381 (Linking),79,3,1959 Mar,Nonreactive tuberculosis.,362-70,"['MONTES, M', 'PHILLIPS, C']","['MONTES M', 'PHILLIPS C']",['eng'],"['Case Reports', 'Journal Article']",United States,Am Rev Tuberc,American review of tuberculosis,14840640R,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels', '*Medical Records', 'Tuberculosis/*complications']",['CLML: 5936:1225:308:545'],['NLM'],"['*LEUKEMIA, LYMPHATIC/case reports', '*TUBERCULOSIS/complications']",1959/03/01 00:00,1959/03/01 00:01,['1959/03/01 00:00'],"['1959/03/01 00:00 [pubmed]', '1959/03/01 00:01 [medline]', '1959/03/01 00:00 [entrez]']",['10.1164/artpd.1959.79.3.362 [doi]'],ppublish,Am Rev Tuberc. 1959 Mar;79(3):362-70. doi: 10.1164/artpd.1959.79.3.362.,,,,,,
13627318,NLM,MEDLINE,20000701,20181201,0002-9580 (Print) 0002-9580 (Linking),81,3,1959 Mar,"The liver, radiation and leukemia.",504-8,"['BEARD, M F']",['BEARD MF'],['eng'],['Journal Article'],United States,Am J Roentgenol Radium Ther Nucl Med,"The American journal of roentgenology, radium therapy, and nuclear medicine",7605534,OM,"['Animals', '*Corrinoids', 'Humans', '*Leukemia', '*Leukemia, Experimental', 'Liver/*radiation effects', 'Serum Globulins/*radiation effects', 'Vitamin B 12/*blood']",['CLML: 5936:1098:308:314:488:571'],['NLM'],"['*LEUKEMIA/experimental', '*LIVER/effect of radiations on', '*SERUM GLOBULIN/effect of radiations on', '*VITAMIN B12/in blood']",1959/03/01 00:00,1959/03/01 00:01,['1959/03/01 00:00'],"['1959/03/01 00:00 [pubmed]', '1959/03/01 00:01 [medline]', '1959/03/01 00:00 [entrez]']",,ppublish,Am J Roentgenol Radium Ther Nucl Med. 1959 Mar;81(3):504-8.,,"['0 (Corrinoids)', '0 (Serum Globulins)', 'P6YC3EG204 (Vitamin B 12)']",,,,
13627138,NLM,MEDLINE,20000701,20181201,0002-9467 (Print) 0002-9467 (Linking),130,12,1958 Dec,Chemotherapeutic management of monocytic leukemia.,419-23,"['SAMPEY, J R']",['SAMPEY JR'],['eng'],['Journal Article'],United States,Am J Pharm Sci Support Public Health,American journal of pharmacy and the sciences supporting public health,0416354,OM,"['*Leukemia', '*Leukemia, Monocytic, Acute', 'Leukemia, Myeloid/*therapy', '*Monocytes']",['CLML: 5936:918:308'],['NLM'],"['*LEUKEMIA, MONOCYTIC/therapy']",1958/12/01 00:00,1958/12/01 00:01,['1958/12/01 00:00'],"['1958/12/01 00:00 [pubmed]', '1958/12/01 00:01 [medline]', '1958/12/01 00:00 [entrez]']",,ppublish,Am J Pharm Sci Support Public Health. 1958 Dec;130(12):419-23.,,,,,,
13626962,NLM,MEDLINE,20000701,20190717,0002-9629 (Print) 0002-9629 (Linking),237,2,1959 Feb,"Acute granulocytic leukemia in pregnancy: report of four cases, with apparent acceleration by prednisone in one.",194-204,"['ROTHBERG, H', 'CONRAD, M E', 'COWLEY, R G']","['ROTHBERG H', 'CONRAD ME', 'COWLEY RG']",['eng'],['Journal Article'],United States,Am J Med Sci,The American journal of the medical sciences,0370506,OM,"['Female', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', 'Prednisone/*adverse effects', 'Pregnancy']",['CLML: 5936:742:309:432:435'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/in pregnancy', '*PREDNISONE/injurious effects', '*PREGNANCY']",1959/02/01 00:00,1959/02/01 00:01,['1959/02/01 00:00'],"['1959/02/01 00:00 [pubmed]', '1959/02/01 00:01 [medline]', '1959/02/01 00:00 [entrez]']",['10.1097/00000441-195902000-00007 [doi]'],ppublish,Am J Med Sci. 1959 Feb;237(2):194-204. doi: 10.1097/00000441-195902000-00007.,,['VB0R961HZT (Prednisone)'],,,,
13626725,NLM,MEDLINE,20000701,20181201,0365-6403 (Print) 0365-6403 (Linking),14,10,1959 Mar 6,[Physiopathology of Letterer-Christian disease].,177-8,"['REWALD, E']",['REWALD E'],['ger'],['Journal Article'],Germany,Arztl Wochensch,Arztliche Wochenschrift,14640350R,OM,"['Eosinophilic Granuloma/*pathology', '*Genetic Diseases, X-Linked', 'Leukemia, Hairy Cell/*pathology', 'Lipidoses/*pathology', 'Lymphatic Diseases/*pathology', '*Severe Combined Immunodeficiency']",['CLML: 5936:505:187:312:469'],['NLM'],"['*EOSINOPHILIC GRANULOMA/pathology', '*LIPOIDOSIS/pathology', '*RETICULOENDOTHELIOSIS/pathology']",1959/03/06 00:00,1959/03/06 00:01,['1959/03/06 00:00'],"['1959/03/06 00:00 [pubmed]', '1959/03/06 00:01 [medline]', '1959/03/06 00:00 [entrez]']",,ppublish,Arztl Wochensch. 1959 Mar 6;14(10):177-8.,Physiopathologie der Letterer-Christianschen Erkrankung.,"['Reticuloendotheliosis, X-linked']",,,,
13626513,NLM,MEDLINE,20000701,20181201,0001-5792 (Print) 0001-5792 (Linking),21,2,1959 Feb,Monocytic leukaemia; report of a case showing unusual features.,118-28,"['PORTER, R', 'WOODLIFF, H J']","['PORTER R', 'WOODLIFF HJ']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,OM,"['Humans', '*Leukemia', '*Leukemia, Monocytic, Acute', '*Leukemia, Myeloid', '*Medical Records', 'Tuberculosis/*blood']",['CLML: 5936:293:308:545'],['NLM'],"['*LEUKEMIA, MONOCYTIC/case reports', '*TUBERCULOSIS/blood in']",1959/02/01 00:00,1959/02/01 00:01,['1959/02/01 00:00'],"['1959/02/01 00:00 [pubmed]', '1959/02/01 00:01 [medline]', '1959/02/01 00:00 [entrez]']",['10.1159/000205664 [doi]'],ppublish,Acta Haematol. 1959 Feb;21(2):118-28. doi: 10.1159/000205664.,,,,,,
13625746,NLM,MEDLINE,20000701,20181201,0044-0531 (Print) 0044-0531 (Linking),9,6,1958 Dec,[Study of prednisolone therapy of aleukia haemorrhagica with special reference to the classification of panmyelopathies].,424-9,"['NAGANO, A', 'TAKEUCHI, M', 'SEKI, J', 'YONEDA, K']","['NAGANO A', 'TAKEUCHI M', 'SEKI J', 'YONEDA K']",['ger'],['Journal Article'],Japan,Yokohama Med Bull,Yokohama medical bulletin,0417415,OM,"['*Anemia, Aplastic', 'Leukemia/*therapy', 'Prednisolone/*therapeutic use']",['CLML: 5935:55436:331:470'],['NLM'],"['*LEUKEMIA, ALEUKEMIC/therapy', '*PREDNISOLONE/therapeutic use']",1958/12/01 00:00,1958/12/01 00:01,['1958/12/01 00:00'],"['1958/12/01 00:00 [pubmed]', '1958/12/01 00:01 [medline]', '1958/12/01 00:00 [entrez]']",,ppublish,Yokohama Med Bull. 1958 Dec;9(6):424-9.,Beitrage zur Prednisolon-Behandlung der hamorrhagischen Aleukie mit besonderer Rucksicht auf die Einteilung der Panmyelopathien.,['9PHQ9Y1OLM (Prednisolone)'],,,,
13625737,NLM,MEDLINE,20000701,20181201,0044-0086 (Print) 0044-0086 (Linking),31,3,1958 Dec,The auditory manifestations of leukemia.,144-56,"['SHANBROM, E', 'FINCH, S C']","['SHANBROM E', 'FINCH SC']",['eng'],['Journal Article'],United States,Yale J Biol Med,The Yale journal of biology and medicine,0417414,OM,"['*Ear Diseases', 'Humans', '*Leukemia']",['CLML: 5935:55427:184:330'],['NLM'],"['*EAR/diseases', '*LEUKEMIA/manifestations']",1958/12/01 00:00,1958/12/01 00:01,['1958/12/01 00:00'],"['1958/12/01 00:00 [pubmed]', '1958/12/01 00:01 [medline]', '1958/12/01 00:00 [entrez]']",,ppublish,Yale J Biol Med. 1958 Dec;31(3):144-56.,,,PMC2603957,,,
13625640,NLM,MEDLINE,20000701,20181201,0507-3758 (Print) 0507-3758 (Linking),4,5,1958,[First results of dopane therapy of chronic myeloid leukemia and of certain malignant tumors].,569-72,"['VISHNIAKOVA, E G']",['VISHNIAKOVA EG'],"['eng', 'rus']",['Journal Article'],Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,OM,"['Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*therapy', '*Mechlorethamine', '*Neoplasms', 'Nitrogen Mustard Compounds/*therapeutic use', 'Uracil/analogs & derivatives']",['CLML: 5935:55330:331:408:606'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/therapy', '*NITROGEN MUSTARDS/therapeutic use', '*URACIL/related compounds']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1958;4(5):569-72.,Pervyi opyt primeneniia dopana pri lechenii khronicheskoi mieloidnoi leikemii i nekotorykh zlokachestvennykh opukholei.,"['0 (Nitrogen Mustard Compounds)', '50D9XSG0VR (Mechlorethamine)', '56HH86ZVCT (Uracil)']",,,,
13625547,NLM,MEDLINE,20000701,20181201,0042-4668 (Print) 0042-4668 (Linking),20,6,1958 Nov-Dec,"[Tumorous form of chronic lymphatic leukosis with affection of larynx, trachea & bronchi].",118-9,"['ZBEROVSKAIA, N V', 'IAKOVLEVA, I Ia']","['ZBEROVSKAIA NV', 'IAKOVLEVA IIa']",['rus'],['Journal Article'],Russia (Federation),Vestn Otorinolaringol,Vestnik otorinolaringologii,0416577,OM,"['*Bronchi', 'Humans', '*Larynx', '*Leukemia', 'Leukemia, Lymphoid/*complications', '*Respiratory Tract Diseases', '*Trachea']",['CLML: 5935:55237:331:512'],['NLM'],"['*LEUKEMIA, LYMPHATIC/complications', '*RESPIRATORY TRACT/diseases']",1958/11/01 00:00,1958/11/01 00:01,['1958/11/01 00:00'],"['1958/11/01 00:00 [pubmed]', '1958/11/01 00:01 [medline]', '1958/11/01 00:00 [entrez]']",,ppublish,Vestn Otorinolaringol. 1958 Nov-Dec;20(6):118-9.,"Opukholevidnaia forma khronicheskogo limfaticheskogo leikoza s porazheniem gortani, trakhei i bronkhov.",,,,,
13624611,NLM,MEDLINE,20000701,20181201,0370-8721 (Print) 0370-8721 (Linking),29,6,1958,[Case of acute polynuclear leukemia].,511-6,"['DRUEZ, G', 'DUSTIN, P']","['DRUEZ G', 'DUSTIN P']",['fre'],"['Case Reports', 'Journal Article']",France,Sang,Le Sang,20540380R,OM,"['*Acute Disease', 'Humans', '*Leukemia', '*Medical Records']",['CLML: 5935:54301:330'],['NLM'],['*LEUKEMIA/case reports'],1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Sang. 1958;29(6):511-6.,Un cas de leucemie aigue a polynucleaires.,,,,,
13624363,NLM,MEDLINE,20000701,20181201,,83,,1958 Nov,[Acute myeloblastic leukosis or leucosarcomatosis].,1028-33,"['LOUYOT, P', 'WAUTHIER, M T']","['LOUYOT P', 'WAUTHIER MT']",['fre'],['Journal Article'],France,Rev Med Nancy,Revue medicale de Nancy,0204063,OM,"['*Diagnosis, Differential', 'Humans', 'Leukemia/*diagnosis', 'Leukemia, Myeloid/*diagnosis']",['CLML: 5935:54054:331:333'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/differential diagnosis', '*LEUKOSARCOMA/differential diagnosis']",1958/11/01 00:00,1958/11/01 00:01,['1958/11/01 00:00'],"['1958/11/01 00:00 [pubmed]', '1958/11/01 00:01 [medline]', '1958/11/01 00:00 [entrez]']",,ppublish,Rev Med Nancy. 1958 Nov;83:1028-33.,Leucose myeloblastique aigue ou leucosarcomatose?,,,,,
13624246,NLM,MEDLINE,20000701,20181201,0014-2565 (Print) 0014-2565 (Linking),71,2,1958 Oct 31,[Albright syndrome and chronic myelocytic leukemia].,111-4,"['GARRIDO, M', 'ALVARO, E']","['GARRIDO M', 'ALVARO E']",['spa'],"['Case Reports', 'Journal Article']",Spain,Rev Clin Esp,Revista clinica espanola,8608576,OM,"['*Fibrous Dysplasia, Polyostotic', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Medical Records', '*Osteitis', '*Osteitis Fibrosa Cystica']",['CLML: 5935:53930:331:420'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/case reports', '*OSTEITIS FIBROSA/case reports']",1958/10/31 00:00,1958/10/31 00:01,['1958/10/31 00:00'],"['1958/10/31 00:00 [pubmed]', '1958/10/31 00:01 [medline]', '1958/10/31 00:00 [entrez]']",,ppublish,Rev Clin Esp. 1958 Oct 31;71(2):111-4.,Sindrome de Albright y leucemia mielocitica cronica.,,,,,
13624224,NLM,MEDLINE,20000701,20181201,0014-2565 (Print) 0014-2565 (Linking),70,6,1958 Sep 30,[Sarcomucosis; comment to a case].,382-7,"['CERVIA, T', 'GONZALEZ PADRON, C']","['CERVIA T', 'GONZALEZ PADRON C']",['spa'],['Journal Article'],Spain,Rev Clin Esp,Revista clinica espanola,8608576,OM,"['Humans', 'Leukemia/*complications']",['CLML: 5935:53908:330'],['NLM'],['*LEUKEMIA/complications'],1958/09/30 00:00,1958/09/30 00:01,['1958/09/30 00:00'],"['1958/09/30 00:00 [pubmed]', '1958/09/30 00:01 [medline]', '1958/09/30 00:00 [entrez]']",,ppublish,Rev Clin Esp. 1958 Sep 30;70(6):382-7.,Sarcoleucosis; comentario a un caso.,,,,,
13624221,NLM,MEDLINE,20000701,20181201,0014-2565 (Print) 0014-2565 (Linking),70,6,1958 Sep 30,[Acute leukemia: electrophoretic study].,365-73,"['MARTINEZ PENUELA, J M', 'LIZAUR GOMENDIO, J L', 'IZQUIERDO RUIZ, J M', 'PILAR MORENO']","['MARTINEZ PENUELA JM', 'LIZAUR GOMENDIO JL', 'IZQUIERDO RUIZ JM', 'PILAR MORENO']",['spa'],['Journal Article'],Spain,Rev Clin Esp,Revista clinica espanola,8608576,OM,"['*Acute Disease', '*Blood Proteins', 'Leukemia/*blood']",['CLML: 5935:53905:91:330'],['NLM'],"['*BLOOD PROTEINS', '*LEUKEMIA/blood in']",1958/09/30 00:00,1958/09/30 00:01,['1958/09/30 00:00'],"['1958/09/30 00:00 [pubmed]', '1958/09/30 00:01 [medline]', '1958/09/30 00:00 [entrez]']",,ppublish,Rev Clin Esp. 1958 Sep 30;70(6):365-73.,La leucemia aguda; estudio electroforetico.,['0 (Blood Proteins)'],,,,
13624076,NLM,MEDLINE,20000701,20181201,0370-4165 (Print) 0370-4165 (Linking),34,11,1958 Nov,[Ferro-kinetics and synthesis of hemoglobin. II].,294-7,"['DAL SANTO, G']",['DAL SANTO G'],['ita'],['Journal Article'],Italy,Rass Clin Sci,Rassegna clinico-scientifica,0422562,OM,"['Anemia/*blood', '*Hemoglobins', 'Humans', 'Iron/*metabolism', 'Kinetics', 'Leukemia/*metabolism', '*Physics', 'Polycythemia Vera/*metabolism']",['CLML: 5935:53760:33:263:308:330:466'],['NLM'],"['*ANEMIA/blood in', '*HEMOGLOBIN', '*IRON/metabolism', '*LEUKEMIA/metabolism', '*POLYCYTHEMIA VERA/metabolism']",1958/11/01 00:00,1958/11/01 00:01,['1958/11/01 00:00'],"['1958/11/01 00:00 [pubmed]', '1958/11/01 00:01 [medline]', '1958/11/01 00:00 [entrez]']",,ppublish,Rass Clin Sci. 1958 Nov;34(11):294-7.,Ferrocinetica e sintesi dell'emoglobina. II.,"['0 (Hemoglobins)', 'E1UOL152H7 (Iron)']",,,,
13624029,NLM,MEDLINE,20000701,20181201,0033-8362 (Print) 0033-8362 (Linking),44,12,1958 Dec,[Clinico-statistical report on malignant lymphoblastoma treated during 1928-1949. V. Lymphatic leukemia].,1192-205,"['BANFI, A', 'RIGAT, L']","['BANFI A', 'RIGAT L']",['ita'],['Journal Article'],Italy,Radiol Med,La Radiologia medica,0177625,OM,"['Humans', '*Leukemia', 'Leukemia, Lymphoid/*therapy', '*Lymphoma, Non-Hodgkin', '*Radiotherapy']",['CLML: 5935:53713:331:502'],['NLM'],"['*LEUKEMIA, LYMPHATIC/therapy', '*RADIOTHERAPY']",1958/12/01 00:00,1958/12/01 00:01,['1958/12/01 00:00'],"['1958/12/01 00:00 [pubmed]', '1958/12/01 00:01 [medline]', '1958/12/01 00:00 [entrez]']",,ppublish,Radiol Med. 1958 Dec;44(12):1192-205.,Rendiconto clinicostatistico dei linfoblastomi maligni trattati dal 1928 al 1949. V. La leucemia linfatica.,,,,,
13623904,NLM,MEDLINE,20000701,20181201,0370-1514 (Print) 0370-1514 (Linking),14,20,1958 Oct 31,[Auto-immune hemolytic anemia during chloroma].,625-9,"['BILE, G', 'DE BIASI, R', 'VENTRUTO, V']","['BILE G', 'DE BIASI R', 'VENTRUTO V']",['ita'],['Journal Article'],Italy,Prog Med (Napoli),Il Progresso medico,2984827R,OM,"['*Anemia', 'Anemia, Hemolytic/*immunology', '*Leukemia', '*Sarcoma, Myeloid', '*Tracheophyta']",['CLML: 5935:53588:34:333'],['NLM'],"['*ANEMIA, HEMOLYTIC/immunology', '*LEUKOSARCOMA/manifestations']",1958/10/31 00:00,1958/10/31 00:01,['1958/10/31 00:00'],"['1958/10/31 00:00 [pubmed]', '1958/10/31 00:01 [medline]', '1958/10/31 00:00 [entrez]']",,ppublish,Prog Med (Napoli). 1958 Oct 31;14(20):625-9.,Anemia emolitica autoimmune in corso di cloroma.,,,,,
13623747,NLM,MEDLINE,20000701,20181201,0032-7867 (Print) 0032-7867 (Linking),66,91,1958 Dec 25,[Clinically pure leukosic hepatomegaly].,2080,"[""D'ESHOUGUES, J R"", 'MUSSINI-MONT-PEILLIER, J', 'MINICONI, P', 'PASCALIS, G']","[""D'ESHOUGUES JR"", 'MUSSINI-MONT-PEILLIER J', 'MINICONI P', 'PASCALIS G']",['fre'],"['Case Reports', 'Journal Article']",France,Presse Med,La Presse medicale,0312556,OM,"['*Hepatomegaly', '*Leukemia', '*Liver Diseases', '*Medical Records']",['CLML: 5935:53431:330:343'],['NLM'],"['*LEUKEMIA/case reports', '*LIVER DISEASES/case reports']",1958/12/25 00:00,1958/12/25 00:01,['1958/12/25 00:00'],"['1958/12/25 00:00 [pubmed]', '1958/12/25 00:01 [medline]', '1958/12/25 00:00 [entrez]']",,ppublish,Presse Med. 1958 Dec 25;66(91):2080.,Hepatomegalie leucosique cliniquement pure.,,,,,
