PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,AB
5264171,NLM,MEDLINE,19700403,20151119,0008-5480 (Print) 0008-5480 (Linking),21,,1968,[The association of vincristine and vinblastine in the treatment of acute leukemia in children].,Suppl 6:49-56,"['Massimo, L', 'Mori, P G', 'Cottafava, F', 'Fossati-Guglielmoni, A']","['Massimo L', 'Mori PG', 'Cottafava F', 'Fossati-Guglielmoni A']",['ita'],['Journal Article'],L'associazione di vincristina-vinblastina nel trattamento della leucemia acuta del bambino.,Italy,Cancro,Il Cancro,0421125,IM,"['Child', 'Child, Preschool', '*Drug Synergism', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Vinblastine/*therapeutic use', 'Vincristine/*therapeutic use']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Cancro. 1968;21:Suppl 6:49-56.,"['5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)']",,,
5264170,NLM,MEDLINE,19700403,20151119,0008-5480 (Print) 0008-5480 (Linking),21,,1968,[Influence of vincristine on nucleic acid and protein metabolism of blast cells from acute leukemia].,Suppl 6:25-36,"['Tarocco, R P', 'Brusa, L', 'Ponzone, A', 'Pileri, A']","['Tarocco RP', 'Brusa L', 'Ponzone A', 'Pileri A']",['ita'],['Journal Article'],Influenza della vincristina sul metabolismo acido-nucleico e proteico dei blasti di leucemia acuta.,Italy,Cancro,Il Cancro,0421125,IM,"['Blood Cells/*metabolism', 'Bone Marrow/*metabolism', '*Bone Marrow Cells', 'Humans', '*Leukemia, Lymphoid', 'Nucleic Acids/*metabolism', 'Proteins/*metabolism', 'Vincristine/*pharmacology']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Cancro. 1968;21:Suppl 6:25-36.,"['0 (Nucleic Acids)', '0 (Proteins)', '5J49Q6B70F (Vincristine)']",,,
5264169,NLM,MEDLINE,19700403,20151119,0008-5480 (Print) 0008-5480 (Linking),21,,1968,[Clinical experience with vinblastine and vincristine].,Suppl 6:185-9,"['Cipriani, D']",['Cipriani D'],['ita'],['Journal Article'],Esperienze cliniche con vinblastina e vincristina.,Italy,Cancro,Il Cancro,0421125,IM,"['Adolescent', 'Adult', 'Daunorubicin/therapeutic use', 'Female', 'Hodgkin Disease/*drug therapy', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Prednisone/therapeutic use', 'Vinblastine/*therapeutic use', 'Vincristine/*therapeutic use']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Cancro. 1968;21:Suppl 6:185-9.,"['5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",,,
5264159,NLM,MEDLINE,19700403,20080620,0032-3756 (Print) 0032-3756 (Linking),25,4,1970 Jan 26,[Steroids in the therapy of acute leukemia in adults].,142-4,"['Krykowski, E', 'Pluzanska, A', 'Krauze-Jaworska, H']","['Krykowski E', 'Pluzanska A', 'Krauze-Jaworska H']",['pol'],['Journal Article'],W sprawie stosowania steroidow w ostrej bialaczce u doroslych.,Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Adrenal Cortex Hormones/*therapeutic use', 'Adult', 'Child', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Steroids/therapeutic use']",1970/01/26 00:00,1970/01/26 00:01,['1970/01/26 00:00'],"['1970/01/26 00:00 [pubmed]', '1970/01/26 00:01 [medline]', '1970/01/26 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1970 Jan 26;25(4):142-4.,"['0 (Adrenal Cortex Hormones)', '0 (Steroids)']",,,
5264108,NLM,MEDLINE,19700402,20170214,0009-9228 (Print) 0009-9228 (Linking),9,3,1970 Mar,Fetal hemoglobin in various forms of childhood leukemia. Relation to relapse and remission.,152-6,"['Ozsoylu, S', 'Balci, S']","['Ozsoylu S', 'Balci S']",['eng'],['Journal Article'],,United States,Clin Pediatr (Phila),Clinical pediatrics,0372606,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Fetal Hemoglobin/*analysis', 'Hemoglobins, Abnormal/analysis', 'Humans', 'Infant', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood']",1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",ppublish,Clin Pediatr (Phila). 1970 Mar;9(3):152-6. doi: 10.1177/000992287000900310.,"['0 (Hemoglobins, Abnormal)', '9034-63-3 (Fetal Hemoglobin)']",['10.1177/000992287000900310 [doi]'],,
5264107,NLM,MEDLINE,19700402,20170214,0009-9228 (Print) 0009-9228 (Linking),9,2,1970 Feb,Childhood testicular tumor due to leukemia.,118-9,"['Concepcion, L L', 'Gebhardt, H C']","['Concepcion LL', 'Gebhardt HC']",['eng'],"['Case Reports', 'Journal Article']",,United States,Clin Pediatr (Phila),Clinical pediatrics,0372606,IM,"['Child, Preschool', 'Humans', 'Leukemia, Lymphoid/*complications/pathology', 'Male', 'Testicular Neoplasms/*etiology/pathology']",1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",ppublish,Clin Pediatr (Phila). 1970 Feb;9(2):118-9. doi: 10.1177/000992287000900221.,,['10.1177/000992287000900221 [doi]'],,
5264101,NLM,MEDLINE,19700402,20190716,0002-922X (Print) 0002-922X (Linking),119,3,1970 Mar,CNS leukemia mimicking multifocal leukoencephalopathy.,264-6,"['Kanner, S P', 'Wiernik, P H', 'Serpick, A A', 'Walker, M D']","['Kanner SP', 'Wiernik PH', 'Serpick AA', 'Walker MD']",['eng'],['Journal Article'],,United States,Am J Dis Child,American journal of diseases of children (1960),0370471,IM,"['Brain Diseases/*diagnosis', 'Central Nervous System Diseases/*diagnosis/drug therapy', 'Child, Preschool', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphoid/*diagnosis/drug therapy', 'Male', 'Methotrexate/therapeutic use', 'Spinal Puncture']",1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",ppublish,Am J Dis Child. 1970 Mar;119(3):264-6. doi: 10.1001/archpedi.1970.02100050266017.,['YL5FZ2Y5U1 (Methotrexate)'],['10.1001/archpedi.1970.02100050266017 [doi]'],,
5264099,NLM,MEDLINE,19700402,20041117,0040-3660 (Print) 0040-3660 (Linking),40,4,1968 Apr,[Tumor progression in chronic myeloleukosis].,82-92,"['Iurgutis, R P']",['Iurgutis RP'],['rus'],['Journal Article'],Opukholevaia progressiia pri khronicheskom mieloleikoze.,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['*Bone Marrow Cells', '*Chromosome Aberrations', '*Chromosomes, Human, 16-18', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*pathology']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",ppublish,Ter Arkh. 1968 Apr;40(4):82-92.,,,,
5264098,NLM,MEDLINE,19700402,20171116,0040-3660 (Print) 0040-3660 (Linking),40,4,1968 Apr,[Morphological transformation of granulocytes in acute leukemia].,50-8,"['Gurbanov, V P']",['Gurbanov VP'],['rus'],['Journal Article'],K voprosu o morfologicheskoi transformatsii granulotsitov pri ostrom leikoze.,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Adolescent', '*Bone Marrow Cells', 'Bone Marrow Examination', 'Child, Preschool', '*Chromosome Aberrations', 'DNA/analysis', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Leukocytes/*cytology', 'Male', 'Mercaptopurine/pharmacology', 'Middle Aged']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",ppublish,Ter Arkh. 1968 Apr;40(4):50-8.,"['9007-49-2 (DNA)', 'E7WED276I5 (Mercaptopurine)']",,,
5264097,NLM,MEDLINE,19700402,20131121,0040-3660 (Print) 0040-3660 (Linking),40,4,1968 Apr,"[The use of semi-synthetic penicillins, oxacillin and methacillin, in internal and hematological practice].",44-50,"['Milevskaia, Iu L']",['Milevskaia IuL'],['rus'],['Journal Article'],Primenenie polusinteticheskikh penitsillinov oksatsillina i metitsillina vo vnutrennei i gematologicheski klinike.,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Adolescent', 'Aged', 'Female', 'Humans', 'Leukemia, Lymphoid/complications', 'Male', 'Methicillin/*therapeutic use', 'Oxacillin/*therapeutic use', 'Pneumonia/*drug therapy', 'Staphylococcal Infections/*drug therapy', 'Suppuration/drug therapy']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",ppublish,Ter Arkh. 1968 Apr;40(4):44-50.,"['Q91FH1328A (Methicillin)', 'UH95VD7V76 (Oxacillin)']",,,
5264096,NLM,MEDLINE,19700402,20041117,0040-3660 (Print) 0040-3660 (Linking),40,4,1968 Apr,[Intravital histological study of the bone marrow (trephine biopsy) as a method of clinical investigation].,35-44,"['Abramov, M G']",['Abramov MG'],['rus'],['Journal Article'],Prizhiznennoe gistologicheskoe izuchenie kostnogo mozga (trepanobiopsiia) kak metod klinicheskogo issledovaniia.,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Agranulocytosis/pathology', 'Anemia, Aplastic/pathology', 'Anemia, Hemolytic/pathology', 'Biopsy', 'Bone Marrow/*pathology', '*Bone Marrow Examination', 'Hematologic Diseases/*pathology', 'Humans', 'Leukemia/pathology', 'Leukemia, Erythroblastic, Acute/pathology', 'Neoplasm Metastasis/pathology', 'Thrombocytopenia/pathology']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",ppublish,Ter Arkh. 1968 Apr;40(4):35-44.,,,,
5264094,NLM,MEDLINE,19700402,20210216,0006-4971 (Print) 0006-4971 (Linking),35,2,1970 Feb,Fibrillar bundles in the nucleus of blood lymphocytes from leukemic and nonleukemic patients.,243-9,"['Stefani, S S', 'Tonaki, H']","['Stefani SS', 'Tonaki H']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,IM,"['*Cell Nucleus', 'Hodgkin Disease/*blood/pathology', 'Humans', 'Leukemia, Lymphoid/*blood/pathology', '*Lymphocytes', 'Microscopy, Electron']",1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",ppublish,Blood. 1970 Feb;35(2):243-9.,,['S0006-4971(20)71672-1 [pii]'],,
5264093,NLM,MEDLINE,19700402,20210216,0006-4971 (Print) 0006-4971 (Linking),35,2,1970 Feb,Chromosomes in the spinal fluid: evidence for metastatic origin of meningeal leukemia.,227-35,"['Mastrangelo, R', 'Zuelzer, W W', 'Ecklund, P S', 'Thompson, R I']","['Mastrangelo R', 'Zuelzer WW', 'Ecklund PS', 'Thompson RI']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,IM,"['Bone Marrow Cells', 'Cerebrospinal Fluid/*cytology', 'Child', 'Child, Preschool', '*Chromosomes', 'Culture Techniques', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/*cerebrospinal fluid/genetics/pathology', 'Leukemia, Lymphoid/cerebrospinal fluid', 'Leukemia, Myeloid/cerebrospinal fluid', 'Leukemia, Myeloid, Acute/cerebrospinal fluid', 'Leukocytes', '*Meninges', '*Neoplasm Metastasis']",1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",ppublish,Blood. 1970 Feb;35(2):227-35.,,['S0006-4971(20)71670-8 [pii]'],,
5264092,NLM,MEDLINE,19700402,20210216,0006-4971 (Print) 0006-4971 (Linking),35,2,1970 Feb,C group trisomy in identical twins with acute leukemia.,222-6,"['Hilton, H B', 'Lewis, I C', 'Trowell, H R']","['Hilton HB', 'Lewis IC', 'Trowell HR']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,IM,"['Blood Group Antigens', 'Bone Marrow Examination', '*Chromosomes, Human, 6-12 and X', 'Consanguinity', '*Diseases in Twins', 'Genetics, Medical', 'Humans', 'Infant', 'Karyotyping', 'Kidney/pathology', 'Leukemia, Myeloid, Acute/*complications/mortality/pathology', 'Lymph Nodes/pathology', 'Male', 'Spleen/pathology', '*Trisomy']",1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",ppublish,Blood. 1970 Feb;35(2):222-6.,['0 (Blood Group Antigens)'],['S0006-4971(20)71669-1 [pii]'],,
5263742,NLM,MEDLINE,19700327,20110726,0048-0428 (Print) 0048-0428 (Linking),29,8,1969 Nov,[Some considerations on leukemias developed after therapeutic irradiation].,1081-6,"['Kurokawa, S', 'Kitabatake, T']","['Kurokawa S', 'Kitabatake T']",['jpn'],['Journal Article'],,Japan,Nihon Igaku Hoshasen Gakkai Zasshi,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,0413544,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', '*Leukemia, Radiation-Induced', 'Male', 'Middle Aged', 'Radiotherapy Dosage', 'Time Factors']",1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",ppublish,Nihon Igaku Hoshasen Gakkai Zasshi. 1969 Nov;29(8):1081-6.,,,,
5263741,NLM,MEDLINE,19700327,20191210,0048-0428 (Print) 0048-0428 (Linking),29,8,1969 Nov,[Roentgenological and pathological studies of leukemic pneumopathy].,1066-80,"['Furuya, Y', 'Kurokawa, S', 'Kobayashi, S']","['Furuya Y', 'Kurokawa S', 'Kobayashi S']",['jpn'],['Journal Article'],,Japan,Nihon Igaku Hoshasen Gakkai Zasshi,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,0413544,IM,"['Autopsy', 'Hemorrhage/complications', 'Humans', 'Infections/complications', 'Leukemia/*complications', 'Lung Diseases/*diagnostic imaging/*pathology', 'Radiography']",1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",ppublish,Nihon Igaku Hoshasen Gakkai Zasshi. 1969 Nov;29(8):1066-80.,,,,
5263683,NLM,MEDLINE,19700327,20200930,0037-9727 (Print) 0037-9727 (Linking),133,2,1970 Feb,A macromolecular factor in some leukemic cells which binds folic acid.,428-32,"['Rothenberg, S P']",['Rothenberg SP'],['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,IM,"['Chromatography, Gel', 'Folic Acid/blood/*metabolism', 'Humans', 'Leukemia, Myeloid/*metabolism', '*Macromolecular Substances', 'Tetrahydrofolate Dehydrogenase/blood', 'Tritium']",1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1970 Feb;133(2):428-32. doi: 10.3181/00379727-133-34489.,"['0 (Macromolecular Substances)', '10028-17-8 (Tritium)', '935E97BOY8 (Folic Acid)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)']",['10.3181/00379727-133-34489 [doi]'],,
5263679,NLM,MEDLINE,19700327,20071115,0004-069X (Print) 0004-069X (Linking),17,5,1969,Studies on antigen I in different proliferative diseases of the hemopoietic system.,602-4,"['Kacperska, E', 'Seyfriedowa, H', 'Zupanska, B']","['Kacperska E', 'Seyfriedowa H', 'Zupanska B']",['eng'],['Journal Article'],,Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,IM,"['Antigens/*analysis', 'Erythrocytes/immunology', 'Hodgkin Disease/immunology', 'Humans', 'Leukemia/*immunology', 'Leukemia, Lymphoid/immunology', 'Lymphoma/*immunology', 'Lymphoma, Non-Hodgkin/immunology', 'Plasmacytoma/immunology']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Arch Immunol Ther Exp (Warsz). 1969;17(5):602-4.,['0 (Antigens)'],,,
5263678,NLM,MEDLINE,19700327,20131121,0003-0805 (Print) 0003-0805 (Linking),101,3,1970 Mar,Busulfan-induced pulmonary disease. Report of a case and review of the literature.,408-13,"['Burns, W A', 'McFarland, W', 'Matthews, M J']","['Burns WA', 'McFarland W', 'Matthews MJ']",['eng'],"['Case Reports', 'Journal Article']",,United States,Am Rev Respir Dis,The American review of respiratory disease,0370523,IM,"['Biopsy', 'Busulfan/*adverse effects', 'Epithelium', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Lung/*drug effects/pathology', 'Male', 'Middle Aged', 'Pulmonary Fibrosis/*chemically induced/pathology']",1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",ppublish,Am Rev Respir Dis. 1970 Mar;101(3):408-13. doi: 10.1164/arrd.1970.101.3.408.,['G1LN9045DK (Busulfan)'],['10.1164/arrd.1970.101.3.408 [doi]'],,
5263551,NLM,MEDLINE,19700326,20071115,0370-4793 (Print) 0370-4793 (Linking),14,8,1969 Oct,[Deficiency in erythrocytic pyruvate-kinase during acute leukemia].,795-6,"['Najman, A', 'Leroux, J P', 'Temkine, H', 'Cartier, P', 'Andre, R']","['Najman A', 'Leroux JP', 'Temkine H', 'Cartier P', 'Andre R']",['fre'],['Journal Article'],Deficit en pyruvate-kinase erythrocytaire au dours des leucemies aigues.,France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,IM,"['Erythrocytes/analysis/*enzymology', 'Glucose-6-Phosphate Isomerase/blood', 'Hexokinase/blood', 'Humans', 'Leukemia, Lymphoid/complications/*enzymology', 'Leukemia, Myeloid, Acute/complications/*enzymology', 'Pyruvate Kinase/*blood']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",ppublish,Rev Fr Etud Clin Biol. 1969 Oct;14(8):795-6.,"['EC 2.7.1.1 (Hexokinase)', 'EC 2.7.1.40 (Pyruvate Kinase)', 'EC 5.3.1.9 (Glucose-6-Phosphate Isomerase)']",,,
5263342,NLM,MEDLINE,19700324,20131121,0036-7672 (Print) 0036-7672 (Linking),100,7,1970 Feb 14,[Abnormalities of the erythropoiesis at the beginning of remission in acute promyelocytic leukemia treated with arabinoside-cytosine].,321-3,"['Dubois-Ferriere, H', 'Aguercif, M', 'Hazeghi, P', 'Rudhardt, M']","['Dubois-Ferriere H', 'Aguercif M', 'Hazeghi P', 'Rudhardt M']",['fre'],['Journal Article'],Anomalies de l'erythropoiese lors de l'installation de la remission dans la leucemie promyelocytaire aigue traitee par l'arabinoside-cytosine.,Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,IM,"['Anemia, Aplastic/drug therapy', 'Bone Marrow Examination', 'Cell Nucleus/drug effects', 'Child', 'Cytarabine/*therapeutic use', 'Erythrocytes/drug effects', 'Erythropoiesis/*drug effects', 'Humans', 'Leukemia, Myeloid, Acute/blood/*drug therapy', 'Male', 'Megakaryocytes/drug effects', 'Methotrexate/therapeutic use', 'Mitosis/drug effects', 'Reticulocytes/drug effects', 'Thioguanine/therapeutic use']",1970/02/14 00:00,1970/02/14 00:01,['1970/02/14 00:00'],"['1970/02/14 00:00 [pubmed]', '1970/02/14 00:01 [medline]', '1970/02/14 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1970 Feb 14;100(7):321-3.,"['04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)', 'YL5FZ2Y5U1 (Methotrexate)']",,,
5263341,NLM,MEDLINE,19700324,20131121,0036-7672 (Print) 0036-7672 (Linking),100,7,1970 Feb 14,[The hematopoietic regeneration in acute lymphatic leukemia in the child under L-asparaginase treatment].,316-8,"['Burgio, G R', 'Astaldi, G', 'Genova, R', 'Curtoni, E', 'Astaldi, A A Jr']","['Burgio GR', 'Astaldi G', 'Genova R', 'Curtoni E', 'Astaldi AA Jr']",['ger'],['Journal Article'],Die hamatopoetische Regeneration bei der akuten lymphatischen Leukamie des Kindes unter L-asparaginase-Behandlung.,Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,IM,"['Ascorbic Acid/therapeutic use', 'Asparaginase/*therapeutic use', 'Bone Marrow/drug effects', 'Bone Marrow Cells', 'Bone Marrow Examination', 'Child', 'Erythropoiesis/drug effects', 'Hematopoiesis/*drug effects', 'Humans', 'Leukemia, Lymphoid/blood/*drug therapy', 'Penicillins/therapeutic use', 'Vitamin K/therapeutic use']",1970/02/14 00:00,2001/03/28 10:01,['1970/02/14 00:00'],"['1970/02/14 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/02/14 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1970 Feb 14;100(7):316-8.,"['0 (Penicillins)', '12001-79-5 (Vitamin K)', 'EC 3.5.1.1 (Asparaginase)', 'PQ6CK8PD0R (Ascorbic Acid)']",,,
5263333,NLM,MEDLINE,19700324,20071115,0008-5472 (Print) 0008-5472 (Linking),29,12,1969 Dec,The mechanism of induction of complete remission in acute myeloblastic leukemia in man.,2300-7,"['Hart, J S', 'Shirakawa, S', 'Trujillo, J', 'Frei, E 3rd']","['Hart JS', 'Shirakawa S', 'Trujillo J', 'Frei E 3rd']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,IM,"['Antineoplastic Agents/*administration & dosage', '*Bone Marrow Cells', '*Cytogenetics', 'DNA/biosynthesis', 'DNA, Neoplasm/biosynthesis', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/pathology', 'Male']",1969/12/01 00:00,1969/12/01 00:01,['1969/12/01 00:00'],"['1969/12/01 00:00 [pubmed]', '1969/12/01 00:01 [medline]', '1969/12/01 00:00 [entrez]']",ppublish,Cancer Res. 1969 Dec;29(12):2300-7.,"['0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)', '9007-49-2 (DNA)']",,,
5263332,NLM,MEDLINE,19700324,20151119,0008-5472 (Print) 0008-5472 (Linking),29,12,1969 Dec,"Formal discussion of J. H. Burchenal's paper, ""Success and failure in present chemotherapy and the implications of asparaginase"".",2270-1,"['Holland, J F']",['Holland JF'],['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,IM,"['Adolescent', 'Asparaginase/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Methotrexate/administration & dosage', 'Prednisone/administration & dosage', 'Vincristine/administration & dosage']",1969/12/01 00:00,1969/12/01 00:01,['1969/12/01 00:00'],"['1969/12/01 00:00 [pubmed]', '1969/12/01 00:01 [medline]', '1969/12/01 00:00 [entrez]']",ppublish,Cancer Res. 1969 Dec;29(12):2270-1.,"['5J49Q6B70F (Vincristine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",,,
