PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,AID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
4348477,NLM,MEDLINE,19730524,20181113,0007-1447 (Print) 0007-1447 (Linking),1,5856,1973 Mar 31,Infection with E.B. virus.,757,,,['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,IM,"['Adult', 'Animals', 'Burkitt Lymphoma/etiology', 'Child', '*Herpesvirus 4, Human', 'Humans', '*Infectious Mononucleosis/complications/microbiology', 'Leukemia/etiology', 'Male']",,1973/03/31 00:00,1973/03/31 00:01,['1973/03/31 00:00'],"['1973/03/31 00:00 [pubmed]', '1973/03/31 00:01 [medline]', '1973/03/31 00:00 [entrez]']",ppublish,Br Med J. 1973 Mar 31;1(5856):757.,,PMC1588943,,,,,,,,,
4348470,NLM,MEDLINE,19730524,20211203,0007-0920 (Print) 0007-0920 (Linking),27,2,1973 Feb,"Neuraminidase induced loss in the transplantability of murine leukaemia L 1210, induction of immunoprotection and the transfer of induced immunity to normal DBA-2 mice by serum and peritoneal cells.",106-13,"['Sethi, K K', 'Brandis, H']","['Sethi KK', 'Brandis H']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,"['8N3DW7272P (Cyclophosphamide)', 'EC 3.2.1.18 (Neuraminidase)']",IM,"['Animals', 'Clostridium perfringens/enzymology', 'Culture Techniques', 'Cyclophosphamide/pharmacology', 'Female', '*Immunity', '*Immunization, Passive', 'Immunosuppression Therapy', 'Leukemia L1210/*immunology', 'Leukocytes/drug effects', 'Mice', 'Mice, Inbred DBA', 'Neoplasm Transplantation', 'Neuraminidase/*pharmacology', 'Peritoneum/cytology', 'Transplantation, Homologous', 'Vibrio/enzymology']",,1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",ppublish,Br J Cancer. 1973 Feb;27(2):106-13. doi: 10.1038/bjc.1973.14.,Leukaemia L 1210 cells preincubated in vitro with neuraminidase preparations derived either from Vibrio cholerae (VCN) or Clostridium perfringens (CPN) lost their i.p. transplantability for normal DBA/2 mice. This loss of transplantability could not be observed when the enzyme treated cells were implanted in mice whose immune status was suppressed by prior cyclophosphamide treatment. Mice receiving i.p. implants of enzyme treated leukaemia cells developed immunity to subsequent i.p. challenge with untreated L 1210 cells but not to a challenge with Ehrlich ascites tumour cells. The magnitude of immune response evoked by L 1210 cells preincubated with 250 u/ml of VCN or 35 mug/ml of CPN for 60 minutes was of relatively low level when compared with the immunity induced by leukaemia cells preincubated with 50 u/ml of VCN or 15 mug/ml of CPN for 30 or 60 minutes. Evidence is presented to show that the induced immunity can be transferred passively with the serum and with the peritoneal cells from the mice implanted with VCN treated L 1210 cells to normal DBA/2 mice. The significance of the neuraminidase induced increase in the immunogenicity of treated tumour cells is discussed.,PMC2008844,['10.1038/bjc.1973.14 [doi]'],,,,,,,,
4348408,NLM,MEDLINE,19730523,20071115,0023-6837 (Print) 0023-6837 (Linking),28,3,1973 Mar,Fatal measles infection in children with leukemia.,279-91,"['Breitfeld, V', 'Hashida, Y', 'Sherman, F E', 'Odagiri, K', 'Yunis, E J']","['Breitfeld V', 'Hashida Y', 'Sherman FE', 'Odagiri K', 'Yunis EJ']",['eng'],['Journal Article'],United States,Lab Invest,Laboratory investigation; a journal of technical methods and pathology,0376617,,IM,"['Autopsy', 'Brain/pathology', 'Child, Preschool', 'Cytoplasmic Granules', 'Humans', 'Inclusion Bodies', 'Kidney/pathology', 'Kidney Medulla/pathology', 'Kidney Tubules/pathology', 'Leukemia, Lymphoid/*complications', 'Liver/pathology', 'Lung/pathology', 'Male', 'Measles/complications/immunology/metabolism/*pathology', 'Microscopy', 'Microscopy, Electron', 'Pneumonia/complications', 'Remission, Spontaneous', 'Subacute Sclerosing Panencephalitis/complications']",,1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Lab Invest. 1973 Mar;28(3):279-91.,,,,,,,,,,,
4348357,NLM,MEDLINE,19730518,20071115,0027-2507 (Print) 0027-2507 (Linking),40,2,1973 Mar-Apr,Crystalloid intracytoplasmic inclusions in lymphocytes of a patient with chronic lymphocytic leukemia.,249-59,"['Cohnen, G', 'Douglas, S D', 'Konig, E', 'Bremer, K', 'Brittinger, G']","['Cohnen G', 'Douglas SD', 'Konig E', 'Bremer K', 'Brittinger G']",['eng'],"['Case Reports', 'Journal Article']",United States,Mt Sinai J Med,"The Mount Sinai journal of medicine, New York",0241032,,IM,"['Crystallization', 'Female', 'Humans', '*Inclusion Bodies', 'Leukemia, Lymphoid/*blood', 'Lymphocytes/*cytology', 'Microscopy, Electron', 'Middle Aged']",,1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Mt Sinai J Med. 1973 Mar-Apr;40(2):249-59.,,,,,,,,,,,
4348326,NLM,MEDLINE,19730518,20111117,0021-2547 (Print) 0021-2547 (Linking),51,5,1972 Sep-Dec,Isolation of oncornaviruses from chemically induced murine leukemias.,342-4,"['Monti-Bragadin, C', 'Conventi, L', 'Cavallero, F']","['Monti-Bragadin C', 'Conventi L', 'Cavallero F']",['eng'],['Journal Article'],Italy,Boll Ist Sieroter Milan,Bollettino dell'Istituto sieroterapico milanese,17720040R,"['0 (Antigens, Viral)', '0 (Benz(a)Anthracenes)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Benz(a)Anthracenes', 'Cell Line', 'Cell-Free System', 'Clone Cells', 'Fluorescent Antibody Technique', 'Leukemia Virus, Murine/*isolation & purification', 'Leukemia, Experimental/*microbiology', 'Lymph Nodes/cytology', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred DBA', 'Mice, Inbred Strains', 'Viral Plaque Assay']",,1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",ppublish,Boll Ist Sieroter Milan. 1972 Sep-Dec;51(5):342-4.,,,,,,,,,,,
4348279,NLM,MEDLINE,19730518,20190508,0022-1007 (Print) 0022-1007 (Linking),137,4,1973 Apr 1,Relation of chromosome 4 (linkage group 8) to murine leukemia virus-associated antigens of AKR mice.,1103-7,"['Ikeda, H', 'Stockert, E', 'Rowe, W P', 'Boyse, E A', 'Lilly, F', 'Sato, H', 'Jacobs, S', 'Old, L J']","['Ikeda H', 'Stockert E', 'Rowe WP', 'Boyse EA', 'Lilly F', 'Sato H', 'Jacobs S', 'Old LJ']",['eng'],['Journal Article'],United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Viral)']",IM,"['Animals', '*Antigens, Viral', '*Chromosomes', 'Crosses, Genetic', 'Genetic Linkage', '*Leukemia Virus, Murine', 'Mice', 'Mice, Inbred AKR', 'Phenotype']",,1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,J Exp Med. 1973 Apr 1;137(4):1103-7. doi: 10.1084/jem.137.4.1103.,"Genes specifying or controlling the expression of G(IX) (cell surface), GCSA (cell surface), and gs (internal viral) antigens are located in chromosome 4 (linkage group [LG] VIII) of the AKR mouse. All three antigens may exhibit mendelian inheritance, mice being antigen positive or antigen negative, but each may also appear in leukemic cells of mice whose inherited genotype was antigen negative. The G(IX)-determining gene in LG VIII of AKR mice apparently is equivalent to Gv-1, which determines expression of the same antigen in 129 strain mice, but which in the latter strain is located in LG IX. As the estimated distance of Gv-1 from H-2 in 129 mice is considerable (37 units) further tests are now indicated to assess the possibility of pseudolinkage in this case. The Fv-1 locus, also located in LG VIII, influences the mouse's titer of MuLV, and might thereby be thought to regulate the G(IX) and gs phenotypes of AKR backcross segregants. But the data indicate a discrete LG VIII locus for G(IX), since expression of this antigen is mendelian and independent of infectious virus titer. Since the G(IX) and GCSA phenotypes of AKR backcross segregants were invariably concordant, these two antigens must be specified or controlled by closely linked genes, and the latter also is presumably independent of virus titer. The question as to what extent expression of gs antigen in the segregants is secondary to virus production is undecided.",PMC2139225,['10.1084/jem.137.4.1103 [doi]'],,,,,,,,
4348276,NLM,MEDLINE,19730518,20190508,0022-1007 (Print) 0022-1007 (Linking),137,4,1973 Apr 1,The production of vesicular stomatitis virus by antigen- or mitogen-stimulated lymphocytes and continuous lymphoblastoid lines.,1042-59,"['Nowakowski, M', 'Feldman, J D', 'Kano, S', 'Bloom, B R']","['Nowakowski M', 'Feldman JD', 'Kano S', 'Bloom BR']",['eng'],['Journal Article'],United States,J Exp Med,The Journal of experimental medicine,2985109R,['0 (Antigens)'],IM,"['Animals', '*Antigens', 'Cell Line', 'Cells, Cultured', 'Guinea Pigs', 'Humans', 'Hypersensitivity, Delayed/immunology', 'Lymph Nodes/cytology', 'Lymphocytes/*immunology', 'Mice', 'Mice, Inbred C57BL', 'Microscopy, Electron', 'Spleen/cytology', 'Stomatitis/microbiology', '*Vesicular stomatitis Indiana virus', 'Viral Plaque Assay', '*Virus Replication']",,1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,J Exp Med. 1973 Apr 1;137(4):1042-59. doi: 10.1084/jem.137.4.1042.,"A variety of lymphoid cell populations were examined in terms of their ability to replicate vesicular stomatitis virus (VSV), a lytic, RNA-containing virus maturing at the cell surface. The number of cells capable of producing VSV was estimated in terms of infectious centers by the virus plaque assay (VPA), and morphologically by electron microscopy (EM). The lymphoid cells examined in this study included: (a) lymph node cells from delayed hypersensitive guinea pigs stimulated by specific antigen, (b) mouse spleen cells activated by selective bone marrow-derived (B) cell and thymus derived (T) cell mitogens, and (c) cells of human and murine continuous lymphoblastoid or lymphoma lines. In unstimulated cultures of guinea pig lymph node cells there is a background of approximately 1 in 1,000 cells which produces VSV; in purified protein derivative (PPD)-stimulated cultures the number of cells producing virus was 1.6% in the VPA and 1.9% by EM. These cells were large lymphocytes with some morphological features of transformed lymphocytes but were not typical blast cells. A few macrophages were associated with virus in both stimulated and control cultures. These observations indicate that (a) cells responsive to antigens, as detected by a marker virus, were lymphocytes; (b) cells other than lymphocytes (macrophages) were capable of replicating VSV even without antigenic stimulation; and (c) the correlation of results obtained by VPA and morphologic examination was usually quite good. Of the total number of mouse spleen cells stimulated with concanavalin (Con A), a T cell mitogen, 4.5 (EM)-5.7% (VPA) were associated with VSV. These were characteristic transformed lymphocytes, similar to phytohemagglutinin (PHA)-stimulated human lymphocytes. In contrast Escherichia coli lipopolysaccharide (LPS)-treated mouse spleen cultures contained lower numbers of virus plaque-forming cells. The majority of such cells associated with virus displayed extensive rough endoplasmic reticulum. Two cultured murine lymphomas containing lymphocytes with the theta surface marker (L5178Y and EL-4) showed a 15-100-fold higher incidence of virus-producing cells than leukemias (L1210 and C57Bl/6) which did not carry this marker. Similarly, the L2C guinea pig leukemia, a known B cell leukemia, yielded a low percent of virus plaque-forming cells (<2%). However, MOPC-104, a plasma cell tumor presumed to be of B cell origin, was found to be an efficient virus producer. There was a wide variation in the efficiency of VSV replication among human lymphoblastoid lines. One line, Wil-2, produced 80% infectious centers after 24 h of exposure to VSV, and all cells were associated with virus at the EM level. The relationship between the virus-producing cells and different lymphocyte subpopulations as well as the efficiency of the two assays for studying virus-producing lymphocytes is discussed.",PMC2139232,['10.1084/jem.137.4.1042 [doi]'],,,,,,,,
4348229,NLM,MEDLINE,19730518,20071115,0028-4793 (Print) 0028-4793 (Linking),288,17,1973 Apr 26,Malignant lymphoma. 1.,883-90,"['Aisenberg, A C']",['Aisenberg AC'],['eng'],"['Journal Article', 'Review']",United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Anticonvulsants)', '0 (Immunosuppressive Agents)']",IM,"['Animals', 'Anticonvulsants/adverse effects', 'Collagen Diseases/complications', 'Herpesvirus 4, Human', 'Hodgkin Disease/classification/epidemiology/etiology/pathology', 'Humans', 'Immunologic Deficiency Syndromes/complications', 'Immunosuppressive Agents/adverse effects', 'Leukemia, Lymphoid/etiology/veterinary', '*Lymphoma/chemically induced/classification/diagnosis/etiology/immunology/pathology/veterinary', 'Oncogenic Viruses', 'RNA Viruses', 'T-Lymphocytes/immunology']",84,1973/04/26 00:00,1973/04/26 00:01,['1973/04/26 00:00'],"['1973/04/26 00:00 [pubmed]', '1973/04/26 00:01 [medline]', '1973/04/26 00:00 [entrez]']",ppublish,N Engl J Med. 1973 Apr 26;288(17):883-90. doi: 10.1056/NEJM197304262881705.,,,['10.1056/NEJM197304262881705 [doi]'],,,,,,,,
4348221,NLM,MEDLINE,19730518,20190511,0027-8874 (Print) 0027-8874 (Linking),50,1,1973 Jan,Effect of treatment of C57BL-6 mice with the methanol extraction residue fraction of BCG on leukemogenesis induced by the radiation leukemia virus.,229-34,"['Haran-Ghera, N', 'Weiss, D W']","['Haran-Ghera N', 'Weiss DW']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (BCG Vaccine)', 'Y4S76JWI15 (Methanol)']",IM,"['Animals', '*BCG Vaccine', 'Leukemia Virus, Murine/*immunology/isolation & purification', 'Leukemia, Experimental/*immunology/microbiology/prevention & control', 'Leukemia, Radiation-Induced/microbiology', 'Male', 'Methanol/pharmacology', 'Mice', 'Mice, Inbred C57BL', 'Mycobacterium bovis/drug effects', 'Radiation Chimera', 'Time Factors']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1973 Jan;50(1):229-34. doi: 10.1093/jnci/50.1.229.,,,['10.1093/jnci/50.1.229 [doi]'],,,,,,,,
4348086,NLM,MEDLINE,19730510,20200930,0037-9727 (Print) 0037-9727 (Linking),142,3,1973 Mar,In vitro transformation assay of major fractions of cigarette smoke condensate (CSC) in mammalian cell lines.,1003-7,"['Rhim, J S', 'Huebner, R J']","['Rhim JS', 'Huebner RJ']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Benzopyrenes)', '0 (Smoke)']",IM,"['Animals', 'Benzopyrenes/pharmacology', 'Cell Line', '*Cell Transformation, Neoplastic', 'Cricetinae', 'Embryo, Mammalian', 'Leukemia Virus, Murine', 'Mice', '*Plants, Toxic', 'Rats', 'Rauscher Virus', 'Smoke', '*Tobacco']",,1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1973 Mar;142(3):1003-7. doi: 10.3181/00379727-142-37162.,,,['10.3181/00379727-142-37162 [doi]'],,,,,,,,
4348004,NLM,MEDLINE,19730508,20031114,0002-9645 (Print) 0002-9645 (Linking),34,3,1973 Mar,Oncogenic activity of feline fibrosarcoma virus in newborn pigs.,405-9,"['Pearsn, L D', 'Snyder, S P', 'Aldrich, C D']","['Pearsn LD', 'Snyder SP', 'Aldrich CD']",['eng'],['Journal Article'],United States,Am J Vet Res,American journal of veterinary research,0375011,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Animals', 'Antibodies, Viral/analysis', 'Antigens, Viral', 'Cat Diseases/*microbiology', 'Cats', 'Fibrosarcoma/etiology/immunology/microbiology/pathology/*veterinary', 'Fluorescent Antibody Technique', 'Leukemia Virus, Feline/immunology', 'Microscopy, Electron', 'Neoplasm Regression, Spontaneous', 'Neutralization Tests', '*Oncogenic Viruses', '*RNA Viruses', 'Retroviridae/immunology', 'Swine', 'Swine Diseases/*etiology/immunology/pathology']",,1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1973 Mar;34(3):405-9.,,,,,,,,,,,
4347983,NLM,MEDLINE,19730504,20151119,0161-5505 (Print) 0161-5505 (Linking),14,4,1973 Apr,Interpretation of the 67 Ga photoscan.,208-14,"['Larson, S M', 'Milder, M S', 'Johnston, G S']","['Larson SM', 'Milder MS', 'Johnston GS']",['eng'],['Journal Article'],United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,"['0 (Radioisotopes)', 'CH46OC8YV4 (Gallium)']",IM,"['Adolescent', 'Adult', 'Carcinoma, Hepatocellular/diagnosis', 'Child', 'Female', '*Gallium', 'Hodgkin Disease/diagnosis', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis', 'Liver Neoplasms/diagnosis', 'Lymphoma, Non-Hodgkin/diagnosis', 'Male', 'Middle Aged', 'Neoplasms/*diagnosis', 'Radioisotopes', '*Radionuclide Imaging', 'Sarcoma, Ewing/diagnosis']",,1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,J Nucl Med. 1973 Apr;14(4):208-14.,,,,,,,,,,,
4347955,NLM,MEDLINE,19730504,20110113,0048-7848 (Print) 0048-7848 (Linking),76,4,1972 Oct-Dec,[Current status of the treatment of infantile acute leukemias].,871-82,"['Rauta, I']",['Rauta I'],['rum'],['Journal Article'],Romania,Rev Med Chir Soc Med Nat Iasi,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,0413735,"['0 (Adjuvants, Immunologic)', '0 (Adrenal Cortex Hormones)', '0 (Antilymphocyte Serum)', '0 (Antineoplastic Agents)', '9002-60-2 (Adrenocorticotropic Hormone)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Adjuvants, Immunologic/therapeutic use', 'Adrenal Cortex Hormones/therapeutic use', 'Adrenocorticotropic Hormone/therapeutic use', 'Antilymphocyte Serum/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Asparaginase/therapeutic use', 'Child', 'Child, Preschool', 'Humans', '*Immunotherapy', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy']",,1972/10/01 00:00,1972/10/01 00:01,['1972/10/01 00:00'],"['1972/10/01 00:00 [pubmed]', '1972/10/01 00:01 [medline]', '1972/10/01 00:00 [entrez]']",ppublish,Rev Med Chir Soc Med Nat Iasi. 1972 Oct-Dec;76(4):871-82.,,,,Actualitatu in tratamentul leucemilor acute infantile.,,,,,,,
4347950,NLM,MEDLINE,19730504,20161123,0033-8389 (Print) 0033-8389 (Linking),11,1,1973 Apr,Radiographic aspects of pulmonary infection in patients with altered immunity.,175-90,"['Blank, N', 'Castellino, R A', 'Shah, V']","['Blank N', 'Castellino RA', 'Shah V']",['eng'],"['Journal Article', 'Review']",United States,Radiol Clin North Am,Radiologic clinics of North America,0123703,,IM,"['Acinetobacter Infections/diagnostic imaging', 'Adult', 'Aspergillosis/diagnostic imaging', 'Bronchopneumonia/diagnostic imaging', 'Child, Preschool', 'Cytomegalovirus Infections/diagnostic imaging', 'Female', '*Heart Transplantation', 'Hodgkin Disease/complications', 'Humans', '*Kidney Transplantation', 'Leukemia/*complications', 'Leukemia, Myeloid, Acute/complications', 'Lung Diseases/*diagnostic imaging', 'Lung Diseases, Fungal/diagnostic imaging', 'Lymphoma/*complications', 'Male', 'Middle Aged', 'Mucormycosis/diagnostic imaging', 'Nocardia Infections/diagnostic imaging', 'Pneumonia, Pneumocystis/diagnostic imaging', 'Pneumonia, Staphylococcal/diagnostic imaging', 'Radiography', 'Transplantation, Homologous']",29,1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,Radiol Clin North Am. 1973 Apr;11(1):175-90.,,,,,,,,,,,
