PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PS,FPS,TT,RN,RF,PMC,GR,OID
4884354,NLM,MEDLINE,19690318,20190618,0036-8075 (Print) 0036-8075 (Linking),162,3853,1968 Nov 1,Mutant Sl alleles of mice affect susceptibility to Friend spleen focus-forming virus.,564-5,"Mice of genotypes S1/S1(d), S1/+, and S1(d)/+ (but not S1(T)/S1(T) or S1(T)/+) were resistant to spleen focucs-forming virus. The ""environment"" in which hemopoietic target cells for this virus develop was not conducive for infection or focus formation, or both, but the target cells were not altered directly. The same genes appear to regulate hemopoiesis and leukemogenic transformation.","['Bennett, M', 'Steeves, R A', 'Cudkowicz, G', 'Mirand, E A', 'Russell, L B']","['Bennett M', 'Steeves RA', 'Cudkowicz G', 'Mirand EA', 'Russell LB']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['*Alleles', 'Animals', 'Bone Marrow Transplantation', 'Cell Transformation, Neoplastic', 'Female', 'Friend murine leukemia virus/*pathogenicity', 'Genotype', 'Hematocrit', 'Hematopoiesis', 'Leukemia, Experimental/etiology', 'Male', 'Mice', '*Mutation', 'Spleen/*microbiology']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",['10.1126/science.162.3853.564 [doi]'],ppublish,Science. 1968 Nov 1;162(3853):564-5. doi: 10.1126/science.162.3853.564.,,,,,,,,
4882148,NLM,MEDLINE,19690205,20131121,0370-4793 (Print) 0370-4793 (Linking),13,7,1968 Aug-Sep,"[Cyclophosphamide dose, antileukemic action and immuno-inhibitor effect].",695-6,,"['Mathe, G', 'Schneider, M', 'Schwarzenberg, L']","['Mathe G', 'Schneider M', 'Schwarzenberg L']",['fre'],['Journal Article'],France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,IM,"['Animals', 'Cyclophosphamide/*administration & dosage', 'Immunosuppressive Agents/pharmacology', 'Leukemia L1210/*drug therapy', 'Leukemia, Experimental/drug therapy', 'Mice', 'Skin Transplantation', 'Transplantation, Homologous']",1968/08/01 00:00,1968/08/01 00:01,['1968/08/01 00:00'],"['1968/08/01 00:00 [pubmed]', '1968/08/01 00:01 [medline]', '1968/08/01 00:00 [entrez]']",,ppublish,Rev Fr Etud Clin Biol. 1968 Aug-Sep;13(7):695-6.,,,"Dose de cyclophosphamide, action antileucemiqeu et effet immuno-inhibiteu.","['0 (Immunosuppressive Agents)', '8N3DW7272P (Cyclophosphamide)']",,,,
4882056,NLM,MEDLINE,19690204,20071115,0032-5821 (Print) 0032-5821 (Linking),24,3,1968,[Immunotherapy of cancer].,355-69,,"['Amiel, J L']",['Amiel JL'],['fre'],['Journal Article'],France,Poumon Coeur,Le Poumon et le coeur,0404462,IM,"['Antilymphocyte Serum', 'BCG Vaccine', 'Bone Marrow Transplantation', 'Humans', '*Immune Sera', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes', 'Transplantation, Homologous']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Poumon Coeur. 1968;24(3):355-69.,,,L'immunotherapie des cancers.,"['0 (Antilymphocyte Serum)', '0 (BCG Vaccine)', '0 (Immune Sera)']",,,,
4881901,NLM,MEDLINE,19690204,20190620,0014-2956 (Print) 0014-2956 (Linking),6,1,1968 Oct 17,Substrate specificity of adenine-specific transfer RNA methylase in normal and leukemic tissues.,1-7,,"['Baguley, B C', 'Staehelin, M']","['Baguley BC', 'Staehelin M']",['eng'],['Journal Article'],England,Eur J Biochem,European journal of biochemistry,0107600,IM,"['Amino Acids', 'Animals', 'Carbon Isotopes', 'Chromatography, Gel', 'Chromatography, Ion Exchange', 'Escherichia coli', 'Female', 'Leukemia, Experimental/*enzymology', 'Liver/*enzymology', 'Methylation', 'RNA, Bacterial', 'RNA, Transfer', 'Rats', 'Ribonucleases', 'Spleen/*enzymology', 'Transferases/isolation & purification/*metabolism']",1968/10/17 00:00,1968/10/17 00:01,['1968/10/17 00:00'],"['1968/10/17 00:00 [pubmed]', '1968/10/17 00:01 [medline]', '1968/10/17 00:00 [entrez]']",['10.1111/j.1432-1033.1968.tb00411.x [doi]'],ppublish,Eur J Biochem. 1968 Oct 17;6(1):1-7. doi: 10.1111/j.1432-1033.1968.tb00411.x.,,,,"['0 (Amino Acids)', '0 (Carbon Isotopes)', '0 (RNA, Bacterial)', '9014-25-9 (RNA, Transfer)', 'EC 2.- (Transferases)', 'EC 3.1.- (Ribonucleases)']",,,,
4881889,NLM,MEDLINE,19690204,20191210,0002-922X (Print) 0002-922X (Linking),117,1,1969 Jan,Blood and urine amino acid aberrations. Physiologic and pathological changes in patients without inborn errors of amino acid metabolism.,24-47,,"['Feigin, R D']",['Feigin RD'],['eng'],"['Journal Article', 'Review']",United States,Am J Dis Child,American journal of diseases of children (1960),0370471,IM,"['Amino Acids/*analysis/blood', 'Bone Diseases/metabolism', 'Butyrates/urine', 'Central Nervous System Diseases/metabolism', 'Circadian Rhythm', 'Deficiency Diseases/metabolism', 'Diet', 'Endocrine System Diseases/metabolism', 'Female', 'Gastrointestinal Diseases/metabolism', 'Hematologic Diseases/metabolism', 'Hematopoiesis', 'Humans', 'Infant, Newborn', 'Infections/metabolism', 'Joint Diseases/metabolism', 'Kidney Diseases/genetics/metabolism', 'Leukemia/metabolism', 'Liver Diseases/genetics/metabolism', 'Male', 'Menstruation', 'Neoplasms/metabolism', 'Renal Aminoacidurias/chemically induced', 'Sex Factors', 'Skin Diseases/metabolism', 'Stress, Physiological/metabolism', 'Toxins, Biological']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Am J Dis Child. 1969 Jan;117(1):24-47.,,,,"['0 (Amino Acids)', '0 (Butyrates)', '0 (Toxins, Biological)']",202,,,
4881850,NLM,MEDLINE,19690203,20041117,0032-745X (Print) 0032-745X (Linking),53,9,1966,[Insertion of haematopoetic cells and its applications].,671-6,,"['Mathe, G', 'Berumen, L', 'Schwarzenberg, L', 'Amiel, J L', 'Cattan, A', 'Schneider, M']","['Mathe G', 'Berumen L', 'Schwarzenberg L', 'Amiel JL', 'Cattan A', 'Schneider M']",['spa'],['Journal Article'],Argentina,Prensa Med Argent,Prensa medica argentina,0204056,IM,"['Animals', 'Antigen-Antibody Reactions', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Experimental/prevention & control', 'Rats', 'Spinal Diseases/*therapy']",1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",,ppublish,Prensa Med Argent. 1966;53(9):671-6.,,,Los injertos de celulas hematopoyeticas y sus aplicaciones.,,,,,
4881799,NLM,MEDLINE,19690201,20071115,0507-3758 (Print) 0507-3758 (Linking),14,6,1968,[On congenital anomalies in the karyotype of patients with acute leukosis].,58-64,,"['Prigozhina, E L', 'Stavrovskaia, A A', 'Zakharov, A F', 'Lelikova, G P', 'Streliukhina, N V']","['Prigozhina EL', 'Stavrovskaia AA', 'Zakharov AF', 'Lelikova GP', 'Streliukhina NV']",['rus'],['Journal Article'],Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['*Bone Marrow', '*Bone Marrow Cells', '*Chromosome Aberrations/*complications', '*Chromosome Disorders', 'Chromosomes, Human, 16-18', 'Humans', 'Karyotyping', 'Leukemia/etiology/*genetics', 'Lymphoma, Large B-Cell, Diffuse/genetics', 'Male']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1968;14(6):58-64.,,,O vrozhdennykh otkloneiiakh kariotipa u bol'nykh ostrym leikozom.,,,,,
4881798,NLM,MEDLINE,19690201,20091111,,11,,1968,[On the prospects of the clinical use of transplants of hemopoietic tissue (review of the literature)].,166-86,,"['Murnietse, E V']",['Murnietse EV'],['rus'],"['Journal Article', 'Review']",Latvia,Klin Lech Zlokach Novoobraz,Klinika i lechenie zlokachestvennykh novoobrazovanii,0152601,IM,"['Anemia/surgery', '*Bone Marrow Transplantation', 'Hematologic Diseases/*surgery', 'Humans', 'Leukemia/surgery', 'Tissue Preservation', 'Transplantation, Autologous', 'Transplantation, Homologous']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Klin Lech Zlokach Novoobraz. 1968;11:166-86.,,,O perspektivnosti primeneniia transplantatsii krovetvornoi tkani v klinike (obzor literatury),,215,,,
4881787,NLM,MEDLINE,19690201,20171116,0032-6518 (Print) 0032-6518 (Linking),201,204,1968 Oct,Advances in paediatrics.,575-82,,"['Forfar, J O']",['Forfar JO'],['eng'],"['Journal Article', 'Review']",England,Practitioner,The Practitioner,0404245,IM,"['Asphyxia/mortality', 'Blood Transfusion, Intrauterine', 'Child', 'Cyclophosphamide/therapeutic use', 'Erythroblastosis, Fetal/prevention & control', 'Female', 'Fetal Death', 'Humans', 'Hydrogen-Ion Concentration', 'Infant, Newborn', 'Infant, Newborn, Diseases/*therapy', 'Leukemia/*drug therapy', 'Medical Records', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisolone/therapeutic use', 'Pregnancy', 'Transposition of Great Vessels/surgery', 'Vincristine/therapeutic use']",1968/10/01 00:00,1968/10/01 00:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '1968/10/01 00:01 [medline]', '1968/10/01 00:00 [entrez]']",,ppublish,Practitioner. 1968 Oct;201(204):575-82.,,,,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",14,,,
4881732,NLM,MEDLINE,19690131,20170306,,40,6,1968 Jun,[Evolution of the lymphoproliferative syndromes in light of an observed case].,769-71,,"['Sobczynska, Z', 'Czernobielska, W', 'Jablonska Skwiecinska, E']","['Sobczynska Z', 'Czernobielska W', 'Jablonska Skwiecinska E']",['pol'],"['Case Reports', 'Journal Article']",Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,IM,"['Adult', 'Female', 'Humans', '*Leukemia', '*Lymphoma, Follicular', '*Lymphoma, Non-Hodgkin']",1968/06/01 00:00,1968/06/01 00:01,['1968/06/01 00:00'],"['1968/06/01 00:00 [pubmed]', '1968/06/01 00:01 [medline]', '1968/06/01 00:00 [entrez]']",,ppublish,Pol Arch Med Wewn. 1968 Jun;40(6):769-71.,,,Ewolucja zespolow limfoproliferacyjnych w swietle obserwowanego przypadek.,,,,,
4881728,NLM,MEDLINE,19690131,20161122,0028-4793 (Print) 0028-4793 (Linking),280,2,1969 Jan 9,Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 2-1969.,97-105,,,,['eng'],"['Case Reports', 'Journal Article']",United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Acute Disease', 'Biopsy', 'Bone Marrow/pathology', 'Bone Marrow Diseases/*pathology', 'Bronchopneumonia/pathology', 'Diagnosis, Differential', 'Eosinophils', 'Histiocytes', 'Humans', 'Hypertension, Pulmonary/pathology', 'Leukemia/pathology', 'Lymph Nodes/pathology', 'Lymphoma/diagnosis', 'Lymphoma, Large B-Cell, Diffuse/*pathology', 'Male', 'Middle Aged', 'Muscles/pathology', 'Myeloproliferative Disorders/diagnosis/diagnostic imaging/pathology', 'Pleural Effusion/diagnostic imaging', 'Pulmonary Emphysema/pathology', 'Pulmonary Heart Disease/pathology', 'Radiography', 'Skin/pathology']",1969/01/09 00:00,1969/01/09 00:01,['1969/01/09 00:00'],"['1969/01/09 00:00 [pubmed]', '1969/01/09 00:01 [medline]', '1969/01/09 00:00 [entrez]']",['10.1056/NEJM196901092800211 [doi]'],ppublish,N Engl J Med. 1969 Jan 9;280(2):97-105. doi: 10.1056/NEJM196901092800211.,,,,,,,,
4881657,NLM,MEDLINE,19690130,20151119,0507-3758 (Print) 0507-3758 (Linking),14,10,1968,[Use of pyrogenal in the evaluation of granulocyte reserve of the bone marrow].,33-7,,"['Lorie, Iu I', ""Solov'eva, E A"", 'Levina, G D']","['Lorie IuI', ""Solov'eva EA"", 'Levina GD']",['rus'],['Journal Article'],Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['Bone Marrow/*drug effects', 'Bone Marrow Diseases/diagnosis', 'Hodgkin Disease/drug therapy', 'Humans', 'Injections, Intravenous', 'Leukemia/drug therapy', 'Leukocytes/*drug effects', 'Lymphoma, Large B-Cell, Diffuse/drug therapy', '*Pyrogens']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1968;14(10):33-7.,,,Ispol'zovanie pirogenala dlia otsenkl granulotsitarnogo rezerva kostnogo mozga.,['0 (Pyrogens)'],,,,
4881646,NLM,MEDLINE,19690130,20190713,0041-1337 (Print) 0041-1337 (Linking),6,7,1968 Oct,Altered survival times of murine skin allografts from cancer-bearing donors.,844-8,,"['Kaliss, N', 'Suter, R B']","['Kaliss N', 'Suter RB']",['eng'],['Journal Article'],United States,Transplantation,Transplantation,0132144,IM,"['Animals', 'Autoantibodies', 'Female', 'Histocompatibility', 'Leukemia, Experimental/immunology', 'Mammary Neoplasms, Experimental/immunology', 'Mice', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*immunology', 'Sarcoma, Experimental/immunology', '*Skin Transplantation', '*Transplantation Immunology', 'Transplantation, Homologous']",1968/10/01 00:00,1968/10/01 00:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '1968/10/01 00:01 [medline]', '1968/10/01 00:00 [entrez]']",['10.1097/00007890-196810000-00005 [doi]'],ppublish,Transplantation. 1968 Oct;6(7):844-8. doi: 10.1097/00007890-196810000-00005.,,,,['0 (Autoantibodies)'],,,,
4881386,NLM,MEDLINE,19690125,20171116,0030-6002 (Print) 0030-6002 (Linking),109,13,1968 Mar 31,[Current possibilities and trends in the treatment of acute leukemia].,675-83,,"['Rak, K']",['Rak K'],['hun'],"['Journal Article', 'Review']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Antineoplastic Agents/*therapeutic use', 'Cyclophosphamide/therapeutic use', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisolone/therapeutic use', 'Vincristine/therapeutic use']",1968/03/31 00:00,1968/03/31 00:01,['1968/03/31 00:00'],"['1968/03/31 00:00 [pubmed]', '1968/03/31 00:01 [medline]', '1968/03/31 00:00 [entrez]']",,ppublish,Orv Hetil. 1968 Mar 31;109(13):675-83.,,,Mai lehetosegek es torekvesek a heveny LEUKAEMI'AK KEZEL'ES'EBEN.,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",84,,,
4881276,NLM,MEDLINE,19690125,20031114,0042-1324 (Print) 0042-1324 (Linking),62,1,1966 Jul-Aug,[New cellular component--cytoplasmic microtubules].,115-9,,"['Alov, I A']",['Alov IA'],['rus'],"['Journal Article', 'Review']",Russia (Federation),Usp Sovrem Biol,Uspekhi sovremennoi biologii,0413771,IM,"['Animals', 'Autoradiography', 'Birds', 'Leukemia, Experimental/pathology', 'Microscopy, Electron', 'Mitosis', '*Organoids', 'Sarcoma 37/pathology']",1966/07/01 00:00,1966/07/01 00:01,['1966/07/01 00:00'],"['1966/07/01 00:00 [pubmed]', '1966/07/01 00:01 [medline]', '1966/07/01 00:00 [entrez]']",,ppublish,Usp Sovrem Biol. 1966 Jul-Aug;62(1):115-9.,,,Novyi komponent kletki--tsitoplazmaticheskie mikrotrubochki.,,21,,,
4881113,NLM,MEDLINE,19690117,20131121,0507-3758 (Print) 0507-3758 (Linking),13,3,1967,[Antitumor properties of colchamine (omain)].,101-12,,"[""Vervel', E M""]","[""Vervel' EM""]",['rus'],"['Journal Article', 'Review']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['Animals', 'Cats', 'Colchicine/pharmacology/*therapeutic use', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia, Myeloid/drug therapy', 'Mice', 'Neoplasms/*drug therapy', 'Rats', 'Skin Neoplasms/drug therapy']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1967;13(3):101-12.,,,Protivoopukholevye svoitva kolkhamina (omaina),['SML2Y3J35T (Colchicine)'],107,,,
4881112,NLM,MEDLINE,19690117,20041117,0507-3758 (Print) 0507-3758 (Linking),12,9,1966,[Bone marrow transplantation during radiation and chemotherapy of patients with malignant tumors].,112-23,,"['Shevchenko, V S']",['Shevchenko VS'],['rus'],"['Journal Article', 'Review']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', '*Bone Marrow Transplantation', 'Child', 'Graft vs Host Disease', 'Humans', 'Leukemia/surgery/therapy', 'Neoplasms/*radiotherapy/surgery', 'Transplantation Immunology', 'Transplantation, Autologous', 'Transplantation, Homologous']",1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1966;12(9):112-23.,,,Peresadka kostnogo mozga pri luchenoi i khimioterapii bol'nykh zlokachestvennymi opukholiami.,['0 (Antineoplastic Agents)'],129,,,
4881037,NLM,MEDLINE,19690117,20071115,0507-3758 (Print) 0507-3758 (Linking),14,8,1968,[On the epidemiology of leukosis].,51-3,,"[""Ponomar'kov, V I"", 'Orlova, L V', 'Petrova, I P', 'Khrustalev, S A']","[""Ponomar'kov VI"", 'Orlova LV', 'Petrova IP', 'Khrustalev SA']",['rus'],['Journal Article'],Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['Animals', 'Dogs', 'Female', 'Humans', 'Leukemia, Myeloid/*epidemiology/etiology', 'Lymphoma, Large B-Cell, Diffuse/*epidemiology/etiology', 'Male']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1968;14(8):51-3.,,,K epidemiologii leikozov.,,,,,
4880974,NLM,MEDLINE,19690117,20190609,0006-3002 (Print) 0006-3002 (Linking),170,1,1968 Nov 12,"Antibody to lactate dehydrogenase. II. Uptake, accumulation and specific intracellular action in malignant cells.",45-53,,"['Ng, C W', 'Gregory, K F']","['Ng CW', 'Gregory KF']",['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['Animals', '*Antibodies', 'Carcinoma, Ehrlich Tumor/*metabolism', 'Chickens', 'Fluorescent Antibody Technique', 'Glycolysis', 'In Vitro Techniques', 'Kidney/metabolism', 'L-Lactate Dehydrogenase/*antagonists & inhibitors', 'Leukemia, Experimental/*metabolism', 'Leukocytes/metabolism', 'Mice', 'Mitochondria/metabolism', 'Muscles/metabolism', 'Neoplasms, Experimental/*metabolism', 'Oxygen Consumption', 'Rabbits']",1968/11/12 00:00,1968/11/12 00:01,['1968/11/12 00:00'],"['1968/11/12 00:00 [pubmed]', '1968/11/12 00:01 [medline]', '1968/11/12 00:00 [entrez]']","['0304-4165(68)90159-1 [pii]', '10.1016/0304-4165(68)90159-1 [doi]']",ppublish,Biochim Biophys Acta. 1968 Nov 12;170(1):45-53. doi: 10.1016/0304-4165(68)90159-1.,,,,"['0 (Antibodies)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']",,,,
4880891,NLM,MEDLINE,19690110,20091027,0027-8874 (Print) 0027-8874 (Linking),41,1,1968 Jul,Wild-type Gross leukemia virus. I. Soluble antigen (GSA) in the plasma and tissues of infected mice.,89-96,,"['Aoki, T', 'Boyse, E A', 'Old, L J']","['Aoki T', 'Boyse EA', 'Old LJ']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['AKR murine leukemia virus/*immunology', 'Animals', 'Antigens/*analysis', 'Fluorescent Antibody Technique', 'Leukemia, Experimental/*immunology', 'Mice', 'Solubility']",1968/07/01 00:00,1968/07/01 00:01,['1968/07/01 00:00'],"['1968/07/01 00:00 [pubmed]', '1968/07/01 00:01 [medline]', '1968/07/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1968 Jul;41(1):89-96.,,,,['0 (Antigens)'],,,,
4880741,NLM,MEDLINE,19690110,20071115,0078-5342 (Print) 0078-5342 (Linking),60,64,1967,Aleukaemic leukaemia and exophthalmos in children.,165-72,,"['Mortada, A', 'el-Ashmawy, S']","['Mortada A', 'el-Ashmawy S']",['eng'],['Journal Article'],Egypt,Bull Ophthalmol Soc Egypt,Bulletin of the Ophthalmological Society of Egypt,7507035,IM,"['Exophthalmos/*etiology', 'Female', 'Humans', 'Infant', 'Leukemia/*complications', 'Lymphoma, Large B-Cell, Diffuse/*complications', 'Male', 'Orbital Neoplasms/*complications']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",,ppublish,Bull Ophthalmol Soc Egypt. 1967;60(64):165-72.,,,,,,,,
4880740,NLM,MEDLINE,19690110,20071115,0078-5342 (Print) 0078-5342 (Linking),60,64,1967,Acute undifferentiated cell leukaemia and exophthalmos.,159-64,,"['Mortada, A']",['Mortada A'],['eng'],['Journal Article'],Egypt,Bull Ophthalmol Soc Egypt,Bulletin of the Ophthalmological Society of Egypt,7507035,IM,"['Child, Preschool', 'Exophthalmos/*etiology', 'Female', 'Humans', 'Leukemia/*complications', 'Lymphoma, Large B-Cell, Diffuse/*complications', 'Orbital Neoplasms/*complications']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",,ppublish,Bull Ophthalmol Soc Egypt. 1967;60(64):159-64.,,,,,,,,
4880602,NLM,MEDLINE,19690108,20061115,0552-2080 (Print) 0552-2080 (Linking),13,3,1968 Mar,[Cytochemical studies in certain malignant neoplasms of the blood system].,45-54,,"['Chitiridi, N G', 'Zharova, E L']","['Chitiridi NG', 'Zharova EL']",['rus'],"['Journal Article', 'Review']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Acid Phosphatase/metabolism', 'Alkaline Phosphatase/metabolism', 'Bone Marrow Diseases/*enzymology', 'Bone Neoplasms/*enzymology', 'Esterases/metabolism', 'Glucosyltransferases/metabolism', 'Glycogen/metabolism', 'Histocytochemistry', 'Leukemia/*enzymology', 'Lipid Metabolism', 'Myeloproliferative Disorders', 'Peroxidases/metabolism', 'Succinate Dehydrogenase/metabolism']",1968/03/01 00:00,1968/03/01 00:01,['1968/03/01 00:00'],"['1968/03/01 00:00 [pubmed]', '1968/03/01 00:01 [medline]', '1968/03/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1968 Mar;13(3):45-54.,,,Tsitokhimicheskie issledovaniia pri nekotorykh zlokachestvennykh novoobrazovaniiakh sistemy krovi.,"['9005-79-2 (Glycogen)', 'EC 1.11.1.- (Peroxidases)', 'EC 1.3.99.1 (Succinate Dehydrogenase)', 'EC 2.4.1.- (Glucosyltransferases)', 'EC 3.1.- (Esterases)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.1.3.2 (Acid Phosphatase)']",8,,,
4880551,NLM,MEDLINE,19690108,20190629,0003-9861 (Print) 0003-9861 (Linking),127,1,1968 Sep 20,Asparagine synthetase in normal and malignant tissues: correlation with tumor sensitivity to asparaginase.,645-54,,"['Prager, M D', 'Bachynsky, N']","['Prager MD', 'Bachynsky N']",['eng'],['Journal Article'],United States,Arch Biochem Biophys,Archives of biochemistry and biophysics,0372430,IM,"['Adenosine Triphosphate', 'Animals', 'Asparaginase/*pharmacology', 'Asparagine', 'Cell Nucleus/enzymology', 'Enzyme Repression', 'Escherichia coli/enzymology', 'Feedback', 'Glutamine', 'Guinea Pigs', 'Hydrogen-Ion Concentration', 'Kidney/*enzymology', 'Leukemia/*enzymology', 'Ligases/antagonists & inhibitors/*metabolism', 'Liver/cytology/*enzymology', 'Lymphoid Tissue/*enzymology', 'Lymphoma/*enzymology', 'Lymphoma, Non-Hodgkin/*enzymology', 'Lysosomes/enzymology', 'Mice', 'Microsomes/enzymology', 'Mitochondria, Liver/enzymology', 'Neoplasms, Experimental/*enzymology', 'Puromycin', 'Spleen/*enzymology', 'Stimulation, Chemical']",1968/09/20 00:00,1968/09/20 00:01,['1968/09/20 00:00'],"['1968/09/20 00:00 [pubmed]', '1968/09/20 00:01 [medline]', '1968/09/20 00:00 [entrez]']",['10.1016/0003-9861(68)90273-7 [doi]'],ppublish,Arch Biochem Biophys. 1968 Sep 20;127(1):645-54. doi: 10.1016/0003-9861(68)90273-7.,,,,"['0RH81L854J (Glutamine)', '4A6ZS6Q2CL (Puromycin)', '7006-34-0 (Asparagine)', '8L70Q75FXE (Adenosine Triphosphate)', 'EC 3.5.1.1 (Asparaginase)', 'EC 6.- (Ligases)']",,,,
4880497,NLM,MEDLINE,19690108,20071115,0017-6575 (Print) 0017-6575 (Linking),11,2,1968 Apr-Jun,[The corticosteroids in the treatment of hemoblastoses: critical revision and long term evaluation of a clinical case history (1951-1967)].,173-88,,"['Eridani, S', 'Esposito, R']","['Eridani S', 'Esposito R']",['ita'],['Journal Article'],Italy,Haematol Lat,Haematologica Latina,0373001,IM,"['Adolescent', 'Adult', 'Aged', 'Female', 'Glucocorticoids/*therapeutic use', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia/*drug therapy', 'Lymphoma, Large B-Cell, Diffuse/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Male', 'Middle Aged', 'Steroids/*therapeutic use']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",,ppublish,Haematol Lat. 1968 Apr-Jun;11(2):173-88.,,,I corticosteroidi nel trattamento delle emoblastosi: revisione critica e valutazione a lungo termine di una casistica clinica (1951-1967),"['0 (Glucocorticoids)', '0 (Steroids)']",,,,
