PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,TT,PMC,SI,CON,EIN,CIN,RIN,OID
2389114,NLM,MEDLINE,19900924,20190818,0300-9475 (Print) 0300-9475 (Linking),32,2,1990 Aug,Concomitant effect of 2'-deoxycoformycin on natural killer cell activity and tumour cell sensitivity to lysis in hairy cell leukaemia--discordant effects of alpha interferon.,205-9,"The effects of 2'-deoxycoformycin (dCF) and alpha interferon (IFN-alpha) on natural killer (NK) cell-enriched fractions and hairy cell (HC) targets from three patients with HC leukaemia (HCL) were investigated. There was no significant increase in NK activity when either the HC targets or NK-enriched cells were preincubated with dCF. However, preincubation of both HC and NK cells with dCF resulted in increased NK activity. Culture of enriched NK cells with IFN-alpha enhanced their activity. However, preincubation of HC targets with this drug in the presence or absence of dCF resulted in a protective effect. Maximal NK activity towards HCL was obtained when the target tumour cells were separately precultured with dCF and the NK-enriched effectors precultured with dCF + IFN-alpha. The effect of dCF and IFN-alpha was also measured using the standard K562 cells as targets for NK activity. dCF enhanced NK activity following preculture of both effector and target K562 cells, but IFN-alpha did not reduce K562 cell susceptibility to NK lysis as it did for HC cells. Our findings suggest that (a) dCF and IFN-alpha, which are used to treat HC, could function via activation of NK cells, (b) effects on both effector and tumour target cells should be taken into account, and (c) caution should be exercised in extrapolating the effects of NK-cell activity against K562 cells to those on HC targets.","['Lahat, N', 'Aghai, E', 'Merchav, S', 'Kinarty, A', 'Sobel, E', 'Froom, P']","['Lahat N', 'Aghai E', 'Merchav S', 'Kinarty A', 'Sobel E', 'Froom P']","['Immunology Unit, Lady Davis Carmel Hospital, Haifa, Israel.']",['eng'],['Journal Article'],England,Scand J Immunol,Scandinavian journal of immunology,0323767,"['0 (Interferon Type I)', '395575MZO7 (Pentostatin)']",IM,"['Cytotoxicity, Immunologic/immunology', 'Humans', 'Interferon Type I/*pharmacology/therapeutic use', 'Killer Cells, Natural/*drug effects/immunology', 'Leukemia, Hairy Cell/drug therapy/*immunology', 'Leukocytes, Mononuclear/immunology', 'Lymphocyte Activation/drug effects', 'Pentostatin/*pharmacology/therapeutic use', 'Tumor Cells, Cultured']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Scand J Immunol. 1990 Aug;32(2):205-9. doi: 10.1111/j.1365-3083.1990.tb02911.x.,,['10.1111/j.1365-3083.1990.tb02911.x [doi]'],,,,,,,,
2389011,NLM,MEDLINE,19900921,20041117,0033-7587 (Print) 0033-7587 (Linking),123,2,1990 Aug,Childhood leukemia at Sellafield.,237-8,,"['Abrahamson, S']",['Abrahamson S'],"['Radiation Effects Research Foundation, Hiroshima, Japan.']",['eng'],['Journal Article'],United States,Radiat Res,Radiation research,0401245,,IM,"['Child', 'Cluster Analysis', 'England/epidemiology', '*Environmental Exposure', 'Humans', 'Leukemia/epidemiology/*genetics', 'Male', '*Mutation', '*Nuclear Energy', 'Spermatozoa/*radiation effects']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Radiat Res. 1990 Aug;123(2):237-8.,,,,,,,,,,
2388854,NLM,MEDLINE,19900924,20190501,0305-1048 (Print) 0305-1048 (Linking),18,15,1990 Aug 11,Structural DNA analysis from a single hair root by standard or pulsed field gel electrophoresis.,4628,,"['Boultwood, J', 'Abrahamson, G M', 'Wainscoat, J S']","['Boultwood J', 'Abrahamson GM', 'Wainscoat JS']","['Leukaemia Research Fund, John Radcliffe Hospital, Headington, Oxford, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nucleic Acids Res,Nucleic acids research,0411011,['9007-49-2 (DNA)'],IM,"['Blotting, Southern', 'DNA/*analysis', 'Electrophoresis', 'Hair/*analysis', 'Humans']",1990/08/11 00:00,1990/08/11 00:01,['1990/08/11 00:00'],"['1990/08/11 00:00 [pubmed]', '1990/08/11 00:01 [medline]', '1990/08/11 00:00 [entrez]']",ppublish,Nucleic Acids Res. 1990 Aug 11;18(15):4628. doi: 10.1093/nar/18.15.4628.,,['10.1093/nar/18.15.4628 [doi]'],,PMC331319,,,,,,
2388820,NLM,MEDLINE,19900927,20161123,0048-0428 (Print) 0048-0428 (Linking),50,5,1990 May 25,[Reevaluation of benefit and risk of mass screening for stomach cancer--comparison between X-ray diagnosis and endoscopy as the screening test].,527-32,"Mass screening for stomach cancer has been widely performed throughout Japan, since stomach cancer is the most important disease among various malignant diseases in Japan. As a screening test, the X-ray diagnosis with barium contrast medium is used and the risk of X-ray exposure must be considered in order to compare with the benefit of the mass screening. We have reported in the previous article in 1977 that the benefit and risk of stomach cancer mass screening become equal at age of 40 y.o. Since then, various conditions with the mass screening of stomach cancer have changed so that reevaluation of the benefit and risk relationship is necessary. Especially the risk coefficient of radiation-induced stomach cancer has been revised drastically in the report of United Nations Scientific Committee on the effects of radiation in 1988. So, in this report, the benefit of mass screening of stomach cancer is defined as the net elongation of average life expectancy due to the life saved, and the risk of the screening is defined as the net shortage of average life expectancy due to the radiation-induced stomach cancer and leukemia. Since the benefit increases rapidly with age and the risk decreases with age, a certain age at which the benefit and risk become identical should be found and under this age the mass screening is not justified to be performed. Assuming X-ray dose equivalent to stomach of 10 mSv and risk coefficient of stomach cancer of 12.6 X 10(-3) Sv-1 from the United Nations report, the critical age is found to be about 35 y.o. for men and women.(ABSTRACT TRUNCATED AT 250 WORDS)","['Iinuma, T', 'Tateno, Y']","['Iinuma T', 'Tateno Y']","['Division of Clinical Research, National Institute of Radiological Sciences.']",['jpn'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Igaku Hoshasen Gakkai Zasshi,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,0413544,,IM,"['Adolescent', 'Adult', 'Aged', 'Evaluation Studies as Topic', 'Female', 'Gastroscopy', 'Humans', 'Japan', 'Life Expectancy', 'Male', 'Mass Screening/*methods', 'Middle Aged', 'Radiography', 'Risk', 'Stomach Neoplasms/diagnosis/diagnostic imaging/*prevention & control']",1990/05/25 00:00,1990/05/25 00:01,['1990/05/25 00:00'],"['1990/05/25 00:00 [pubmed]', '1990/05/25 00:01 [medline]', '1990/05/25 00:00 [entrez]']",ppublish,Nihon Igaku Hoshasen Gakkai Zasshi. 1990 May 25;50(5):527-32.,,,,,,,,,,
2388576,NLM,MEDLINE,19900926,20190711,0076-6879 (Print) 0076-6879 (Linking),184,,1990,Lectin-mediated isolation of cell surface glycoproteins.,304-14,,"['Cook, G M', 'Buckie, J W']","['Cook GM', 'Buckie JW']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Methods Enzymol,Methods in enzymology,0212271,"['0 (Bacterial Proteins)', '0 (Glycopeptides)', '0 (Indicators and Reagents)', '0 (Lectins)', '0 (Membrane Glycoproteins)', '0 (Oligopeptides)', '6SO6U10H04 (Biotin)', '9013-20-1 (Streptavidin)']",IM,"['Animals', 'Bacterial Proteins', 'Biotin', 'Chromatography, Affinity/methods', 'Chromatography, Gel/methods', 'Electrophoresis, Polyacrylamide Gel', 'Glycopeptides/isolation & purification', 'Indicators and Reagents', 'Lectins', 'Leukemia, Experimental/metabolism', 'Lymphocyte Activation', 'Membrane Glycoproteins/*isolation & purification', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred Strains', 'Molecular Weight', 'Oligopeptides/isolation & purification', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/metabolism', 'Streptavidin', 'T-Lymphocytes/immunology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Methods Enzymol. 1990;184:304-14. doi: 10.1016/0076-6879(90)84286-p.,,['10.1016/0076-6879(90)84286-p [doi]'],,,,,,,,
2388491,NLM,MEDLINE,19900921,20071115,0025-7753 (Print) 0025-7753 (Linking),94,18,1990 May 12,[Blast crisis of chronic myeloid leukemia with positive Philadelphia chromosome: course and clinico-hematologic profile in 80 patients].,681-4,"The major initial clinical, hematological and cytogenetical features of a series of 80 patients with blastic crisis (BC) in chronic myelocytic leukemia with positive Philadelphia chromosome (Ph) were evaluated, and also were their outcome and response to therapy. Mean age of patients was 45 years (SD: 14.3). Ten patients fulfilled the criteria for initial BC, and 14 had extramedullary blastic infiltration. In one third there was an acceleration phase before the development of BC. The mean leukocyte count was 69 (SD 75) X 10(9)/l. In 40% there was anemia with hemoglobin less than 90 g/l, and 37.5% had thrombopenia with less than 100 X 10(9) cells/l. In most patients, serum lactic dehydrogenase activity was increased, and in one fourth the index of granulocyte alkaline phosphatase was high. In 9 patients, blast cells had a lymphoid phenotype and in 47 (59%) cytogenetic abnormalities in addition to Ph chromosome were found, usually consisting of 8 trisomy, duplication of Ph chromosome, and the presence of a 17q isochromosome. The median survival of the series was 4.8 months. When analyzed as a time-dependent variable, the achievement of a favorable therapeutic response (found in 26% of patients) was associated with a longer survival.","['Cervantes, F', 'Rozman, M', 'Salgado, C', 'Vives-Corrons, J L', 'Montserrat, E', 'Rozman, C']","['Cervantes F', 'Rozman M', 'Salgado C', 'Vives-Corrons JL', 'Montserrat E', 'Rozman C']","['Servicio de Hematologia, Hospital Clinic i Provincial, Barcelona.']",['spa'],"['English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,,IM,"['Blast Crisis/blood/mortality/*pathology', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/mortality/*pathology', 'Male', 'Middle Aged']",1990/05/12 00:00,1990/05/12 00:01,['1990/05/12 00:00'],"['1990/05/12 00:00 [pubmed]', '1990/05/12 00:01 [medline]', '1990/05/12 00:00 [entrez]']",ppublish,Med Clin (Barc). 1990 May 12;94(18):681-4.,,,Crisis blastica de la leucemia mieloide cronica con cromosoma Filadelfia positivo: perfil clinicohematologico y evolutivo en 80 pacientes.,,,,,,,
2388483,NLM,MEDLINE,19900921,20161123,0887-6924 (Print) 0887-6924 (Linking),4,8,1990 Aug,Chemotherapeutic drug sensitivity testing of human leukemia cells in vitro using a semiautomated fluorometric assay.,567-71,"A simple and reproducible semiautomated fluorometric method for drug sensitivity testing of leukemic cells in microculture is described. The assay is based on hydrolysis of nonfluorescent fluorescein diacetate (FDA) to a strongly fluorescent product (fluorescein) by cells with intact plasma membranes after 72 hr of culture and was in the present study applied to acute lymphocytic leukemia (ALL) cell lines and specimens from patients with lymphocytic and myelocytic leukemia. FDA fluorescence was linearly related to viable cell number within a wide range of cell densities (3-4 logs) as well as in the presence of different added proportions of dead cells. The assay reliably detects high and low grade resistance to vincristine (vcr) and daunorubicin, respectively, as well as the subsequent reversal of vcr resistance by cyclosporin A and the calcium channel blocker verapamil. Using ALL cell lines, drug sensitivity was in good correspondence with data obtained by the microculture tetrazolium assay. Furthermore, drug sensitivity data of fresh leukemia cells from patients with leukemia were readily obtained. The results indicate that the presently described method is applicable for simple and reliable chemosensitivity testing of leukemia cell lines as well as tumor specimens from patients with leukemia.","['Larsson, R', 'Nygren, P', 'Ekberg, M', 'Slater, L']","['Larsson R', 'Nygren P', 'Ekberg M', 'Slater L']","['Departments of Clinical Pharmacology, University Hospital, Uppsala University, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Fluoresceins)', '5J49Q6B70F (Vincristine)', 'YL39R93PRE (diacetylfluorescein)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Cell Count/drug effects', 'Cell Survival/drug effects', 'Daunorubicin/pharmacology', 'Drug Resistance', 'Drug Screening Assays, Antitumor/*methods', 'Fluoresceins', 'Fluorometry/*methods', 'Humans', 'Leukemia/*pathology', 'Leukemia, Myeloid/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/pathology', 'Tumor Cells, Cultured/drug effects/pathology', 'Vincristine/pharmacology']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Leukemia. 1990 Aug;4(8):567-71.,,,,,,,,,,
2388482,NLM,MEDLINE,19900921,20130304,0887-6924 (Print) 0887-6924 (Linking),4,8,1990 Aug,Effects of recombinant human IL-7 on blast cell proliferation in acute lymphoblastic leukemia.,533-40,"We investigated the effects of interleukin-7 (IL-7), a stromal cell derived cytokine known to stimulate proliferation of murine lymphoid precursor cells, alone and in combination with IL-3, IL-1, and IL-6 on proliferation of purified blast cells in acute lymphoblastic leukemia (ALL). After 7 days of liquid culture DNA-synthesis was induced in six of 10 cALL, three of five B-ALL, and two of seven T-ALL samples by IL-7 or IL-3 or both. Monitoring of leukemic cell populations in suspension culture by Southern blot analysis of immunoglobulin and T cell receptor gene rearrangements revealed preferential stimulation of the leukemic cell clone by both IL-7 or IL-3 in one cALL and one B-ALL sample. In these cases the combination of IL-7, IL-3, and IL-1 was as effective in stimulation of DNA-synthesis as the most potent cytokine alone. There was no evidence of lymphoid maturation during liquid culture as defined by immunophenotyping using flow cytometry. Stimulation of nonleukemic cell population seen in two other cases of cALL was associated with residual erythroid and granulocyte-macrophage colony forming cells after liquid culture as defined in parallel clonogenic assays in one and detection of CD 33+ and CD 13+ cells after culture in the other cALL sample. We conclude that IL-7 directly stimulates monoclonal growth of leukemic cells in a subset of ALL without evidence of concurrent maturation induction.","['Eder, M', 'Ottmann, O G', 'Hansen-Hagge, T E', 'Bartram, C R', 'Gillis, S', 'Hoelzer, D', 'Ganser, A']","['Eder M', 'Ottmann OG', 'Hansen-Hagge TE', 'Bartram CR', 'Gillis S', 'Hoelzer D', 'Ganser A']","['Department of Hematology, University of Frankfurt, F.R.G.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, Surface)', '0 (Interleukin-1)', '0 (Interleukin-3)', '0 (Interleukin-7)', '0 (Recombinant Proteins)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antigens, Surface/analysis', 'Bone Marrow Cells', 'Cell Division', 'Gene Rearrangement, B-Lymphocyte', 'Gene Rearrangement, T-Lymphocyte', 'Humans', 'Interleukin-1/pharmacology', 'Interleukin-3/pharmacology', 'Interleukin-7/*pharmacology', 'Leukocytes/cytology', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/immunology/*pathology', 'Recombinant Proteins/pharmacology', 'Tumor Cells, Cultured/immunology/pathology']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Leukemia. 1990 Aug;4(8):533-40.,,,,,,,,,,
2388481,NLM,MEDLINE,19900921,20130304,0887-6924 (Print) 0887-6924 (Linking),4,5,1990 May,Significance of multiple sclerosis in mothers of children with acute lymphoblastic leukemia.,380,,"['Stoner, G L']",['Stoner GL'],,['eng'],"['Comment', 'Letter']",England,Leukemia,Leukemia,8704895,,IM,"['Adult', 'Child', 'Female', 'Hodgkin Disease', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukoencephalopathy, Progressive Multifocal/etiology', 'Mothers', 'Multiple Sclerosis/*etiology', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",ppublish,Leukemia. 1990 May;4(5):380.,,,,,,['Leukemia. 1989 Oct;3(10):736-9. PMID: 2779288'],,,,
2388480,NLM,MEDLINE,19900921,20130304,0887-6924 (Print) 0887-6924 (Linking),4,5,1990 May,Clinical and cytogenetic correlations of abnormal megakaryocytopoiesis in patients with acute leukemia and chronic myelogenous leukemia in blast crisis.,350-3,"It has been suggested that abnormalities of chromosome 3 at bands q21 and q26 are associated with the presence of increased numbers of abnormal megakaryocytes in patients with hematologic malignancies. The pretreatment bone marrows of 287 patients with leukemia (acute myeloid leukemia (AML), 225 patients; acute lymphocytic leukemia (ALL), 36 patients; or chronic myelogenous leukemia in blast crisis (CML-B), 26 patients) were reviewed to identify those with normal or increased numbers of megakaryocytes. Thirty-two patients with AML, one with ALL, and 10 with CML-B had normal or increased numbers of megakaryocytes. Of the 32 patients with AML, 19 patients had significant numbers of mononuclear or binuclear small megakaryocytes as well as megakaryocytes with separated nuclei (""micromegakaryocytes""). Cytogenetic analyses were obtained in 29 of 32 patients with AML and showed inv(3)(q21q26) (one patient); Ph1 (two patients); -5 and/or -7 (seven patients); normal karyotypes (10 patients). No patient with micromegakaryocytes had a chromosomal abnormality associated with a favorable prognosis. Overall, among 225 patients with AML, four had inv(3)(q21q26) or t(3;3)(q21;q26). Only one of these four patients had normal or increased numbers of megakaryocytes, although all four had micromegakaryocytes. One patient with CML-B had inv(3)(q21q26) but had decreased numbers of megakaryocytes and a platelet count of 24 x 10(3)/microliters. All five patients with abnormal chromosome 3 at bands q21 and q26 had additional cytogenetic abnormalities (Ph1 in two patients; -7 in three patients). Mean and median platelet counts were greater than 100,000/microliters for patients with marrow megakaryocytosis regardless of morphology, as well as for the patients with abnormalities involving 3q21 and 3q26. Abnormalities of megakaryocyte morphology, increases in the numbers of megakaryocytes, and normal to increased platelet counts are not uncommon in patients with acute leukemia and CML-B, and are not uniquely associated with changes involving chromosome 3.","['Lee, E J', 'Schiffer, C A', 'Tomiyasu, T', 'Testa, J R']","['Lee EJ', 'Schiffer CA', 'Tomiyasu T', 'Testa JR']","['Division of Hematologic Malignancies, University of Maryland Cancer Center, Baltimore 21201.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,,IM,"['Adult', 'Aged', 'Blast Crisis/blood/genetics/*pathology', 'Bone Marrow/pathology', 'Cell Count', 'Chromosome Inversion', 'Chromosomes, Human, Pair 3', 'Female', '*Hematopoiesis', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/genetics/*pathology', 'Leukemia, Myeloid, Acute/blood/genetics/*pathology', 'Male', 'Megakaryocytes/*pathology', 'Middle Aged', 'Platelet Count', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/genetics/pathology', 'Prognosis', 'Retrospective Studies', 'Translocation, Genetic']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",ppublish,Leukemia. 1990 May;4(5):350-3.,"['IP50CA32107-01/CA/NCI NIH HHS/United States', 'R01-CA-36468/CA/NCI NIH HHS/United States']",,,,,,,,,
