PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,OID,OTO,OT,GN,AD,SI,GR
142459,NLM,MEDLINE,19770929,20190717,0003-990X (Print) 0003-990X (Linking),34,8,1977 Aug,The genetics of Alzheimer's disease: associations with hematologic malignancy and Down's syndrome.,976-81,"Relatives of probands with histologically confirmed Alzheimer's disease had excessive morbidity from Alzheimer's disease, Down's syndrome, and hematologic malignancies. These associations coupled with two previously reported ones, the indistinguishable histopathological changes in brain in Alzheimer's disease and Down's syndrome, and the 20-fold increased incidence of leukemia among persons with Down's syndrome, are evidence that some instances of those disorders are associated with a unitary genetic etiology. The genetic defect may be expressed through disorganization of microtubules. Other evidence suggests that the same process may be involved in aging and in other chromosomal aberrations.","['Heston, L L', 'Mastri, A R']","['Heston LL', 'Mastri AR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Arch Gen Psychiatry,Archives of general psychiatry,0372435,,IM,"['Adolescent', 'Adult', 'Aged', 'Alzheimer Disease/*genetics/pathology', 'Brain/pathology', 'Child', 'Child, Preschool', 'Chromosome Aberrations/genetics', 'Chromosome Disorders', 'Dementia/*genetics', 'Down Syndrome/*genetics/pathology', 'Female', 'Hodgkin Disease/*genetics', 'Humans', 'Infant', 'Infant, Newborn', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Leukemia, Myeloid/*genetics', 'Lymphoma/genetics', 'Lymphoma, Non-Hodgkin/genetics', 'Male', 'Middle Aged', 'Phenotype', 'Risk']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']",['10.1001/archpsyc.1977.01770200114017 [doi]'],ppublish,Arch Gen Psychiatry. 1977 Aug;34(8):976-81. doi: 10.1001/archpsyc.1977.01770200114017.,,,,,,,,,,
142302,NLM,MEDLINE,19770917,20190818,0300-9475 (Print) 0300-9475 (Linking),6,5,1977,Human Ia alloantigens as cell-differentiation markers of normal and pathologic leukocyte surfaces.,563-74,,"['Wernet, P', 'Betsch, C', 'Barth, P', 'Jaramillo, S', 'Schunter, F', 'Waller, H D', 'Wilms, K']","['Wernet P', 'Betsch C', 'Barth P', 'Jaramillo S', 'Schunter F', 'Waller HD', 'Wilms K']",['eng'],['Journal Article'],England,Scand J Immunol,Scandinavian journal of immunology,0323767,"['0 (Immune Sera)', '0 (Isoantigens)', '9007-36-7 (Complement System Proteins)']",IM,"['Arthritis/immunology', 'B-Lymphocytes/immunology', 'Cell Differentiation', 'Cell Membrane/*immunology', 'Complement System Proteins', 'Immune Sera', '*Isoantigens', 'Leukemia, Lymphoid/immunology', 'Leukocytes/*immunology', 'Lupus Erythematosus, Systemic', 'Lymphocyte Culture Test, Mixed', 'Phenotype', 'T-Lymphocytes/immunology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",['10.1111/j.1365-3083.1977.tb02121.x [doi]'],ppublish,Scand J Immunol. 1977;6(5):563-74. doi: 10.1111/j.1365-3083.1977.tb02121.x.,,,,,,,,,,
142300,NLM,MEDLINE,19770917,20190818,0300-9475 (Print) 0300-9475 (Linking),6,5,1977,Emergence of foreign H-2-like cytotoxicity and transplantation targets on vaccinia and Moloney virus-infected Meth. A tumour cells.,541-6,"Using cytotoxic effector cells of different anti-H-2 specificities, new cell-mediated lympholysis targets, normally undetected on Meth. A tumour cells, were shown after passage with vaccinia or Moloney virus. The H-2d CML targets on Meth. A cells recognized by B10.BR anti-B10.D2 effector cells were presented only after simultaneous vaccinia virus passage, while passage with Moloney virus caused the emergence of H-2b targets. Small but significant killing of vaccinia virus-passaged Meth.A was also obtained by anti-H-2k effector cells. These results are discussed in relation to in vivo experiments: retardation of tumour growth was noted in mice which had received several injections of vaccinia or Moloney virus, showing that the new CML targets were probably acting as transplantation targets.","['Matossian-Rogers, A', 'Garrido, F', 'Festenstein, H']","['Matossian-Rogers A', 'Garrido F', 'Festenstein H']",['eng'],['Journal Article'],England,Scand J Immunol,Scandinavian journal of immunology,0323767,"['0 (HLA Antigens)', '0 (Histocompatibility Antigens)', '0 (Lectins)']",IM,"['Animals', 'Cytotoxicity Tests, Immunologic', '*HLA Antigens', '*Histocompatibility Antigens', '*Immunity, Cellular', 'Lectins/pharmacology', 'Lymphocyte Activation/drug effects', 'Lymphocyte Culture Test, Mixed', 'Mice', 'Mice, Inbred Strains', 'Moloney murine leukemia virus/*immunology', 'Sarcoma, Experimental/immunology', 'T-Lymphocytes/immunology', '*Transplantation Immunology', 'Tumor Virus Infections/*immunology', 'Vaccinia virus/*immunology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",['10.1111/j.1365-3083.1977.tb02118.x [doi]'],ppublish,Scand J Immunol. 1977;6(5):541-6. doi: 10.1111/j.1365-3083.1977.tb02118.x.,,,,,,,,,,
142230,NLM,MEDLINE,19770929,20091021,0030-6002 (Print) 0030-6002 (Linking),118,33,1977 Aug 14,[Leukocyte migration in the presence of leukemia-associated antigens in children with Down's disease].,1952-4,,"['Szigeti, R', 'Revesz, T']","['Szigeti R', 'Revesz T']",['hun'],['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,"['0 (Antigens, Neoplasm)']",IM,"['Antigens, Neoplasm/*isolation & purification', 'Cell Migration Inhibition', 'Child', 'Down Syndrome/*immunology', 'Humans', 'Leukemia/*immunology', 'Leukemia, Lymphoid/immunology', 'Leukocytes/*immunology', '*Lymphocyte Activation']",1977/08/14 00:00,1977/08/14 00:01,['1977/08/14 00:00'],"['1977/08/14 00:00 [pubmed]', '1977/08/14 00:01 [medline]', '1977/08/14 00:00 [entrez]']",,ppublish,Orv Hetil. 1977 Aug 14;118(33):1952-4.,,Down-koros gyermekek leukocyta-migratioja leukaemiahoz tarsulo antigenek jelenleben.,,,,,,,,
141988,NLM,MEDLINE,19770917,20190816,0009-9163 (Print) 0009-9163 (Linking),11,6,1977 Jun,Normal rate of sister chromatid exchange in Down syndrome.,397-401,,"['Yu, C W', 'Borgaonkar, D S']","['Yu CW', 'Borgaonkar DS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Denmark,Clin Genet,Clinical genetics,0253664,,IM,"['Adult', 'Child', 'Child, Preschool', '*Chromatids', 'Down Syndrome/complications/*genetics', 'Female', 'Humans', 'Infant', 'Leukemia/genetics', 'Male']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",['10.1111/j.1399-0004.1977.tb01334.x [doi]'],ppublish,Clin Genet. 1977 Jun;11(6):397-401. doi: 10.1111/j.1399-0004.1977.tb01334.x.,,,,,,,,,,
141978,NLM,MEDLINE,19770929,20141120,0008-5472 (Print) 0008-5472 (Linking),37,9,1977 Sep,Structure-activity studies of methylnitrosourea antitumor agents with reduced murine bone marrow toxicity.,3321-8,,"['Panasci, L C', 'Fox, P A', 'Schein, P S']","['Panasci LC', 'Fox PA', 'Schein PS']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', '0 (Nitrosourea Compounds)', '0 (RNA, Neoplasm)', '5W494URQ81 (Streptozocin)', '684-93-5 (Methylnitrosourea)', 'IY9XDZ35W2 (Glucose)', 'X2RN3Q8DNE (Galactose)']",IM,"['Alkylation', 'Animals', 'Bone Marrow/*drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'DNA, Neoplasm/biosynthesis/metabolism', 'Galactose/analogs & derivatives/pharmacology', 'Glucose/analogs & derivatives/pharmacology', 'In Vitro Techniques', 'Leukemia L1210/*drug therapy', 'Male', 'Methylnitrosourea/adverse effects/analogs & derivatives/*pharmacology', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Proteins/metabolism', 'Nitrosourea Compounds/*pharmacology', 'RNA, Neoplasm/metabolism', 'Streptozocin/analogs & derivatives/pharmacology', 'Structure-Activity Relationship']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']",,ppublish,Cancer Res. 1977 Sep;37(9):3321-8.,,,,,,,,,,
141958,NLM,MEDLINE,19770929,20131121,0365-9615 (Print) 0365-9615 (Linking),83,6,1977 Jun,[Damage to the sarcoplasmic reticulum of skeletal muscles in leukemia: role of lipid peroxidation].,683-6,"Ischemia development was accompanied by inhibition of the enzymatic transport system (ETS) of Ca2+ (reduction of the Ca2+/ATP value and of the Ca2+-dependent ATPase activity), this correlating with the accumulation of primary and secondary molecular products of lipid peroxidation (LPO) in the sarcoplasmic reticulum membranes of the skeletal muscles, in vivo. Administration of antioxidants (2,6-ditretbutyl-4-methylphenol, alpha-tocopherol) prevented the LPO activation in the ischemic muscle and partially protected the ETS of Ca2+ from damage. The blood supply restoration after prolonged ischemia led to further ETS of Ca2+ inhibition against the background of unchanges LPO products level.","['Arkhipenko, Iu V', 'Bilenko, M V', 'Dobrina, S K', 'Kagan, V E', 'Kozlov, Iu P']","['Arkhipenko IuV', 'Bilenko MV', 'Dobrina SK', 'Kagan VE', 'Kozlov IuP']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,"['EC 3.6.1.- (Adenosine Triphosphatases)', 'SY7Q814VUP (Calcium)']",IM,"['Adenosine Triphosphatases/metabolism', 'Animals', 'Biological Transport', 'Calcium/metabolism', 'Ischemia/*metabolism', 'Lipid Metabolism', 'Male', 'Muscles/*blood supply', 'Rats', 'Sarcoplasmic Reticulum/*metabolism']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",,ppublish,Biull Eksp Biol Med. 1977 Jun;83(6):683-6.,,Povrezhdenie sarkoplazmaticheskogo retikuluma skeletnykh myshts pri ishemii: rol' perekisnogo okisleniia lipidov.,,,,,,,,
141818,NLM,MEDLINE,19770825,20191021,0341-0382 (Print) 0341-0382 (Linking),32,5-6,1977 May-Jun,[Spontaneous leukemia of AKR mice. Successful passive immunization with goat antibodies against isolated glycoprotein gp71 of Friend leukemia virus].,459-61,"The occurrence of fatal spontaneous leukemia in AKR mice could be drastically reduced by passive immunization with goat antibody against isolated murine Friend virus glycoprotein gp71, possessing high group specific reactivity. The success depended on the time of antibody application. The best results were achieved when mothers and babies were inoculated.","['Schwarz, H', 'Thiel, H J', 'Schafer, W']","['Schwarz H', 'Thiel HJ', 'Schafer W']",['ger'],"['English Abstract', 'Journal Article']",Germany,Z Naturforsch C Biosci,"Zeitschrift fur Naturforschung. Section C, Biosciences",7801143,"['0 (Antibodies, Viral)', '0 (Immunoglobulin G)', '0 (Viral Proteins)']",IM,"['Age Factors', 'Animals', 'Antibodies, Viral/*administration & dosage', 'Friend murine leukemia virus/immunology', 'Goats/immunology', 'Immunity, Maternally-Acquired', '*Immunization', 'Immunization Schedule', 'Immunization, Passive', 'Immunoglobulin G/administration & dosage', 'Leukemia/prevention & control/*veterinary', 'Leukemia, Experimental/prevention & control', 'Mice', 'Mice, Inbred AKR/*immunology', 'Viral Proteins/*immunology']",1977/05/01 00:00,1977/05/01 00:01,['1977/05/01 00:00'],"['1977/05/01 00:00 [pubmed]', '1977/05/01 00:01 [medline]', '1977/05/01 00:00 [entrez]']",,ppublish,Z Naturforsch C Biosci. 1977 May-Jun;32(5-6):459-61.,,Spontane Leukamie der AKR-Mause. Erfolgreiche passive Immunisierung mit Ziegen-Antikorper gegen isoliertes Glykoprotein gp71 des Friend-Leukamie-Virus.,,,,,,,,
141484,NLM,MEDLINE,19770812,20211203,0022-1767 (Print) 0022-1767 (Linking),119,1,1977 Jul,Suppression of lymphoproliferation by high concentrations of normal human mononuclear leukocytes.,173-9,"Mononuclear leukocytes (MNL) include cells that suppress lymphoproliferation in unstimulated and antigen-stimulated cultures. Suppression is demonstrated by increasing the concentration of cells added to cultures and does not require preactivation of suppressor cells. Suprression of 3H-thymidine incorporation occurred if the high concentrations of MNL were added to cultures before the proliferative responses commenced. This suppressive effect of high cell concentration upon 3H-thymidine incorporation is removed by depleting MNL present in high numbers of cells that adhere to foreign surfaces or by preincubating these cells with cycloheximide, puromycin, or pactamycin. The suppressor cell, which only functions when present in a viable state, is radioresistant, adheres to foreign surfaces, remains active through 5 days in culture, and equates with the presence of a cell that is rich in cytoplasmic esterase. The suppressor cell may be of the monocyte series and did not appear to belong to either the T or the B lymphocyte series. This study provides additional evidence that normal immune reactivity in man is under regulatory control. The suppressor mechanism identified herein with normal human MNL is probably related to a similar type of suppression (but at a much lower cell concentration) that has been described with Hodgkin's disease and solid tumors.","['Laughter, A H', 'Twomey, J J']","['Laughter AH', 'Twomey JJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['10028-17-8 (Tritium)', '23668-11-3 (Pactamycin)', '4A6ZS6Q2CL (Puromycin)', '98600C0908 (Cycloheximide)', 'VC2W18DGKR (Thymidine)']",IM,"['Aging', 'Cell Adhesion', 'Cycloheximide/pharmacology', 'Dose-Response Relationship, Immunologic', 'Female', 'Hodgkin Disease/immunology', 'Humans', '*Immunosuppression Therapy', 'Leukemia, Lymphoid/immunology', '*Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Male', 'Monocytes/*immunology', 'Pactamycin/pharmacology', 'Puromycin/pharmacology', 'Thymidine/metabolism', 'Time Factors', 'Tritium']",1977/07/01 00:00,1977/07/01 00:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '1977/07/01 00:01 [medline]', '1977/07/01 00:00 [entrez]']",,ppublish,J Immunol. 1977 Jul;119(1):173-9.,,,,,,,,,,
141370,NLM,MEDLINE,19770812,20071115,0012-0472 (Print) 0012-0472 (Linking),102,25,1977 Jun 24,[Combination chemotherapy and cranial irradiation in 530 children with acute lymphoblastic leukaemia (author's transl)].,917-21,"530 children with acute lymphoblastic leukaemia were diagnosed between 1. 1. 1971 and 31. 12. 1974, and treated at 35 German hospitals according to the Memphis study VII or VIII2 and subsequently followed until 31. 12. 1976. At diagnosis 17.2% of the patients had a WBC count of over 50,000/mm3, 8.9% had mediastinal enlargement, 2.1% CNS leukaemia and 1.7% Down's syndrome. After being treated for two and a half years and being observed for a maximum of six years (minimum two years) 262 children (49.4%) were living, 203 (38.8%) in continued complete remission, most of them one to three years after end of treatment. Primary bone marrow relapse occurred in 39.6%, but CNS relapse in only 8.7%. Cranial irradiation at a dose of 1800 rad in 70 patients produced a CNS relapse of only 7.1%. Forty-one of these 530 children (7.7%) died in continued complete remission, the main causes being interstitial pneumonia and varicella. There was no difference in initial features and treatment results between six centres which had many and 29 with rather fewer patients. The five-years-survival rate (life-table method) was 41 +/- 3.5% for all 530 children and 10 +/- 3.7% for the 92 children with initial leucocyte counts of over 50.000/mm3.","['Lampert, F']",['Lampert F'],['ger'],"['English Abstract', 'Journal Article']",Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,,IM,"['Chickenpox/complications', 'Child', 'Child, Preschool', 'Down Syndrome/complications', 'Female', 'Follow-Up Studies', 'Humans', 'Infant', 'Leukemia, Lymphoid/complications/drug therapy/radiotherapy/*therapy', 'Leukocyte Count', 'Male', 'Neoplasm Metastasis', 'Neoplasm Recurrence, Local', 'Pneumonia, Pneumocystis/complications', 'Radiotherapy Dosage', 'Remission, Spontaneous', 'Skull', 'Time Factors']",1977/06/24 00:00,1977/06/24 00:01,['1977/06/24 00:00'],"['1977/06/24 00:00 [pubmed]', '1977/06/24 00:01 [medline]', '1977/06/24 00:00 [entrez]']",['10.1055/s-0028-1104988 [doi]'],ppublish,Dtsch Med Wochenschr. 1977 Jun 24;102(25):917-21. doi: 10.1055/s-0028-1104988.,,Kombinations-chemotherapie und Hirnschadelbestrahlung bei 530 Kindern mit akuter lymphoblastischer Leukamie. Kooperative Therapiestudie der Deutschen Arbeitsgemeinschaft fur Leukamie-Forschung und-Behandlung im Kindesalter e. V. unter Beteiligung von 35 Kinderkliniken.,,,,,,,,
141324,NLM,MEDLINE,19770902,20131121,0008-5472 (Print) 0008-5472 (Linking),37,8 Pt 1,1977 Aug,Glucocorticoid receptors in subpopulations of childhood acute lymphocytic leukemia.,2688-95,,"['Yarbro, G S', 'Lippman, M E', 'Johnson, G E', 'Leventhal, B G']","['Yarbro GS', 'Lippman ME', 'Johnson GE', 'Leventhal BG']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (DNA, Neoplasm)', '0 (Receptors, Glucocorticoid)', '0 (Receptors, Steroid)', '7S5I7G3JQL (Dexamethasone)']",IM,"['Adolescent', 'Adult', 'Binding Sites', 'Child', 'Child, Preschool', 'Cytoplasm/metabolism', 'DNA, Neoplasm/biosynthesis', 'Dexamethasone/metabolism', 'Erythrocytes/immunology', 'Female', 'Humans', 'Infant', 'Kinetics', 'Leukemia, Lymphoid/*metabolism', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/metabolism', 'Male', '*Receptors, Glucocorticoid/analysis', '*Receptors, Steroid/analysis', 'T-Lymphocytes/metabolism']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1977 Aug;37(8 Pt 1):2688-95.,,,,,,,,,,
