PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,OID,RF
5435584,NLM,MEDLINE,19700504,20200930,0037-9727 (Print) 0037-9727 (Linking),133,3,1970 Mar,Neoplastic transformation of rat embryo cells induced in vitro by Rauscher leukemia virus.,914-20,"['Rhim, J S', 'Huebner, R J', 'Lane, W T', 'Vernon, M L']","['Rhim JS', 'Huebner RJ', 'Lane WT', 'Vernon ML']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,,IM,"['Animals', 'Animals, Newborn', '*Cell Transformation, Neoplastic', 'Complement Fixation Tests', 'Culture Techniques', 'Embryo, Mammalian/cytology', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Neutralization Tests', 'Rats', 'Rauscher Virus/*pathogenicity', 'Sarcoma, Experimental/etiology']",,1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",['10.3181/00379727-133-34594 [doi]'],ppublish,Proc Soc Exp Biol Med. 1970 Mar;133(3):914-20. doi: 10.3181/00379727-133-34594.,,,,
5435192,NLM,MEDLINE,19700504,20181113,0007-1447 (Print) 0007-1447 (Linking),1,5695,1970 Feb 28,A case of chronic lymphocytic leukaemia.,546-51,,,['eng'],"['Case Reports', 'Journal Article']",England,Br Med J,British medical journal,0372673,"['0 (Antineoplastic Agents)', '63CZ7GJN5I (Allopurinol)']",IM,"['Allopurinol/therapeutic use', 'Antineoplastic Agents/therapeutic use', 'Bone Resorption', 'Calcinosis/complications', 'Humans', 'Hypercalcemia/complications', 'Leukemia, Lymphoid/complications/drug therapy/*pathology', 'Male', 'Middle Aged', 'Parathyroid Glands/pathology', 'Pulmonary Alveoli/pathology', 'Pulmonary Edema/complications', 'Spleen/pathology']",PMC1699552,1970/02/28 00:00,1970/02/28 00:01,['1970/02/28 00:00'],"['1970/02/28 00:00 [pubmed]', '1970/02/28 00:01 [medline]', '1970/02/28 00:00 [entrez]']",,ppublish,Br Med J. 1970 Feb 28;1(5695):546-51.,,,,
5435117,NLM,MEDLINE,19700504,20041117,0007-1285 (Print) 0007-1285 (Linking),43,507,1970 Mar,The development of the quantitative bases for radiation protection.,155-60,"['Pochin, E E']",['Pochin EE'],['eng'],['Journal Article'],England,Br J Radiol,The British journal of radiology,0373125,,IM,"['Animals', 'Bone and Bones/radiation effects', 'Female', 'Gonads/radiation effects', 'Humans', 'Leukemia, Radiation-Induced', 'Maximum Allowable Concentration', 'Mice', 'Neoplasms, Radiation-Induced', 'Occupational Diseases/prevention & control', 'Pregnancy', 'Radiation Effects', 'Radiation Genetics', 'Radiation Injuries/prevention & control', '*Radiation Protection', 'Radiometry/*standards', 'Rats']",,1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",['10.1259/0007-1285-43-507-155 [doi]'],ppublish,Br J Radiol. 1970 Mar;43(507):155-60. doi: 10.1259/0007-1285-43-507-155.,,,,
5435115,NLM,MEDLINE,19700504,20190503,0007-1242 (Print) 0007-1242 (Linking),24,1,1970 Feb,The role of local infections in the recognition of haemopoietic neoplasms.,65,"['Stewart, A', 'Kneale, G W']","['Stewart A', 'Kneale GW']",['eng'],['Journal Article'],England,Br J Prev Soc Med,British journal of preventive & social medicine,0372672,,IM,"['Child, Preschool', 'Humans', 'Infant', 'Leukemia/complications/*diagnosis', 'Pneumonia/complications/*mortality']",PMC1059253,1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",['10.1136/jech.24.1.65-b [doi]'],ppublish,Br J Prev Soc Med. 1970 Feb;24(1):65. doi: 10.1136/jech.24.1.65-b.,,,,
5435066,NLM,MEDLINE,19700504,20190629,0003-9861 (Print) 0003-9861 (Linking),137,1,1970 Mar,Amethopterin-induced changes in the multiple forms of dihydrofolate reductase from L1210 cells.,295-6,"['Harding, N G', 'Martelli, M F', 'Huennekens, F M']","['Harding NG', 'Martelli MF', 'Huennekens FM']",['eng'],['Journal Article'],United States,Arch Biochem Biophys,Archives of biochemistry and biophysics,0372430,"['0 (Folic Acid Antagonists)', '0 (Tetrazolium Salts)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Ascitic Fluid', 'Cell Division', 'Cell Line', 'Cell-Free System', 'Depression, Chemical', 'Electrophoresis', 'Female', 'Folic Acid Antagonists', 'Leukemia L1210/*enzymology', 'Metabolism/drug effects', 'Methotrexate/*pharmacology', 'Mice', 'Neoplasm Transplantation', 'Stimulation, Chemical', '*Tetrahydrofolate Dehydrogenase', 'Tetrazolium Salts', 'Time Factors']",,1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']","['0003-9861(70)90440-6 [pii]', '10.1016/0003-9861(70)90440-6 [doi]']",ppublish,Arch Biochem Biophys. 1970 Mar;137(1):295-6. doi: 10.1016/0003-9861(70)90440-6.,,,,
5434937,NLM,MEDLINE,19700430,20161122,0028-4793 (Print) 0028-4793 (Linking),282,16,1970 Apr 16,Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 17-1970.,917-25,,,['eng'],"['Case Reports', 'Journal Article']",United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['Autopsy', 'Bone Marrow/pathology', 'Child', 'Diagnosis, Differential', 'Female', 'Histiocytes', 'Humans', 'Intestine, Small/pathology', 'Leukemia/diagnosis', 'Liver/pathology', 'Lung/pathology', 'Lymph Nodes/pathology', 'Lymphatic Diseases/diagnosis/diagnostic imaging/*pathology', 'Lymphoma/diagnosis', 'Radiography', 'Spleen/pathology', 'Stomach/pathology']",,1970/04/16 00:00,1970/04/16 00:01,['1970/04/16 00:00'],"['1970/04/16 00:00 [pubmed]', '1970/04/16 00:01 [medline]', '1970/04/16 00:00 [entrez]']",['10.1056/NEJM197004162821609 [doi]'],ppublish,N Engl J Med. 1970 Apr 16;282(16):917-25. doi: 10.1056/NEJM197004162821609.,,,,
5434907,NLM,MEDLINE,19700430,20041117,0026-6620 (Print) 0026-6620 (Linking),67,4,1970 Apr,Childhood leukemia: meeting the needs of patient and family.,236-41,"['Lukens, J N', 'Miles, M R']","['Lukens JN', 'Miles MR']",['eng'],['Journal Article'],United States,Mo Med,Missouri medicine,0400744,,IM,"['Child', '*Family', 'Female', 'Humans', '*Leukemia/diagnosis', 'Male', 'Missouri', 'Physician-Patient Relations', 'Stress, Psychological/*therapy']",,1970/04/01 00:00,1970/04/01 00:01,['1970/04/01 00:00'],"['1970/04/01 00:00 [pubmed]', '1970/04/01 00:01 [medline]', '1970/04/01 00:00 [entrez]']",,ppublish,Mo Med. 1970 Apr;67(4):236-41.,,,,
5434903,NLM,MEDLINE,19700430,20060328,0026-4946 (Print) 0026-4946 (Linking),22,4,1970 Feb 4,[A case of neonatal acute leukemia].,277-87,"['Pototschnig, C', 'Lampertico, P']","['Pototschnig C', 'Lampertico P']",['ita'],['Journal Article'],Italy,Minerva Pediatr,Minerva pediatrica,0400740,,IM,"['Diagnosis, Differential', 'Female', 'Humans', 'Infant, Newborn', '*Infant, Newborn, Diseases', '*Leukemia', 'Staphylococcal Infections/complications']",,1970/02/04 00:00,1970/02/04 00:01,['1970/02/04 00:00'],"['1970/02/04 00:00 [pubmed]', '1970/02/04 00:01 [medline]', '1970/02/04 00:00 [entrez]']",,ppublish,Minerva Pediatr. 1970 Feb 4;22(4):277-87.,Un caso di leucemia acuta neonatale.,,,
5434439,NLM,MEDLINE,19700429,20131121,0005-2086 (Print) 0005-2086 (Linking),14,1,1970 Feb,Comparative nerve lipid changes in fowl with Marek's disease detected by thin-layer chromatography.,45-53,"['Haider, S A', 'Ringen, L M']","['Haider SA', 'Ringen LM']",['eng'],['Journal Article'],United States,Avian Dis,Avian diseases,0370617,"['0 (Esters)', '0 (Lipids)', '0 (Oleic Acids)', '0 (Palmitic Acids)', '0 (Stearic Acids)', '122-32-7 (Triolein)', '97C5T2UQ7J (Cholesterol)']",IM,"['Animals', 'Avian Leukosis/*pathology', 'Chickens', 'Cholesterol/analysis', 'Chromatography, Thin Layer', 'Esters/analysis', 'Lipids/*analysis', 'Oleic Acids/analysis', 'Palmitic Acids/analysis', 'Peripheral Nerves/*analysis', 'Stearic Acids/analysis', 'Triolein/analysis']",,1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",,ppublish,Avian Dis. 1970 Feb;14(1):45-53.,,,,
5433905,NLM,MEDLINE,19700922,20061115,0091-3340 (Print) 0091-3340 (Linking),13,3,1970 Jul,Peptidase activity in human leukocytes in leukemias.,134-8,"['Kotlarek-Haus, S']",['Kotlarek-Haus S'],['eng'],['Journal Article'],United States,Pol Med Sci Hist Bull,Polish medical science and history bulletin,0367052,['EC 3.4.11.- (Aminopeptidases)'],IM,"['Acute Disease', 'Aminopeptidases/*blood', 'Chronic Disease', 'Humans', 'Leukemia/*enzymology', 'Leukocytes/*enzymology', 'Time Factors']",,1970/07/01 00:00,1970/07/01 00:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '1970/07/01 00:01 [medline]', '1970/07/01 00:00 [entrez]']",,ppublish,Pol Med Sci Hist Bull. 1970 Jul;13(3):134-8.,,,,
5433428,NLM,MEDLINE,19700919,20041117,0015-5616 (Print) 0015-5616 (Linking),12,2,1970,[The haptoglobin (Hp) and Gc group systems in leukemia patients].,207-49,"['Gurda, M']",['Gurda M'],['pol'],['Journal Article'],Poland,Folia Med Cracov,Folia medica Cracoviensia,0374617,"['0 (Blood Group Antigens)', '0 (Haptoglobins)', '0 (Isoantigens)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', '*Blood Group Antigens', 'Child', 'Child, Preschool', 'Female', 'Genotype', 'Geography', 'Haptoglobins/*analysis', 'Humans', 'Isoantigens', 'Leukemia/blood/*etiology/genetics/immunology', 'Male', 'Middle Aged', 'Phenotype', 'Sex Factors']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",,ppublish,Folia Med Cracov. 1970;12(2):207-49.,Uklad grupowy haptoglobin (Hp) i Gc u chorych na bialaczki.,,,
5433053,NLM,MEDLINE,19700919,20041117,0003-9764 (Print) 0003-9764 (Linking),27,6,1970 Jun-Jul,[Acute leukemia with basophils and saturnism].,668,"['Teillet, F', 'Weisgerber, C', 'Begue, P', 'Meyer, B', 'Vialatte, J']","['Teillet F', 'Weisgerber C', 'Begue P', 'Meyer B', 'Vialatte J']",['fre'],"['Case Reports', 'Journal Article']",France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,,IM,"['Acute Disease', '*Basophils', 'Child, Preschool', 'Humans', 'Lead Poisoning/*complications', 'Leukemia/*complications', 'Male', 'Skin Manifestations/complications']",,1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",,ppublish,Arch Fr Pediatr. 1970 Jun-Jul;27(6):668.,Leucemie aigue a basophiles et saturnisme.,,,
5431973,NLM,MEDLINE,19700910,20141120,0012-0472 (Print) 0012-0472 (Linking),95,30,1970 Jul 24,[Immunosuppressive effect of L-asparaginase].,1578-9,"['Emmerling, P', 'Finger, H']","['Emmerling P', 'Finger H']",['ger'],['Journal Article'],Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,"['0 (Immunosuppressive Agents)', '8N3DW7272P (Cyclophosphamide)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Animals', 'Antigen-Antibody Reactions', 'Asparaginase/*therapeutic use', 'Cyclophosphamide/pharmacology', 'Guinea Pigs', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'In Vitro Techniques', 'Leukemia/drug therapy/immunology', 'Methods', 'Mice', 'Time Factors']",,1970/07/24 00:00,1970/07/24 00:01,['1970/07/24 00:00'],"['1970/07/24 00:00 [pubmed]', '1970/07/24 00:01 [medline]', '1970/07/24 00:00 [entrez]']",,ppublish,Dtsch Med Wochenschr. 1970 Jul 24;95(30):1578-9.,Immunsuppressive Wirkung von L-Asparaginase.,,,
5431786,NLM,MEDLINE,19700909,20001218,0552-2080 (Print) 0552-2080 (Linking),15,5,1970 May,[Choice of methods for the study of cytogenetic characteristics of leukosis].,52-5,"['Poroshenko, G G']",['Poroshenko GG'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['*Cytogenetics', 'Karyotyping', 'Leukemia/*genetics', 'Methods']",,1970/05/01 00:00,1970/05/01 00:01,['1970/05/01 00:00'],"['1970/05/01 00:00 [pubmed]', '1970/05/01 00:01 [medline]', '1970/05/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1970 May;15(5):52-5.,K voprosu o vybore metoda pri izuchenii tsitogeneticheskikh osobennostei leikozov.,,,
5431752,NLM,MEDLINE,19700909,20210313,0025-729X (Print) 0025-729X (Linking),1,23,1970 Jun 6,Cephalexin: a new cephalosporin derivative.,1153,"['Bieder, L', 'Little, P J']","['Bieder L', 'Little PJ']",['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,['0 (Cephalosporins)'],IM,"['Administration, Oral', 'Bronchiectasis/complications', 'Carcinoma/complications', 'Cephalosporins/*therapeutic use/urine', 'Diabetes Complications', 'Humans', 'Infections', 'Kidney Calculi/complications', 'Leukemia/complications', 'Lung Neoplasms/complications', 'Respiratory Tract Infections/complications/*drug therapy', 'Urinary Tract Infections/complications/*drug therapy', 'Urination Disorders/complications', 'Urine/analysis']",,1970/06/06 00:00,1970/06/06 00:01,['1970/06/06 00:00'],"['1970/06/06 00:00 [pubmed]', '1970/06/06 00:01 [medline]', '1970/06/06 00:00 [entrez]']",['10.5694/j.1326-5377.1970.tb84483.x [doi]'],ppublish,Med J Aust. 1970 Jun 6;1(23):1153. doi: 10.5694/j.1326-5377.1970.tb84483.x.,,,,
5431627,NLM,MEDLINE,19700909,20190707,0014-4827 (Print) 0014-4827 (Linking),61,1,1970 Jul,Glycoprotein synthesis: activity of collagen-galactosyl and collagen-glucosyl transferases in synchronized nouse leukemic cells L5178Y.,230-3,"['Bosmann, H B']",['Bosmann HB'],['eng'],['Journal Article'],United States,Exp Cell Res,Experimental cell research,0373226,"['0 (Carbon Isotopes)', '0 (Glycoproteins)', '9007-34-5 (Collagen)', 'EC 2.4.1.- (Glucosyltransferases)', 'IY9XDZ35W2 (Glucose)', 'X2RN3Q8DNE (Galactose)']",IM,"['Animals', 'Carbon Isotopes', 'Cell Line', 'Collagen/metabolism', '*Culture Techniques', 'Galactose/metabolism', 'Glucose/metabolism', 'Glucosyltransferases/metabolism', 'Glycoproteins/*biosynthesis', 'Leukemia, Experimental/*enzymology', 'Lymphoma/enzymology', 'Mice', 'Mitosis']",,1970/07/01 00:00,1970/07/01 00:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '1970/07/01 00:01 [medline]', '1970/07/01 00:00 [entrez]']",['10.1016/0014-4827(70)90285-5 [doi]'],ppublish,Exp Cell Res. 1970 Jul;61(1):230-3. doi: 10.1016/0014-4827(70)90285-5.,,,,
5431375,NLM,MEDLINE,19700909,20200930,0037-9727 (Print) 0037-9727 (Linking),134,3,1970 Jul,Dimethyladenosine dialdehyde: inhibition of leukemia 1210 DNA polymerase.,831-4,"['Velde, G V', 'Loy, P R', 'Kimball, A P']","['Velde GV', 'Loy PR', 'Kimball AP']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Aldehydes)', '0 (Carbon Isotopes)', '0 (Nucleosides)', '10028-17-8 (Tritium)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'VC2W18DGKR (Thymidine)']",IM,"['Aldehydes/pharmacology', 'Animals', 'Carbon Isotopes', 'DNA Nucleotidyltransferases/*antagonists & inhibitors/metabolism', 'In Vitro Techniques', 'Leukemia L1210/drug therapy/*enzymology', 'Mice', 'Nucleosides/*pharmacology', 'Thymidine/metabolism', 'Tritium']",,1970/07/01 00:00,1970/07/01 00:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '1970/07/01 00:01 [medline]', '1970/07/01 00:00 [entrez]']",['10.3181/00379727-134-34893 [doi]'],ppublish,Proc Soc Exp Biol Med. 1970 Jul;134(3):831-4. doi: 10.3181/00379727-134-34893.,,,,
5431276,NLM,MEDLINE,19700909,20041117,0022-1961 (Print) 0022-1961 (Linking),25,6,1970 Jun,[Acute leukemia].,1231-6,"['Nakamura, T']",['Nakamura T'],['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Antineoplastic Agents/administration & dosage', 'Drug Synergism', 'Humans', 'Leukemia/*drug therapy']",,1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",,ppublish,Naika. 1970 Jun;25(6):1231-6.,,,,
5431272,NLM,MEDLINE,19700909,20041117,0022-1961 (Print) 0022-1961 (Linking),25,6,1970 Jun,"[Hemorrhagic diathesis (excluding thrombopenia, leukemia and aplastic anemia)].",1220-2,"['Yamanaka, M']",['Yamanaka M'],['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,['0 (Hemostatics)'],IM,"['Hemorrhagic Disorders/*drug therapy', 'Hemostatics/therapeutic use', 'Humans']",,1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",,ppublish,Naika. 1970 Jun;25(6):1220-2.,,,,
5431049,NLM,MEDLINE,19700909,20180330,0002-9165 (Print) 0002-9165 (Linking),23,6,1970 Jun,Folate deficiency in the myeloproliferative disorders.,855-60,"['Chanarin, I']",['Chanarin I'],['eng'],['Journal Article'],United States,Am J Clin Nutr,The American journal of clinical nutrition,0376027,,IM,"['Aged', 'Chronic Disease', 'Female', 'Folic Acid Deficiency/*complications', 'Humans', 'Leukemia/*complications', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/*complications', 'Polycythemia Vera/complications', 'Primary Myelofibrosis/complications']",,1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",['10.1093/ajcn/23.6.855 [doi]'],ppublish,Am J Clin Nutr. 1970 Jun;23(6):855-60. doi: 10.1093/ajcn/23.6.855.,,,,
5430994,NLM,MEDLINE,19700909,20041117,0038-5077 (Print) 0038-5077 (Linking),33,3,1970 Mar,[Diseases of the gastrointestinal tract in leukemia and lymphogranulomatosis].,148-9,"['Krasovskii, I I', 'Fishzon-Ryss, Iu I', 'Smirnova, Z A']","['Krasovskii II', 'Fishzon-Ryss IuI', 'Smirnova ZA']",['rus'],['Journal Article'],Russia (Federation),Sov Med,Sovetskaia meditsina,0404525,,IM,"['Adult', 'Gastrointestinal Diseases/*etiology', 'Hodgkin Disease/*complications', 'Humans', 'Leukemia/*complications']",,1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",,ppublish,Sov Med. 1970 Mar;33(3):148-9.,O porazheniiakh zheludochno-kishechnogo trakta pri leikozakh i limfogranulematoze.,,,
5430968,NLM,MEDLINE,19700909,20131121,0047-1852 (Print) 0047-1852 (Linking),28 Suppl,,1970 Mar 25,[Acute leukemia].,998-1001,"['Yamada, K', 'Hirano, M', 'Miura, M']","['Yamada K', 'Hirano M', 'Miura M']",['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,"['04079A1RDZ (Cytarabine)', 'EC 3.5.1.1 (Asparaginase)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Asparaginase/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Humans', 'Leukemia/*drug therapy']",,1970/03/25 00:00,1970/03/25 00:01,['1970/03/25 00:00'],"['1970/03/25 00:00 [pubmed]', '1970/03/25 00:01 [medline]', '1970/03/25 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1970 Mar 25;28 Suppl:998-1001.,,,,
5430855,NLM,MEDLINE,19700909,20041117,0024-7790 (Print) 0024-7790 (Linking),223,21,1970 May 24,[Asparaginase in acute leukemia].,1061-6,"['Fiere, D', 'Bryon, P A', 'Dechavanne, M', 'Guyon, J M', 'Revol, L']","['Fiere D', 'Bryon PA', 'Dechavanne M', 'Guyon JM', 'Revol L']",['fre'],['Journal Article'],France,Lyon Med,Lyon medical,0335015,['EC 3.5.1.1 (Asparaginase)'],IM,"['Adolescent', 'Adult', 'Asparaginase/adverse effects/pharmacology/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*drug therapy', 'Male', 'Middle Aged']",,1970/05/24 00:00,1970/05/24 00:01,['1970/05/24 00:00'],"['1970/05/24 00:00 [pubmed]', '1970/05/24 00:01 [medline]', '1970/05/24 00:00 [entrez]']",,ppublish,Lyon Med. 1970 May 24;223(21):1061-6.,L'asparaginase dans les leucemies aigues.,,,
5430339,NLM,MEDLINE,19700908,20190704,0007-1048 (Print) 0007-1048 (Linking),18,5,1970 May,Lymphocyte kinetics in chronic lymphocytic leukaemia.,511-22,"['Spivak, J L', 'Perry, S']","['Spivak JL', 'Perry S']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,['0 (Chromium Isotopes)'],IM,"['Adolescent', 'Adult', 'Aged', 'Blood Platelets/physiopathology', 'Chromium Isotopes', 'Female', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/*physiopathology', 'Leukocyte Count', 'Leukocytes/physiopathology', 'Lymphocytes/*physiopathology', 'Male', 'Middle Aged', 'Radionuclide Imaging', 'Spleen/physiopathology', 'Splenomegaly', 'Time Factors']",,1970/05/01 00:00,1970/05/01 00:01,['1970/05/01 00:00'],"['1970/05/01 00:00 [pubmed]', '1970/05/01 00:01 [medline]', '1970/05/01 00:00 [entrez]']",['10.1111/j.1365-2141.1970.tb00772.x [doi]'],ppublish,Br J Haematol. 1970 May;18(5):511-22. doi: 10.1111/j.1365-2141.1970.tb00772.x.,,,,
