PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,SI,TT,PMC,CIN,EIN,OID,LID
3265695,NLM,MEDLINE,19890329,20130418,0971-5916 (Print) 0971-5916 (Linking),88,,1988 Oct,"Incidence of antibodies to nuclear antigens, platelets & circulating immune complexes in leukaemias.",348-52,,"['Chablani, A T', 'Badakere, S S', 'Bhatia, H M']","['Chablani AT', 'Badakere SS', 'Bhatia HM']",,['eng'],['Journal Article'],India,Indian J Med Res,The Indian journal of medical research,0374701,IM,"['Antibodies, Antinuclear/*analysis', 'Antigen-Antibody Complex/*analysis', 'Antigens, Nuclear', 'Autoantibodies/*analysis', 'Blood Platelets/*immunology', 'DNA/immunology', 'Humans', 'Leukemia/*immunology', 'Nuclear Proteins/immunology']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,Indian J Med Res. 1988 Oct;88:348-52.,"['0 (Antibodies, Antinuclear)', '0 (Antigen-Antibody Complex)', '0 (Antigens, Nuclear)', '0 (Autoantibodies)', '0 (Nuclear Proteins)', '9007-49-2 (DNA)']",,,,,,,,
3265539,NLM,MEDLINE,19890320,20061115,0035-2640 (Print) 0035-2640 (Linking),38,29,1988 Dec 1,[T cell lymphoid blood diseases].,2165-8,,"['Brouet, J C']",['Brouet JC'],,['fre'],"['English Abstract', 'Journal Article']",France,Rev Prat,La Revue du praticien,0404334,,"['*Hematologic Diseases', 'Humans', '*Leukemia, T-Cell', 'Lymphoma', 'Mycosis Fungoides', 'Sezary Syndrome', '*T-Lymphocytes']",,1988/12/01 00:00,1988/12/01 00:01,['1988/12/01 00:00'],"['1988/12/01 00:00 [pubmed]', '1988/12/01 00:01 [medline]', '1988/12/01 00:00 [entrez]']",,ppublish,Rev Prat. 1988 Dec 1;38(29):2165-8.,,,,Hemopathies lymphoides a cellules T.,,,,,
3265509,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,Evidence for tumor reduction in refractory or relapsed B-CLL patients with infusional interleukin-2.,475-8,"Recombinant interleukin-2 (rIL-2) is a biologic response modifier that is capable of enhancing or restoring the cytolytic capacity of large granular lymphocytes (LGL). We utilized this biologic response modifier in the treatment of B-chronic lymphocytic leukemia (B-CLL), a disease frequently characterized by deficient or absent natural killer activity. B-CLL (n = 12) patients previously refractory to chemotherapy or with progressive disease post cessation of chemotherapy were eligible. rIL-2 was given as i.v. infusion (2 x 10(6) units/m2) over 2 h 5 times per week for 3 weeks as induction. Responding patients were placed on maintenance therapy. Although there were no complete or partial responses (by ECOG criteria) there was clear evidence of tumor reduction. Seven of 10 evaluable patients had a reduction of the peripheral blood B cell clone, 3 had node reduction and 2 had reduction in their splenomegaly. All patients experienced mild to moderate toxicity and 1 patient died while on induction therapy. Three B-CLL patients following induction rIL-2 treatment were placed back on chemotherapy because of progressive disease. Interestingly, these 2 B-CLL patients achieved extremely rapid and complete responses to chemotherapy which had previously been ineffective. These data suggest a possible role for rIL-2 in treatment of B-CLL.","['Kay, N E', 'Oken, M M', 'Mazza, J J', 'Bradley, E C']","['Kay NE', 'Oken MM', 'Mazza JJ', 'Bradley EC']","['Department of Medicine, Veterans Administration Medical Center, Minneapolis, MN.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Aged', 'Antineoplastic Agents/*administration & dosage', 'Female', 'Humans', 'Infusions, Intravenous', 'Interleukin-2/*administration & dosage', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/pathology', 'Lymph Nodes/*drug effects', 'Male', 'Middle Aged', 'Neoplasm Recurrence, Local', 'Recombinant Proteins/administration & dosage', 'Remission Induction', 'Spleen/*drug effects']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):475-8.,"['0 (Antineoplastic Agents)', '0 (Interleukin-2)', '0 (Recombinant Proteins)']","['CA 20465/CA/NCI NIH HHS/United States', 'CA 21115/CA/NCI NIH HHS/United States', 'CA 35412/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,
3265508,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,Clinical implication of chromosomal aberrations in chronic B-lymphocytic leukaemia cells.,389-92,"Chromosome analysis was made on mitogen-activated leukemic cells from 99 patients with B-cell chronic lymphocytic leukaemia. Fifty-three patients had clonal chromosome aberrations. Nine patients had trisomy 12 as the sole abnormality, 15 had trisomy, 12 together with other chromosomal aberrations, and 29 had other clonal abnormalities. Four patients had t(11;14), whereas 6 had 14q+ and five 11q- as the result of other translocations than t(11;14). Structural aberrations involving chromosomes 6, 12, and 13 were involved in 7, 4, and 5 patients, respectively. Patients with clonal aberrations had poor survival compared to those with normal karyotype, and patients with single trisomy 12 had poor survival as compared to patients with other single aberrations.","['Gahrton, G', 'Juliusson, G']","['Gahrton G', 'Juliusson G']","['Department of Medicine, Karolinska Institute, Huddinge, Sweden.']",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['B-Lymphocytes/*pathology', 'Chromosome Aberrations/*genetics/mortality/pathology', 'Chromosome Disorders', 'Humans', 'Karyotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics/mortality/pathology', 'Sweden', 'Translocation, Genetic']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):389-92.,,,,,,,,,
3265507,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,"Lymph node biopsy in chronic lymphocytic leukemia: prognostic significance of histopathological, morphometry and immunohistological findings.",379-83,"The morphological patterns of 20 lymph node biopsies from well differentiated lymphocytic proliferation (CLL and DWDL) were studied using conventional morphology and morphometric technics; immunohistochemistry analysis were performed in 12 cases. Four subtypes of histological patterns were described according to the number and the distribution of large lymphoid cells. These aspects were compared to the nuclear area distribution curve and clinical staging. Patients with numerous large lymphoid cells had a right deviation of the curve and were clinically stage C. In stage B patients, the analysis of nuclear area distribution curve individualized patients with a worse prognosis. In 12 cases immunohistochemical technics were applied to determine SmIg, B cell differentiation antigens (CD19, CD20, CD21, BL14, FmC7) and T cells subsets (CD2, CD3, CD4, CD8) the quantification of the various T cell subsets showed that CD3, CD4, positive T cell were lower in advanced stages of CLL.","['Raphael, M', 'Debre, P', 'Guigui, B', 'Binet, J L']","['Raphael M', 'Debre P', 'Guigui B', 'Binet JL']","[""Departement d'Hematologie, CHU Pitie-Salpetriere, Paris, France.""]",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Antigens, Differentiation, B-Lymphocyte/analysis', 'B-Lymphocytes/classification/pathology', 'Biopsy', 'Cell Division', 'Humans', 'Immunohistochemistry', 'Leukemia, Lymphocytic, Chronic, B-Cell/metabolism/*pathology', 'Lymph Nodes/*pathology', 'Phenotype', 'Prognosis']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):379-83.,"['0 (Antigens, Differentiation, B-Lymphocyte)']",,,,,,,,
3265506,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,T-cell chronic lymphocytic leukaemia: the spectrum of mature T-cell disorders.,347-51,"Mature (post-thymic) T-cell malignancies comprise a heterogeneous group of diseases with distinct clinical, morphological and immunophenotypic features. As some of these features overlap in the various disorders, it is essential to use a number of diagnostic criteria to define the clinicopathological entities, namely: membrane markers, morphology by light and electron microscopy, clinical features, seroepidemiology of HTLV-I, histopathology, cytogenetic studies and DNA analysis. The latter, which is necessary to document clonality and confirm T-lineage, examines the rearrangement of the T-cell receptor beta, gamma and delta genes. By means of this multiparameter approach, it is possible to distinguish within the post-thymic leukaemias 4 disease entities: T-chronic lymphocytic leukaemia or large granular lymphocyte leukaemia, T-prolymphocytic leukaemia, adult T-cell leukaemia/lymphoma and Sezary syndrome.","['Matutes, E', 'Brito-Babapulle, V', 'Worner, I', 'Sainati, L', 'Foroni, L', 'Catovsky, D']","['Matutes E', 'Brito-Babapulle V', 'Worner I', 'Sainati L', 'Foroni L', 'Catovsky D']","['MRC Leukaemia Unit, Royal Postgraduate Medical School, London, UK.']",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['*Cell Differentiation', 'Cell Transformation, Neoplastic/immunology/pathology/*ultrastructure', 'Humans', 'Leukemia, Prolymphocytic/immunology/pathology', 'Leukemia, Prolymphocytic, T-Cell/immunology/*pathology', 'Leukemia-Lymphoma, Adult T-Cell/immunology/pathology', 'Phenotype', 'Sezary Syndrome/immunology/pathology', 'Skin Neoplasms/immunology/ultrastructure', 'T-Lymphocytes/classification/pathology/*ultrastructure']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):347-51.,,,,,,,,,
3265505,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,"CD4, CD8 and NK subsets in B-CLL.",331-4,"Although B-CLL is a hematological disorder characterized by clonal proliferation of B-cells, in most cases an increase in absolute numbers of T cells is observed. This increase is probably polyclonal in nature, since most data indicate that T lymphocytes are not progeny of the malignant clone in B-CLL. As CD4, CD8 and NK cells correspond to heterogeneous populations, in this work we tried to better define these subpopulations. Thus, CD4 subpopulations were displayed by using double labelling techniques into helper inducer subset (CD4+CDW29+) and suppressor inducer subset (CD4+CD45R+). CD8 subpopulations were delineated according to density expression of CD8 and reactivity with CD16 and CD11b in: suppressive cells defined by high density (HD) CD8 and reactivity with CD11b; NK cells defined by low density (LD) CD8 and binding to CD16; CTL cells by LD or HD CD8 and absence of expression of CD16 and CD11b. Our results concerning 47 normal control donors and 27 B-CLLs indicated that: although percentages of cells expressing CD3, CD4, CD8 and NK markers are decreased, absolute values of these subpopulations were increased; there exists an imbalance concerning CD4 and CD8, given by a more important increase of CD8 than CD4 subpopulations, but both are significantly augmented when compared to the normal range; within CD4 subpopulations, there is an important increase of CD4 CDW29 subset (helper inducer) whereas the CD4 CD45R (suppressor inducer) is not augmented in stage A patients and decreases in stage C patients; all the 3 identified CD8 subpopulations (NK, suppressors and CTLs) appeared to be increased; in 3 cases of clonal remission CLL studied, all T cell and NK subpopulations were recovering to normal percentages.","['Vuillier, F', 'Tortevoye, P', 'Binet, J L', 'Dighiero, G']","['Vuillier F', 'Tortevoye P', 'Binet JL', 'Dighiero G']","[""Unite d'Immuno-Hematologie et d'Immuno-Pathologie, Institut Pasteur, Paris, France.""]",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Antigens, Differentiation, T-Lymphocyte/*analysis', 'B-Lymphocytes/*analysis', 'Humans', 'Killer Cells, Natural/*classification', 'Leukemia, Lymphocytic, Chronic, B-Cell/*classification', 'Phenotype']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):331-4.,"['0 (Antigens, Differentiation, T-Lymphocyte)']",,,,,,,,
3265504,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,CD1 expression in B-CLL cells.,327-30,"The peripheral blood from 38 B-CLL patients was studied by flow cytometry with 25 clustered or not clustered monoclonal antibodies (moAbs) in order to characterize the cell surface phenotype of lymphoid cells. All moAbs were chosen since they detected B or CD1-8 T cell differentiation antigens or MHC class II antigens. The results showed a heterogeneity in the leukemic cell reactivity with the various moAbs and between patients. The restricted B cell antigens recognized by BL14, Y2955 and anti-class II moAbs were constantly expressed in leukemic cells, while B-cell antigens reacting with FMC7 and BL13 moAbs were variably detected. In addition to CD5 antigens, other T cell markers including several epitopes of the CD1 group were also found to be present on the leukemic cell surface in several cases. To further extend these data, 6 cases were selected for labelling with a battery of 6 CD1a, 2 CD1b and 1 CD1c moAbs. These results suggested that CD1a,c epitopes can be detected on leukemic B cells in addition to other T cell differentiation antigens.","['Merle-Beral, H', 'Boumsell, L', 'Michel, A', 'Blanc, C', 'Debre, P']","['Merle-Beral H', 'Boumsell L', 'Michel A', 'Blanc C', 'Debre P']","[""Departement d'Hematologie, Hopital Pitie-Salpetriere, Paris, France.""]",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Antibodies, Monoclonal', 'Antigens, Differentiation, B-Lymphocyte/*analysis', 'Antigens, Differentiation, T-Lymphocyte/*analysis', 'B-Lymphocytes/*analysis/classification', 'HLA-D Antigens/analysis', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*classification', 'Phenotype']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):327-30.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (HLA-D Antigens)']",,,,,,,,
3265503,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,Immunohistochemical study of bone marrow sections in CLL.,325-6,"T lymphocytes and dendritic reticulum cells (DRC) were studied in frozen-cut bone marrow sections of 35 patients with chronic lymphocytic leukemia (CLL) (infiltration patterns: interstitial 8, nodular 6, mixed 9, diffuse 12) and 13 cases of low grade non Hodgkin's lymphoma (NHL) (centroblastic/centrocytic 7, centrocytic 3, lymphoplasmacytoid 3) with bone marrow involvement. In contrast to the usual findings in normal bone marrow, in CLL and low grade NHL CD4 positive cells were more numerous than CD8 positive cells. Whereas in NHL CDR were large and occupied all the nodule, in CLL were small and located in the center of the nodule. These findings can be of interest in the study and differential diagnosis of lymphoproliferative disorders.","['Urbano-Ispizua, A', 'Montserrat, E', 'Marti, A', 'Feliu, E', 'Vives-Corrons, J L', 'Rozman, C']","['Urbano-Ispizua A', 'Montserrat E', 'Marti A', 'Feliu E', 'Vives-Corrons JL', 'Rozman C']","['Postgraduate School of Hematology Farreras-Valenti, Hospital Clinico, Barcelona, Spain.']",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Antigens, Differentiation, T-Lymphocyte/analysis', 'Bone Marrow/*analysis', 'Dendritic Cells/analysis', 'Frozen Sections', 'Humans', 'Immunohistochemistry', 'Leukemia, Lymphocytic, Chronic, B-Cell/*metabolism', 'T-Lymphocytes/analysis']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):325-6.,"['0 (Antigens, Differentiation, T-Lymphocyte)']",,,,,,,,
3265502,NLM,MEDLINE,19890316,20041117,,30,5-6,1988,Decreased production of IL-6 by peripheral blood mononuclear cells of patients with chronic lymphocytic leukemia and related disorders.,321-3,The present study has shown a decreased production of IL-6 by LPS-stimulated mononuclear cells of B-CLL blood. This decrease with attributed to an abnormality of either monocytes or T lymphocytes. A similar decrease was seen in HCL and NHL. Experiments with mixtures of normal and CLL cells suggest that the decreased IL-6 production in CLL is due neither to an inhibition of normal blood mononuclear cells IL-6 production by B-CLL lymphocytes nor to the absence in CLL blood of cell(s) or cytokine(s) needed for IL-6 production.,"['Stryckmans, P', 'Vandenplas, B', 'Dorval, C', 'Vandenbussche, P', 'Massy, M', 'Bernier, M', 'Content, J']","['Stryckmans P', 'Vandenplas B', 'Dorval C', 'Vandenbussche P', 'Massy M', 'Bernier M', 'Content J']","['Service de Medecine Interne, Universite Libre de Bruxelles, Belgium.']",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Humans', 'Interleukin-6', 'Interleukins/*biosynthesis', 'Leukemia, Hairy Cell/*metabolism', 'Leukocytes, Mononuclear/*metabolism', 'Lipopolysaccharides/pharmacology', 'Lymphocyte Activation', 'Lymphoma, Non-Hodgkin/*metabolism']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):321-3.,"['0 (Interleukin-6)', '0 (Interleukins)', '0 (Lipopolysaccharides)']",,,,,,,,
