PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,GR,SI,OID,OTO,OT,GN
6949631,NLM,MEDLINE,19820521,20190816,0165-4608 (Print) 0165-4608 (Linking),4,2,1981 Oct,"A complex variant Philadelphia (Ph1) chromosome translocation involving chromosomes No. 11, 14, and 22 in a case of chronic myelogenous leukemia.",185-8,,"['Kolitz, J E', 'Schulman, P', 'Kardon, N', 'Budman, D R', 'Vinciguerra, V P', 'Broekman, A', 'Degnan, T J']","['Kolitz JE', 'Schulman P', 'Kardon N', 'Budman DR', 'Vinciguerra VP', 'Broekman A', 'Degnan TJ']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['*Chromosome Aberrations', 'Chromosomes, Human, 13-15/*ultrastructure', 'Chromosomes, Human, 21-22 and Y/*ultrastructure', 'Chromosomes, Human, 6-12 and X/*ultrastructure', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Middle Aged']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']","['0165-4608(81)90083-2 [pii]', '10.1016/0165-4608(81)90083-2 [doi]']",ppublish,Cancer Genet Cytogenet. 1981 Oct;4(2):185-8. doi: 10.1016/0165-4608(81)90083-2.,,,['1-SO8RR 09128-02/RR/NCRR NIH HHS/United States'],,,,,
6949629,NLM,MEDLINE,19820521,20190816,0165-4608 (Print) 0165-4608 (Linking),4,2,1981 Oct,A method for obtaining high quality chromosome preparations from single hemopoietic colonies on a routine basis.,157-68,"The need for improved methodology to facilitate cytogenetic analysis of hemopoietic stem cell populations, particularly in studies of the hemopoietic malignancies, has been recognized for a number of years. Since primitive hemopoietic cells can be stimulated to form colonies of identifiable progeny under appropriate conditions in vitro, it should in theory, be possible to obtain such information. However, hemopoietic colonies of human origin rarely contain more than 1000 cells, and in handling such small samples, cell loss has historically been a major problem. We now describe a method that has allowed from two up to more than 50 metaphases per colony to be obtained from most erythroid and granulopoietic colonies harvested individually from standard methylcellulose assay cultures. Of key importance is the selection of large but still immature colonies and the use of polylysine coated slides, which ensures recovery of 80 - 90% of the sample. The method yields reproducibly high quality metaphases suitable for analysis after G, Q, and fluorescent-reverse banding. Cytogenetic analysis of 58 colonies removed individually from cultures initiated with a mixture of male and female cells showed both male and female colonies to be present as expected. In all instances only one type of metaphase was ever found in a single colony. A procedure for measuring the incidence of sister chromatid exchange (SCE) in the progeny of primitive hemopoietic progenitors has also been established. SCE values obtained for 1-2-week-old colonies derived from normal progenitors were similar to previously published normal SCE values. Preliminary analysis of erythroid and granulocytic colonies from one patient with polycythemia vera (PV) and two patients with chronic myelogenous leukemia (CML) indicate that preparations of equal quality are obtained from such individuals and thus, for the first time, the Ph1 chromosome could be readily demonstrated in erythroid colonies. Further application of this method to the investigation of patients with myeloproliferative disease is now underway.","['Dube, I D', 'Eaves, C J', 'Kalousek, D K', 'Eaves, A C']","['Dube ID', 'Eaves CJ', 'Kalousek DK', 'Eaves AC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Bone Marrow/ultrastructure', 'Cells, Cultured', '*Chromosome Aberrations', 'Female', 'Hematopoietic Stem Cells/ultrastructure', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/blood/*genetics', 'Male', 'Methods', 'Polycythemia Vera/blood/*genetics', 'Sister Chromatid Exchange']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']","['0165-4608(81)90080-7 [pii]', '10.1016/0165-4608(81)90080-7 [doi]']",ppublish,Cancer Genet Cytogenet. 1981 Oct;4(2):157-68. doi: 10.1016/0165-4608(81)90080-7.,,,,,,,,
6949628,NLM,MEDLINE,19820521,20190816,0165-4608 (Print) 0165-4608 (Linking),4,2,1981 Oct,Clinical significance of chromosomal abnormalities in acute lymphoblastic leukemia.,111-37,,,,['eng'],['Journal Article'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Chromosome Banding', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*diagnosis/*genetics/mortality', 'Male', 'Middle Aged', 'Prognosis', 'Translocation, Genetic']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']","['0165-4608(81)90077-7 [pii]', '10.1016/0165-4608(81)90077-7 [doi]']",ppublish,Cancer Genet Cytogenet. 1981 Oct;4(2):111-37. doi: 10.1016/0165-4608(81)90077-7.,,,,,,,,
6949627,NLM,MEDLINE,19820521,20190816,0165-4608 (Print) 0165-4608 (Linking),4,2,1981 Oct,Chromosomal abnormalities in acute lymphoblastic leukemia: structural and numerical changes in 234 cases.,101-10,,,,['eng'],['Journal Article'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['0 (Genetic Markers)'],IM,"['Adult', 'Aneuploidy', 'Child', '*Chromosome Aberrations', 'Chromosome Deletion', 'Chromosomes, Human, 21-22 and Y', 'Diploidy', 'Female', 'Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics/therapy', 'Male', 'Preleukemia/genetics', 'Translocation, Genetic']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']","['0165-4608(81)90076-5 [pii]', '10.1016/0165-4608(81)90076-5 [doi]']",ppublish,Cancer Genet Cytogenet. 1981 Oct;4(2):101-10. doi: 10.1016/0165-4608(81)90076-5.,,,,,,,,
6949626,NLM,MEDLINE,19820521,20190620,0008-543X (Print) 0008-543X (Linking),49,7,1982 Apr 1,Acute pancreatitis in association with cytosine arabinoside therapy.,1384-6,"This paper reports the association of acute pancreatitis coincident with cytosine arabinoside (Ara-c) therapy in a single patient on at least two occasions. The patient had previously received L-asparaginase, but the last dose had been given 4 months prior to the onset of pancreatitis. A literature review provided two more cases of pancreatitis associated with Ara-c therapy in patients previously treated with L-asparaginase. In view of th extreme rarity of pancreatitis in patients receiving Ara-c, the possibility arises that prior treatment with L-asparaginase may predispose the pancreas to this complication.","['Altman, A J', 'Dinndorf, P', 'Quinn, J J']","['Altman AJ', 'Dinndorf P', 'Quinn JJ']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer,Cancer,0374236,"['04079A1RDZ (Cytarabine)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Acute Disease', 'Adolescent', 'Anorexia/chemically induced', 'Asparaginase/therapeutic use', 'Cytarabine/*adverse effects', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Pain/chemically induced', 'Pancreatitis/*chemically induced', 'Time Factors', 'Ultrasonography', 'Vomiting/chemically induced']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['10.1002/1097-0142(19820401)49:7<1384::aid-cncr2820490714>3.0.co;2-6 [doi]'],ppublish,Cancer. 1982 Apr 1;49(7):1384-6. doi: 10.1002/1097-0142(19820401)49:7<1384::aid-cncr2820490714>3.0.co;2-6.,,,,,,,,
6949625,NLM,MEDLINE,19820512,20190620,0008-543X (Print) 0008-543X (Linking),49,5,1982 Mar 1,Megakaryoblastic transformation of chronic myelogenous leukemia.,921-6,A 52-year-old man with Ph1-positive chronic myelogenous leukemia (CML) developed a blastic transformation in which the predominant cell type micromegakaryocytes. He did not respond to treatment. A review of the 15 previously reported cases of patients with circulating megakaryocyte abnormalities in association with either CML or a Ph1 chromosome positive myeloproliferative disorder suggests a female predominance rather than the usual male predominance of CML. Survival of the six patients reported as megakaryoblastic transformation of CML as well as this patient was poor.,"['Williams, W C', 'Weiss, G B']","['Williams WC', 'Weiss GB']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Chromosomes, Human, 21-22 and Y', 'Cytoskeleton/ultrastructure', 'Humans', 'Intracellular Membranes/ultrastructure', 'Leukemia, Myeloid/blood/*pathology/ultrastructure', 'Male', 'Megakaryocytes/*pathology/ultrastructure', 'Middle Aged', 'Sex Factors', 'Thrombocythemia, Essential/pathology']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",['10.1002/1097-0142(19820301)49:5<921::aid-cncr2820490516>3.0.co;2-w [doi]'],ppublish,Cancer. 1982 Mar 1;49(5):921-6. doi: 10.1002/1097-0142(19820301)49:5<921::aid-cncr2820490516>3.0.co;2-w.,,,,,,,,
6949620,NLM,MEDLINE,19820521,20190904,0006-5242 (Print) 0006-5242 (Linking),44,2,1982 Feb,Two cases of graft-versus-host disease following transfusion of nonirradiated blood products.,83-8,,"['Schmitz, N', 'Kayser, W', 'Gassmann, W', 'Huhn, A', 'Kruger, G', 'Sachs, V', 'Loffler, H']","['Schmitz N', 'Kayser W', 'Gassmann W', 'Huhn A', 'Kruger G', 'Sachs V', 'Loffler H']",['eng'],"['Case Reports', 'Journal Article']",Germany,Blut,Blut,0173401,,IM,"['Adult', '*Erythrocyte Transfusion', '*Graft vs Host Reaction', 'Granulocytes/*transplantation', 'Humans', 'Leukemia, Myeloid, Acute/therapy', 'Male', '*Platelet Transfusion', '*Transfusion Reaction']",1982/02/01 00:00,1982/02/01 00:01,['1982/02/01 00:00'],"['1982/02/01 00:00 [pubmed]', '1982/02/01 00:01 [medline]', '1982/02/01 00:00 [entrez]']",['10.1007/BF00320094 [doi]'],ppublish,Blut. 1982 Feb;44(2):83-8. doi: 10.1007/BF00320094.,,,,,,,,
6949619,NLM,MEDLINE,19820521,20190904,0006-5242 (Print) 0006-5242 (Linking),44,1,1982 Jan,Hemoglobin biosynthesis in juvenile erythroleukemia: evidence of imbalanced globin chain synthesis.,7-13,"In three young patients with erythroleukemia in whom a partial reversion to the fetal pattern of erythropoiesis occurred there was found additionally an imbalance of globin chain synthesis. The synthesis of beta- plus gamma-chains exceeded that of the alpha-chains. In contrast, physiologic hemoglobin F production occurring in newborn infants and increased hemoglobin F production due to rapidly regenerating erythropoiesis in hereditary spherocytosis and after acute erythroblastopenia are characterized by a well balanced globin chain synthesis. These studies indicate that in distinct cases of juvenile erythroleukemia the genuine reversion to fetal erythropoiesis may be associated not only with a depression of hemoglobin synthesis but also with an imbalanced globin chain synthesis. Unlike adult cases of erythroleukemia without reversion to fetal erythropoiesis the imbalance of globin chain synthesis seems to be a more generalized phenomenon in these cases of juvenile erythroleukemia which is not confined to a particular red cell population.","['Schroter, W', 'Gahr, M', 'Prindull, G', 'Jentsch, E']","['Schroter W', 'Gahr M', 'Prindull G', 'Jentsch E']",['eng'],['Journal Article'],Germany,Blut,Blut,0173401,['0 (Hemoglobins)'],IM,"['Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Erythropoiesis', 'Hemoglobins/*biosynthesis', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Male']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1007/BF00320681 [doi]'],ppublish,Blut. 1982 Jan;44(1):7-13. doi: 10.1007/BF00320681.,,,,,,,,
6949618,NLM,MEDLINE,19820527,20210216,0006-4971 (Print) 0006-4971 (Linking),59,4,1982 Apr,Acute myeloid leukemia colony growth in vitro: differences of colony-forming cells in PHA-supplemented and standard leukocyte feeder cultures.,816-21,"Bone marrow or blood of patients with acute myeloid leukemia was subjected to cell separation and the cells investigated for in vitro colony growth. Discontinuous albumin density gradient centrifugation and depletion of E-rosette-forming cells resulted in purified fractions of acute myeloid leukemia cells. From these fractions, growth of large leukemic colonies was obtained in the PHA-leukocyte feeder (PHA-LF) colony technique in 12 of 14 patients. The standard double agar layer techniques with a leukocyte feeder for granulocyte-macrophage colony forming cells (GM-CFC) supported colony formation in only four cases. The PHA-LF leukemic colony-forming cells (CFC) were found to be of low buoyant density (always less than or equal to 1.062 g.ml-1) when compared to normal marrow GM-CFC (peak at 1.065 g.ml-1). The density profile of PHA-LF CFC paralleled the distribution of the nucleated cells in 8 cases, but in 4 patients, the cFC peak was found at a distinctly lower density; this suggested that a specific leukemic subpopulation had a colony-forming capacity. In three of the four patients with colony growth in the double layer agar technique, it was evident that these CFC had density properties different from those of PHA-LF CFC. These findings suggest that cells giving rise to large colonies in the PHA-LF and double layer agar assays represent distinct leukemic subpopulations.","['Swart, K', 'Hagemeijer, A', 'Lowenberg, B']","['Swart K', 'Hagemeijer A', 'Lowenberg B']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,['0 (Phytohemagglutinins)'],IM,"['Adult', 'Aged', 'Cell Separation', 'Cell Transformation, Neoplastic/*pathology', 'Cells, Cultured', '*Colony-Forming Units Assay', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*blood', 'Middle Aged', 'Phytohemagglutinins/*pharmacology', 'Rosette Formation']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['S0006-4971(20)74420-4 [pii]'],ppublish,Blood. 1982 Apr;59(4):816-21.,,,,,,,,
6949617,NLM,MEDLINE,19820527,20210216,0006-4971 (Print) 0006-4971 (Linking),59,4,1982 Apr,Growth characteristics of leukemic and normal hematopoietic cells in Ph' + chronic myelogenous leukemia and effects of intensive treatment.,793-808,,"['Goto, T', 'Nishikori, M', 'Arlin, Z', 'Gee, T', 'Kempin, S', 'Burchenal, J', 'Strife, A', 'Wisniewski, D', 'Lambek, C', 'Little, C', 'Jhanwar, S', 'Chaganti, R', 'Clarkson, B']","['Goto T', 'Nishikori M', 'Arlin Z', 'Gee T', 'Kempin S', 'Burchenal J', 'Strife A', 'Wisniewski D', 'Lambek C', 'Little C', 'Jhanwar S', 'Chaganti R', 'Clarkson B']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,,IM,"['Bone Marrow/drug effects/pathology', 'Bone Marrow Cells', 'Cell Count', 'Cell Differentiation/drug effects', 'Cell Transformation, Neoplastic/drug effects/*pathology', '*Chromosomes, Human, 21-22 and Y', 'Cytogenetics', 'Drug Therapy, Combination', 'Hematopoietic Stem Cells/*cytology', 'Humans', 'Leukemia, Myeloid/*blood/drug therapy']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['S0006-4971(20)74418-6 [pii]'],ppublish,Blood. 1982 Apr;59(4):793-808.,,,"['CA-05826/CA/NCI NIH HHS/United States', 'CA-08748/CA/NCI NIH HHS/United States', 'CA-19117/CA/NCI NIH HHS/United States']",,,,,
