PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,OID,OAB,OABL,OTO,OT,GN,CON,SI,CIN,EIN,RIN
2759914,NLM,MEDLINE,19890913,20190723,0021-8820 (Print) 0021-8820 (Linking),42,8,1989 Aug,"Syntheses and antitumor activities of 7-O-(3-amino-2,3,6-trideoxy-2-fluoro-alpha-L-talopyranosyl)daunomvcinone and -adriamycinone.",1315-7,,"['Takagi, Y', 'Park, H', 'Tsuchiya, T', 'Umezawa, S', 'Takeuchi, T', 'Komuro, K', 'Nosaka, C']","['Takagi Y', 'Park H', 'Tsuchiya T', 'Umezawa S', 'Takeuchi T', 'Komuro K', 'Nosaka C']","['Institute of Bioorganic Chemistry, Kanagawa, Japan.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['119288-23-2 (7(O)-(3-amino-2,3,6-trideoxy-2-fluorotalopyranosyl)adriamycinone)', '124264-70-6 (7-O-(3-amino-2,3,6-trideoxy-2-fluorotalopyranosyl)daunomycinone)', '80168379AG (Doxorubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Cell Division/drug effects', 'Daunorubicin/*analogs & derivatives/chemical synthesis/pharmacology/therapeutic use', 'Doxorubicin/*analogs & derivatives/chemical synthesis/pharmacology/therapeutic use', 'Leukemia L1210/drug therapy', 'Mice', 'Tumor Cells, Cultured/drug effects']",,1989/08/01 00:00,1989/08/01 00:01,['1989/08/01 00:00'],"['1989/08/01 00:00 [pubmed]', '1989/08/01 00:01 [medline]', '1989/08/01 00:00 [entrez]']",['10.7164/antibiotics.42.1315 [doi]'],ppublish,J Antibiot (Tokyo). 1989 Aug;42(8):1315-7. doi: 10.7164/antibiotics.42.1315.,,,,,,,,,,,,
2759910,NLM,MEDLINE,19890913,20190723,0021-8820 (Print) 0021-8820 (Linking),42,8,1989 Aug,"A new macromolecular antitumor antibiotic, C-1027. III. Antitumor activity.",1294-8,"C-1027, a new macromolecular antitumor antibiotic produced by Streptomyces globisporus C-1027, showed extremely potent cytotoxicity toward cultured cancer cells. Compared in terms of IC50 values, antibiotic C-1027 showed much more potent cytotoxicity than doxorubicin, mitomycin C and neocarzinostatin. Spermatogonial assay, a prescreen for anticancer drugs, was highly sensitive for detection of C-1027. At tolerable doses, C-1027 exhibited marked inhibition on a panel of transplantable tumors in mice, which included leukemia L1210, P388, ascites hepatoma H22, sarcoma 180 and melanoma Harding-Passey.","['Zhen, Y S', 'Ming, X Y', 'Yu, B', 'Otani, T', 'Saito, H', 'Yamada, Y']","['Zhen YS', 'Ming XY', 'Yu B', 'Otani T', 'Saito H', 'Yamada Y']","['Institute of Medicinal Biotechnology, Chinese Academy of Medical Sciences, Beijing.']",['eng'],,['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (Aminoglycosides)', '0 (Anti-Bacterial Agents)', '0 (Antibiotics, Antineoplastic)', '0 (Enediynes)', '0 (Proteins)', '120177-69-7 (C 1027)']",IM,"['*Aminoglycosides', 'Animals', '*Anti-Bacterial Agents', '*Antibiotics, Antineoplastic/toxicity', 'Drug Screening Assays, Antitumor', 'Enediynes', 'Humans', 'Lethal Dose 50', 'Male', 'Mice', 'Mice, Inbred DBA', 'Neoplasms, Experimental/drug therapy/pathology', 'Proteins/pharmacology/toxicity', 'Spermatogonia/drug effects', 'Tumor Stem Cell Assay']",,1989/08/01 00:00,1989/08/01 00:01,['1989/08/01 00:00'],"['1989/08/01 00:00 [pubmed]', '1989/08/01 00:01 [medline]', '1989/08/01 00:00 [entrez]']",['10.7164/antibiotics.42.1294 [doi]'],ppublish,J Antibiot (Tokyo). 1989 Aug;42(8):1294-8. doi: 10.7164/antibiotics.42.1294.,,,,,,,,,,,,
2759813,NLM,MEDLINE,19890908,20190824,0021-1265 (Print) 0021-1265 (Linking),158,5,1989 May,Recent experience with intensive combination chemotherapy for treatment of childhood acute lymphoblastic leukaemia.,97-101,"Forty-eight children with acute lymphoblastic leukaemia (ALL) who presented to the Oncology Department of Our Lady's Hospital for Sick Children, Crumlin, Dublin over a 52 month period were treated using a schedule modified from the BFM-81 protocol. All patients achieved remission within four weeks. With a minimum follow up period of 18 months, actuarial disease free survival was 68% and overall survival 75%. Mean hospital stay throughout the treatment period was 31 days. While these results represent an improvement in overall survival compared with historical controls, careful selection of risk categories will be the major aim of future studies so that more appropriate treatment can be instituted for high risk patients while minimising therapy for low risk disease.","['Vandenberghe, E', 'Staines, A', 'Breatnach, F', ""O'Meara, A""]","['Vandenberghe E', 'Staines A', 'Breatnach F', ""O'Meara A""]",,['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Ireland,Ir J Med Sci,Irish journal of medical science,7806864,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Child, Preschool', 'Clinical Protocols', 'Female', 'Humans', 'Infant', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy']",,1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",['10.1007/BF02943033 [doi]'],ppublish,Ir J Med Sci. 1989 May;158(5):97-101. doi: 10.1007/BF02943033.,,,,,,,,,,,,
2759560,NLM,MEDLINE,19890908,20190820,0309-0167 (Print) 0309-0167 (Linking),14,6,1989 Jun,Diagnosis of acute myeloid leukaemia with the use of monoclonal anti-neutrophil elastase (NP57) reactive with routinely processed biopsy samples.,637-43,"The reactivity of a monoclonal anti-neutrophil elastase antibody (NP57) with routinely processed biopsy samples from various acute leukaemias has been examined and compared with that of chloroacetate esterase and CD15 (hapten X), two other myeloid cell-associated markers detectable in paraffin sections. No staining was seen with these markers in 14 cases of acute lymphoblastic leukaemia. In contrast the neoplastic cells in 27 of 37 acute myeloid leukaemias were NP57 positive. Twenty of these were also positive for chloroacetate esterase, whereas CD15 was expressed in only six cases. These results indicate that detection of elastase with monoclonal NP57 forms a useful supplement to traditional methods for the histopathological diagnosis of acute myeloid leukaemias.","['Ralfkiaer, E', 'Pulford, K A', 'Lauritzen, A F', 'Avnstrom, S', 'Guldhammer, B', 'Mason, D Y']","['Ralfkiaer E', 'Pulford KA', 'Lauritzen AF', 'Avnstrom S', 'Guldhammer B', 'Mason DY']","['Department of Pathology, Rigshospitalet, University of Copenhagen, Denmark.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Histopathology,Histopathology,7704136,"['0 (Antibodies, Monoclonal)', '0 (Biomarkers, Tumor)', 'EC 3.4.21.36 (Pancreatic Elastase)', 'EC 3.4.21.37 (Leukocyte Elastase)']",IM,"['*Antibodies, Monoclonal', 'Biomarkers, Tumor/*immunology', 'Biopsy', 'Humans', 'Immunohistochemistry', 'Leukemia, Myeloid, Acute/*diagnosis/enzymology/pathology', 'Leukemia, Myelomonocytic, Acute/*diagnosis/enzymology/pathology', 'Leukocyte Elastase', 'Neutrophils/immunology/*metabolism', 'Pancreatic Elastase/immunology/*metabolism']",,1989/06/01 00:00,1989/06/01 00:01,['1989/06/01 00:00'],"['1989/06/01 00:00 [pubmed]', '1989/06/01 00:01 [medline]', '1989/06/01 00:00 [entrez]']",['10.1111/j.1365-2559.1989.tb02205.x [doi]'],ppublish,Histopathology. 1989 Jun;14(6):637-43. doi: 10.1111/j.1365-2559.1989.tb02205.x.,,,,,,,,,,,,
2759202,NLM,MEDLINE,19890921,20190629,0014-4754 (Print) 0014-4754 (Linking),45,8,1989 Aug 15,"Antiproliferative effects of 4',5'-unsaturated adenine nucleosides on leukemia L1210 cells in vitro.",729-30,"Several 4',5'-unsaturated adenine nucleosides were shown to have antiproliferative activity against L1210 leukemia cells in vitro. The active nucleosides were cytotoxic to the L1210 cells as demonstrated by Trypan Blue uptake. The cytotoxicity was not induced by alterations in the ribonucleoside and deoxyribonucleoside triphosphate levels of the L1210 cells.","['Sheid, B', 'Lerner, L M', 'Gaetjens, E']","['Sheid B', 'Lerner LM', 'Gaetjens E']","['Department of Pharmacology, State University of New York, Brooklyn 11203.']",['eng'],,['Journal Article'],Switzerland,Experientia,Experientia,0376547,"['0 (Adenine Nucleotides)', '0 (Antineoplastic Agents)', '0 (Cytosine Nucleotides)', '0 (Guanine Nucleotides)', '0 (Uracil Nucleotides)', 'K72T3FS567 (Adenosine)']",IM,"['Adenine Nucleotides/analysis', 'Adenosine/*analogs & derivatives/pharmacology', 'Animals', '*Antineoplastic Agents', 'Cell Division/*drug effects', 'Chemical Phenomena', 'Chemistry', 'Chromatography, High Pressure Liquid', 'Cytosine Nucleotides/analysis', 'Guanine Nucleotides/analysis', 'Leukemia L1210/*pathology', 'Tumor Cells, Cultured/drug effects', 'Uracil Nucleotides/analysis']",,1989/08/15 00:00,1989/08/15 00:01,['1989/08/15 00:00'],"['1989/08/15 00:00 [pubmed]', '1989/08/15 00:01 [medline]', '1989/08/15 00:00 [entrez]']",['10.1007/BF01974570 [doi]'],ppublish,Experientia. 1989 Aug 15;45(8):729-30. doi: 10.1007/BF01974570.,,,,,,,,,,,,
2759015,NLM,MEDLINE,19890921,20131121,0204-3564 (Print) 0204-3564 (Linking),11,4,1989,[Phosphorus-containing metabolites in the cells of anthracycline-resistant strains of leukemia P388].,70-3,The method of 31P nuclear magnetic resonance has been used to study in vivo the level of phosphorus-containing metabolites in cells of two strains of murine leukemia P388 with the phenotype of the multidrug resistance and in cells of the parent strain. Cells of both resistant strains showed a depressed level of phosphomonoesters in comparison with the parent one. The influence of rubomycin and emoksil on the level of phosphorus-containing metabolites of drug-resistant and -sensitive strains has been evaluated. The drugs were established not to affect practically the pool of these metabolites of the resistant strains. Both drugs significantly increased the pool of phosphomonoesters in the parent strain cells.,"['Shiriaeva, O A', 'Semenova, N A', ""Sibel'dina, L A"", 'Goncharova, S A', 'Konovalova, N P']","['Shiriaeva OA', 'Semenova NA', ""Sibel'dina LA"", 'Goncharova SA', 'Konovalova NP']",,['rus'],,"['Comparative Study', 'English Abstract', 'Journal Article']",Ukraine,Eksp Onkol,Eksperimental'naia onkologiia,8406659,"['0 (Antibiotics, Antineoplastic)', '27YLU75U4W (Phosphorus)', '83138-78-7 (ruboxyl)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*antagonists & inhibitors', 'Daunorubicin/analogs & derivatives/antagonists & inhibitors', 'Drug Resistance', 'Leukemia P388/drug therapy/*metabolism', 'Leukemia, Experimental/*metabolism', 'Magnetic Resonance Spectroscopy', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Phosphorus/analysis/*metabolism', 'Time Factors']",,1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Eksp Onkol. 1989;11(4):70-3.,Issledovanie fosforsoderzhashchikh metabolitov v kletkakh antratsiklinustoichivykh shtammov leikoza P388.,,,,,,,,,,,
2758712,NLM,MEDLINE,19890918,20170112,0392-856X (Print) 0392-856X (Linking),7,3,1989 May-Jun,Autoimmune disease in hairy-cell leukemia: systemic vasculitis and anticardiolipin syndrome.,329-30,,"['Salvarani, C', 'Capozzoli, N', 'Baricchi, R', 'Macchioni, P L', 'Rossi, F', 'Ghirelli, L', 'Bellelli, A', 'Tumiati, B', 'Portioli, I']","['Salvarani C', 'Capozzoli N', 'Baricchi R', 'Macchioni PL', 'Rossi F', 'Ghirelli L', 'Bellelli A', 'Tumiati B', 'Portioli I']",,['eng'],,"['Case Reports', 'Letter']",Italy,Clin Exp Rheumatol,Clinical and experimental rheumatology,8308521,"['0 (Autoantibodies)', '0 (Cardiolipins)']",IM,"['Adult', 'Aged', 'Autoantibodies/*immunology', 'Autoimmune Diseases/*complications', 'Cardiolipins/*immunology', 'Female', 'Humans', 'Leukemia, Hairy Cell/*complications', 'Male', 'Vasculitis/*complications']",,1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",,ppublish,Clin Exp Rheumatol. 1989 May-Jun;7(3):329-30.,,,,,,,,,,,,
2758683,NLM,MEDLINE,19890920,20190706,0009-8981 (Print) 0009-8981 (Linking),181,3,1989 May 31,Detection of elevated amounts of urinary pseudouridine in cancer patients by use of a monoclonal antibody.,305-15,"Preparation of anti-pseudouridine monoclonal antibodies (MoAbs) and their applications for the quantitation of urinary pseudouridine in cancer patients are described. Seven MoAbs were selected. Five MoAbs were specific for pseudouridine and two MoAbs were cross-reactive with uridine. The most specific antibody, APU-6, was used in an enzyme-linked immunosorbent assay (ELISA) to determine urinary pseudouridine. Sensitivity was in the picomole range and the accuracy was nearly equal to that of the high performance liquid chromatography (HPLC) assay. The amount of pseudouridine in the urine of 28 healthy donors was 31.17 +/- 9.94 nmol/mumol creatinine. In 55% (35/63) of patients with cancer, urinary pseudouridine was elevated above the normal mean + 2 SD (51.04 nmol/mumol creatinine). Particularly, all of the patients (15/15) with leukemia and lymphoma had elevated levels of pseudouridine. These results suggest that urinary pseudouridine might be useful as a marker for leukemia and lymphoma.","['Itoh, K', 'Mizugaki, M', 'Ishida, N']","['Itoh K', 'Mizugaki M', 'Ishida N']","['Department of Pharmaceutical Sciences, Tohoku University Hospital, Sendai, Japan.']",['eng'],,"['Comparative Study', 'Journal Article']",Netherlands,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,1302422,"['0 (Antibodies, Monoclonal)', '1445-07-4 (Pseudouridine)', 'MU72812GK0 (Creatine)', 'WHI7HQ7H85 (Uridine)']",IM,"['*Antibodies, Monoclonal', 'Antibody Specificity', 'Chromatography, High Pressure Liquid', 'Creatine/urine', 'Enzyme-Linked Immunosorbent Assay', 'Health Status', 'Humans', 'Hybridomas/immunology', 'Leukemia/urine', 'Lymphoma/urine', 'Neoplasms/*urine', 'Pseudouridine/immunology/*urine', 'Uridine/*analogs & derivatives']",,1989/05/31 00:00,1989/05/31 00:01,['1989/05/31 00:00'],"['1989/05/31 00:00 [pubmed]', '1989/05/31 00:01 [medline]', '1989/05/31 00:00 [entrez]']","['0009-8981(89)90236-2 [pii]', '10.1016/0009-8981(89)90236-2 [doi]']",ppublish,Clin Chim Acta. 1989 May 31;181(3):305-15. doi: 10.1016/0009-8981(89)90236-2.,,,,,,,,,,,,
2758590,NLM,MEDLINE,19890908,20190722,0009-9147 (Print) 0009-9147 (Linking),35,7,1989 Jul,Cobalamin-binding capacity of haptocorrin and transcobalamin: age-correlated reference intervals and values from patients.,1447-51,"Unsaturated cobalamin-binding capacity in plasma (P-UBBC) is determined by use of a silica gel (QUSO G32) to separate haptocorrin (P-ApoHC) and transcobalamin (P-ApoTC). The method is sensitive and precise: detection limit 13 pmol/L, interassay coefficients of variation 3% for P-UBBC (mean = 1080 pmol/L), 4% for P-ApoTC (mean = 700 pmol/L) (n = 30). Values for P-UBBC, P-ApoHC, P-ApoTC, and P-TBBC (P-UBBC plus P-cobalamin) determined in a population study of 228 individuals, ages 21-87 years, did not differ by sex. These values increased with age, whereas the cobalamin saturation (P-cobalamin as percentage of P-TBBC) decreased with age. However, these changes were statistically significant but marginal and thus not clinically important. We therefore suggest using combined reference intervals (central 95 percentiles) for all age groups: 500-1200 pmol/L for P-UBBC, 90-275 pmol/L for P-ApoHC, 400-930 pmol/L for P-ApoTC, 850-1600 pmol/L for P-TBBC, and 20-50% for cobalamin saturation. Results for 277 inpatients show high P-ApoHC in myeloproliferative disorders or acute nonlymphatic leukemia, whereas P-ApoTC concentrations are high in some patients with lymphoproliferative disorders or autoimmune diseases.","['Gimsing, P', 'Nexo, E']","['Gimsing P', 'Nexo E']","['Department of Internal Medicine and Hematology, Gentofte Hospital, Hillerod, Denmark.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Chem,Clinical chemistry,9421549,['0 (Transcobalamins)'],IM,"['Adult', 'Age Factors', 'Aged', 'Aged, 80 and over', '*Aging', 'Analysis of Variance', 'Female', 'Humans', 'Male', 'Middle Aged', 'Reference Values', 'Transcobalamins/*analysis/physiology']",,1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",,ppublish,Clin Chem. 1989 Jul;35(7):1447-51.,,,,,,,,,,,,
2758560,NLM,MEDLINE,19890921,20190828,0344-5704 (Print) 0344-5704 (Linking),24,5,1989,Absence of cross-resistance between two alkylating agents: BCNU vs bifunctional galactitol.,311-3,"Dianhydrogalactitol (DAG) increased the life span of both BCNU-sensitive and -resistant L1210 tumor-bearing mice. However, the BCNU-resistant strain showed slightly lower sensitivity against DAG, which could be overcome by an increase in drug dose of ca. 20%. The somewhat lower sensitivity was proportional to a slightly reduced DNA cross-linking formation induced by DAG in BCNU-resistant cells. The amount of DNA cross-links was determined by measurement of the 1,6-di(guaninyl)-galactitol content of DNA. The slight reduction in cross-links is not attributable to DNA repair but rather to other factors that seem to prevent the formation of DNA-drug adducts. The absence of cross-resistance is explained by different kinds of DNA damage caused by the two alkylating agents and the presumably different defense mechanisms developed by cells against these lesions.","['Institoris, E', 'Szikla, K', 'Otvos, L', 'Gal, F']","['Institoris E', 'Szikla K', 'Otvos L', 'Gal F']","['National Institute of Oncology, Budapest, Hungary.']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Alkylating Agents)', '0 (Antineoplastic Agents)', '0 (Cross-Linking Reagents)', '0 (DNA, Neoplasm)', '0 (Sugar Alcohols)', '4S465RYF7M (Dianhydrogalactitol)', '57230-48-5 (dianhydro-3,4-diacetylgalactitol)', 'U68WG3173Y (Carmustine)']",IM,"['Alkylating Agents/antagonists & inhibitors/*therapeutic use', 'Animals', 'Antineoplastic Agents/antagonists & inhibitors/*therapeutic use', 'Carmustine/antagonists & inhibitors/*therapeutic use', 'Cross-Linking Reagents/antagonists & inhibitors/*therapeutic use', 'DNA, Neoplasm/drug effects', 'Dianhydrogalactitol/analogs & derivatives/antagonists & inhibitors/*therapeutic use', 'Dose-Response Relationship, Drug', 'Drug Resistance', 'Drug Screening Assays, Antitumor', 'Leukemia L1210/drug therapy/mortality', 'Mice', 'Sugar Alcohols/*therapeutic use']",,1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1007/BF00304764 [doi]'],ppublish,Cancer Chemother Pharmacol. 1989;24(5):311-3. doi: 10.1007/BF00304764.,,,,,,,,,,,,
