PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,GR,RF,SI,TT,EIN,OID,OAB,OABL,OTO,OT,GN,CN,AD,CIN
3064716,NLM,MEDLINE,19890306,20141120,0250-7005 (Print) 0250-7005 (Linking),8,6,1988 Nov-Dec,Antitumor activity of the novel nitrosourea S10036 in rodent tumors.,1351-4,"The activity of the novel anticancer agent diethyl 1-3-(chloroethyl)-3-nitrosoureido ethyl phosphonate (S10036) was investigated on several rodent tumors. S10036 showed a good efficacy, comparable to that of the anticancer agent BCNU, against i.p transplanted P388 and L1210 leukemias. S10036 was very effective against the primary tumor and metastases of i.m transplanted M5076 reticular cell sarcoma of the mouse and against subline A of the Walker carcinoma of the rat. It was inactive against rodent tumors resistant to BCNU such as L1210/BCNU, ICIG-Ci4 murine fibrosarcoma and the Walker carcinoma subline B in the rat.","['Filippeschi, S', 'Colombo, T', 'Bassani, D', 'De Francesco, L', 'Arioli, P', ""D'Incalci, M"", 'Bartosek, I', 'Guaitani, A']","['Filippeschi S', 'Colombo T', 'Bassani D', 'De Francesco L', 'Arioli P', ""D'Incalci M"", 'Bartosek I', 'Guaitani A']",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,"['0 (Antineoplastic Agents)', '0 (Nitrosourea Compounds)', '0 (Organophosphorus Compounds)', 'GQ7JL9P5I2 (fotemustine)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Carcinoma 256, Walker/drug therapy', 'Drug Evaluation, Preclinical', 'Female', 'Fibrosarcoma/drug therapy', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Lymphoma, Large B-Cell, Diffuse/drug therapy', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred Strains', 'Nitrosourea Compounds/therapeutic use', 'Organophosphorus Compounds/therapeutic use', 'Rats', 'Rats, Inbred Strains']",1988/11/01 00:00,1988/11/01 00:01,['1988/11/01 00:00'],"['1988/11/01 00:00 [pubmed]', '1988/11/01 00:01 [medline]', '1988/11/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1988 Nov-Dec;8(6):1351-4.,,,,,,,,,,,,,,"['Istituto di Ricerche Farmacologiche Mario Negri, Milan, Italy.']",
3064714,NLM,MEDLINE,19890306,20131121,0250-7005 (Print) 0250-7005 (Linking),8,6,1988 Nov-Dec,Increased protective activity against acid precipitation of poly(U) in the serum of tumor-bearing mice.,1307-11,"Transplantation of leukemia L1210 cells into DBA/2 mice and of Ehrlich ascites tumor cells into BALB/C mice resulted in a significant increase of protective activity against acid precipitation of poly (U) in the serum. The increase was observed as early as one day after the tumor transplantation and seems to be connected with cancer growth, since inoculation of L1210 cells into BALB/C mice did not affect the protective activity, evidently as a result of their well established inability to cause cancer in this strain. Furthermore, no increase of activity was observed when bacteria were inoculated into mice, or when the latter were partially hepatectomized. The results suggest that the protective activity against acid precipitation of poly (U) could prove to be a tumor marker for the early detection of cancer growth.","['Kouretas, D', 'Papageorgiou, A', 'Antonoglou, O']","['Kouretas D', 'Papageorgiou A', 'Antonoglou O']",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,"['27416-86-0 (Poly U)', '5V2JDO056X (Trichloroacetic Acid)']",IM,"['Animals', 'Bacterial Infections/blood', 'Carcinoma, Ehrlich Tumor/*blood', 'Escherichia coli Infections/blood', 'Leukemia L1210/*blood', 'Liver Regeneration', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Micrococcus', 'Poly U/*blood/isolation & purification', 'Reference Values', 'Trichloroacetic Acid']",1988/11/01 00:00,1988/11/01 00:01,['1988/11/01 00:00'],"['1988/11/01 00:00 [pubmed]', '1988/11/01 00:01 [medline]', '1988/11/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1988 Nov-Dec;8(6):1307-11.,,,,,,,,,,,,,,"['Laboratory of Biochemistry, Theagenion Cancer Hospital, Thessaloniki, Greece.']",
3064478,NLM,MEDLINE,19890309,20061115,0070-4113 (Print) 0070-4113 (Linking),72,,1988,[Differentiation pathways in the monocyte/macrophage system].,50-6,,"['Radzun, H J']",['Radzun HJ'],['ger'],"['English Abstract', 'Journal Article', 'Review']",Germany,Verh Dtsch Ges Pathol,Verhandlungen der Deutschen Gesellschaft fur Pathologie,7503704,"['0 (Antigens, Differentiation)']",IM,"['Animals', 'Antigens, Differentiation/analysis', 'Cell Differentiation', 'Granulocytes/cytology', 'Hematopoiesis', 'Humans', 'Leukemia, Myeloid/pathology', 'Macrophages/*cytology', 'Monocytes/*cytology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Verh Dtsch Ges Pathol. 1988;72:50-6.,,,49,,Differenzierungslinien im Monozyten/Makrophagensystem.,,,,,,,,,,
3064371,NLM,MEDLINE,19890306,20171213,0300-8916 (Print) 0300-8916 (Linking),74,5,1988 Oct 31,Enhancement of methotrexate cytotoxicity by modulation of proliferative activity in normal and neoplastic T lymphocytes and in a myeloid leukemia cell line.,537-42,"Recent advances in the modulation of cell kinetics with growth factors suggest that the effect of cycle-specific cytostatic drugs can be enhanced by combination with such factors. The truth of this hypothesis was investigated by studying the effect of phytohemagglutinin and/or interleukin 2 on the sensitivity to methotrexate (MTX) of normal T lymphocytes and of lymphoblasts of a patient with acute T-cell lymphoid leukemia. In both cases, inhibition of proliferation by MTX was increased from less than 30% in resting cells or those suboptimally stimulated, in the case of leukemic blasts, to 68-83% in maximally stimulated cells. Similar results were observed when the AML 193 human myeloid leukemia line was stimulated with human recombinant granulocyte macrophage colony stimulation factor (GM-CSF). Under basal proliferation conditions, the addition of 1 microgram/ml and 10 micrograms/ml MTX was followed by 48% and 72% inhibition respectively. When 1 ng/ml GM-CSF (40 I.U./ml) was present, these figures rose to 89% and 91%. It is thus clear that growth factor-induced cell proliferation increases sensitivity to cycle-specific cytostatic agents. There is thus a biological premise for new perspectives in antineoplastic therapy.","['Ciaiolo, C', 'Ferrero, D', 'Pugliese, A', 'Biglino, A', 'Marletto, G', 'Tonello, M', 'Colzani, G', 'Marietti, G']","['Ciaiolo C', 'Ferrero D', 'Pugliese A', 'Biglino A', 'Marletto G', 'Tonello M', 'Colzani G', 'Marietti G']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Tumori,Tumori,0111356,"['0 (Colony-Stimulating Factors)', '0 (Growth Substances)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Cell Division/drug effects', 'Colony-Stimulating Factors/pharmacology', 'Granulocyte-Macrophage Colony-Stimulating Factor', 'Growth Substances/pharmacology', 'Humans', 'Leukemia, Myeloid/*pathology', 'Lymphocyte Activation/*drug effects', 'Methotrexate/*pharmacology', 'T-Lymphocytes/*drug effects', 'Tumor Cells, Cultured/drug effects']",1988/10/31 00:00,1988/10/31 00:01,['1988/10/31 00:00'],"['1988/10/31 00:00 [pubmed]', '1988/10/31 00:01 [medline]', '1988/10/31 00:00 [entrez]']",,ppublish,Tumori. 1988 Oct 31;74(5):537-42.,,,,,,,,,,,,,,"['Amedeo di Savoia Hospital, Turin, Italia.']",
3064295,NLM,MEDLINE,19890309,20190820,0036-8733 (Print) 0036-8733 (Linking),259,2,1988 Aug,Light-activated drugs.,68-75,,"['Edelson, R L']",['Edelson RL'],['eng'],"['Journal Article', 'Review']",United States,Sci Am,Scientific American,0404400,,IM,"['Humans', 'Immunotherapy', 'Leukapheresis', 'Leukemia, T-Cell/*therapy', 'Lymphoma/*therapy', 'PUVA Therapy/*methods', 'Skin Neoplasms/therapy', 'T-Lymphocytes/immunology']",1988/08/01 00:00,1988/08/01 00:01,['1988/08/01 00:00'],"['1988/08/01 00:00 [pubmed]', '1988/08/01 00:01 [medline]', '1988/08/01 00:00 [entrez]']",['10.1038/scientificamerican0888-68 [doi]'],ppublish,Sci Am. 1988 Aug;259(2):68-75. doi: 10.1038/scientificamerican0888-68.,,,3,,,,,,,,,,,"['Department of Dermatology, Yale University School of Medicine.']",
3064247,NLM,MEDLINE,19890228,20161123,1013-2058 (Print) 1013-2058 (Linking),77,49,1988 Dec 6,[Pneumopathy of unknown etiology in chronic lymphatic leukemia].,1348-54,,"['Zuber, M', 'Kummer, H', 'Gudat, F', 'Dubach, U C']","['Zuber M', 'Kummer H', 'Gudat F', 'Dubach UC']",['ger'],"['Case Reports', 'Journal Article', 'Review']",Switzerland,Schweiz Rundsch Med Prax,Schweizerische Rundschau fur Medizin Praxis = Revue suisse de medecine Praxis,8403202,,IM,"['Aged', '*Candidiasis/diagnostic imaging', 'Humans', '*Leukemia, Lymphocytic, Chronic, B-Cell/pathology', '*Lung Diseases, Fungal/diagnostic imaging', 'Lung Neoplasms/pathology', 'Male', 'Pneumonia/diagnostic imaging', 'Radiography']",1988/12/06 00:00,1988/12/06 00:01,['1988/12/06 00:00'],"['1988/12/06 00:00 [pubmed]', '1988/12/06 00:01 [medline]', '1988/12/06 00:00 [entrez]']",,ppublish,Schweiz Rundsch Med Prax. 1988 Dec 6;77(49):1348-54.,,,9,,Pneumopathie unklarer Atiologie bei chronisch lymphatischer Leukamie.,,,,,,,,,,
3064088,NLM,MEDLINE,19890306,20061115,0258-8757 (Print) 0258-8757 (Linking),3,3,1988,Establishment and characterization of a hypoxanthine guanine phosphoribosyl transferase deficient human promyelocytic leukemia cell mutant.,149-56,,"['Liu, Y H', 'Xue, S P']","['Liu YH', 'Xue SP']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Proc Chin Acad Med Sci Peking Union Med Coll,"Proceedings of the Chinese Academy of Medical Sciences and the Peking Union Medical College = Chung-kuo i hsueh k'o hsueh yuan, Chung-kuo hsieh ho i k'o ta hsueh hsueh pao",8712086,"['0 (Macrophage-1 Antigen)', '0 (Receptors, Complement)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)']",IM,"['Animals', 'Cell Differentiation/drug effects', 'Humans', 'Hypoxanthine Phosphoribosyltransferase/*deficiency', 'Leukemia, Promyelocytic, Acute/*enzymology/pathology', 'Macrophage-1 Antigen', 'Mice', 'Mice, Inbred BALB C', 'Mutation', 'Receptors, Complement/analysis', 'Tumor Cells, Cultured']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Proc Chin Acad Med Sci Peking Union Med Coll. 1988;3(3):149-56.,,,,,,,,,,,,,,,
3063870,NLM,MEDLINE,19890306,20061115,0023-1495 (Print) 0023-1495 (Linking),56,6,1988 Jun,[Bone marrow transplantation in childhood. I].,259-64,,"['Zintl, F']",['Zintl F'],['ger'],"['English Abstract', 'Journal Article', 'Review']",Germany,Kinderarztl Prax,Kinderarztliche Praxis,0376356,,IM,"['Anemia, Aplastic/therapy', '*Bone Marrow Transplantation', 'Child', 'Humans', 'Immunologic Deficiency Syndromes/therapy', 'Leukemia/therapy', 'Neoplasms/therapy']",1988/06/01 00:00,1988/06/01 00:01,['1988/06/01 00:00'],"['1988/06/01 00:00 [pubmed]', '1988/06/01 00:01 [medline]', '1988/06/01 00:00 [entrez]']",,ppublish,Kinderarztl Prax. 1988 Jun;56(6):259-64.,,,24,,Knochenmarktransplantation im Kindesalter. Teil I.,,,,,,,,,,
3063859,NLM,MEDLINE,19890302,20071115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[t(11;19) (q23.3;p13.3) in a adult with acute myelogenous leukemia].,1493-8,,"['Kamano, H', 'Kubota, Y', 'Ohnishi, H', 'Taoka, T', 'Tanaka, T', 'Irino, S']","['Kamano H', 'Kubota Y', 'Ohnishi H', 'Taoka T', 'Tanaka T', 'Irino S']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 19', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Middle Aged', '*Translocation, Genetic']",1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1493-8.,,,23,,,,,,,,,,,,
3063857,NLM,MEDLINE,19890302,20061115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Leukemic conversion of an initially untreated patient with follicular lymphoma six years after diagnosis].,1447-53,,"['Kajiyama, K', 'Takahashi, K', 'Itakura, S', 'Mizorogi, F', 'Haruki, M', 'Kawano, K', 'Miura, J', 'Takaki, K', 'Horiguchi, M']","['Kajiyama K', 'Takahashi K', 'Itakura S', 'Mizorogi F', 'Haruki M', 'Kawano K', 'Miura J', 'Takaki K', 'Horiguchi M']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Aged', 'Biopsy', 'Bone Marrow/pathology', 'Head and Neck Neoplasms/*pathology', 'Humans', 'Leukemia/*pathology', 'Lymph Nodes/pathology', 'Lymphoma, Follicular/*pathology', 'Male']",1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1447-53.,,,,,,,,,,,,,,,
3063856,NLM,MEDLINE,19890302,20061115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Hyperleukocytosis in a variant form of acute promyelocytic leukemia].,1437-41,,"['Misaki, Y', 'Ohsaka, A', 'Sakata, Y', 'Yoshida, M', 'Sato, Y', 'Amemiya, Y', 'Kitagawa, S', 'Sakamoto, S', 'Miura, Y', 'Kawai, T']","['Misaki Y', 'Ohsaka A', 'Sakata Y', 'Yoshida M', 'Sato Y', 'Amemiya Y', 'Kitagawa S', 'Sakamoto S', 'Miura Y', 'Kawai T', 'et al.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Aged', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*complications/pathology', 'Leukocytosis/*etiology/pathology', 'Mouth Neoplasms/complications/pathology']",1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1437-41.,,,14,,,,,,,,,,,,
3063854,NLM,MEDLINE,19890302,20131121,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Urotoxicity of enocitabine (BH-AC) and aclarubicin (ACM) in pediatric patients with hematological malignancies].,1388-93,,"['Fujiwara, F', 'Yoshihara, T', 'Ikushima, S', 'Esumi, N', 'Todo, S', 'Morioka, Y', 'Imashuku, S', 'Okano, S', 'Hashida, T', 'Ishii, T']","['Fujiwara F', 'Yoshihara T', 'Ikushima S', 'Esumi N', 'Todo S', 'Morioka Y', 'Imashuku S', 'Okano S', 'Hashida T', 'Ishii T', 'et al.']",['jpn'],"['Clinical Trial', 'English Abstract', 'Journal Article', 'Multicenter Study']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['04079A1RDZ (Cytarabine)', '74KXF8I502 (Aclarubicin)', '9YVR68W306 (enocitabine)']",IM,"['Aclarubicin/administration & dosage/adverse effects', 'Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Child', 'Child, Preschool', 'Cytarabine/administration & dosage/adverse effects/analogs & derivatives', 'Female', 'Hematuria/*chemically induced', 'Humans', 'Infant', 'Leukemia/*drug therapy', 'Lymphoma/*drug therapy', 'Male', 'Multicenter Studies as Topic', 'Retrospective Studies']",1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1388-93.,,,,,,,,,,,,,,,
3063852,NLM,MEDLINE,19890302,20151119,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Treatment of childhood acute leukemia: a long-term follow-up study of CCLSG-high risk ALL 811 (phase III study). Children's Cancer & Leukemia Study Group].,1357-64,,"['Mimaya, J', 'Fujimoto, T', 'Takeda, T', 'Yanai, M', 'Yatabe, M', 'Utumi, J', 'Hiyosi, Y', 'Koizumi, S', 'Tanaka, K', 'Yaoi, K']","['Mimaya J', 'Fujimoto T', 'Takeda T', 'Yanai M', 'Yatabe M', 'Utumi J', 'Hiyosi Y', 'Koizumi S', 'Tanaka K', 'Yaoi K', 'et al.']",['jpn'],"['Clinical Trial', 'English Abstract', 'Journal Article', 'Multicenter Study']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'VAP-cyclo protocol']",IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Doxorubicin/administration & dosage', 'Female', 'Follow-Up Studies', 'Humans', 'Infant', 'Male', 'Multicenter Studies as Topic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/radiotherapy', 'Prednisolone/administration & dosage', 'Random Allocation', 'Risk Factors', 'Vincristine/administration & dosage']",1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1357-64.,,,,,,,,,,,,,,,
