PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,RF,OID,OAB,OABL,OTO,OT,GN,SI,PS,FPS,CN
7018621,NLM,MEDLINE,19810925,20210216,0006-4971 (Print) 0006-4971 (Linking),58,2,1981 Aug,Terminal deoxynucleotidyl transferase-containing cells in peripheral blood: implications for the surveillance of patients with lymphoblastic leukemia or lymphoma in remission.,214-20,"An indirect immunofluorescence assay was used to quantitate TdT-containing (TdT+) cells in the mononuclear leukocyte fraction of peripheral blood from normal subjects and patients with acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LL). In normal children (10) and adults (10), 0.036% +/- 0.014% (mean +/- SD) and 0.030% +/- 0.015% TdT+ cells were found. In peripheral bloods from 10 children receiving chemotherapy for tumors other than ALL or LL, 0.040% +/- 0.039% TdT+ cells were found. Serial determinations were performed on 15 patients with ALL or LL who were in clinical remission. Eight of these patients remained in continuous remission and always had fewer than 0.11% TdT+ cells in their peripheral blood. Three patients who developed systemic relapse were found to have progressively rising numbers of TdT+ cells in their peripheral blood prior to clinical evidence of relapse. All 3 of these patients had greater than 0.1% TdT+ cells in their peripheral blood from 3 to 8 wk prior to clinical relapse. In 3 other patients, localized extramedullary relapse developed, but no trend was found on serial TdT determinations. Thus, the indirect immunofluorescence assay for TdT detects a small population of cells in normal peripheral blood. In patients with ALL, progressive increases above this normal level were associated with subsequent bone marrow relapse.","['Froehlich, T W', 'Buchanan, G R', 'Cornet, J A', 'Sartain, P A', 'Smith, R G']","['Froehlich TW', 'Buchanan GR', 'Cornet JA', 'Sartain PA', 'Smith RG']",['eng'],"['CA18132/CA/NCI NIH HHS/United States', 'CA23115/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['1CC1JFE158 (Dactinomycin)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Animals', 'Bone Marrow/pathology', 'Cattle', 'Cerebrospinal Fluid/pathology', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', '*DNA Nucleotidylexotransferase', '*DNA Nucleotidyltransferases', 'Dactinomycin/therapeutic use', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia, Lymphoid/drug therapy/*enzymology', 'Lymphocytes/*enzymology', 'Lymphoma/drug therapy/*enzymology', 'Male', 'Rabbits', 'Vincristine/therapeutic use']",1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']",['S0006-4971(20)63010-5 [pii]'],ppublish,Blood. 1981 Aug;58(2):214-20.,,,,,,,,,,,,,
7018520,NLM,MEDLINE,19810915,20071115,0037-8771 (Print) 0037-8771 (Linking),57,1,1981 Jan 15,[Cytogenetics in bone marrow transplantations. II. Acute lymphocytic leukemia].,27-32,"In this we report cytogenetic data concerning two patients with Acute Lymphoblastic Leukemia (ALL), submitted to bone marrow transplantation. In one of two patients the chimere was present while in the other case it was absent, since the donor and the acceptor were of the same sex. However even in the latter case, the cytogenetic analysis was useful and led to the identification of endomitosis and endoreduplication phenomena, which are signs for an unlucky prognosis.","['Palka, G', 'Geraci, L', 'Felaco, M', 'Caramelli, E', 'Santi, P', 'Honora, B', 'Antonucci, A']","['Palka G', 'Geraci L', 'Felaco M', 'Caramelli E', 'Santi P', 'Honora B', 'Antonucci A']",['ita'],,"['English Abstract', 'Journal Article']",Italy,Boll Soc Ital Biol Sper,Bollettino della Societa italiana di biologia sperimentale,7506962,,IM,"['*Bone Marrow Transplantation', 'Child', 'Chimera', 'Female', 'Graft vs Host Reaction', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*therapy', 'Male', 'Polyploidy', 'Transplantation, Homologous']",1981/01/15 00:00,1981/01/15 00:01,['1981/01/15 00:00'],"['1981/01/15 00:00 [pubmed]', '1981/01/15 00:01 [medline]', '1981/01/15 00:00 [entrez]']",,ppublish,Boll Soc Ital Biol Sper. 1981 Jan 15;57(1):27-32.,,Citogenetica in trapianti midollari. II) Leucemia linfatica acuta.,,,,,,,,,,,
7018337,NLM,MEDLINE,19810827,20190619,0003-4819 (Print) 0003-4819 (Linking),95,1,1981 Jul,Polycythemia: mechanisms and management.,71-87,"The principal function of erythrocytes is the transport of oxygen. Erythropoiesis proceeds at a rate consistent with the demand for oxygen-carrying capacity, and the major regulator of erythrocyte production is erythropoietin. Erythropoietin is produced primarily by the kidney under control of a tissue oxygenation sensor. The recently developed erythropoietin radioimmunoassay should provide a clinically useful tool. Erythrocytosis is a pathologic state characterized by an elevated erythrocyte mass, which may result from increased proliferation of erythroid progenitors due to an intrinsic cellular defect or in response to extrinsic signals. Secondary erythrocytosis results from either physiologically appropriate compensation for inadequate tissue oxygenation or from inappropriate stimulation of erythropoiesis. Erythrocytosis increases oxygen-carrying capacity of the blood, but at high hematocrit levels increased blood viscosity may result in decreased tissue oxygen delivery. Polycythemia vera is a hematopoietic stem cell disease of clonal origin. Initial results from the Polycythemia Rubra Study Group suggest that therapy with chlorambucil is associated with an unacceptably high risk for development of acute leukemia, and 32P is preferred for situations in which phlebotomy alone is insufficient.","['Golde, D W', 'Hocking, W G', 'Koeffler, H P', 'Adamson, J W']","['Golde DW', 'Hocking WG', 'Koeffler HP', 'Adamson JW']",['eng'],"['CA 15619/CA/NCI NIH HHS/United States', 'CA 15688/CA/NCI NIH HHS/United States', 'RR 00865/RR/NCRR NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Ann Intern Med,Annals of internal medicine,0372351,"['0 (Hemoglobins)', '11096-26-7 (Erythropoietin)']",IM,"['Blood Gas Analysis', 'Bone Marrow/physiopathology', 'Erythropoietin/analysis/biosynthesis/metabolism/physiology', 'Hematopoietic Stem Cells/physiology', 'Hemoglobins/analysis', 'Humans', 'Polycythemia/diagnosis/physiopathology/*therapy', 'Polycythemia Vera/physiopathology/therapy']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",['10.7326/0003-4819-95-1-71 [doi]'],ppublish,Ann Intern Med. 1981 Jul;95(1):71-87. doi: 10.7326/0003-4819-95-1-71.,,,159,,,,,,,,,,
7017851,NLM,MEDLINE,19810810,20071115,0034-1193 (Print) 0034-1193 (Linking),70,3,1981 Mar,"[Acute plasmacytic leukemia: clinical considerations and morphological, cytochemical and ultrastructural aspects].",292-311,,"['Spremolla, G', 'Papineschi, F', 'Petrini, M', 'Daole, G']","['Spremolla G', 'Papineschi F', 'Petrini M', 'Daole G']",['ita'],,"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Italy,Recenti Prog Med,Recenti progressi in medicina,0401271,,IM,"['Acute Disease', 'Aged', 'Female', 'Humans', 'Leukemia, Plasma Cell/*diagnosis/pathology', 'Plasma Cells/*ultrastructure']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",,ppublish,Recenti Prog Med. 1981 Mar;70(3):292-311.,,"Leucemia plasmacellulare acuta: considerazioni cliniche ed aspetti morfologici, citochimici e ultrastrutturali.",129,,,,,,,,,,
7017849,NLM,MEDLINE,19810810,20071115,0034-1193 (Print) 0034-1193 (Linking),70,3,1981 Mar,[The karyotype in the blastic crisis of chronic myeloid leukemia].,259-70,,"['Alimena, G', 'Gastaldi, R', 'De Cuia, M R', 'Lombardi, A', 'Dallapiccola, B']","['Alimena G', 'Gastaldi R', 'De Cuia MR', 'Lombardi A', 'Dallapiccola B']",['ita'],,"['English Abstract', 'Journal Article', 'Review']",Italy,Recenti Prog Med,Recenti progressi in medicina,0401271,,IM,"['*Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Chromosomes, Human, 6-12 and X', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/complications/*genetics', 'Leukemia, Myeloid, Acute/complications/*genetics', 'Trisomy']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",,ppublish,Recenti Prog Med. 1981 Mar;70(3):259-70.,,Il cariotipo nella crisi blastica della leucemia mieloide cronica.,45,,,,,,,,,,
7017848,NLM,MEDLINE,19810810,20061115,0034-1193 (Print) 0034-1193 (Linking),70,3,1981 Mar,"[Hairy cell leukemia. Clinical, hematological, immunological and ultrastructural observations on 6 cases. Review of literature].",217-58,,"['Damasio, E', 'Lambertenghi Deliliers, G', 'Zanon, P', 'Vimercati, R', 'Occhini, D', 'Rossi, E', 'Santini, G', 'Giordano, D', 'Carella, M', 'Cerri, R', 'Van Lint, M T', 'Risso, M', 'Spriano, M', 'Durando, A', 'Piaggio, G', 'Raffo, M R', 'Siccardi, M', 'Grassia, L', 'Podesta, M', 'Banchi, L', 'Benacchio, L', 'Marmont, A']","['Damasio E', 'Lambertenghi Deliliers G', 'Zanon P', 'Vimercati R', 'Occhini D', 'Rossi E', 'Santini G', 'Giordano D', 'Carella M', 'Cerri R', 'Van Lint MT', 'Risso M', 'Spriano M', 'Durando A', 'Piaggio G', 'Raffo MR', 'Siccardi M', 'Grassia L', 'Podesta M', 'Banchi L', 'Benacchio L', 'Marmont A']",['ita'],,"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Italy,Recenti Prog Med,Recenti progressi in medicina,0401271,"['0 (Immunoglobulins)', '9007-36-7 (Complement System Proteins)']",IM,"['Adult', 'Bone Marrow/pathology', 'Complement System Proteins/analysis', 'Female', 'Humans', 'Immunoglobulins/analysis', '*Leukemia, Hairy Cell/diagnosis/immunology/pathology', 'Liver/pathology', 'Male', 'Middle Aged', 'Rosette Formation', 'Spleen/pathology', 'T-Lymphocytes']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",,ppublish,Recenti Prog Med. 1981 Mar;70(3):217-58.,,"Leucemia a cellule capellute. Considerazioni cliniche, ematologiche, immunologiche ed ultrastrutturali in 6 casi. Revisione della letteratura.",107,,,,,,,,,,
7017836,NLM,MEDLINE,19810820,20041117,0033-8303 (Print) 0033-8303 (Linking),29,11,1980 Nov,[Radiation and cancer (author's transl)].,556-65,,"['Tanooka, H']",['Tanooka H'],['jpn'],,"['Journal Article', 'Review']",Japan,Radioisotopes,Radioisotopes,20010290R,,IM,"['Animals', 'Ear Neoplasms', 'Female', 'Humans', 'Leukemia, Radiation-Induced', 'Male', 'Mice', '*Neoplasms, Radiation-Induced', 'Nuclear Warfare', 'Radiation Dosage', 'Radiation Injuries', 'Rats', 'Sarcoma', 'Skin Neoplasms', 'Ultraviolet Rays/adverse effects']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",,ppublish,Radioisotopes. 1980 Nov;29(11):556-65.,,,62,,,,,,,,,,
7017825,NLM,MEDLINE,19810827,20071115,0033-2240 (Print) 0033-2240 (Linking),38,2,1981,[N-acetyl-beta-glucosaminidase in the blood cells (author's transl)].,303-6,,"['Lisiewicz, J', 'Maroszynska, E']","['Lisiewicz J', 'Maroszynska E']",['pol'],,"['Comparative Study', 'Journal Article', 'Review']",Poland,Przegl Lek,Przeglad lekarski,19840720R,"['EC 3.2.1.- (Hexosaminidases)', 'EC 3.2.1.52 (Acetylglucosaminidase)']",IM,"['Acetylglucosaminidase/*blood', 'Female', 'Hexosaminidases/*blood', 'Humans', 'Laryngeal Neoplasms/blood', 'Leiomyoma/blood', 'Leukemia/blood', 'Leukocytes/*enzymology', 'Lymphoma/blood', 'Neoplasms/*blood', 'Stomach Neoplasms/blood', 'Uterine Neoplasms/blood']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Przegl Lek. 1981;38(2):303-6.,,N-acetyl-beta-glukozaminidaza w komorkach krwi.,25,,,,,,,,,,
7017811,NLM,MEDLINE,19810810,20061115,0033-8354 (Print) 0033-8354 (Linking),21,6,1980,[The radiologist's professional radiation risk in the view of international epidemiological studies (author's transl)].,849-58,,"['Schuttmann, W']",['Schuttmann W'],['ger'],,"['English Abstract', 'Journal Article', 'Review']",Germany,Radiol Diagn (Berl),Radiologia diagnostica,0401253,,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Leukemia/etiology/mortality', 'Male', 'Middle Aged', 'Neoplasms/etiology', 'Occupational Diseases/*epidemiology', 'Radiation Injuries/*epidemiology', 'Radiation Protection', 'Radiography/adverse effects', '*Radiology', 'Risk']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Radiol Diagn (Berl). 1980;21(6):849-58.,,Das berufliche Strahlenrisiko des Radiologen in der Sicht internationaler epidemiologischer Studien.,20,,,,,,,,,,
7017697,NLM,MEDLINE,19810810,20080221,0071-2736 (Print) 0071-2736 (Linking),17,,1980,Incidence of cancer in renal transplant recipients.,502-6,"In summary, the susceptibility of transplant recipients to the development of cancer is dramatically revealed by the oncogenic effects of sunlight. Skin and other forms of carcinoma are aggressive and develop particularly in patients doing well from the immunological point of view post transplantation. Patients with cancer are less susceptible to rejection than those without. Patients with malignancy survive significantly better in the early post transplant years than do those without cancer, but fare much worse later on because of deaths caused by cancer and because of the need to withdraw immune suppressive therapy in those patients with proliferating cancer. Almost 40% of long survivors have cancer, an incidence which continues to increase. Cancer has become a major cause of mortality in long survivors. It seems that, with time, most carcinomas which occur in the general population will occur with increased frequency in renal transplant recipients.","['Sheil, A G', 'May, J', 'Mahoney, J F', 'Horvath, J S', 'Johnson, J R', 'Tiller, D J', 'Stewart, J H']","['Sheil AG', 'May J', 'Mahoney JF', 'Horvath JS', 'Johnson JR', 'Tiller DJ', 'Stewart JH']",['eng'],,['Journal Article'],England,Proc Eur Dial Transplant Assoc,Proceedings of the European Dialysis and Transplant Association. European Dialysis and Transplant Association,0355210,,IM,"['Adenocarcinoma/epidemiology', 'Australia', 'Female', 'Humans', '*Kidney Transplantation', 'Leukemia/epidemiology', 'Lymphoma, Large B-Cell, Diffuse/epidemiology', 'Neoplasms/*epidemiology', 'Postoperative Complications/*epidemiology', 'Skin Neoplasms/epidemiology', 'Transplantation, Homologous', 'Uterine Cervical Neoplasms/epidemiology']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Proc Eur Dial Transplant Assoc. 1980;17:502-6.,,,,,,,,,,,,,
7017639,NLM,MEDLINE,19810820,20071115,0032-5449 (Print) 0032-5449 (Linking),34,2,1980 Mar-Apr,"[Immunological and clinical differences between lymphoblastic leukemia and lymphoma originating from non-T, non-B cells, T cells and B cells].",119-41,,"['Rupniewska, Z M', 'Kniaz, M']","['Rupniewska ZM', 'Kniaz M']",['pol'],,"['Comparative Study', 'English Abstract', 'Journal Article', 'Review']",Poland,Postepy Hig Med Dosw,Postepy higieny i medycyny doswiadczalnej,0421052,,IM,"['B-Lymphocytes/immunology', 'Hematopoietic Stem Cells/*immunology', 'Humans', 'Leukemia, Lymphoid/classification/*immunology', 'Lymphocytes/*immunology', 'Lymphoma, Non-Hodgkin/classification/*immunology', 'T-Lymphocytes/immunology']",1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",,ppublish,Postepy Hig Med Dosw. 1980 Mar-Apr;34(2):119-41.,,"Odrebnosci immunologiczno-kliniczne ostrych limfoblastycznych bialaczek-chloniakow pochodzacych z komorek ""nie-T, nie-B"", komorek T i komorek B.",124,,,,,,,,,,
7017595,NLM,MEDLINE,19810810,20041117,0301-1518 (Print) 0301-1518 (Linking),10,23,1981 May 23,[Toward a cure for acute leukemia].,1897-9,,"['Bernard, J']",['Bernard J'],['fre'],,"['Editorial', 'Historical Article']",France,Nouv Presse Med,La Nouvelle presse medicale,0312552,,IM,"['Acute Disease', 'History, 20th Century', 'Humans', 'Leukemia/history/*therapy']",1981/05/23 00:00,1981/05/23 00:01,['1981/05/23 00:00'],"['1981/05/23 00:00 [pubmed]', '1981/05/23 00:01 [medline]', '1981/05/23 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1981 May 23;10(23):1897-9.,,Vers la guerison des leucemies aigues.,,,,,,,,,,,
7017572,NLM,MEDLINE,19810820,20061115,0031-4005 (Print) 0031-4005 (Linking),67,2,1981 Feb,Pneumococcal sepsis in childhood leukemia and lymphoma.,292-5,Forty episodes of sepsis in 28 patients with leukemia or lymphoma were reviewed. Streptococcus pneumoniae accounted for 14 episodes and was the most frequent etiologic agent isolated. Escherichia coli and Staphylococcus aureus accounted for an additional 16 episodes. No patients with pneumococcal sepsis died whereas the overall mortality was 25%. Five of the patients with pneumococcal sepsis had polymorphonuclear leukocyte counts less than 500/cu mm. All patients in remission who had pneumococcal sepsis had a leukocytosis in response to their infection. Foci in patients with pneumococcal sepsis were identified in 50% of the episodes and all were confined to the respiratory tract.,"['Allen, J B', 'Weiner, L B']","['Allen JB', 'Weiner LB']",['eng'],,['Journal Article'],United States,Pediatrics,Pediatrics,0376422,,IM,"['Escherichia coli Infections/drug therapy/etiology', 'Humans', 'Leukemia/complications/*drug therapy', 'Leukocyte Count', 'Lymphoma/complications/*drug therapy', 'Neutrophils', 'Pneumococcal Infections/drug therapy/*etiology', 'Risk', 'Sepsis/drug therapy/*etiology']",1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",,ppublish,Pediatrics. 1981 Feb;67(2):292-5.,,,,,,,,,,,,,
