PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,PS,FPS,CN,CIN,OID,OAB,OABL,OTO,OT,GN,RIN,SI
6360496,NLM,MEDLINE,19840215,20190919,0141-9854 (Print) 0141-9854 (Linking),5,3,1983,Massive retroperitoneal lymphadenopathy as a terminal event in hairy cell leukaemia.,259-63,"A case of hairy cell leukaemia complicated as a terminal event by massive retroperitoneal lymphadenopathy is described. The patient had recently been treated with lithium carbonate and had previously been demonstrated to suffer from a systemic vasculitis, either or both of which may have contributed to the development of this rare complication.","['Mehta, A B', 'Catovsky, D', ""O'Brien, C J"", 'Lott, M', 'Bowley, N', 'Hemmingway, A']","['Mehta AB', 'Catovsky D', ""O'Brien CJ"", 'Lott M', 'Bowley N', 'Hemmingway A']",['eng'],,"['Case Reports', 'Journal Article']",England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,"['5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'CHOP protocol']",IM,"['Adult', '*Antineoplastic Combined Chemotherapy Protocols', 'Cyclophosphamide/therapeutic use', 'Doxorubicin/therapeutic use', 'Escherichia coli Infections/chemically induced', 'Humans', 'Leukemia, Hairy Cell/*complications/drug therapy', 'Lymphadenitis/*complications', 'Male', 'Prednisone/therapeutic use', 'Radiography, Abdominal', 'Retroperitoneal Space', 'Tomography, X-Ray Computed', 'Vincristine/therapeutic use']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1111/j.1365-2257.1983.tb01362.x [doi]'],ppublish,Clin Lab Haematol. 1983;5(3):259-63. doi: 10.1111/j.1365-2257.1983.tb01362.x.,,,,,,,,,,,,,,,
6360347,NLM,MEDLINE,19840214,20201212,0008-5472 (Print) 0008-5472 (Linking),44,1,1984 Jan,Immunotherapy for chronic myelogenous leukemia: survival not affected by treatment in the stable phase.,383-5,"Thirty-one consecutive patients with chronic myelogenous leukemia were treated in the chronic phase with immunotherapy in addition to chemotherapy. Immunotherapy consisted of Bacillus Calmette-Guerin and allogeneic myeloblasts given by vaccination, and chemotherapy comprised busulfan p.o. in most patients. No randomly allocated control group was designated, but patient characteristics appear to be typical of those of other published groups. Twenty-eight of 31 patients were followed from diagnosis to death, and the three remaining patients were followed for over 5 years. The median survival of the patients in our group was 37 months. There was a constant rate of decline in survival with time, with a mean annual death rate of 30% per year. Twenty-five of the 31 patients terminated in blast crisis. One of 21 patients achieved complete remission in blast crisis of myeloid or indeterminate type, and three of four patients achieved complete remission for blast crisis of lymphoid type. The median survival, the rate of decline in survival, and the remission rate in blast crisis do not appear to differ from those of comparable groups of patients treated with chemotherapy alone.","['Baker, M A', 'Taub, R N', 'Carter, W H Jr', 'Davidson, M', 'Sutton, D M', 'Kutas, G', 'Berger, S', 'Watt, H J']","['Baker MA', 'Taub RN', 'Carter WH Jr', 'Davidson M', 'Sutton DM', 'Kutas G', 'Berger S', 'Watt HJ']",['eng'],"['CA 31761-03/CA/NCI NIH HHS/United States', 'CA 31762-03/CA/NCI NIH HHS/United States']","['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['G1LN9045DK (Busulfan)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Adult', 'Busulfan/therapeutic use', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Follow-Up Studies', 'Humans', 'Hydroxyurea/therapeutic use', '*Immunotherapy', 'Leukemia, Myeloid/drug therapy/*therapy', 'Leukemia, Myeloid, Acute/immunology', 'Mycobacterium bovis/immunology', 'Transplantation, Homologous']",1984/01/01 00:00,2001/03/28 10:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1984 Jan;44(1):383-5.,,,,,,,,,,,,,,,
6360331,NLM,MEDLINE,19840221,20190620,0008-543X (Print) 0008-543X (Linking),53,1,1984 Jan 1,Coexistence of myelomonocytic leukemia and monoclonal gammopathy or myeloma. Simultaneous presentation in three patients.,83-5,"The coexistence of monoclonal gammopathy or myeloma and nonlymphoblastic leukemia is reported in three untreated patients. One patient had IgG kappa myeloma and monoblastic leukemia, whereas the two others had IgA paraprotein in association with chronic granulocytic and acute myelomonoblastic leukemia, respectively. Simultaneous presentation of monoclonal gammopathy or myeloma and nonlymphoblastic leukemia is rare, and this report reviews the possible pathogenesis of this phenomena.","['Raz, I', 'Polliack, A']","['Raz I', 'Polliack A']",['eng'],,"['Case Reports', 'Journal Article', 'Review']",United States,Cancer,Cancer,0374236,,IM,"['Aged', 'Bone Marrow/pathology', 'Bone and Bones/pathology', 'Humans', 'Leukemia, Myeloid/*complications/pathology', 'Male', 'Middle Aged', 'Multiple Myeloma/*complications/pathology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1002/1097-0142(19840101)53:1<83::aid-cncr2820530115>3.0.co;2-q [doi]'],ppublish,Cancer. 1984 Jan 1;53(1):83-5. doi: 10.1002/1097-0142(19840101)53:1<83::aid-cncr2820530115>3.0.co;2-q.,29,,,,,,,,,,,,,,
6360252,NLM,MEDLINE,19840215,20190904,0006-5242 (Print) 0006-5242 (Linking),47,6,1983 Dec,Bone marrow cell dose and kinetics of recovery following allogeneic marrow transplantation in man.,355-60,In 50 patients transplanted for acute or chronic leukemia we studied the correlation between the number of infused bone marrow cells/kg recipient body weight and the time needed for engraftment. Engraftment was arbitrarily defined as the first day of 1 X 10(9) leukocytes/l and of 20 X 10(9) reticulocytes/l after the posttransplantation nadir. There is a negative non-linear correlation between the duration of leukopenia following marrow transplantation and the amount of transfused nucleated cells (p = 0.01). Since the incidence of infectious or hemorrhagic complications depends directly on the duration of aplasia it is justifiable to give a maximal cell dose.,"['Niederwieser, D', 'Gratwohl, A', 'Oberholzer, M', 'Osterwalder, B', 'Nissen, C', 'Speck, B']","['Niederwieser D', 'Gratwohl A', 'Oberholzer M', 'Osterwalder B', 'Nissen C', 'Speck B']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Blut,Blut,0173401,,IM,"['Acute Disease', '*Bone Marrow Transplantation', 'Dose-Response Relationship, Immunologic', 'Granulocytes', 'Humans', 'Kinetics', 'Leukemia/therapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/therapy', 'Leukocyte Count', 'Reticulocytes']",1983/12/01 00:00,1983/12/01 00:01,['1983/12/01 00:00'],"['1983/12/01 00:00 [pubmed]', '1983/12/01 00:01 [medline]', '1983/12/01 00:00 [entrez]']",['10.1007/BF00320350 [doi]'],ppublish,Blut. 1983 Dec;47(6):355-60. doi: 10.1007/BF00320350.,,,,,,,,,,,,,,,
6360192,NLM,MEDLINE,19840221,20190515,0007-0920 (Print) 0007-0920 (Linking),48,6,1983 Dec,Routine immunofluorescent and histochemical analysis of bone marrow involvement of lymphoma/leukaemia: the use of cryostat sections.,763-775,"Enzyme histochemical and immunohistological (immuno-fluorescence and -peroxidase) techniques have been routinely used for investigating over 70 normal and pathological bone marrow samples. This recently standardized diagnostic procedure is very quick and can be performed in a few hours. In 6 cases the clinical diagnosis of leukaemia/lymphoma has become apparent only after the immunohistological analysis of the bone marrow. In 6 other cases the information about the staging of B cell malignancies was superior in the frozen biopsies to the paraffin embedded preparations. Amongst many other features the monoclonality of B CLL/lymphomas, the special features of B CLL infiltrates (RFA-1+, Leu-1+, HLA-DR+, SmIg+), follicular lymphoma deposits (containing follicular dendritic cells) and non-T, non-B acute lymphoblastic leukaemic blasts (terminal transferase+, HLA-DR+) as well as the sometimes conspicuous presence of infiltrating normal T cells could be clearly and reproducibly demonstrated.","['Chilosi, M', 'Pizzolo, G', 'Fiore-Donati, L', 'Bofill, M', 'Janossy, G']","['Chilosi M', 'Pizzolo G', 'Fiore-Donati L', 'Bofill M', 'Janossy G']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Cancer,British journal of cancer,0370635,,IM,"['Adolescent', 'Adult', 'Bone Marrow/*pathology', 'Bone Marrow Diseases/*pathology', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Fluorescent Antibody Technique', '*Frozen Sections', 'Histocytochemistry', 'Hodgkin Disease/pathology', 'Humans', 'Immunoenzyme Techniques', 'Leukemia/*pathology', 'Leukemia, Lymphoid/pathology', 'Lymphoma/*pathology', '*Microtomy']",1983/12/01 00:00,1983/12/01 00:01,['1983/12/01 00:00'],"['1983/12/01 00:00 [pubmed]', '1983/12/01 00:01 [medline]', '1983/12/01 00:00 [entrez]']",['10.1038/bjc.1983.265 [doi]'],ppublish,Br J Cancer. 1983 Dec;48(6):763-775. doi: 10.1038/bjc.1983.265.,,,PMC2011562,,,,,,,,,,,,
6359996,NLM,MEDLINE,19840107,20190619,0003-4819 (Print) 0003-4819 (Linking),99,6,1983 Dec,"Antigen detection in the diagnosis of invasive aspergillosis. Utility in controlled, blinded trials.",777-82,"Two blinded, controlled trials were done to evaluate the usefulness of fungal antigen detection for the diagnosis of invasive aspergillosis. Detection of Aspergillus fumigatus carbohydrate by radioimmunoassay was compared with antibody detection by an enzyme-linked immunosorbent assay and with diagnostic microbiologic and histopathologic procedures. In the first trial, antigenemia was detected in 4 of 6 leukemic patients with invasive pulmonary aspergillosis, but not in 8 acute leukemic controls or in 24 normal controls. Fungal antigenemia persisted for 8 to 75 days in 4 patients and seroconversion occurred at the onset of pulmonary infiltrates in 3. Antibody to A. fumigatus was detected in 2 of the 6 patients with aspergillosis, but also in 2 leukemic controls and 6 normal controls. Aspergillus species were identified in four of seven bronchoscopies done in 5 patients with invasive pulmonary aspergillosis. Prospective nasal cultures grew Aspergillus species in 4 of the 6 patients with invasive aspergillosis, but in only 1 patient was this information available before a histologic diagnosis was made. In a second trial, antigenemia was detected in 2 patients with invasive aspergillosis, and in 1 with possible invasive aspergillosis, but not in 9 controls. This study indicates that the radioimmunoassay for A. fumigatus antigen is a highly specific and moderately sensitive serodiagnostic test for invasive pulmonary aspergillosis. Prospective nasal cultures grew Aspergillus species in 4 of the 6 patients with invasive aspergillosis, but in only 1 patient was this information available before a histologic diagnosis was made. In a second trial, antigenemia was detected in 2 patients with invasive aspergillosis, and in 1 with possible invasive aspergillosis, but not in 9 controls. This study indicates that the radioimmunoassay for A. fumigatus antigen is a highly specific and moderately sensitive serodiagnostic test for invasive pulmonary aspergillosis.","['Weiner, M H', 'Talbot, G H', 'Gerson, S L', 'Filice, G', 'Cassileth, P A']","['Weiner MH', 'Talbot GH', 'Gerson SL', 'Filice G', 'Cassileth PA']",['eng'],"['AI-13770-06/AI/NIAID NIH HHS/United States', 'CA-16525/CA/NCI NIH HHS/United States']","['Case Reports', 'Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann Intern Med,Annals of internal medicine,0372351,"['0 (Antibodies, Fungal)', '0 (Antigens, Fungal)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Antibodies, Fungal/analysis', 'Antigens, Fungal/*analysis', 'Aspergillosis/*diagnosis/immunology', 'Aspergillus fumigatus/*immunology', 'Enzyme-Linked Immunosorbent Assay', 'Evaluation Studies as Topic', 'Female', 'Humans', 'Leukemia/immunology', 'Lung Diseases, Fungal/diagnosis', 'Male', 'Middle Aged', 'Radioimmunoassay']",1983/12/01 00:00,1983/12/01 00:01,['1983/12/01 00:00'],"['1983/12/01 00:00 [pubmed]', '1983/12/01 00:01 [medline]', '1983/12/01 00:00 [entrez]']",['10.7326/0003-4819-99-6-777 [doi]'],ppublish,Ann Intern Med. 1983 Dec;99(6):777-82. doi: 10.7326/0003-4819-99-6-777.,,,,,,,,,,,,,,,
6359995,NLM,MEDLINE,19840107,20190619,0003-4819 (Print) 0003-4819 (Linking),99,6,1983 Dec,"Acyclovir prophylaxis against herpes simplex virus infection in patients with leukemia. A randomized, double-blind, placebo-controlled study.",773-6,"Twenty-nine adult patients with acute leukemia receiving timed sequential chemotherapy participated in a randomized, double-blind, placebo-controlled trial of acyclovir prophylaxis against reactivated herpes simplex virus infection. Patients with pretreatment antibody titers of 1:16 or greater received acyclovir or placebo starting 4 days after their initial chemotherapy. Treatment was given either for 32 days or until the patients were discharged from the hospital or until a culture-positive herpes simplex virus infection was found. Culture-positive herpes simplex virus infection developed in 11 of 15 patients who received placebo. No infection appeared in 14 patients who received acyclovir (p less than 0.00005). No obvious acute drug toxicity was seen. Recurrent infection was seen in 6 of 14 patients after cessation of acyclovir when retreated with chemotherapy, suggesting no effect on viral latency in these 6 patients. Acyclovir provided highly effective prophylaxis against reactivated herpes simplex virus infections in adult patients with acute leukemia receiving timed sequential chemotherapy.","['Saral, R', 'Ambinder, R F', 'Burns, W H', 'Angelopulos, C M', 'Griffin, D E', 'Burke, P J', 'Lietman, P S']","['Saral R', 'Ambinder RF', 'Burns WH', 'Angelopulos CM', 'Griffin DE', 'Burke PJ', 'Lietman PS']",['eng'],"['CA 06973/CA/NCI NIH HHS/United States', 'CA 15396-08/CA/NCI NIH HHS/United States']","['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann Intern Med,Annals of internal medicine,0372351,['X4HES1O11F (Acyclovir)'],IM,"['Acute Disease', 'Acyclovir/adverse effects/blood/*therapeutic use', 'Adolescent', 'Adult', 'Aged', 'Clinical Trials as Topic', 'Double-Blind Method', 'Female', 'Herpes Simplex/etiology/*prevention & control', 'Humans', 'Leukemia/drug therapy/*immunology', 'Male', 'Middle Aged', 'Random Allocation', 'Virus Activation']",1983/12/01 00:00,1983/12/01 00:01,['1983/12/01 00:00'],"['1983/12/01 00:00 [pubmed]', '1983/12/01 00:01 [medline]', '1983/12/01 00:00 [entrez]']",['10.7326/0003-4819-99-6-773 [doi]'],ppublish,Ann Intern Med. 1983 Dec;99(6):773-6. doi: 10.7326/0003-4819-99-6-773.,,,,,,,,,,,,,,,
6359878,NLM,MEDLINE,19840127,20091119,0002-9335 (Print) 0002-9335 (Linking),49,10,1983 Oct,Chromosomal abnormalities in leukemia.,703-14,"Since the discovery that human somatic cells contain 46 chromosomes, a number of diseases have been found to be related to abnormalities in chromosome structure or number. Many of these chromosome abnormalities are found in hematologic disorders, which have been called clinicocytogenetic syndromes. Cytogenetic studies in these disorders have proved to be helpful in both diagnosis and predicting response to therapy.","['Cork, A']",['Cork A'],['eng'],,"['Case Reports', 'Journal Article', 'Review']",United States,Am J Med Technol,The American journal of medical technology,0370505,,IM,"['Acute Disease', 'Adult', 'Child, Preschool', '*Chromosome Aberrations', 'Chromosome Inversion', 'Chromosomes, Human, 13-15', 'Chromosomes, Human, 16-18', 'Chromosomes, Human, 21-22 and Y', 'Chromosomes, Human, 4-5', 'Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Infant', 'Leukemia/*genetics', 'Leukemia, Lymphoid/genetics', 'Leukemia, Myeloid/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Male', 'Middle Aged', 'Preleukemia/genetics', 'Translocation, Genetic', 'Trisomy']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",,ppublish,Am J Med Technol. 1983 Oct;49(10):703-14.,61,,,,,,,,,,,,,,
6359875,NLM,MEDLINE,19840107,20190627,0002-9343 (Print) 0002-9343 (Linking),75,6,1983 Dec,Autologous marrow transplantation after karyotypic conversion to normal in blastic phase of chronic myelocytic leukemia.,1080-4,"A patient with blastic transformation of Philadelphia chromosome-positive chronic myelocytic leukemia was treated with acridinyl anisidide, which resulted in conversion to a normal karyotype. At that time, bone marrow was harvested and cryopreserved. After relapse, the patient was treated with cyclophosphamide and fractionated total body irradiation followed by autologous marrow transplantation. Serial karyotypes and blood counts, determined up to 14 months after transplantation, remained normal.","['Vogler, W R', 'Winton, E F', 'James, S', ""O'Neill, S"", 'Granade, S', 'Mallard, G']","['Vogler WR', 'Winton EF', 'James S', ""O'Neill S"", 'Granade S', 'Mallard G']",['eng'],,"['Case Reports', 'Journal Article']",United States,Am J Med,The American journal of medicine,0267200,['8N3DW7272P (Cyclophosphamide)'],IM,"['*Bone Marrow Transplantation', '*Chromosomes, Human, 21-22 and Y', 'Cyclophosphamide/therapeutic use', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics/*therapy', 'Middle Aged', 'Transplantation, Autologous']",1983/12/01 00:00,1983/12/01 00:01,['1983/12/01 00:00'],"['1983/12/01 00:00 [pubmed]', '1983/12/01 00:01 [medline]', '1983/12/01 00:00 [entrez]']","['0002-9343(83)90893-8 [pii]', '10.1016/0002-9343(83)90893-8 [doi]']",ppublish,Am J Med. 1983 Dec;75(6):1080-4. doi: 10.1016/0002-9343(83)90893-8.,,,,,,,,,,,,,,,
6359857,NLM,MEDLINE,19840126,20190821,0361-8609 (Print) 0361-8609 (Linking),15,4,1983 Dec,Blastic transformation of chronic lymphocytic leukemia.,399-402,"A case is described of a patient with chronic lymphocytic leukemia whose disease underwent blastic transformation. The transformed cells had the same immunoglobulin types (mu and kappa) as the original chronic lymphocytic leukemia cells. Immunoperoxidase staining technique demonstrated that, in the transformed cells of the bone marrow, much of the immunoglobulin was intracellular. In the peripheral blood the transformed cells had dense surface immunoglobulin and features of primitive T-cells. These findings suggest that transformation to an immunoblastic type of leukemia had occurred.","['Januszewicz, E', 'Cooper, I A', 'Pilkington, G', 'Jose, D']","['Januszewicz E', 'Cooper IA', 'Pilkington G', 'Jose D']",['eng'],,"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",IM,"['Antigens, Neoplasm/analysis', 'Antigens, Surface/analysis', 'Cell Transformation, Neoplastic/pathology', 'Female', 'Humans', 'Immunoenzyme Techniques', 'Leukemia, Lymphoid/immunology/*pathology', 'Middle Aged', 'Monocytes/immunology', 'T-Lymphocytes/*immunology']",1983/12/01 00:00,1983/12/01 00:01,['1983/12/01 00:00'],"['1983/12/01 00:00 [pubmed]', '1983/12/01 00:01 [medline]', '1983/12/01 00:00 [entrez]']",['10.1002/ajh.2830150412 [doi]'],ppublish,Am J Hematol. 1983 Dec;15(4):399-402. doi: 10.1002/ajh.2830150412.,,,,,,,,,,,,,,,
