PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,AB,PMC,CIN,PS,FPS,OID
4980430,NLM,MEDLINE,19691031,20180216,0001-5792 (Print) 0001-5792 (Linking),41,5,1969,[On the presentation of the transformability of lymphocyte cultures in various diseases by means of the Feulgen-cytophotometer].,276-89,"['Ambs, E', 'Chesebro, J', 'Lagerlof, B']","['Ambs E', 'Chesebro J', 'Lagerlof B']",['ger'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Lectins)', '9007-49-2 (DNA)']",IM,"['Adult', 'Aged', 'Culture Techniques', 'DNA/biosynthesis', 'Female', 'Hodgkin Disease/blood', 'Humans', 'Lectins', 'Leukemia, Lymphoid/blood', 'Lymphocyte Activation', 'Lymphocytes/*cytology', 'Lymphoma, Large B-Cell, Diffuse/blood', 'Lymphoma, Non-Hodgkin/blood', 'Male', 'Middle Aged', 'Photometry/instrumentation']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208862 [doi]'],ppublish,Acta Haematol. 1969;41(5):276-89. doi: 10.1159/000208862.,,Zur Darstellung der Transformationsfahigkeit von Lymphozytenkulturen bei verschiedenen Erkrankungen mittels Feulgen-Zytophotometrie.,,,,,,
4980402,NLM,MEDLINE,19691030,20191021,,268,5,1969 Feb 3,[Increase of leukemogenic activity after precipitation by polyethylene glycol of Friend virus].,876-8,"['Jasmin, C', 'Chermann, J C', 'Piton, C', 'Mathe, G', 'Raynaud, M']","['Jasmin C', 'Chermann JC', 'Piton C', 'Mathe G', 'Raynaud M']",['fre'],['Journal Article'],France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,"['0 (Glycols)', '0 (Tissue Extracts)']",IM,"['Animals', 'Chemical Precipitation', 'Cold Temperature', 'Friend murine leukemia virus/*pathogenicity', '*Glycols', '*Leukemia, Experimental', 'Mice', 'Spleen/microbiology', 'Tissue Extracts']",1969/02/03 00:00,1969/02/03 00:01,['1969/02/03 00:00'],"['1969/02/03 00:00 [pubmed]', '1969/02/03 00:01 [medline]', '1969/02/03 00:00 [entrez]']",,ppublish,C R Acad Hebd Seances Acad Sci D. 1969 Feb 3;268(5):876-8.,,Augmentation de l'activite leucemogene apres precpiitation par le polyethylene glycol du virus de Friend.,,,,,,
4980324,NLM,MEDLINE,19691025,20191021,,268,17,1969 Apr 28,[Differences of sensitivity to actinomycin D of pathologic tissue induced by Friend virus and normal erythropoietic tissue].,2222-5,"['Wendling, F', 'Tambourin, P', 'Barat, N', 'Zajdela, F']","['Wendling F', 'Tambourin P', 'Barat N', 'Zajdela F']",['fre'],['Journal Article'],France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,['1CC1JFE158 (Dactinomycin)'],IM,"['Animals', 'Body Weight', 'Dactinomycin/administration & dosage/*pharmacology/therapeutic use', 'Erythropoiesis/*drug effects', '*Friend murine leukemia virus', '*Leukemia, Experimental', 'Mice', 'Splenomegaly/drug therapy/etiology']",1969/04/28 00:00,1969/04/28 00:01,['1969/04/28 00:00'],"['1969/04/28 00:00 [pubmed]', '1969/04/28 00:01 [medline]', '1969/04/28 00:00 [entrez]']",,ppublish,C R Acad Hebd Seances Acad Sci D. 1969 Apr 28;268(17):2222-5.,,Differences de sensibilite vis-a-vis de l'actinomycine D du tissu pathologique induit par le virus de Friend et du tissu erythropoietique normal.,,,,,,
4980277,NLM,MEDLINE,19691025,20191021,,269,3,1969,[Inhibition in vitro of multiplication of L 1210 murine leukemia cells by interferon preparations].,406-8,"['Fontaine-Brouty-Boye, D', 'Gresser, I', 'Macieira-Coelho, A', 'Rosenfeld, C', 'Thomas, M T']","['Fontaine-Brouty-Boye D', 'Gresser I', 'Macieira-Coelho A', 'Rosenfeld C', 'Thomas MT']",['fre'],['Journal Article'],France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,['9008-11-1 (Interferons)'],IM,"['Animals', '*Culture Techniques', '*Interferons', '*Leukemia L1210', 'Time Factors']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,C R Acad Hebd Seances Acad Sci D. 1969;269(3):406-8.,,Inhibition in vitro de la mulitplication des cellules leucemiques murines L 1210 oar des prparations d'interferon.,,,,,,
4979934,NLM,MEDLINE,19691018,20151008,,3,2,1969,[Methodical studies of ultrastructural morphometry using leukemic cells as models].,127-36,"['Fritsch, S', 'Grimm, H']","['Fritsch S', 'Grimm H']",['ger'],['Journal Article'],Germany,Virchows Arch B Cell Pathol,"Virchows Archiv. B, Cell pathology",0437105,,IM,"['Animals', 'Cytoplasm', 'Cytoplasmic Granules', 'Endoplasmic Reticulum', 'Leukemia, Experimental/etiology/pathology', 'Leukemia, Myeloid/etiology/*pathology', 'Leukocytes/*cytology', 'Liver/*pathology', 'Mathematics', 'Mice', 'Microscopy, Electron', 'Mitochondria', 'Mitochondria, Liver', 'Models, Biological', 'Neoplasm Transplantation', 'Photomicrography', 'Spleen/*pathology', 'Thymus Gland/*pathology']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Virchows Arch B Cell Pathol. 1969;3(2):127-36.,,Methodische Untersuchungen zur feinstrukturellen Morphometrie am Medell leukotischer Zellen.,,,,,,
4979933,NLM,MEDLINE,19691018,20191030,,3,2,1969,Dark reticular cells in human lymphadenitis and lymphomas.,117-26,"['Mollo, F', 'Monga, G', 'Stramignoni, A']","['Mollo F', 'Monga G', 'Stramignoni A']",['eng'],['Journal Article'],Germany,Virchows Arch B Cell Pathol,"Virchows Archiv. B, Cell pathology",0437105,,IM,"['Histological Techniques', 'Hodgkin Disease/pathology', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Lymph Nodes/*pathology', 'Lymphadenitis/*pathology', 'Lymphoma/*pathology', 'Lymphoma, Large B-Cell, Diffuse/pathology', 'Lymphoma, Non-Hodgkin/pathology', 'Microscopy, Electron']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1007/BF02901929 [doi]'],ppublish,Virchows Arch B Cell Pathol. 1969;3(2):117-26. doi: 10.1007/BF02901929.,,,,,,,,
4979656,NLM,MEDLINE,19691007,20190704,0007-1048 (Print) 0007-1048 (Linking),17,2,1969 Aug,Chromosomes in haematology.,139-43,"['Lawler, S D']",['Lawler SD'],['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,,IM,"['Aneuploidy', 'Bone Marrow Examination', '*Chromosome Aberrations', '*Chromosome Disorders', 'Chromosomes/radiation effects', 'Culture Techniques', 'Hematologic Diseases/*genetics', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics', 'Lymph Nodes', 'Polycythemia Vera/genetics', 'Sex Chromosome Aberrations', 'Waldenstrom Macroglobulinemia/genetics']",1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",['10.1111/j.1365-2141.1969.tb01352.x [doi]'],ppublish,Br J Haematol. 1969 Aug;17(2):139-43. doi: 10.1111/j.1365-2141.1969.tb01352.x.,,,,,,,,
4979342,NLM,MEDLINE,19690930,20180216,0001-5792 (Print) 0001-5792 (Linking),41,4,1969,Different blast kinetics in acute myeloblastic and lymphoblastic leukaemia. A hypothesis of different stem cell origni.,215-24,"['Gavosto, F', 'Pileri, A', 'Ponzone, A', 'Masera, P', 'Tarocco, R P', 'Gabutti, V']","['Gavosto F', 'Pileri A', 'Ponzone A', 'Masera P', 'Tarocco RP', 'Gabutti V']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Autoradiography', 'Cell Transformation, Neoplastic', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Leukocytes', 'Thymidine/metabolism', 'Tritium']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208853 [doi]'],ppublish,Acta Haematol. 1969;41(4):215-24. doi: 10.1159/000208853.,,,,,,,,
4979134,NLM,MEDLINE,19690920,20191021,,268,24,1969 Jun 16,[Cytogenetic study of lymphoid leukemogenesis in AKR-T1ALD isogenic radiochimeras].,2990-2,"['Legrand, E', 'Duplan, J F']","['Legrand E', 'Duplan JF']",['fre'],['Journal Article'],France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,,IM,"['Animals', 'Bone Marrow/radiation effects', 'Bone Marrow Cells', 'Cell Transformation, Neoplastic', 'Female', '*Immune Tolerance', 'Immunity/*radiation effects', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Male', 'Mice', 'Neoplasms, Experimental/*genetics', 'Radiation Chimera', '*Radiation Effects', 'Regeneration', 'Thymus Gland/radiation effects']",1969/06/16 00:00,1969/06/16 00:01,['1969/06/16 00:00'],"['1969/06/16 00:00 [pubmed]', '1969/06/16 00:01 [medline]', '1969/06/16 00:00 [entrez]']",,ppublish,C R Acad Hebd Seances Acad Sci D. 1969 Jun 16;268(24):2990-2.,,Etude cytogenetique de la leucPemogenese lymphoide chez les radiochimeres isogeniques AKR-T1ALD.,,,,,,
4978976,NLM,MEDLINE,19690919,20180216,0001-5792 (Print) 0001-5792 (Linking),41,3,1969,Refractory anemia with leukemic transformation and chromosomal change.,186-92,"['Silberman, S', 'Krmpotic, E']","['Silberman S', 'Krmpotic E']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,"['E1UOL152H7 (Iron)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Adenocarcinoma/surgery', 'Aged', 'Alkaline Phosphatase', 'Anemia, Sideroblastic/*complications', 'Blood Cell Count', 'Blood Transfusion', 'Bone Marrow Examination', '*Chromosome Aberrations', 'Hematocrit', 'Hemosiderosis', 'Humans', 'Iron/blood', 'Leukemia, Myeloid, Acute/*etiology', 'Liver/pathology', 'Male', 'Prostatectomy', 'Prostatic Neoplasms/surgery', 'Testis/surgery']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208849 [doi]'],ppublish,Acta Haematol. 1969;41(3):186-92. doi: 10.1159/000208849.,,,,,,,,
4978972,NLM,MEDLINE,19690919,20180216,0001-5792 (Print) 0001-5792 (Linking),41,3,1969,[Lymphocyte transformation test in chronic lymphocytic leukemia with reference to the absolute lymphocyte count in the blood].,144-53,"['Heine, K M', 'Stobbe, H', 'Hofer, E', 'Weber, H']","['Heine KM', 'Stobbe H', 'Hofer E', 'Weber H']",['ger'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Lectins)', '0 (Streptolysins)', '0 (Tuberculin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)']",IM,"['Adult', 'Aged', 'Blood Cell Count', 'Culture Techniques', 'Cyclophosphamide/therapeutic use', 'Humans', 'Lectins/pharmacology', 'Leukemia, Lymphoid/*blood/drug therapy/radiotherapy', 'Lymphocyte Activation', '*Lymphocytes', 'Middle Aged', 'Prednisone/therapeutic use', 'Streptolysins/pharmacology', 'Tuberculin/pharmacology']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208844 [doi]'],ppublish,Acta Haematol. 1969;41(3):144-53. doi: 10.1159/000208844.,,Lymphozytentransformationstest bei chronischer lymphatischer Leukose unter Berucksichtigung der absoluten Lymphozytenzahl im Blut.,,,,,,
4978717,NLM,MEDLINE,19690905,20131121,0390-6078 (Print) 0390-6078 (Linking),54,1,1969,[Allopurinol in the prevention and treatment of urate complications in leukemia].,17-28,"['Aldo, C', 'Roberto, M Jr']","['Aldo C', 'Roberto M Jr']",['ita'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,"['268B43MJ25 (Uric Acid)', '63CZ7GJN5I (Allopurinol)']",IM,"['Adolescent', 'Allopurinol/*therapeutic use', 'Gout/*drug therapy/etiology', 'Humans', 'Leukemia/*complications', 'Male', 'Middle Aged', 'Uric Acid/blood/urine']",1969/01/01 00:00,2001/03/28 10:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Haematologica. 1969;54(1):17-28.,,L'allopurinolo nella prevenzione e nel trattamento delle complicanze uratiche delle leucemie.,,,,,,
4978258,NLM,MEDLINE,19690822,20031114,0025-8512 (Print) 0025-8512 (Linking),49,,1968 Dec,[Viral blastogenesis].,2693-9,"['Nielsen, G']",['Nielsen G'],['ger'],['Journal Article'],Germany,Med Welt,Die Medizinische Welt,0376641,,IM,"['Animals', 'Cattle', 'Dogs', 'Haplorhini', 'Leukemia/*etiology', 'Mice', 'Neoplasms/*etiology', '*Oncogenic Viruses', 'Rabbits']",1968/12/01 00:00,1968/12/01 00:01,['1968/12/01 00:00'],"['1968/12/01 00:00 [pubmed]', '1968/12/01 00:01 [medline]', '1968/12/01 00:00 [entrez]']",,ppublish,Med Welt. 1968 Dec;49:2693-9.,,Virale Blastogenese.,,,,,,
4978228,NLM,MEDLINE,19690821,20181113,0019-2805 (Print) 0019-2805 (Linking),17,1,1969 Jul,The IgG receptor: an immunological marker for the characterization of mononuclear cells.,7-21,"['Huber, H', 'Douglas, S D', 'Fudenberg, H H']","['Huber H', 'Douglas SD', 'Fudenberg HH']",['eng'],['Journal Article'],England,Immunology,Immunology,0374672,"['0 (Immune Sera)', '0 (Immunoglobulin G)', '0 (Iodine Isotopes)', '0 (Rh-Hr Blood-Group System)']",IM,"['Adult', 'Agammaglobulinemia/immunology', 'Animals', 'Culture Techniques', 'Erythrocytes/immunology', 'Guinea Pigs', 'Humans', 'Immune Sera', '*Immunoglobulin G', 'Iodine Isotopes', 'Leukemia, Monocytic, Acute/immunology', 'Liver/immunology', 'Lymphocyte Activation', 'Macrophages/*immunology', 'Microscopy, Electron', 'Monocytes/*immunology', 'Rh-Hr Blood-Group System', 'Spleen/immunology']",1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",,ppublish,Immunology. 1969 Jul;17(1):7-21.,,,,PMC1455926,,,,
4977827,NLM,MEDLINE,19690805,20191021,,268,7,1969 Feb 17,[Research on a homology between Rauscher leukemia virus RNA and certain specific fractions of host cell DNA].,1137-40,"['Emanoil-Ravicovitch, R', 'Larsen, C J', 'Boiron, M']","['Emanoil-Ravicovitch R', 'Larsen CJ', 'Boiron M']",['fre'],['Journal Article'],France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,"['0 (Carbon Isotopes)', '0 (RNA, Viral)', '10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'WHI7HQ7H85 (Uridine)']",IM,"['Carbon Isotopes', 'Centrifugation, Density Gradient', 'Culture Techniques', '*DNA', 'Nucleic Acid Denaturation', 'RNA, Viral/*analysis', 'Rauscher Virus/*analysis', 'Tritium', 'Ultracentrifugation', 'Uridine/metabolism']",1969/02/17 00:00,1969/02/17 00:01,['1969/02/17 00:00'],"['1969/02/17 00:00 [pubmed]', '1969/02/17 00:01 [medline]', '1969/02/17 00:00 [entrez]']",,ppublish,C R Acad Hebd Seances Acad Sci D. 1969 Feb 17;268(7):1137-40.,,Recherche d'une homologie entre le RNA du virus leucemogene de Rauscher et certaines fractions specifiques du DNA de la cellule hote.,,,,,,
4977431,NLM,MEDLINE,19690730,20180216,0001-5792 (Print) 0001-5792 (Linking),41,2,1969,Adverse effects of steroids in acute myeloblastic and monoblastic leukemia.,106-13,"['Chopra, I J', 'Jim, R T']","['Chopra IJ', 'Jim RT']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Glucocorticoids)', 'E7WED276I5 (Mercaptopurine)']",IM,"['Glucocorticoids/*adverse effects', 'Humans', 'Leukemia, Monocytic, Acute/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Mercaptopurine/therapeutic use']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208838 [doi]'],ppublish,Acta Haematol. 1969;41(2):106-13. doi: 10.1159/000208838.,,,,,,,,
4977382,NLM,MEDLINE,19690725,20180216,0001-5792 (Print) 0001-5792 (Linking),41,1,1969,[The immunocytologic determination of lysozyme in human blood cells].,49-54,"['Asamer, H', 'Schmalzl, F', 'Braunsteiner, H']","['Asamer H', 'Schmalzl F', 'Braunsteiner H']",['ger'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Immune Sera)', 'EC 3.2.1.17 (Muramidase)']",IM,"['Animals', 'Blood Cells/immunology', 'Fluorescent Antibody Technique', 'Humans', 'Immune Sera', 'Immunodiffusion', 'Leukemia, Myeloid/*enzymology', 'Leukemia, Myeloid, Acute/*enzymology', 'Monocytes/enzymology', 'Muramidase/*blood', 'Rabbits', 'Species Specificity', 'Tears/enzymology', 'Urine/enzymology']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208830 [doi]'],ppublish,Acta Haematol. 1969;41(1):49-54. doi: 10.1159/000208830.,,Der immunzytologische Lysozymnachweis in menschlichen Blutzellen.,,,,,,
4977381,NLM,MEDLINE,19690725,20180216,0001-5792 (Print) 0001-5792 (Linking),41,1,1969,Extramedullary hematopoietic tumors of the cranial dura mater.,43-8,"['Polliack, A', 'Rosenmann, E']","['Polliack A', 'Rosenmann E']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Aged', 'Autopsy', 'Brain Neoplasms/*blood', 'Child', 'Dura Mater/*pathology', 'Hematopoiesis', 'Humans', 'Leukemia, Myeloid/*pathology', 'Male', 'Middle Aged', 'Primary Myelofibrosis/*pathology', 'Thalassemia/*pathology']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208829 [doi]'],ppublish,Acta Haematol. 1969;41(1):43-8. doi: 10.1159/000208829.,,,,,,,,
4977379,NLM,MEDLINE,19690725,20180216,0001-5792 (Print) 0001-5792 (Linking),41,1,1969,[Studies on nucleohistones. VI. Comparative studies on chromatin from leukemic cells and normal granulocytes].,25-32,"['Drings, P', 'Harbers, E']","['Drings P', 'Harbers E']",['ger'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,['9007-49-2 (DNA)'],IM,"['Blood Sedimentation', 'Cell Nucleus/analysis', 'DNA/analysis', 'Humans', 'Leukemia, Lymphoid/*metabolism', 'Leukemia, Myeloid/*metabolism', 'Leukemia, Myeloid, Acute/*metabolism', 'Leukocytes/analysis']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",['10.1159/000208827 [doi]'],ppublish,Acta Haematol. 1969;41(1):25-32. doi: 10.1159/000208827.,,Untersuchungen an Nukleohistonen. VI. Vergleichende Untersuchungen des Chromatin aus leukamischen Zellen und aus normalen Granulozyten.,,,,,,
4977259,NLM,MEDLINE,19690708,20171116,0070-4067 (Print) 0070-4067 (Linking),74,,1968,[Competitive enzyme mechanisms in the therapy of hemoblastosis using antimetabolites].,822-30,"['Wilmanns, W']",['Wilmanns W'],['ger'],"['Journal Article', 'Review']",Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,"['0 (Antimetabolites)', '0 (Enzyme Inhibitors)', '0 (Folic Acid Antagonists)', '04079A1RDZ (Cytarabine)', '63CZ7GJN5I (Allopurinol)', 'E7WED276I5 (Mercaptopurine)', 'EC 1.17.3.2 (Xanthine Oxidase)', 'EC 2.7.1.21 (Thymidine Kinase)', 'EC 3.5.- (Amidohydrolases)', 'EC 6.- (Ligases)', 'U3P01618RT (Fluorouracil)']",IM,"['Adult', 'Allopurinol/pharmacology', 'Amidohydrolases/antagonists & inhibitors', 'Antimetabolites/*pharmacology/therapeutic use', 'Cytarabine/pharmacology', '*Enzyme Inhibitors', 'Female', 'Fluorouracil/pharmacology', 'Folic Acid Antagonists/pharmacology', 'Humans', 'Leukemia/*drug therapy/enzymology', 'Ligases/antagonists & inhibitors', 'Male', 'Mercaptopurine/pharmacology', 'Middle Aged', 'Thymidine Kinase/antagonists & inhibitors', 'Xanthine Oxidase/antagonists & inhibitors']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Verh Dtsch Ges Inn Med. 1968;74:822-30.,26,Kompetitive Enzymmechanismen bei der Therapie von Hamoblastosen mit Antimetaboliten.,,,,,,
4977032,NLM,MEDLINE,19690705,20181113,0021-9738 (Print) 0021-9738 (Linking),48,6,1969 Jun,A study of folate absorption and metabolism in man utilizing carbon-14--labeled polyglutamates synthesized by the solid phase method.,1131-42,"['Butterworth, C E Jr', 'Baugh, C M', 'Krumdieck, C']","['Butterworth CE Jr', 'Baugh CM', 'Krumdieck C']",['eng'],['Journal Article'],United States,J Clin Invest,The Journal of clinical investigation,7802877,"['0 (Carbon Isotopes)', '0 (Glutamates)', '935E97BOY8 (Folic Acid)']",IM,"['Adult', 'Aged', 'Biological Assay', 'Carbon Isotopes', 'Chemical Phenomena', 'Chemistry', 'Enterococcus faecalis', 'Feces/analysis', 'Female', 'Folic Acid/analysis/blood/*metabolism/urine', 'Glutamates/chemical synthesis/*metabolism', 'Hodgkin Disease/metabolism', 'Humans', 'Intestinal Absorption', 'Lactobacillus', 'Leukemia, Lymphoid/metabolism', 'Male', 'Methods', 'Methylation', 'Middle Aged']",1969/06/01 00:00,2001/03/28 10:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/06/01 00:00 [entrez]']",['10.1172/JCI106070 [doi]'],ppublish,J Clin Invest. 1969 Jun;48(6):1131-42. doi: 10.1172/JCI106070.,,,"The absorption and metabolism of synthetic polyglutamates of folic acid have been compared with free pteroylglutamic acid in four subjects having chronic lymphatic leukemia and one with Hodgkin's granuloma. Pteroylpolyglutamates containing either three or seven glutamate residues were prepared by the solid-phase method permitting placement of carbon-14 labels in either the pteridine ring or in a selected glutamate unit of the gamma peptide chain. Complete dissociation was observed between biological folate activity and radioactivity of plasma after ingestion of pteroyltriglutamate labeled in the middle glutamate. This indicates cleavage to the monoglutamate form at the time of absorption from the intestine or very soon thereafter. A large portion of radioactivity liberated from the middle glutamate is recoverable as carbon dioxide in the exhaled air. Fecal losses of folate tended to be greater with increasing length of the poly-gamma-glutamyl chain. Higher blood levels and greater urinary losses of folate tended to occur after ingestion of mono- and triglutamates than with the heptaglutamate. Calculations based on radioactivity determinations in feces plus urinary folate losses, judged by either radioactivity or microbiological assays, indicated net retention of 37-67% of the dose irrespective of chain length ingested and major avenue of loss. During the peak of absorption the folate circulating in plasma was active for both Streptococcus fecalis and Lactobacillus casei and carried specific radioactivity which was virtually identical with that of the administered dose. This suggests that neither methylation, conjugation, nor displacement of nonradioactive folate occurred to any significant extent during the 1st 2 hr. The specific radioactivity of 24-hr urine specimens as measured with L. casei corresponded closely with that of the administered dose. Evidence exists that methylation of the radioactive folate may occur, but significant displacement of nonradioactive methylfolate was not observed under the conditions of this study. Since 50-75% of administered heptaglutamate appears to be absorbable in man, estimates of dietary intake should include this fraction as well as the ""free"" folate.",PMC322328,,,,
