PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,GR,TT,AD,SI
6957499,NLM,MEDLINE,19821221,20110728,0021-5384 (Print) 0021-5384 (Linking),71,5,1982 May 10,[An autopsied case of monocytic acute transformation of chronic myelogenous leukemia--with reference to the pluripotent stem cell theory].,679-84,,"['Hayashi, H', 'Sako, M', 'Haruyama, H', 'Koishi, T', 'Fujita, Y', 'Kaizuka, I', 'Ozeki, T']","['Hayashi H', 'Sako M', 'Haruyama H', 'Koishi T', 'Fujita Y', 'Kaizuka I', 'Ozeki T']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,,IM,"['Humans', 'Leukemia, Monocytic, Acute/*pathology', 'Leukemia, Myeloid/*pathology', 'Male', 'Middle Aged']",1982/05/10 00:00,1982/05/10 00:01,['1982/05/10 00:00'],"['1982/05/10 00:00 [pubmed]', '1982/05/10 00:01 [medline]', '1982/05/10 00:00 [entrez]']",,ppublish,Nihon Naika Gakkai Zasshi. 1982 May 10;71(5):679-84.,,,,,
6957422,NLM,MEDLINE,19821218,20190709,0190-9622 (Print) 0190-9622 (Linking),7,2,1982 Aug,Hematologic malignancies occurring in patients with urticaria pigmentosa.,215-20,"Six patients had hematologic malignancies and coincident urticaria pigmentosa, five with the disseminated maculopapular form and one with the plaque form. Two patients had the juvenile-onset variety; the remainder had the adult eruptive variety. None of the patients complained of symptoms that could be attributed to liberation of histamine. In the two patients with juvenile-onset urticaria pigmentosa, the hematologic malignancies developed at the age of 17 years; one had Hodgkin's disease, and the other had acute myelomonocytic leukemia. In three patients with adult eruptive urticaria pigmentosa, the cutaneous lesions developed within 12 months of the diagnoses of lymphocytic lymphoma (two patients) and evolving myelomonocytic leukemia (one patient). In the remaining patient, cutaneous lesions developed many years before chronic lymphocytic leukemia was diagnosed. None of the patients had systemic mastocytosis. Skin biopsy specimens from all six patients showed an increase in dermal and perivascular round cells, and mast cells were seen in specimens from five of the six patients. In patients who received cytotoxic drugs for the hematologic malignancy, there was no change in the urticaria pigmentosa.","['Cooper, A J', 'Winkelmann, R K', 'Wiltsie, J C']","['Cooper AJ', 'Winkelmann RK', 'Wiltsie JC']",['eng'],"['Case Reports', 'Journal Article']",United States,J Am Acad Dermatol,Journal of the American Academy of Dermatology,7907132,,IM,"['Adolescent', 'Adult', 'Female', 'Hodgkin Disease/complications', 'Humans', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Leukemia, Myeloid, Acute/complications', 'Lymphoma/*complications', 'Lymphoma, Non-Hodgkin/complications', 'Middle Aged', 'Palatal Neoplasms/complications', 'Skin Neoplasms/complications', 'Urticaria Pigmentosa/*complications']",1982/08/01 00:00,1982/08/01 00:01,['1982/08/01 00:00'],"['1982/08/01 00:00 [pubmed]', '1982/08/01 00:01 [medline]', '1982/08/01 00:00 [entrez]']","['S0190-9622(82)70110-0 [pii]', '10.1016/s0190-9622(82)70110-0 [doi]']",ppublish,J Am Acad Dermatol. 1982 Aug;7(2):215-20. doi: 10.1016/s0190-9622(82)70110-0.,,,,,
6957419,NLM,MEDLINE,19821221,20190501,0021-9746 (Print) 0021-9746 (Linking),35,10,1982 Oct,6-thioguanine as a cause of toxic veno-occlusive disease of the liver.,1086-91,Lesions of hepatic veno-occlusive disease were found in the needle biopsy specimen of one patient suffering from chronic granulocytic leukaemia and in the liver at necropsy of a second patient suffering from acute myeloid leukaemia. The treatment included administration of 6-thioguanine which was the only relevant compound used in the first patient and which was combined with cytosine arabinoside in the second patient.,"['Satti, M B', 'Weinbren, K', 'Gordon-Smith, E C']","['Satti MB', 'Weinbren K', 'Gordon-Smith EC']",['eng'],"['Case Reports', 'Journal Article']",England,J Clin Pathol,Journal of clinical pathology,0376601,['FTK8U1GZNX (Thioguanine)'],IM,"['Adult', 'Chemical and Drug Induced Liver Injury', 'Constriction, Pathologic', 'Female', '*Hepatic Veins/pathology', 'Humans', 'Leukemia, Myeloid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Liver/pathology', 'Liver Diseases/pathology', 'Male', 'Thioguanine/*adverse effects', 'Vascular Diseases/chemically induced/pathology']",1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1136/jcp.35.10.1086 [doi]'],ppublish,J Clin Pathol. 1982 Oct;35(10):1086-91. doi: 10.1136/jcp.35.10.1086.,PMC497888,,,,
6957412,NLM,MEDLINE,19821221,20131121,0021-9541 (Print) 0021-9541 (Linking),113,1,1982 Oct,Dissociation of hemoglobin accumulation and commitment during murine erythroleukemia cell differentiation by treatment with imidazole.,179-85,"The effect of imidazole on DMSO-induced murine erythroleukemia (MEL) cell differentiation has been examined. While imidazole does inhibit heme, globin mRNA, and hemoglobin accumulation in DMSO-induced MEL cells, it does not affect the commitment of MEL cells to the specific limitation of proliferative capacity associated with the in vitro differentiation program. Furthermore, imidazole treatment does not affect DMSO-induced changes in cell volume, in the relative proportion of nuclear protein IP25, and in the specific activity of the enzyme cytidine deaminase. A clonal analysis in the presence of imidazole indicated that the drug prevents heme accumulation even in MEL cells already committed to terminal differentiation. These observations suggest that imidazole effectively dissociates two aspects of the erythroid differentiation program of MEL cells: globin gene expression and commitment to loss of proliferative capacity.","['Gusella, J F', 'Tsiftsoglou, A S', 'Volloch, V', 'Weil, S C', 'Neumann, J', 'Housman, D E']","['Gusella JF', 'Tsiftsoglou AS', 'Volloch V', 'Weil SC', 'Neumann J', 'Housman DE']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Physiol,Journal of cellular physiology,0050222,"['0 (Chromosomal Proteins, Non-Histone)', '0 (Hemoglobins)', '0 (Imidazoles)', '42VZT0U6YR (Heme)', '9004-22-2 (Globins)', 'EC 3.5.4.5 (Cytidine Deaminase)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Cell Differentiation/*drug effects', 'Cell Division/drug effects', 'Cell Line', 'Chromosomal Proteins, Non-Histone/metabolism', 'Cytidine Deaminase/metabolism', 'Dimethyl Sulfoxide/antagonists & inhibitors', 'Erythropoiesis/*drug effects', 'Gene Expression Regulation', 'Globins/genetics', 'Heme/metabolism', 'Hemoglobins/*biosynthesis', 'Imidazoles/*pharmacology', 'Leukemia, Erythroblastic, Acute/*pathology', 'Mice', 'Neoplasms, Experimental/pathology']",1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1002/jcp.1041130127 [doi]'],ppublish,J Cell Physiol. 1982 Oct;113(1):179-85. doi: 10.1002/jcp.1041130127.,,"['CA 14051/CA/NCI NIH HHS/United States', 'CA 17575/CA/NCI NIH HHS/United States']",,,
6957411,NLM,MEDLINE,19821221,20131121,0021-9541 (Print) 0021-9541 (Linking),113,1,1982 Oct,Self-renewal and commitment to differentiation of human leukemic promyelocytic cells (HL-60).,152-8,"More than 80% of cells from a human promyelocytic leukemic cell line (HL-60) possess the capacity for self-renewal as evidenced by their ability to form large primary colonies in semisolid medium and the presence within these colonies of cells capable of subsequent colony formation. Colony development is independent of the normal regulator--the myeloid colony stimulating factor. The observed autostimulation suggests the production of specific growth promoters by the cells. Differentiation either to mature granulocytes or macrophages, induced by various agents, was associated with reduced cloning potential. Nevertheless, colonies containing differentiated cells could be developed either by cloning cells in the presence of suboptimal concentrations of inducer or by adding inducers over colonies developed in its absence. Upon differentiation, there was a morphological change from compact to diffused colony morphology due to cell mobility in the semisolid medium. Even at suboptimal concentrations of inducer more than 95% of the colonies became diffused, indicating clonal homogeneity of the population with respect to differentiation capacity. The loss of self-renewal was found to be one of the early properties which changed following the initiation of differentiation. The loss preceded not only the overt expression of maturation-specific functions but also cellular commitment to terminal differentiation; shorter contact with the inducer was required to cause loss of self-renewal than to induce an irreversible transition to differentiation. This resulted in cells that lost their self-renewal potential without being able to complete their program of differentiation.","['Fibach, E', 'Peled, T', 'Rachmilewitz, E A']","['Fibach E', 'Peled T', 'Rachmilewitz EA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Cell Physiol,Journal of cellular physiology,0050222,['YOW8V9698H (Dimethyl Sulfoxide)'],IM,"['*Cell Differentiation/drug effects', '*Cell Division/drug effects', 'Cell Line', 'Clone Cells', 'Dimethyl Sulfoxide/pharmacology', 'Granulocytes/cytology', '*Hematopoiesis', 'Humans', 'Leukemia, Myeloid, Acute/*pathology']",1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1002/jcp.1041130124 [doi]'],ppublish,J Cell Physiol. 1982 Oct;113(1):152-8. doi: 10.1002/jcp.1041130124.,,,,,
6957405,NLM,MEDLINE,19821216,20191031,0047-0740 (Print) 0047-0740 (Linking),9,3,1982,The specific inhibition of cellular clonogenic proliferation using 211At labelled lectins and antibodies--I.,167-71,"A monoclonal antibody with a broad anti-human leucocyte specificity, designated BK 19.45 and the plant lectin Concanavalin A have been labelled with the alpha-emitting cyclotron produced radiohalogen astatine-211. Both human and murine tumour cell lines and human leukemic bone marrow samples have been specifically labelled with these radioactive proteins. In all cases the amount of 211At bound to the cells is directly correlated with a decrease in cellular reproductive potential as shown by the ability of the cells to proliferate in a clonogenic assay. For the labelled monoclonal antibody experiments, the radiation dose needed to yield 37% cell survival, the D37 dose, may be achieved with an average of 12 211At atoms/cell.","['Vaughan, A T', 'Bateman, W J', 'Brown, G', 'Cowan, J']","['Vaughan AT', 'Bateman WJ', 'Brown G', 'Cowan J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Nucl Med Biol,International journal of nuclear medicine and biology,0360047,"['0 (Antibodies, Monoclonal)', '0 (Lectins)', '11028-71-0 (Concanavalin A)', 'XI595HAL7H (Astatine)']",IM,"['Animals', '*Antibodies, Monoclonal', '*Astatine', 'Cell Line', 'Cell Survival/radiation effects', 'Colony-Forming Units Assay', 'Concanavalin A', 'Dose-Response Relationship, Radiation', 'Humans', '*Lectins', 'Leukemia, Myeloid', 'Leukemia, Myeloid, Acute', 'Mice', 'Plasmacytoma']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0047-0740(82)90091-2 [doi]'],ppublish,Int J Nucl Med Biol. 1982;9(3):167-71. doi: 10.1016/0047-0740(82)90091-2.,,,,,
6957402,NLM,MEDLINE,19821221,20071115,0020-7144 (Print) 0020-7144 (Linking),30,4,1982 Oct,Relief of anxiety and pain in children and adolescents with cancer: quantitative measures and clinical observations.,417-42,,"['Hilgard, J R', 'LeBaron, S']","['Hilgard JR', 'LeBaron S']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Int J Clin Exp Hypn,The International journal of clinical and experimental hypnosis,0376166,,IM,"['Adolescent', 'Anxiety/psychology/*therapy', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Hypnosis, Anesthetic/*methods', 'Leukemia, Lymphoid/*psychology', 'Male', 'Pain, Intractable/psychology/*therapy']",1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1080/00207148208407277 [doi]'],ppublish,Int J Clin Exp Hypn. 1982 Oct;30(4):417-42. doi: 10.1080/00207148208407277.,,['CA 18325/CA/NCI NIH HHS/United States'],,,
6957401,NLM,MEDLINE,19821218,20190708,0020-7136 (Print) 0020-7136 (Linking),30,3,1982 Sep 15,Translocation t(8;22) in peripheral lymphocytes and established lymphoid cell lines from a patient with Hodgkin's disease followed by acute lymphatic leukemia.,321-7,"Cytogenetic studies on primary material and established cell lines of a patient with B-cell non-Hodgkin Lymphoma with leukemic presentation as secondary malignancy after Hodgkin's disease clearly revealed correspondent marker chromosomes in both culture systems. A translocation t(8;22) which has been described in some cases of non-endemic Burkitt's lymphoma as a variant of the translocation t(8;14) was found in all metaphases of the cell lines and in most of the cells of the primary material. In addition, structural aberrations involving chromosomes 1, 2, 3 and 11, as well as numerical deviations concerning chromosomes 2, 4, 7 and Y, could be observed. The cytogenetical findings are discussed in relation to clinical, immunological and cytochemical data.","['Fonatsch, C', 'Burrichter, H', 'Schaadt, M', 'Kirchner, H H', 'Diehl, V']","['Fonatsch C', 'Burrichter H', 'Schaadt M', 'Kirchner HH', 'Diehl V']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,,IM,"['Adult', 'Cell Line', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Hodgkin Disease/*genetics/immunology', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics/immunology', 'Lymphocytes', 'Male', '*Translocation, Genetic']",1982/09/15 00:00,1982/09/15 00:01,['1982/09/15 00:00'],"['1982/09/15 00:00 [pubmed]', '1982/09/15 00:01 [medline]', '1982/09/15 00:00 [entrez]']",['10.1002/ijc.2910300311 [doi]'],ppublish,Int J Cancer. 1982 Sep 15;30(3):321-7. doi: 10.1002/ijc.2910300311.,,,,,
6957398,NLM,MEDLINE,19821218,20071115,0019-5189 (Print) 0019-5189 (Linking),20,5,1982 May,Hyaluronidase activity in murine leukaemia & lymphoma.,423-4,,"['Chakraborti, A S', 'Basu, A', 'Mitra, S']","['Chakraborti AS', 'Basu A', 'Mitra S']",['eng'],['Journal Article'],India,Indian J Exp Biol,Indian journal of experimental biology,0233411,['EC 3.2.1.35 (Hyaluronoglucosaminidase)'],IM,"['Animals', 'Hyaluronoglucosaminidase/*metabolism', 'Leukemia, Experimental/*enzymology', 'Leukemia, Lymphoid/*enzymology', 'Liver/enzymology', 'Lymphoma/*enzymology', 'Mice', 'Neoplasms, Experimental/enzymology', 'Spleen/enzymology']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",,ppublish,Indian J Exp Biol. 1982 May;20(5):423-4.,,,,,
6957375,NLM,MEDLINE,19821221,20190722,0340-6717 (Print) 0340-6717 (Linking),61,2,1982,Giemsa-11 technique. Applications in the chromosomal characterization of hematologic specimens.,141-4,"Use of the Giemsa-11 procedure for the localization of heterochromatic regions of human chromosomes and for differentiation of primate and rodent chromosomes has been somewhat limited since its discovery in 1972. An adaptation of this technique to the cytogenetic characterization of hematologic specimens has aided in the interpretation of translocations, deletions, and inversions involving human chromosome 9. The chromosomal analyses of 10% of over 100 patients, principally leukemic, were aided through the use of this auxiliary procedure. The diseases of these patients are given and portions of karyotypes are presented to show clarification of abnormalities made possible through the use of the Giemsa-11 technique.","['Morse, H G', 'Hays, T', 'Patterson, D', 'Robinson, A']","['Morse HG', 'Hays T', 'Patterson D', 'Robinson A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Hum Genet,Human genetics,7613873,"['0 (Azure Stains)', '0 (Phenothiazines)']",IM,"['*Azure Stains', 'Blood Cells/ultrastructure', 'Bone Marrow/pathology', '*Chromosome Aberrations', '*Chromosome Banding', 'Chromosome Deletion', 'Chromosome Inversion', '*Chromosomes, Human, 6-12 and X', 'Humans', 'Karyotyping', 'Leukemia/*genetics', 'Leukemia, Lymphoid/genetics', 'Leukemia, Monocytic, Acute/genetics', 'Leukemia, Myeloid/genetics', 'Leukemia, Myeloid, Acute/genetics', '*Phenothiazines', 'Translocation, Genetic']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1007/BF00274204 [doi]'],ppublish,Hum Genet. 1982;61(2):141-4. doi: 10.1007/BF00274204.,,"['AG00029/AG/NIA NIH HHS/United States', 'CA02180/CA/NCI NIH HHS/United States', 'HD02080/HD/NICHD NIH HHS/United States']",,,
6957368,NLM,MEDLINE,19821218,20071115,0367-6102 (Print) 0367-6102 (Linking),57,3,1982 May,[Significance of fibrinopeptide A as an indicator for coagulative analysis in thrombotic diseases].,351-63,"This study was made to know the significance of fibrinopeptide A(FPA) as an indicator for coagulative analysis in thrombotic diseases. In normal control subjects (n=21), values of FPA by the radioimmunoassay were 0.5 +/- 1.4 ng/ml (mean +/- SD). In animal models, using Lyoplastin (tissue thromboplastin, n=5) or Ancrod (n=5) to piglets, plasma FPA levels elevated rapidly as a reflection of fibrin formation, and these changes of FPA were found to be most rapid and sensitive among the indicators for coagulation and fibrinolysis. In patients with thrombosis (n=32), elevated FPA levels (14.7 +/- 13.8 ng/ml) and beta-thromboglobulin (beta-TG)(86.1 +/- 65.6 ng/ml) were found. FPA levels in these patients positively correlated to beta-TG (r=0.5539, P less than 0.05) and inversely to fibrinogen (fbg) (r= -0.3622, P less than 0.05). In patients with acute myelocytic leukemia (AML, n=112), acute promyelocytic leukemia (APL, n=18) and acute lymphocytic leukemia (ALL, n=15), mean FPA levels in patients with active signs and symptoms were significantly higher (AML: 13.5 ng/ml, APL: 20.8 ng/ml, ALL: 12.4 ng/ml) than those examined during remission states (AML: 7.7 ng/ml, P less than 0.02, APL: 3.9 ng/ml, P less than 0.01, ALL: 2.7 ng/ml, P less than 0.01). FPA levels in patients with APL inversely correlated to fbg (r= -0.6399, P less than 0.01). In patients with lung cancer (n=75), mean FPA level in advanced stage (17.7 ng/ml, n=67) were significantly higher than those examined in early stage 6.5 ng/ml, n=8, P less than 0.001). In patients with acute disseminated intravascular coagulation (n=12), prolonged prothrombin time and activated partial thromboplastin time, severely reduced fbg and platelets, and remarkably elevated fibrin degradation product were found. Elevated FPA and beta-TG levels were also found (FPA: 23.5 +/- 15.0 ng/ml, beta-TG: 100.0 +/- 63.0 ng/ml). In five patients with thrombotic diseases who were treated successfully with 12500 IU of heparin per 12 hours (subcutaneous injection), plasma FPA levels were reduced to near normal levels quicker than changes of other indicators. These clinical and experimental data suggested that FPA was an useful indicator for active coagulation process.","['Murakoshi, T']",['Murakoshi T'],['jpn'],"['English Abstract', 'Journal Article']",Japan,Hokkaido Igaku Zasshi,[Hokkaido igaku zasshi] The Hokkaido journal of medical science,17410290R,"['25422-31-5 (Fibrinopeptide A)', '9001-31-4 (Fibrin)', '9001-32-5 (Fibrinogen)', '9005-49-6 (Heparin)']",IM,"['Adult', 'Animals', '*Blood Coagulation', 'Disseminated Intravascular Coagulation/blood', 'Female', 'Fibrin/analysis', 'Fibrinogen/*analysis', 'Fibrinopeptide A/*analysis', 'Heparin/pharmacology', 'Humans', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Lung Neoplasms/blood', 'Male', 'Radioimmunoassay', 'Swine', 'Thrombosis/*blood']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",,ppublish,Hokkaido Igaku Zasshi. 1982 May;57(3):351-63.,,,,,
