PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,EIN,OID,SI,AD,OAB,OABL,OTO,OT,GN
3730293,NLM,MEDLINE,19860925,20190704,0007-1048 (Print) 0007-1048 (Linking),63,4,1986 Aug,Autoimmune thrombocytopenia and neutropenia after remission induction therapy for acute leukaemia.,693-702,"Patients with acute leukaemia who are exposed to intensive chemotherapy, with or without radiotherapy, may remain thrombocytopenic or neutropenic in remission. The incidence of these prolonged cytopenias was examined retrospectively in 46 patients in remission and prospectively in 14 patients. The patients were tested for the presence of autoantibodies to platelets and neutrophils using a fluorescent antihuman globulin technique with paraformaldehyde-fixed cells. In the retrospective study nine patients (20%) had neutrophil autoantibodies and seven (15%) had platelet autoantibodies; only one of the former had neutropenia and one of the latter thrombocytopenia. In the prospective study three (21%) had neutrophil autoantibodies and seven (50%) had platelet autoantibodies. One of the patients with platelet autoantibodies had transient thrombocytopenia, and shortened platelet survival was demonstrated. None of the patients with neutrophil autoantibodies had neutropenia. The rare occurrence of cytopenias in association with these autoantibodies was possibly due to bone marrow compensation for antibody-mediated cell destruction, although other possible mechanisms are discussed.","['Chapman, J F', 'Murphy, M F', 'Minchinton, R M', 'Metcalfe, P', 'Lister, T A', 'Waters, A H']","['Chapman JF', 'Murphy MF', 'Minchinton RM', 'Metcalfe P', 'Lister TA', 'Waters AH']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,['0 (Autoantibodies)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Agranulocytosis/*etiology', 'Autoantibodies/analysis', 'Autoimmune Diseases/*etiology', 'Blood Platelets/immunology', 'Child', 'Female', 'Granulocytes/immunology', 'Humans', 'Leukemia/*therapy', 'Male', 'Middle Aged', 'Neutropenia/*etiology', 'Prospective Studies', 'Retrospective Studies', 'Thrombocytopenia/*etiology']",1986/08/01 00:00,1986/08/01 00:01,['1986/08/01 00:00'],"['1986/08/01 00:00 [pubmed]', '1986/08/01 00:01 [medline]', '1986/08/01 00:00 [entrez]']",['10.1111/j.1365-2141.1986.tb07553.x [doi]'],ppublish,Br J Haematol. 1986 Aug;63(4):693-702. doi: 10.1111/j.1365-2141.1986.tb07553.x.,,,,,,,,,,,,
3730291,NLM,MEDLINE,19860917,20190704,0007-1048 (Print) 0007-1048 (Linking),63,3,1986 Jul,Central venous thrombosis due to bolus injections of antileukaemic chemotherapy.,606-7,,"['Baglin, T P', 'Boughton, B J']","['Baglin TP', 'Boughton BJ']",['eng'],['Letter'],England,Br J Haematol,British journal of haematology,0372544,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/administration & dosage/*adverse effects', 'Humans', 'Leukemia/*drug therapy', 'Thrombosis/*chemically induced']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",['10.1111/j.1365-2141.1986.tb07541.x [doi]'],ppublish,Br J Haematol. 1986 Jul;63(3):606-7. doi: 10.1111/j.1365-2141.1986.tb07541.x.,,,,,,,,,,,,
3730289,NLM,MEDLINE,19860917,20190704,0007-1048 (Print) 0007-1048 (Linking),63,3,1986 Jul,Cellular pharmacokinetics of daunomycin administered as continuous intravenous infusion in the treatment of acute non-lymphocytic leukaemia.,602-5,,"['Speth, P A', 'Linssen, P C', 'de Pauw, B E', 'de Witte, T J']","['Speth PA', 'Linssen PC', 'de Pauw BE', 'de Witte TJ']",['eng'],['Letter'],England,Br J Haematol,British journal of haematology,0372544,['ZS7284E0ZP (Daunorubicin)'],IM,"['Acute Disease', 'Daunorubicin/*metabolism', 'Humans', 'Kinetics', 'Leukemia/*metabolism']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",['10.1111/j.1365-2141.1986.tb07539.x [doi]'],ppublish,Br J Haematol. 1986 Jul;63(3):602-5. doi: 10.1111/j.1365-2141.1986.tb07539.x.,,,,,,,,,,,,
3730287,NLM,MEDLINE,19860917,20190704,0007-1048 (Print) 0007-1048 (Linking),63,3,1986 Jul,Acute megakaryoblastic leukaemia in children.,541-54,"We report four children with acute megakaryoblastic leukaemia (AMKL) and compare their clinical course with 16 previously reported cases of AMKL in children. In adults, AMKL has been reported as a rapidly progressive disease characterized by pancytopenia associated with bone marrow fibrosis, absence of organomegaly, and unresponsiveness to therapy. Although some of the childhood cases present with these features, the clinical course can be quite variable, particularly in young children, with both organomegaly and leucocytosis occurring. Down syndrome, or other constitutional abnormalities of chromosome 21 were present in four of 20 reported cases. Two of the four cases reported herein were initially diagnosed cytologically as childhood acute lymphoblastic leukaemia (ALL). All four patients achieved a complete remission, and three remain in remission from 34 to 56 months from diagnosis. Greater recognition of AMKL in the future will help to clarify the disease characteristics, prognosis and optimal treatment of this unusual form of leukaemia.","['Cairney, A E', 'McKenna, R', 'Arthur, D C', 'Nesbit, M E Jr', 'Woods, W G']","['Cairney AE', 'McKenna R', 'Arthur DC', 'Nesbit ME Jr', 'Woods WG']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Acute Disease', 'Adolescent', 'Bone Marrow/ultrastructure', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Microscopy, Electron', 'Primary Myelofibrosis/pathology', 'Thrombocythemia, Essential/drug therapy/*pathology']",1986/07/01 00:00,2001/03/28 10:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1986/07/01 00:00 [entrez]']",['10.1111/j.1365-2141.1986.tb07532.x [doi]'],ppublish,Br J Haematol. 1986 Jul;63(3):541-54. doi: 10.1111/j.1365-2141.1986.tb07532.x.,['CA-07306/CA/NCI NIH HHS/United States'],,,,,,,,,,,
3730285,NLM,MEDLINE,19860917,20190704,0007-1048 (Print) 0007-1048 (Linking),63,3,1986 Jul,The role of aggressive chemotherapy in the treatment of the myelodysplastic syndromes.,477-83,"Fifteen patients with the initial diagnosis of myelodysplastic syndrome (MDS) received aggressive chemotherapy with high dose cytarabine or with a standard acute myeloid leukaemia (AML) regime. Cases treated with aggressive chemotherapy were either younger individuals with refractory anaemia with excess of blasts (RAEB) or patients, irrespective of age in advanced stages of MDS (RAEB in transformation or after evolution to frank AML), who did not have a major infection at the time of presentation. Age seemed to be the most important factor in determining the outcome of aggressive remission induction chemotherapy in MDS: 86% of the patients less than 50 years entered complete remission, compared to only 25% in the older age group. In spite of intensive consolidation therapy the duration of complete remission was short. We conclude that young patients (less than 50 years) with excess of bone marrow blasts should be treated with aggressive chemotherapy even in the early stages of the disease. Elderly patients in advanced stages of MDS should be treated with less aggressive chemotherapy.","['Tricot, G', 'Boogaerts, M A']","['Tricot G', 'Boogaerts MA']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child, Preschool', 'Cytarabine/*administration & dosage/therapeutic use', 'Daunorubicin/therapeutic use', 'Female', 'Humans', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*drug therapy', 'Time Factors']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",['10.1111/j.1365-2141.1986.tb07524.x [doi]'],ppublish,Br J Haematol. 1986 Jul;63(3):477-83. doi: 10.1111/j.1365-2141.1986.tb07524.x.,,,,,,,,,,,,
3730013,NLM,MEDLINE,19860805,20131121,0004-4172 (Print) 0004-4172 (Linking),36,5,1986 May,Cytostatic activity of daunorubicin analogs containing daunosamine as furanoside.,786-9,"This paper describes the synthesis of daunorubicin (daunomycin) analogs, differing from the natural antibiotics in the ring size of the sugar moiety (furanosides instead of pyranosides). Both, the 5-O-methyl derivative 7 as well as the daunosaminofuranoside 16 were less active cytostatics than doxorubicin (adriamycin), but 16 was also much less toxic, consequently its therapeutic index is more favourable.","['Kuszmann, J', 'Medgyes, G', 'Dvortsak, P', 'Tory, K']","['Kuszmann J', 'Medgyes G', 'Dvortsak P', 'Tory K']",['eng'],['Journal Article'],Germany,Arzneimittelforschung,Arzneimittel-Forschung,0372660,"['0 (Antineoplastic Agents)', '80168379AG (Doxorubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Daunorubicin/*analogs & derivatives/chemical synthesis', 'Doxorubicin/pharmacology', 'Leukemia P388/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Spectrophotometry, Infrared']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']",,ppublish,Arzneimittelforschung. 1986 May;36(5):786-9.,,,,,,,,,,,,
3729982,NLM,MEDLINE,19860731,20190623,0006-2952 (Print) 0006-2952 (Linking),35,13,1986 Jul 1,Interaction between ellipticine derivatives and circular supercoiled DNA as revealed by gel electrophoresis. Possible relationship with the mechanisms of cytotoxicity .,2264-7,,"['Malvy, C', 'Cros, S']","['Malvy C', 'Cros S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Alkaloids)', '0 (DNA, Superhelical)', '0 (Ellipticines)', '117VLW7484 (ellipticine)']",IM,"['*Alkaloids', 'Animals', 'Cell Survival/drug effects', 'Cells, Cultured', 'DNA, Superhelical/*metabolism', 'Electrophoresis, Agar Gel', 'Ellipticines/*analogs & derivatives/metabolism', 'Leukemia L1210/genetics', 'Mice', 'Structure-Activity Relationship']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']","['0006-2952(86)90604-0 [pii]', '10.1016/0006-2952(86)90604-0 [doi]']",ppublish,Biochem Pharmacol. 1986 Jul 1;35(13):2264-7. doi: 10.1016/0006-2952(86)90604-0.,,,,['Biochem Pharmacol 1987 Feb 1;36(3):405'],,,,,,,,
3729725,NLM,MEDLINE,19860731,20190815,0304-8608 (Print) 0304-8608 (Linking),90,1-2,1986,Effect of Moloney murine leukemia virus on the carcinogenicity of 3-methylcholanthrene in normal rat kidney cells.,63-71,"Normal rat kidney (NRK) cell were found to be resistant to neoplastic transformation by diverse carcinogenic chemicals. To study chemical-retroviral co-carcinogenesis in this cells they were infected with a low multiplicity of Moloney murine leukemia virus (M-MLV). Using a single cell cloning procedure, a virus-producing clone was isolated from the infected cells, which was shown to carry only one integrated M-MLV provirus per cell. It was found that this single provirus was sufficient to render the clone susceptible to transformation by 3-methylcholanthrene (3-MC). However this clone responded differently to the carcinogen at different passages after infection. When exposed to 3-MC at a low passage postinfection (passage 5), cell transformation was evident only after 11 subsequent subcultures. On the other hand when it was chemically treated at a high passage postinfection (passage 29), cell transformation could clearly be detected already at the next subculture after the chemical treatment. It is suggested that an M-MLV-mediated cumulative effect is necessary to complement the action of the carcinogen in order to complete the carcinogenic process in these cells. This cumulative viral effect appeared to be associated with a change in the control of the virus expression, since 3-MC was found to stimulate virus replication in this clone also only at the high passage postinfection. Indeed virus release by cells of isolated transformed foci, produced by the chemical-M-MLV co-carcinogenesis, was extremely higher than by untransformed cells.","['Hassan, Y', 'Huleihel, M', 'Priel, E', 'Rosner, K', 'Aboud, M']","['Hassan Y', 'Huleihel M', 'Priel E', 'Rosner K', 'Aboud M']",['eng'],['Journal Article'],Austria,Arch Virol,Archives of virology,7506870,['56-49-5 (Methylcholanthrene)'],IM,"['Animals', 'Cell Line', 'Cell Transformation, Neoplastic/chemically induced/*etiology', '*Cell Transformation, Viral', '*Cocarcinogenesis', 'Kidney', 'Methylcholanthrene/*toxicity', 'Moloney murine leukemia virus/*physiology', 'Rats', 'Virus Replication']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.1007/BF01314145 [doi]'],ppublish,Arch Virol. 1986;90(1-2):63-71. doi: 10.1007/BF01314145.,,,,,,,,,,,,
3729513,NLM,MEDLINE,19860808,20080317,0003-987X (Print) 0003-987X (Linking),122,7,1986 Jul,Aleukemic leukemia cutis.,812-4,"A 46-year-old man presented with nodular skin lesions, a biopsy specimen of which demonstrated a poorly differentiated malignancy. Touch preparations with histochemical staining and electron microscopy confirmed leukemia cutis. Results from a bone marrow aspirate disclosed focal areas of increased myeloblasts, and cytogenetic analysis revealed an abnormal karyotype as follows 46,XY, t(1;2) (q44p13). Antileukemic therapy resulted in prompt disappearance of the skin nodules, and a return of the patient's bone marrow to normal was noted, but after six months of intensive chemotherapy leukemia cutis recurred without morphologically identifiable leukemia in the bone marrow. The patient underwent successful bone marrow transplantation from an HLA-identical sibling but died 70 days after the transplant from disseminated aspergillosis.","['Hansen, R M', 'Barnett, J', 'Hanson, G', 'Klehm, D', 'Schneider, T', 'Ash, R']","['Hansen RM', 'Barnett J', 'Hanson G', 'Klehm D', 'Schneider T', 'Ash R']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Dermatol,Archives of dermatology,0372433,,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Biopsy', 'Blood Cell Count', 'Bone Marrow/pathology', 'Humans', 'Karyotyping', 'Leukemia/drug therapy/genetics/*pathology', 'Male', 'Microscopy, Electron', 'Middle Aged', 'Skin/*pathology', 'Skin Neoplasms/genetics/*pathology']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",,ppublish,Arch Dermatol. 1986 Jul;122(7):812-4.,,,,,,,,,,,,
3729489,NLM,MEDLINE,19860814,20131121,0385-0684 (Print) 0385-0684 (Linking),13,7,1986 Jul,[Growth-inhibitory activity of minocycline on various tumor cell lines in vitro].,2337-41,"In order to investigate the possible mechanism for the therapeutic efficacy of tetracycline antibiotics against malignant pleural effusion, the effect of minocycline (MC), one of this type of antibiotic, on in vitro growth of tumor cells was examined. As a result, it was found that MC caused complete growth inhibition of various tumor cell lines at concentration of 10-20 micrograms/ml, but this action was reversible, suggesting that considerably long exposure time would be needed for these drugs to kill the tumor cells in vivo at a relatively low concentration. On the other hand, when a relatively high concentration of 100 micrograms/ml was applied, MC induced irreversible inhibition of cell growth even if the exposure time was comparatively short. Since 4 human lung tumor cell lines examined exhibited high sensitivity to these antibiotics, it seems possible that their direct administration in the form of a high-concentration solution into the pleural cavity would result in a direct cytostatic effect on tumor cells in clinical therapy.","['Inaba, M', 'Nagashima, K']","['Inaba M', 'Nagashima K']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Tetracyclines)', 'FYY3R43WGO (Minocycline)']",IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'Cell Survival/drug effects', 'Cells, Cultured', 'Humans', 'Leukemia L1210/drug therapy/pathology', 'Leukemia P388/drug therapy/pathology', 'Leukemia, Experimental/drug therapy/*pathology', 'Lung Neoplasms/pathology', 'Mice', 'Minocycline/administration & dosage/*pharmacology', 'Pleural Effusion/drug therapy', 'Tetracyclines/*pharmacology']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1986 Jul;13(7):2337-41.,,,,,,,,,,,,
