PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,AB,TT,PMC,OID,GN,OAB,OABL,OTO,OT,SI
7197336,NLM,MEDLINE,19811221,20081121,0026-4733 (Print) 0026-4733 (Linking),36,17,1981 Sep 15,"[Splenectomy in idiopathic thrombopenic purpura and in myelofibrosis. A retrospective study of platelet increase, hemorrhagic complications and mortality].",1065-8,"['Hellstrom, P', 'Ogier, C', 'Askergren, J', 'Sundblad, R', 'Reizenstein, P']","['Hellstrom P', 'Ogier C', 'Askergren J', 'Sundblad R', 'Reizenstein P']",['ita'],"['English Abstract', 'Journal Article']",Italy,Minerva Chir,Minerva chirurgica,0400726,,IM,"['Adult', 'Aged', 'Female', 'Follow-Up Studies', 'Hemorrhage/*etiology', 'Humans', 'Intraoperative Complications', 'Male', 'Middle Aged', '*Platelet Count', 'Postoperative Complications', 'Primary Myelofibrosis/mortality/*therapy', 'Prognosis', 'Purpura, Thrombocytopenic/mortality/*therapy', 'Retrospective Studies', '*Splenectomy']",1981/09/15 00:00,1981/09/15 00:01,['1981/09/15 00:00'],"['1981/09/15 00:00 [pubmed]', '1981/09/15 00:01 [medline]', '1981/09/15 00:00 [entrez]']",,ppublish,Minerva Chir. 1981 Sep 15;36(17):1065-8.,,"In a retrospective study of 39 splenectomies, patients with increased blood cell breakdown (13 cases of idiopathic thrombocytopenic purpura (ITP), 5 cases of hereditary spherocytosis, 2 of Felty's syndrome and 2 of autoimmune hemolytic anemia) were compared with those patients also presenting decreased blood cell production [14 cases of myelofibrosis (MF) with splenomegaly and 3 cases of advanced chronic myelogeneous leukemia (CML)]. Platelet regeneration post-operatively was significantly (p less than 0.01) more rapid in the ITP than in the MF group. Only 1/22 patients in the ITP group had major post-operative complications as compared to 10/17 in the MF group. None of the patients in the ITP group died within 25 days of operation as compared to 5/17 in the MF group. Only 3/22 patients in the ITP group lost more than 800 ml of blood during the operation as compared to 8/17 with MF. No statistically significant higher blood loss was found in patients with less than 30 x 10(9) platelets/l preoperatively, compared to those with higher platelet counts. However, correlation between the splenic weights and amount of blood loss was statistically significant (p less than 0.01). Thus, splenectomy seems much better tolerated in patients with ITP, even if platelets are low, than in patients with myelofibrosis.","La splenectomia nella porpora piastrinopenica idiopatica e nella mielofibrosi. Une studio retrospettivo dell'incremento piastrinico, complicanze emorragiche e mortalita.",,,,,,,,
7197324,NLM,MEDLINE,19811215,20190617,0028-0836 (Print) 0028-0836 (Linking),293,5833,1981 Oct 15-21,Microinjection of cloned retroviral genomes into mouse zygotes: integration and expression in the animal.,540-2,"['Harbers, K', 'Jahner, D', 'Jaenisch, R']","['Harbers K', 'Jahner D', 'Jaenisch R']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nature,Nature,0410462,"['0 (DNA, Viral)']",IM,"['Animals', 'Cell Transformation, Viral', 'Cloning, Molecular', 'DNA, Viral/*genetics', 'Female', 'Gene Expression Regulation', '*Genes, Viral', 'Mice', 'Moloney murine leukemia virus/*genetics', 'Tissue Distribution', 'Virus Replication', 'Zygote/*microbiology']",1981/10/15 00:00,1981/10/15 00:01,['1981/10/15 00:00'],"['1981/10/15 00:00 [pubmed]', '1981/10/15 00:01 [medline]', '1981/10/15 00:00 [entrez]']",['10.1038/293540a0 [doi]'],ppublish,Nature. 1981 Oct 15-21;293(5833):540-2. doi: 10.1038/293540a0.,,,,,,,,,,,
7197045,NLM,MEDLINE,19811122,20191031,0338-4535 (Print) 0338-4535 (Linking),24,4,1981 Sep,[Our experince with antiglobulin consumption (Dixon test) in the study of antibodies bound to platelets].,389-404,"['Graafland, H', 'Seignalet, J', 'Donadio, D', 'Navarro, M', 'Izarn, P']","['Graafland H', 'Seignalet J', 'Donadio D', 'Navarro M', 'Izarn P']",['fre'],"['English Abstract', 'Journal Article']",France,Rev Fr Transfus Immunohematol,Revue francaise de transfusion et immuno-hematologie,7509497,"['0 (Antibodies)', '0 (Immunoglobulin G)']",IM,"['Antibodies/*analysis', 'Blood Platelets/*immunology', '*Coombs Test', 'Hematologic Diseases/*immunology', 'Humans', 'Immunoglobulin G/analysis', 'Purpura, Thrombocytopenic/immunology']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",['10.1016/s0338-4535(81)80069-4 [doi]'],ppublish,Rev Fr Transfus Immunohematol. 1981 Sep;24(4):389-404. doi: 10.1016/s0338-4535(81)80069-4.,,"We measured the quantity of IgG bound to platelets (IgGP) by the antiglobulin consumption test (Dixon technic). In controls, the IgG level did not exceed 10 X 10(-15) g for one platelet. The amount of IgGP was often incraeased (more than 10 X 10(-l5) g) in some autoimmune diseases as lupus erythematosus, chronic lymphocytic leukemia and chronic active hepatitis. Among 26 patients presenting an idiopathic thrombocytopenic purpura (ITP) with a low number of platelets, 21 (77%) had a high titer of IgGP. In 6 ITP in remission, the IgGP titer was normal. After a review of the different technics detecting the IgG bound to platelets, we explain why we choose the antiglobulin consumption. This test is excellent for the research of anti-platelets auto-antibodies in ITP. Yet, the reaction remains negative in a minority of ITP. Several explanations are possible: low quantity of IgGP, presence of other anto-antibodies as IgM or IgA, cellular auto-immunity anti-platelets without antibodies, non immunologic ITP.",Notre experience de la consommation de l'antiglobuline (test de Dixon) dans la recherche des anticorps fixes sur les plaquettes.,,,,,,,,
7196909,NLM,MEDLINE,19811118,20190723,0021-8820 (Print) 0021-8820 (Linking),34,4,1981 Apr,Biochemical studies on bactobolin in relation to actinobolin.,465-8,"['Hori, M', 'Suzukake, K', 'Ishikawa, C', 'Asakura, H', 'Umezawa, H']","['Hori M', 'Suzukake K', 'Ishikawa C', 'Asakura H', 'Umezawa H']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (Anti-Bacterial Agents)', '0 (Antibiotics, Antineoplastic)', '0 (Benzopyrans)', '0 (Pyrans)', '72615-20-4 (bactobolin)', '999317A21F (actinobolin)']",IM,"['Animals', 'Anti-Bacterial Agents/*pharmacology', 'Antibiotics, Antineoplastic/*pharmacology', 'Benzopyrans/*pharmacology', 'Leukemia L1210/metabolism', 'Mice', 'Protein Biosynthesis', 'Pyrans', 'Ribosomes/drug effects']",1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",['10.7164/antibiotics.34.465 [doi]'],ppublish,J Antibiot (Tokyo). 1981 Apr;34(4):465-8. doi: 10.7164/antibiotics.34.465.,,,,,,,,,,,
7196899,NLM,MEDLINE,19811122,20131121,0018-022X (Print) 0018-022X (Linking),36,3,1981 Jul,Congenital hypoplastic anaemia developed in acute megakarioblastic leukaemia. A case report.,267-70,"['Basso, G', 'Cocito, M G', 'Rebuffi, L', 'Donzelli, F', 'Milanesi, C', 'Zanesco, L']","['Basso G', 'Cocito MG', 'Rebuffi L', 'Donzelli F', 'Milanesi C', 'Zanesco L']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Helv Paediatr Acta,Helvetica paediatrica acta,0373005,['VB0R961HZT (Prednisone)'],IM,"['Acute Disease', 'Anemia, Aplastic/*congenital/diagnosis/drug therapy', 'Blood Transfusion', 'Diagnosis, Differential', 'Humans', 'Infant', 'Male', 'Prednisone/therapeutic use', 'Thrombocythemia, Essential/*diagnosis']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,Helv Paediatr Acta. 1981 Jul;36(3):267-70.,,"A 14-month-old child with congenital hypoplastic anemia, in temporary remission after steroid therapy, developed an acute megakarioblastic leukemia. After complete remission due to immunosuppressive treatment, the leukemia rapidly relapsed, and the child died at 23 months of age. The rapid development of leukemia puts some doubt on the initial diagnosis.",,,,,,,,,
7196880,NLM,MEDLINE,19811118,20190722,0046-8177 (Print) 0046-8177 (Linking),12,7,1981 Jul,Geotrichum candidum as a tissue invasive human pathogen.,668-71,"['Jagirdar, J', 'Geller, S A', 'Bottone, E J']","['Jagirdar J', 'Geller SA', 'Bottone EJ']",['eng'],"['Case Reports', 'Comparative Study', 'Journal Article']",United States,Hum Pathol,Human pathology,9421547,,IM,"['Adult', 'Geotrichosis/etiology', 'Geotrichum/isolation & purification/*pathogenicity', 'Humans', 'Ileum/microbiology', 'Leukemia, Hairy Cell/complications', 'Male', 'Microscopy', 'Mitosporic Fungi/*pathogenicity']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']","['S0046-8177(81)80055-X [pii]', '10.1016/s0046-8177(81)80055-x [doi]']",ppublish,Hum Pathol. 1981 Jul;12(7):668-71. doi: 10.1016/s0046-8177(81)80055-x.,,"Geotrichum candidum was identified as an invasive organism in the terminal ileum of a man with ""hairy cell"" leukemia. The organism was identified on the basis of histologic and cultural characteristics. The diagnostic features of G. candidum infection are compared to those of Aspergillus and Candida species.",,,,,,,,,
7196811,NLM,MEDLINE,19811118,20190512,0143-3334 (Print) 0143-3334 (Linking),2,3,1981,Fractionated dose studies with X-rays and various alkylating agents in P388 mouse lymphoma cells.,205-11,"['Anderson, D']",['Anderson D'],['eng'],['Journal Article'],England,Carcinogenesis,Carcinogenesis,8008055,"['0 (Alkylating Agents)', '0 (Nitrogen Mustard Compounds)']",IM,"['Alkylating Agents/*pharmacology', 'Animals', 'Leukemia P388/*physiopathology', 'Leukemia, Experimental/*physiopathology', 'Mutation/drug effects/radiation effects', 'Nitrogen Mustard Compounds/pharmacology', 'Time Factors', 'X-Rays']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1093/carcin/2.3.205 [doi]'],ppublish,Carcinogenesis. 1981;2(3):205-11. doi: 10.1093/carcin/2.3.205.,,"The fractionated dose technique has been used in P388F cells to examine the effects of X-rays and four alkylating agents on survival and induction of 5-iodo-2-deoxyuridine (IudR) resistant variants. Fractionation intervals up to 5 1/2 h were used for X-rays and for the alkylating agents up to 192 h. Fractionation of the X-ray dose resulted in a sparing effect for survival and variant induction. A sparing effect was also observed for survival after treatment with alkylating agents. However, variant frequencies were observed as large as or greater than those produced by the full doses of alkylating agents. For such agents this would suggest that survival and variant induction are independent events. Differences in the effects of X-rays and alkylating agents cannot be explained by differences in growth rate or the recovery of viability after treatment.",,,,,,,,,
7196156,NLM,MEDLINE,19810922,20190615,0002-9378 (Print) 0002-9378 (Linking),140,7,1981 Aug 1,Effects of hydroxyurea on hemodynamics of pregnant rabbits: a maternally mediated mechanism of embryotoxicity.,747-52,"['Millicovsky, G', 'DeSesso, J M', 'Kleinman, L I', 'Clark, K E']","['Millicovsky G', 'DeSesso JM', 'Kleinman LI', 'Clark KE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Obstet Gynecol,American journal of obstetrics and gynecology,0370476,['X6Q56QN5QC (Hydroxyurea)'],IM,"['Abnormalities, Drug-Induced/*etiology', 'Animals', 'Blood Pressure/drug effects', 'Female', 'Heart Rate/drug effects', 'Hydroxyurea/*pharmacology', 'Pregnancy', 'Pregnancy Complications, Cardiovascular/*physiopathology', 'Rabbits', 'Regional Blood Flow', 'Uterus/blood supply', 'Vascular Resistance/drug effects']",1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']","['0002-9378(81)90734-1 [pii]', '10.1016/0002-9378(81)90734-1 [doi]']",ppublish,Am J Obstet Gynecol. 1981 Aug 1;140(7):747-52. doi: 10.1016/0002-9378(81)90734-1.,,"Hydroxyurea is a cytotoxic agent used in the management of chronic granulocytic leukemia. This compound is teratogenic and embryolethal in various animal species, and has been widely used in experimental studies aimed at understanding the possible mechanisms of drug-induced malformations. Previous studies from our laboratory have demonstrated that maternal subcutaneous injections of hydroxyurea produce immediate circulatory alterations in rabbit embryos similar to those observed subsequent to uterine artery occlusion. The present study was designed to investigate the possibility that the embryolethal and teratogenic properties of hydroxyurea might be due to alterations in maternal hemodynamics, i.e., constriction of the uterine vasculature, resulting in exposure of the embryo to uterine ischemia at critical stage of in utero development. This study demonstrates that hydroxyurea significantly alters blood pressure and heart rate and produces significant uterine vasoconstriction. The resulting reductions in uterine blood flow (77%) elicited by hydroxyurea may be associated with its immediate embryotoxicity.",,,,,,,,,
7196089,NLM,MEDLINE,19810915,20190702,0038-4348 (Print) 0038-4348 (Linking),74,7,1981 Jul,Acute nonlymphocytic leukemia after cyclophosphamide therapy for refractory idiopathic thrombocytopenic purpura.,891-2,"['Krause, J R']",['Krause JR'],['eng'],"['Case Reports', 'Journal Article']",United States,South Med J,Southern medical journal,0404522,['8N3DW7272P (Cyclophosphamide)'],IM,"['Acute Disease', 'Adult', 'Cyclophosphamide/*adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia/*chemically induced', 'Middle Aged', 'Purpura, Thrombocytopenic/*drug therapy']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",['10.1097/00007611-198107000-00033 [doi]'],ppublish,South Med J. 1981 Jul;74(7):891-2. doi: 10.1097/00007611-198107000-00033.,,,,,,,,,,,
7196085,NLM,MEDLINE,19810922,20190618,0036-8075 (Print) 0036-8075 (Linking),213,4508,1981 Aug 7,Tumor cell killing by phorbol ester--differentiated human leukemia cells.,655-7,"['Weinberg, J B']",['Weinberg JB'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Phorbols)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Line', '*Cytotoxicity, Immunologic', 'Humans', 'Immunity, Cellular', 'Leukemia, Experimental/immunology/*pathology', 'Macrophages/cytology/*immunology', 'Phorbols/*pharmacology', 'Tetradecanoylphorbol Acetate/*pharmacology']",1981/08/07 00:00,1981/08/07 00:01,['1981/08/07 00:00'],"['1981/08/07 00:00 [pubmed]', '1981/08/07 00:01 [medline]', '1981/08/07 00:00 [entrez]']",['10.1126/science.7196085 [doi]'],ppublish,Science. 1981 Aug 7;213(4508):655-7. doi: 10.1126/science.7196085.,['27070-02/PHS HHS/United States'],"The tumor promoter 12-O-tetradecanoyl-phorbol-13-acetate causes differentiation of cells of the human leukemia cell line HL60 to nondividing macrophage-like cells. These differentiated cells are cytotoxic for tumor cells (including parent, untreated HL60 cells) in vitro. Agents that induce this desirable differentiation to nondividing, antitumor effector cells may be useful in the experimental treatment of leukemia.",,,,,,,,,
7195921,NLM,MEDLINE,19810922,20071114,0022-2143 (Print) 0022-2143 (Linking),98,2,1981 Aug,Prostaglandin E and the erythropoietic and stromal insufficiency induced by extramedullary tumor.,217-26,"['DeGowin, R L', 'Gibson, D P', 'Knapp, S A']","['DeGowin RL', 'Gibson DP', 'Knapp SA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,['0 (Prostaglandins E)'],IM,"['Animals', '*Bone Marrow Cells', 'Carcinoma, Ehrlich Tumor/physiopathology', '*Erythropoiesis', 'Leukemia, Experimental/physiopathology', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*physiopathology', 'Prostaglandins E/*pharmacology', 'Sarcoma, Experimental/physiopathology']",1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']",['0022-2143(81)90221-3 [pii]'],ppublish,J Lab Clin Med. 1981 Aug;98(2):217-26.,['CA-11472/CA/NCI NIH HHS/United States'],"This paper reports the results of our studies concerning the specificity and mechanism of anemia in tumor-bearing mice. Three different types of transplanted extramedullary tumors, including a carcinoma (EAC), a sarcoma (S-180), and a leukemia (L-1210) produced anemia, neutrophilia, and medullary erythroblastopenia. Because the most striking effects were observed with S-180, it was selected for detailed study. Although erythroblasts were greatly decreased in the bone marrow to about 1% in the differential count, CFU-E and BFU-E were not, suggesting inhibited maturation of erythroid progenitors. Suppression of MSC to 1/3 of normal occurred at 21 days of tumor bearing, and qualitatively abnormal MSC at 35 days failed to enhance CFU-E and BFU-E in split-phase culture. We found that these MSC from tumor-bearing mice produced suppressive levels of PGE. PGE production and erythroid colony enhancement of MSC from either normal or tumor-bearing mice was abrogated by including 5 micrograms/ml indomethacin in the split-phase culture. Medium conditioned by S-180 that was capable of suppressing the growth of MSC colonies had no direct effect on erythroid colony formation. Our results support a hypothesis that extramedullary tumors are capable of producing a lesion in the supportive tissue of the bone marrow, leading to anemia and medullary erythroblastopenia. We believe that early, the tumor suppresses the number of MSC required for maturation of erythroid precursors and later induces the normal numbers of MSC to produce suppressive levels of PGE.",,,,,,,,,
7195902,NLM,MEDLINE,19810915,20190508,0021-9525 (Print) 0021-9525 (Linking),89,2,1981 May,Proliferation of mitochondria during the cell cycle of the human cell line (HL-60).,256-60,"['James, T W', 'Bohman, R']","['James TW', 'Bohman R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Biol,The Journal of cell biology,0375356,['0 (Rhodamines)'],IM,"['Animals', '*Cell Cycle', 'Cell Line', 'Cell Survival', 'Humans', 'Leukemia, Experimental/ultrastructure', 'Mitochondria/*physiology', 'Rhodamines']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",['10.1083/jcb.89.2.256 [doi]'],ppublish,J Cell Biol. 1981 May;89(2):256-60. doi: 10.1083/jcb.89.2.256.,['AG 1862/AG/NIA NIH HHS/United States'],"Using rhodamine 123 to stain mitochondria of the human cell line HL-60, we have followed their increase over the cell cycle by flow cytometry. A near-linear synthesis of mitochondrial mass was shown to occur over the cell cycle. A comparison with the cell's DNA synthesis pattern obtained by the same technique established a common time-base. The mitochondrial synthesis curve changes with culture age. As a control, thd dye was tested for its binding specificity and for its use to resolve mitochondria microscopically. Its stoichiometric range was established and, above 0.25 microgram/ml, it was shown to reduce growth rate and cell viability in culture.",,PMC2111695,,,,,,,
