PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,PMC,AID,OID,OAB,OABL,OTO,OT,GN,RF,AD
909537,NLM,MEDLINE,19771130,20041117,0028-4793 (Print) 0028-4793 (Linking),297,18,1977 Nov 3,Acute leukemia after treatment of lymphoma.,1013,,"['Rowley, J D', 'Golomb, H M', 'Vardiman, J']","['Rowley JD', 'Golomb HM', 'Vardiman J']",['eng'],['Letter'],United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['Acute Disease', 'Humans', 'Leukemia/*etiology', 'Lymphoma/complications/*therapy']",1977/11/03 00:00,1977/11/03 00:01,['1977/11/03 00:00'],"['1977/11/03 00:00 [pubmed]', '1977/11/03 00:01 [medline]', '1977/11/03 00:00 [entrez]']",ppublish,N Engl J Med. 1977 Nov 3;297(18):1013. doi: 10.1056/NEJM197711032971815.,,,['10.1056/NEJM197711032971815 [doi]'],,,,,,,,
909362,NLM,MEDLINE,19771130,20190814,0024-4201 (Print) 0024-4201 (Linking),12,9,1977 Sep,Modification of the fatty acid composition of L1210 murine leukemia cells.,747-52,,"['Burns, C P', 'Luttenegger, D G', 'Wei, S P', 'Spector, A A']","['Burns CP', 'Luttenegger DG', 'Wei SP', 'Spector AA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Lipids,Lipids,0060450,"['0 (Dietary Fats)', '0 (Fatty Acids)', '0 (Linoleic Acids)', '0 (Oleic Acids)', '0 (Phospholipids)']",IM,"['Animals', 'Ascitic Fluid/metabolism', 'Dietary Fats/*metabolism', 'Fatty Acids/*metabolism', 'Leukemia L1210/*metabolism', 'Linoleic Acids/metabolism', 'Male', 'Mice', 'Neoplasms, Experimental/metabolism', 'Oleic Acids/metabolism', 'Phospholipids/metabolism']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']",ppublish,Lipids. 1977 Sep;12(9):747-52. doi: 10.1007/BF02570907.,,,['10.1007/BF02570907 [doi]'],,,,,,,,
909095,NLM,MEDLINE,19771130,20190509,0027-8874 (Print) 0027-8874 (Linking),59,5,1977 Nov,High school contact among persons with leukemia and lymphoma.,1343-9,"We studied frequency of contact among Connecticut high school students and teachers with leukemia and lymphoma diagnosed during or after high school from 1960 through 1971. Risk of having attended the same grade at the same school during the same year was greater among students with Hodgkin's disease (HD) than among simulated controls drawn in proportion to school enrollment (relative risk = 1.44; approximate 95% lower confidence limit = 1.05). Risk of developing HD was also greater among students enrolled simultaneously at the same school as students already diagnosed with HD than among students not so enrolled (relative risk = 2.05; 95% lower confidence limit = 1.39). However, fewer HD cases (16) were diagnosed from 1965 through 1970 at schools that formerly had patients enrolled (1959-64) than at matched schools without such patients (24). We found no evidence of increased contact among persons with non-HD lymphomas or leukemias, except between HD and non-HD lymphomas (relative risk = 1.41; approximate 95% lower confidence limit = 1.11).","['Zack, M M Jr', 'Heath, C W Jr', 'Andrews, M D', 'Grivas, A S Jr', 'Christine, B W']","['Zack MM Jr', 'Heath CW Jr', 'Andrews MD', 'Grivas AS Jr', 'Christine BW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Adolescent', 'Adult', 'Connecticut', 'Epidemiologic Methods', 'Female', 'Hodgkin Disease/*etiology/pathology/transmission', 'Humans', 'Leukemia/*etiology', 'Lymphoma/*etiology', 'Male', 'Risk', 'Schools', 'Socioeconomic Factors', 'Time Factors']",1977/11/01 00:00,2001/03/28 10:01,['1977/11/01 00:00'],"['1977/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1977/11/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1977 Nov;59(5):1343-9. doi: 10.1093/jnci/59.5.1343.,,,['10.1093/jnci/59.5.1343 [doi]'],,,,,,,,
908904,NLM,MEDLINE,19771130,20200728,0013-2446 (Print) 0013-2446 (Linking),52,1,1977,Chloramphenicol as a possible leukaemogenic agent.,1-5,,"['Aboul-Enein, M', 'El-Zayat, A', 'Hamza, M R', 'El-Mawla, N G', 'Aboul-Nasr, L']","['Aboul-Enein M', 'El-Zayat A', 'Hamza MR', 'El-Mawla NG', 'Aboul-Nasr L']",['eng'],"['Case Reports', 'Journal Article']",United States,J Egypt Public Health Assoc,The Journal of the Egyptian Public Health Association,7505602,['66974FR9Q1 (Chloramphenicol)'],IM,"['Acute Disease', 'Adult', 'Anemia, Aplastic/chemically induced', 'Child', 'Chloramphenicol/*adverse effects', 'Female', 'Humans', 'Leukemia/*chemically induced', 'Male', 'Middle Aged']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",ppublish,J Egypt Public Health Assoc. 1977;52(1):1-5.,,,,,,,,,,,
908834,NLM,MEDLINE,19771130,20041117,0019-5847 (Print) 0019-5847 (Linking),68,4,1977 Feb 16,Therapeutic strategy in acute leukaemias.,82-3,,"['Sen, N N']",['Sen NN'],['eng'],['Editorial'],India,J Indian Med Assoc,Journal of the Indian Medical Association,7505608,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy']",1977/02/16 00:00,1977/02/16 00:01,['1977/02/16 00:00'],"['1977/02/16 00:00 [pubmed]', '1977/02/16 00:01 [medline]', '1977/02/16 00:00 [entrez]']",ppublish,J Indian Med Assoc. 1977 Feb 16;68(4):82-3.,,,,,,,,,,,
908758,NLM,MEDLINE,19771130,20190206,0021-9738 (Print) 0021-9738 (Linking),60,5,1977 Nov,Human lymphocyte complement receptors. Quantitative requirements for C3 of normal and chronic lymphocyte leukemia lymphocytes.,1159-64,Erythrocytes coated with varying amounts of human complement were used to detect lymphocytes with complement receptors from normal subjects and patients with chronic lymphocytic leukemia. The relationship between the percentage of lymphocytes rosetting and the quantity of C3 present on complement-coated erythrocytes were studied. Small quantities of C3 (less than 5 fg/erythrocyte) caused maximal rosetting of normal lymphocytes. Maximal rosetting with chronic lymphocytic leukemia lymphocytes was not reached until much greater amounts of C3 were used to coat the erythrocytes. This difference in sensitivity to erythrocyte-bound complement was not due to an increased fraction of complement receptor-bearing cells in the leukemic patients. This loss of sensitivity of the chronic lymphocytic leukemia lymphocyte for complement may play a role in the immune deficiency present in this disease.,"['Logue, G L', 'Cohen, H J']","['Logue GL', 'Cohen HJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Clin Invest,The Journal of clinical investigation,7802877,"['0 (Complement C3)', '80295-43-8 (Complement C3b)', '9007-36-7 (Complement System Proteins)']",IM,"['Cell Membrane/immunology/metabolism', '*Complement C3/metabolism', 'Complement C3b/metabolism', '*Complement System Proteins/metabolism', 'Erythrocytes/immunology', 'Humans', 'Leukemia, Lymphoid/*immunology/metabolism', 'Lymphocytes/*immunology/metabolism', 'Protein Binding', 'Rosette Formation']",1977/11/01 00:00,1977/11/01 00:01,['1977/11/01 00:00'],"['1977/11/01 00:00 [pubmed]', '1977/11/01 00:01 [medline]', '1977/11/01 00:00 [entrez]']",ppublish,J Clin Invest. 1977 Nov;60(5):1159-64. doi: 10.1172/JCI108868.,,PMC372469,['10.1172/JCI108868 [doi]'],,,,,,,,
908622,NLM,MEDLINE,19771130,20210526,0019-9567 (Print) 0019-9567 (Linking),18,1,1977 Oct,Quantitative immunoelectrophoretic assay for murine oncornavirus p30: noncovalent facilitation by sodium dodecyl sulfate.,60-7,"Treatment of Rauscher murine leukemia virus lysates with the anionic detergent sodium dodecyl sulfate (SDS) at concentrations between 0.2 to 2.0% SDS per mg of viral protein greatly increased the anodal electrophoretic mobility of p30, the major internal polypeptide. SDS treatment did not reduce p30 antigenicity or cause nonspecific precipitation of normal serum proteins during subsequent immunoanalysis. The increased anodal electrophoretic mobility allowed assay of Rauscher murine leukemia virus p30 by Laurell rocket immunoelectrophoresis. An SDS-facilitated rocket immunoelectrophoresis assay is described that was highly reproducible (coefficient of variability, less than 3.0%) and capable of detecting 125 ng of viral protein. To our knowledge, this is the first report of a quantitative immunoelectrophoretic assay for an oncornavirus antigen. Since SDS binding is a general property of proteins, this method of noncovalently altering electrophoretic mobility appears to be applicable to other antigen-antibody systems.","['Robinson, O R Jr', 'Shibley, G P', 'Sevoian, M']","['Robinson OR Jr', 'Shibley GP', 'Sevoian M']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Infect Immun,Infection and immunity,0246127,"['0 (Carbamates)', '0 (Viral Proteins)', '368GB5141J (Sodium Dodecyl Sulfate)']",IM,"['Carbamates', 'Immunoelectrophoresis/*methods', 'Isoelectric Point', 'Rauscher Virus/*analysis', 'Sodium Dodecyl Sulfate', 'Viral Proteins/*analysis/immunology']",1977/10/01 00:00,2001/03/28 10:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1977/10/01 00:00 [entrez]']",ppublish,Infect Immun. 1977 Oct;18(1):60-7. doi: 10.1128/iai.18.1.60-67.1977.,,PMC421193,['10.1128/iai.18.1.60-67.1977 [doi]'],,,,,,,,
908350,NLM,MEDLINE,19771130,20190907,0014-2964 (Print) 0014-2964 (Linking),13,8,1977 Aug,Cell killing effectiveness of hycanthone.,897-8,,"['Lelieveld, P']",['Lelieveld P'],['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,"['0 (Thioxanthenes)', '2BXX5EVN2A (Hycanthone)']",IM,"['Animals', 'Cell Survival/*drug effects', 'Dose-Response Relationship, Drug', 'Hematopoietic Stem Cells/drug effects', 'Hycanthone/*pharmacology', 'Leukemia L1210', 'Mice', 'Sarcoma, Experimental', 'Thioxanthenes/*pharmacology']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1977 Aug;13(8):897-8. doi: 10.1016/0014-2964(77)90145-1.,,,['10.1016/0014-2964(77)90145-1 [doi]'],,,,,,,,
908347,NLM,MEDLINE,19771130,20190907,0014-2964 (Print) 0014-2964 (Linking),13,8,1977 Aug,Highly cytotoxic antisera obtained in W/Fu rats against a syngeneic Gross virus induced lymphoma.,855-9,,"['Gerlier, D', 'Guibout, C', 'Dore, J F']","['Gerlier D', 'Guibout C', 'Dore JF']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,['0 (Immune Sera)'],IM,"['AKR murine leukemia virus', 'Animals', 'Antibody Formation', 'Cytotoxicity Tests, Immunologic', '*Immune Sera', 'Kinetics', 'Lymphoma/*immunology', 'Rats', 'Rats, Inbred WF']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1977 Aug;13(8):855-9. doi: 10.1016/0014-2964(77)90141-4.,,,['10.1016/0014-2964(77)90141-4 [doi]'],,,,,,,,
908169,NLM,MEDLINE,19771130,20190816,0009-9163 (Print) 0009-9163 (Linking),12,3,1977 Sep,Bloom's syndrome. V. Surveillance for cancer in affected families.,162-8,"The Bloom's Syndrome Registry comprises the 71 individuals in whom this rare genetic disorder has been recognized between the time it was described in 1954 and the end of 1976. The major objective of the Registry is surveillance for cancer in both affected homozygotes and heterozygotes. Of the 61 homozygotes known to have had Bloom's syndrome before cancer was diagnosed and for whom follow-up has been possible, one in nine has developed cancer. Thirteen cancers have been diagnosed, in 12 individuals. The mean age in 1976 of the living individuals with the syndrome was 16.4 years. The mean age at the time cancer was diagnosed was 20 years. Cancers have been of multiple types and have affected various sites.","['German, J', 'Bloom, D', 'Passarge, E']","['German J', 'Bloom D', 'Passarge E']",['eng'],['Journal Article'],Denmark,Clin Genet,Clinical genetics,0253664,,IM,"['Abnormalities, Multiple/genetics', 'Acute Disease', 'Adult', 'Dwarfism/*genetics', 'Facial Dermatoses/*genetics', 'Female', 'Follow-Up Studies', 'Heterozygote', 'Homozygote', 'Humans', 'Leukemia/genetics', 'Male', 'Middle Aged', 'Neoplasms/*genetics', 'Syndrome', 'Telangiectasis/*genetics']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']",ppublish,Clin Genet. 1977 Sep;12(3):162-8. doi: 10.1111/j.1399-0004.1977.tb00919.x.,,,['10.1111/j.1399-0004.1977.tb00919.x [doi]'],,,,,,,,
908040,NLM,MEDLINE,19771130,20061115,0008-5472 (Print) 0008-5472 (Linking),37,11,1977 Nov,Cellular and serum involvement in protection against Friend leukemia virus.,4064-9,"Treatment of mice with the immunomodulator pyran copolymer inhibited leukemogenesis produced by Friend leukemia virus (FLV) complex, as evidenced by inhibition of the spleen focus-forming virus and lymphatic leukemia virus, as well as by a significant decrease in splenomegaly. In this report we present data suggesting that the protective effect of pyran is mediated by macrophages. Protection was conferred on normal recipient mice when peritoneal exudate cells from pyran-treated mice were transferred to recipient mice infected 24 hr later with FLV. Animals receiving pyran-activated peritoneal cells had a significant reduction of splenomegaly and of titers of spleen focus-forming virus and lymphatic leukemia virus than did control animals. In contrast, when glycogen-elicited peritoneal exudate cells were transferred, the mice were not protected. Pyran-activated peritoneal cells, but not normal peritoneal cells, also inhibited FLV growth in vitro. Serum from pyran-treated, but not glycogen-treated, mice also transferred resistance to FLV-infected mice.","['Schuller, G B', 'Morahan, P S']","['Schuller GB', 'Morahan PS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Polymers)', '27100-68-1 (Pyran Copolymer)', '9008-11-1 (Interferons)']",IM,"['Animals', 'Ascitic Fluid/immunology', 'Friend murine leukemia virus/drug effects', 'Immunization, Passive', 'Interferons/biosynthesis', 'Leukemia, Experimental/*immunology', 'Macrophages/drug effects/*immunology', 'Male', 'Mice', 'Polymers/*pharmacology', 'Pyran Copolymer/*pharmacology', 'Tumor Virus Infections/*immunology']",1977/11/01 00:00,1977/11/01 00:01,['1977/11/01 00:00'],"['1977/11/01 00:00 [pubmed]', '1977/11/01 00:01 [medline]', '1977/11/01 00:00 [entrez]']",ppublish,Cancer Res. 1977 Nov;37(11):4064-9.,,,,,,,,,,,
908013,NLM,MEDLINE,19771130,20131121,0008-5472 (Print) 0008-5472 (Linking),37,10,1977 Oct,Survival and cure of leukemic mice after circadian optimization of treatment with cyclophosphamide and 1-beta-D-arabinofuranosylcytosine.,3648-55,"When cyclophosphamide and 1-beta-D-arabinofuranosylcytosine were administered to mice previously given injections of L1210 leukemia cells, the combination was more effective than either drug given alone. The effectiveness of the 2 drugs in combination was strongly influenced by the stage of the circadian system at which the drugs were administered. With the use of a chronobiological (sinusoidal) approach, in comparison with one or two conventional treatment schedules, it was possible to demonstrate an overall lower toxicity as monitored by death or weight loss. In general, mean survival times and cures (when obtained) were circadian stage dependent; for example, in 1 study the cure rate was 94% in mice treated at 1 circadian stage, but only 44% in those treated at another stage. It cannot be overemphasized, however, that just as the ""right"" timing can enhance (with statistical significance) both the tolerance to chemotherapeutic agents and the rate of cure in leukemic mice, so can the ""wrongly"" timed (wrongly placed) ara-C sinusoid or ""wrongly"" timed cyclophosphamide enhance toxicity and host death rate.","['Scheving, L E', 'Burns, E R', 'Pauly, J E', 'Halberg, F', 'Haus, E']","['Scheving LE', 'Burns ER', 'Pauly JE', 'Halberg F', 'Haus E']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Animals', '*Circadian Rhythm', 'Cyclophosphamide/*administration & dosage/therapeutic use', 'Cytarabine/*administration & dosage/therapeutic use', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Female', 'Leukemia L1210/*drug therapy/physiopathology', 'Male', 'Mice', 'Mice, Inbred Strains']",1977/10/01 00:00,1977/10/01 00:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '1977/10/01 00:01 [medline]', '1977/10/01 00:00 [entrez]']",ppublish,Cancer Res. 1977 Oct;37(10):3648-55.,,,,,,,,,,,
