PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,RF,GR,PMC,SI,TT,AD,EIN,OID
3504433,NLM,MEDLINE,19890126,20071115,0886-0238 (Print) 0886-0238 (Linking),1,2,1987,Correlative patterns of neutrophil and platelet counts during very early remission of acute myeloblastic leukemia.,113-6,"Patterns of recovery for peripheral blood neutrophils and platelets were analyzed in 65 patients with acute myeloblastic leukemia (AML) undergoing their first course of induction chemotherapy. Specifically, for every patient linear correlation coefficients (r values) were computed for neutrophils versus platelet counts every three days from Day 12 to 27 of therapy. Correlations were designated as ""significant"" if r greater than or equal to 0.82 (p less than or equal to 0.05). Patients who would enter complete remission with the first course of therapy were significantly more likely to have significant neutrophil-platelet correlations in the recovery phase than patients who did not achieve remission with the first course or who would have resistant disease (76% versus 20% and 76% versus 15%, respectively, both p less than 0.001). Although these data are preliminary and retrospective they nonetheless demonstrate a trend that may prove useful for patient monitoring if proven correct by formal studies. A prospective investigation examining neutrophil and platelet correlations within a defined period of early hematologic recovery is indicated to assess if such parameters have early prognostic value for the prediction of remission in individual patients receiving induction therapy for AML.","['Ventura, G J', 'Drewinko, B', 'Keating, M J']","['Ventura GJ', 'Drewinko B', 'Keating MJ']",['eng'],['Journal Article'],United States,Hematol Pathol,Hematologic pathology,8707764,IM,"['Bone Marrow/pathology', 'Humans', 'Leukemia, Myeloid, Acute/*blood/drug therapy/pathology', 'Leukocyte Count/*drug effects', 'Neutrophils/*pathology', 'Platelet Count/*drug effects', 'Prognosis', 'Remission Induction']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Hematol Pathol. 1987;1(2):113-6.,,,,,,,,"['Department of Hematology, University of Texas System Cancer Center, Houston 77030.']",,
3504432,NLM,MEDLINE,19890126,20071114,0886-0238 (Print) 0886-0238 (Linking),1,2,1987,Acute myelomonocytic leukemia associated with abnormalities of chromosome 16: a light and electron microscopic study.,105-12,"We investigated the light and ultrastructural morphology of 37 patients with acute nonlymphocytic leukemia (ANLL) and inv(16)(p13q22) or del (16)(q22) with specific emphasis on the changes in the eosinophils (EOS). All but one of the 37 patients were classified as French-American-British M4 with eosinophilia (FAB M4-E) on the basis of the monocytoid nature of the leukemic cells and the presence of large EOS with interspersed basophilic-staining granules. A median of 92% of the blasts were peroxidase positive, and Auer rods were found in 71% of cases. Only 27% of the cases had sufficient alpha-naphthyl butyrate positivity to confirm the diagnosis of FAB M4, but electron microscopy demonstrated a sufficient monocytic component to support this classification in all cases examined. Electron microscopy also demonstrated nuclear blebs both in the blasts and notably, in the EOS of all cases examined (16 of 16). Nuclear blebs in EOS were found in only 1 of 13 cases of ANLL that showed eosinophilia but lacked abnormalities of chromosome 16. This case was also classified as FAB M4-E. The finding of nuclear blebs in EOS in FAB M4-E suggests that the EOS may be derived from the malignant clone in this leukemia. These blebs are also of diagnostic in value classifying a leukemia as FAB M4-E.","['Dalton, W T Jr', 'Ahearn, M J', 'Cork, A', 'Trujillo, J M', 'Keating, M J', 'McCredie, K B', 'Freireich, E J', 'Stass, S A']","['Dalton WT Jr', 'Ahearn MJ', 'Cork A', 'Trujillo JM', 'Keating MJ', 'McCredie KB', 'Freireich EJ', 'Stass SA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Hematol Pathol,Hematologic pathology,8707764,IM,"['Adult', 'Aged', 'Cell Nucleus/ultrastructure', 'Cell Transformation, Neoplastic/*ultrastructure', 'Child', 'Child, Preschool', 'Chromosome Aberrations/*pathology', 'Chromosome Disorders', '*Chromosomes, Human, Pair 16', 'Cytoplasm/ultrastructure', 'Eosinophils/ultrastructure', 'Female', 'Humans', 'Leukemia, Myelomonocytic, Acute/classification/genetics/*pathology', 'Male', 'Middle Aged']",1987/01/01 00:00,2001/03/28 10:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Hematol Pathol. 1987;1(2):105-12.,,,,['CA28153/CA/NCI NIH HHS/United States'],,,,"['Division of Laboratory Medicine, University of Texas System Cancer Center, Houston 77030.']",,
3504431,NLM,MEDLINE,19890126,20041117,0886-0238 (Print) 0886-0238 (Linking),1,1,1987,The eosinophilic variant of acute myelomonocytic leukemia developing as a secondary leukemia in a patient with mycosis fungoides.,67-76,"The eosinophilic variant of acute myelomonocytic leukemia (AMML) is highly associated with characteristic abnormalities of chromosome 16. Leukemias developing secondary to chemotherapy frequently show abnormalities of chromosomes 5 and 7. This report describes a secondary AMML, eosinophilic variant (M4Eo), developing in a patient with coexistent mycosis fungoides who had received chemotherapy, including an alkylating agent, and showing characteristic abnormalities of both chromosomes 7 and 16. This is the first reported case of the M4Eo arising secondarily in a patient treated for another hematopoietic malignancy, and the second case of treatment-induced M4Eo to show coexistent abnormalities of chromosomes 7 and 16. Additional cytochemical, ultrastructural, and cell surface marker findings are described supporting malignant transformation of the eosinophilic cell line.","['Jones, D B', 'Kaye, F', 'Hardman, J', 'Whang-Peng, J', 'Dale, N L', 'Garvin, D F', 'Schumacher, H R']","['Jones DB', 'Kaye F', 'Hardman J', 'Whang-Peng J', 'Dale NL', 'Garvin DF', 'Schumacher HR']",['eng'],"['Case Reports', 'Journal Article']",United States,Hematol Pathol,Hematologic pathology,8707764,IM,"['Adult', 'Antigens, Surface/analysis', 'Bone Marrow/pathology/ultrastructure', 'Chromosomes, Human, Pair 16', 'Chromosomes, Human, Pair 7', 'Female', 'Histocytochemistry', 'Humans', 'Leukemia, Eosinophilic, Acute/etiology/genetics/*pathology', 'Leukemia, Myelomonocytic, Acute/complications/genetics/*pathology', 'Mycosis Fungoides/*complications']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Hematol Pathol. 1987;1(1):67-76.,"['0 (Antigens, Surface)']",,,,,,,"['Department of Pathology, Naval Hospital, Bethesda, Maryland.']",,
3504428,NLM,MEDLINE,19890126,20151119,0886-0238 (Print) 0886-0238 (Linking),1,1,1987,Childhood T-cell malignancy resembling adult T-cell leukemia/lymphoma.,15-25,"We describe two childhood cases of a T-cell malignancy indistinguishable from nonendemic, idiopathic adult T-cell leukemia/lymphoma. The cases illustrate the heterogeneity of nonendemic, idiopathic ATLL, including the presence of mediastinal masses and more heterogeneous immunologic markers than endemic cases, and represent the two youngest cases of ATLL yet described. The differential diagnosis of nonendemic, idiopathic ATLL is discussed.","['Head, D R', 'Kjeldsberg, C R', 'Kadin, M E', 'Pick, T', 'Bybee, B', 'Longbotham, J', 'Shumski, E']","['Head DR', 'Kjeldsberg CR', 'Kadin ME', 'Pick T', 'Bybee B', 'Longbotham J', 'Shumski E']",['eng'],"['Case Reports', 'Journal Article']",United States,Hematol Pathol,Hematologic pathology,8707764,IM,"['Acid Phosphatase/analysis', 'Adolescent', 'Biomarkers/analysis', 'Bone Marrow/pathology', 'Child', 'Diagnosis, Differential', 'Female', 'Humans', 'Karyotyping', 'Leukemia-Lymphoma, Adult T-Cell/*pathology', 'Lymph Nodes/pathology', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/genetics/*pathology', 'Skin/pathology']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Hematol Pathol. 1987;1(1):15-25.,"['0 (Biomarkers)', 'EC 3.1.3.2 (Acid Phosphatase)']",,,,,,,"['Department of Pathology, University of Utah Medical Center, Salt Lake City 84132.']",,
3504364,NLM,MEDLINE,19890119,20071115,0950-3536 (Print) 0950-3536 (Linking),1,4,1987 Dec,Chronic myeloid leukemia.,869-1080,,,,['eng'],['Journal Article'],England,Baillieres Clin Haematol,Bailliere's clinical haematology,8800474,IM,"['Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive']",1987/12/01 00:00,1987/12/01 00:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '1987/12/01 00:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Baillieres Clin Haematol. 1987 Dec;1(4):869-1080.,,,,,,,,,,
3504087,NLM,MEDLINE,19881212,20111117,0393-974X (Print) 0393-974X (Linking),1,2,1987 Apr-Jun,"Recombinant interferon alpha-2 modulates hairy cell phenotype ""in vitro"".",87-92,"The ""in vitro"" effect of IFN-alpha on the phenotypic profile of atypical cells from 5 hairy cell leukemia patients was investigated in a 72 hr culture assay. Cytochemical investigations revealed a dramatic decrease in the cytoplasmic content of acid phosphatase and tartrate resistant acid phosphatase in the absence of any apparent morphological modification. Flow cytometry showed that IFN-alpha markedly reduced the density of surface Ig without modifying the original isotype pattern. The expression of the receptor for the Fc fragment of IgG was also reduced. The class II MHC antigen recognized by the monoclonal antibody 12 remained essentially unchanged. Hairy cells were negative for OKT10 and PCA-1 and remained so after IFN-alpha incubation. Present data indicate that IFN-alpha is able to consistently and selectively affect membrane and cytoplasmic features of hairy cells in a short term period. The possibility is envisaged that these changes may be related to the therapeutic efficacy of IFN-alpha.","['Fattorossi, A', 'Dolei, A', 'Pizzolo, J G', 'Cafolla, A', 'Mandelli, F', 'Dianzani, F']","['Fattorossi A', 'Dolei A', 'Pizzolo JG', 'Cafolla A', 'Mandelli F', 'Dianzani F']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,J Biol Regul Homeost Agents,Journal of biological regulators and homeostatic agents,8809253,IM,"['Adult', 'Antigens, Differentiation/immunology', 'Cell Count/drug effects', 'Cell Separation', 'Female', 'Flow Cytometry', 'Histocytochemistry', 'Humans', 'Interferon Type I/*physiology', 'Leukemia, Hairy Cell/*genetics/immunology/pathology/therapy', 'Leukocytes, Mononuclear/drug effects/ultrastructure', 'Male', 'Middle Aged', 'Phenotype', 'Recombinant Proteins']",1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",ppublish,J Biol Regul Homeost Agents. 1987 Apr-Jun;1(2):87-92.,"['0 (Antigens, Differentiation)', '0 (Interferon Type I)', '0 (Recombinant Proteins)']",,,,,,,"['Institute of Virology, University of Rome, La Sapienza, Italy.']",,
3504084,NLM,MEDLINE,19881212,20151119,0393-974X (Print) 0393-974X (Linking),1,2,1987 Apr-Jun,Microtubule assembly in Friend erythroleukemia cells spread on fibronectin- and lectin-coated substrates.,53-8,"A comparison was carried out between parental Friend Erythroleukemia cells (FLC, 745 A clone) and highly fibronectin (FN)-sensitive clones of FLC for their ability to adhere, spread and organize microtubular (MT) apparatus, when seeded on FN- or lectin-coated plastic substrates. While FN was able to induce the spreading only in the FN-sensitive FLC clones (further referred to as FF clones) and not in the parental 745 A cells, the lectins Concanavalin A (ConA) and Leukoagglutinin (LeuA) promoted the spreading of both 745 A and FF cells, with no differences between the two cell lines. Wheat germ agglutinin (WGA), instead, is almost ineffective in triggering cell spreading in both cell clones. The spreading of FLC, either 745 A or FF, on any of the ligands tested, is always accompanied by a massive reorganization of the MT apparatus of the cell. Possible mechanisms involved in the selective spreading effect, exerted by FN, are discussed.","['Benedetto, A', 'Amici, C', 'De Paolis, E', 'Signorini, A', 'Elia, G']","['Benedetto A', 'Amici C', 'De Paolis E', 'Signorini A', 'Elia G']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,J Biol Regul Homeost Agents,Journal of biological regulators and homeostatic agents,8809253,IM,"['Agglutinins/pharmacology', 'Animals', 'Cell Adhesion/drug effects', 'Cell Aggregation/drug effects', 'Cell Line', 'Concanavalin A/pharmacology', '*Fibronectins', 'Friend murine leukemia virus', '*Lectins', 'Leukemia, Erythroblastic, Acute/*physiopathology', 'Leukocytes', 'Mice', 'Microtubules/drug effects/physiology/*ultrastructure', 'Proteins', 'Tumor Cells, Cultured/physiology/*ultrastructure', 'Wheat Germ Agglutinins/pharmacology']",1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",ppublish,J Biol Regul Homeost Agents. 1987 Apr-Jun;1(2):53-8.,"['0 (Agglutinins)', '0 (Fibronectins)', '0 (Lectins)', '0 (Proteins)', '0 (Wheat Germ Agglutinins)', '0 (leukoagglutinins, leukocytes)', '11028-71-0 (Concanavalin A)']",,,,,,,"['Center of Virology, Ospedale S. Camillo, Rome, Italy.']",,
3503990,NLM,MEDLINE,19881206,20031114,0301-0244 (Print) 0301-0244 (Linking),39,6,1987 Nov-Dec,"Synthesis and antitumor properties of pyrazolo [3,4-D] pyrimidine derivatives.",715-20,"Several new 5-substituted 1-phenylpyrazole [3,4-d] pyrimidine derivatives were synthesized and tested for antitumor activity. Compound 17, which has 3,4-dichlorophenyl moiety at N5 of the pyrazole pyrimidine ring, shows a strong activity against L-1210 leukemia (152%). On the other hand, compounds 15, 17 and 21 were the most active against sarcoma Sa-180. It was observed that many derivatives of pyrazole [3,4-d] pyrimidine possess different biological, especially antitumor properties [1-6, 9, 10].","['Witkiewicz, K', 'Machon, Z', 'Mordarski, M', 'Wieczorek, J']","['Witkiewicz K', 'Machon Z', 'Mordarski M', 'Wieczorek J']",['eng'],['Journal Article'],Poland,Pol J Pharmacol Pharm,Polish journal of pharmacology and pharmacy,0366561,IM,"['Animals', '*Antineoplastic Agents/chemical synthesis', 'Leukemia L1210/drug therapy', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Mice, Inbred Strains', 'Pyrazoles/*chemical synthesis/pharmacology', 'Pyrimidines/*chemical synthesis/pharmacology', 'Sarcoma 180/drug therapy']",1987/11/01 00:00,1987/11/01 00:01,['1987/11/01 00:00'],"['1987/11/01 00:00 [pubmed]', '1987/11/01 00:01 [medline]', '1987/11/01 00:00 [entrez]']",ppublish,Pol J Pharmacol Pharm. 1987 Nov-Dec;39(6):715-20.,"['0 (Antineoplastic Agents)', '0 (Pyrazoles)', '0 (Pyrimidines)']",,,,,,,"['Department of Organic Chemistry, Medical Academy, Wroclaw, Poland.']",,
3503574,NLM,MEDLINE,19881121,20190626,0002-9343 (Print) 0002-9343 (Linking),83,6,1987 Dec,Plasma cell leukemia: an evaluation of response to therapy.,1062-8,"Forty-three patients with plasma cell leukemia were seen at the Mayo Clinic. Twenty-five (58 percent) had primary plasma cell leukemia (diagnosis first made in the leukemic phase) and 18 (42 percent) had secondary plasma cell leukemia (leukemic transformation of a previously diagnosed multiple myeloma). Patients with secondary plasma cell leukemia were older, had a greater incidence of lytic bone lesions, had a lower platelet count, and had a larger M-protein in the serum than did patients with primary plasma cell leukemia. The median survival was 6.8 months for patients with primary plasma cell leukemia and 1.3 months for patients with secondary plasma cell leukemia. In patients with primary plasma cell leukemia, multiple alkylating agents produced a higher response rate than did melphalan, but the median time from treatment to progression or death was not significantly improved with such therapy. Review of the literature also suggests that the response rate is higher with combination chemotherapy than with single alkylating agents. Patients with secondary plasma cell leukemia usually show resistance to any type of chemotherapy and have a short survival.","['Noel, P', 'Kyle, R A']","['Noel P', 'Kyle RA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Med,The American journal of medicine,0267200,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Female', 'Humans', 'Leukemia, Plasma Cell/blood/*drug therapy/mortality/urine', 'Male', 'Middle Aged', 'Neoplasm Proteins/blood/urine']",1987/12/01 00:00,1987/12/01 00:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '1987/12/01 00:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Am J Med. 1987 Dec;83(6):1062-8. doi: 10.1016/0002-9343(87)90942-9.,['0 (Neoplasm Proteins)'],"['0002-9343(87)90942-9 [pii]', '10.1016/0002-9343(87)90942-9 [doi]']",,"['CA-15083/CA/NCI NIH HHS/United States', 'CA-16835/CA/NCI NIH HHS/United States']",,,,"['Division of Hematology and Internal Medicine, Mayo Clinic, Rochester, Minnesota 55905.']",,
3503560,NLM,MEDLINE,19881114,20151119,0884-0431 (Print) 0884-0431 (Linking),1,6,1986 Dec,"Differential effects of 1,25-dihydroxyvitamin D3 on cytosolic calcium in two human cell lines (HL-60 and U-937).",497-501,"1,25-Dihydroxyvitamin D3 (1,25-(OH)2D3) has been shown to induce maturational changes in the human promyelocytic leukemia cell line HL-60 and in the human monocytic cell line U-937. Changes in cytosolic calcium have been reported to regulate cellular processes. We used the fluorescent dye Quin 2 to examine the effects of vitamin D metabolites on cytosolic calcium levels in HL-60 and U-937 cells. 1,25-(OH)2D3 (20 nM) increases cytosolic calcium by 24% over a 5-min period in HL-60 but not in U-937 cells. 1,25-(OH)2D3 (0.2 nM and 4 nM) has no effect on cytosolic calcium levels in either cell type. 24,25-(OH)2D3 (20 nM) has no effect on cytosolic calcium in HL-60 cells. Nifedipine (1 mM) has no effect on cytosolic calcium levels over 30 min and likewise does not block the 1,25-(OH)2D3-induced increase in cytosolic calcium in HL-60 cells. However, chelation of extracellular calcium with EGTA (10 mM) blocks the 1,25-(OH)2D3-induced increment in cytosolic calcium, but does not block the 1,25-(OH)2D3-induced maturational changes in HL-60 cells. The data suggest that 1,25-(OH)2D3 but not 24,25-(OH)2D3 increases cytosolic calcium in HL-60 cells within 5 min and the increment is due to increased influx of calcium. 1,25-(OH)2D3 modifies membrane permeability to calcium independent of calcium channels sensitive to nifedipine. Finally, 1,25-(OH)2D3-induced maturational changes in HL-60 cells can take place without an increase in cytosolic calcium.","['Desai, S S', 'Appel, M C', 'Baran, D T']","['Desai SS', 'Appel MC', 'Baran DT']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Bone Miner Res,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,8610640,IM,"['Aminoquinolines', 'Calcitriol/*pharmacology', 'Calcium/*metabolism', 'Cell Differentiation/drug effects', 'Cell Line', 'Cytosol/*metabolism', 'Dimethyl Sulfoxide/pharmacology', 'Fluorescent Dyes', 'Humans', 'Nifedipine/pharmacology', 'Spectrometry, Fluorescence', 'Tumor Cells, Cultured']",1986/12/01 00:00,1986/12/01 00:01,['1986/12/01 00:00'],"['1986/12/01 00:00 [pubmed]', '1986/12/01 00:01 [medline]', '1986/12/01 00:00 [entrez]']",ppublish,J Bone Miner Res. 1986 Dec;1(6):497-501. doi: 10.1002/jbmr.5650010603.,"['0 (Aminoquinolines)', '0 (Fluorescent Dyes)', 'FXC9231JVH (Calcitriol)', 'I9ZF7L6G2L (Nifedipine)', 'O448IDK23O (Quin2)', 'SY7Q814VUP (Calcium)', 'YOW8V9698H (Dimethyl Sulfoxide)']",['10.1002/jbmr.5650010603 [doi]'],,,,,,"['Department of Orthopedics, University of Massachusetts Medical Center, Worcester 01605.']",,
