PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,GR,MID,OID,OAB,OABL,OTO,OT
190418,NLM,MEDLINE,19770428,20190509,0027-8874 (Print) 0027-8874 (Linking),58,3,1977 Mar,Preparation of cell-free feline oncornavirus-associated cell membrane antigen.,791-3,"['Wolff, L H', 'Olsen, R G', 'Hoover, E A', 'Yohn, D S', 'Schaller, J P']","['Wolff LH', 'Olsen RG', 'Hoover EA', 'Yohn DS', 'Schaller JP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antibodies, Neoplasm)', '0 (Antibodies, Viral)', '0 (Antigens, Neoplasm)', '0 (Antigens, Viral)', 'EC 3.4.22.2 (Papain)']",IM,"['Animals', 'Antibodies, Neoplasm', 'Antibodies, Viral', 'Antigens, Neoplasm', 'Antigens, Viral/*analysis', 'Cell Membrane/immunology', 'Cells, Cultured', 'Centrifugation, Density Gradient', 'Cytotoxicity Tests, Immunologic', 'Leukemia Virus, Feline/immunology', 'Leukemia, Experimental/etiology/immunology', 'Oncogenic Viruses/*immunology', 'Papain', 'Sarcoma Viruses, Feline/immunology']",1977/03/01 00:00,1977/03/01 00:01,['1977/03/01 00:00'],"['1977/03/01 00:00 [pubmed]', '1977/03/01 00:01 [medline]', '1977/03/01 00:00 [entrez]']",['10.1093/jnci/58.3.791 [doi]'],ppublish,J Natl Cancer Inst. 1977 Mar;58(3):791-3. doi: 10.1093/jnci/58.3.791.,"Cell-free feline oncornavirus-associated cell membrane antigen (FOCMA) was prepared from a feline lymphoblastoid cell line of tumor origin (FL-74). Membrane fractions, separated on sucrose density gradients, and papain-solubilized products were found to contain FOCMA as determined by their capacity to inhibit reference cytotoxic cat antisera.",,,,,,,,,,
190412,NLM,MEDLINE,19770428,20211203,0027-8874 (Print) 0027-8874 (Linking),58,3,1977 Mar,"Immunosuppression in mice after inoculation with 334C, a murine lymphatic leukemia-inducing virus.",665-71,"['Schenk, P J', 'Buffett, R F']","['Schenk PJ', 'Buffett RF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,['0 (Antigens)'],IM,"['Animals', 'Animals, Newborn', 'Antibody-Producing Cells/immunology', 'Antigens', 'B-Lymphocytes/immunology', 'Erythrocytes/immunology', '*Immunosuppression Therapy', 'Leukemia Virus, Murine/*immunology/isolation & purification', 'Leukemia, Experimental/etiology/immunology', 'Leukemia, Lymphoid/etiology/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Spleen/immunology', 'T-Lymphocytes/immunology', 'Tumor Virus Infections/immunology', 'Virus Replication']",1977/03/01 00:00,1977/03/01 00:01,['1977/03/01 00:00'],"['1977/03/01 00:00 [pubmed]', '1977/03/01 00:01 [medline]', '1977/03/01 00:00 [entrez]']",['10.1093/jnci/58.3.665 [doi]'],ppublish,J Natl Cancer Inst. 1977 Mar;58(3):665-71. doi: 10.1093/jnci/58.3.665.,"334C murine leukemia virus, which induces a high incidence of lymphatic leukemias (80-90%) in susceptible mice following a long latency period, was found to cause a severe in vivo suppression of direct plaque-forming cells from the spleen, following antigenic stimulation with sheep red blood cells. Neonatally infected inbred BALB/c and outbred Ha/ICR Swiss mice, which develop a sustained viremia, were highly susceptible to the immunosuppressive effect of this virus as early as 1 week after virus infection, long before any detectable histologic evidence of leukemia development. Ha/ICR Swiss mice, which are highly resistant to the leukemogenic potential of this virus following infection in adult life, were highly resistant to its immunosuppressive action; only a moderate and transient suppression, without viremia, occurred 2 weeks after virus infection. In marked contrast, BALB/c mice were highly susceptible to the immunosuppressive action of 334C murine leukemia virus following infection in adult life; a severe and sustained suppression was observed as early as 1 week after virus infection and was followed by a sustained viremia, beginning at 2 weeks, with a 55-60% incidence of leukemia observed over a period of 1 year. Infectious virus was essential to produce theimmunosuppressive effect; heat-inactivated (56 degrees C/30 min) and attenuated (4 degrees C/4 1/2 mo) virus preparations were ineffective. The plaque-forming response of spleen cells from lethally irradiated syngeneic adult BALB/c mice was markedly suppressed following reconstitution with thymus-dependent (T) or thymus-independent (B) cells from the thymus and bone marrow, respectively, of virus-infected mice, in combination with each other, or with the appropriate cell populations from normal mice.",,,,,,,,,,
190348,NLM,MEDLINE,19770425,20031114,0022-1317 (Print) 0022-1317 (Linking),34,2,1977 Feb,Interferon inhibits mouse leukaemia virus release: an electron microscope study.,363-7,"['Chang, E H', 'Mims, S J', 'Triche, T J', 'Friedman, R M']","['Chang EH', 'Mims SJ', 'Triche TJ', 'Friedman RM']",['eng'],['Journal Article'],England,J Gen Virol,The Journal of general virology,0077340,['9008-11-1 (Interferons)'],IM,"['AKR murine leukemia virus/drug effects/*growth & development', 'Animals', 'Cell Line', 'Cell Membrane/drug effects', 'Interferons/*pharmacology', 'Leukemia Virus, Murine/*growth & development', 'Mice', 'Microscopy, Electron, Scanning', 'Virus Replication/*drug effects']",1977/02/01 00:00,1977/02/01 00:01,['1977/02/01 00:00'],"['1977/02/01 00:00 [pubmed]', '1977/02/01 00:01 [medline]', '1977/02/01 00:00 [entrez]']",['10.1099/0022-1317-34-2-363 [doi]'],ppublish,J Gen Virol. 1977 Feb;34(2):363-7. doi: 10.1099/0022-1317-34-2-363.,"Scanning electron microscopy of AKR cells chronically infected with AKR mouse leukaemia virus revealed that the number of budding virions was greatly increased in interferon-treated cells. These results, together with previous biochemical findings, suggest that in this system, interferon inhibits a late stage of virus assembly or release.",,,,,,,,,,
190321,NLM,MEDLINE,19770428,20190723,0022-1759 (Print) 0022-1759 (Linking),14,3-4,1977,Correlation of apparent molecular weight and antigenicity of viral proteins: an SDS-page separation followed by acrylamide-agarose electrophoresis and immunoprecipitation.,343-53,"['Webb, K S', 'Mickey, D D', 'Stone, K R', 'Paulson, D F']","['Webb KS', 'Mickey DD', 'Stone KR', 'Paulson DF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,J Immunol Methods,Journal of immunological methods,1305440,"['0 (Antigens, Viral)', '0 (Viral Proteins)', '368GB5141J (Sodium Dodecyl Sulfate)']",IM,"['Antigens, Viral/*analysis', 'Avian Myeloblastosis Virus', 'Avian Sarcoma Viruses/immunology', 'Chemical Precipitation', 'Electrophoresis, Agar Gel', 'Electrophoresis, Polyacrylamide Gel', 'Friend murine leukemia virus/immunology', '*Immunologic Techniques', 'Molecular Weight', 'Sodium Dodecyl Sulfate', 'Viral Proteins/analysis/*immunology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']","['0022-1759(77)90145-4 [pii]', '10.1016/0022-1759(77)90145-4 [doi]']",ppublish,J Immunol Methods. 1977;14(3-4):343-53. doi: 10.1016/0022-1759(77)90145-4.,"A simple method is described which combines a sodium dodecyl sulfate polyacrylamide gel electrophoresis (SOS-PAGE) in the first demension with a second electrophoresis, at right angles to the first, into an agarose matrix. The proteins, separated by SDS-PAGE, are exposed to appropriate antisera after the second stage electrophoresis and immunoprecipitates form in the agarose corresponding to the relative electrophoretic mobilities of proteins in the first stage SDS-PAGE separation. The method thus provides a simple, reproducible means for correlating antigenicity with apparent molecular weight of proteins. The technique is qualtitative, but requires smaller quantities of antisera than more conventional immunoelectrophoretic methods such as rocket electrophoresis.",,,,,,,,,,
190277,NLM,MEDLINE,19770425,20071115,0095-1544 (Print) 0095-1544 (Linking),2,6,1976 Nov-Dec,"Cyclic 3',5'-adenosine monophosphate phosphodiesterase in the thymus of normal and leukemic mice.",417-25,"['Menahan, L A', 'Kemp, R G']","['Menahan LA', 'Kemp RG']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cyclic Nucleotide Res,Journal of cyclic nucleotide research,7511483,"['EC 3.1.4.- (Phosphoric Diester Hydrolases)', ""EC 3.1.4.17 (3',5'-Cyclic-AMP Phosphodiesterases)""]",IM,"[""3',5'-Cyclic-AMP Phosphodiesterases/*metabolism"", 'Age Factors', 'Animals', 'Cell Membrane/enzymology', 'Leukemia, Experimental/*enzymology', 'Male', 'Mice', 'Mice, Inbred AKR', 'Phosphoric Diester Hydrolases/*metabolism', 'Subcellular Fractions/enzymology', 'Thymus Gland/*enzymology/ultrastructure']",1976/11/01 00:00,1976/11/01 00:01,['1976/11/01 00:00'],"['1976/11/01 00:00 [pubmed]', '1976/11/01 00:01 [medline]', '1976/11/01 00:00 [entrez]']",,ppublish,J Cyclic Nucleotide Res. 1976 Nov-Dec;2(6):417-25.,"Changes in the cyclic AMP phosphodiesterase of the thymus were observed during leukemogenesis in the AKR mouse. Upon maturation, activity at 1.0 muM and 100 muM cyclic AMP concentrations decreased in both the AKR mouse and normal Swiss mice. The thymus of the leukemic mouse had sharply higher phosphodiesterase activity. Much of the phosphodiesterase activity of normal and leukemic mice was associated with particulate fractions, and, as indicated by marker enzymes for particulate components, the high affinity phosphodiesterase was enriched in a fraction containing plasma membranes.",,,,,,,,,,
190141,NLM,MEDLINE,19770430,20140724,,,11 Pt 1,1975,Transformation in vitro by herpesviruses - a review.,367-78,"['Pope, J H']",['Pope JH'],['eng'],['Journal Article'],France,IARC Sci Publ,IARC scientific publications,0364347,"['0 (Antigens, Viral)', '9007-49-2 (DNA)']",IM,"['Animals', 'Antigens, Viral', 'Cell Nucleus/immunology', '*Cell Transformation, Neoplastic', 'Cells, Cultured', 'Cytomegalovirus/metabolism', 'DNA/biosynthesis', '*Herpesviridae/immunology', 'Herpesvirus 2, Gallid', 'Herpesvirus 2, Saimiriine', 'Herpesvirus 4, Human/immunology', 'Humans', 'Leukemia, Experimental/microbiology', 'Leukocytes/immunology', 'Lymphocytes/microbiology', 'Simplexvirus/immunology', '*Transformation, Genetic', 'Virus Replication']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,IARC Sci Publ. 1975;(11 Pt 1):367-78.,,,,,,,,,,,
190133,NLM,MEDLINE,19770430,20140724,,,11 Pt 1,1975,"Antigenic relationship between herpes simplex viruses, human cervical cancer and HSV-associated hamster tumours.",309-13,"['Nahmias, A J', 'Del Buono, I']","['Nahmias AJ', 'Del Buono I']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",France,IARC Sci Publ,IARC scientific publications,0364347,"['0 (Antigens, Viral)']",IM,"['Animals', '*Antigens, Viral', 'Cells, Cultured', 'Complement Fixation Tests', 'Cricetinae', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia/immunology', 'Male', 'Neoplasms/immunology', 'Neoplasms, Experimental/etiology/*immunology', 'Ovarian Neoplasms/immunology', 'Prostatic Neoplasms/immunology', 'Simplexvirus/*immunology', 'Uterine Cervical Neoplasms/*immunology/microbiology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,IARC Sci Publ. 1975;(11 Pt 1):309-13.,,,,,,,,,,,
189935,NLM,MEDLINE,19770425,20190705,0092-8674 (Print) 0092-8674 (Linking),10,1,1977 Jan,"The genome-associated, specific RNA binding proteins of avian and mammalian type C viruses.",91-9,"['Sen, A', 'Todaro, G J']","['Sen A', 'Todaro GJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (RNA, Viral)', '0 (Viral Proteins)']",IM,"['*Avian Sarcoma Viruses', 'Electrophoresis, Polyacrylamide Gel', 'Genes', '*Leukemia Virus, Murine', 'RNA, Viral/*metabolism', '*Retroviridae', 'Species Specificity', 'Viral Proteins/analysis/*metabolism']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']","['0092-8674(77)90143-X [pii]', '10.1016/0092-8674(77)90143-x [doi]']",ppublish,Cell. 1977 Jan;10(1):91-9. doi: 10.1016/0092-8674(77)90143-x.,"A structural protein purified from the Rous sarcoma virus (RSV) can specificially bind in vitro to purified avian, but not mammalian, type C viral RNA. Following ultraviolet irradiation of viral particles under conditions which stabilize the polyploid 70S viral RNA, the same polypeptide can be directly purified from the RSV genome. Based on its electrophoretic mobility in polyacrylamide gels containing sodium dodecylsulfate, the RNA binding protein has been identified as the major phosphoprotein (p19) of avian type C viruses. Similar experiments show that the major phosphoproteins of mammalian type C viruses (p12 for murine viruses and p16 for endogenous primate viruses) are also the specific RNA binding proteins and, similarly, are found closely associated with the 70S RNA genomes in the intact viral particles.",,,,,,,,,,
189912,NLM,MEDLINE,19770415,20111117,0008-5472 (Print) 0008-5472 (Linking),37,3,1977 Mar,A discrepancy in XC and oncogenicity assays for murine leukemia virus in AKR mice.,726-30,"['Hays, E F', 'Vredevoe, D L']","['Hays EF', 'Vredevoe DL']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,,IM,"['AKR murine leukemia virus/*isolation & purification', 'Age Factors', 'Animals', 'Cells, Cultured', 'Leukemia Virus, Murine/*isolation & purification', 'Leukemia, Experimental/etiology/*microbiology', 'Methods', 'Mice', 'Mice, Inbred AKR', 'Neoplasms, Experimental/*etiology', 'Thymus Neoplasms/microbiology', 'Viral Plaque Assay', 'Virus Replication']",1977/03/01 00:00,1977/03/01 00:01,['1977/03/01 00:00'],"['1977/03/01 00:00 [pubmed]', '1977/03/01 00:01 [medline]', '1977/03/01 00:00 [entrez]']",,ppublish,Cancer Res. 1977 Mar;37(3):726-30.,"Studies of murine leukemia virus expression in AKR mice are presented. Material from in vivo and in vitro sources of normal tissues and lymphomas was assayed for in vitro infectivity, using the XC plaque assay, and for oncogenicity, by assessing lymphoma-accelerating capacity after inoculation into newborn animals. Normal tissues from healthy young AKR mice up to 7 months of age were found to have XC but not oncogenic activity. XC activity persisted, and weak oncogenic activity appeared in older mice. Cocultivation of normal young cells with NIH Swiss mouse embryo cells did not result in the appearance of oncogenic activity, although XC virus increased in titer. A cell-free filtrate of a virus-accelerated lymphoma was studied for host range. Virus as measured by polymerase and gs antigen was found to be propagated on NIH Swiss mouse embryo and wild mouse embryo cells, but not on human rhabdomyosarcoma, normal rat kidney, rabbit corneal, and BALB/c embryo cells. Virus as measured by the XC assay grew better on NIH Swiss mouse than on BALB/c embryo cells. Both of these cell lines propagated virus as measured by the oncogenicity assay. Supernatants from an in vitro cell line from a virus-accelerated lymphoma did not produce XC plaques but were oncogenic. Those from two cell lines of spontaneous lymphomas were negative with both assays. Cultivation of supernatants from these cultured lymphoma cells with NIH Swiss mouse embryo cells resulted in material which produced small plaques on the XC assay. These findings are interpreted as showing the presence of two viruses in AKR mice. One is XC positive and present throughout life. The other is oncogenic, appears later in life, and could be a separate virus or a variant of the first one.",,,,,,,,,,
189906,NLM,MEDLINE,19770425,20190720,0304-3835 (Print) 0304-3835 (Linking),2,1,1976 Sep,Absence of horizontal transmission of herpesvirus saimiri between experimentally infected and noninfected owl monkeys.,35-9,"['Alblashi, D V', 'Armstrong, G R', 'Easton, J M']","['Alblashi DV', 'Armstrong GR', 'Easton JM']",['eng'],['Journal Article'],Ireland,Cancer Lett,Cancer letters,7600053,,IM,"['Animals', 'Aotus trivirgatus', 'Female', 'Haplorhini', '*Herpesviridae/isolation & purification', 'Herpesviridae Infections/*transmission', '*Herpesvirus 2, Saimiriine/isolation & purification', 'Leukemia, Experimental/etiology/microbiology/transmission', 'Lymphoma/etiology/microbiology/transmission', 'Male', 'Neoplasms, Experimental/etiology/microbiology/transmission', 'Tumor Virus Infections/*transmission']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']","['S0304-3835(76)80008-0 [pii]', '10.1016/s0304-3835(76)80008-0 [doi]']",ppublish,Cancer Lett. 1976 Sep;2(1):35-9. doi: 10.1016/s0304-3835(76)80008-0.,We did not detect cell-free Herpesviurs saimiri (HVS) in the oropharyngeal secretions of owl monkeys with leukemia or lymphoma induced by this virus. These animals failed to transmit either virus or disease to their uninoculated cage-mates or room-mates. Comparison of oropharyngeal secretions of HVS from owl monkeys and squirrel monkeys may provide insight as to how human herpesviruses are maintained in the oropharynx.,,,,,,,,,,
