PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,CIN,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,RN,GS,AID,PMC,GR,TT,CON,SI,EIN,OID,OAB,OABL,OTO,OT,GN
1856627,NLM,MEDLINE,19910828,20190508,0022-1007 (Print) 0022-1007 (Linking),174,2,1991 Aug 1,Differential disease restriction of Moloney and Friend murine leukemia viruses by the mouse Rmcf gene is governed by the viral long terminal repeat.,389-96,"Neonatal CxD2 (Rmcfr) and Balb/c (Rmcfs) mice inoculated with Moloney murine leukemia virus (M-MuLV) exhibited approximately equivalent time course and pathology for disease. CxD2 mice showed only slightly reduced presence of Moloney mink cell focus-forming virus (M-MCF) provirus as seen by Southern blot analysis compared to Balb/c mice. This lack of restriction for disease and spread of MCF was in sharp contrast to that seen for CxD2 mice inoculated with Friend murine leukemia virus (F-MuLV), where incidence of disease and propagation of MCFs were severely restricted, as previously reported. Inoculation of CxD2 mice with FM-MuLV, a recombinant F-MuLV virus containing M-MuLV LTR sequences (U3 and R), resulted in T cell disease of time course equal to that seen in Balb/c mice; there also was little restriction for propagation of MCFs. This indicated that presence of the M-MuLV long terminal repeat (LTR) was sufficient for propagation of MCFs in CxD2 mice. Differing restriction for F-MuLV vs. M-MuLV in CxD2 mice was explained on the basis of different ""MCF propagator cells"" for the two viruses. It was suggested that cells propagating F-MCF (e.g., erythroid progenitors) are blocked by endogenous MCF-like gp70env protein, whereas cells propagating M-MCF (e.g., lymphoid) do not express this protein on their surface. F-MuLV disease in CxD2 mice was greatly accelerated when neonates were inoculated with a F-MuLV/F-MCF pseudotypic mixture. However, F-MCF provirus was not detectable or only barely detectable in F-MuLV/F-MCF-induced tumors, suggesting that F-MCF acted indirectly in induction of these tumors.","['Brightman, B K', 'Li, Q X', 'Trepp, D J', 'Fan, H']","['Brightman BK', 'Li QX', 'Trepp DJ', 'Fan H']","['Department of Molecular Biology and Biochemistry, University of California, Irvine 92717.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,IM,,"['Alleles', 'Animals', 'Blotting, Southern', 'Cloning, Molecular', 'DNA, Neoplasm/analysis', '*DNA, Viral', '*Friend murine leukemia virus', 'Immunity, Innate/genetics', 'Leukemia, Experimental/genetics/*immunology/mortality', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', '*Moloney murine leukemia virus', '*Repetitive Sequences, Nucleic Acid', 'Retroviridae Proteins, Oncogenic/genetics', 'T-Lymphocytes/immunology', 'Viral Envelope Proteins/genetics']",,1991/08/01 00:00,1991/08/01 00:01,['1991/08/01 00:00'],"['1991/08/01 00:00 [pubmed]', '1991/08/01 00:01 [medline]', '1991/08/01 00:00 [entrez]']",ppublish,J Exp Med. 1991 Aug 1;174(2):389-96. doi: 10.1084/jem.174.2.389.,"['0 (DNA, Neoplasm)', '0 (DNA, Viral)', '0 (Retroviridae Proteins, Oncogenic)', '0 (Viral Envelope Proteins)']",['Rmcf'],['10.1084/jem.174.2.389 [doi]'],PMC2118917,"['R0I CA-32455/CA/NCI NIH HHS/United States', 'T32 AI-07319/AI/NIAID NIH HHS/United States']",,,,,,,,,,
1856568,NLM,MEDLINE,19910829,20110728,0021-5384 (Print) 0021-5384 (Linking),80,3,1991 Mar 10,[Leukemia and malignant tumors].,467-72,,"['Kuramoto, A']",['Kuramoto A'],,['jpn'],"['Journal Article', 'Review']",Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/diagnosis/*therapy', 'Leukemia, Myeloid, Acute/therapy', 'Lymphoma/diagnosis', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/therapy']",8,1991/03/10 00:00,1991/03/10 00:01,['1991/03/10 00:00'],"['1991/03/10 00:00 [pubmed]', '1991/03/10 00:01 [medline]', '1991/03/10 00:00 [entrez]']",ppublish,Nihon Naika Gakkai Zasshi. 1991 Mar 10;80(3):467-72.,,,,,,,,,,,,,,,
1856494,NLM,MEDLINE,19910823,20190510,0022-1899 (Print) 0022-1899 (Linking),164,2,1991 Aug,Elevated serum interleukin-2 receptors in a newly identified group with high rates of human T cell leukemia virus type I infection in Israel.,431-2,,"['Shohat, B', 'Shaklai, M', 'Sidi, Y', 'Nadel, G', 'Rosenblatt, J D', 'Mytes, D']","['Shohat B', 'Shaklai M', 'Sidi Y', 'Nadel G', 'Rosenblatt JD', 'Mytes D']",,['eng'],['Letter'],United States,J Infect Dis,The Journal of infectious diseases,0413675,IM,,"['Female', 'HTLV-I Infections/*blood', 'Humans', 'Israel', 'Receptors, Interleukin-2/*blood']",,1991/08/01 00:00,1991/08/01 00:01,['1991/08/01 00:00'],"['1991/08/01 00:00 [pubmed]', '1991/08/01 00:01 [medline]', '1991/08/01 00:00 [entrez]']",ppublish,J Infect Dis. 1991 Aug;164(2):431-2. doi: 10.1093/infdis/164.2.431.,"['0 (Receptors, Interleukin-2)']",,['10.1093/infdis/164.2.431 [doi]'],,,,,,,,,,,,
1856460,NLM,MEDLINE,19910823,20181130,0022-1554 (Print) 0022-1554 (Linking),39,8,1991 Aug,Measurement of proliferation nuclear and membrane markers in tumor cells by flow cytometry.,1125-30,"Nuclear and membrane markers that have been related to proliferative activity were measured by flow cytometry. The markers studied were transferrin receptor (TR), Ki-67 antigen, and epidermal growth factor receptor (EGFR). Two-color analysis for DNA via propidium iodide binding and for antigen expression via either a direct or indirect immunofluorescence assay was performed on three different cell lines and a solid human tumor model. The three cell lines tested were MCF-7 (breast), K-562 (leukemia), and A431 (a squamous cell). The solid tumor was obtained by subcutaneous injection of A431 cells into an athymic nude mouse. Our results demonstrate that TR are cell-cycle specific and can be readily measured in the cell lines. Ki-67 antigen is also cell-cycle specific in the cell lines tested, but the mean channel specific fluorescence uptake varies in the cell types. Finally, the EGFR was observed only in the A431 cell line, with most cells equally expressing this receptor. A bimodal distribution of EGFR was observed in A431 cells obtained from a solid tumor grown in an athymic nude mouse system. This suggests that cell line analysis may not always represent what might be observed under in vivo conditions. There are advantages to flow cytometry measurements of these factors which might be useful in predicting how patients should be treated and possibly the prognosis of cancer patients.","['Kute, T E', 'Quadri, Y']","['Kute TE', 'Quadri Y']","['Department of Pathology, Bowman Gray School of Medicine, Winston-Salem, North Carolina 27103.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Histochem Cytochem,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,9815334,IM,,"['Cell Cycle', '*Cell Division', 'Cell Membrane/chemistry', 'Cell Nucleus/chemistry', 'DNA/analysis', 'ErbB Receptors/*analysis', 'Flow Cytometry/*methods', 'Fluorescent Antibody Technique', 'Humans', 'Ki-67 Antigen', 'Nuclear Proteins/*analysis', 'Receptors, Transferrin/*analysis', 'Tumor Cells, Cultured']",,1991/08/01 00:00,1991/08/01 00:01,['1991/08/01 00:00'],"['1991/08/01 00:00 [pubmed]', '1991/08/01 00:01 [medline]', '1991/08/01 00:00 [entrez]']",ppublish,J Histochem Cytochem. 1991 Aug;39(8):1125-30. doi: 10.1177/39.8.1856460.,"['0 (Ki-67 Antigen)', '0 (Nuclear Proteins)', '0 (Receptors, Transferrin)', '9007-49-2 (DNA)', 'EC 2.7.10.1 (ErbB Receptors)']",,['10.1177/39.8.1856460 [doi]'],,,,,,,,,,,,
1856357,NLM,MEDLINE,19910828,20080213,0002-3329 (Print) 0002-3329 (Linking),,1,1991 Jan-Feb,[The effect of thymalin on the count of large granular lymphocytes in the peripheral blood of mice with leukemia P388].,133-5,Effect of thymaline injections on peripheral blood natural killer cells in mice with p388 leukemia has been studied. The content of natural killers that have been identified as large granular lymphocytes decreased in blood of leukemia mice. Multiple thymaline injections (0.66 mg/kg) maintain the numbers of the lymphocytes at the level of control animals but did not increase the life span of leukemia mice.,"['Potapov, Iu N', 'Khaleev, D V', 'Krutova, T V', 'Pashkova, V S']","['Potapov IuN', 'Khaleev DV', 'Krutova TV', 'Pashkova VS']",,['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Izv Akad Nauk SSSR Biol,Izvestiia Akademii nauk SSSR. Seriia biologicheskaia,7505543,IM,,"['Adjuvants, Immunologic/*therapeutic use', 'Animals', 'Drug Screening Assays, Antitumor', 'Killer Cells, Natural/*drug effects', 'Leukemia P388/blood/*drug therapy/mortality', 'Leukocyte Count/drug effects', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Thymus Hormones/*therapeutic use']",,1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Izv Akad Nauk SSSR Biol. 1991 Jan-Feb;(1):133-5.,"['0 (Adjuvants, Immunologic)', '0 (Thymus Hormones)', '79621-14-0 (thymalin)']",,,,,Vliianie timalina na soderzhanie bol'shikh granuliarnykh limfotsitov v perifericheskoi krovi myshei s leikozom P388.,,,,,,,,,
1856155,NLM,MEDLINE,19910826,20191101,0883-8364 (Print) 0883-8364 (Linking),27A,4,1991 Apr,Preparation of fibroblast-free cytotrophoblast cultures utilizing differential expression of the CD9 antigen.,303-6,"The leukemia-associated antigen CD9 is present on a variety of normal cells, with apparent variable expression on normal human fibroblasts. In this study, we demonstrate by immunoperoxidase staining and direct binding studies that the CD9 antigen is uniformly expressed on normal human fibroblasts grown from first trimester and term placenta, embryonic fetal fibroblasts, and from human adult and fetal skin fibroblasts. Higher CD9 expression was present on fetal cells. CD9 antigen was not present on trophoblast. Over 99% of fibroblasts could be absorbed onto antibody to the CD9 antigen conjugated to magnetic beads. By applying this selective immunoadsorption of fibroblasts to term placental cytotrophoblast preparations, we demonstrated that fibroblast contamination could be nearly completely eliminated. This is a novel technique for purifying primary trophoblast cultures and may have wider applicability in cell culture of other cell types.","['Morrish, D W', 'Shaw, A R', 'Seehafer, J', 'Bhardwaj, D', 'Paras, M T']","['Morrish DW', 'Shaw AR', 'Seehafer J', 'Bhardwaj D', 'Paras MT']","['Department of Medicine, University of Alberta, Edmonton, Canada.']",['eng'],['Journal Article'],United States,In Vitro Cell Dev Biol,In vitro cellular & developmental biology : journal of the Tissue Culture Association,8506951,IM,,"['Antigens, CD/*analysis', 'Antigens, Differentiation/*analysis', 'Cell Separation/*methods', 'Cells, Cultured', 'Female', 'Fetus', 'Fibroblasts/*cytology/immunology', 'Humans', 'Immunoenzyme Techniques', 'Immunosorbent Techniques', '*Membrane Glycoproteins', 'Pregnancy', 'Tetraspanin 29', 'Trophoblasts/*cytology/immunology']",,1991/04/01 00:00,1991/04/01 00:01,['1991/04/01 00:00'],"['1991/04/01 00:00 [pubmed]', '1991/04/01 00:01 [medline]', '1991/04/01 00:00 [entrez]']",ppublish,In Vitro Cell Dev Biol. 1991 Apr;27A(4):303-6. doi: 10.1007/BF02630907.,"['0 (Antigens, CD)', '0 (Antigens, Differentiation)', '0 (CD9 protein, human)', '0 (Membrane Glycoproteins)', '0 (Tetraspanin 29)']",,['10.1007/BF02630907 [doi]'],,,,,,,,,,,,
1856092,NLM,MEDLINE,19910829,20041117,0017-9078 (Print) 0017-9078 (Linking),61,2,1991 Aug,"Leukemias in Plymouth county, Massachusetts.",279,,"['Wilson, R']",['Wilson R'],,['eng'],['Letter'],United States,Health Phys,Health physics,2985093R,IM,,"['Humans', 'Leukemia/*epidemiology/etiology', 'Massachusetts', '*Nuclear Reactors', 'Power Plants']",,1991/08/01 00:00,1991/08/01 00:01,['1991/08/01 00:00'],"['1991/08/01 00:00 [pubmed]', '1991/08/01 00:01 [medline]', '1991/08/01 00:00 [entrez]']",ppublish,Health Phys. 1991 Aug;61(2):279.,,,,,,,,,,,,,,,
1856082,NLM,MEDLINE,19910829,20190722,0017-9078 (Print) 0017-9078 (Linking),61,2,1991 Aug,Radium-226 dose to a boy from playing on mill tailings.,203-7,"Two boys born in September 1949 played on uranium mill tailings from about ages 8 to 12. One of these boys was diagnosed as having leukemia at age 15.5. The 226Ra body burden of the survivor was measured at age 38. The whole-body 226Ra content measured by counting in vivo was 0 +/- 17 Bq and independently by Rn breath analysis as 4.3 +/- 2.1 Bq. At the same time, a control subject with no known exposure to 226Ra, matched in age, height, and weight, was also measured. The whole-body content was estimated as 4 +/- 15 Bq and independently by Rn breath analysis as 5.5 +/- 3.7 Bq. The body burden of the control subject was not significantly different from that of the exposed person. The radiation dose to the marrow-free skeleton assuming a constant 226Ra:Ca ratio since birth was 0.49 and 1.33 mGy at ages 14 and 38, respectively. The radiation dose to the marrow-free skeleton assuming 226Ra intake only between ages 8 to 12 was 1.4 and 2.8 mGy at ages 14 and 38, respectively. The best estimate is the mean of these two estimates: 0.9 and 2.1 mGy at ages 14 and 38, respectively. The alpha-particle dose to the red marrow from 226Ra and its decay products was 0.05 mGy at age 14 and 0.10 mGy at age 38. Since no excess was found for the radium dial painters whose doses were much higher, the induction of leukemia by doses of this magnitude would seem quite unlikely.","['Mays, C W', 'Lucas, H F', 'Lloyd, R D']","['Mays CW', 'Lucas HF', 'Lloyd RD']","['Radiobiology Division, University of Utah, Salt Lake City 84112.']",['eng'],['Journal Article'],United States,Health Phys,Health physics,2985093R,IM,,"['Body Burden', 'Child', '*Environmental Exposure', 'Humans', 'Leukemia, Radiation-Induced/*etiology', 'Male', '*Metallurgy', 'Radiation Dosage', '*Radioactive Waste', '*Radium', '*Uranium']",,1991/08/01 00:00,1991/08/01 00:01,['1991/08/01 00:00'],"['1991/08/01 00:00 [pubmed]', '1991/08/01 00:01 [medline]', '1991/08/01 00:00 [entrez]']",ppublish,Health Phys. 1991 Aug;61(2):203-7. doi: 10.1097/00004032-199108000-00003.,"['0 (Radioactive Waste)', '4OC371KSTK (Uranium)', 'W90AYD6R3Q (Radium)']",,['10.1097/00004032-199108000-00003 [doi]'],,,,,,,,,,,,
1855603,NLM,MEDLINE,19910829,20190816,0301-2115 (Print) 0301-2115 (Linking),40,1,1991 Jun 5,Pregnancies and offspring in survivors of acute lymphoid leukemia and lymphoma.,1-5,"Since few data on the reproductive outlook of patients successfully treated for lymphoproliferative disease are available, further experiences on the pregnancy outcome and offspring follow-up of 12 women treated for acute lymphoid leukemia and 7 women treated for malignant lymphoma are reported. Of the 20 pregnancies of leukemic patients in remission, 14 ended in live births, one in spontaneous abortion, and 5 in elective abortions among which one was performed during relapse. One minor (hip dysplasia) and one major birth defect (Apert syndrome) were seen. The Apert syndrome baby is considered as a new mutation. Of the 9 pregnancies of lymphoma patients 5 ended in normal births and 4 in elective abortions. Neither relapse nor malformation was encountered. One leukemic patient had gestational edema and one lymphoma patient had puerperal thrombophlebitis of lower extremity. The offspring of the above patients appropriately developed and had no complication except for one with cephalhematoma and for another one with epilepsy attributed to birth injury.","['Pajor, A', 'Zimonyi, I', 'Koos, R', 'Lehoczky, D', 'Ambrus, C']","['Pajor A', 'Zimonyi I', 'Koos R', 'Lehoczky D', 'Ambrus C']","['2nd Department of Obstetrics and Gynecology, Semmelweis Medical School, Budapest, Hungary.']",['eng'],['Journal Article'],Ireland,Eur J Obstet Gynecol Reprod Biol,"European journal of obstetrics, gynecology, and reproductive biology",0375672,IM,,"['Abortion, Spontaneous/epidemiology', 'Acrocephalosyndactylia/etiology', 'Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Infant, Newborn', '*Lymphoma', 'Male', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma', 'Pregnancy', 'Pregnancy Complications, Neoplastic/epidemiology', 'Pregnancy Outcome/*epidemiology']",,1991/06/05 00:00,1991/06/05 00:01,['1991/06/05 00:00'],"['1991/06/05 00:00 [pubmed]', '1991/06/05 00:01 [medline]', '1991/06/05 00:00 [entrez]']",ppublish,Eur J Obstet Gynecol Reprod Biol. 1991 Jun 5;40(1):1-5. doi: 10.1016/0028-2243(91)90036-k.,,,"['0028-2243(91)90036-K [pii]', '10.1016/0028-2243(91)90036-k [doi]']",,,,,,,,,,,,
1855489,NLM,MEDLINE,19910826,20190903,0013-9351 (Print) 0013-9351 (Linking),55,1,1991 Jun,Chronic carcinogenic and toxic effects of a single subcutaneous dose of cadmium in the male Fischer rat.,40-50,"The carcinogenic effects of cadmium have not been thoroughly assessed in the commonly used Fischer (F344) rat. This study determined tumor incidence in various tissues of male F344/NCr rats after a single dose of cadmium. Cadmium (as CdCl2) was given sc in the dorsal thoracic midline at 30 mumole/kg to 70 8-week old male F344 rats while controls (n = 50) received saline. Rats were observed during the next 90 weeks. Early deaths (less than or equal to 32 weeks), due mostly to acute cadmium-induced hepatotoxicity, accounted for 37 of the cadmium-treated rats while no control rats died in the same period. A high incidence of injection site sarcomas (ISS) occurred in the cadmium-treated group (21 ISS/32 rats at risk; 66%) while only 1/50 occurred in controls (2%). In fact, ISS were the major cause of morbidity after 35 weeks in cadmium-treated rats. These tumors were mostly fibrosarcomas, although histiocytic and osteogenic sarcomas also occurred. Testicular interstitial cell tumors, which show a very high spontaneous incidence in this strain (41/49; 84%), were not markedly affected by cadmium (30/31; 97%). This is in sharp contrast to other strains, such as the Wistar, in which cadmium treatment is reported to cause as much as an eightfold increase in interstitial cell (Leydig cell) tumor incidence. The incidence of large granular lymphocyte (LGL) leukemia, which also occurred frequently in control F344 rats (12/47; 26%) was markedly decreased (2/31; 7%) by cadmium. Our recent studies indicate acute lymphonecrotic effects occur with cadmium in lymphoid tissues of rats, and this may be related to the suppression of the leukemia. These results indicate that cadmium is very effective in inducing ISS in F344 rats, as is the case with other strains thus far tested, and also markedly reduces spontaneous leukemia incidence.","['Waalkes, M P', 'Rehm, S', 'Sass, B', 'Konishi, N', 'Ward, J M']","['Waalkes MP', 'Rehm S', 'Sass B', 'Konishi N', 'Ward JM']","['Inorganic Carcinogenesis and Tumor Pathology Section, National Cancer Institute, Frederick Cancer Research and Development Center, Maryland 21702.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Environ Res,Environmental research,0147621,IM,,"['Animals', 'Cadmium/administration & dosage/*toxicity', 'Fibrosarcoma/*chemically induced', 'Injections, Subcutaneous', 'Liver/drug effects', 'Lymph Nodes/drug effects', 'Male', 'Necrosis', 'Osteosarcoma/*chemically induced', 'Rats', 'Rats, Inbred F344', 'Sarcoma, Experimental/*chemically induced', 'Skin Neoplasms/*chemically induced', 'Spleen/drug effects', 'Testis/drug effects', 'Thymus Gland/drug effects']",,1991/06/01 00:00,1991/06/01 00:01,['1991/06/01 00:00'],"['1991/06/01 00:00 [pubmed]', '1991/06/01 00:01 [medline]', '1991/06/01 00:00 [entrez]']",ppublish,Environ Res. 1991 Jun;55(1):40-50. doi: 10.1016/s0013-9351(05)80139-2.,['00BH33GNGH (Cadmium)'],,"['S0013-9351(05)80139-2 [pii]', '10.1016/s0013-9351(05)80139-2 [doi]']",,['N01-CO-74102/CO/NCI NIH HHS/United States'],,,,,,,,,,
