PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,AB,AD,GR,CIN,TT,RF,GS,CON,PMC,EIN,SI,RIN,MID,OID,OAB,OABL,OTO,OT,GN,IR,FIR,IRAD,CN
1606657,NLM,MEDLINE,19920721,20190705,0009-2363 (Print) 0009-2363 (Linking),40,2,1992 Feb,"Synthesis and antitumor activity of 6-O-carboxymethyl chitin fixing 5-fluorouracils through pentamethylene, monomethylene spacer groups via amide, ester bonds.",559-61,"['Ohya, Y', 'Inosaka, K', 'Ouchi, T']","['Ohya Y', 'Inosaka K', 'Ouchi T']",['eng'],['Journal Article'],Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (Prodrugs)', '1398-61-4 (Chitin)', '142870-69-7 (6-O-carboxymethylchitin-5-fluorouracil)', '52519-63-8 (O-(carboxymethyl)chitin)', 'U3P01618RT (Fluorouracil)']",IM,"['Animals', 'Chitin/*analogs & derivatives/chemical synthesis/therapeutic use', 'Female', 'Fluorouracil/*analogs & derivatives/chemical synthesis/*therapeutic use', 'Leukemia P388/*drug therapy', 'Mice', 'Prodrugs/chemical synthesis/*therapeutic use']",1992/02/01 00:00,1992/02/01 00:01,['1992/02/01 00:00'],"['1992/02/01 00:00 [pubmed]', '1992/02/01 00:01 [medline]', '1992/02/01 00:00 [entrez]']",ppublish,Chem Pharm Bull (Tokyo). 1992 Feb;40(2):559-61. doi: 10.1248/cpb.40.559.,['10.1248/cpb.40.559 [doi]'],"In order to provide the water-soluble and biodegradable macromolecular prodrug of 5-fluorouracil (5FU), the fixation of 5FUs to 6-O-carboxymethyl chitin(CM-chitin) through pentamethylene, monomethylene spacer groups via amide, ester bonds was carried out. The obtained CM-chitin/5FU conjugate showed the slow release of 5FU and exhibited remarkable antitumor activity against P388 lymphocytic leukemia in mice by intraperitoneal(i.p.) implantation/i.p. injection.","['Department of Applied Chemistry, Faculty of Engineering, Kansai University, Osaka, Japan.']",,,,,,,,,,,,,,,,,,,,,
1606653,NLM,MEDLINE,19920721,20190705,0009-2363 (Print) 0009-2363 (Linking),40,2,1992 Feb,"Synthesis and antitumor activity of fused quinoline derivatives. II. Novel 4- and 7-hydroxyindolo-[3,2-b]quinolines.",528-30,"['Yamato, M', 'Takeuchi, Y', 'Chang, M R', 'Hashigaki, K']","['Yamato M', 'Takeuchi Y', 'Chang MR', 'Hashigaki K']",['eng'],['Journal Article'],Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (Antineoplastic Agents)', '0 (Hydroxyquinolines)', '0 (Indoles)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/chemistry/therapeutic use', 'Hydroxyquinolines/*chemical synthesis/chemistry/therapeutic use', 'Indoles/*chemical synthesis/chemistry/therapeutic use', 'Leukemia P388/*drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice']",1992/02/01 00:00,1992/02/01 00:01,['1992/02/01 00:00'],"['1992/02/01 00:00 [pubmed]', '1992/02/01 00:01 [medline]', '1992/02/01 00:00 [entrez]']",ppublish,Chem Pharm Bull (Tokyo). 1992 Feb;40(2):528-30. doi: 10.1248/cpb.40.528.,['10.1248/cpb.40.528 [doi]'],"Novel indolo[3,2-b]quinoline derivatives (1c--f), which carried a methoxy or a hydroxy group at the 4- or 7-position of the lead compound 1a, were prepared and their antitumor activities against P388 in mice were examined. Except for the 4-hydroxy derivative (1d), these showed remarkably potent activity. Among these compounds, the 7-hydroxy derivative (1f) was the most potent one (optimal dose = 50 mg/kg, the median survival time of treated group/control group (T/C) greater than 330%, cure = 5/6).","['Faculty of Pharmaceutical Sciences, Okayama University, Japan.']",,,,,,,,,,,,,,,,,,,,,
1606636,NLM,MEDLINE,19920721,20190705,0009-2363 (Print) 0009-2363 (Linking),40,2,1992 Feb,Studies on differentiation-inducing activities of triterpenes.,401-5,"['Umehara, K', 'Takagi, R', 'Kuroyanagi, M', 'Ueno, A', 'Taki, T', 'Chen, Y J']","['Umehara K', 'Takagi R', 'Kuroyanagi M', 'Ueno A', 'Taki T', 'Chen YJ']",['eng'],['Journal Article'],Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (Plant Extracts)', '0 (Triterpenes)', '6SMK8R7TGJ (Oleanolic Acid)']",IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Granulocytes/drug effects', 'Humans', 'Leukemia, Myeloid/*pathology', 'Leukemia, Promyelocytic, Acute/*pathology', 'Macrophages/drug effects', 'Mice', 'Oleanolic Acid/pharmacology', 'Phagocytosis/drug effects', 'Plant Extracts/pharmacology', 'Plants, Medicinal/*chemistry', 'Structure-Activity Relationship', 'Triterpenes/*pharmacology', 'Tumor Cells, Cultured']",1992/02/01 00:00,1992/02/01 00:01,['1992/02/01 00:00'],"['1992/02/01 00:00 [pubmed]', '1992/02/01 00:01 [medline]', '1992/02/01 00:00 [entrez]']",ppublish,Chem Pharm Bull (Tokyo). 1992 Feb;40(2):401-5. doi: 10.1248/cpb.40.401.,['10.1248/cpb.40.401 [doi]'],"Differentiation-inducing activity of over 180 extracts of crude drugs and plants was tested using mouse myeloid leukemia cell line (M1). The methanol extracts of clove (Syzygium aromaticum Merrill et Perry, Myrtaceae) showed remarkable induction of differentiation of M1 cells into macrophage-like cells. From the extract, oleanolic acid (1) and crategolic acid (2) were isolated as the active components. We also tested other triterpenes, such as oleananes, ursanes and dammaranes, to investigate the structure-activity relationship. Some triterpene aglycones showed differentiation-inducing activity, but triterpene glycosides showed little activity. Furthermore, the differentiation-inducing activity of these triterpene compounds was tested against human acute promyelocytic leukemia cell line (HL-60).","['School of Pharmaceutical Sciences, University of Shizuoka, Japan.']",,,,,,,,,,,,,,,,,,,,,
1606630,NLM,MEDLINE,19920721,20190705,0009-2363 (Print) 0009-2363 (Linking),40,2,1992 Feb,Purines. L. Synthesis and antileukemic activity of the antibiotic guanine 7-oxide and its 9-substituted derivatives.,343-50,"['Ogawa, K', 'Nishii, M', 'Inagaki, J', 'Nohara, F', 'Saito, T', 'Itaya, T', 'Fujii, T']","['Ogawa K', 'Nishii M', 'Inagaki J', 'Nohara F', 'Saito T', 'Itaya T', 'Fujii T']",['eng'],['Journal Article'],Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (Antibiotics, Antineoplastic)', '5227-68-9 (guanine 7-oxide)', '5Z93L87A1R (Guanine)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*chemical synthesis/pharmacology', 'Cell Division/drug effects', 'Guanine/*analogs & derivatives/chemical synthesis/pharmacology', 'Leukemia, Experimental/*drug therapy/pathology', 'Magnetic Resonance Spectroscopy', 'Mice', 'Tumor Cells, Cultured']",1992/02/01 00:00,1992/02/01 00:01,['1992/02/01 00:00'],"['1992/02/01 00:00 [pubmed]', '1992/02/01 00:01 [medline]', '1992/02/01 00:00 [entrez]']",ppublish,Chem Pharm Bull (Tokyo). 1992 Feb;40(2):343-50. doi: 10.1248/cpb.40.343.,['10.1248/cpb.40.343 [doi]'],"A full account is given of the first chemical synthesis of the antitumor antibiotic guanine 7-oxide (5) and its 9-substituted derivatives (24a--k and 26). Coupling of appropriate primary amines (17a--e, g--k) with phenacyl bromide (16) produced, after treatment with HCl, the corresponding N-substituted phenacylamine hydrochlorides (18a--e, g--k). A similar phenacylation of 4-amino-l-butanol (21) failed to give the desired compound 18f, so that 21 was heated with 2-bromomethyl-2-phenyl-1,3-dioxolane (20) at 150-155 degrees C for 3h to furnish, after treatment with HCl, the amino ketal hydrochloride 22 in 40% yield. Deketalization of 22 with hot 2 N aqueous HCl afforded 18f in 96% yield. Condensations of the free bases, generated in situ from the hydrochlorides 18a--l and 1N aqueous NaOH, with the chloropyrimidinone 6 were effected in aqueous EtOH at the boiling point for 20 min or at 25-30 degrees C for 3-24h, giving the 6-phenacylamino-4-pyrimidinones 19a-l in 54-90% yields. On treatment with 2N aqueous NaOH at room temperature for 10-60 min, the nitropyrimidinones 19a--k cyclized to provide the 9-substituted guanine 7-oxides 24a--k in 61-98% yields. A similar alkali-treatment of 191 failed to yield guanine 7-oxide (5). However, removal of the 9-(arylmethyl) group from 24i--k was effected with conc. H2SO4 at room temperature for 1-3h in the presence of toluene, producing the target N-oxide 5 in 56-89% yields.(ABSTRACT TRUNCATED AT 250 WORDS)","['Research Laboratories, Ikeda Mohando Co., Ltd., Toyama, Japan.']",,,,,,,,['Chem Pharm Bull (Tokyo) 1992 Jun;40(6):1673'],,,,,,,,,,,,,
1606569,NLM,MEDLINE,19920723,20190815,0165-4608 (Print) 0165-4608 (Linking),60,2,1992 Jun,t(16;21) in a Ph positive CML.,210-1,"['Ferro, M R', 'Cabello, P', 'Garcia-Sagredo, J M', 'Resino, M', 'San Roman, C', 'Larana, J G']","['Ferro MR', 'Cabello P', 'Garcia-Sagredo JM', 'Resino M', 'San Roman C', 'Larana JG']",['eng'],"['Case Reports', 'Letter']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', '*Blast Crisis', '*Chromosomes, Human, Pair 16', '*Chromosomes, Human, Pair 21', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Translocation, Genetic/*genetics']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Jun;60(2):210-1. doi: 10.1016/0165-4608(92)90022-z.,"['0165-4608(92)90022-Z [pii]', '10.1016/0165-4608(92)90022-z [doi]']",,,,,,,,,,,,,,,,,,,,,,,
1606568,NLM,MEDLINE,19920723,20190815,0165-4608 (Print) 0165-4608 (Linking),60,2,1992 Jun,Structural rearrangements of chromosome 13 as additional abnormalities in Burkitt lymphoma and type 3 acute lymphoblastic leukemia.,206-9,"['Barin, C', 'Valtat, C', 'Briault, S', 'Bremond, J L', 'Petit, A', 'Lejars, O', 'Linassier, C', 'Gaschard, P', 'Moraine, C']","['Barin C', 'Valtat C', 'Briault S', 'Bremond JL', 'Petit A', 'Lejars O', 'Linassier C', 'Gaschard P', 'Moraine C']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', 'Burkitt Lymphoma/*genetics', 'Child', 'Child, Preschool', '*Chromosome Aberrations', '*Chromosomes, Human, Pair 13', 'Female', 'Humans', 'Karyotyping', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Jun;60(2):206-9. doi: 10.1016/0165-4608(92)90021-y.,"['0165-4608(92)90021-Y [pii]', '10.1016/0165-4608(92)90021-y [doi]']","We report three cases of chromosome 13 rearrangements as additional abnormalities in two patients with Burkitt lymphoma (BL) and one with type 3 acute lymphoblastic leukemia (ALL). Involvement of chromosome 13 has been reported most often as 13q+, without identification of the supplementary chromosomal material; in our three cases with 13q+, we identified two duplications: dup(13)(q13q22) and dup(13)(q21q22).","['Unite de Genetique, CHUR Bretonneau, Tours, France.']",,,,,,,,,,,,,,,,,,,,,
1606565,NLM,MEDLINE,19920723,20190815,0165-4608 (Print) 0165-4608 (Linking),60,2,1992 Jun,Trisomy 4 in acute nonlymphocytic leukemia. Report of two cases and review of the literature.,195-7,"['Donti, E', 'Maccari, A', 'Tabilio, A', 'Ardisia, C', 'Campanari, N', 'Donti, G V']","['Donti E', 'Maccari A', 'Tabilio A', 'Ardisia C', 'Campanari N', 'Donti GV']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', '*Chromosomes, Human, Pair 4', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', '*Trisomy', 'Tumor Cells, Cultured']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Jun;60(2):195-7. doi: 10.1016/0165-4608(92)90018-4.,"['0165-4608(92)90018-4 [pii]', '10.1016/0165-4608(92)90018-4 [doi]']",Two patients with M2 subtype of acute nonlymphocytic leukemia (ANLL) and trisomy 4 as a primary karyotype change are described. The abnormality was observed in 100% of bone marrow (BM) metaphases in both cases. It appeared alone in one case and was associated with trisomy 13 in 94% of metaphases in the other. These are the second and third cases of ANLL with trisomy 4 documented in Italy. Neither patient appears to have incurred any environmental or therapeutic insult.,"['First Department of Internal Medicine, University of Perugia, Italy.']",,,,19,,,,,,,,,,,,,,,,,
1606564,NLM,MEDLINE,19920723,20190815,0165-4608 (Print) 0165-4608 (Linking),60,2,1992 Jun,A case of adult ALL with +i(13q) as the sole anomaly.,193-4,"['Walter, T A', 'Mullerleile, U', 'Galinke, I', 'Weh, H J', 'Hossfeld, D K']","['Walter TA', 'Mullerleile U', 'Galinke I', 'Weh HJ', 'Hossfeld DK']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', '*Chromosome Inversion', '*Chromosomes, Human, Pair 13', 'Humans', 'Karyotyping', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/pathology']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Jun;60(2):193-4. doi: 10.1016/0165-4608(92)90017-3.,"['0165-4608(92)90017-3 [pii]', '10.1016/0165-4608(92)90017-3 [doi]']",A case of ALL with +i(13q) as the sole anomaly in a 77-year-old patient is reported. The clinical and cytogenetic findings are discussed.,"['Department of Oncology-Hematology, Medical University Clinic, Hamburg, Germany.']",,,,,,,,,,,,,,,,,,,,,
1606563,NLM,MEDLINE,19920723,20190815,0165-4608 (Print) 0165-4608 (Linking),60,2,1992 Jun,Chronic myelomonocytic leukemia with t(13;14) in a child.,190-2,"['Bown, N', 'Yule, S M', 'Evans, J', 'Kernahan, J', 'Reid, M M']","['Bown N', 'Yule SM', 'Evans J', 'Kernahan J', 'Reid MM']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Child', '*Chromosomes, Human, Pair 13', '*Chromosomes, Human, Pair 14', 'Humans', 'Leukemia, Myelomonocytic, Chronic/blood/*genetics', 'Male', 'Translocation, Genetic/*genetics']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Jun;60(2):190-2. doi: 10.1016/0165-4608(92)90016-2.,"['0165-4608(92)90016-2 [pii]', '10.1016/0165-4608(92)90016-2 [doi]']","Bone marrow cells from a child with chronic myelomonocytic leukemia showed an acquired, non-Robertsonian translocation between chromosomes 13 and 14, t(13;14)(q12.?2;q32.?3). This rearrangement has not previously been reported in childhood myeloproliferative or myelodysplastic disorders.","['Department of Human Genetics, University of Newcastle upon Tyne, United Kingdom.']",,,,,,,,,,,,,,,,,,,,,
1606561,NLM,MEDLINE,19920723,20190815,0165-4608 (Print) 0165-4608 (Linking),60,2,1992 Jun,Acute monocytic leukemia with (8;22)(p11;q13) translocation. Involvement of 8p11 as in classical t(8;16)(p11;p13).,180-2,"['Lai, J L', 'Zandecki, M', 'Fenaux, P', 'Preudhomme, C', 'Facon, T', 'Deminatti, M']","['Lai JL', 'Zandecki M', 'Fenaux P', 'Preudhomme C', 'Facon T', 'Deminatti M']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['EC 3.1.- (Naphthol AS D Esterase)', 'EC 3.1.1.- (Carboxylic Ester Hydrolases)', 'EC 3.1.1.- (butyrylesterase)']",IM,"['Aged', 'Carboxylic Ester Hydrolases/analysis', '*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 8', 'Humans', 'Leukemia, Monocytic, Acute/*genetics/metabolism/pathology', 'Male', 'Naphthol AS D Esterase/analysis', 'Translocation, Genetic/*genetics']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Jun;60(2):180-2. doi: 10.1016/0165-4608(92)90013-x.,"['0165-4608(92)90013-X [pii]', '10.1016/0165-4608(92)90013-x [doi]']","A new case of acute monocytic leukemia observed in a 73-year-old male (ANLLM5) with an unusual t(8;22)(p11;q13) is reported. The blasts did not demonstrate erythrophagocytosis, but the presence of both naphthol-ASD-chloro-acetate esterase and butyrate esterase activities was similar to that seen in cases with t(8;16)(p11;p13). Involvement of the 8p11 region in ANLLM4 and M5 is discussed, being the third most frequent rearrangement in acute leukemia with monocytic components seen at our Center.","['Service de Cytogenetique, Faculte de Medecine Lille, France.']",,,,,,,,,,,,,,,,,,,,,
1606555,NLM,MEDLINE,19920723,20190815,0165-4608 (Print) 0165-4608 (Linking),60,2,1992 Jun,New chromosomal abnormality. t(1;19;?) in a case of B-chronic lymphocytic leukemia.,131-4,"['Montero, S', 'Caballin, M R', 'Coll, M D', 'Besses, C', 'Woessner, S', 'Egozcue, J', 'Sole, F']","['Montero S', 'Caballin MR', 'Coll MD', 'Besses C', 'Woessner S', 'Egozcue J', 'Sole F']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['18D0SL7309 (Chlorambucil)', 'VB0R961HZT (Prednisone)']",IM,"['Aged', 'Aged, 80 and over', 'Chlorambucil/therapeutic use', '*Chromosomes, Human, Pair 1', '*Chromosomes, Human, Pair 19', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy/*genetics', 'Prednisone/therapeutic use', 'Translocation, Genetic/*genetics', 'Tumor Cells, Cultured']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Jun;60(2):131-4. doi: 10.1016/0165-4608(92)90004-r.,"['0165-4608(92)90004-R [pii]', '10.1016/0165-4608(92)90004-r [doi]']","Cytogenetic analysis was performed on peripheral blood cells stimulated with interleukin 6 (IL-6), lipopolysaccharide from Escherichia coli (LPS), phytohemagglutinin (PHA), pokeweed mitogen (PWM) and tetradecanoyl-phorbol-acetate (TPA), in a patient with B-chronic lymphocytic leukemia, showing a t(1;19;?) translocation as the sole abnormality. To our knowledge, this translocation has not been described before in any human neoplasia. In this case, the poor response to therapy (survival time 4 months) suggested that t(1;19;?) could be related to an aggressive course of the disease.","['Department of Biologia Animal, Biologia Vegetal i Ecologia, Universitat Autonoma de Barcelona, Spain.']",,,,,,,,,,,,,,,,,,,,,
