PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB,AD,DEP,GR,RF,CIN,CON,CI,EIN,CN,SI,CRI
14793092,NLM,MEDLINE,20040215,20181201,0012-0219 (Print) 0012-0219 (Linking),5,48,1950 Nov 30,[Nitrogen mustard therapy of malignant tumors].,1506-15,"['LINDEMANN, M', 'GUMMEL, H']","['LINDEMANN M', 'GUMMEL H']",['und'],['Journal Article'],Losttherapie bei bosartigen Geschwulsten.,Germany,Dtsch Gesundheitsw,Das Deutsche Gesundheitswesen,0433572,"['0 (Nitrogen Mustard Compounds)', '50D9XSG0VR (Mechlorethamine)']",OM,"['*Carcinoma', '*Hodgkin Disease', '*Leukemia', '*Mechlorethamine', '*Neoplasms', '*Nitrogen Mustard Compounds']",['CLML: 5120:23863:88:173:444:546'],['NLM'],"['*CARCINOMA', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*NITROGEN MUSTARDS']",1950/11/30 00:00,1950/11/30 00:01,['1950/11/30 00:00'],"['1950/11/30 00:00 [pubmed]', '1950/11/30 00:01 [medline]', '1950/11/30 00:00 [entrez]']",ppublish,Dtsch Gesundheitsw. 1950 Nov 30;5(48):1506-15.,,,,,,,,,,,,,,
14792813,NLM,MEDLINE,20040215,20181201,0037-9026 (Print) 0037-9026 (Linking),144,13-14,1950 Jul,[Electric charge of leukocytes; leukocytes of normal human circulating blood and of blood of chronic leukemia (agranulocytes)].,959-62,"['BAZIN, S', 'ROBINEAUX, R']","['BAZIN S', 'ROBINEAUX R']",['und'],['Journal Article'],Etude de la charge electrique des leucocytes. Leucocytes humains du sang circulant normal et du sang de leucemies chroniques (agranulocytes).,France,C R Seances Soc Biol Fil,Comptes rendus des seances de la Societe de biologie et de ses filiales,7505439,,OM,"['Humans', '*Leukemia', '*Leukocytes', '*Leukocytes, Mononuclear']",['CLML: 5120:23563:547'],['NLM'],['*LEUKOCYTES'],1950/07/01 00:00,1950/07/01 00:01,['1950/07/01 00:00'],"['1950/07/01 00:00 [pubmed]', '1950/07/01 00:01 [medline]', '1950/07/01 00:00 [entrez]']",ppublish,C R Seances Soc Biol Fil. 1950 Jul;144(13-14):959-62.,,,,,,,,,,,,,,
14792781,NLM,MEDLINE,20040215,20181201,0037-9026 (Print) 0037-9026 (Linking),144,13-14,1950 Jul,[Effect of two folic acid antagonists on fowl leukemia].,885-7,"['BESSIS, M', 'FREIXA, P']","['BESSIS M', 'FREIXA P']",['und'],['Journal Article'],Action de deux antagonistes de l'acide folique sur la leucemie des poules.,France,C R Seances Soc Biol Fil,Comptes rendus des seances de la Societe de biologie et de ses filiales,7505439,['0 (Folic Acid Antagonists)'],OM,"['Animals', '*Birds', '*Folic Acid Antagonists', '*Leukemia', '*Meat', '*Poultry']",['CLML: 5120:23531:349:354:546'],['NLM'],"['*FOLIC ACID ANTAGONISTS', '*FOWLS', '*LEUKEMIA']",1950/07/01 00:00,1950/07/01 00:01,['1950/07/01 00:00'],"['1950/07/01 00:00 [pubmed]', '1950/07/01 00:01 [medline]', '1950/07/01 00:00 [entrez]']",ppublish,C R Seances Soc Biol Fil. 1950 Jul;144(13-14):885-7.,,,,,,,,,,,,,,
14792744,NLM,MEDLINE,20040215,20211203,0009-8787 (Print) 0009-8787 (Linking),18,1,1951 Jan,Lymphatic leukemia occurring simultaneously in Negro brother and sister.,33-4,"['PORTMANN, U V', 'ROBINSON, W H']","['PORTMANN UV', 'ROBINSON WH']",['eng'],['Journal Article'],,United States,Cleve Clin Q,Cleveland Clinic quarterly,0373162,,OM,"['*Blacks', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels', '*Siblings']",['CLML: 5120:23490:74:547'],['NLM'],"['*LEUKEMIA, LYMPHATIC', '*NEGROES']",1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,Cleve Clin Q. 1951 Jan;18(1):33-4. doi: 10.3949/ccjm.18.1.33.,['10.3949/ccjm.18.1.33 [doi]'],,,,,,,,,,,,,
14792619,NLM,MEDLINE,20040215,20181201,0008-7335 (Print) 0008-7335 (Linking),89,46,1950 Nov 17,[Failure of exsanguination transfusion in acute leukemias].,1291-4,"['JANELE, J', 'HLOUSKOVA, Z']","['JANELE J', 'HLOUSKOVA Z']",['und'],['Journal Article'],Neuspechy exsanguina6cnach transfusa u akutnach leukemia.,Czech Republic,Cas Lek Cesk,Casopis lekaru ceskych,0004743,,OM,"['*Acute Disease', '*Blood Transfusion', '*Exsanguination', 'Humans', '*Leukemia']",['CLML: 5120:23340:123:546'],['NLM'],"['*BLOOD TRANSFUSION', '*LEUKEMIA']",1950/11/17 00:00,1950/11/17 00:01,['1950/11/17 00:00'],"['1950/11/17 00:00 [pubmed]', '1950/11/17 00:01 [medline]', '1950/11/17 00:00 [entrez]']",ppublish,Cas Lek Cesk. 1950 Nov 17;89(46):1291-4.,,,,,,,,,,,,,,
14792613,NLM,MEDLINE,20040215,20181201,0008-7335 (Print) 0008-7335 (Linking),89,45,1950 Nov 10,[Familial leukosis].,1264-8,"['WIEDERMANN, B']",['WIEDERMANN B'],['und'],['Journal Article'],Rodovy vyskyt leukos.,Czech Republic,Cas Lek Cesk,Casopis lekaru ceskych,0004743,,OM,"['*Leukemia', '*Leukemia, Myeloid']",['CLML: 5120:23334:547'],['NLM'],"['*LEUKEMIA, MYELOGENOUS']",1950/11/10 00:00,1950/11/10 00:01,['1950/11/10 00:00'],"['1950/11/10 00:00 [pubmed]', '1950/11/10 00:01 [medline]', '1950/11/10 00:00 [entrez]']",ppublish,Cas Lek Cesk. 1950 Nov 10;89(45):1264-8.,,,,,,,,,,,,,,
14792554,NLM,MEDLINE,20040215,20181201,0008-5472 (Print) 0008-5472 (Linking),11,1,1951 Jan,"Carbamates in the chemotherapy of leukemia. VIII. Overall tracer studies on carbonyl-labeled urethan, methylene-labeled urethan, and methylene-labeled ethyl alcohol.",46-51,"['SKIPPER, H E', 'BENNETT, L L Jr', 'BRYAN, C E', 'WHITE, L Jr', 'NEWTON, M A', 'SIMPSON, L']","['SKIPPER HE', 'BENNETT LL Jr', 'BRYAN CE', 'WHITE L Jr', 'NEWTON MA', 'SIMPSON L']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,"['0 (Carbamates)', '0 (Esters)', '2465-56-7 (carbene)', '3IN71E75Z5 (Urethane)', '3K9958V90M (Ethanol)', 'OP0UW79H66 (Methane)']",OM,"['*Carbamates', '*Esters', '*Ethanol', '*Leukemia', '*Methane', '*Urethane']",['CLML: 5120:23275:417:546'],['NLM'],"['*LEUKEMIA', '*URETHANE']",1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1951 Jan;11(1):46-51.,,,,,,,,,,,,,,
14792551,NLM,MEDLINE,20040215,20181201,0008-5472 (Print) 0008-5472 (Linking),11,1,1951 Jan,The development of lymphatic and myelogenous leukemia in Wistar rats following gastric instillation of methylcholanthrene.,29-34,"['SHAY, H', 'GRUENSTEIN, M', 'MARX, H E', 'GLAZER, L']","['SHAY H', 'GRUENSTEIN M', 'MARX HE', 'GLAZER L']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,['56-49-5 (Methylcholanthrene)'],OM,"['Animals', '*Leukemia', '*Leukemia, Myeloid', '*Lymphatic Vessels', '*Methylcholanthrene', 'Rats', 'Rats, Wistar', '*Stomach']",['CLML: 5120:23272:38:546'],['NLM'],"['*LEUKEMIA', '*METHYLCHOLANTHRENE']",1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1951 Jan;11(1):29-34.,,,,,,,,,,,,,,
14792542,NLM,MEDLINE,20040215,20181201,0008-5472 (Print) 0008-5472 (Linking),10,12,1950 Dec,Effect of certain folic acid antagonists on transplanted myeloid and lymphoid leukemias of the F strain of mice.,762-8,"['KIRSCHBAUM, A', 'GEISSE, N C', 'SISTER T JUDD', 'MEYER, L M']","['KIRSCHBAUM A', 'GEISSE NC', 'SISTER T JUDD', 'MEYER LM']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,['0 (Folic Acid Antagonists)'],OM,"['Animals', '*Folic Acid Antagonists', '*Leukemia', '*Leukemia, Lymphoid', 'Mice']",['CLML: 5120:23263:349:546'],['NLM'],"['*FOLIC ACID ANTAGONISTS', '*LEUKEMIA']",1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,Cancer Res. 1950 Dec;10(12):762-8.,,,,,,,,,,,,,,
14792463,NLM,MEDLINE,20040215,20181201,0008-4409 (Print) 0008-4409 (Linking),64,1,1951 Jan,Treatment of leukemia with cortisone.,44-7,"['BELL, R E', 'THOMSON, R K']","['BELL RE', 'THOMSON RK']",['eng'],['Journal Article'],,Canada,Can Med Assoc J,Canadian Medical Association journal,0414110,['V27W9254FZ (Cortisone)'],OM,"['*Cortisone', '*Leukemia']",['CLML: 5120:23184:227:546'],['NLM'],"['*CORTISONE', '*LEUKEMIA']",1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,Can Med Assoc J. 1951 Jan;64(1):44-7.,,,,,,,,,,,,,,
14792462,NLM,MEDLINE,20040215,20181201,0008-4409 (Print) 0008-4409 (Linking),64,1,1951 Jan,Cortisone in the treatment of leukemia.,39-42,"['WEDER, C', 'BECKER, A']","['WEDER C', 'BECKER A']",['eng'],['Journal Article'],,Canada,Can Med Assoc J,Canadian Medical Association journal,0414110,['V27W9254FZ (Cortisone)'],OM,"['*Cortisone', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphatic Vessels']",['CLML: 5120:23183:227:546:547'],['NLM'],"['*CORTISONE', '*LEUKEMIA, LYMPHATIC', '*LEUKEMIA, MYELOGENOUS']",1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,Can Med Assoc J. 1951 Jan;64(1):39-42.,,PMC1821431,,,,,,,,,,,,
14791593,NLM,MEDLINE,20040215,20210216,0006-4971 (Print) 0006-4971 (Linking),5,12,1950 Dec,The effect of desoxycorticosterone acetate and vitamin C on chronic leukemia.,1156-60,"['METTIER, S R', 'ELLENHORN, M J', 'GORDAN, G']","['METTIER SR', 'ELLENHORN MJ', 'GORDAN G']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,"['0 (Adrenal Cortex Hormones)', '0 (Vitamins)', '6E0A168OB8 (Desoxycorticosterone Acetate)', 'PQ6CK8PD0R (Ascorbic Acid)']",OM,"['*Adrenal Cortex Hormones', '*Ascorbic Acid', '*Chronic Disease', '*Desoxycorticosterone Acetate', '*Leukemia', '*Vitamins']",['CLML: 5120:22246:13:446:546'],['NLM'],"['*ADRENAL CORTEX HORMONES', '*LEUKEMIA', '*VITAMIN C']",1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,Blood. 1950 Dec;5(12):1156-60.,['S0006-4971(20)66294-2 [pii]'],,,,,,,,,,,,,
14791091,NLM,MEDLINE,20040215,20181201,0004-0312 (Print) 0004-0312 (Linking),90,4,1950 Oct,[Leukemic reticulo-endotheliosis; a case of hyperplastic reticulo-endotheliosis with a peripheral picture of lymphatic leukemia].,241-58,"['ARAGONA, F']",['ARAGONA F'],['und'],['Journal Article'],Le reticolo-endoteliosi leucemiche; studio su di un caso di reticolo-endoteliosi iperplastica con quadro periferico di leucemia linfatica.,Italy,Arch Sci Med (Torino),Archivio per le scienze mediche,0372451,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', 'Humans', '*Leukemia', '*Leukemia, Hairy Cell', '*Leukemia, Lymphoid', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5120:21736:232:546'],['NLM'],"['*LEUKEMIA, LYMPHATIC', '*RETICULOENDOTHELIOSIS']",1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,Arch Sci Med (Torino). 1950 Oct;90(4):241-58.,,,,,,,,,,,,,,
14791037,NLM,MEDLINE,20040215,20181201,0004-0231 (Print) 0004-0231 (Linking),23,4,1950,[Unusual finding of systematic leukemic localization in the esophagus in an individual with acute hemocytoblastic leukemia].,241-9,"['CRISTIANI, M']",['CRISTIANI M'],['und'],['Journal Article'],Eccezionale reperto di sistematica localizzazione leucemica nell'esofago di un individuo affetto da leucemia emocitoblastica acuta.,Italy,Arch Ital Anat Istol Patol,Archivio italiano di anatomia e istologia patologica,0372443,,OM,"['*Biological Phenomena', '*Esophagus', 'Humans', '*Leukemia', '*Physiological Phenomena']",['CLML: 5120:21666:318:546'],['NLM'],"['*ESOPHAGUS', '*LEUKEMIA']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Arch Ital Anat Istol Patol. 1950;23(4):241-9.,,,,,,,,,,,,,,
14790996,NLM,MEDLINE,20040215,20181201,0096-6630 (Print) 0096-6630 (Linking),67,10,1950 Oct,Acute leukemia; report of case.,483-91,"['BLACKADER, A D', 'GILLIES, B D']","['BLACKADER AD', 'GILLIES BD']",['eng'],['Journal Article'],,United States,Arch Pediatr,Archives of pediatrics,15210180R,,OM,"['*Acute Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels']",['CLML: 5120:21625:546'],['NLM'],"['*LEUKEMIA, LYMPHATIC']",1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,Arch Pediatr. 1950 Oct;67(10):483-91.,,,,,,,,,,,,,,
14790846,NLM,MEDLINE,20040215,20181201,0003-9764 (Print) 0003-9764 (Linking),7,6,1950,"[Von Jaksch-Luzet disease with tuberculosis, treated with streptomycin; results].",609-11,"['BENMUSSA, S', 'CARUANA, M', 'COHEN, H', 'GALES, Y']","['BENMUSSA S', 'CARUANA M', 'COHEN H', 'GALES Y']",['und'],['Journal Article'],Maladie de Von Jaksch-Luzet avec tuberculose traitee par la streptomycine; resultats.,France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,"['0 (Anti-Bacterial Agents)', 'Y45QSO73OB (Streptomycin)']",OM,"['*Anti-Bacterial Agents', '*Leukemia', '*Streptomycin', '*Tuberculosis', 'Tuberculosis, Pulmonary/*therapy']",['CLML: 5120:21470:196:336:397'],['NLM'],"['*PSEUDOLEUKEMIA', '*STREPTOMYCIN', '*TUBERCULOSIS, PULMONARY-ANTIBIOTIC AND CHEMOTHERAPY']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Arch Fr Pediatr. 1950;7(6):609-11.,,,,,,,,,,,,,,
14790700,NLM,MEDLINE,20040215,20181201,0365-6020 (Print) 0365-6020 (Linking),191,,1950,[Lymphatic leukemia].,716,['WEYHBRECHT'],['WEYHBRECHT'],['und'],['Journal Article'],Lymphatische Leukamie (illustration).,Germany,Arch Dermatol Syph,Archiv fur Dermatologie und Syphilis,15130110R,,OM,"['*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels']",['CLML: 5120:21294:546'],['NLM'],"['*LEUKEMIA, LYMPHATIC']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Arch Dermatol Syph. 1950;191:716.,,,,,,,,,,,,,,
14789619,NLM,MEDLINE,20040215,20181201,0365-6403 (Print) 0365-6403 (Linking),5,32,1950 Aug 18,[Urethane therapy of leukemia].,597-9,"['EBERHARD, H']",['EBERHARD H'],['und'],['Journal Article'],Beitrag zur Urethanbehandlung der Leukamien.,Germany,Arztl Wochensch,Arztliche Wochenschrift,14640350R,['3IN71E75Z5 (Urethane)'],OM,"['*Leukemia', '*Urethane']",['CLML: 5120:20179:417:546'],['NLM'],"['*LEUKEMIA', '*URETHANE']",1950/08/18 00:00,1950/08/18 00:01,['1950/08/18 00:00'],"['1950/08/18 00:00 [pubmed]', '1950/08/18 00:01 [medline]', '1950/08/18 00:00 [entrez]']",ppublish,Arztl Wochensch. 1950 Aug 18;5(32):597-9.,,,,,,,,,,,,,,
14789510,NLM,MEDLINE,20040215,20181201,0365-463X (Print) 0365-463X (Linking),246,,1950,Three cases of megakaryocytic leukemia.,234-9,"['STENSTROM, N M']",['STENSTROM NM'],['eng'],['Journal Article'],,Sweden,Acta Med Scand Suppl,Acta medica Scandinavica. Supplementum,0370331,,OM,"['Humans', '*Leukemia', '*Leukemia, Megakaryoblastic, Acute']",['CLML: 5120:20041:546'],['NLM'],['*LEUKEMIA'],1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Acta Med Scand Suppl. 1950;246:234-9.,,,,,,,,,,,,,,
14789451,NLM,MEDLINE,20040215,20181201,0001-5792 (Print) 0001-5792 (Linking),4,5,1950 Nov,[Four cases of plasma-cell leukemia].,291-300,"['SCHERRER, M']",['SCHERRER M'],['und'],['Journal Article'],Vier Falle von Plasmazell-Leukamie.,Switzerland,Acta Haematol,Acta haematologica,0141053,,OM,"['Humans', '*Leukemia', '*Leukemia, Plasma Cell', '*Neoplasms', '*Plasmacytoma']",['CLML: 5120:19982:167:546'],['NLM'],"['*LEUKEMIA', '*PLASMACYTOSIS']",1950/11/01 00:00,1950/11/01 00:01,['1950/11/01 00:00'],"['1950/11/01 00:00 [pubmed]', '1950/11/01 00:01 [medline]', '1950/11/01 00:00 [entrez]']",ppublish,Acta Haematol. 1950 Nov;4(5):291-300. doi: 10.1159/000203764.,['10.1159/000203764 [doi]'],,,,,,,,,,,,,
14789336,NLM,MEDLINE,20040215,20181201,0096-6711 (Print) 0096-6711 (Linking),51,1,1951 Jan,Acute myelogenous leukemia with giant cell carcinoma of thyroid.,72-5,"['DARON, P', 'PIZZOLATO, P']","['DARON P', 'PIZZOLATO P']",['eng'],['Journal Article'],,United States,AMA Arch Pathol,A.M.A. archives of pathology,14470150R,,OM,"['*Carcinoma', '*Carcinoma, Giant Cell', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', '*Thyroid Gland']",['CLML: 5120:19866:174:372:547'],['NLM'],"['*CARCINOMA', '*LEUKEMIA, MYELOGENOUS', '*THYROID']",1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,AMA Arch Pathol. 1951 Jan;51(1):72-5.,,,,,,,,,,,,,,
14789283,NLM,MEDLINE,20040215,20190917,0888-2479 (Print) 0888-2479 (Linking),87,2,1951 Feb,Eosinophilic leukemia with report of a case.,280-6,"['CARMEL, W J', 'MINNO, A M', 'COOK, W L Jr']","['CARMEL WJ', 'MINNO AM', 'COOK WL Jr']",['eng'],['Journal Article'],,United States,AMA Arch Intern Med,A.M.A. archives of internal medicine,14470100R,,OM,"['*Eosinophils', 'Humans', '*Hypereosinophilic Syndrome', '*Leukemia', '*Leukemia, Myeloid', '*Leukocyte Count']",['CLML: 5120:19813:309:547'],['NLM'],"['*EOSINOPHILS', '*LEUKEMIA, MYELOGENOUS']",1951/02/01 00:00,1951/02/01 00:01,['1951/02/01 00:00'],"['1951/02/01 00:00 [pubmed]', '1951/02/01 00:01 [medline]', '1951/02/01 00:00 [entrez]']",ppublish,AMA Arch Intern Med. 1951 Feb;87(2):280-6. doi: 10.1001/archinte.1951.03810020102010.,['10.1001/archinte.1951.03810020102010 [doi]'],,,,,,,,,,,,,
14788987,NLM,MEDLINE,20040215,20181201,0044-2542 (Print) 0044-2542 (Linking),5,17-18,1950 Sep,[Two cases of plasmocytoma].,546,"['SCHENNETTEN, F']",['SCHENNETTEN F'],['und'],['Journal Article'],Klinischer Beitrag zur Frage des Plasmozytoms.,Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,,OM,"['Humans', '*Leukemia', '*Multiple Myeloma', '*Neoplasms', '*Neoplasms, Plasma Cell', '*Plasmacytoma']",['CLML: 5120:19477:407:546'],['NLM'],"['*LEUKEMIA', '*TUMORS, MULTIPLE MYELOMA']",1950/09/01 00:00,1950/09/01 00:01,['1950/09/01 00:00'],"['1950/09/01 00:00 [pubmed]', '1950/09/01 00:01 [medline]', '1950/09/01 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1950 Sep;5(17-18):546.,,,,,,,,,,,,,,
14788979,NLM,MEDLINE,20040215,20181201,0044-2542 (Print) 0044-2542 (Linking),5,15-16,1950 Aug,[Clinical aspects of reticuloendotheliosis and monocytosis].,506-20,"['SCHILLING, V']",['SCHILLING V'],['und'],['Journal Article'],Klinik der Retikuloendotheliosen und Monozytosen.,Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Leukemia', '*Leukemia, Myeloid', '*Monocytes', '*Mononuclear Phagocyte System', '*Severe Combined Immunodeficiency']",['CLML: 5120:19469:232:547'],['NLM'],"['*LEUKEMIA, MONOCYTIC', '*RETICULOENDOTHELIAL SYSTEM']",1950/08/01 00:00,1950/08/01 00:01,['1950/08/01 00:00'],"['1950/08/01 00:00 [pubmed]', '1950/08/01 00:01 [medline]', '1950/08/01 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1950 Aug;5(15-16):506-20.,,,,,,,,,,,,,,
14788622,NLM,MEDLINE,20040215,20191108,0376-0081 (Print) 0376-0081 (Linking),318,5,1950,[Terminal stages of myeloid leukemia and their diagnosis by liver biopsy].,619-30,"['LENNERT, K']",['LENNERT K'],['und'],['Journal Article'],Uber die Endstadien der myeloischen Leukamie und ihre Diagnose aus dem Leberschnittbild.,Germany,Virchows Arch Pathol Anat Physiol Klin Med,Virchows Archiv fur pathologische Anatomie und Physiologie und fur klinische Medizin,0217007,,OM,"['*Biopsy', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Liver']",['CLML: 5120:19095:547:560'],['NLM'],"['*LEUKEMIA, MYELOGENOUS', '*LIVER, IN VARIOUS CONDITIONS']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Virchows Arch Pathol Anat Physiol Klin Med. 1950;318(5):619-30. doi: 10.1007/BF00947941.,['10.1007/BF00947941 [doi]'],,,,,,,,,,,,,
14788365,NLM,MEDLINE,20040215,20181201,0041-5782 (Print) 0041-5782 (Linking),112,39,1950 Sep 28,[Remission of leukemia in childhood].,1359-60,"['MEHLSEN, S', 'JERSILD, T']","['MEHLSEN S', 'JERSILD T']",['und'],['Journal Article'],Remissioner ved leukaemi i barnealderen.,Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,,OM,"['Humans', '*Leukemia']",['CLML: 5120:18838:546'],['NLM'],['*LEUKEMIA'],1950/09/28 00:00,1950/09/28 00:01,['1950/09/28 00:00'],"['1950/09/28 00:00 [pubmed]', '1950/09/28 00:01 [medline]', '1950/09/28 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1950 Sep 28;112(39):1359-60.,,,,,,,,,,,,,,
14788364,NLM,MEDLINE,20040215,20181201,0041-5782 (Print) 0041-5782 (Linking),112,39,1950 Sep 28,[Aminopterin therapy of leukemia in childhood].,1354-9,"['JERSILD, T', 'MEHLSEN, S']","['JERSILD T', 'MEHLSEN S']",['und'],['Journal Article'],Aminopterinbehandling af leukaemi i barnealderen.,Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,"['0 (Folic Acid Antagonists)', 'JYB41CTM2Q (Aminopterin)']",OM,"['*Aminopterin', '*Folic Acid Antagonists', '*Leukemia']",['CLML: 5120:18837:349:545'],['NLM'],"['*FOLIC ACID ANTAGONISTS', '*LEUKEMIA']",1950/09/28 00:00,1950/09/28 00:01,['1950/09/28 00:00'],"['1950/09/28 00:00 [pubmed]', '1950/09/28 00:01 [medline]', '1950/09/28 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1950 Sep 28;112(39):1354-9.,,,,,,,,,,,,,,
14788345,NLM,MEDLINE,20040215,20181201,0041-5782 (Print) 0041-5782 (Linking),112,36,1950 Sep 7,"[Cholinesterase in the plasma, erythrocytes and whole blood in pernicious anemia and leukemia].",1250-2,"['PLUM, C M']",['PLUM CM'],['und'],['Journal Article'],"Cholinesterase i plasma, erytrocyter og fuldblod ved pernicios anaemi og leukaemi.",Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,['EC 3.1.1.8 (Cholinesterases)'],OM,"['*Anemia', '*Anemia, Pernicious', '*Cholinesterases', '*Erythrocytes', 'Humans', '*Leukemia', '*Plasma']",['CLML: 5120:18818:40:203:546'],['NLM'],"['*ANEMIA, PERNICIOUS', '*CHOLINESTERASE', '*LEUKEMIA']",1950/09/07 00:00,1950/09/07 00:01,['1950/09/07 00:00'],"['1950/09/07 00:00 [pubmed]', '1950/09/07 00:01 [medline]', '1950/09/07 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1950 Sep 7;112(36):1250-2.,,,,,,,,,,,,,,
