PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,TT,OID,OTO,OT,GN
6595928,NLM,MEDLINE,19850125,20110728,0001-5806 (Print) 0001-5806 (Linking),47,5,1984 Aug,[A case of basophilic crisis of Ph1-positive chronic myelogenous leukemia].,1102-14,,"['Fujii, H', 'Seki, S', 'Taniwaki, M', 'Maekawa, T', 'Kita, K', 'Ohkubo, T', 'Urata, Y']","['Fujii H', 'Seki S', 'Taniwaki M', 'Maekawa T', 'Kita K', 'Ohkubo T', 'Urata Y']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adult', 'Basophils/*ultrastructure', '*Chromosomes, Human, 21-22 and Y', 'Humans', 'Leukemia, Myeloid/genetics/*pathology', 'Male', '*Translocation, Genetic']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1984 Aug;47(5):1102-14.,,,,,,,
6595927,NLM,MEDLINE,19850125,20110728,0001-5806 (Print) 0001-5806 (Linking),47,5,1984 Aug,[Circulating and bone marrow CFU-C in chronic myelocytic leukemia].,1082-90,,"['Umeda, M', 'Shirai, T']","['Umeda M', 'Shirai T']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adult', 'Aged', '*Colony-Forming Units Assay', 'Female', 'Humans', 'Leukemia, Myeloid/*blood/pathology', 'Leukemia, Myeloid, Acute/blood', 'Leukocyte Count', 'Male', 'Middle Aged']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1984 Aug;47(5):1082-90.,,,,,,,
6595877,NLM,MEDLINE,19850205,20091111,0049-6472 (Print) 0049-6472 (Linking),61,2,1984 Apr,A diagnosis of chronic myelogenous leukemia following the removal of a palatal torus.,34-6,,"['Giglio, J', 'Dolan, P', 'Alexander, J']","['Giglio J', 'Dolan P', 'Alexander J']",['eng'],"['Case Reports', 'Journal Article']",United States,Va Dent J,Virginia dental journal,0055616,,,"['Aged', 'Chronic Disease', 'Exostoses/*surgery', 'Female', 'Humans', 'Leukemia, Myeloid/*diagnosis', 'Maxillary Diseases/surgery', 'Palate/*surgery']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",,ppublish,Va Dent J. 1984 Apr;61(2):34-6.,,,,,,,
6595869,NLM,MEDLINE,19850128,20071115,0507-3758 (Print) 0507-3758 (Linking),30,11,1984,[Comparison of table survival statistics calculated for two groups of patients].,10-7,,"['Dvoirin, V V']",['Dvoirin VV'],['rus'],"['Comparative Study', 'Journal Article']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,,IM,"['Humans', 'Leukemia, Myeloid, Acute/mortality/therapy', 'Neoplasms/*mortality/therapy', 'Risk', '*Statistics as Topic', 'Time Factors']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1984;30(11):10-7.,,,"Sopostavlenie tablichnykh pokazatelei vyzhivaemosti, vychislennykh dlia dvukh grupp bol'nykh.",,,,
6595868,NLM,MEDLINE,19850205,20071115,0042-773X (Print) 0042-773X (Linking),30,10,1984 Oct,[Isolated diffuse chloroleukemic infiltration of the uterus in an old woman].,1027-31,,"['Jedlickova, J', 'Macek, M', 'Cerny, E']","['Jedlickova J', 'Macek M', 'Cerny E']",['cze'],"['Case Reports', 'English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,,IM,"['Aged', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Uterine Neoplasms/*pathology']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",,ppublish,Vnitr Lek. 1984 Oct;30(10):1027-31.,,,Izolovana difuzni chloroleukemicka infiltrace delohy u stare zeny.,,,,
6595867,NLM,MEDLINE,19850131,20131121,0041-5782 (Print) 0041-5782 (Linking),146,35,1984 Aug 27,[Low-dose cytosine arabinoside treatment in acute myeloid leukemia].,2613-5,,"['Jensen, M K', 'Ahlbom, G', 'Leegaard, O F']","['Jensen MK', 'Ahlbom G', 'Leegaard OF']",['dan'],"['English Abstract', 'Journal Article']",Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,['04079A1RDZ (Cytarabine)'],IM,"['Aged', 'Cytarabine/*administration & dosage', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged']",1984/08/27 00:00,1984/08/27 00:01,['1984/08/27 00:00'],"['1984/08/27 00:00 [pubmed]', '1984/08/27 00:01 [medline]', '1984/08/27 00:00 [entrez]']",,ppublish,Ugeskr Laeger. 1984 Aug 27;146(35):2613-5.,,,Lavdosis cytosinarabinosid-behandling af akut myeloid leukaemi.,,,,
6595818,NLM,MEDLINE,19850205,20071115,0036-4355 (Print) 0036-4355 (Linking),29,4-B,1984,[Cytodynamics of bone marrow precursors at different developmental stages of chronic granulocytic leukemia].,565-76,,"['Outeirino, J', 'Fernandez Ranada, J M', 'Sanchez Fayos, J']","['Outeirino J', 'Fernandez Ranada JM', 'Sanchez Fayos J']",['spa'],"['English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['Bone Marrow Examination', 'Cell Cycle', 'Cell Division', 'Erythroblasts/pathology', 'Erythropoiesis', 'Granulocytes/pathology', 'Hematopoiesis', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Leukemia, Myeloid/*pathology', 'Neoplastic Stem Cells/*pathology', 'Stem Cells/*pathology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1984;29(4-B):565-76.,,,Citodinamica de precursores medulares en diversos momentos evolutivos de la leucemia granulocitica cronica.,,,,
6595809,NLM,MEDLINE,19850215,20131121,0370-8179 (Print) 0370-8179 (Linking),112,4,1984 Apr,[Continual and periodic treatment of patients with chronic granulocytic leukemia].,487-93,,"['Colovic, M', 'Petrovic, M', 'Jancic, M S', 'Banicevic, B', 'Vucic, Lj', 'Janosevic, S', 'Ristic, M']","['Colovic M', 'Petrovic M', 'Jancic MS', 'Banicevic B', 'Vucic Lj', 'Janosevic S', 'Ristic M']",['srp'],"['English Abstract', 'Journal Article']",Serbia,Srp Arh Celok Lek,Srpski arhiv za celokupno lekarstvo,0027440,['G1LN9045DK (Busulfan)'],IM,"['Adult', 'Busulfan/*administration & dosage', 'Drug Administration Schedule', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Male']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",,ppublish,Srp Arh Celok Lek. 1984 Apr;112(4):487-93.,,,Neprekidno i povremeno lecenje bolesnika sa hronicnom granulocitnom leukemijom.,,,,
6595761,NLM,MEDLINE,19850220,20131121,0377-1202 (Print) 0377-1202 (Linking),22,4,1984 Oct-Dec,Alkaline phosphatase activity improved by the addition of zinc in granulocytes from leukemic subjects (in vitro study).,293-6,"Granulocyte alkaline phosphatase (GAP) was extracted from the leukocyte suspensions of 15 subjects with chronic myeloid leukemia (CML), determining the Zn content by atomic absorption spectrophotometry. The purified enzymatic preparation was dialyzed against a ZnCl2 solution (.01 mg%) in TRIS-HCl 0.1 M, pH 7.5, for 48 hours. After dialysis Zn concentration and GAP activity reached normal values. This suggests that the GAP molecule isolated from CML subjects is not altered as it is able to receive at most 2 Zn moles responsible for the enzymatic function.","['Chirulescu, Z', 'Chiriloiu, C', 'Suciu, A', 'Popescu, M', 'Micu, D']","['Chirulescu Z', 'Chiriloiu C', 'Suciu A', 'Popescu M', 'Micu D']",['eng'],['Journal Article'],Romania,Med Interne,Medecine interne,7506353,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'J41CSQ7QDS (Zinc)']",IM,"['Alkaline Phosphatase/*blood', 'Granulocytes/drug effects/*enzymology', 'Humans', 'Leukemia, Myeloid/*enzymology', 'Zinc/*pharmacology']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",,ppublish,Med Interne. 1984 Oct-Dec;22(4):293-6.,,,,,,,
6595661,NLM,MEDLINE,19850221,20190501,0027-8424 (Print) 0027-8424 (Linking),81,24,1984 Dec,Leukemia-derived growth factor (non-interleukin-2) produced by murine lymphoma T-cell lines.,7807-11,"Autocrine growth factor activity was found in supernatants of AKR T-cell lymphoma lines cultured in serum-free medium. This factor was designated leukemia-derived growth factor (LDGF). Active supernatants stimulated the growth of the AKR murine T-cell lymphoma line SL 12, its cloned derivatives, and all other murine T-cell lymphoma lines tested. Growth factor activity in conditioned medium was found to be different from interleukin 2 (IL-2) and several other known growth factors. LDGF was able to stimulate growth of the human leukemia T-cells MOLT4f, and the LDGF from MOLT4f cells stimulated the mouse cells. Because mouse T-cell lymphoma lines produced and respond to this factor, it may support the continued proliferation of these cells and could be responsible for their malignant in vivo properties.","['Hays, E F', 'Goodrum, D', 'Bessho, M', 'Kitada, S', 'Uittenbogaart, C H']","['Hays EF', 'Goodrum D', 'Bessho M', 'Kitada S', 'Uittenbogaart CH']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Neoplasm Proteins)', '0 (Peptides)', '76057-06-2 (Transforming Growth Factors)']",IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'DNA Replication/drug effects', 'Humans', 'Kinetics', 'Leukemia', 'Lymphoma', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Neoplasm Proteins/*isolation & purification', 'Peptides/*isolation & purification/pharmacology/physiology', 'Species Specificity', 'Transforming Growth Factors']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",['10.1073/pnas.81.24.7807 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1984 Dec;81(24):7807-11. doi: 10.1073/pnas.81.24.7807.,['CA 12386/CA/NCI NIH HHS/United States'],PMC392241,,,,,
6595660,NLM,MEDLINE,19850221,20190501,0027-8424 (Print) 0027-8424 (Linking),81,24,1984 Dec,alpha-Amanitin-insensitive transcription of mouse beta major-globin 5'-flanking and structural gene sequences correlates with mRNA expression.,7782-6,"A small proportion of the RNAs of mouse reticulocytes consists of beta major-globin mRNA sequences linked to sequences transcribed from the 5'-flanking region of the beta major-globin gene. These upstream RNAs are polyadenylylated and contain 700-800 nucleotides, and their 5' regions are heterogeneous. RNAs with similar or identical 5' regions are transcribed in cell-free extracts from a circular mouse beta major-globin gene template. Synthesis of most of the upstream RNAs in vitro is not inhibited by low levels (1 microgram/ml) of alpha-amanitin, indicating that they are transcribed by an enzyme(s) different from RNA polymerase II. During culture of mouse erythroleukemia cells with dimethyl sulfoxide, globin mRNA and upstream RNAs accumulate with similar kinetics. In contrast, upstream RNAs are not detected in hemin-treated cells.","['Carlson, D P', 'Ross, J']","['Carlson DP', 'Ross J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Amanitins)', '0 (RNA, Messenger)', '9004-22-2 (Globins)']",IM,"['Amanitins/*pharmacology', 'Animals', 'Base Sequence', 'Cell Line', '*Genes', 'Globins/*genetics', 'HeLa Cells/metabolism', 'Humans', 'Leukemia, Erythroblastic, Acute/metabolism', 'Leukemia, Experimental/metabolism', 'Mice', 'Molecular Weight', 'Plasmids', 'RNA, Messenger/*genetics', 'Transcription, Genetic/*drug effects']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",['10.1073/pnas.81.24.7782 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1984 Dec;81(24):7782-6. doi: 10.1073/pnas.81.24.7782.,"['CA-07175/CA/NCI NIH HHS/United States', 'CA-23076/CA/NCI NIH HHS/United States']",PMC392236,,,,,
6595644,NLM,MEDLINE,19850221,20191031,0277-0938 (Print) 0277-0938 (Linking),2,3,1984,Case 7. Pulmonary alveolar septal calcinosis.,363-7,,"['Landing, B H']",['Landing BH'],['eng'],['Journal Article'],United States,Pediatr Pathol,Pediatric pathology,8303527,,IM,"['Adolescent', 'Calcinosis/etiology/*pathology', 'Child, Preschool', 'Female', 'Humans', 'Hyperparathyroidism/complications', 'Kidney Failure, Chronic/complications', 'Leukemia, Lymphoid/complications', 'Lung Diseases/etiology/*pathology', 'Male', '*Pulmonary Alveoli/pathology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.3109/15513818409022271 [doi]'],ppublish,Pediatr Pathol. 1984;2(3):363-7. doi: 10.3109/15513818409022271.,,,,,,,
6595642,NLM,MEDLINE,19850125,20190501,0305-1048 (Print) 0305-1048 (Linking),12,23,1984 Dec 11,Three different mutations in codon 61 of the human N-ras gene detected by synthetic oligonucleotide hybridization.,9155-63,"The activation of ras genes in naturally occurring tumors has, thus far, been found to be due to mutations in codon 12 or 61 resulting in single amino acid substitutions. We have used highly labeled synthetic oligonucleotides to detect mutations in these codons and to determine the exact position of the mutation. Using this approach we have found three different mutations in codon 61 of the N-ras gene of various human tumor cell lines. In the fibrosarcoma line HT1080 the first nucleotide of the codon is mutated; in the promyelocytic line HL60 the second and in the rhabdomyosarcoma line RD301 the third nucleotide. For RD301 this implies that the normal glutamine residue at position 61 is replaced by histidine. In addition to the mutated N-ras gene the three cell lines have a normal N-ras gene which is indicative of the dominant character of the mutations.","['Bos, J L', 'Verlaan-de Vries, M', 'Jansen, A M', 'Veeneman, G H', 'van Boom, J H', 'van der Eb, A J']","['Bos JL', 'Verlaan-de Vries M', 'Jansen AM', 'Veeneman GH', 'van Boom JH', 'van der Eb AJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nucleic Acids Res,Nucleic acids research,0411011,"['0 (Codon)', '0 (Oligodeoxyribonucleotides)', '0 (RNA, Messenger)']",IM,"['Base Sequence', 'Cell Line', 'Cloning, Molecular', '*Codon', 'Fibrosarcoma/genetics', 'Humans', 'Leukemia, Myeloid, Acute/genetics', '*Mutation', 'Nucleic Acid Hybridization', 'Oligodeoxyribonucleotides/chemical synthesis', '*Oncogenes', '*RNA, Messenger', 'Rhabdomyosarcoma/genetics']",1984/12/11 00:00,1984/12/11 00:01,['1984/12/11 00:00'],"['1984/12/11 00:00 [pubmed]', '1984/12/11 00:01 [medline]', '1984/12/11 00:00 [entrez]']",['10.1093/nar/12.23.9155 [doi]'],ppublish,Nucleic Acids Res. 1984 Dec 11;12(23):9155-63. doi: 10.1093/nar/12.23.9155.,,PMC320445,,,,,
6595635,NLM,MEDLINE,19850206,20160523,0031-403X (Print) 0031-403X (Linking),,10,1984 Oct,[Clinical features of cytologic variants and subvariants of acute myeloid leukemia in children].,66-7,,"['Borodina, T M']",['Borodina TM'],['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Myeloid/*diagnosis', 'Male']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",,ppublish,Pediatriia. 1984 Oct;(10):66-7.,,,Klinicheskie osobennosti tsitologicheskikh variantov i subvariantov ostrogo mieloidnogo leikoza u detei.,,,,
6595633,NLM,MEDLINE,19850206,20071115,0031-3939 (Print) 0031-3939 (Linking),59,9,1984 Sep,[Is acute leukemia in children a curable disease?].,749-55,,"['Ochocka, M', 'Newecka-Samol, T']","['Ochocka M', 'Newecka-Samol T']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Follow-Up Studies', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy/mortality', 'Male', 'Time Factors']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1984 Sep;59(9):749-55.,,,Czy ostra bialaczka u dzieci jest choroba uleczalna?,,,,
6595630,NLM,MEDLINE,19850205,20071115,0031-2983 (Print) 0031-2983 (Linking),75 Suppl,,1983,[Complex chromosome translocation in a case of congenital monocytic leukemia].,313-5,,"['Simi, P', 'Tarantino, E', 'Macchia, P', 'Frijia, M', 'Consolini, R', 'Loni, C', 'Pazzaglia, R', 'Pasquali, F']","['Simi P', 'Tarantino E', 'Macchia P', 'Frijia M', 'Consolini R', 'Loni C', 'Pazzaglia R', 'Pasquali F']",['ita'],"['Case Reports', 'Journal Article']",Italy,Pathologica,Pathologica,0401123,,IM,"['*Chromosomes, Human, 1-3', '*Chromosomes, Human, 6-12 and X', 'Humans', 'Infant, Newborn', 'Leukemia, Myeloid/*congenital/genetics', 'Male', '*Translocation, Genetic']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Pathologica. 1983;75 Suppl:313-5.,,,Rimaneggiamento cromosomico complesso in un caso di leucemia monocitica congenita.,,,,
6595629,NLM,MEDLINE,19850205,20181130,0030-6002 (Print) 0030-6002 (Linking),125,49,1984 Dec 2,[Secondary malignant tumor in a child with acute lymphoid leukemia after 5 years of complete remission].,3003-6,,"['Hunyadi, K', 'Nagy, K', 'Velkey, L']","['Hunyadi K', 'Nagy K', 'Velkey L']",['hun'],"['Case Reports', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,,IM,"['Astrocytoma/*metabolism/pathology', 'Bone Marrow/pathology', 'Brain/pathology', 'Brain Neoplasms/pathology/*secondary', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Electroencephalography', 'Humans', 'Leukemia, Lymphoid/*pathology/therapy', 'Male', 'Tomography, X-Ray Computed']",1984/12/02 00:00,1984/12/02 00:01,['1984/12/02 00:00'],"['1984/12/02 00:00 [pubmed]', '1984/12/02 00:01 [medline]', '1984/12/02 00:00 [entrez]']",,ppublish,Orv Hetil. 1984 Dec 2;125(49):3003-6.,,,Ot eve teljes remissioban levo akut lymphoid leukaemias gyermek szekunder malignus tumora.,,,,
