PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,RF,AB,AID,PMC,OID,OAB,OABL,OTO,OT,PS,FPS,GN
798097,NLM,MEDLINE,19770415,20151119,0025-8334 (Print) 0025-8334 (Linking),21,8,1976 Aug,[Study of the kinetics of blood granulocytes labelled with radioactive diisopropylfluorophosphate (DFP32)].,62-73,"[""Vorob'eva, E N""]","[""Vorob'eva EN""]",['rus'],"['Journal Article', 'Review']","Izuchenie kinetiki granulotsitov krovi, mechennykh radioaktivnym diizopropilfliuorofosfatom (DFP32)",Russia (Federation),Med Radiol (Mosk),Meditsinskaia radiologiia,2984767R,IM,"['Animals', 'Bone Marrow/metabolism', 'Bone Marrow Cells', 'Cell Survival', 'Dogs', 'Granulocytes/cytology/*metabolism', 'Half-Life', 'Hematopoiesis', 'Humans', 'In Vitro Techniques', 'Injections, Intramuscular', 'Injections, Intravenous', '*Isoflurophate', 'Kinetics', 'Leukemia, Lymphoid/physiopathology', 'Leukemia, Myeloid/physiopathology', 'Leukemia, Myeloid, Acute/physiopathology', 'Leukocytes/*metabolism', 'Methods', 'Neutropenia/physiopathology', 'Neutrophils/cytology', 'Phosphorus Radioisotopes', 'Remission, Spontaneous', 'Time Factors']",1976/08/01 00:00,1976/08/01 00:01,['1976/08/01 00:00'],"['1976/08/01 00:00 [pubmed]', '1976/08/01 00:01 [medline]', '1976/08/01 00:00 [entrez]']",ppublish,Med Radiol (Mosk). 1976 Aug;21(8):62-73.,"['0 (Phosphorus Radioisotopes)', '12UHW9R67N (Isoflurophate)']",62,,,,,,,,,,,
797678,NLM,MEDLINE,19770415,20171116,0021-2180 (Print) 0021-2180 (Linking),12,11,1976 Nov,Prophylactic central nervous system therapy in childhood acute lymphatic leukemia. Effect of poor-risk patients on the results.,1269-74,"['Virag, I', 'Kende, G', 'Agahai, E', 'Ramot, B']","['Virag I', 'Kende G', 'Agahai E', 'Ramot B']",['eng'],"['Clinical Trial', 'Comparative Study', 'Controlled Clinical Trial', 'Journal Article']",,Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,IM,"['Adolescent', 'Central Nervous System Diseases/etiology/*prevention & control', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Drug Therapy, Combination', 'Humans', 'Infant', 'Leukemia, Lymphoid/*complications', 'Mercaptopurine/administration & dosage/therapeutic use', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Risk', 'Time Factors']",1976/11/01 00:00,1976/11/01 00:01,['1976/11/01 00:00'],"['1976/11/01 00:00 [pubmed]', '1976/11/01 00:01 [medline]', '1976/11/01 00:00 [entrez]']",ppublish,Isr J Med Sci. 1976 Nov;12(11):1269-74.,"['E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",,"The results of treatment in a group of 50 children with acute lymphatic leukemia are summarized. A comparison was made between those who received prophylactic central nervous systen (CNS) therapy on attaining complete remission and those who did not. Although none of the prophylactically treated children developed CNS leukemia, the expected prolongation of median complete remission time was not achieved. It was found that there was a high percentage of poor-risk patients in the CNS-treated group, and these patients relapsed early in the course of the disease. The prevention of CNS leukemia, a late complication of the disease, did not change the natural course of the disease in poor-risk patients. A need exists for new treatment protocols aimed at better control of the disease in these poor-risk cases.",,,,,,,,,,
797626,NLM,MEDLINE,19770428,20141003,0016-450X (Print) 0016-450X (Linking),67,5,1976 Oct,Adjuvant and antitumor activities of Nocardia cell-wall skeletons.,733-6,"['Azuma, I', 'Taniyama, T', 'Yamawaki, M', 'Sugimura, K', 'Yamamura, Y']","['Azuma I', 'Taniyama T', 'Yamawaki M', 'Sugimura K', 'Yamamura Y']",['eng'],['Journal Article'],,Japan,Gan,Gan,0151745,IM,"['Adjuvants, Immunologic', 'Animals', 'BCG Vaccine', 'Cell Wall/analysis/immunology', 'Cytotoxicity Tests, Immunologic', 'Immunity, Cellular', 'Immunotherapy', 'Mice', 'Mice, Inbred Strains', 'Mycobacterium bovis/immunology', 'Neoplasms, Experimental/*therapy', 'Nocardia/*immunology/ultrastructure', 'Oils', 'Spleen/immunology']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",ppublish,Gan. 1976 Oct;67(5):733-6.,"['0 (Adjuvants, Immunologic)', '0 (BCG Vaccine)', '0 (Oils)']",,"The adjuvant activity of the cell-wall skeletons prepared from eight species (ten strains) of Nocardia was determined by Brunner's method using allogeneic cell-mediated cytotoxicity test. The antitumor activity of the cell-wall skeleton of N. rubra, which showed the most potent adjuvant activity, was examined using EL-4 leukemia and MH-134 hepatoma cells in syngeneic mice. Its results suggest that the cell-wall skeleton of N. rubra is more potent than BCG cell-wall skeleton as the immunotherapeutic agent for cancer immunotherapy in man. The chemical properties of the cell-wall skeleton of N. rubra were also described.",,,,,,,,,,
797450,NLM,MEDLINE,19770430,20131121,0361-5960 (Print) 0361-5960 (Linking),60,9,1976 Sep,Comparison of 5-fluorouracil and ftorafur. II. Therapeutic response and development of resistance in murine tumors.,1347-61,"['Garibjanian, B T', 'Johnson, R K', 'Kline, I', 'Vadlamudi, S', 'Gang, M', 'Venditti, J M', 'Goldin, A']","['Garibjanian BT', 'Johnson RK', 'Kline I', 'Vadlamudi S', 'Gang M', 'Venditti JM', 'Goldin A']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Animals', 'Carcinoma/drug therapy', 'Cell Line', 'Drug Resistance', 'Drug Therapy, Combination', 'Female', 'Fluorouracil/administration & dosage/*therapeutic use', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/drug therapy', 'Lung Neoplasms/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Male', 'Melanoma/drug therapy', 'Methotrexate/therapeutic use', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Tegafur/therapeutic use']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1976 Sep;60(9):1347-61.,"['1548R74NSZ (Tegafur)', 'U3P01618RT (Fluorouracil)', 'YL5FZ2Y5U1 (Methotrexate)']",,"The therapeutic activity of ftorafur was compared to that of 5-fluorouracil (5-FU) in a number of tumor systems. The drugs were active against ip L1210 leukemia when administered ip, sc, or orally. Administration every fourth day x 3 proved to be the most effective treatment schedule for both drugs, although significant activity was seen on all treatment schedules tested. Both congeners had activity against sc implanted L1210 leukemia as well as a limited effect on the ic implanted tumor. 5-FU produced greater increases in lifespan of mice bearing L1210 leukemia than did ftorafur. 5-FU was also more effective against ip B16 melanoma and ip Gardner 6C3HED lymphosarcoma. Ftorafur was ineffective in the treatment of mice bearing ip P388 leukemia, a tumor which is quite sensitive to 5-FU. At approximately equimolar doses both drugs produced a persistent inhibition of 2'-deoxyuridine incorporation into DNA of L1210 cells in vivo. Ftorafur produced a greater inhibition of uridine incorporation into RNA than did 5-FU, which may account for the lower therapeutic activity of ftorafur. In combination chemotherapy of L1210 leukemia 5-FU plus ftorafur was no more effective than 5-FU alone, neither of the congeners was synergistic with either adriamycin or actinomycin D, and in combination with methotrexate therapeutic synergism was observed with 5-FU but not with ftorafur. After eight transplant generations of exposure to ftorafur, a subline of L1210 leukemia became totally resistant to ftorafur and simultaneously cross-resistant to 5-FU. Doses of ftorafur and 5-FU which were optimally effective in mice bearing the parental L1210 line were lethal to mice implanted with the ftorafur-resistant subline. When treatment of the resistant subline was discontinued after nine transplant generations of exposure to ftorafur, sensitivity to 5-FU returned after three transplant generations without ftorafur. The subline retained its resistance to ftorafur until eight transplant generations after cessation of ftorafur treatment. Another subline of L1210 leukemia exposed to 5-fU for 20 transplant generations proved to be completely resistant to 5-fu and cross-resistant to ftorafur. The mutual cross-resistance between ftorafur and 5-FU supports the contention that ftorafur acts primarily as a depot form of 5-FU.",,,,,,,,,,
797440,NLM,MEDLINE,19770425,20190720,0304-3835 (Print) 0304-3835 (Linking),1,1,1975 Sep,The origin and role of blood-borne monocytes in rats with a transplanted myelogenous leukaemia.,33-7,"['Gauci, C L', 'Wrathmell, A', 'Alexander, P']","['Gauci CL', 'Wrathmell A', 'Alexander P']",['eng'],['Journal Article'],,Ireland,Cancer Lett,Cancer letters,7600053,IM,"['Animals', 'BCG Vaccine', 'Bone Marrow/radiation effects', 'Hypersensitivity, Delayed/immunology', 'Inflammation/immunology', 'Leukemia, Experimental/blood/immunology', 'Leukemia, Myeloid/*blood/immunology', 'Monocytes/immunology/*pathology/radiation effects', 'Mycobacterium bovis/immunology', 'Neoplasm Transplantation', 'Rats', 'Rats, Inbred Strains', 'Transplantation, Homologous', 'Transplantation, Isogeneic']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,Cancer Lett. 1975 Sep;1(1):33-7. doi: 10.1016/s0304-3835(75)94893-4.,['0 (BCG Vaccine)'],,The growth of a transplantable myeloid leukaemia into its syngeneic host is accompanied by a progressive increase in the number of blood monocytes. These were shown to be of host origin and were not derived from the inoculated leukaemia cells. The host response which is responsible for the monocytosis differs from that associated with the entry of monocytes into immunogenic sarcomas.,"['S0304-3835(75)94893-4 [pii]', '10.1016/s0304-3835(75)94893-4 [doi]']",,,,,,,,,
797260,NLM,MEDLINE,19770331,20191210,0093-7002 (Print) 0093-7002 (Linking),53,10,1976 Oct,Ocular manifestations of systemic diseases.,687-706,"['Schmidt, I']",['Schmidt I'],['eng'],"['Journal Article', 'Review']",,United States,Am J Optom Physiol Opt,American journal of optometry and physiological optics,0417614,IM,"['Anemia, Sickle Cell/complications', 'Collagen Diseases/complications', 'Crohn Disease/complications', 'Endocrine System Diseases/complications', 'Eye Diseases/*etiology', 'Humans', 'Hypertension/complications', 'Infections/complications', 'Kidney Failure, Chronic/complications', 'Leukemia/complications', 'Metabolism, Inborn Errors/complications', 'Muscular Diseases/complications', 'Nephritis, Hereditary/complications', 'Nutrition Disorders/complications', 'Rheumatic Diseases/complications', 'Skin Diseases/complications', 'Vascular Diseases/complications']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",ppublish,Am J Optom Physiol Opt. 1976 Oct;53(10):687-706.,,178,"This is a review of papers on ocular manifestations of systemic diseases published, in essence, during the period from October 1, 1974 to September 30, 1975, with emphasis on papers that may contain knowledge of interest to optometrists.",,,,,,,,,,
797120,NLM,MEDLINE,19770321,20041117,0507-3758 (Print) 0507-3758 (Linking),22,10,1976,[Functional properties of T and L-lymphocytes in malignant tumors].,89-99,"['Shirii, A V']",['Shirii AV'],['rus'],"['Journal Article', 'Review']",Funktsional'nye svoistva T- i B-limfotsitov pri zlokachestvennykh opukholiakh,Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['B-Lymphocytes/*immunology/ultrastructure', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', 'Leukemia/immunology', 'Lymphoma/immunology', 'Neoplasms/*immunology', 'T-Lymphocytes/*immunology/ultrastructure']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Vopr Onkol. 1976;22(10):89-99.,"['0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)']",121,,,,,,,,,,,
796918,NLM,MEDLINE,19770331,20211203,0080-0015 (Print) 0080-0015 (Linking),,52,1975,Malignant disease in immunodeficient states in man.,96-106,"['Penn, I']",['Penn I'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",,Germany,Recent Results Cancer Res,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,0044671,IM,"['Antineoplastic Agents/adverse effects', 'Cocarcinogenesis', 'Humans', 'Immunity', 'Immunity, Cellular', 'Immunologic Deficiency Syndromes/complications', '*Immunosuppression Therapy', 'Immunosuppressive Agents/adverse effects', 'Kidney Transplantation', 'Leukemia/etiology', 'Lymphoma/etiology', 'Neoplasm Metastasis', 'Neoplasm Transplantation', 'Neoplasms/drug therapy/*etiology/immunology', 'Recurrence', 'Transplantation Immunology', 'Transplantation, Homologous']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Recent Results Cancer Res. 1975;(52):96-106. doi: 10.1007/978-3-642-80940-8_12.,"['0 (Antineoplastic Agents)', '0 (Immunosuppressive Agents)']",60,,['10.1007/978-3-642-80940-8_12 [doi]'],,,,,,,,,
796914,NLM,MEDLINE,19770331,20190902,0080-0015 (Print) 0080-0015 (Linking),,52,1975,Tumor inductions by cytostatics in man.,50-6,"['Hunstein, W']",['Hunstein W'],['eng'],"['Journal Article', 'Review']",,Germany,Recent Results Cancer Res,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,0044671,IM,"['2-Naphthylamine/adverse effects/analogs & derivatives', 'Alkylating Agents/adverse effects', 'Antineoplastic Agents/*adverse effects', 'Busulfan/adverse effects', '*Carcinogens', 'Cocarcinogenesis', 'Cyclophosphamide/adverse effects', 'Female', 'Hodgkin Disease/therapy', 'Humans', 'Leukemia/therapy', 'Male', 'Melphalan/adverse effects', 'Neoplasms/*chemically induced', 'Nitrogen Mustard Compounds/adverse effects', 'Radiotherapy/adverse effects', 'Time Factors']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Recent Results Cancer Res. 1975;(52):50-6. doi: 10.1007/978-3-642-80940-8_6.,"['0 (Alkylating Agents)', '0 (Antineoplastic Agents)', '0 (Carcinogens)', '0 (Nitrogen Mustard Compounds)', '8N3DW7272P (Cyclophosphamide)', 'CKR7XL41N4 (2-Naphthylamine)', 'G1LN9045DK (Busulfan)', 'Q41OR9510P (Melphalan)']",73,,['10.1007/978-3-642-80940-8_6 [doi]'],,,,,,,,,
796794,NLM,MEDLINE,19770331,20101118,0369-8114 (Print) 0369-8114 (Linking),24,10,1976 Dec,Tolerance and leukaemogenesis.,713-24,"['Barnes, R D']",['Barnes RD'],['eng'],"['Journal Article', 'Review']",,France,Pathol Biol (Paris),Pathologie-biologie,0265365,IM,"['AKR murine leukemia virus/immunology', 'Animals', 'Antibodies, Viral/analysis', 'Antigen-Antibody Complex', 'Autoantibodies', 'Cell Fusion', 'Cell Membrane/immunology', 'Chimera', 'Clone Cells/immunology', 'Crosses, Genetic', 'Genes, Dominant', 'Genetic Linkage', 'Histocompatibility', '*Immune Tolerance', 'Leukemia/genetics', 'Leukemia, Experimental/*immunology', 'Lymphocytes/immunology', 'Lymphoma/genetics/immunology', 'Mice', 'Mice, Inbred Strains/*immunology', 'Models, Biological', 'Transplantation Immunology']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Pathol Biol (Paris). 1976 Dec;24(10):713-24.,"['0 (Antibodies, Viral)', '0 (Antigen-Antibody Complex)', '0 (Autoantibodies)']",61,"Two subjects are considered here separately. Both are related to findings in the early embryo aggregation derived mouse chimaera model. Such chimaeras are most commonly derived following the aggregation of two undifferentiated embryos and therefore not suprisingly they were originally considered examples of ""classic"" immunological tolerance. Since this time alternative mechanisms including humoral and cell suppressor activity have been suggested and until recently tolerance in tetraparental chimaeras has remained a controversy. This controversy is now reviewed in the light of recent findings which has suggested that such mice are in fact examples of classic tolerance with the possibility that this is achieved by heterogeneous elimination of the clone of potentially self in equilibrium self auto-reactive cells. Chimaeras have also been studied in respect of leukaemogenesis. Results in a group of AKR reversible CBA leukaemia susceptible reversible resistant chimaeras suggest resistance is dominant. Moreover evidence now points to lack of anti-viral antibody activity in these chimaeras which I wish to suggest may be related to apparent resistance to leukaemia. In this context it may be envisaged that in the absence of masking anti-viral antigen complexes ""normal"" tumour immunity may have been effected. Although this has yet to be proven evidence points to tolerance to the oncogenic virus being maintained in the chimaeras furthermore also in the naturally derived (AKR X CBA) F1. This in turn leads me to suggest that ""intolerance"" to the oncogenic virus, the spontaneous development of anti-viral antibodies and tumour development might well be related in the AKR. This in turn enables me to propose that tolerance and leukaemogenesis, at least in this stiuation, appear to be related.",,,,,,,,,,
796774,NLM,MEDLINE,19770321,20180216,0030-2414 (Print) 0030-2414 (Linking),33,3,1976,"Inhibition by ionophore A23187 of the cytotoxicity of vincristine, colchicine and X-rays to leukemic lymphocytes.",132-5,"['Schrek, R', 'Stefani, S S']","['Schrek R', 'Stefani SS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",,Switzerland,Oncology,Oncology,0135054,IM,"['Anti-Bacterial Agents/*pharmacology', 'Calcimycin/*pharmacology', 'Calcium/metabolism', 'Colchicine/*antagonists & inhibitors', 'Cytotoxicity Tests, Immunologic', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphoid/blood/*drug therapy/metabolism/radiotherapy', 'Lymphocyte Activation/drug effects', 'Lymphocytes/*drug effects/metabolism/radiation effects', 'Vincristine/*antagonists & inhibitors', 'X-Rays']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Oncology. 1976;33(3):132-5. doi: 10.1159/000225126.,"['0 (Anti-Bacterial Agents)', '37H9VM9WZL (Calcimycin)', '5J49Q6B70F (Vincristine)', 'SML2Y3J35T (Colchicine)', 'SY7Q814VUP (Calcium)']",,"The ionophore A23187 was tested for its effect on the sensitivity of normal and leukemic lymphocytes to colchicine, vincristine, and X-irradiation. The ionophore was used because it transfers divalent cations through biological membranes and causes the transformation of normal lymphocytes. The sensitivity of the cells was measured by incubation of lymphocyte suspensions with and without reagent at 37 degrees C for one to seven days and counting the number of viable lymphocytes before and after incubation. Viability of the cells was judged by cytologic criteria as visualized by phase contrast microscopy. Lymphocytes were obtained from patients with chronic lymphocytic leukemia and from normal persons. Colchicine and vincristine killed in one day non-dividing leukemic lymphocytes while normal lymphocytes were much less sensitive to the two alkaloids. X-irradiation (1000 rad) killed nearly all leukemic lymphocytes in two days and normal lymphocytes in three days. Ionophore A23187 (2 X 10(-5)M) was moderately toxic to normal but not to leukemic lymphocytes and caused the transformation of both types of cells. The ionophore inhibited the cytocidal action of colchicine and vincristine to leukemic but not to normal lymphocytes and inhibited the action of X-irradiation to both types of lymphocytes. The present findings and a review of the literature suggest the hypothesis that calcium or other divalent ions are involved in the cytotoxicity of colchicine, vincristine, and X-irradiation of leukemic lymphocytes and that there may be an abnormality of the metabolism of divalent ions in leukemic lymphocytes.",['10.1159/000225126 [doi]'],,,,,,,,,
