PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,GR,RN,TT,PMC,CON,SI,CIN,OTO,OT,IR,FIR,IRAD,OID,GN,EIN
2626993,NLM,MEDLINE,19900404,20190622,0065-2598 (Print) 0065-2598 (Linking),258,,1989,Copper transport: insights into a ceruloplasmin-based delivery system.,95-102,"Ceruloplasmin binds to the membranes of K562 cells. The binding has been shown to result in a temperature-dependent transfer of ceruloplasmin-bound copper into the cytosol. Ascorbic acid (100 microM) stimulates the transmembrane transfer nearly 10-fold, depending on the initial concentration of 67Cu-ceruloplasmin. The protein moiety of ceruloplasmin does not enter the cells. Bathocuproine disulfonate, a chelator specific for cuprous copper, inhibits the uptake, suggesting copper atoms are reduced concomitant with their removal from ceruloplasmin. Cytosolic 67Cu from ceruloplasmin was found mainly bound to Cu, Zn superoxide dismutase, the major cytosolic copper protein in these cells. Evidence supporting the various phases in the ceruloplasmin-mediated transport mechanism are presented.","['Harris, E D', 'Percival, S S']","['Harris ED', 'Percival SS']","['Department of Biochemistry and Biophysics, Texas A&M University, College Station 77843.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Ascorbic Acid/pharmacology', 'Biological Transport', 'Cells, Cultured', 'Ceruloplasmin/*metabolism', 'Copper/antagonists & inhibitors/*metabolism', 'Copper Radioisotopes', 'Hemin/pharmacology', 'Humans', 'Leukemia, Erythroblastic, Acute', 'Phenanthrolines/pharmacology']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1007/978-1-4613-0537-8_8 [doi]'],ppublish,Adv Exp Med Biol. 1989;258:95-102. doi: 10.1007/978-1-4613-0537-8_8.,,['DK35920/DK/NIDDK NIH HHS/United States'],"['0 (Copper Radioisotopes)', '0 (Phenanthrolines)', '743LRP9S7N (Hemin)', '789U1901C5 (Copper)', '9THP2V94FX (bathocuproine)', 'EC 1.16.3.1 (Ceruloplasmin)', 'PQ6CK8PD0R (Ascorbic Acid)']",,,,,,,,,,,,,
2626898,NLM,MEDLINE,19900406,20131121,0001-5334 (Print) 0001-5334 (Linking),22,4,1989 Dec,[Studies on changes in nucleolar organizer region of human promyelocytic leukemia cells (HL-60) treated with retinoic acid].,467-75,"Changes of nucleolar organizer region in HL-60 cells after treated with retinoic acid (RA) were studied with techniques of silver-staining nucleolar organizer region (Ag-NOR) in metaphase karyotypes, Brachet's reaction and with our improved TEM techniques for studying silver-stained active nucleolar organizer region (Ag-aNOR) in interphase nucleoli. Number of Ag-NOR in HL-60 cells is 4.5/cell on average. The Ag-NOR number of cells treated with RA showed no remarkable difference from that of control group. Ag-aNOR number treated with RA was reduced obviously as compared with that of control group. Meanwhile, the changes of nucleolus number showed by Brachet's reaction were in accordance with those of Ag-aNOR. Therefore, it may be concluded: (1). Though the number of active rRNA genes did not changed after the differentiation of HL-60 cells induced by RA, their expression was clearly inhibited: (2). The relationship between the changes of Brachet-No and Ag-aNOR is in positive correlation (r = 0.98, p less than 0.01). EM examination of Ag-aNOR of HL-60 cells reveals that Ag-protein (RNA polymerase I) only presented in fibrillar centers (FC) and the dense fibrillar components (DFC) of nucleolus. In addition, in control group, large amount of Ag-protein, FC, DFC and granular components (GC) were observed, and there were many large nucleoli in a nucleus, meanwhile, the cells of the treated group tended to be mature, with a decrease in the amount of Ag-protein, FC, DFC and GC accordingly, and the nucleoli reduced both in size and number significantly.(ABSTRACT TRUNCATED AT 250 WORDS)","['Xie, R L', 'Wang, Y Q']","['Xie RL', 'Wang YQ']",,['chi'],"['English Abstract', 'Journal Article']",China,Shi Yan Sheng Wu Xue Bao,Shi yan sheng wu xue bao,0413570,IM,"['Cell Differentiation/drug effects', 'Cell Line', 'Humans', 'Leukemia, Promyelocytic, Acute/*pathology', 'Nucleolus Organizer Region/drug effects/*ultrastructure', 'RNA, Ribosomal/biosynthesis', 'Tretinoin/*pharmacology']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Shi Yan Sheng Wu Xue Bao. 1989 Dec;22(4):467-75.,,,"['0 (RNA, Ribosomal)', '5688UTC01R (Tretinoin)']",,,,,,,,,,,,,
2626896,NLM,MEDLINE,19900406,20071115,0001-5334 (Print) 0001-5334 (Linking),22,4,1989 Dec,A study of the chromatin structure of human beta-like hemoglobin genes in K562 cell line with a modified assay of nick-translation of nuclei.,433-44,"A modified assay of nick-translation of nuclei has been developed to study the chromatin structure of human beta-like globin genes in nuclei of K 562 cell line. Nuclei were gently digested with DNase I and nick-translated with E. coli DNA polymerase I in the presence of 32P-triphosphate nucleotides. The total DNA from the labelled nuclei was used as probes to hybridize restricted fragments of beta-like globin genes which have been immobilized on Diazobenzyloxymethyl (DBM) paper. Using this approach we have observed that in K 562 nuclei all beta-like globin genes, including epsilon, gamma, delta, and beta-globin genes and human 18 S ribosomal genes are preferentially labelled in comparison to alpha-lactalbumin and c-sis genes which do not express in K 562 cells, but the total DNA from nick-translated nuclei of a nonerythroid cell line hybridized none of those genes except for 18 S ribosomal gene. This assay is a simple and fast method for surveying chromatin structure of any individual DNA sequence in nuclei once the corresponding clone is available.","['Zhu, J D']",['Zhu JD'],,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Shi Yan Sheng Wu Xue Bao,Shi yan sheng wu xue bao,0413570,IM,"['Cell Line', 'Chromatin/*analysis', 'Genes, Neoplasm', 'Globins/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Protein Biosynthesis', 'Skin/cytology']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Shi Yan Sheng Wu Xue Bao. 1989 Dec;22(4):433-44.,,,"['0 (Chromatin)', '9004-22-2 (Globins)']",,,,,,,,,,,,,
2626288,NLM,MEDLINE,19900402,20190818,0891-3668 (Print) 0891-3668 (Linking),8,12,1989 Dec,Immunization of leukemic children with Haemophilus conjugate vaccine.,883-4,,"['Lange, B', 'Jakacki, R', 'Nasab, A H', 'Luery, N', 'McVerry, P H']","['Lange B', 'Jakacki R', 'Nasab AH', 'Luery N', 'McVerry PH']","[""Children's Hospital of Philadelphia, One Children's Center, PA 19104.""]",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,Pediatr Infect Dis J,The Pediatric infectious disease journal,8701858,IM,"['Analysis of Variance', 'Antibodies, Bacterial/*biosynthesis', 'Bacterial Capsules', 'Bacterial Vaccines/*immunology', 'Child, Preschool', '*Haemophilus Vaccines', 'Haemophilus influenzae/*immunology', 'Humans', 'Immunization, Secondary', '*Polysaccharides, Bacterial', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*immunology', 'Random Allocation']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",['10.1097/00006454-198912000-00011 [doi]'],ppublish,Pediatr Infect Dis J. 1989 Dec;8(12):883-4. doi: 10.1097/00006454-198912000-00011.,,,"['0 (Antibodies, Bacterial)', '0 (Bacterial Vaccines)', '0 (Haemophilus Vaccines)', '0 (Haemophilus influenzae type b polysaccharide vaccine)', '0 (Polysaccharides, Bacterial)']",,,,,,,,,,,,,
2626182,NLM,MEDLINE,19900404,20091111,0028-3894 (Print) 0028-3894 (Linking),27,2,1989,[Degenerative changes in the cerebellum in adult non-lymphoblastic leukemia].,269-78,"Neuropathological investigations have been performed on 61 patients of both sexes, aged 17-60 years, deceased owing to nonlymphoblastic leukemias. The cerebellar degenerative changes appeared in 51 percent of cases mainly in the grey matter. Distinct rarefaction or atrophy of the cerebellar granular layer and the dentate nuclei were frequent phenomena. The following classification of the cerebellar granular layer damage was used: I degrees - focal rarefaction, II degrees - diffuse distinct rarefaction, III degrees - focal atrophy, IV degrees - diffuse atrophy. The investigations suggest that polychemotherapy is one of the causes of cerebellar degenerative changes, especially atrophy of the granular layer and dentate nuclei, as well as demyelination. In leukemias of short duration more frequently than in the remaining cases lymphocytic perivenous infiltrations appeared in the white matter. It seems to be a consequence of immunopathological reactions between the neoplasm and the nervous tissue in cases with more dynamic course of the disease.","['Nowacki, P', 'Fryze, C', 'Kulczycki, J', 'Honczarenko, K']","['Nowacki P', 'Fryze C', 'Kulczycki J', 'Honczarenko K']",,['pol'],"['English Abstract', 'Journal Article']",Poland,Neuropatol Pol,Neuropatologia polska,0020712,IM,"['Adolescent', 'Adult', 'Atrophy', 'Cerebellum/*pathology', 'Female', 'Humans', 'Leukemia, Monocytic, Acute/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Leukemia, Myelomonocytic, Acute/*pathology', 'Male', 'Middle Aged', 'Purkinje Cells/pathology']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Neuropatol Pol. 1989;27(2):269-78.,,,,Zmiany zwyrodnieniowe w mozdzku w bialaczkach nielimfoblastycznych u doroslych.,,,,,,,,,,,,
2625467,NLM,MEDLINE,19900411,20190629,,497,,1989 Dec 29,High-performance liquid chromatographic assay for cytosine arabinoside and uracil arabinoside in cerebrospinal fluid and plasma.,302-7,,"['Riccardi, A', 'Servidei, T', 'Lasorella, A', 'Riccardi, R']","['Riccardi A', 'Servidei T', 'Lasorella A', 'Riccardi R']","['Department of Pediatrics, Catholic University of Rome, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Chromatogr,Journal of chromatography,0427043,IM,"['Arabinofuranosyluracil/blood/*pharmacokinetics/urine', 'Chromatography, High Pressure Liquid', 'Cytarabine/blood/cerebrospinal fluid/*pharmacokinetics/therapeutic use', 'Humans', 'Leukemia/blood/cerebrospinal fluid/drug therapy', 'Spectrophotometry, Ultraviolet', 'Uridine/*analogs & derivatives']",1989/12/29 00:00,1989/12/29 00:01,['1989/12/29 00:00'],"['1989/12/29 00:00 [pubmed]', '1989/12/29 00:01 [medline]', '1989/12/29 00:00 [entrez]']",['10.1016/0378-4347(89)80033-7 [doi]'],ppublish,J Chromatogr. 1989 Dec 29;497:302-7. doi: 10.1016/0378-4347(89)80033-7.,,,"['04079A1RDZ (Cytarabine)', '3083-77-0 (Arabinofuranosyluracil)', 'WHI7HQ7H85 (Uridine)']",,,,,,,,,,,,,
2625448,NLM,MEDLINE,19900411,20190629,,497,,1989 Dec 29,Detection and separation of intracellular 1-beta-D-arabinofuranosylcytosine-5-triphosphate by ion-pair high-performance liquid chromatography.,109-20,"An ion-pair high-performance liquid chromatographic method, using a reversed-phase C18 column, was developed to provide an isocratic, sensitive, fast and reproducible separation of intracellular 1-beta-D-arabinofuranosylcytosine-5-triphosphate and its measurement at a low limit of 5 pmol by ultraviolet absorbance at 280 nm with a coefficient of variation lower than 10%. A rapid separation is achieved by using a backflush procedure at 16 min and the retention time is 14 min.","['Schleyer, E', 'Ehninger, G', 'Zuhlsdorf, M', 'Proksch, B', 'Hiddemann, W']","['Schleyer E', 'Ehninger G', 'Zuhlsdorf M', 'Proksch B', 'Hiddemann W']","['Department of Internal Medicine, University of Munster, F.R.G.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Chromatogr,Journal of chromatography,0427043,IM,"['Arabinofuranosylcytosine Triphosphate/*analysis/pharmacokinetics', 'Arabinonucleotides/*analysis', 'Chromatography, High Pressure Liquid/methods', 'Humans', 'Leukemia/*metabolism', 'Spectrophotometry, Ultraviolet', 'Tumor Cells, Cultured']",1989/12/29 00:00,1989/12/29 00:01,['1989/12/29 00:00'],"['1989/12/29 00:00 [pubmed]', '1989/12/29 00:01 [medline]', '1989/12/29 00:00 [entrez]']",['10.1016/0378-4347(89)80010-6 [doi]'],ppublish,J Chromatogr. 1989 Dec 29;497:109-20. doi: 10.1016/0378-4347(89)80010-6.,,,"['0 (Arabinonucleotides)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)']",,,,,,,,,,,,,
2625392,NLM,MEDLINE,19900411,20190903,0165-5876 (Print) 0165-5876 (Linking),18,2,1989 Dec,Granulocytic sarcoma (chloroma) of the temporal bone.,163-9,A case of granulocytic sarcoma (chloroma) of the temporal bone in a male child is presented. The diagnosis was confirmed by electron microscopic and histologic findings. The patient presented with otologic and neurological manifestations. CAT scan was at first normal but after some months a mass was apparent in the apex of the petrous bone and a manifestation of preleukemia appeared.,"['Levy, R', 'Shvero, J', 'Sandbank, J']","['Levy R', 'Shvero J', 'Sandbank J']","['Department of Otolaryngology, Head and Neck Surgery, Beilinson Medical Center, Petah Tiqva, Israel.']",['eng'],"['Case Reports', 'Journal Article']",Ireland,Int J Pediatr Otorhinolaryngol,International journal of pediatric otorhinolaryngology,8003603,IM,"['Child, Preschool', 'Humans', 'Leukemia, Myeloid/*pathology', 'Male', 'Microscopy, Electron', 'Skull Neoplasms/*pathology', 'Temporal Bone/*pathology']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']","['0165-5876(89)90069-4 [pii]', '10.1016/0165-5876(89)90069-4 [doi]']",ppublish,Int J Pediatr Otorhinolaryngol. 1989 Dec;18(2):163-9. doi: 10.1016/0165-5876(89)90069-4.,,,,,,,,,,,,,,,,
2625266,NLM,MEDLINE,19900330,20191022,0171-7111 (Print) 0171-7111 (Linking),32,,1989,Correlations of clinical and laboratory data for prognosis in childhood acute lymphoblastic leukemia.,75-7,"Correlation of 24 different clinical and laboratory measures was performed for a calculation of the prognosis in 65 children with newly diagnosed acute lymphoblastic leukemia (ALL). The hematologic as well as genetic parameters were studied at the time of diagnosis. It was shown that the initial blast count in peripheral blood is the most important risk factor for the prognosis of ALL. Cytogenetic, DNA cytometric, and pedigree data correlate with blast count and also seem to be very important determinants for ALL prognosis. The statistically significant increase in the incidence of neoplasms in ALL families is reported.","['Petrakova, A', 'Stary, J', 'Hrodek, O', 'Goetz, P', 'Venclikova, K', 'Srajer, J']","['Petrakova A', 'Stary J', 'Hrodek O', 'Goetz P', 'Venclikova K', 'Srajer J']","['Department of Genetics, Faculty of Pediatrics, Charles University, Praha, Czechoslovakia.']",['eng'],"['Comparative Study', 'Journal Article']",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Child', 'DNA, Neoplasm/analysis', 'Female', 'Humans', 'Karyotyping', 'Male', 'Multivariate Analysis', 'Pilot Projects', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/*genetics', 'Prognosis', 'Risk Factors']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1007/978-3-642-74621-5_11 [doi]'],ppublish,Haematol Blood Transfus. 1989;32:75-7. doi: 10.1007/978-3-642-74621-5_11.,,,"['0 (DNA, Neoplasm)']",,,,,,,,,,,,,
2625265,NLM,MEDLINE,19900330,20191022,0171-7111 (Print) 0171-7111 (Linking),32,,1989,Results of treatment in children with B-cell lymphoma: report on the Polish Leukemia/Lymphoma Study Group.,71-4,,"['Boguslawska-Jaworska, J', 'Kazanowska, B', 'Rodziewicz-Magott, B', 'Pietras, W', 'Armata, J', 'Daszkiewicz, P', 'Dluzniewska, A', 'Koehler, M', 'Matysiak, M', 'Ochocka, M']","['Boguslawska-Jaworska J', 'Kazanowska B', 'Rodziewicz-Magott B', 'Pietras W', 'Armata J', 'Daszkiewicz P', 'Dluzniewska A', 'Koehler M', 'Matysiak M', 'Ochocka M', 'et al.']","['Department of Pediatric Hematology, Medical School of Wroclaw, Poland.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'B-Lymphocytes', 'Child', 'Child, Preschool', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Humans', 'Infant', 'Lymphoma/*drug therapy', 'Methotrexate/administration & dosage', 'Retrospective Studies', 'Vincristine/administration & dosage']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1007/978-3-642-74621-5_10 [doi]'],ppublish,Haematol Blood Transfus. 1989;32:71-4. doi: 10.1007/978-3-642-74621-5_10.,,,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'YL5FZ2Y5U1 (Methotrexate)', 'ANAVACYM protocol', 'Murphy-Bowmann protocol']",,,,,,,,,,,,,
2625263,NLM,MEDLINE,19900330,20191022,0171-7111 (Print) 0171-7111 (Linking),32,,1989,Current approaches to therapy for childhood lymphoblastic leukemia: St. Jude studies XI (1984-1988) and XII (1988).,58-64,,"['Rivera, G K', 'Kalwinsky, D K', 'Rodman, J', 'Kun, L', 'Mirro, J', 'Pui, C H', 'Abromowitch, M', 'Ochs, J', 'Furman, W', 'Santana, V M']","['Rivera GK', 'Kalwinsky DK', 'Rodman J', 'Kun L', 'Mirro J', 'Pui CH', 'Abromowitch M', 'Ochs J', 'Furman W', 'Santana VM', 'et al.']","[""Department of Hematology/Oncology, St. Jude Children's Research Hospital, Memphis, Tennessee.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Remission Induction', 'Retrospective Studies', 'Risk Factors']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1007/978-3-642-74621-5_8 [doi]'],ppublish,Haematol Blood Transfus. 1989;32:58-64. doi: 10.1007/978-3-642-74621-5_8.,,"['CA-20180/CA/NCI NIH HHS/United States', 'CA-21765/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,
2625256,NLM,MEDLINE,19900330,20191022,0171-7111 (Print) 0171-7111 (Linking),32,,1989,Expression of cellular oncogenes in primary cells from human leukemias.,339-42,,"['Rong, G W', 'Chen, S S']","['Rong GW', 'Chen SS']","[""Department of Biochemistry, Shanghai Second Medical University, People's Republic of China.""]",['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['DNA Probes', 'Gene Expression Regulation, Leukemic/*physiology', 'Humans', 'Leukemia/*genetics', 'Proto-Oncogenes/*physiology', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', 'Tumor Cells, Cultured']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1007/978-3-642-74621-5_58 [doi]'],ppublish,Haematol Blood Transfus. 1989;32:339-42. doi: 10.1007/978-3-642-74621-5_58.,,,"['0 (DNA Probes)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)']",,,,,,,,,,,,,
2625255,NLM,MEDLINE,19900330,20191022,0171-7111 (Print) 0171-7111 (Linking),32,,1989,Variant breakpoint positions on chromosome 22 in Ph'-positive chronic myelogenous leukemias.,337-8,,"['Guerrasio, A', 'Rosso, C', 'Tassinari, A', 'Zaccaria, A', 'Saglio, G']","['Guerrasio A', 'Rosso C', 'Tassinari A', 'Zaccaria A', 'Saglio G']","['Dipartimento di Scienze Biomediche e Oncologia Umana, University of Turin, Italy.']",['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Alleles', '*Chromosomes, Human, Pair 22', 'Gene Rearrangement/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Restriction Mapping', 'Translocation, Genetic/genetics']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1007/978-3-642-74621-5_57 [doi]'],ppublish,Haematol Blood Transfus. 1989;32:337-8. doi: 10.1007/978-3-642-74621-5_57.,,,,,,,,,,,,,,,,
