PMID,OWN,STAT,DCOM,LR,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,IS,TT,AID,PMC,PS,FPS,OID,OAB,OABL,OTO,OT,GR,RPI
386780,NLM,MEDLINE,19791227,20071115,72,4 Suppl,1979 Oct,Results of multiparameter studies of T-cell lymphoid neoplasms.,699-707,"By application of combined structural and functional analyses, most lymphoid neoplasms may be categorized as of T- or B-cell origin. T lymphocyte neoplasms include types of acute and chronic lymphocytic leukemias, certain cutaneous and node-based lymphomas, and lymphomas of thymocytes (convoluted lymphocytic lymphomas). Although much less frequent than B-cell neoplasms, these T-cell neoplasms are important because their recognition has therapeutic and prognostic significance. Relatively specific histopathologic, histochemical, and immunologic criteria have been defined for each neoplasm. These neoplasms are also significant because homogeneous populations of T neoplastic cells have been used successfully in a few cases to study the normal biology of the immune system.","['Collins, R D', 'Waldron, J A', 'Glick, A D']","['Collins RD', 'Waldron JA', 'Glick AD']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Am J Clin Pathol,American journal of clinical pathology,0370470,,IM,"['Humans', 'Immunologic Techniques', 'Leukemia/classification/*immunology', 'Leukemia, Lymphoid/diagnosis/immunology', 'Lymphoma/classification/diagnosis/*immunology', 'Skin Neoplasms/diagnosis/immunology', '*T-Lymphocytes/immunology']",,1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1979 Oct;72(4 Suppl):699-707.,0002-9173 (Print) 0002-9173 (Linking),,,,,,,,,,,,
386778,NLM,MEDLINE,19791227,20061115,72,4 Suppl,1979 Oct,Immunologic basis for the redefinition of malignant lymphomas.,670-86,"As neoplasms of the immune system, lymphomas can be characterized by a variety of immunologic technics. These technics, used in conjunction with morphology and cytochemistry, have promoted the development of lymphoma classifications which relate more closely to our current understanding of the anatomy and function of the immune system than earlier classifications. This brief review of the development and function of the immune system and discussion of technics used in distinguishing B and T lymphocytes is intended to provide background and perspective for the other papers presented in this symposium.","['Parker, J W']",['Parker JW'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (Antigens, Neoplasm)', '0 (Antilymphocyte Serum)', '0 (Receptors, Antigen, B-Cell)', '0 (Receptors, Complement)', '0 (Receptors, Fc)']",IM,"['Animals', 'Antigens, Neoplasm/analysis', 'Antilymphocyte Serum/immunology', 'B-Lymphocytes/immunology/physiology', 'Erythrocytes/immunology', 'Humans', 'Immunity', 'Immunologic Techniques', 'Leukemia/immunology', 'Leukemia, Myeloid/immunology', 'Lymphocytes/classification', 'Lymphoma/classification/*immunology', 'Receptors, Antigen, B-Cell/analysis', 'Receptors, Complement/analysis', 'Receptors, Fc/analysis', 'Rosette Formation', 'T-Lymphocytes/immunology/physiology']",,1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1979 Oct;72(4 Suppl):670-86.,0002-9173 (Print) 0002-9173 (Linking),,,,,,,,,,,,
386777,NLM,MEDLINE,19791227,20061115,72,4 Suppl,1979 Oct,The immunologic approach to the pathology of malignant lymphomas.,657-69,"Presentations of malignant lymphomas in the past did not have the benefit of modern developments in immunology and do not bear any relationship to our modern understanding of immunology. The malignant lymphomas in our immunologic approach are regarded as neoplasms of the immune system and involve principally the T- and B-cell systems and alterations in lymphocyte transformation. The cytologic types of our new classification are an attempt to identify specific functional subtypes of the T- and B-cell systems as defective expressions of their normal counterparts. The results of our multiparameter studies on large case series of non-Hodgkin's lymphomas and those of others have demonstrated that the malignant lymphomas for the most part mark as T- or B-cell types, with the exception of a rare lymphoma of true histiocytic type and the unmarked portion of acute lymphocytic leukemia (ALL) of childhood. They have demonstrated the heterogeneity of the cytologic types of the past that possibly account for the diversity of their clinical manifestations and responses to therapy. The immunologic approach has permitted the identification of homogeneous cytologic types that are emerging as clinical morphologic immunologic entities.","['Lukes, R J']",['Lukes RJ'],['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Am J Clin Pathol,American journal of clinical pathology,0370470,,IM,"['B-Lymphocytes/immunology', 'Humans', 'Immunologic Techniques', 'Lymphocyte Activation', 'Lymphocytes/classification/ultrastructure', 'Lymphoma/classification/*immunology/ultrastructure', 'Rosette Formation', 'T-Lymphocytes/immunology']",,1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1979 Oct;72(4 Suppl):657-69.,0002-9173 (Print) 0002-9173 (Linking),,,,,,,,,,,,
386708,NLM,MEDLINE,19791227,20190902,29,5,1979 Sep,Some problems on the histopathological diagnosis of non-Hodgkin's malignant lymphoma -- a proposal of a new type.,755-76,"A new classification for non-Hodgkin's malignant lymphoma is proposed as the one suited for the Lymphomas in Japan, which is to provide a new subtype ""pleomorphic"" for those more or less rapid-growing lymphomas of peripheral T-cell nature, along with another subtype lymphoblastic, after Nathwani et al. for those of central T-cell nature. The proposal is based on the result of the investigation by the Study Group for Histopathological Diagnosis on Malignant Lymphoma that (1) the presence of a significant number of T-cell lymphomas with peculiar ""pleomorphism"" is responsible for the very low reproducibility rate of histopathological diagnosis on the diffuse, mixed L&H type of Rappaport classification, and (2) the relative incidence of lymphoms as peripheral T-cell nature including the so-called adult T-cell leukemia is much higher in Japan than in the Western countries.","['Suchi, T', 'Tajima, K', 'Nanba, K', 'Wakasa, H', 'Mikata, A', 'Kikuchi, M', 'Mori, S', 'Watanabe, S', 'Mohri, N', 'Shamoto, M', 'Harigaya, K', 'Itagaki, T', 'Matsuda, M', 'Kirino, Y', 'Takagi, K', 'Fukunaga, S']","['Suchi T', 'Tajima K', 'Nanba K', 'Wakasa H', 'Mikata A', 'Kikuchi M', 'Mori S', 'Watanabe S', 'Mohri N', 'Shamoto M', 'Harigaya K', 'Itagaki T', 'Matsuda M', 'Kirino Y', 'Takagi K', 'Fukunaga S']",['eng'],['Journal Article'],Australia,Acta Pathol Jpn,Acta pathologica japonica,0372637,,IM,"['B-Lymphocytes/pathology', 'Humans', 'Lymphoma/classification/*diagnosis/pathology', 'Lymphoma, Large B-Cell, Diffuse/classification/pathology', 'Lymphoma, Non-Hodgkin/classification/pathology', 'Methods', 'T-Lymphocytes/pathology']",,1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Acta Pathol Jpn. 1979 Sep;29(5):755-76. doi: 10.1111/j.1440-1827.1979.tb00942.x.,0001-6632 (Print) 0001-6632 (Linking),,['10.1111/j.1440-1827.1979.tb00942.x [doi]'],,,,,,,,,,
386657,NLM,MEDLINE,19791220,20200716,,8,1979 Aug,[Blocking action of the soluble H-2 antigens and H-2 antibody isolated by various methods and mouse immune lymphocytes].,68-72,"The treatment of tumour and lymphoid cells of mice with 3M KC1 solution having high ionic strength, nonionic detergent and by subsequent freeze-thawing resulted in obtaining serologically active H-2 antigen preparation capable of specifically blocking the cytotoxicity of H-2 antisera. The antigenic activity of the preparations thus obtained depended on the source from which they were isolated (spleen cells and their membrane fragments proved to be the best source), on the degree of maturity of tumor cells and the degree of purification of the preparation, as well as on the methods of solubilization. The blocking action of soluble H-2 antigens on the cytotoxicity of immune lymphocytes depended on the method used for isslating these antigens. The interaction of immune lymphocytes and H-2 antisera with soluble antigens was probably effected by different mechanisms.","['Pletneva, T P', 'Khorobrykh, V V', 'Kaulen, D R']","['Pletneva TP', 'Khorobrykh VV', 'Kaulen DR']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Zh Mikrobiol Epidemiol Immunobiol,"Zhurnal mikrobiologii, epidemiologii i immunobiologii",0415217,"['0 (Antibodies)', '0 (Antigen-Antibody Complex)', '0 (Histocompatibility Antigens)']",IM,"['Animals', 'Antibodies/*isolation & purification', 'Antigen-Antibody Complex', 'Binding, Competitive', 'Histocompatibility Antigens/*isolation & purification', 'Immunologic Techniques', 'Leukemia L1210/immunology', 'Lymph Nodes/immunology', 'Lymphocytes/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Sarcoma, Experimental/immunology', 'Solubility', 'Spleen/immunology']",,1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Zh Mikrobiol Epidemiol Immunobiol. 1979 Aug;(8):68-72.,0372-9311 (Print) 0372-9311 (Linking),Blokiruiushchee deiistvie vydelennykh razlichnymi metodami rastvorimykh antigenov H-2 i H-2-antitela i immunnye limfotsity myshei.,,,,,,,,,,,
386480,NLM,MEDLINE,19791227,20131121,23,2,1979 Aug,Interhospital differences in the treatment of acute leukaemia in adults. The Finnish Leukaemia Group.,119-23,,,,['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['04079A1RDZ (Cytarabine)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Clinical Trials as Topic', 'Cytarabine/administration & dosage/adverse effects/*therapeutic use', 'Daunorubicin/adverse effects/*therapeutic use', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Finland', 'Humans', 'Leukemia/*drug therapy/mortality', 'Leukemia, Myeloid, Acute/drug therapy/mortality', 'Middle Aged', 'Prednisone/administration & dosage/adverse effects/*therapeutic use', 'Prognosis', 'Remission, Spontaneous']",,1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1979 Aug;23(2):119-23.,0036-553X (Print) 0036-553X (Linking),,,,,,,,,,,,
386383,NLM,MEDLINE,19791218,20190911,4,2,1979,The application of immunotherapy to the treatment of cancer.,281-306,,"['Powles, R L']",['Powles RL'],['eng'],"['Journal Article', 'Review']",England,Pharmacol Ther,Pharmacology & therapeutics,7905840,['0 (BCG Vaccine)'],IM,"['Animals', 'BCG Vaccine/therapeutic use', 'Humans', 'Immunity, Active', 'Immunity, Maternally-Acquired', '*Immunotherapy', 'Leukemia, Lymphoid/immunology/therapy', 'Leukemia, Myeloid, Acute/immunology/therapy', 'Lung Neoplasms/therapy', 'Methods', 'Neoplasms/immunology/*therapy']",100,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Pharmacol Ther. 1979;4(2):281-306. doi: 10.1016/0163-7258(79)90139-6.,0163-7258 (Print) 0163-7258 (Linking),,"['0163-7258(79)90139-6 [pii]', '10.1016/0163-7258(79)90139-6 [doi]']",,,,,,,,,,
386302,NLM,MEDLINE,19791220,20041117,24,9,1979 Sep,[Hemocytology and molecular hematology].,9-16,,"['Kozinets, G I', 'Shishkanova, Z G', 'Reshchikov, V P', 'Bykova, I A', 'Pogorelov, V M']","['Kozinets GI', 'Shishkanova ZG', 'Reshchikov VP', 'Bykova IA', 'Pogorelov VM']",['rus'],"['Journal Article', 'Review']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,"['0 (Heterochromatin)', '63231-63-0 (RNA)']",IM,"['Anemia/pathology', 'Blood Cells/*ultrastructure', 'Cell Division', 'Chromosome Aberrations', 'Cytological Techniques', 'Electrophoresis', 'Erythrocytes/physiology', 'Hematologic Diseases/pathology', '*Hematology', 'Hematopoiesis', 'Hematopoietic System/ultrastructure', 'Heterochromatin/analysis', 'Histocytochemistry', 'Humans', 'Kinetics', 'Leukemia/ultrastructure', 'Microscopy, Electron', 'Microscopy, Electron, Scanning', '*Molecular Biology', 'RNA/biosynthesis']",30,1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1979 Sep;24(9):9-16.,0552-2080 (Print) 0552-2080 (Linking),Gemotsitologiia i molekuliarnaia gematologiia.,,,,,,,,,,,
386301,NLM,MEDLINE,19791220,20071115,24,9,1979 Sep,[Problems in treating acute leukemias].,16-23,,"['Mendeleev, I M']",['Mendeleev IM'],['rus'],"['Comparative Study', 'English Abstract', 'Journal Article', 'Review']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Age Factors', 'Antineoplastic Agents/administration & dosage', 'Child', 'Child, Preschool', 'Drug Therapy, Combination', 'Humans', 'Immunotherapy', 'Infant', 'Leukemia, Lymphoid/*drug therapy/mortality', 'Leukemia, Myeloid, Acute/*drug therapy', 'Prognosis', 'Remission, Spontaneous', 'Time Factors']",40,1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1979 Sep;24(9):16-23.,0552-2080 (Print) 0552-2080 (Linking),Voprosy lecheniia ostrykh leikozov.,,,,,,,,,,,
386271,NLM,MEDLINE,19791218,20081121,21,1,1979,"Advances in leukemia, other than chemotherapy.",91-7,,"['Zuelzer, W W']",['Zuelzer WW'],['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,"['0 (Antigens, Neoplasm)']",IM,"['Antigens, Neoplasm/immunology', 'Bacterial Infections/complications', 'Bone Marrow Transplantation', 'Chemical Phenomena', 'Chemistry', 'Hematopoietic Stem Cells', 'Humans', 'Karyotyping', 'Leukemia/complications/*therapy', 'Leukemia, Lymphoid', 'Radiation Chimera', 'Transplantation, Homologous', 'Virus Diseases/complications']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1979;21(1):91-7.,,,,,,,,,,,,,
386133,NLM,MEDLINE,19791220,20190617,281,5731,1979 Oct 11,Graft-versus-leukaemia reactivity induced by alloimmunisation without augmentation of graft-versus-host reactivity.,490-1,,"['Bortin, M M', 'Truitt, R L', 'Rimm, A A', 'Bach, F H']","['Bortin MM', 'Truitt RL', 'Rimm AA', 'Bach FH']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Nature,Nature,0410462,['0 (H-2 Antigens)'],IM,"['Animals', 'Bone Marrow Transplantation', 'Graft vs Host Disease/*immunology', '*H-2 Antigens', 'Immunity, Cellular', 'Immunization', 'Immunotherapy', 'Leukemia, Experimental/*therapy', 'Mice', 'T-Lymphocytes/immunology']",,1979/10/11 00:00,1979/10/11 00:01,['1979/10/11 00:00'],"['1979/10/11 00:00 [pubmed]', '1979/10/11 00:01 [medline]', '1979/10/11 00:00 [entrez]']",ppublish,Nature. 1979 Oct 11;281(5731):490-1. doi: 10.1038/281490a0.,0028-0836 (Print) 0028-0836 (Linking),,['10.1038/281490a0 [doi]'],,,,,,,,,,
386087,NLM,MEDLINE,19791218,20191028,12,,1979,Variations in cellular sensitivity to glucocorticoids: observations and mechanisms.,423-48,"The spectrum of physiological, pathological, and genetic variations in sensitivity to glucocorticoids is reviewed. The receptor for these hormones is common to most mammalian tissues, and yet the responses are widely divergent. Although there may be differences in the receptors to account for some of this diversity, it is likely that it is largely due to cellular programming not involving the receptors. In addition to the intertissue differences in sensitivity, it is also clear that intra-tissue differences occur. The greatest amount of information has been accumulated with lymphoid cell systems and there are sensitivity differences to specific responses such as cell killing or effects on immunological functions. In these systems, there can be major variations in either the extent of the response (e. g., from mild growth inhibition to cellular killing) or whether any effect is observed. Further, dose requirements for certain responses can vary by several orders of magnitude. Within a given tissue there may be developmental changes in sensitivity that are not due to obvious changes in the receptor, and decreased sensitivity with aging that in some cases has been associated with changes in receptor binding activity. Finally, the cellular sensitivity can either be influenced by hormones and other factors that affect the ability of the glucocorticoid to elicit a particular response (in a synergistic or antagonistic manner), or the same function regulated by the glucocorticoid can be inducible by the steroid, appearing some time after administration of the steroid and disappearing after steroid removal. Genetic variations in sensitivity to glucocorticoids also occur. In humans these may be generalized, affecting glucocorticoid action in all responsive tissues, and could be important in the pathogenesis of certain diseases. Perhaps the most striking genetic alterations, however, are observed in cultured lymphoid and fibroblastic cells and in acute lymphoblastic leukaemia cells ordinarily growth inhibited or killed by the glucocorticoid. Mutant cell lines arise that are highly resistant and most of these have abnormalities in the glucocorticoid receptor. In some cases binding activity is totally lost, easily expalining the resistance. In other cases, there is a more modest reduction in binding or a change in receptor properties that give it increased or decreased nuclear and DNA binding activity. An analysis of these cell lines suggests that many of the defects are in some receptor property presently not understood that makes the receptor ineffective rather than the defect being due to the quantitative changes in receptor levels detected. The frequency of emergence of steroid-resistant cells can vary widely from about 10(-5) in S49 cells to less than 10(-8) in certain thymic cell lines...","['Harris, A W', 'Baxter, J D']","['Harris AW', 'Baxter JD']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",Germany,Monogr Endocrinol,Monographs on endocrinology,0113567,"['0 (Glucocorticoids)', '0 (Receptors, Glucocorticoid)', '0 (Receptors, Steroid)', 'WI4X0X7BPJ (Hydrocortisone)']",IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Line', 'Cushing Syndrome/physiopathology', 'Glucocorticoids/pharmacology', 'Humans', 'Hydrocortisone/pharmacology', 'Immunity', 'Leukemia/physiopathology', 'Lymphocytes/drug effects/immunology/*physiology', 'Lymphoma/physiopathology', 'Mutation', 'Receptors, Glucocorticoid/*physiology', 'Receptors, Steroid/*physiology']",70,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Monogr Endocrinol. 1979;12:423-48. doi: 10.1007/978-3-642-81265-1_23.,0077-1015 (Print) 0077-1015 (Linking),,['10.1007/978-3-642-81265-1_23 [doi]'],,,,,,,,,,
