PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,OID,GN,GR,SI,OTO,OT
628002,NLM,MEDLINE,19780426,20190709,0022-2623 (Print) 0022-2623 (Linking),21,3,1978 Mar,"Synthesis and antitumor activity of halogen-substituted 4-(3,3-dimethyl-1-triazeno)quinolines.",268-72,"Halogenated 4-(3,3-dimethyl-1-triazeno)quinolines were synthesized as potential antitumor agents on the basis of the biochemical pharmacological properties of existing triazenes, their structural-activity relationships, and the high melanin binding of chloroquine and iodoquine in vivo and in vitro. They were synthesized by diazotization of appropriate halogen-substituted 4-aminoquinolines in fluoboric acid at -5 degrees C followed by coupling with dimethylamine. Among these new compounds, 8-chloro-4-(3,3-dimethyl-1-triazeno)quinoline produces significant antitumor activity against both P-388 and L1210 murine leukemias. Although only marginally active or inactive against P-388, the other chloro, bromo, or iodo analogues show activity against L1210 comparable to that of dacarbazine (DIC). However, none of these compounds is active against B-16 melanoma. Compared with DIC these new agents demonstrate a higher in vitro affinity for melanin; however, this affinity is apparently not correlated with their antitumor activity.","['Lin, A J', 'Loo, T L']","['Lin AJ', 'Loo TL']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Melanins)', '0 (Quinolines)', '0 (Triazenes)']",IM,"['Animals', 'Antineoplastic Agents/chemical synthesis', 'Chemical Phenomena', 'Chemistry', 'In Vitro Techniques', 'Leukemia L1210/drug therapy', 'Melanins/metabolism', 'Melanoma/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Quinolines/chemical synthesis/*therapeutic use', 'Triazenes/chemical synthesis/*therapeutic use']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",['10.1021/jm00201a006 [doi]'],ppublish,J Med Chem. 1978 Mar;21(3):268-72. doi: 10.1021/jm00201a006.,,,,,,,,
627716,NLM,MEDLINE,19780426,20211203,0022-1767 (Print) 0022-1767 (Linking),120,1,1978 Jan,Antigenic modulation in vitro. II. Modulation of thymus-leukemia (TL) antigenicity requires complement component C3.,188-97,,"['Stackpole, C W', 'Jocobson, J B', 'Galuska, S']","['Stackpole CW', 'Jocobson JB', 'Galuska S']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antigen-Antibody Complex)', '0 (Antigens, Neoplasm)', '0 (Complement C3)', '0 (Complement C4)', '0 (Elapid Venoms)', '9010-72-4 (Zymosan)']",IM,"['Animals', 'Antigen-Antibody Complex', '*Antigens, Neoplasm', '*Complement C3', 'Complement C4', 'Elapid Venoms/pharmacology', 'Freezing', 'Hot Temperature', '*Immunosuppression Therapy', 'Leukemia, Experimental/*immunology', 'Mice', 'Zymosan/pharmacology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,J Immunol. 1978 Jan;120(1):188-97.,,,,,,,,
627683,NLM,MEDLINE,19780426,20080213,0002-3329 (Print) 0002-3329 (Linking),,1,1978 Jan-Feb,[Nature of the suppression of normal hematopoiesis in acute leukemia].,97-103,,"['Konradov, A A', 'Levitin, E I', 'Maksimov, V M']","['Konradov AA', 'Levitin EI', 'Maksimov VM']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Izv Akad Nauk SSSR Biol,Izvestiia Akademii nauk SSSR. Seriia biologicheskaia,7505543,,IM,"['Acute Disease', 'Bone Marrow/physiopathology', 'Cell Transformation, Neoplastic', '*Hematopoiesis', 'Humans', 'Kinetics', 'Leukemia/*physiopathology', 'Mathematics', 'Models, Biological']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Izv Akad Nauk SSSR Biol. 1978 Jan-Feb;(1):97-103.,O kharaktere ugneteniia normal'nogo krovetvoreniia pri ostrom leikoze.,,,,,,,
627674,NLM,MEDLINE,19780426,20080213,0002-3329 (Print) 0002-3329 (Linking),,1,1978 Jan-Feb,[Kinetic aspects of a lymphocyte population normally and in chronic lympholeukosis in cattle].,104-9,,"['Lebedev, E A', 'Aleshchenko, A V', 'Nikolaeva, N V', 'Itkin, B Z', 'Shishkov, V P']","['Lebedev EA', 'Aleshchenko AV', 'Nikolaeva NV', 'Itkin BZ', 'Shishkov VP']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Izv Akad Nauk SSSR Biol,Izvestiia Akademii nauk SSSR. Seriia biologicheskaia,7505543,,IM,"['Animals', 'Cattle/*physiology', 'Cattle Diseases/*physiopathology', 'Cell Division', 'Kinetics', 'Leukemia, Lymphoid/*veterinary', 'Lymph/cytology', 'Lymphocytes/*physiology', 'Lymphocytosis/veterinary', 'Time Factors']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Izv Akad Nauk SSSR Biol. 1978 Jan-Feb;(1):104-9.,Izuchenie nekotorykh aspektov kinetiki populiatsii limfotsitov v norme i pri khronicheskom limfoleikoze krupnogo rogatogo skota.,,,,,,,
627545,NLM,MEDLINE,19780426,20210210,0021-9258 (Print) 0021-9258 (Linking),253,5,1978 Mar 10,Membrane properties of the gag gene-coded p15 protein of mouse type-C RNA tumor viruses.,1408-14,,"['Barbacid, M', 'Aaronson, S A']","['Barbacid M', 'Aaronson SA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Membrane Proteins)', '0 (Micelles)', '0 (Phosphatidylcholines)', '0 (Surface-Active Agents)', '0 (Viral Proteins)']",IM,"['AKR murine leukemia virus/*genetics', 'Antigen-Antibody Reactions', 'Cross Reactions', '*Membrane Proteins/genetics', 'Micelles', 'Molecular Weight', 'Phosphatidylcholines', 'Rauscher Virus/*genetics', 'Species Specificity', 'Surface-Active Agents', '*Viral Proteins/genetics']",1978/03/10 00:00,1978/03/10 00:01,['1978/03/10 00:00'],"['1978/03/10 00:00 [pubmed]', '1978/03/10 00:01 [medline]', '1978/03/10 00:00 [entrez]']",['S0021-9258(17)34881-0 [pii]'],ppublish,J Biol Chem. 1978 Mar 10;253(5):1408-14.,,,,,,,,
627429,NLM,MEDLINE,19780426,20190708,0020-7136 (Print) 0020-7136 (Linking),21,2,1978 Feb 15,Separation of the tumor rejection antigen (TSTA) from the major viral structural proteins associated with the membrance of an R-MuLV-induced leukemia.,246-52,,"['Rogers, M J', 'Law, L W', 'Prat, M', 'Oroszlan, S', 'Appella, E']","['Rogers MJ', 'Law LW', 'Prat M', 'Oroszlan S', 'Appella E']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens)', '0 (Viral Proteins)', '005990WHZZ (Deoxycholic Acid)']",IM,"['Animals', 'Antigens, Neoplasm/*isolation & purification', 'Cell Line', 'Cell Membrane/immunology', 'Chromatography, Gel', 'Deoxycholic Acid', 'Histocompatibility Antigens/*isolation & purification', 'Leukemia, Experimental/chemically induced/*immunology', 'Mice', 'Radioimmunoassay', 'Rauscher Virus/*immunology', 'Viral Proteins/*immunology']",1978/02/15 00:00,1978/02/15 00:01,['1978/02/15 00:00'],"['1978/02/15 00:00 [pubmed]', '1978/02/15 00:01 [medline]', '1978/02/15 00:00 [entrez]']",['10.1002/ijc.2910210218 [doi]'],ppublish,Int J Cancer. 1978 Feb 15;21(2):246-52. doi: 10.1002/ijc.2910210218.,,,,,,,,
627418,NLM,MEDLINE,19780426,20190911,0020-5907 (Print) 0020-5907 (Linking),16,1,1978 Spring,Anaesthesia and blood diseases.,120-30,,"['Howells, T H']",['Howells TH'],['eng'],['Journal Article'],United States,Int Anesthesiol Clin,International anesthesiology clinics,0370760,,IM,"['Anemia', '*Anesthesia', '*Hematologic Diseases', 'Hemoglobinopathies', 'Hemorrhagic Disorders', 'Humans', 'Leukemia', 'Multiple Myeloma', 'Polycythemia']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",['10.1097/00004311-197816010-00008 [doi]'],ppublish,Int Anesthesiol Clin. 1978 Spring;16(1):120-30. doi: 10.1097/00004311-197816010-00008.,,,,,,,,
627416,NLM,MEDLINE,19780426,20190907,0340-0131 (Print) 0340-0131 (Linking),41,1,1978 Jan 27,"International workshop on toxicology of benzene, Paris: 9th - 11th November 1976.",65-76,,"['Truhaut, R', 'Murray, R']","['Truhaut R', 'Murray R']",['eng'],['Journal Article'],Germany,Int Arch Occup Environ Health,International archives of occupational and environmental health,7512134,['J64922108F (Benzene)'],IM,"['Animals', 'Benzene/metabolism/*toxicity', 'Bone Marrow Diseases/chemically induced', 'Chromosome Aberrations', 'Environmental Exposure', 'Humans', 'Leukemia/chemically induced', 'Occupational Diseases/*chemically induced']",1978/01/27 00:00,1978/01/27 00:01,['1978/01/27 00:00'],"['1978/01/27 00:00 [pubmed]', '1978/01/27 00:01 [medline]', '1978/01/27 00:00 [entrez]']",['10.1007/BF00377800 [doi]'],ppublish,Int Arch Occup Environ Health. 1978 Jan 27;41(1):65-76. doi: 10.1007/BF00377800.,,,,,,,,
627410,NLM,MEDLINE,19780426,20181113,0019-2805 (Print) 0019-2805 (Linking),34,2,1978 Feb,"Shedding and reappearance of Fc, C3 and SRBC receptors on peripheral lymphocytes from normal donors and chronic lymphatic leukaemia (CLL) patients.",315-21,"The shedding and resynthesis of Fc, C3 receptors, and receptors binding SRBC has been studied in normal peripheral lymphocytes, in lymphocytes from CLL patients and in a Raji cell line during 4 h incubation at 37 degrees. During the first part of the incubation, an increased release of receptors was observed. The shed, functionally active, receptors were detectable in the incubating medium on the basis of their ability to inhibit rosette formation specifically. After 4 h incubation the original ratios of the different rosette forming cells were observed, showing that the cells were capable of resynthesizing their shed receptors. This later phenomenon may be the result of an active metabolic process. The shedding was not detectable on Raji cells. Different patterns of receptor shedding and resynthesis were demonstrated by the lymphocytes of CLL patients. The correlations between the reappearance of the receptors on the cells, and the metabolism of the lymphocytes, is discussed.","['Sarmay, G', 'Istvan, L', 'Gergely, J']","['Sarmay G', 'Istvan L', 'Gergely J']",['eng'],['Journal Article'],England,Immunology,Immunology,0374672,"['0 (Antigens)', '0 (Complement C3)', '0 (Immunoglobulin Fc Fragments)']",IM,"['*Antigens', 'Binding Sites, Antibody', 'Cell Line', '*Complement C3', 'Humans', '*Immunoglobulin Fc Fragments', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes/*immunology', 'Rosette Formation']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",,ppublish,Immunology. 1978 Feb;34(2):315-21.,,PMC1457710,,,,,,
627235,NLM,MEDLINE,19780426,20190707,0014-4827 (Print) 0014-4827 (Linking),111,2,1978 Feb,Production of differentiation-stimulating factor in cultured mouse myeloid leukemia cells treated by glucocorticoids.,261-7,,"['Honma, Y', 'Kasukabe, T', 'Hozumi, M']","['Honma Y', 'Kasukabe T', 'Hozumi M']",['eng'],['Journal Article'],United States,Exp Cell Res,Experimental cell research,0373226,"['0 (Glucocorticoids)', '0 (Glycoproteins)', '7S5I7G3JQL (Dexamethasone)']",IM,"['*Cell Differentiation', 'Cell Line', 'Dexamethasone/*pharmacology', 'Glucocorticoids/*pharmacology', 'Glycoproteins/analysis/*biosynthesis', 'Granulocytes/*cytology', 'Leukocytes/*cytology', 'Lysosomes/enzymology', 'Macrophages/*cytology', 'Molecular Weight', 'Phagocytosis']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",['10.1016/0014-4827(78)90169-6 [doi]'],ppublish,Exp Cell Res. 1978 Feb;111(2):261-7. doi: 10.1016/0014-4827(78)90169-6.,,,,,,,,
627062,NLM,MEDLINE,19780426,20190722,0009-9147 (Print) 0009-9147 (Linking),24,2,1978 Feb,Tartrate-resistant (band 5) acid phosphatase activity measured by electrophoresis on acrylamide gel.,309-12,A tartrate-resistant acid phosphatase was isolated from a huma spleen infiltrated with reticulum cells of leukemic reticuloendotheliosis. The purified enzyme was used to establish the optimal conditions for quantitative analysis of this enzyme by electrophoresis on acrylamide gel. As little as 0.1 unit of enzyme activity (or 1 ng of the purified enzyme protein) could be quantitatively detected when it was mixed with 4 mg of albumin before electrophoresis.,"['Lam, W K', 'Lai, L C', 'Yam, L T']","['Lam WK', 'Lai LC', 'Yam LT']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,Clin Chem,Clinical chemistry,9421549,"['0 (Tartrates)', '27432CM55Q (Serum Albumin, Bovine)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/*metabolism', 'Electrophoresis, Polyacrylamide Gel/methods', 'Humans', 'Leukemia, Hairy Cell/enzymology', 'Osmolar Concentration', 'Serum Albumin, Bovine/pharmacology', 'Spleen/enzymology', '*Tartrates', 'Time Factors']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",,ppublish,Clin Chem. 1978 Feb;24(2):309-12.,,,,,,,,
627038,NLM,MEDLINE,19780426,20190705,0092-8674 (Print) 0092-8674 (Linking),13,2,1978 Feb,Polypeptide maps of cells infected with murine type C leukemia or sarcoma oncovirus.,399-408,"The polypeptide composition of murine fibroblast cells and the effect of infection by RNA sarcoma and leukemia viruses were analyzed by two-dimensional gel electrophoresis and tryptic peptide mapping. The polypeptide maps of NIH Swiss mouse embryo fibroblasts (NIH/3T3) and BALB/c mouse embryo fibroblasts (BALB/3T3) were very similar except for two major polypeptides of about 65,000 and 75,000 daltons which were not detected in BALB/3T3 cells. NIH/3T3 cells infected with either Rauscher or Gross oncoviruses and outbred Swiss mouse embryo fibroblasts (3T3 FL) showed two major polypeptrides of about 73,000 and 80,000 daltons not found in uninfected NIH/3T3 cells. The 3T3 FL cells, although uninfected, were also found to contain a high concentration of envelope glycoprotein of an endogenous oncovirus. 3T3 FL cells transformed by Moloney sarcoma virus showed changes in many polypeptides, including several major components: the disappearance or modification of a component of 60,000 daltons, an increased concentration and shift in pl of a glycoprotein of 48,000 daltons, and the apparent loss of several smaller polypeptides. None of the major changes of the transformed cells were associated with cell surface proteins labeled by lactoperoxidase-catalyzed iodination.","['Strand, M', 'August, J T']","['Strand M', 'August JT']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Glycoproteins)', '0 (Membrane Proteins)', '0 (Proteins)']",IM,"['*AKR murine leukemia virus', 'Cell Line', '*Cell Transformation, Neoplastic', '*Cell Transformation, Viral', 'Electrophoresis, Polyacrylamide Gel', 'Glycoproteins/analysis', 'Isoelectric Focusing', 'Membrane Proteins/analysis', '*Moloney murine leukemia virus', 'Proteins/*analysis', '*Rauscher Virus']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']","['0092-8674(78)90208-8 [pii]', '10.1016/0092-8674(78)90208-8 [doi]']",ppublish,Cell. 1978 Feb;13(2):399-408. doi: 10.1016/0092-8674(78)90208-8.,,,,,,,,
626991,NLM,MEDLINE,19780426,20191210,0361-5960 (Print) 0361-5960 (Linking),62,1,1978 Jan,Antileukemia therapy and toxicology studies in mice with beta-2'-deoxythioguanosine.,135-7,,"['Momparier, R L', 'Higgins, G', 'Siegel, S E', 'Rucker, N', 'Momparier, L', 'Gonzales, F']","['Momparier RL', 'Higgins G', 'Siegel SE', 'Rucker N', 'Momparier L', 'Gonzales F']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Thionucleosides)', ""789-61-7 (beta-2'-deoxythioguanosine)"", 'G9481N71RO (Deoxyguanosine)']",IM,"['Animals', 'Deoxyguanosine/*analogs & derivatives/pharmacology/toxicity', 'Infusions, Parenteral', 'Leukemia L1210/*drug therapy', 'Male', 'Mice', 'Thionucleosides']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1978 Jan;62(1):135-7.,,,,,,,,
