PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,CON,EIN,CIN,SI,RIN,LID,RF,PS,FPS
2747287,NLM,MEDLINE,19890818,20130304,0887-6924 (Print) 0887-6924 (Linking),3,8,1989 Aug,Does the site of the breakpoint on chromosome 22 influence the duration of the chronic phase in chronic myeloid leukemia?,545-7,,"['Birnie, G D', 'Mills, K I', 'Benn, P']","['Birnie GD', 'Mills KI', 'Benn P']","['Beatson Institute for Cancer Research, Glasgow, U.K.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,,IM,"['*Chromosomes, Human, Pair 22', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Leukemia, Myeloid, Chronic-Phase/*genetics', 'Time Factors']",1989/08/01 00:00,1989/08/01 00:01,['1989/08/01 00:00'],"['1989/08/01 00:00 [pubmed]', '1989/08/01 00:01 [medline]', '1989/08/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 Aug;3(8):545-7.,,,,,,,,,,,,
2747270,NLM,MEDLINE,19890818,20190824,0145-2126 (Print) 0145-2126 (Linking),13,5,1989,HL-R5 and HL-D4: two differentiation resistant HL-60 variants.,407-15,"A wide range of different agents are capable of inducing the onset of HL-60 differentiation along the myeloid lineage. The diversity of these agents has made the analysis of the molecular mechanisms involved in the regulation of the onset and progress of terminal differentiation in these cells difficult. We have adapted the standard soft-agar cloning procedure to enable the single-step selection of clonal populations of spontaneously arising differentiation resistant HL-60 variants. This simple procedure which obviates the need for mutagenesis, long-term exposure to inducing agents or complex manipulations, optimises the chance of obtaining variants with a single lesion blocking the onset of differentiation. The analysis of two variants, HL-R5 and HL-D4, selected by this procedure for resistance to retinoic acid and DMSO, respectively, suggests the existence of different pathways used by the two agents which converge before the onset of terminal differentiation.","['Darling, D C', 'Linskens, M H', 'Farzaneh, F']","['Darling DC', 'Linskens MH', 'Farzaneh F']","[""Department of Obstetrics & Gynaecology, King's College School of Medicine & Dentistry, London, U.K.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['298-83-9 (Nitroblue Tetrazolium)', '5688UTC01R (Tretinoin)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Cell Differentiation/drug effects', 'Dimethyl Sulfoxide/pharmacology', 'Humans', 'Leukemia, Promyelocytic, Acute/*pathology', 'Nitroblue Tetrazolium/metabolism', 'Tretinoin/pharmacology', 'Tumor Cells, Cultured']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1016/0145-2126(89)90081-7 [doi]'],ppublish,Leuk Res. 1989;13(5):407-15. doi: 10.1016/0145-2126(89)90081-7.,,,,,,,,,,,,
2747268,NLM,MEDLINE,19890818,20190824,0145-2126 (Print) 0145-2126 (Linking),13,5,1989,Specific chromosome changes and nonoccupational exposure to potentially carcinogenic agents in acute leukemia in China.,367-76,"Cytogenetic studies were performed on 44 Chinese patients with acute leukemia. A high percentage of patients (37.5%) with t(8;21), t(15;17) or 17q- (in poorly banded preparations), and abnormalities involving 11q23 were noted in 32 unselected patients with ANLL. A similar high percentage was previously reported in Japan and in South Africa but not in western countries. Data on casual or other non-occupational exposure to potentially carcinogenic agents were obtained by interview with the patients at their first presentation. Most patients with these three major chromosomal changes had a history of exposure, whereas most other patients did not (p = 0.01). Patients with ANLL-M3 were more often exposed than were the other patients (4/6 vs 8/38, p = 0.03). The only common exposure was to organophosphate insecticides. Twenty seven cases of therapy-related leukemia were collected from the Chinese medical literature, and 12 out of 22 (55%) cases in which subtypes were specified were ANLL-M3. This was significantly higher than the percentage of M3 in de novo ANLL in China and also higher than that of therapy-related leukemia from western countries. Two patients had siblings who died of leukemia at a similar age. The two patients showed inv(16) and del(6q) respectively.","['Li, Y S', 'Zhao, Y L', 'Jiang, Q P', 'Yang, C L']","['Li YS', 'Zhao YL', 'Jiang QP', 'Yang CL']","['Institute of Hematology, Chinese Academy of Medical Sciences, Tianjin.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['0 (Carcinogens, Environmental)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Carcinogens, Environmental/*toxicity', 'Child', 'Child, Preschool', 'China', '*Chromosome Aberrations', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/etiology/*genetics', 'Male', 'Middle Aged', 'Time Factors']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1016/0145-2126(89)90076-3 [doi]'],ppublish,Leuk Res. 1989;13(5):367-76. doi: 10.1016/0145-2126(89)90076-3.,,,,,,,,,,,,
2747267,NLM,MEDLINE,19890818,20190824,0145-2126 (Print) 0145-2126 (Linking),13,5,1989,Morphometric analysis of chronic B-cell leukemias--an aid to the classification of lymphoid cell types.,357-65,"In order to evaluate the ultrastructural features which may be of relevance in distinguishing cells from the various chronic B-cell leukemias, a morphometric analysis was performed on a large number of cells from each disease group. The parameters selected were: cell size, nucleo: cytoplasmic ratio, chromatin condensation, size of the nucleolus and degree of irregularity of both the nucleus and the cytoplasmic outlines. The mean values obtained for each parameter for each disease group were compared statistically. In disorders in which the cells have villous cytoplasmic projections, the quantitative analysis of the cellular features was helpful to characterise the different types of B cells involved. Thus, cells from cases of splenic lymphoma were found to be different from those of hairy cell leukemia, and a variant form of HCL was also identified by its distinct ultrastructural features. Similarly cells from chronic lymphocytic, prolymphocytic leukemia and an intermediate group CLL/PL were identified by the size of the nucleolus and the degree of chromatin condensation. The morphometric findings provided an objective morphological basis for the differential diagnosis between these closely related B-cell leukemias which was further supported by differences in the cells immunophenotype.","['Robinson, D', 'Lackie, P', 'Aber, V', 'Catovsky, D']","['Robinson D', 'Lackie P', 'Aber V', 'Catovsky D']","['Histochemistry Department, Royal Postgraduate Medical School, London, U.K.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,['0 (Chromatin)'],IM,"['Cell Nucleolus/ultrastructure', 'Cell Nucleus/ultrastructure', 'Chromatin/ultrastructure', 'Cytoplasm/ultrastructure', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/classification/*pathology']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1016/0145-2126(89)90075-1 [doi]'],ppublish,Leuk Res. 1989;13(5):357-65. doi: 10.1016/0145-2126(89)90075-1.,,,,,,,,,,,,
2747266,NLM,MEDLINE,19890818,20190824,0145-2126 (Print) 0145-2126 (Linking),13,5,1989,The toxicity of the bone seeking radionuclides.,347-50,,"['Spiers, F W', 'Vaughan, J']","['Spiers FW', 'Vaughan J']","['University of Leeds, Bone Dosimetry Research, Cookridge Hospital, U.K.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['53023GN24M (Plutonium)', 'W90AYD6R3Q (Radium)']",IM,"['Animals', 'Bone and Bones/*radiation effects', 'Dogs', 'Humans', 'Leukemia, Radiation-Induced/etiology', 'Occupational Diseases/etiology', 'Plutonium/toxicity', 'Radium/toxicity']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1016/0145-2126(89)90073-8 [doi]'],ppublish,Leuk Res. 1989;13(5):347-50. doi: 10.1016/0145-2126(89)90073-8.,,,,,,,,,,,,
2747058,NLM,MEDLINE,19890825,20061115,0301-1542 (Print) 0301-1542 (Linking),27,1,1989 Jan,[Autopsy cases of terminal pulmonary infections].,14-24,"In order to clarify the present state of terminal pulmonary infections, all autopsy cases from 1976 to 1985 reported in the annual records of autopsy cases in Kyushu University Hospital were reviewed. Of the total of 2,238 autopsy cases, pulmonary infections were present in 1,042 (46.6%) and in 595 (26.6%) pulmonary infections were fatal. Among the primary diseases associated with pulmonary infections, hematologic diseases such as leukemia and malignant lymphoma, lung cancer, esophageal cancer and cerebrovascular disease were most frequent. The pathogens of fatal pulmonary infections occurring in autopsy cases were bacteria (26.6%), Aspergillus (3.2%), Candida (1.8%), cytomegalovirus (1.7%), Pneumocystis carinii (1.1%), Mycobacterium (0.9%), Cryptococcus (0.6%) and phycomycetes (0.1%). The incidence of non-bacterial, especially fungal, pulmonary infections has increased during the recent five-year period. Among the pulmonary infections associated with lung cancer in autopsy cases, mycobacteriosis occurred more frequently than fungal infection. The incidence of fatal mycobacteriosis was more frequent in cases receiving steroids than in those not receiving steroids. Antemortem diagnosis of pulmonary infections was made in only 4.6% and 26.3% of cases of non-bacterial infection and mycobacteriosis, respectively. There was no autopsy case diagnosed before death as aspergillosis, which most frequently occurred among the fungal pulmonary infections in autopsy cases.","['Nagata, N', 'Ishibashi, T', 'Shigematsu, N', 'Sueishi, K']","['Nagata N', 'Ishibashi T', 'Shigematsu N', 'Sueishi K']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Kyobu Shikkan Gakkai Zasshi,Nihon Kyobu Shikkan Gakkai zasshi,7505737,,IM,"['*Bacterial Infections', 'Esophageal Neoplasms/complications', 'Humans', 'Leukemia/complications', 'Lung Neoplasms/complications', '*Mycoses', 'Opportunistic Infections/complications', 'Pneumonia/*epidemiology/pathology', '*Virus Diseases']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Nihon Kyobu Shikkan Gakkai Zasshi. 1989 Jan;27(1):14-24.,,,,,,,,,,,,
2746961,NLM,MEDLINE,19890825,20110729,0021-499X (Print) 0021-499X (Linking),99,1,1989 Jan,[A case of adult T-cell leukemia (ATL)--various skin eruptions and virus-like particles in the fresh tumor cells].,25-35,"A case of Adult T-cell leukemia (ATL) with various skin eruptions is reported. This case was seropositive to ATL-associated antigen (ATLA). Discrete positive bands indicating the presence of ATLV proviral DNA were detected in the cellular DNA of skin tumors and peripheral lymphocytes. Electron microscopically, tumor cells contained large aggregations of virus-like particles in their cytoplasms, which appeared to be A particles and B particles.","['Yoshinaga, H']",['Yoshinaga H'],,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Nihon Hifuka Gakkai Zasshi,Nihon Hifuka Gakkai zasshi. The Japanese journal of dermatology,7600571,"['0 (DNA, Viral)']",IM,"['Adult', 'DNA, Viral/analysis', 'Female', 'Humans', 'Leukemia, T-Cell/microbiology/*pathology', 'Microscopy, Electron', 'Skin/*microbiology', 'Skin Neoplasms/microbiology/*pathology', 'Virion/*ultrastructure']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Nihon Hifuka Gakkai Zasshi. 1989 Jan;99(1):25-35.,,,,,,,,,,,,
2746932,NLM,MEDLINE,19890825,20071115,0047-1860 (Print) 0047-1860 (Linking),37,4,1989 Apr,[Elevated serum lactate dehydrogenase and creatine kinase (CK) activities with high CK-BB percentage in a patient with acute myeloblastic leukemia].,431-5,,"['Yonemitsu, H']",['Yonemitsu H'],,['jpn'],"['Case Reports', 'Journal Article']",Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,"['0 (Isoenzymes)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 2.7.3.2 (Creatine Kinase)']",IM,"['Creatine Kinase/*blood', 'Female', 'Humans', 'Isoenzymes', 'L-Lactate Dehydrogenase/*blood', 'Leukemia, Myeloid, Acute/*enzymology', 'Middle Aged']",1989/04/01 00:00,1989/04/01 00:01,['1989/04/01 00:00'],"['1989/04/01 00:00 [pubmed]', '1989/04/01 00:01 [medline]', '1989/04/01 00:00 [entrez]']",,ppublish,Rinsho Byori. 1989 Apr;37(4):431-5.,,,,,,,,,,,,
2746921,NLM,MEDLINE,19890822,20071115,0047-1860 (Print) 0047-1860 (Linking),37,3,1989 Mar,"[DNA analysis in chronic myelogenous leukemia, especially in clinical application of bcr gene rearrangement].",306-10,,"['Funato, T', 'Bando, Y', 'Ichikawa, K', 'Ohtani, H', 'Tokuhiro, H']","['Funato T', 'Bando Y', 'Ichikawa K', 'Ohtani H', 'Tokuhiro H']",,['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,"['0 (DNA, Neoplasm)']",IM,"['Adolescent', 'Adult', 'Aged', 'DNA, Neoplasm/*genetics', 'Female', '*Gene Rearrangement', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative/*genetics', 'Male', 'Middle Aged', '*Oncogenes']",1989/03/01 00:00,1989/03/01 00:01,['1989/03/01 00:00'],"['1989/03/01 00:00 [pubmed]', '1989/03/01 00:01 [medline]', '1989/03/01 00:00 [entrez]']",,ppublish,Rinsho Byori. 1989 Mar;37(3):306-10.,,,,,,,,,,,,
2746881,NLM,MEDLINE,19890817,20131121,0485-1439 (Print) 0485-1439 (Linking),30,2,1989 Feb,[Acute leukemia complicated by hyperbilirubinemia due to high dose cytosine arabinoside therapy].,262-5,"A 58-year-old man was admitted to our hospital because of low grade fever and purpura in September. 1987. On admission, his bone marrow aspiration showed nucleated cell count of 48 x 10(4)/mm3 with 94.6% of promyelocyte-like leukemic cells. A diagnosis of acute promyelocytic leukemia was made and he was treated with high dose cytosine arabinoside (HDAra C). After this therapy, serum bilirubin, especially direct bilirubin was increased and hyperbilirubinemia was progressed with normal transaminase levels. He had complicated by pneumonia and died of respiratory failure. Autopsy revealed only cholestasis in the liver with neither hepatic cell necrosis nor cell infiltration. This case was though to be a rare case with cholestatic liver injury due to HDAra C.","['Hashimoto, M', 'Seekikawa, I', 'Saito, K', 'Horie, S', 'Ishiyama, T', 'Sugimoto, M', 'Wakabayashi, Y', 'Hirose, S']","['Hashimoto M', 'Seekikawa I', 'Saito K', 'Horie S', 'Ishiyama T', 'Sugimoto M', 'Wakabayashi Y', 'Hirose S']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['04079A1RDZ (Cytarabine)'],IM,"['Cholestasis, Intrahepatic/chemically induced', 'Cytarabine/administration & dosage/*adverse effects', 'Humans', 'Hyperbilirubinemia/*chemically induced', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Male', 'Middle Aged']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Feb;30(2):262-5.,,,,,,,,,,,,
2746880,NLM,MEDLINE,19890817,20131121,0485-1439 (Print) 0485-1439 (Linking),30,2,1989 Feb,[Appearance of chromosomally normal hemopoiesis during busulfan-induced remission in a case of Ph1 positive chronic myelogenous leukemia].,251-5,"A 33-year-old female was admitted to St. Marianna University hospital in April 1983 for the purpose of examination for leukocytosis. Physical examination revealed a marked splenomegaly. The white cell count was 174 x 10(9)/l. The hemoglobin was 9.0 g/dl and the platelet was 790 x 10(9)/l. Microscopical examination of aspirated specimen of bone marrow revealed hypercellularity with granulocytic hyperplasia. The chromosomal analysis of bone marrow cells showed Philadelphia chromosomes in all metaphases analyzed. The neutrophil alkaline phosphatase activity was reduced. A diagnosis of CML was made. She was treated with busulfan in a dose of 2 mg/day until the white cell count was 14.5 x 10(9)/l. She has been followed without any therapy and clinical remission state has been continued. In April 1985, the chromosomal analysis of bone marrow cells revealed the recovery of normal karyotype hemopoiesis in 57% of metaphases analyzed. These findings of this case suggest that some of Ph1-positive cells may reduce their growth advantage over normal cells without any bone marrow hypoplasia.","['Takahira, H', 'Ideguchi, H', 'Hirata, J', 'Nishimura, J', 'Nawata, H', 'Shimizu, S']","['Takahira H', 'Ideguchi H', 'Hirata J', 'Nishimura J', 'Nawata H', 'Shimizu S']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['G1LN9045DK (Busulfan)'],IM,"['Adult', 'Busulfan/*therapeutic use', 'Female', '*Hematopoiesis', 'Humans', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/genetics', 'Remission Induction']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Feb;30(2):251-5.,,,,,,,,,,,,
