PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,GR,RN,SI,PMC,AD,TT,CIN,EIN,OID
2959166,NLM,MEDLINE,19871117,20190820,0147-5185 (Print) 0147-5185 (Linking),11,10,1987 Oct,"Distinction between undifferentiated (small noncleaved) and lymphoblastic lymphoma. An immunohistologic study on paraffin-embedded, fixed tissue sections.",779-87,"['Brownell, M D', 'Sheibani, K', 'Battifora, H', 'Winberg, C D', 'Rappaport, H']","['Brownell MD', 'Sheibani K', 'Battifora H', 'Winberg CD', 'Rappaport H']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Surg Pathol,The American journal of surgical pathology,7707904,IM,"['Adolescent', 'Adult', 'Antibodies, Monoclonal', 'Antigens, Surface/analysis', 'Blood Cells/immunology', 'Female', 'Fixatives', 'Histocompatibility Antigens/analysis', 'Histological Techniques', 'Humans', 'Immunoglobulins/analysis', 'Immunohistochemistry', 'Leukocyte Common Antigens', 'Lymphoma, Non-Hodgkin/*pathology', 'Male', 'Vimentin/analysis']",,1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",['10.1097/00000478-198710000-00005 [doi]'],ppublish,Am J Surg Pathol. 1987 Oct;11(10):779-87. doi: 10.1097/00000478-198710000-00005.,"The morphologic differentiation between malignant lymphoma of the small noncleaved cell (SNC) type and lymphoblastic lymphoma (LBL) is at times difficult, particularly when fresh tissue is not available for immunologic studies. We have examined the reactivities of a panel of monoclonal and polyclonal antibodies, including LN-1, LN-2, and antibodies to immunoglobulin light chains, leukocyte common antigen (LCA), Leu-M1, vimentin, S-100 protein, lysozyme, and alpha-1-antitrypsin, in paraffin-embedded, B5- and formalin-fixed tissue involved by SNC or LBL. The immunophenotypes in all of the cases included in this study had been characterized previously in fresh-frozen sections or cell suspensions. Among 21 samples of B5-fixed SNC, LN-1 was reactive in 17 and LN-2 in 18 cases. Among 13 B5-fixed LBL, LN-1 was reactive in two cases and LN-2 was reactive in two cases. Each of 20 B5-fixed samples of SNC was reactive with at least one of the antibodies, whereas 10 of the 13 B5-fixed samples of LBL were negative for both antibodies. Lesser reactivity was evident in formalin-fixed tissues, with only nine of 27 SNC specimens positive for LN-1 and 16 of 27 positive for LN-2. Most or all of the SNC and LBL samples were negative for immunoglobulin light chains, Leu-M1, vimentin, S-100 protein, lysozyme, and alpha-1-antitrypsin. The majority of both SNC and LBL were positive for LCA. We conclude that LN-1, preferably in combination with LN-2, can be used for distinguishing between SNC and LBL in paraffin-embedded, B5-fixed tissue when fresh tissue is not available.","['5 RO1 CA-26422/CA/NCI NIH HHS/United States', '5 RO1 CA37194/CA/NCI NIH HHS/United States', '5 T32 CA09308/CA/NCI NIH HHS/United States', 'etc.']","['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (Fixatives)', '0 (Histocompatibility Antigens)', '0 (Immunoglobulins)', '0 (Vimentin)', 'EC 3.1.3.48 (Leukocyte Common Antigens)']",,,"['James Irvine Center for the Study of Leukemia and Lymphomas, City of Hope National Medical Center, Duarte, California 91010.']",,,,
2959005,NLM,MEDLINE,19871118,20121115,0253-9756 (Print) 0253-9756 (Linking),8,2,1987 Mar,"[Effects of oridonin on DNA, RNA and protein syntheses of leukemia L 1210 cells studied by autoradiography].",164-5,"['Wang, M Y', 'Lin, C', 'Zhang, T M']","['Wang MY', 'Lin C', 'Zhang TM']",['chi'],"['English Abstract', 'Journal Article']",China,Zhongguo Yao Li Xue Bao,Zhongguo yao li xue bao = Acta pharmacologica Sinica,8100330,IM,"['Animals', 'Autoradiography', 'DNA, Neoplasm/*biosynthesis/drug effects', 'Diterpenes/*pharmacology', 'Diterpenes, Kaurane', 'Female', 'Leukemia L1210/*metabolism', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Proteins/*biosynthesis', 'RNA, Neoplasm/biosynthesis/drug effects']",,1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",,ppublish,Zhongguo Yao Li Xue Bao. 1987 Mar;8(2):164-5.,,,"['0 (DNA, Neoplasm)', '0 (Diterpenes)', '0 (Diterpenes, Kaurane)', '0 (Neoplasm Proteins)', '0 (RNA, Neoplasm)', '0APJ98UCLQ (oridonin)']",,,,,,,
2958963,NLM,MEDLINE,19871112,20171213,0300-8916 (Print) 0300-8916 (Linking),73,4,1987 Aug 31,Trisomy 21 in acute promyelocytic leukemia.,403-6,"['Singal, U', 'Shah-Reddy, I', 'Koppitch, F']","['Singal U', 'Shah-Reddy I', 'Koppitch F']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Tumori,Tumori,0111356,IM,"['Bone Marrow/pathology', 'Chromosome Aberrations', 'Down Syndrome/*complications', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged']",,1987/08/31 00:00,1987/08/31 00:01,['1987/08/31 00:00'],"['1987/08/31 00:00 [pubmed]', '1987/08/31 00:01 [medline]', '1987/08/31 00:00 [entrez]']",,ppublish,Tumori. 1987 Aug 31;73(4):403-6.,"We present a case of a 64-year-old male, diagnosed to have acute promyelocytic leukemia with trisomy 21. He came to the hospital with bleeding secondary to disseminated intravascular coagulation. Promyelocytes in the blood and bone marrow contained abundant, prominent azurophilic granules. Cytogenetic studies revealed trisomy 21. The karyotypic abnormality reverted back to normal 46,XY, pattern after chemotherapy. The typical morphologic and cytogenetic features of acute promyelocytic leukemia are briefly discussed.",,,,,"['Division of Hematology-Oncology, C.S. Mott Center, Detroit, Michigan.']",,,,
2958882,NLM,MEDLINE,19871109,20051116,0361-7742 (Print) 0361-7742 (Linking),246,,1987,"Chromosome changes in human malignancy, including the acute leukemias in Down syndrome.",57-73,"['Sandberg, A A']",['Sandberg AA'],['eng'],"['Journal Article', 'Review']",United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,IM,"['Chromosome Aberrations/genetics', 'Chromosome Disorders', 'Down Syndrome/*genetics', 'Humans', 'Leukemia/*genetics']",29,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1987;246:57-73.,,,,,,"['Roswell Park Memorial Institute, Buffalo, New York 14263.']",,,,
2958881,NLM,MEDLINE,19871109,20071115,0361-7742 (Print) 0361-7742 (Linking),246,,1987,Megakaryoblastic leukemia and Down's syndrome--a review.,33-56,"['Zipursky, A', 'Peeters, M', 'Poon, A']","['Zipursky A', 'Peeters M', 'Poon A']",['eng'],"['Journal Article', 'Review']",United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,IM,"['Down Syndrome/*complications/epidemiology', 'Humans', 'Leukemia, Megakaryoblastic, Acute/*complications/epidemiology']",53,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1987;246:33-56.,,,,,,"['Department of Pediatrics, Hospital for Sick Children.']",,,,
2958880,NLM,MEDLINE,19871109,20051116,0361-7742 (Print) 0361-7742 (Linking),246,,1987,Epidemiology of Down syndrome and childhood acute leukemia.,19-32,"['Robison, L L', 'Neglia, J P']","['Robison LL', 'Neglia JP']",['eng'],"['Journal Article', 'Review']",United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,IM,"['Acute Disease', 'Down Syndrome/*complications/epidemiology', 'Humans', 'Leukemia/*complications/epidemiology', 'Risk Factors']",51,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1987;246:19-32.,,,,,,"['Division of Pediatric Oncology, University of Minnesota Hospital and Clinic, Minneapolis 55455.']",,,,
2958877,NLM,MEDLINE,19871109,20041117,0361-7742 (Print) 0361-7742 (Linking),246,,1987,"Oncology and immunology of Down syndrome. Proceedings of the National Down Syndrome Society Symposium. New York, December 4 and 5, 1986.",1-242,,,['eng'],['Journal Article'],United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,IM,"['Down Syndrome/*complications/immunology', 'Humans', 'Leukemia/*complications']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1987;246:1-242.,,,,,,,,,,
2958876,NLM,MEDLINE,19871119,20131121,0361-7742 (Print) 0361-7742 (Linking),244,,1987,"Adoptive chemoimmunotherapy of murine leukemia: dissemination, survival, and function of helper T lymphocyte clones.",93-103,"['Bookman, M A', 'Groves, E S', 'Matis, L A']","['Bookman MA', 'Groves ES', 'Matis LA']",['eng'],['Journal Article'],United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,IM,"['Animals', 'Antigen-Presenting Cells/immunology', 'Antigens, Differentiation, T-Lymphocyte/analysis', 'Antigens, Neoplasm/immunology', 'Cell Survival', 'Clone Cells/immunology', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Hypersensitivity, Delayed', 'Immunity, Cellular', '*Immunization, Passive', 'Leukemia, Experimental/drug therapy/*therapy', 'Lymphocyte Activation', 'Mice', 'Retroviridae Proteins/immunology', '*Retroviridae Proteins, Oncogenic', 'T-Lymphocytes, Helper-Inducer/classification/*immunology', 'Viral Envelope Proteins/immunology']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1987;244:93-103.,,,"['0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Neoplasm)', '0 (Retroviridae Proteins)', '0 (Retroviridae Proteins, Oncogenic)', '0 (Viral Envelope Proteins)', '8N3DW7272P (Cyclophosphamide)']",,,"['Medicine Branch, National Cancer Institute, Bethesda, Maryland 20892.']",,,,
2958872,NLM,MEDLINE,19871119,20031114,0361-7742 (Print) 0361-7742 (Linking),244,,1987,Tumor-specific immunotherapy by active immunization with haptenic muramyl dipeptide derivative-coupled tumor cells.,335-44,"['Fujiwara, H', 'Shima, J', 'Sano, H', 'Kosugi, A', 'Nakajima, H', 'Hamaoka, T']","['Fujiwara H', 'Shima J', 'Sano H', 'Kosugi A', 'Nakajima H', 'Hamaoka T']",['eng'],['Journal Article'],United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,IM,"['Acetylmuramyl-Alanyl-Isoglutamine/*immunology', 'Animals', 'Antigens, Neoplasm/*immunology', 'BCG Vaccine/immunology', 'Haptens', 'Immunity, Cellular', 'Immunization', 'Immunotherapy/*methods', 'Leukemia, Experimental/pathology', 'Mice', 'Neoplasm Metastasis', 'Neoplasms, Experimental/*therapy', 'T-Lymphocytes, Helper-Inducer/immunology']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1987;244:335-44.,"The theoretical basis and practical manipulation of cellular collaboration mechanism responsible for enhanced induction of tumor-specific immunotherapeutic potential were reviewed. Enhanced generation of tumor-specific in vivo protective immunity could be obtained by immunizing tumor cells coupling highly immunogenic additional antigens to hosts in which helper T cell activity against these antigens is already induced. MDP haptens newly synthesized exhibited cross-reactivity with BCG and functioned as appropriate tumor cell-modifying reagents in BCG-sensitized individuals. With the use of these new MDP haptens, the above approach for enhanced tumor immunity was successfully applied to tumor-specific immunotherapy models. When tumor-bearing hosts had been sensitized to BCG, the growth of tumor cells in a solid tumor mass or in metastasized or disseminated form were effectively inhibited by active immunization with MDP hapten-modified tumor cells. Thus, these results reinforce the theoretical framework of the approach for enhanced induction of tumor immunity. The protocols which were developed in these studies also provide an effective maneuver for tumor-specific immunotherapy.",,"['0 (Antigens, Neoplasm)', '0 (BCG Vaccine)', '0 (Haptens)', '53678-77-6 (Acetylmuramyl-Alanyl-Isoglutamine)']",,,"['Department of Oncogenesis, Osaka University Medical School, Japan.']",,,,
2958868,NLM,MEDLINE,19871119,20131121,0361-7742 (Print) 0361-7742 (Linking),244,,1987,Effector mechanisms by which adoptively transferred T cells promote tumor eradication.,127-35,"['Greenberg, P D', 'Kern, D E', 'Jensen, M C', 'Klarnet, J P', 'Cheever, M A']","['Greenberg PD', 'Kern DE', 'Jensen MC', 'Klarnet JP', 'Cheever MA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,IM,"['Animals', 'Antigens, Differentiation, T-Lymphocyte/analysis', 'Antigens, Neoplasm/analysis', 'Combined Modality Therapy', 'Cyclophosphamide/therapeutic use', 'Cytotoxicity, Immunologic', 'Histocompatibility Antigens/immunology', '*Immunity, Cellular', '*Immunization, Passive', 'Interferon-gamma/therapeutic use', 'Leukemia, Erythroblastic, Acute/drug therapy/therapy', 'Leukemia, Experimental/drug therapy/*therapy', 'Macrophages/immunology', 'Mice', 'T-Lymphocytes/classification/*immunology', 'T-Lymphocytes, Helper-Inducer/immunology']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Prog Clin Biol Res. 1987;244:127-35.,,"['CA30558/CA/NCI NIH HHS/United States', 'CA33084/CA/NCI NIH HHS/United States']","['0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens)', '82115-62-6 (Interferon-gamma)', '8N3DW7272P (Cyclophosphamide)']",,,"['University of Washington, Division of Oncology, Seattle.']",,,,
2958848,NLM,MEDLINE,19871104,20190501,0027-8424 (Print) 0027-8424 (Linking),84,19,1987 Oct,An IgE-binding protein with a distinctive repetitive sequence and homology with an IgG receptor.,6859-63,"['Albrandt, K', 'Orida, N K', 'Liu, F T']","['Albrandt K', 'Orida NK', 'Liu FT']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Cell Line', 'Immunoglobulin E/*immunology', 'Immunoglobulin G/*immunology', 'Molecular Sequence Data', 'Receptors, Fc/*genetics', 'Receptors, IgE', 'Receptors, IgG', 'Repetitive Sequences, Nucleic Acid']",,1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",['10.1073/pnas.84.19.6859 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1987 Oct;84(19):6859-63. doi: 10.1073/pnas.84.19.6859.,"Proteins that bind IgE play important roles in both the synthesis and function of IgE are therefore intimately involved in IgE-mediated human allergic disorders. This report describes the structure of an IgE-binding protein, as predicted from sequencing a cDNA cloned from rat basophilic leukemia cells. This protein contains two domains: the amino-terminal domain (140 amino acids) consists of a highly conserved repetitive amino acid sequence, Tyr-Pro-Gly-Pro/Gln-Ala/Thr-Pro/Ala-Pro-Gly-Ala, whereas the carboxyl-terminal domain (122 amino acids) shares significant sequence homology with a domain of lymphocyte/macrophage receptor for the Fc portion of IgG. Other proteins with this type of structure but with affinity for other immunoglobulin isotypes may exist and may represent a heretofore unidentified component of the immune system.","['AI-19747/AI/NIAID NIH HHS/United States', 'AI-20958/AI/NIAID NIH HHS/United States']","['0 (Immunoglobulin G)', '0 (Receptors, Fc)', '0 (Receptors, IgE)', '0 (Receptors, IgG)', '37341-29-0 (Immunoglobulin E)']",['GENBANK/J02962'],PMC299184,"['Division of Molecular Biology, Medical Biology Institute, La Jolla, CA 92037.']",,,,
2958702,NLM,MEDLINE,19871120,20071115,0377-5038 (Print) 0377-5038 (Linking),33,3,1987 Jul-Sep,The value of the ultrastructural pattern of peroxidase and alpha-naphthyl acetate esterase for the diagnosis of acute promyelocytic leukemia.,223-6,"['Moldoveanu, E', 'Colita, A', 'Negoescu, A', 'Mandache, E']","['Moldoveanu E', 'Colita A', 'Negoescu A', 'Mandache E']",['eng'],['Journal Article'],Romania,Morphol Embryol (Bucur),Morphologie et embryologie,7512183,IM,"['Acute Disease', 'Humans', 'Leukemia, Lymphoid/*diagnosis/enzymology', 'Microscopy, Electron', 'Naphthol AS D Esterase/*analysis', 'Peroxidases/*analysis']",,1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",,ppublish,Morphol Embryol (Bucur). 1987 Jul-Sep;33(3):223-6.,,,"['EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Naphthol AS D Esterase)']",,,,,,,
2958611,NLM,MEDLINE,19871113,20190630,0022-3476 (Print) 0022-3476 (Linking),111,4,1987 Oct,Pharmacokinetics and toxicity of methotrexate in children with Down syndrome and acute lymphocytic leukemia.,606-12,"['Garre, M L', 'Relling, M V', 'Kalwinsky, D', 'Dodge, R', 'Crom, W R', 'Abromowitch, M', 'Pui, C H', 'Evans, W E']","['Garre ML', 'Relling MV', 'Kalwinsky D', 'Dodge R', 'Crom WR', 'Abromowitch M', 'Pui CH', 'Evans WE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Down Syndrome/complications/*metabolism', 'Humans', 'Leucovorin/administration & dosage', 'Leukemia, Lymphoid/complications/*drug therapy/metabolism', 'Methotrexate/adverse effects/*pharmacokinetics/therapeutic use']",,1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']","['S0022-3476(87)80131-2 [pii]', '10.1016/s0022-3476(87)80131-2 [doi]']",ppublish,J Pediatr. 1987 Oct;111(4):606-12. doi: 10.1016/s0022-3476(87)80131-2.,"Children with Down syndrome and acute lymphocytic leukemia (ALL) have poor tolerance to antineoplastic drugs, including methotrexate (MTX). We evaluated MTX pharmacokinetics and toxicity in five patients with Down syndrome and ALL who had received multiple high doses of MTX (1 g/m2). Three control patients without Down syndrome were matched to each case according to sex, race, age, and initial leukocyte count. Median MTX plasma concentrations, measured 42 hours after infusion, were significantly higher in patients with Down syndrome versus control patients (average 0.47 vs 0.24 mumol/L, respectively, P = 0.03). When a 42-hour MTX concentration of 0.5 mumol/L was used to identify patients at risk for toxicity, more courses were considered at high risk for toxicity among patients with Down syndrome (31 of 62, 50%) than in control patients (13 of 214, 6.1%, P less than 0.0001). The average MTX clearance was 64.1 mL/min/m2 in Down syndrome vs an average control value of 80.6 mL/min/m2 (P = 0.13). Toxicity after each high-dose MTX course was graded according to standardized criteria. Grades 2 through 4 gastrointestinal toxicity and grades 3 and 4 hematologic toxicity occurred more frequently in the patients with Down syndrome (36% and 13.4% of courses, respectively) vs the control patients (3.6% and 0.9% respectively, P less than 0.0001 for both). This higher frequency of toxicity occurred despite higher doses and prolonged duration of leucovorin given to all patients with Down syndrome. We conclude that altered MTX pharmacokinetics may contribute to the higher incidence of MTX-induced toxicity seen in patients with Down syndrome.","['CA20180/CA/NCI NIH HHS/United States', 'CA21765/CA/NCI NIH HHS/United States']","['Q573I9DVLP (Leucovorin)', 'YL5FZ2Y5U1 (Methotrexate)']",,,"[""Pharmaceutical Division, St. Jude Children's Research Hospital, Memphis, TN 38101.""]",,,,
