PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,RF,IP,PMC,AB
14081492,NLM,MEDLINE,19961201,20190616,0077-8923 (Print) 0077-8923 (Linking),108,1963 Nov 4,VIRAL TUMORS OF CHICKENS WITH PARTICULAR REFERENCE TO THE LEUKOSIS COMPLEX.,1057-85,"['BEARD, J W']",['BEARD JW'],['eng'],"['Journal Article', 'Review']",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,,OM,"['Animals', '*Avian Leukosis', '*Avian Leukosis Virus', '*Chickens', '*Meat', '*Neoplasms', '*Oncogenic Viruses', '*Poultry Diseases', '*Virus Diseases']",['NLM'],"['*AVIAN LEUKOSIS', '*AVIAN LEUKOSIS VIRUS', '*NEOPLASMS', '*ONCOGENIC VIRUSES', '*POULTRY DISEASES', '*REVIEW']",1963/11/04 00:00,1963/11/04 00:01,['1963/11/04 00:00'],"['1963/11/04 00:00 [pubmed]', '1963/11/04 00:01 [medline]', '1963/11/04 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1963 Nov 4;108:1057-85. doi: 10.1111/j.1749-6632.1963.tb13436.x.,['10.1111/j.1749-6632.1963.tb13436.x [doi]'],,0,,,
14081478,NLM,MEDLINE,19961201,20181201,0003-3871 (Print) 0003-3871 (Linking),8,1963 Jul-Sep,[DIFFUSE CHLOROMATOSIS. ANATOMOCLINICAL AND HEMATOLOGICAL ASPECTS OF A CASE].,503-14,"['FRUHLING, L', 'WEILL-BOUSSON, M', 'REVILLE, P', 'KEMPF, J']","['FRUHLING L', 'WEILL-BOUSSON M', 'REVILLE P', 'KEMPF J']",['fre'],['Journal Article'],France,Ann Anat Pathol (Paris),Annales d'anatomie pathologique,0370553,,OM,"['*Blood Coagulation Disorders', '*Bone Marrow Diseases', '*Geriatrics', 'Humans', '*Leukemia', '*Lymph Nodes', '*Pathology', '*Splenic Neoplasms', '*Tonsillar Neoplasms']",['NLM'],"['*BLOOD COAGULATION DISORDERS', '*BONE MARROW DISEASES', '*GERIATRICS', '*LEUCOSARCOMA', '*LEUKEMIA', '*LYMPH NODES', '*PATHOLOGY', '*SPLENIC NEOPLASMS', '*TONSILLAR NEOPLASMS']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Ann Anat Pathol (Paris). 1963 Jul-Sep;8:503-14.,,LA CHLOROMATOSE DIFFUSE. DISCUSSION D'UNE OBSERVATION ANATOMO-CLINIQUE ET H'EMATOLOGIQUE.,,,,
14081405,NLM,MEDLINE,19961201,20190716,0002-922X (Print) 0002-922X (Linking),106,1963 Oct,SERUM TRANSCORTIN LEVELS IN ACUTE LEUKEMIA.,381-7,"['BEIER, F R', 'LAHEY, M E', 'HEINER, D C']","['BEIER FR', 'LAHEY ME', 'HEINER DC']",['eng'],['Journal Article'],United States,Am J Dis Child,American journal of diseases of children (1960),0370471,"['0 (Adrenal Cortex Hormones)', '0 (Blood Proteins)', '0 (Transferrin)', '0 (gamma-Globulins)', '9010-38-2 (Transcortin)', 'EC 1.16.3.1 (Ceruloplasmin)']",OM,"['*Adrenal Cortex Hormones', '*Blood Proteins', '*Ceruloplasmin', 'Child', 'Female', 'Humans', '*Immunoelectrophoresis', 'Infant', 'Infant, Newborn', '*Leukemia', 'Pregnancy', '*Transcortin', '*Transferrin', '*gamma-Globulins']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*BLOOD PROTEINS', '*CERULOPLASMIN', '*CHILD', '*GAMMA GLOBULIN', '*IMMUNOELECTROPHORESIS', '*INFANT, NEWBORN', '*LEUKEMIA', '*PREGNANCY', '*TRANSCORTIN', '*TRANSFERRIN']",1963/10/01 00:00,1963/10/01 00:01,['1963/10/01 00:00'],"['1963/10/01 00:00 [pubmed]', '1963/10/01 00:01 [medline]', '1963/10/01 00:00 [entrez]']",ppublish,Am J Dis Child. 1963 Oct;106:381-7. doi: 10.1001/archpedi.1963.02080050383007.,['10.1001/archpedi.1963.02080050383007 [doi]'],,,,,
14081283,NLM,MEDLINE,19961201,20181201,0340-5338 (Print) 0340-5338 (Linking),10,1963 Nov 1,THE DUKE AND IVY METHODS FOR DETERMINATION OF THE BLEEDING TIME.,223-34,"['NILSSON, I M', 'MAGNUSSON, S', 'BORCHGREVINK, C']","['NILSSON IM', 'MAGNUSSON S', 'BORCHGREVINK C']",['eng'],['Journal Article'],Germany,Thromb Diath Haemorrh,Thrombosis et diathesis haemorrhagica,7608420,['9001-27-8 (Factor VIII)'],OM,"['*Anemia', '*Anemia, Hemolytic', '*Bleeding Time', '*Blood Coagulation Tests', '*Blood Platelet Disorders', 'Child', '*Factor VIII', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Multiple Myeloma', '*Thrombocytopenia', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*ANEMIA, HEMOLYTIC', '*BLOOD COAGULATION TESTS', '*BLOOD PLATELET DISORDERS', '*CHILD', '*FACTOR VIII', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*MACROGLOBULINEMIA', '*MULTIPLE MYELOMA', '*THROMBOPENIA']",1963/11/01 00:00,1963/11/01 00:01,['1963/11/01 00:00'],"['1963/11/01 00:00 [pubmed]', '1963/11/01 00:01 [medline]', '1963/11/01 00:00 [entrez]']",ppublish,Thromb Diath Haemorrh. 1963 Nov 1;10:223-34.,,,,,,
14081104,NLM,MEDLINE,19961201,20181201,0028-8446 (Print) 0028-8446 (Linking),62,1963 Nov,CHRONIC LYMPHATIC LEUKAEMIA AND ITS MANAGEMENT.,544-55,"['ADAMS, J L']",['ADAMS JL'],['eng'],['Journal Article'],New Zealand,N Z Med J,The New Zealand medical journal,0401067,"['0 (Adrenal Cortex Hormones)', '0 (Mustard Compounds)', '18D0SL7309 (Chlorambucil)', '50D9XSG0VR (Mechlorethamine)']",OM,"['*Adrenal Cortex Hormones', '*Chlorambucil', '*Geriatrics', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Mechlorethamine', '*Mustard Compounds']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*CHLORAMBUCIL', '*GERIATRICS', '*LEUKEMIA, LYMPHOCYTIC', '*MECHLORETHAMINE', '*MUSTARD COMPOUNDS']",1963/11/01 00:00,1963/11/01 00:01,['1963/11/01 00:00'],"['1963/11/01 00:00 [pubmed]', '1963/11/01 00:01 [medline]', '1963/11/01 00:00 [entrez]']",ppublish,N Z Med J. 1963 Nov;62:544-55.,,,,,,
14080843,NLM,MEDLINE,19961201,20181201,0022-8699 (Print) 0022-8699 (Linking),64,1963 Nov,"LYMPHOMA: A GEOGRAPHICAL STUDY OF LEUKEMIA AND LYMPHOMA IN KANSAS, 1950-1959.",477-82,"['MARTIN, D C', 'LARSEN, W E', 'ROTH, A', 'WERBER, A A', 'CHIN, T D']","['MARTIN DC', 'LARSEN WE', 'ROTH A', 'WERBER AA', 'CHIN TD']",['eng'],['Journal Article'],United States,J Kans Med Soc,The Journal of the Kansas Medical Society,7505612,,OM,"['Humans', 'Kansas', '*Leukemia', '*Lymphoma', '*Vital Statistics']",['NLM'],"['*KANSAS', '*LEUKEMIA', '*LYMPHOMA', '*VITAL STATISTICS']",1963/11/01 00:00,1963/11/01 00:01,['1963/11/01 00:00'],"['1963/11/01 00:00 [pubmed]', '1963/11/01 00:01 [medline]', '1963/11/01 00:00 [entrez]']",ppublish,J Kans Med Soc. 1963 Nov;64:477-82.,,,,,,
14080578,NLM,MEDLINE,19961201,20181201,0007-1285 (Print) 0007-1285 (Linking),36,1963 Nov,LYMPHOCYTES.,785-94,"['LOUTIT, J F']",['LOUTIT JF'],['eng'],['Journal Article'],England,Br J Radiol,The British journal of radiology,0373125,,OM,"['*Allergy and Immunology', '*Anatomy', '*Histology', '*Leukemia', '*Lymphatic System', '*Lymphocytes', 'Mice', '*Physiology', '*Radiation Injuries', '*Radiation Injuries, Experimental', 'Rats', '*Research', '*Thymus Gland']",['NLM'],"['*ANATOMY', '*EXPERIMENTAL LAB STUDY', '*HISTOLOGY', '*IMMUNOLOGY', '*LEUKEMIA', '*LYMPHATIC SYSTEM', '*LYMPHOCYTES', '*MICE', '*PHYSIOLOGY', '*RADIATION INJURY, EXPERIMENTAL', '*RATS', '*THYMUS GLAND']",1963/11/01 00:00,1963/11/01 00:01,['1963/11/01 00:00'],"['1963/11/01 00:00 [pubmed]', '1963/11/01 00:01 [medline]', '1963/11/01 00:00 [entrez]']",ppublish,Br J Radiol. 1963 Nov;36:785-94. doi: 10.1259/0007-1285-36-431-785.,['10.1259/0007-1285-36-431-785 [doi]'],,,,,
14080481,NLM,MEDLINE,19961201,20190910,0365-5555 (Print) 0365-5555 (Linking),59,1963,STUDIES ON THE POSSIBLE ANTI-NEOPLASTIC EFFECT OF THALIDOMIDE.,491-9,"['BACH, A', 'BICHEL, J', 'HEJGAARD, J J']","['BACH A', 'BICHEL J', 'HEJGAARD JJ']",['eng'],['Journal Article'],Denmark,Acta Pathol Microbiol Scand,Acta pathologica et microbiologica Scandinavica,7508471,"['0 (Antineoplastic Agents)', '4Z8R6ORS6L (Thalidomide)']",OM,"['*Adenocarcinoma', '*Antineoplastic Agents', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Neoplasms', '*Neoplasms, Experimental', '*Pharmacology', '*Research', '*Thalidomide']",['NLM'],"['*ADENOCARCINOMA', '*ANTINEOPLASTIC AGENTS', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*NEOPLASMS, EXPERIMENTAL', '*PHARMACOLOGY', '*THALIDOMIDE']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Acta Pathol Microbiol Scand. 1963;59:491-9. doi: 10.1111/j.1699-0463.1963.tb01251.x.,['10.1111/j.1699-0463.1963.tb01251.x [doi]'],,,,,
14079811,NLM,MEDLINE,19961201,20181201,0025-729X (Print) 0025-729X (Linking),2,1963 Nov 2,LEUKAEMIA--REMISSION OR CURE?,755,"['LAST, P M']",['LAST PM'],['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,,OM,"['Humans', '*Leukemia']",,,1963/11/02 00:00,1963/11/02 00:01,['1963/11/02 00:00'],"['1963/11/02 00:00 [pubmed]', '1963/11/02 00:01 [medline]', '1963/11/02 00:00 [entrez]']",ppublish,Med J Aust. 1963 Nov 2;2:755.,,,,,,
14079345,NLM,MEDLINE,19961201,20181201,0430-2494 (Print),22,1963 Nov-Dec,ANTITUMOR EFFECT OF ANTIBIOTIC OLIVOMYCIN.,1238-40,"['SHORIN, V A', 'ROSSOLIMO, O K', 'STANISLAVSKAYA, M S', 'BLYUMBERG, N A', 'FILIPPOSYAN, S T', 'LEPESHKINA, G N']","['SHORIN VA', 'ROSSOLIMO OK', 'STANISLAVSKAYA MS', 'BLYUMBERG NA', 'FILIPPOSYAN ST', 'LEPESHKINA GN']",['eng'],['Journal Article'],United States,Fed Proc Transl Suppl,Federation proceedings. Translation supplement; selected translations from medical-related science,16920890R,"['0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)', '44003517D1 (Olivomycins)']",OM,"['Animals', '*Anti-Bacterial Agents', '*Antineoplastic Agents', '*Carcinoma, Ehrlich Tumor', '*Leukemia', '*Leukemia, Experimental', '*Leukemia, Myeloid', '*Lymphoma', '*Lymphoma, Non-Hodgkin', 'Mice', '*Neoplasms', '*Neoplasms, Experimental', '*Olivomycins', '*Research', '*Sarcoma 180']",['NLM'],"['*ANTIBIOTICS', '*ANTINEOPLASTIC AGENTS', '*CARCINOMA, EHRLICH TUMOR', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*LEUKEMIA, MYELOCYTIC', '*LYMPHOSARCOMA', '*MICE', '*NEOPLASMS, EXPERIMENTAL', '*SARCOMA 180, CROCKER']",1963/11/01 00:00,1963/11/01 00:01,['1963/11/01 00:00'],"['1963/11/01 00:00 [pubmed]', '1963/11/01 00:01 [medline]', '1963/11/01 00:00 [entrez]']",ppublish,Fed Proc Transl Suppl. 1963 Nov-Dec;22:1238-40.,,,,,,
14079300,NLM,MEDLINE,19961201,20181201,0430-2494 (Print),22,1963 Nov-Dec,GLYCOGEN CONTENT AND METABOLISM IN NORMAL AND LEUKEMIC HUMAN LEUKOCYTES.,1058-62,"['LUGANOVA, I S', 'SEITS, I F']","['LUGANOVA IS', 'SEITS IF']",['eng'],['Journal Article'],United States,Fed Proc Transl Suppl,Federation proceedings. Translation supplement; selected translations from medical-related science,16920890R,"['0 (Acetates)', '0 (Anticoagulants)', '0 (Borates)', '0 (Diphosphates)', '0 (Insulin)', '0 (Lactates)', '9005-49-6 (Heparin)', '9005-79-2 (Glycogen)', 'Q80VPU408O (Fluorides)']",OM,"['*Acetates', '*Anticoagulants', '*Borates', '*Carbohydrate Metabolism', '*Diphosphates', '*Fluorides', '*Glycogen', '*Heparin', 'Humans', '*Insulin', '*Lactates', '*Leukemia', '*Leukocytes', '*Metabolism', '*Polycythemia', '*Primary Myelofibrosis']",['NLM'],"['*ACETATES', '*ANTICOAGULANTS', '*BORATES', '*CARBOHYDRATE METABOLISM', '*FLUORIDES', '*GLYCOGEN', '*HEPARIN', '*INSULIN', '*LACTATES', '*LEUKEMIA', '*LEUKOCYTES', '*METABOLISM', '*MYELOID METAPLASIA', '*POLYCYTHEMIA', '*PYROPHOSPHATES']",1963/11/01 00:00,1963/11/01 00:01,['1963/11/01 00:00'],"['1963/11/01 00:00 [pubmed]', '1963/11/01 00:01 [medline]', '1963/11/01 00:00 [entrez]']",ppublish,Fed Proc Transl Suppl. 1963 Nov-Dec;22:1058-62.,,,,,,
14079222,NLM,MEDLINE,19961201,20190901,0009-9201 (Print) 0009-9201 (Linking),30,1963 Dec,THE PROBLEM OF PREGNANCY FOLLOWING PREVIOUS MALIGNANCY.,1026-36,"['RANDALL, C L']",['RANDALL CL'],['eng'],['Journal Article'],United States,Clin Obstet Gynecol,Clinical obstetrics and gynecology,0070014,,OM,"['*Allergy and Immunology', 'Female', '*Genital Neoplasms, Female', 'Humans', '*Leukemia', '*Neoplasms', 'Pregnancy', '*Pregnancy Complications', 'Prognosis']",['NLM'],"['*GYNECOLOGIC NEOPLASMS', '*IMMUNOLOGY', '*LEUKEMIA', '*NEOPLASMS', '*PREGNANCY', '*PREGNANCY COMPLICATIONS', '*PROGNOSIS']",1963/12/01 00:00,1963/12/01 00:01,['1963/12/01 00:00'],"['1963/12/01 00:00 [pubmed]', '1963/12/01 00:01 [medline]', '1963/12/01 00:00 [entrez]']",ppublish,Clin Obstet Gynecol. 1963 Dec;30:1026-36. doi: 10.1097/00003081-196312000-00020.,['10.1097/00003081-196312000-00020 [doi]'],,,,,
14079209,NLM,MEDLINE,19961201,20190922,0009-8787 (Print) 0009-8787 (Linking),30,1963 Oct,AN EXTRA ABNORMAL CHROMOSOME IN A CHILD WITH MONGOLISM AND ACUTE MYELOBLASTIC LEUKEMIA. REPORT OF A CASE.,215-24,"['MERCER, R D', 'KELLER, M K', 'LONSDALE, D']","['MERCER RD', 'KELLER MK', 'LONSDALE D']",['eng'],['Journal Article'],United States,Cleve Clin Q,Cleveland Clinic quarterly,0373162,,OM,"['Child', '*Chromosome Aberrations', '*Chromosome Disorders', '*Chromosomes', '*Down Syndrome', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute']",['NLM'],"['*CHROMOSOME ABNORMALITIES', '*INFANT', '*LEUKEMIA, MYELOCYTIC', '*MONGOLISM']",1963/10/01 00:00,1963/10/01 00:01,['1963/10/01 00:00'],"['1963/10/01 00:00 [pubmed]', '1963/10/01 00:01 [medline]', '1963/10/01 00:00 [entrez]']",ppublish,Cleve Clin Q. 1963 Oct;30:215-24. doi: 10.3949/ccjm.30.4.215.,['10.3949/ccjm.30.4.215 [doi]'],,,,,
14079105,NLM,MEDLINE,19961201,20181201,,70,1963 Jul-Aug,[PINKUS' FOLLICULAR MUCINOSIS WITH MALIGNANT RETICULOSIS].,500-1,"['VERMENOUZE, P', 'STEPHANOPOLI, J']","['VERMENOUZE P', 'STEPHANOPOLI J']",['fre'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,"['Reticuloendotheliosis, X-linked']",OM,"['*Dermatology', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma, Extranodal NK-T-Cell', '*Mucinosis, Follicular', '*Severe Combined Immunodeficiency']",['NLM'],"['*DERMATOLOGY', '*RETICULOENDOTHELIOSIS']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1963 Jul-Aug;70:500-1.,,MUCINOSE FOLLICULAIRE DE PINKUS AVEC R'ETICULOSE MALIGNE.,,,,
14079049,NLM,MEDLINE,19961201,20181201,,70,1963 Jul-Aug,[TRIAL OF TREATMENT OF SEVERAL DERMATOSES WITH BETAMETHASONE].,330-4,"['BUREAU, Y', 'BARRIERE, H', 'LITOUX, P', 'BUREAU, L']","['BUREAU Y', 'BARRIERE H', 'LITOUX P', 'BUREAU L']",['fre'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,"['9842X06Q6M (Betamethasone)', 'Reticuloendotheliosis, X-linked']",OM,"['*Arthritis', '*Betamethasone', '*Breast Neoplasms', '*Dermatitis', '*Dermatitis Herpetiformis', '*Dermatitis, Contact', '*Dermatitis, Exfoliative', '*Dermatology', '*Eczema', '*Eczema, Dyshidrotic', '*Erythema Multiforme', '*Genetic Diseases, X-Linked', '*Giant Cell Tumors', '*Hemangioma', '*Histiocytoma, Benign Fibrous', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Photosensitivity Disorders', '*Psoriasis', '*Purpura', '*Scleroderma, Systemic', '*Severe Combined Immunodeficiency', '*Skin Neoplasms', '*Stevens-Johnson Syndrome']",['NLM'],"['*ANGIOMA, SCLEROSING', '*ARTHRITIS', '*BETAMETHASONE', '*BREAST NEOPLASMS', '*DERMATITIS HERPETIFORMIS', '*DERMATITIS, CONTACT', '*DERMATOLOGY', '*ECZEMA', '*ERYTHEMA MULTIFORME', '*ERYTHRODERMA', '*GIANT CELL TUMORS', '*PHOTOSENSITIZATION', '*POMPHOLYX', '*PSORIASIS', '*PURPURA', '*RETICULOENDOTHELIOSIS', '*SCLERODERMA', '*SKIN NEOPLASMS', '*STEVENS-JOHNSON SYNDROME']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1963 Jul-Aug;70:330-4.,,ESSAI DE TRAITEMENT DE QUELQUES DERMATOSES PAR LA B ETAM'ETHASONE.,,,,
14079048,NLM,MEDLINE,19961201,20181201,,70,1963 Jul-Aug,[BETAMETHASONE IN DERMATOLOGY].,325-30,"['GARNIER, G']",['GARNIER G'],['fre'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,"['9842X06Q6M (Betamethasone)', 'Reticuloendotheliosis, X-linked']",OM,"['*Betamethasone', '*Dermatitis', '*Dermatitis Herpetiformis', '*Dermatitis, Atopic', '*Dermatitis, Contact', '*Dermatology', '*Epidermolysis Bullosa', '*Erythema', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lichen Planus', '*Lymphatic Diseases', '*Pemphigus', '*Pruritus Ani', '*Psoriasis', '*Scleroderma, Systemic', '*Severe Combined Immunodeficiency', '*Urticaria']",['NLM'],"['*BETAMETHASONE', '*DERMATITIS HERPETIFORMIS', '*DERMATITIS, ATOPIC', '*DERMATITIS, CONTACT', '*DERMATOLOGY', '*EPIDERMOLYSIS BULLOSA', '*ERYTHEMA', '*LICHEN PLANUS', '*PEMPHIGUS', '*PRURITUS ANI', '*PSORIASIS', '*RETICULOENDOTHELIOSIS', '*SCLERODERMA', '*URTICARIA']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1963 Jul-Aug;70:325-30.,,LA B ETAM'ETHASONE EN DERMATOLOGIE.,,,,
14079032,NLM,MEDLINE,19961201,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1964 Feb 8,"CANCER IN AN AFRICAN COMMUNITY, 1897--1956. AN ANALYSIS OF THE RECORDS OF MENGO HOSPITAL, KAMPALA, UGANDA. 2.",336-41,"['DAVIES, J N', 'ELMES, S', 'HUTT, M S', 'MTIMAVALYE, L A', 'OWOR, R', 'SHAPER, L']","['DAVIES JN', 'ELMES S', 'HUTT MS', 'MTIMAVALYE LA', 'OWOR R', 'SHAPER L']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,OM,"['*Abdominal Neoplasms', 'Adolescent', '*Bone Neoplasms', '*Burkitt Lymphoma', 'Child', '*Eye Neoplasms', '*Facial Neoplasms', 'Female', '*Gastrointestinal Neoplasms', '*Genital Neoplasms, Female', 'Humans', '*Leukemia', '*Lymphatic Metastasis', '*Lymphoma', 'Male', '*Mouth Neoplasms', 'Neoplasms/*epidemiology', '*Orbital Neoplasms', '*Penile Neoplasms', '*Plasmacytoma', '*Skin Neoplasms', 'Uganda']",['NLM'],"['*ABDOMINAL NEOPLASMS', '*ADOLESCENCE', '*BONE NEOPLASMS', ""*BURKITT'S LYMPHOMA"", '*CHILD', '*EYE NEOPLASMS', '*FACIAL NEOPLASMS', '*GASTROINTESTINAL NEOPLASMS', '*GYNECOLOGIC NEOPLASMS', '*LEUKEMIA', '*LYMPHATIC METASTASIS', '*LYMPHOMA', '*MOUTH NEOPLASMS', '*NEOPLASM STATISTICS', '*ORBITAL NEOPLASMS', '*PENILE NEOPLASMS', '*PLASMACYTOMA', '*SKIN NEOPLASMS', '*UGANDA']",1964/02/08 00:00,1964/02/08 00:01,['1964/02/08 00:00'],"['1964/02/08 00:00 [pubmed]', '1964/02/08 00:01 [medline]', '1964/02/08 00:00 [entrez]']",ppublish,Br Med J. 1964 Feb 8;1(5379):336-41. doi: 10.1136/bmj.1.5379.336.,['10.1136/bmj.1.5379.336 [doi]'],,,5379,PMC1812663,
14078988,NLM,MEDLINE,19961201,20211203,0006-4971 (Print) 0006-4971 (Linking),22,1963 Nov,EOSINOPHILIC LEUKEMIA PRESENTING WITH ERYTHROCYTOSIS.,639-45,"['THOMAS, J R']",['THOMAS JR'],['eng'],['Journal Article'],United States,Blood,Blood,7603509,['G1LN9045DK (Busulfan)'],OM,"['*Blacks', '*Bone Marrow Diseases', '*Busulfan', '*Eosinophilia', '*Erythrocytes', 'Humans', '*Hypereosinophilic Syndrome', '*Leukemia', '*Polycythemia']",['NLM'],"['*BONE MARROW DISEASES', '*BUSULFAN', '*EOSINOPHILIA', '*ERYTHROCYTES', '*LEUKEMIA', '*NEGROES']",1963/11/01 00:00,1963/11/01 00:01,['1963/11/01 00:00'],"['1963/11/01 00:00 [pubmed]', '1963/11/01 00:01 [medline]', '1963/11/01 00:00 [entrez]']",ppublish,Blood. 1963 Nov;22:639-45.,,,,,,
14078837,NLM,MEDLINE,19961201,20190916,0003-9012 (Print) 0003-9012 (Linking),13,1963 Aug 26,FURTHER OBSERVATIONS ON THE BEHAVIOR OF THE CELLS IN MURINE LCM.,452-69,"['TRAUB, E', 'KESTING, F']","['TRAUB E', 'KESTING F']",['eng'],['Journal Article'],Austria,Arch Gesamte Virusforsch,Archiv fur die gesamte Virusforschung,7506868,['0 (Culture Media)'],OM,"['Animals', '*Complement Fixation Tests', '*Culture Media', '*Leukemia', '*Leukemia, Experimental', '*Lymph Nodes', '*Lymphocytes', '*Lymphocytic Choriomeningitis', 'Mice', '*Research', '*Reticulocytes', '*Virus Cultivation']",['NLM'],"['*COMPLEMENT FIXATION TESTS', '*CULTURE MEDIA', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*LYMPH NODES', '*LYMPHOCYTES', '*LYMPHOCYTIC CHORIOMENINGITIS', '*MICE', '*RETICULOCYTES', '*VIRUS CULTIVATION']",1963/08/26 00:00,1963/08/26 00:01,['1963/08/26 00:00'],"['1963/08/26 00:00 [pubmed]', '1963/08/26 00:01 [medline]', '1963/08/26 00:00 [entrez]']",ppublish,Arch Gesamte Virusforsch. 1963 Aug 26;13:452-69. doi: 10.1007/BF01267789.,['10.1007/BF01267789 [doi]'],,,,,
14078788,NLM,MEDLINE,19961201,20181201,0003-4460 (Print) 0003-4460 (Linking),2,1963 Jul-Aug,[CHROMOSOME ABERRATIONS].,1029-60,"['GILGENKRANTZ, S', 'OLIVE, D', 'PIERSON, M']","['GILGENKRANTZ S', 'OLIVE D', 'PIERSON M']",['fre'],['Journal Article'],France,Ann Med Nancy,Annales medicales de Nancy,0372333,,OM,"['*Angiomatosis', '*Arachnodactyly', '*Chromosome Aberrations', '*Chromosome Disorders', '*Congenital Abnormalities', '*Down Syndrome', '*Heart Defects, Congenital', 'Humans', '*Klinefelter Syndrome', '*Leukemia', '*Marfan Syndrome', '*Radiation Genetics', '*Sex Chromatin', '*Turner Syndrome']",['NLM'],"['*ABNORMALITIES', '*ANGIOMATOSIS', '*ARACHNODACTYLY', '*CHROMOSOME ABNORMALITIES', '*HEART DEFECTS, CONGENITAL', ""*KLINEFELTER'S SYNDROME"", '*LEUKEMIA', '*MONGOLISM', '*RADIATION GENETICS', '*SEX CHROMATIN', ""*TURNER'S SYNDROME""]",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Ann Med Nancy. 1963 Jul-Aug;2:1029-60.,,LES ABERRATIONS CHROMOSOMIQUES.,,,,
