PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,AD,GR,RN,AID,CIN,EIN,TT,PMC,SI,OID,OAB,OABL,OTO,OT,GN
3324980,NLM,MEDLINE,19880321,20061115,0395-501X (Print) 0395-501X (Linking),35,3,1987,[Sweet's syndrome and myeloid leukemia. Apropos of a case].,137-42,"['Zafisaona, G', 'Kermarec, J', 'Raybaud, H']","['Zafisaona G', 'Kermarec J', 'Raybaud H']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",France,Arch Anat Cytol Pathol,Archives d'anatomie et de cytologie pathologiques,7609770,IM,"['Acute Disease', 'Adult', 'Female', 'Fever/*complications', 'Humans', 'Leukemia, Myeloid/*complications', '*Neutrophils', 'Skin Diseases/*complications/pathology', 'Syndrome']",45,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Arch Anat Cytol Pathol. 1987;35(3):137-42.,,,,,,,,Syndrome de Sweet et leucemie myeloide. A propos d'un cas.,,,,,,,,
3324897,NLM,MEDLINE,19880315,20071115,0151-9638 (Print) 0151-9638 (Linking),114,10,1987,[The problem of a lymphocytic infiltration of the skin of non-specific appearance].,1285-7,"['Heid, E', 'Grosshans, E']","['Heid E', 'Grosshans E']",['fre'],['Journal Article'],France,Ann Dermatol Venereol,Annales de dermatologie et de venereologie,7702013,IM,"['Diagnosis, Differential', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/pathology', '*Lymphocytes', 'Skin/*pathology', 'Skin Neoplasms/pathology']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Ann Dermatol Venereol. 1987;114(10):1285-7.,,"['Clinique Dermatologique, Hospices Civils, Strasbourg.']",,,,,,Le probleme d'une infiltration lymphocytaire dermique en apparence non specifique.,,,,,,,,
3324609,NLM,MEDLINE,19880314,20071115,0001-5814 (Print) 0001-5814 (Linking),18,1-2,1987 Jan-Jun,[Megakaryoblastic leukemia--theories and controversies].,83-8,"['Nowakowski, A']",['Nowakowski A'],['pol'],"['Journal Article', 'Review']",Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,IM,"['Blast Crisis/*pathology', 'Cell Division', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Megakaryoblastic, Acute/etiology/*pathology', 'Leukemia, Myeloid, Acute/pathology', 'Male', 'Megakaryocytes/*pathology']",41,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Acta Haematol Pol. 1987 Jan-Jun;18(1-2):83-8.,,,,,,,,Ostra bialaczka megakarioblastyczna--poglady i kontrowersje.,,,,,,,,
3324416,NLM,MEDLINE,19880311,20071115,0041-5782 (Print) 0041-5782 (Linking),149,29,1987 Jul 13,[Acute myeloid leukemia].,1959-60,"['Mork Hansen, M']",['Mork Hansen M'],['dan'],['Letter'],Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,IM,"['Bone Marrow Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/*therapy']",,1987/07/13 00:00,1987/07/13 00:01,['1987/07/13 00:00'],"['1987/07/13 00:00 [pubmed]', '1987/07/13 00:01 [medline]', '1987/07/13 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1987 Jul 13;149(29):1959-60.,,,,,,,,Akut myeloid leukaemi.,,,,,,,,
3324409,NLM,MEDLINE,19880322,20171213,0300-8916 (Print) 0300-8916 (Linking),73,6,1987 Dec 31,Chronic lymphocytic leukemia (B-cell) in the course of polycythemia vera. Description of a case with an unusual chromosomic anomaly.,639-43,"['Carulli, G', 'Marini, A', 'Baicchi, U', 'Simi, P', 'Papineschi, F', 'Ambrogi, F']","['Carulli G', 'Marini A', 'Baicchi U', 'Simi P', 'Papineschi F', 'Ambrogi F']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Tumori,Tumori,0111356,IM,"['Aged', 'B-Lymphocytes', '*Chromosome Aberrations', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Male', 'Polycythemia Vera/*complications']",34,1987/12/31 00:00,1987/12/31 00:01,['1987/12/31 00:00'],"['1987/12/31 00:00 [pubmed]', '1987/12/31 00:01 [medline]', '1987/12/31 00:00 [entrez]']",ppublish,Tumori. 1987 Dec 31;73(6):639-43.,"The present paper describes the case of a patient who developed a B-cell chronic lymphocytic leukemia (B-CLL) 15 months after the diagnosis of polycythemia vera, which had been treated only with phlebotomies. In spite of lymphocytosis and the clinical signs and symptoms of leukemia, the patient exhibited at the same time presumptive elements of polycythemia (high LAP index levels, a high number of neutrophils). Cytogenetic investigations, carried out after the appearance of B-CLL, revealed the presence of an unusual abnormality (18 p+) both in bone marrow not stimulated by mitogens and in PWM-stimulated circulating lymphocytes. This case, which is the ninth of its kind described in the literature, offers some interesting observations about the association between myeloproliferative and lymphoproliferative syndromes.","['Medical Clinic I, University of Pisa, Italy.']",,,,,,,,,,,,,,
3324406,NLM,MEDLINE,19880304,20191027,0165-6090 (Print) 0165-6090 (Linking),10,1-2,1987,Fetal liver transplantation in aplastic anemia and leukemia.,89-94,"['Gale, R P']",['Gale RP'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Thymus,Thymus,8009032,IM,"['Anemia, Aplastic/*therapy', 'Fetus', 'HLA Antigens/analysis', 'Histocompatibility Testing', 'Humans', 'Leukemia/*therapy', 'Liver/embryology', '*Liver Transplantation']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Thymus. 1987;10(1-2):89-94. doi: 10.1007/978-94-009-3365-1_9.,"This study reviews results of fetal liver transplantation in hematologic disorders including aplastic anemia, leukemia and thalassemia. One hundred and twenty two patients received transplants for aplastic anemia; engraftment was reported in 4 patients; graft-versus-host disease (GvHD) did not occur. Complete and partial responses were reported in one-half of patients, the majority of whom had no evidence of engraftment. Thirty-nine patients received transplants for leukemia. Transient engraftment was reported in 40% and two developed GvHD; survival extended to more than 2 years. The higher rate of engraftment in patients with leukemia suggests a role of pretransplant immune suppression. The risk of GvHD appears to be low despite complete HLA-mismatching. These data suggest a possible role for fetal liver transplantation in man. Future studies should probably be based on preclinical data obtained in large animal models.","['Department of Medicine, UCLA School of Medicine 90024.']",['CA 23175/CA/NCI NIH HHS/United States'],['0 (HLA Antigens)'],['10.1007/978-94-009-3365-1_9 [doi]'],,,,,,,,,,,
3324403,NLM,MEDLINE,19880304,20191027,0165-6090 (Print) 0165-6090 (Linking),10,1-2,1987,A comparison between ALG and bone marrow transplantation in treatment of severe aplastic anemia.,147-58,"['Speck, B', 'Gratwohl, A', 'Nissen, C', 'Osterwalder, B', 'Wursch, A', 'Tichelli, A', 'Lori, A', 'Reusser, P', 'Jeannet, M', 'Signer, E']","['Speck B', 'Gratwohl A', 'Nissen C', 'Osterwalder B', 'Wursch A', 'Tichelli A', 'Lori A', 'Reusser P', 'Jeannet M', 'Signer E']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Thymus,Thymus,8009032,IM,"['Anemia, Aplastic/blood/immunology/*therapy', 'Antilymphocyte Serum/*therapeutic use', '*Bone Marrow Transplantation', 'Follow-Up Studies', 'HLA Antigens/analysis', 'Hemoglobins/analysis', 'Histocompatibility Testing', 'Humans', 'Leukocyte Count', 'Platelet Count', 'Prospective Studies']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Thymus. 1987;10(1-2):147-58. doi: 10.1007/978-94-009-3365-1_17.,"One hundred patients with severe aplastic anemia were treated and evaluated in a prospective study at our hospital between January 1976 and October 1983. 28 patients had a HLA-identical sibling donor and were treated with bone marrow transplantation. 72 patients without a HLA-identical sibling donor were given antilymphocyte globulin followed by oral low dose androgen therapy. One and a half years to nine years after treatment 13 patients (46%) survive in the transplant group and 53 patients (74%) survive in the second group. All except one in the second group have self-sustaining hematopoiesis without need for transfusions. There is one major difference between the two therapies. Marrow transplantation restores bone marrow function completely and no late hematological complications have been seen in this group. The majority of patients treated with antilymphocyte globulin in contrast have residual abnormalities of hemopoiesis: macrocytosis, mild granulocytopenia and mild thrombocytopenia. Relapse (11 of 72 patients) and clonal hematological disorders, such as paroxysmal nocturnal hemoglobinuria (4 patients) and leukemia (one patient) can occur years after complete bone marrow reconstitution with antilymphocyte globulin. These late disorders are of concern. In spite of this we conclude that antilymphocyte globulin treatment is an effective therapy with low early mortality and morbidity and a high chance for a long sustained remission. Results are better or at least equivalent to bone marrow transplantation and patients with donors should be given the option of transplantation or antilymphocyte globulin.","['Department of Internal Medicine, Kantonsspital, University of Basel, Switzerland.']",,"['0 (Antilymphocyte Serum)', '0 (HLA Antigens)', '0 (Hemoglobins)']",['10.1007/978-94-009-3365-1_17 [doi]'],,,,,,,,,,,
3324402,NLM,MEDLINE,19880304,20191027,0165-6090 (Print) 0165-6090 (Linking),10,1-2,1987,HLA status following fetal liver transplantation in aplastic anaemia and acute myeloid leukaemia.,131-6,"['Mehra, N K', 'Taneja, V', 'Jhinghon, B', 'Chaudhuri, T', 'Sharma, S', 'Kochupillai, V']","['Mehra NK', 'Taneja V', 'Jhinghon B', 'Chaudhuri T', 'Sharma S', 'Kochupillai V']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Thymus,Thymus,8009032,IM,"['Anemia, Aplastic/immunology/*therapy', 'Fetus/immunology', 'HLA Antigens/*analysis', 'Humans', 'Leukemia, Myeloid, Acute/immunology/*therapy', 'Liver/embryology', '*Liver Transplantation', 'Lymphocytes/immunology', 'Spleen/immunology', 'Thymus Gland/immunology']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Thymus. 1987;10(1-2):131-6. doi: 10.1007/978-94-009-3365-1_15.,"Fetal liver infusion (FLI) was tried as an alternate mode of therapy in 40 patients with aplastic anaemia and in 16 patients with acute myeloid leukaemia. The fetal HLA typing carried out on spleen and thymus cells revealed that, while it was more difficult to HLA type the thymus than the spleen cells, 'full house' antigens could be determined only in fetuses of 18 weeks or older. No special effort was made to transfuse HLA- matched or partially matched donor cells into the recipient. The recipients were HLA typed at varying time intervals following FLI in an attempt to document a possible chimerism. None of the patients revealed a 'shift' in their HLA antigen profile and there was no evidence of any donor cell engraftment. No relationship between the HLA match of donor and recipient, and the general condition, the prognosis or the total survival of the patient was evidenced. These data indicate that, even though fetal liver cells express HLA antigens, these cells are functionally incompetent to cause an apparent graft-versus-host disease in the host.","['Department of Anatomy, All India Institute of Medical Sciences, New Delhi.']",,['0 (HLA Antigens)'],['10.1007/978-94-009-3365-1_15 [doi]'],,,,,,,,,,,
3324400,NLM,MEDLINE,19880304,20191027,0165-6090 (Print) 0165-6090 (Linking),10,1-2,1987,Fetal liver infusion in acute myelogenous leukaemia.,117-24,"['Kochupillai, V', 'Sharma, S', 'Francis, S', 'Nanu, A', 'Verma, I C', 'Dua, H', 'Kumar, L', 'Aggarwal, S', 'Singh, S']","['Kochupillai V', 'Sharma S', 'Francis S', 'Nanu A', 'Verma IC', 'Dua H', 'Kumar L', 'Aggarwal S', 'Singh S']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Thymus,Thymus,8009032,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Fetus', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*therapy', 'Liver/embryology', '*Liver Transplantation']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Thymus. 1987;10(1-2):117-24. doi: 10.1007/978-94-009-3365-1_13.,"Forty-five patients with acute myelogenous leukaemia (AML) received induction chemotherapy with either a conventional dose of cytarabine and daunorubicin (27 patients) or a low dose of cytarabine (18 patients). Maintenance chemotherapy was given to all responders. In 14 of 39 evaluable patients, infusion of fetal liver cells from 10-24 weeks old foetuses was given following induction as well as maintenance therapy. Six of 14 patients (43%) achieved a complete remission; 2 showed evidence of transient engraftment documented by analysis of sex chromosomes and RBC antigens (1 patient each). Fetal liver infusion within 6 days of completing induction chemotherapy appeared more effective than when given later. Five of 25 patients (20%) who did not receive fetal liver infusion achieved a complete remission. The present work suggests that fetal liver infusion given following induction chemotherapy may increase the remission rate in AML either by temporary engraftment or by accelerating the rate of haematological recovery.","['Medical Oncology Department, Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi.']",,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",['10.1007/978-94-009-3365-1_13 [doi]'],,,,,,,,,,,
3324398,NLM,MEDLINE,19880304,20191027,0165-6090 (Print) 0165-6090 (Linking),10,1-2,1987,Synopsis and prospectives on fetal liver transplantation.,1-4,"['Gale, R P', 'Touraine, J L', 'Kochupillai, V']","['Gale RP', 'Touraine JL', 'Kochupillai V']",['eng'],['Journal Article'],Netherlands,Thymus,Thymus,8009032,IM,"['Anemia, Aplastic/therapy', 'Fetus', 'Humans', 'Immunologic Deficiency Syndromes/therapy', 'Leukemia/therapy', 'Liver/embryology', '*Liver Transplantation', 'Metabolism, Inborn Errors/therapy']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Thymus. 1987;10(1-2):1-4. doi: 10.1007/978-94-009-3365-1_1.,"Over 300 individuals have received fetal liver transplants for a spectrum of disorders including immunodeficiencies, aplastic anemia, leukemia and genetic disorders. In some instances, the objective has been to reconstitute the immune system from fetal liver-derived lymphoid stem cells. In aplastic anemia and leukemia two distinct approaches have been used: engraftment of fetal liver-derived hematopoietic stem cells or attempts to stimulate recovery of autologous hematopoiesis via factors produced by fetal liver. In genetic disorders, partial engraftment of fetal liver-derived hematopoietic and hepatic cells has been investigated. This report critically reviews data presented at a symposium on fetal liver transplantation in New-Delhi, 1-5 February 1986.","['Hopital Edouard Herriot, Lyon, France.']",,,['10.1007/978-94-009-3365-1_1 [doi]'],,,,,,,,,,,
3324232,NLM,MEDLINE,19880229,20061115,0761-8425 (Print) 0761-8425 (Linking),4,5,1987,[Bronchiolitis caused by graft versus host reaction after bone marrow allograft].,277-81,"['Piperno, D', 'Vincent, M', 'Wiesendanger, T', 'Fiere, D', 'Brune, J']","['Piperno D', 'Vincent M', 'Wiesendanger T', 'Fiere D', 'Brune J']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Rev Mal Respir,Revue des maladies respiratoires,8408032,IM,"['Adolescent', '*Bone Marrow Transplantation', 'Bronchiolitis/complications/*etiology', '*Graft vs Host Reaction', 'Humans', 'Male', 'Respiratory Insufficiency/etiology']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Rev Mal Respir. 1987;4(5):277-81.,"Graft versus host reaction (GVH) is a major complication of allogenic marrow transplants. The GVH present is a pluri-visceral syndrome in which certain pulmonary disorders are recognised. Amongst these respiratory failure by bronchiolitis is not an exceptional presentation. The case reported here is of an 18 year old man who developed, immediately following a marrow graft for acute lymphoblastic leukaemia, a lethal obstructive respiratory failure after progression for 2 1/2 years. The respiratory function data (TVO with elevated residual volume (VR) and VR/Total lung capacity (CT) hypoxia which corrected on exercise with normocapnia then hypoxic hypercapnia; compliance normal at low frequency but fell at high frequency and inspiratory and expiratory resistance was raised: DLCO/VA was normal) allowed the confirmation of obstructive respiratory failure by disease of the small airways. The pathogenesis of CVH is equivocal. Recurring infections seem to play a role, favoured by iatrogenic factors such as chemotherapy and total body irradiation. In the case reported here the first pulmonary signs followed an episode of influenza with sero-conversion.","['Departement de Pneumologie, Hopital Louis-Pradel, Lyon.']",,,,,,Bronchiolite par reaction du greffon contre l'hote apres allogreffe de moelle.,,,,,,,,
