PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,OID,OTO,OT,GN
6939041,NLM,MEDLINE,19810625,20110113,0048-7848 (Print) 0048-7848 (Linking),84,2,1980 Apr-Jun,[Cardiac lesions in leukemias].,267-70,,"['Gadaleanu, V', 'Galatir, N', 'Marinca, E', 'Petrov, L']","['Gadaleanu V', 'Galatir N', 'Marinca E', 'Petrov L']",['rum'],"['English Abstract', 'Journal Article']",Romania,Rev Med Chir Soc Med Nat Iasi,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,0413735,,IM,"['Adolescent', 'Adult', 'Aged', 'Female', 'Heart Diseases/*etiology', 'Humans', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Male', 'Middle Aged']",,1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",,ppublish,Rev Med Chir Soc Med Nat Iasi. 1980 Apr-Jun;84(2):267-70.,,Leziuni cardiace in leucemii.,,,,
6939019,NLM,MEDLINE,19810613,20141120,0033-8419 (Print) 0033-8419 (Linking),139,2,1981 May,In vitro radiosensitivity of human leukemia cell lines.,485-7,"The in vitro radiobiologic survival values (n, D0) of four tumor lines derived from human hematopoietic tumors were studied. These cell lines were HL50 (n = 1.3, D0 = 117 rad[1.17 Gy]), promyelocytic leukemia; K562 (n = 1.4, D0 = 165 rad[1.65 Gy]), erythroleukemia; 45 (n = 1.1, D0 = 147 rad[1.47 Gy]), acute lymphocyte leukemia; and 176 (n = 4.0, D0 = 76 rad[0.76 Gy]), acute monomyelogenous leukemia. More cell lines must be examined before the exact relationship between in vitro radiosensitivity and clinical radiocurability is firmly established.","['Weichselbaum, R R', 'Greenberger, J S', 'Schmidt, A', 'Karpas, A', 'Moloney, W C', 'Little, J B']","['Weichselbaum RR', 'Greenberger JS', 'Schmidt A', 'Karpas A', 'Moloney WC', 'Little JB']",['eng'],['Journal Article'],United States,Radiology,Radiology,0401260,,IM,"['*Cell Line', 'Cell Survival/radiation effects', 'Dose-Response Relationship, Radiation', 'Humans', 'In Vitro Techniques', 'Leukemia/*pathology', 'Leukemia, Erythroblastic, Acute/pathology', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid, Acute/pathology', '*Radiation Tolerance']",,1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",['10.1148/radiology.139.2.6939019 [doi]'],ppublish,Radiology. 1981 May;139(2):485-7. doi: 10.1148/radiology.139.2.6939019.,,,,,,
6938984,NLM,MEDLINE,19810613,20190501,0027-8424 (Print) 0027-8424 (Linking),77,12,1980 Dec,"In vitro gamma irradiation of leukemic cells in mice, rats, and guinea pigs.",7435-9,"In vitro gamma irradiation of virus-induced (Gross) mouse leukemia cells at doses of 350-1600 rads (1 rad = 0.01 gray) had no effect on their ability to induce leukemia, usually within 2 weeks, after transplantation into syngeneic mice. However, when cells irradiated at doses of 2000-20,000 rads were transplanted, they induced leukemia after a latency period exceeding 2.5 months, similar to the results observed in mice inoculated with filtered mouse leukemia extracts. Similar results were also obtained after irradiation of leukemic cells derived from rats in which leukemia had been induced by rat-adapted mouse leukemia virus. Apparently, gamma irradiation at a dose of, or exceeding, 2000 rads, inhibits the ability of mouse and rat leukemic cells to induce leukemia after transplantation into syngeneic hosts; however, it does not inactivate the virus carried by such cells nor prevent it from inducing leukemia. [In previous experiments, doses of more than 4,500,000 rads were needed to inactivate the passage A (Gross) leukemia virus carried in either mouse or rat leukemic cells.] In vitro gamma irradiation of L2C guinea pig leukemic cells at doses of 750-2500 rads had no apparent effect on their ability to induce leukemia after transplantation effect on their ability to induce leukemia after transplantation into strain 2 guinea pigs. However, irradiation at doses of 3250-20,000 rads inactivated their ability to do so. The morphology of mouse, rat, and guinea pig leukemic cells and the virus particles present in such cells was not affected by irradiation at doses of 20,000 rads.","['Gross, L', 'Dreyfuss, Y', 'Ehrenreich, T', 'Feldman, D', 'Limbert, L M']","['Gross L', 'Dreyfuss Y', 'Ehrenreich T', 'Feldman D', 'Limbert LM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Animals', 'Cell Division/radiation effects', 'Cells, Cultured/radiation effects', 'Dose-Response Relationship, Radiation', '*Gamma Rays', 'Guinea Pigs', 'Leukemia, Experimental/pathology/*radiotherapy/ultrastructure', 'Mice', '*Radiation, Ionizing', 'Rats']",PMC350518,1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1073/pnas.77.12.7435 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1980 Dec;77(12):7435-9. doi: 10.1073/pnas.77.12.7435.,,,,,,
6938948,NLM,MEDLINE,19810613,20071115,0552-2080 (Print) 0552-2080 (Linking),26,1,1981 Jan,[Secretory IgA and serum immunoglobulins as indices of the local immunity of the intestinal mucosa in acute leukemias].,21-4,,"['Martynova, V A', 'Tolkacheva, T V', 'Ermakova, G L', 'Abakumov, E M', 'Golosova, T V']","['Martynova VA', 'Tolkacheva TV', 'Ermakova GL', 'Abakumov EM', 'Golosova TV']",['rus'],"['Comparative Study', 'Journal Article']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,"['0 (Immunoglobulin A)', '0 (Immunoglobulin A, Secretory)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)']",IM,"['Bacterial Infections/immunology', 'Feces/analysis', 'Humans', 'Immunity', 'Immunoglobulin A/*analysis', 'Immunoglobulin A, Secretory/*analysis', 'Immunoglobulin G/*analysis', 'Immunoglobulin M/*analysis', 'Intestinal Mucosa/*immunology', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology']",,1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1981 Jan;26(1):21-4.,,Sekretornyi IgA i syvorotochnye immunoglobuliny kak pokazateli mestnogo immuniteta slizistoi obolochnki kishechnika u bol'nykh ostrymi leikozami.,,,,
6938928,NLM,MEDLINE,19810623,20071115,0301-1518 (Print) 0301-1518 (Linking),10,16,1981 Apr 11,[Visceral Mediterranean leishmaniasis of the adult during complete remission of acute lymphoblastic leukemia].,1332,,"['Gastaut, J A', 'Blanc, A P', 'Imbert, C', 'Sebahoun, G', 'Carcassonne, Y']","['Gastaut JA', 'Blanc AP', 'Imbert C', 'Sebahoun G', 'Carcassonne Y']",['fre'],"['Case Reports', 'Letter']",France,Nouv Presse Med,La Nouvelle presse medicale,0312552,,IM,"['Adult', 'Female', 'Humans', 'Leishmaniasis, Visceral/*complications', 'Leukemia, Lymphoid/*complications']",,1981/04/11 00:00,1981/04/11 00:01,['1981/04/11 00:00'],"['1981/04/11 00:00 [pubmed]', '1981/04/11 00:01 [medline]', '1981/04/11 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1981 Apr 11;10(16):1332.,,Leishmaniose viscerale mediterraneenne de l'adulte au cours de la remission complete d'une leucemie aigue lymphoblastique.,,,,
6938927,NLM,MEDLINE,19810613,20071115,0301-1518 (Print) 0301-1518 (Linking),10,14,1981 Mar 28,[Acute epidural blastic transformation of chronic myeloid leukemia].,1151,,"['Henin, D', 'Brousse, N']","['Henin D', 'Brousse N']",['fre'],"['Case Reports', 'Letter']",France,Nouv Presse Med,La Nouvelle presse medicale,0312552,,IM,"['Adult', 'Epidural Space', 'Humans', 'Leukemia, Myeloid/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Male']",,1981/03/28 00:00,1981/03/28 00:01,['1981/03/28 00:00'],"['1981/03/28 00:00 [pubmed]', '1981/03/28 00:01 [medline]', '1981/03/28 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1981 Mar 28;10(14):1151.,,Transformation aigue blastique epidurale d'une leucemie myeloide chronique.,,,,
6938900,NLM,MEDLINE,19810625,20091021,0030-6002 (Print) 0030-6002 (Linking),121,52,1980 Dec 28,[Glucocorticoid receptors in acute childhood leukemia].,3175-6,,"['Naray, A', 'Revesz, T', 'Walcz, E', 'Schuler, D', 'Horvath, I']","['Naray A', 'Revesz T', 'Walcz E', 'Schuler D', 'Horvath I']",['hun'],['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,"['0 (Glucocorticoids)', '0 (Receptors, Glucocorticoid)', '0 (Receptors, Steroid)']",IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Glucocorticoids/*therapeutic use', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Receptors, Glucocorticoid/*drug effects', 'Receptors, Steroid/*drug effects']",,1980/12/28 00:00,1980/12/28 00:01,['1980/12/28 00:00'],"['1980/12/28 00:00 [pubmed]', '1980/12/28 00:01 [medline]', '1980/12/28 00:00 [entrez]']",,ppublish,Orv Hetil. 1980 Dec 28;121(52):3175-6.,,Glukokortikoid receptorok gyermekkori akut leukaemiaban.,,,,
6938879,NLM,MEDLINE,19810623,20180217,0030-3755 (Print) 0030-3755 (Linking),181,2,1980,Late extraocular tumours in retinoblastoma survivors.,93-9,"Radiogenic or non-radiogenic osteosarcomas were found in approximately 15% of the observed bilateral retinoblastoma cases, and only exceptionally in the unilateral cases. Such osteosarcomas are also seen in subjects without retinoblastoma, but belonging to affected families. Late second malignant extraocular tumours were only observed when we were dealing with a germinal mutation, that is in hereditary retinoblastoma. They are due to a pleiotropic effect of a single gene situated on the chromosome D13 (q14), or to two different but very close genes.","['Francois, J', 'de Sutter, E', 'Coppieters, R', 'de Bie, S']","['Francois J', 'de Sutter E', 'Coppieters R', 'de Bie S']",['eng'],['Journal Article'],Switzerland,Ophthalmologica,Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde,0054655,,IM,"['Adolescent', 'Bone Neoplasms/*complications', 'Eye Neoplasms/*complications/genetics', 'Fibrosarcoma/complications', 'Humans', 'Infant, Newborn', 'Leukemia', 'Osteosarcoma/*complications/etiology', 'Radiotherapy/adverse effects', 'Retinoblastoma/*complications/genetics']",,1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1159/000309033 [doi]'],ppublish,Ophthalmologica. 1980;181(2):93-9. doi: 10.1159/000309033.,,,,,,
6938845,NLM,MEDLINE,19810625,20131121,0028-7628 (Print) 0028-7628 (Linking),81,5,1981 Apr,Spontaneous remission of erythroleukemia following interstitial pneumonia.,772-3,,"['Aderka, D', 'Shoenfeld, Y', 'Berliner, S', 'Santo, M', 'Shaklai, M', 'Pinkhas, J']","['Aderka D', 'Shoenfeld Y', 'Berliner S', 'Santo M', 'Shaklai M', 'Pinkhas J']",['eng'],"['Case Reports', 'Journal Article']",United States,N Y State J Med,New York state journal of medicine,0401064,['Q41OR9510P (Melphalan)'],IM,"['Adenocarcinoma/therapy', 'Aged', 'Breast Neoplasms/therapy', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*complications/etiology', 'Melphalan/adverse effects', 'Pulmonary Fibrosis/*complications', 'Radiotherapy/adverse effects', 'Remission, Spontaneous']",,1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",,ppublish,N Y State J Med. 1981 Apr;81(5):772-3.,,,,,,
6938777,NLM,MEDLINE,19810613,20071115,0028-4793 (Print) 0028-4793 (Linking),304,20,1981 May 14,Acute myeloblastic leukemia masquerading as null-cell acute lymphoblastic leukemia.,1238-9,,"['Reiffers, J', 'Broustet, A']","['Reiffers J', 'Broustet A']",['eng'],['Letter'],United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['Adult', 'Diagnosis, Differential', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis', 'Prognosis']",,1981/05/14 00:00,1981/05/14 00:01,['1981/05/14 00:00'],"['1981/05/14 00:00 [pubmed]', '1981/05/14 00:01 [medline]', '1981/05/14 00:00 [entrez]']",['10.1056/NEJM198105143042018 [doi]'],ppublish,N Engl J Med. 1981 May 14;304(20):1238-9. doi: 10.1056/NEJM198105143042018.,,,,,,
6938738,NLM,MEDLINE,19810623,20071115,0300-8630 (Print) 0300-8630 (Linking),192,6,1980 Nov,[Malignant lymphoma of the bone in children (author's transl)].,495-501,Two children with primary malignant lymphoma of the bone and the progress of the disease are presented. There was a delayed diagnosis in both children. The tumors were first misinterpreted as being benign (epipiphysiolysis capitis femoris atheroma) and later on as being malignant (Ewing's sarcoma neuroblastoma). The course of the disease in one child (leukemia transformation) confirmed finally the diagnosis of malignant lymphoma.,"['Treuner, J', 'Neef, V', 'Nolte, K', 'Fischbach, H', 'Niethammer, D']","['Treuner J', 'Neef V', 'Nolte K', 'Fischbach H', 'Niethammer D']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Klin Padiatr,Klinische Padiatrie,0326144,,IM,"['Adolescent', 'Bone Neoplasms/*complications/drug therapy/radiotherapy', 'Child', 'Female', 'Humans', 'Leukemia, Lymphoid/*complications', 'Lymphoma/*complications/drug therapy/radiotherapy', 'Male']",,1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",['10.1055/s-2008-1035633 [doi]'],ppublish,Klin Padiatr. 1980 Nov;192(6):495-501. doi: 10.1055/s-2008-1035633.,,Malignes Lymphom des Knochens im Kindesalter.,,,,
6938735,NLM,MEDLINE,19810623,20200724,0022-538X (Print) 0022-538X (Linking),37,2,1981 Feb,Viral protein expression in producer and nonproducer clones of friend erythroleukemia cell lines.,654-60,"Erythroleukemia cell lines HFL/d and HFL/b, derived from tumors induced in vivo in BALB/c (H-2d) and congenic BALB.B (H-2b) mice, respectively, by a polycythemia-inducing strain of Friend virus, produced both spleen focus-forming virus (SFFV) and its native NB-tropic helper virus (Friend murine leukemia virus [FMuLV]) during early-passage generations in culture. Eventually each line ceased production of both infectious viruses but retained its tumorigenic potential in syngeneic hosts. Virus-producer and -nonproducer clones of these cell lines were examined for expression of proteins encoded by the SFFV or FMuLV genomes. Lysates of labeled cells were treated with various antiviral sera, and the precipitates were examined by gel electrophoresis. Expression of the FMuLV env gene-encoded precursor protein, gPr84env, was observed in all producer and most nonproducer clones, but the FMuLV gag and pol gene products, Pr65gag and Pr200gag-pol, were uniformly undetectable in nonproducer clones. All HFL/d and HFL/b clones expressed appreciable amounts of the SFFV-encoded envelope protein, gp52, including one exceptional clone which had ceased to express any FMuLV-encoded proteins. The molecular weight of this SFFV-encoded envelope protein was consistently smaller in all HFL/b clones than in HFL/d clones, regardless of their producer or nonproducer status. The virus-nonproducer phenotype thus appears to be due to shutdown of expression of the 5' portion of the FMuLV genome in two independent cell lines.","['Anand, R', 'Lilly, F', 'Ruscetti, S']","['Anand R', 'Lilly F', 'Ruscetti S']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Immune Sera)', '0 (RNA, Viral)', '0 (Viral Proteins)']",IM,"['Animals', 'Cell Line', 'Clone Cells/metabolism', 'Friend murine leukemia virus/genetics/*metabolism', '*Gene Expression Regulation', 'Immune Sera/immunology', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Leukemia, Experimental/*metabolism', 'Mice', 'Mice, Inbred BALB C', 'RNA, Viral/genetics', 'Rats', 'Viral Proteins/*biosynthesis/genetics/immunology']",PMC171053,1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1128/JVI.37.2.654-660.1981 [doi]'],ppublish,J Virol. 1981 Feb;37(2):654-60. doi: 10.1128/JVI.37.2.654-660.1981.,"['09060/PHS HHS/United States', '09173. R.A./PHS HHS/United States']",,,,,
6938734,NLM,MEDLINE,19810623,20200724,0022-538X (Print) 0022-538X (Linking),37,2,1981 Feb,Fate of unintegrated viral DNA in Fv-1 permissive and resistant mouse cells infected with murine leukemia virus.,609-19,"We have found that levels of unintegrated linear viral DNA were nearly identical in several Fv-1 resistant cell lines, whereas levels of closed circular viral DNA are markedly reduced in these resistant cells, to the same extent as virus production (P. Jolicoeur and E. Rassart, J. Virol. 33:183-195, 1980). To determine the fate of linear viral DNA made in resistant cells we performed pulse-chase experiments, labeling viral DNA with 5-bromodeoxyuridine and following it with a thymidine chase. 5-Bromodeoxyuridine-labeled viral DNA (HH) recovered by banding on cesium chloride gradients was sedimented on neutral sucrose density gradients or separated by the agarose gel-DNA transfer procedure and detected by hybridization with complementary DNA. Levels of linear viral DNA made in Fv-1(b/b) (JLS-V9 and SIM.R) and Fv-1(n/n) (NIH/3T3 and SIM) cells were found to decrease during the chase period at about the same rate in permissive and nonpermissive conditions, indicating that linear viral DNA is not specifically degraded in Fv-1 resistant cells. Levels of the two species of closed circular viral DNA made in Fv-1 permissive cells increased relative to the levels of linear DNA during the chase period. This confirmed the precursor-product relationship between linear DNA and the two species of circular DNA. In Fv-1 resistant cells, this apparent conversion of linear viral DNA into circular forms was not seen, and no supercoiled viral DNA could be detected. To determine whether the transport of linear viral DNA from the cytoplasm into the nucleus was prevented by the Fv-1 gene product, SIM.R cells were fractionated into cytoplasmic and nuclear fractions, and viral DNA was detected in each fraction by the agarose gel-DNA transfer procedure. Levels of linear viral DNA were nearly identical in both cytoplasmic and nuclear fractions of permissive or resistant cells. Circular viral DNA could be detected in the nuclear fraction of permissive cells, but not in that of resistant cells. A pulse-chase experiment was also performed with SIM.R cells. During the thymidine chase period, linear viral DNA was seen to accumulate in nuclei of both permissive and resistant cells, whereas supercoiled viral DNA accumulated only in nuclei of permissive cells. These results indicate that the Fv-1 gene product does not interfere with the transport of linear viral DNA into the nucleus. Our data also suggest that the Fv-1 restriction does not operate through a degradation process. Therefore, the Fv-1 gene product could either block the circularization of linear viral DNA directly or promote the synthesis of a faulty linear viral DNA whose defect (yet undetected) would prevent its circularization.","['Jolicoeur, P', 'Rassart, E']","['Jolicoeur P', 'Rassart E']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Virol,Journal of virology,0113724,"['0 (DNA, Circular)', '0 (DNA, Superhelical)', '0 (DNA, Viral)']",IM,"['Alleles', 'Animals', 'Cells, Cultured', 'DNA, Circular/metabolism', 'DNA, Superhelical/metabolism', 'DNA, Viral/*metabolism', 'Friend murine leukemia virus/*genetics/growth & development', 'Genes', 'Immunity, Innate', 'Leukemia, Erythroblastic, Acute/genetics', 'Mice', 'Virus Replication']",PMC171048,1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1128/JVI.37.2.609-619.1981 [doi]'],ppublish,J Virol. 1981 Feb;37(2):609-19. doi: 10.1128/JVI.37.2.609-619.1981.,,,,,,
