PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,AB,PMC,OID
4514618,NLM,MEDLINE,19730823,20041117,0017-8470 (Print) 0017-8470 (Linking),24,4,1973 Apr,[Unspecific skin manifestations of the erythema exsudativum multiforme type in acute monocytic leukemia].,160-2,"['Stancl, I', 'Hlavaty, P']","['Stancl I', 'Hlavaty P']",['ger'],['Journal Article'],Germany,Hautarzt,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete",0372755,,IM,"['Autopsy', 'Biopsy', 'Erythema Multiforme/*etiology/therapy', 'Humans', 'Leukemia, Monocytic, Acute/*complications/diagnosis', 'Male', 'Middle Aged', 'Necrosis', 'Skin/pathology', 'Tracheitis/etiology']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,Hautarzt. 1973 Apr;24(4):160-2.,Unspezifische Hauterscheinungen vom Typ des Erythema exsudativum multiforme bei akuter monocytarer Leukamie.,,,,
4514612,NLM,MEDLINE,19730823,20061115,0012-0472 (Print) 0012-0472 (Linking),98,8,1973 Feb 23,"[Di Guglielmo syndrome: clinical, cytochemical and electron-microscopy findings].",855-60,"['Huhn, D', 'Kaboth, W', 'Schmalzl, F']","['Huhn D', 'Kaboth W', 'Schmalzl F']",['ger'],['Journal Article'],Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,"['0 (Chromatin)', '0 (Naphthaleneacetic Acids)', '9007-73-2 (Ferritins)', '9011-92-1 (Hemosiderin)', 'EC 3.1.- (Esterases)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/blood', 'Adult', 'Aged', 'Chromatin', 'Cytoplasm', 'Esterases/blood', 'Female', 'Ferritins', 'Hematopoietic Stem Cells/enzymology', 'Hemosiderin', 'Humans', 'Leukemia, Erythroblastic, Acute/blood/*diagnosis/enzymology/pathology', 'Male', 'Microscopy, Electron', 'Middle Aged', 'Mitochondria', 'Naphthaleneacetic Acids']",1973/02/23 00:00,1973/02/23 00:01,['1973/02/23 00:00'],"['1973/02/23 00:00 [pubmed]', '1973/02/23 00:01 [medline]', '1973/02/23 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1973 Feb 23;98(8):855-60.,"Di-Guglielmo-Syndrom. Klinische, zytochemische, elektronenmikrosckopische Befunde.",,,,
4514596,NLM,MEDLINE,19730823,20170310,0011-4553 (Print) 0011-4553 (Linking),26,4,1973 Apr,[Periodontium and oral mucosa in acute and chronic leukemia].,449-53,"['Knychalska-Karwan, Z', 'Prostak-Kosowska, K']","['Knychalska-Karwan Z', 'Prostak-Kosowska K']",['pol'],['Journal Article'],Poland,Czas Stomatol,Czasopismo stomatologiczne,2984742R,,IM,"['Acute Disease', 'Chronic Disease', 'Humans', '*Leukemia', 'Mouth Mucosa/pathology', 'Oral Hygiene', '*Oral Manifestations', 'Periodontal Index', 'Periodontium/pathology']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,Czas Stomatol. 1973 Apr;26(4):449-53.,Przyzebie i blona sluzowa jamy ustnej w bialaczkach ostrych i przewleklych.,,,,
4514580,NLM,MEDLINE,19730822,20151119,0028-4793 (Print) 0028-4793 (Linking),289,4,1973 Jul 26,Chromosomal patterns in myelocytic leukemia.,220-1,"['Rowley, J D']",['Rowley JD'],['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,['0 (Fluorescent Dyes)'],IM,"['*Chromosome Aberrations', '*Chromosomes, Human, 6-12 and X', 'Fluorescent Dyes', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics']",1973/07/26 00:00,1973/07/26 00:01,['1973/07/26 00:00'],"['1973/07/26 00:00 [pubmed]', '1973/07/26 00:01 [medline]', '1973/07/26 00:00 [entrez]']",ppublish,N Engl J Med. 1973 Jul 26;289(4):220-1. doi: 10.1056/NEJM197307262890421.,,['10.1056/NEJM197307262890421 [doi]'],,,
4514552,NLM,MEDLINE,19730822,20190704,0007-1048 (Print) 0007-1048 (Linking),24,5,1973 May,Bone-marrow toxicity of methotrexate: a reassessment.,625-31,"['Douglas, I D', 'Price, L A']","['Douglas ID', 'Price LA']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Administration, Oral', 'Blood Platelets', 'Bone Marrow Cells', 'Bone Marrow Diseases/*chemically induced', 'Child', 'Hemoglobinometry', 'Humans', 'Injections, Intra-Arterial', 'Injections, Intramuscular', 'Injections, Intravenous', 'Leukemia, Lymphoid/drug therapy', 'Leukocyte Count', 'Methotrexate/administration & dosage/*adverse effects', 'Models, Biological', 'Regeneration', 'Time Factors']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",ppublish,Br J Haematol. 1973 May;24(5):625-31. doi: 10.1111/j.1365-2141.1973.tb01688.x.,,['10.1111/j.1365-2141.1973.tb01688.x [doi]'],,,
4514541,NLM,MEDLINE,19730822,20190501,1468-2044 (Electronic) 0003-9888 (Linking),48,6,1973 Jun,Cyclic chemotherapy in acute lymphoblastic leukaemia of childhood: 5-year survivals.,436-40,"['Vowels, M R', 'Willoughby, M L']","['Vowels MR', 'Willoughby ML']",['eng'],['Journal Article'],England,Arch Dis Child,Archives of disease in childhood,0372434,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Bone Marrow Cells', 'Child', 'Cyclophosphamide/*administration & dosage/therapeutic use', 'Humans', 'Leukemia, Lymphoid/*drug therapy/mortality/pathology', 'Mercaptopurine/*administration & dosage/therapeutic use', 'Methotrexate/*administration & dosage', 'Prednisolone/administration & dosage/therapeutic use', 'Remission, Spontaneous', 'Vincristine/administration & dosage/therapeutic use']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",ppublish,Arch Dis Child. 1973 Jun;48(6):436-40. doi: 10.1136/adc.48.6.436.,,['10.1136/adc.48.6.436 [doi]'],,PMC1648451,
4514538,NLM,MEDLINE,19730821,20190511,0027-8874 (Print) 0027-8874 (Linking),50,5,1973 May,Growth characteristics of a transferable acute leukemia in rats.,1321-7,"['Hoelzer, D']",['Hoelzer D'],['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Age Factors', 'Animals', 'Body Weight', 'Bone Marrow Cells', 'Cells', 'Female', 'Leukemia, Experimental/blood/*pathology', 'Leukemia, Myeloid, Acute/blood/*pathology', 'Male', 'Neoplasm Transplantation', 'Organ Size', 'Rats', 'Rats, Inbred Strains', 'Spleen', 'Time Factors', 'Transplantation, Homologous']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1973 May;50(5):1321-7. doi: 10.1093/jnci/50.5.1321.,,['10.1093/jnci/50.5.1321 [doi]'],,,
4514530,NLM,MEDLINE,19730818,20080620,0032-3756 (Print) 0032-3756 (Linking),28,17,1973 May 23,[Giant-cell pneumonia during measles in a leukemic child].,613-5,"['Szajner-Milart, I', 'Pakula, J']","['Szajner-Milart I', 'Pakula J']",['pol'],['Journal Article'],Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,,IM,"['Autopsy', 'Child, Preschool', 'Humans', 'Leukemia, Myeloid/*complications/pathology', 'Male', 'Measles/*complications', 'Pneumonia/*complications']",1973/05/23 00:00,1973/05/23 00:01,['1973/05/23 00:00'],"['1973/05/23 00:00 [pubmed]', '1973/05/23 00:01 [medline]', '1973/05/23 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1973 May 23;28(17):613-5.,Olbrzymiokomorkowe zapalenie pluc w przebiegu odry u dziecka chorego na bialaczke.,,,,
4514511,NLM,MEDLINE,19730818,20191007,0065-1214 (Print) 0065-1214 (Linking),18,,1972,[Cytochemistry of leukocytosis. 3. Leukocyte alkaline phosphatase (LAP). 1. Cytochemical method of determination].,365-70,"['Markovik, O', 'Markovik, N']","['Markovik O', 'Markovik N']",['srp'],['Journal Article'],North Macedonia,God Zb Med Fak Skopje,Godisen zbornik na Medicinskiot fakultet vo Skopje,0414607,['EC 3.1.3.1 (Alkaline Phosphatase)'],IM,"['Adult', 'Alkaline Phosphatase/*blood', 'Female', 'Histocytochemistry', 'Humans', 'Leukemia/*enzymology', 'Leukemia, Myeloid, Acute/enzymology', 'Leukocytes/*enzymology', 'Male', 'Middle Aged']",1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,God Zb Med Fak Skopje. 1972;18:365-70.,Citohemija na leukocitite. 3. Leukocitarna alkalna fosfataza (LAP). 1. Cytohemiski metod za ispituvanje.,,,,
4514502,NLM,MEDLINE,19730818,20210216,0006-4971 (Print) 0006-4971 (Linking),41,6,1973 Jun,Nitroblue tetrazolium reduction. False positive and false negative results.,921-5,"['Ashburn, P', 'Cooper, M R', 'McCall, C E', 'DeChatelet, L R']","['Ashburn P', 'Cooper MR', 'McCall CE', 'DeChatelet LR']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Nitro Compounds)', '0 (Tetrazolium Salts)']",IM,"['Bacterial Infections/*blood/diagnosis', 'Diagnosis, Differential', 'False Negative Reactions', 'False Positive Reactions', 'Hematologic Diseases/*blood', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/blood/diagnosis', 'Leukocytes/*analysis', 'Neoplasms/*blood/diagnosis', 'Nitro Compounds', 'Polycythemia Vera/blood/diagnosis', '*Tetrazolium Salts']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",ppublish,Blood. 1973 Jun;41(6):921-5.,,['S0006-4971(20)75150-5 [pii]'],,,
4514501,NLM,MEDLINE,19730818,20210216,0006-4971 (Print) 0006-4971 (Linking),41,6,1973 Jun,Cyclic leukocytosis in chronic myelogenous leukemia: new perspectives on pathogenesis and therapy.,771-82,"['Gatti, R A', 'Robinson, W A', 'Deinard, A S', 'Nesbit, M', 'McCullough, J J', 'Ballow, M', 'Good, R A']","['Gatti RA', 'Robinson WA', 'Deinard AS', 'Nesbit M', 'McCullough JJ', 'Ballow M', 'Good RA']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,['EC 3.2.1.17 (Muramidase)'],IM,"['Adolescent', 'Bone Marrow Cells', 'Cell Survival', 'Child', 'Cytogenetics', '*Diseases in Twins', 'Female', 'Humans', 'Leukemia, Myeloid/blood/*complications/enzymology', 'Leukocyte Count', 'Leukocytosis/*etiology', 'Muramidase/blood', 'Neutrophils', 'Periodicity']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",ppublish,Blood. 1973 Jun;41(6):771-82.,,['S0006-4971(20)75135-9 [pii]'],,,
4514492,NLM,MEDLINE,19730816,20041117,0049-6804 (Print) 0049-6804 (Linking),4,,1973 Apr,[Leukocyte alkaline phosphatase in polycythemia and osteomyelofibrosis].,89-92,"['Voskoboinik, O D']",['Voskoboinik OD'],['rus'],['Journal Article'],Ukraine,Vrach Delo,Vrachebnoe delo,0413607,['EC 3.1.3.1 (Alkaline Phosphatase)'],IM,"['Adult', 'Aged', 'Alkaline Phosphatase/*blood', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/blood/*enzymology', 'Leukocytes/*enzymology', 'Male', 'Middle Aged', 'Polycythemia/blood/*enzymology']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,Vrach Delo. 1973 Apr;4:89-92.,Shchelochnaia fosfataza leikotsitov krovi pri politsitemii i osteomielofibroze.,,,,
4514430,NLM,MEDLINE,19730810,20071115,1293-8505 (Print) 1293-8505 (Linking),23,2,1973 Feb,[Treatment of acute leukemias].,107-12,"['Jacquillat, C', 'Weil, M', 'Loisel, J P']","['Jacquillat C', 'Weil M', 'Loisel JP']",['fre'],['Journal Article'],France,Rev Infirm,Revue de l'infirmiere,1267175,['0 (Antineoplastic Agents)'],,"['Antineoplastic Agents/therapeutic use', 'Bone Marrow Diseases/therapy', 'Immunotherapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy']",1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",ppublish,Rev Infirm. 1973 Feb;23(2):107-12.,Traitement des leucemies aigues.,,,,
4514395,NLM,MEDLINE,19730810,20190613,0006-2960 (Print) 0006-2960 (Linking),12,14,1973 Jul 3,Spectral properties of human lysozyme and its inhibitor complexes. Fluorescence and difference spectra.,2683-90,"['Mulvey, R S', 'Gaultieri, R J', 'Beychok, S']","['Mulvey RS', 'Gaultieri RJ', 'Beychok S']",['eng'],['Journal Article'],United States,Biochemistry,Biochemistry,0370623,"['0 (Acetates)', '0 (Oligosaccharides)', 'EC 3.2.1.17 (Muramidase)']",IM,"['Acetates/pharmacology', 'Binding Sites', 'Binding, Competitive', 'Chromatography, Ion Exchange', 'Egg White', 'Humans', 'Hydrogen-Ion Concentration', 'Leukemia, Myeloid/enzymology', 'Mathematics', 'Muramidase/*analysis/antagonists & inhibitors/urine', 'Oligosaccharides/pharmacology', 'Protein Binding', 'Quantum Theory', 'Spectrometry, Fluorescence', 'Spectrophotometry', 'Spectrophotometry, Ultraviolet']",1973/07/03 00:00,1973/07/03 00:01,['1973/07/03 00:00'],"['1973/07/03 00:00 [pubmed]', '1973/07/03 00:01 [medline]', '1973/07/03 00:00 [entrez]']",ppublish,Biochemistry. 1973 Jul 3;12(14):2683-90. doi: 10.1021/bi00738a021.,,['10.1021/bi00738a021 [doi]'],,,
4514328,NLM,MEDLINE,19730810,20041117,0033-2240 (Print) 0033-2240 (Linking),30,4,1973,[Thromboplastic activity of chronic granulocytic leukemia granulocytes].,367-71,"['Lisiewicz, J', 'Malkiewicz-Wasowicz, B', 'Biernacka, B']","['Lisiewicz J', 'Malkiewicz-Wasowicz B', 'Biernacka B']",['pol'],['Journal Article'],Poland,Przegl Lek,Przeglad lekarski,19840720R,,IM,"['*Blood Coagulation', 'Humans', 'Hydrogen-Ion Concentration', 'Leukemia, Myeloid/*blood', '*Leukocytes']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Przegl Lek. 1973;30(4):367-71.,Thromboplastyczna aktywnosc granulocytow bialaczki granulocytowej przewleklej.,,,,
4514301,NLM,MEDLINE,19730810,20190501,0027-8424 (Print) 0027-8424 (Linking),70,5,1973 May,Purification of oncornaviruses by agglutination with concanacalin A (murine leukemia virus-phytohemagglutinin-friend virus).,1308-12,"['Stewart, M L', 'Summers, D F', 'Soeiro, R', 'Fields, B N', 'Maizel, J V Jr']","['Stewart ML', 'Summers DF', 'Soeiro R', 'Fields BN', 'Maizel JV Jr']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Culture Media)', '0 (Glycoproteins)', '0 (Lectins)', '10028-17-8 (Tritium)', '11028-71-0 (Concanavalin A)', '57-50-1 (Sucrose)', 'WHI7HQ7H85 (Uridine)']",IM,"['*Agglutination', 'Animals', 'Cells, Cultured', 'Centrifugation, Density Gradient', 'Concanavalin A/pharmacology', 'Culture Media', 'Friend murine leukemia virus/analysis/growth & development/*isolation & purification/pathogenicity', 'Glycoproteins/analysis', 'Isotope Labeling', 'Lectins/*pharmacology', 'Methods', 'Mice', 'Mice, Inbred Strains', 'Microscopy, Electron', 'Sucrose', 'Tritium', 'Uridine/metabolism', 'Viral Plaque Assay']",1973/05/01 00:00,2001/03/28 10:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1973/05/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1973 May;70(5):1308-12. doi: 10.1073/pnas.70.5.1308.,,['10.1073/pnas.70.5.1308 [doi]'],"Concanavalin A (Con A) has been used to rapidly and selectively agglutinate murine and avian oncornavirions from culture medium or plasma. The agglutinated virus was concentrated rapidly and gently by low-speed centrifugation and solubilization with alpha-methyl mannoside. Infectious virus was purified 2.3 times with respect to nucleic-acid content, and more than 60% of its infectivity was recovered. Infectious particles of densities 1.18 and 1.16 g/cm(3) were found in mouse cells infected with Friend virus. Con A reacted only with particles of density 1.16 g/cm(3), indicating heterogeneity with respect to carbohydrate content or structure as well as buoyant density. Electron microscopy of virus agglutinated with Con A showed a zone of Con A-glycoprotein complexes averaging 12-15 nm in thickness.",PMC433485,
4514296,NLM,MEDLINE,19730810,20190713,0041-1337 (Print) 0041-1337 (Linking),15,1,1973 Jan,125 I-labeled rat transplantation alloantibody. II. Studies on antibody identity and comparative antigen site numbers per cell.,80-5,"['Batchelor, J R', 'Shumak, K H', 'Watts, H G']","['Batchelor JR', 'Shumak KH', 'Watts HG']",['eng'],['Journal Article'],United States,Transplantation,Transplantation,0132144,"['0 (Antigens)', '0 (Immune Sera)', '0 (Iodine Isotopes)', '0 (Isoantibodies)']",IM,"['Absorption', 'Animals', 'Antigens/analysis', '*Binding Sites, Antibody', 'Cell Membrane/immunology', 'Cytotoxicity Tests, Immunologic', 'Erythrocytes/immunology', 'Immune Sera', 'Iodine Isotopes', '*Isoantibodies', 'Leukemia, Myeloid/immunology', 'Lymph Nodes/cytology/immunology', 'Lymphocytes/immunology', 'Methods', 'Rats', 'Thymus Gland/cytology/immunology', '*Transplantation Immunology']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Transplantation. 1973 Jan;15(1):80-5. doi: 10.1097/00007890-197301000-00012.,,['10.1097/00007890-197301000-00012 [doi]'],,,
4514294,NLM,MEDLINE,19730810,20071115,0340-5338 (Print) 0340-5338 (Linking),27,3,1972 Jul 31,Acute promyelocytic leukemia in a patient with hemophilia. Evidence for rapid consumption of clotting factors.,516-22,"['Green, D']",['Green D'],['eng'],['Journal Article'],Germany,Thromb Diath Haemorrh,Thrombosis et diathesis haemorrhagica,7608420,"['9001-24-5 (Factor V)', '9001-26-7 (Prothrombin)', '9001-27-8 (Factor VIII)', '9001-32-5 (Fibrinogen)']",IM,"['Adult', 'Blood Cell Count', 'Blood Platelets', 'Bone Marrow Examination', 'Disseminated Intravascular Coagulation/etiology', 'Factor V/analysis', 'Factor VIII/*analysis/metabolism/therapeutic use', 'Fibrinogen/metabolism', 'Half-Life', 'Hemophilia A/*complications/drug therapy', 'Humans', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Prothrombin/analysis', 'Thrombocytopenia/complications']",1972/07/31 00:00,1972/07/31 00:01,['1972/07/31 00:00'],"['1972/07/31 00:00 [pubmed]', '1972/07/31 00:01 [medline]', '1972/07/31 00:00 [entrez]']",ppublish,Thromb Diath Haemorrh. 1972 Jul 31;27(3):516-22.,,,,,
4514215,NLM,MEDLINE,19730810,20131121,0066-4219 (Print) 0066-4219 (Linking),24,,1973,"Radiation and drug therapies, and leukemia.",75-82,"['Potolsky, A', 'Creger, W P']","['Potolsky A', 'Creger WP']",['eng'],['Journal Article'],United States,Annu Rev Med,Annual review of medicine,2985151R,"['0 (Antineoplastic Agents)', '0 (Immunosuppressive Agents)', '6158TKW0C5 (Phenytoin)', '66974FR9Q1 (Chloramphenicol)', '8N3DW7272P (Cyclophosphamide)', 'GN5P7K3T8S (Phenylbutazone)', 'J64922108F (Benzene)', 'Q41OR9510P (Melphalan)']",IM,"['Antineoplastic Agents/adverse effects', 'Benzene/adverse effects', 'Bone Marrow Diseases/chemically induced', 'Chloramphenicol/adverse effects', 'Cyclophosphamide/adverse effects', 'Dose-Response Relationship, Radiation', 'Humans', 'Immunosuppressive Agents/adverse effects', 'Leukemia/*chemically induced/*etiology', 'Leukemia, Monocytic, Acute/chemically induced', 'Leukemia, Myeloid/chemically induced', '*Leukemia, Radiation-Induced', 'Melphalan/adverse effects', 'Multiple Myeloma/drug therapy', 'Phenylbutazone/adverse effects', 'Phenytoin/adverse effects', 'Polycythemia Vera/radiotherapy']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Annu Rev Med. 1973;24:75-82. doi: 10.1146/annurev.me.24.020173.000451.,,['10.1146/annurev.me.24.020173.000451 [doi]'],,,
4514020,NLM,MEDLINE,19730809,20001218,0045-9917 (Print) 0045-9917 (Linking),22,5,1972 Sep-Oct,Leukemia--the dental aspects. A case report.,165-73,"['Reichart, P', 'Kanchanasut, T']","['Reichart P', 'Kanchanasut T']",['eng'],['Journal Article'],Thailand,J Dent Assoc Thai,The Journal of the Dental Association of Thailand,7505601,,,"['Leukemia', 'Oral Manifestations']",1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",ppublish,J Dent Assoc Thai. 1972 Sep-Oct;22(5):165-73.,,,,,
4513796,NLM,MEDLINE,19730809,20071115,0028-4793 (Print) 0028-4793 (Linking),289,2,1973 Jul 12,Leukemia after chemotherapy of Hodgkin's disease.,103-4,"['Castro, G A', 'Church, A', 'Pechet, L', 'Snyder, L M']","['Castro GA', 'Church A', 'Pechet L', 'Snyder LM']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,['0 (Alkylating Agents)'],IM,"['Aged', 'Alkylating Agents/*adverse effects', 'Female', 'Hodgkin Disease/*drug therapy', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/*chemically induced', 'Male', 'Middle Aged']",1973/07/12 00:00,1973/07/12 00:01,['1973/07/12 00:00'],"['1973/07/12 00:00 [pubmed]', '1973/07/12 00:01 [medline]', '1973/07/12 00:00 [entrez]']",ppublish,N Engl J Med. 1973 Jul 12;289(2):103-4. doi: 10.1056/NEJM197307122890215.,,['10.1056/NEJM197307122890215 [doi]'],,,
