PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,SI,PMC,OID,OTO,OT,GN,OAB,OABL,AD,RF
6802860,NLM,MEDLINE,19820621,20191210,0737-1462 (Print) 0737-1462 (Linking),1,,1982,G-CSF: its relationship to leukemia differentiation-inducing activity and other hemopoietic regulators.,53-64,"The murine myelomonocytic leukemia WEHI-3B exists as differentiation-inducible (D+) and noninducible (D-) cell lines. Both lines produce a CSF species that stimulates exclusively the formation of neutrophil granulocyte colonies. This G-CSF copurifies with a mast cell growth factor but can be separated from M- and GM-CSF. NZB bone marrow is unresponsive to G-CSF stimulation. WEHI-3B D+ cells can induced to terminal granulocyte differentiation by a factor present in murine and human postendotoxin serum that is different from G-CSF present in WEHI-3B D+ or D- CM since the latter has little or no leukemia differentiation-inducing activity. Endotoxin treatment of C. parvum primed mice leads to simultaneous induction of serum activities with selective action on myeloid leukemic cells, a serum differentiation inducing activity and a leukemic colony inhibitory activity. These factors act synergistically to block leukemic stem cell self-renewal. The results suggest that a variety of inducible factors may have potent and selective antileukemic activity.","['Moore, M A']",['Moore MA'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Physiol Suppl,Journal of cellular physiology. Supplement,8300145,"['0 (Colony-Stimulating Factors)', '0 (Endotoxins)', '0 (Growth Substances)', '0 (Interleukin-2)', '0 (Interleukin-3)']",IM,"['Animals', 'Bone Marrow Cells', 'Cell Differentiation/drug effects', 'Cell Line', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/biosynthesis/*pharmacology', 'Endotoxins/pharmacology', 'Female', 'Granulocytes', 'Growth Substances/biosynthesis', 'Hematopoiesis/*drug effects', 'Interleukin-2/biosynthesis', 'Interleukin-3', 'L Cells', 'Leukemia, Myeloid/*pathology', 'Male', 'Mast Cells', 'Mice', 'Mice, Inbred BALB C']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1002/jcp.1041130411 [doi]'],ppublish,J Cell Physiol Suppl. 1982;1:53-64. doi: 10.1002/jcp.1041130411.,"['17085/PHS HHS/United States', '19052/PHS HHS/United States', 'CA-08748/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6802815,NLM,MEDLINE,19820624,20210210,0021-9258 (Print) 0021-9258 (Linking),257,10,1982 May 25,Leukotriene C4 and D4 formation by particulate enzymes.,5346-9,"The homogenate of rat basophilic leukemia cells, when incubated with arachidonic acid, glutathione, and calcium, formed 3 isomers of 5,12-dihydroxyeicosatetraenoic acid and 2 isomers of 5,6-dihydroxyeicosatetraenoic acid, as well as leukotriene (LT) C4 and D4. The products were identified by high pressure liquid chromatography, ultraviolet spectral analysis, co-migration with standards, bioassay, and gas chromatography-mass spectrometry. The enzymes responsible for the formation of LTC4 and LTD4 from LTA4 were found in the 10,000 x g pellet and, therefore, appear to be particulate. The possibility that these enzymes are bound to the cell membrane suggest that the formation of these leukotrienes might be important in the basophil and mast cells release reaction.","['Jakschik, B A', 'Harper, T', 'Murphy, R C']","['Jakschik BA', 'Harper T', 'Murphy RC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Arachidonic Acids)', '0 (SRS-A)', '27YG812J1I (Arachidonic Acid)', 'GAN16C9B8O (Glutathione)', 'SY7Q814VUP (Calcium)']",IM,"['Animals', 'Arachidonic Acid', 'Arachidonic Acids/metabolism', 'Basophils', 'Calcium/pharmacology', 'Cell Line', 'Chromatography, High Pressure Liquid', 'Gas Chromatography-Mass Spectrometry', 'Glutathione/metabolism', 'Leukemia, Experimental', 'Rats', 'SRS-A/*biosynthesis']",1982/05/25 00:00,1982/05/25 00:01,['1982/05/25 00:00'],"['1982/05/25 00:00 [pubmed]', '1982/05/25 00:01 [medline]', '1982/05/25 00:00 [entrez]']",['S0021-9258(19)83782-1 [pii]'],ppublish,J Biol Chem. 1982 May 25;257(10):5346-9.,"['1R01-HL25785/HL/NHLBI NIH HHS/United States', '2R01-HL21874-04/HL/NHLBI NIH HHS/United States', '5P30-CA16217-03/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6802749,NLM,MEDLINE,19820624,20190829,0093-7711 (Print) 0093-7711 (Linking),15,3,1982 Mar,"A new murine lymphocyte alloantigen, Ly-21.2, mapping to the seventh chromosome.",239-50,"Using a monoclonal antibody raised by fusing spleen cells from A/J mice, immunized with B10.A splenocytes and lymph-node cells, with a BALB/c myeloma, we have described a new surface alloantigen, Ly-21.2, Ly-21.2 is present in varying amounts in all lymphoid tissues, is not detectable in the brain, kidney, lung or erythrocytes, and is found in only trace amounts in the liver. Strain distribution studies showed that Ly-21.2 is present in all strains examined, including B10, except the A strain and segregation analysis of (A/J x B10) F2 mice showed that Ly-21.2 expression (1) is encoded by one gene and (2) is linked to albinism on chromosome 7. Studies performed on mice developing T-cell leukemia showed that, regardless of the etiologic agent, Ly-21.2 expression increases dramatically in mice with overt leukemia. In addition, preliminary studies suggest that expression of Ly-21.2 is linked to increased susceptibility of mice to Friend-virus-induced erythroleukemia.","['Kennard, J', 'Meruelo, D']","['Kennard J', 'Meruelo D']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Immunogenetics,Immunogenetics,0420404,"['0 (Antigens, Ly)']",IM,"['Albinism/genetics', 'Animals', 'Antigens, Ly/*genetics', 'Cell Line', 'Chromosome Mapping', '*Genes, MHC Class II', 'Leukemia, Experimental/immunology', 'Lymphocytes/*immunology', 'Mice', 'Mice, Inbred Strains', 'Species Specificity', 'Tissue Distribution']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",['10.1007/BF00364332 [doi]'],ppublish,Immunogenetics. 1982 Mar;15(3):239-50. doi: 10.1007/BF00364332.,['CA 22247/CA/NCI NIH HHS/United States'],,,,,,,,,,,
6802722,NLM,MEDLINE,19820621,20061115,0390-6078 (Print) 0390-6078 (Linking),66,6,1981 Dec,[Hairy-cell leukemia or tricholeukemia].,835-78,,"['Storti, E']",['Storti E'],['ita'],"['English Abstract', 'Journal Article', 'Review']",Italy,Haematologica,Haematologica,0417435,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)']",IM,"['Adrenal Cortex Hormones/therapeutic use', 'Antineoplastic Agents/therapeutic use', 'Bone Marrow/pathology', 'Diagnosis, Differential', 'Humans', 'Leukemia, Hairy Cell/*diagnosis/pathology/therapy', 'Liver/pathology', 'Lymph Nodes/pathology', 'Spleen/pathology', 'Splenectomy']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Haematologica. 1981 Dec;66(6):835-78.,,Leucemia a cellule capellute o leucemia a hairy-cell (I.H. C.) o tricoleucemia.,,,,,,,,,,117
6802721,NLM,MEDLINE,19820621,20071115,0390-6078 (Print) 0390-6078 (Linking),66,6,1981 Dec,The changing pattern of therapy in adults with acute myeloblastic leukaemia.,803-34,,"['Jacobs, P']",['Jacobs P'],['eng'],"['Journal Article', 'Review']",Italy,Haematologica,Haematologica,0417435,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/*therapeutic use', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Prognosis']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Haematologica. 1981 Dec;66(6):803-34.,,,,,,,,,,,,126
6802719,NLM,MEDLINE,19820621,20131121,0390-6078 (Print) 0390-6078 (Linking),66,6,1981 Dec,IgE myeloma. Report of a new case and review of the literature.,787-95,,"['Sala, P', 'Tonutti, E', 'Ruscio, M', 'Colle, R', 'Antonutto, G', 'Falconieri, G']","['Sala P', 'Tonutti E', 'Ruscio M', 'Colle R', 'Antonutto G', 'Falconieri G']",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,"['30237-26-4 (Fructose)', '37341-29-0 (Immunoglobulin E)', '660YQ98I10 (Potassium Chloride)', '9PHQ9Y1OLM (Prednisolone)', 'Q41OR9510P (Melphalan)', 'VB0R961HZT (Prednisone)', 'XXE1CET956 (Indomethacin)']",IM,"['Aged', 'Drug Therapy, Combination', 'Female', 'Fructose/therapeutic use', 'Humans', 'Immunoglobulin E/analysis', 'Indomethacin/therapeutic use', 'Leukemia, Plasma Cell/*complications', 'Melphalan/therapeutic use', 'Multiple Myeloma/complications/drug therapy/*immunology', 'Potassium Chloride/therapeutic use', 'Prednisolone/therapeutic use', 'Prednisone/therapeutic use']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Haematologica. 1981 Dec;66(6):787-95.,,,,,,,,,,,,
6802716,NLM,MEDLINE,19820621,20071115,0390-6078 (Print) 0390-6078 (Linking),66,6,1981 Dec,[The prognostic value of bone involvement in childhood acute lymphoblastic leukaemia (author's transl)].,750-5,,"['Pastore, G', 'Miniero, R', 'Cordero di Montezemolo, L', 'Felicioni, V', 'Fiandino, G', 'Grazia, G', 'Morgando, M P', 'Trada, M', 'Madon, E']","['Pastore G', 'Miniero R', 'Cordero di Montezemolo L', 'Felicioni V', 'Fiandino G', 'Grazia G', 'Morgando MP', 'Trada M', 'Madon E']",['ita'],"['English Abstract', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,,IM,"['Bone and Bones/*pathology', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia, Lymphoid/*pathology', 'Prognosis']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Haematologica. 1981 Dec;66(6):750-5.,,Significato prognostico delle lesioni ossee nei bambini con leucemia linfoblastica acuta.,,,,,,,,,,
6802714,NLM,MEDLINE,19820621,20131121,0390-6078 (Print) 0390-6078 (Linking),66,6,1981 Dec,[Cytogenetical studies on erythropoietic and myelopoietic progenitor cells in vitro in chronic myelogenous leukemia (author's transl)].,733-9,,"['Grilli, G', 'Carbonell, F', 'Fliedner, T M']","['Grilli G', 'Carbonell F', 'Fliedner TM']",['ita'],"['English Abstract', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,"['11096-26-7 (Erythropoietin)', 'Z01IVE25KI (Demecolcine)']",IM,"['Bone Marrow Cells', 'Cells, Cultured', 'Chromosomes, Human, 21-22 and Y/analysis', '*Colony-Forming Units Assay', 'Demecolcine/pharmacology', '*Erythrocytes', 'Erythropoietin/pharmacology', 'Hematopoietic Stem Cells', 'Humans', 'Leukemia, Myeloid/*blood', 'Leukemia, Myeloid, Acute/*blood', '*Monocytes']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Haematologica. 1981 Dec;66(6):733-9.,,Studi citogenetici sui progenitori eritropoietici e mielopoietici in vitro nella leucemia mieloide cronica.,,,,,,,,,,
6802646,NLM,MEDLINE,19820624,20190909,0277-5379 (Print) 0277-5379 (Linking),17,12,1981 Dec,Apparent methionine auxotrophy of some tumour cell lines may be linked to impaired amino acid transport.,1323-9,,"['Tisdale, M J']",['Tisdale MJ'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Cancer Clin Oncol,European journal of cancer & clinical oncology,8112045,"['AE28F7PNPL (Methionine)', 'K3Z4F929H6 (Lysine)']",IM,"['Animals', 'Biological Transport', 'Carcinoma 256, Walker/metabolism', 'Cell Division', 'Cell Line', 'Embryo, Mammalian', 'Fibroblasts/metabolism', 'Humans', 'Leukemia, Experimental/metabolism', 'Lysine/metabolism', 'Methionine/*metabolism', 'Mice', 'Neoplasms/*metabolism/pathology', 'Rats', 'Time Factors', 'Urinary Bladder', 'Urinary Bladder Neoplasms/metabolism']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",['10.1016/0014-2964(81)90015-3 [doi]'],ppublish,Eur J Cancer Clin Oncol. 1981 Dec;17(12):1323-9. doi: 10.1016/0014-2964(81)90015-3.,,,,,,,,,,,,
6802509,NLM,MEDLINE,19820624,20190511,0143-3334 (Print) 0143-3334 (Linking),3,1,1982,Induction of differentiation of human promyelocytic leukemia (HL-60) cells by teleocidin and phorbol-12-myristate-13-acetate.,111-4,"Human promyelocytic leukemia cells (HL-60) were induced to differentiate into macrophage-like cells in a dose-dependent manner by the tumor promoters phorbol-12-myristate-13-acetate and teleocidin, a non-phorbol ester promoter. An HL-60 cell variant, designated as R-59, which is resistant to differentiation induction by phorbol-12-myristate-13-acetate was also resistant to differentiation induction by teleocidin. Differentiation was determined by increases in the percent of morphologically mature cells and in lysozyme and nonspecific esterase activities. Both compounds inhibited the growth of HL-60 cells by blocking them from entering the synthesis phase of the cell cycle with an accumulation of cells after 48 h in G1 phase. No such effects were observed in the R-59 cells. They were, however, as susceptible as the parent HL-60 cells, to inducers which are not considered to be tumor promoters such as dimethylsulfoxide and retinoic acid. However, these inducers cause the HL-60 and R-59 cells to differentiate into granulocyte-like cells. These results indicate that teleocidin produces in both the HL-60 and R-59 cells effects which are similar to those cause by phorbol-12-myristate-13-acetate. The possibility that agents producing such effects in these two cell types may represent potential tumor promoters is discussed.","['Huberman, E', 'Braslawsky, G R', 'Callaham, M', 'Fugiki, H']","['Huberman E', 'Braslawsky GR', 'Callaham M', 'Fugiki H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,Carcinogenesis,Carcinogenesis,8008055,"['0 (Alkaloids)', '0 (Carcinogens)', '0 (DNA, Neoplasm)', '0 (Lyngbya Toxins)', '0 (Phorbols)', '27974YJ83L (teleocidins)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Alkaloids/*toxicity', 'Carcinogens/*toxicity', 'Cell Differentiation/*drug effects', 'Cells, Cultured', 'DNA, Neoplasm/analysis', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', '*Lyngbya Toxins', 'Phorbols/*toxicity', 'Tetradecanoylphorbol Acetate/*toxicity']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1093/carcin/3.1.111 [doi]'],ppublish,Carcinogenesis. 1982;3(1):111-4. doi: 10.1093/carcin/3.1.111.,['40-636-77/PHS HHS/United States'],,,,,,,,,,,
6802292,NLM,MEDLINE,19820624,20190501,0267-0623 (Print) 0267-0623 (Linking),284,6317,1982 Mar 6,Hypoparathyroidism and hypocalcaemia during treatment for acute leukaemia.,700-2,"Nine patients with acute leukaemia developed a complex syndrome of hypocalcaemia and hypomagnesaemia during treatment. These metabolic abnormalities developed rapidly in some patients and gave rise to acute symptoms. Immunoreactive parathormone concentrations in these patients were found to be either absolutely or inappropriately low. Hypomagnesaemia and the action of chemotherapeutic agents, especially adriamycin or cytarabine, or both may have contributed to the pathogenesis of this syndrome.","['Freedman, D B', 'Shannon, M', 'Dandona, P', 'Prentice, H G', 'Hoffbrand, A V']","['Freedman DB', 'Shannon M', 'Dandona P', 'Prentice HG', 'Hoffbrand AV']",['eng'],['Journal Article'],England,Br Med J (Clin Res Ed),British medical journal (Clinical research ed.),8302911,"['0 (Parathyroid Hormone)', '04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)', 'I38ZP9992A (Magnesium)']",IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Cytarabine/adverse effects', 'Doxorubicin/adverse effects', 'Female', 'Humans', 'Hypocalcemia/*etiology', 'Hypoparathyroidism/*etiology', 'Leukemia/*therapy', 'Leukemia, Lymphoid/complications/therapy', 'Leukemia, Myeloid, Acute/complications/therapy', 'Magnesium/blood', 'Male', 'Middle Aged', 'Parathyroid Hormone/blood']",1982/03/06 00:00,1982/03/06 00:01,['1982/03/06 00:00'],"['1982/03/06 00:00 [pubmed]', '1982/03/06 00:01 [medline]', '1982/03/06 00:00 [entrez]']",['10.1136/bmj.284.6317.700 [doi]'],ppublish,Br Med J (Clin Res Ed). 1982 Mar 6;284(6317):700-2. doi: 10.1136/bmj.284.6317.700.,,,,PMC1496625,,,,,,,,
6802186,NLM,MEDLINE,19820614,20180418,0300-9084 (Print) 0300-9084 (Linking),64,1,1982 Jan,[Inside view of lymphocyte differentiation].,IX-XV,,"['Thomas, G']",['Thomas G'],['fre'],"['Journal Article', 'Review']",France,Biochimie,Biochimie,1264604,"['0 (Deoxyadenosines)', '0 (Nucleosides)', '0 (Nucleotides)', 'EC 2.4.2.- (Pentosyltransferases)', 'EC 2.4.2.1 (Purine-Nucleoside Phosphorylase)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)', 'EC 3.5.4.- (Nucleoside Deaminases)', 'EC 3.5.4.4 (Adenosine Deaminase)', 'G9481N71RO (Deoxyguanosine)']",IM,"['Adenosine Deaminase/deficiency/*physiology', 'Animals', 'Cell Differentiation', 'Cell Line', 'DNA Nucleotidylexotransferase/*physiology', 'DNA Nucleotidyltransferases/*physiology', 'Deoxyadenosines/pharmacology', 'Deoxyguanosine/pharmacology', 'Humans', 'Hypergammaglobulinemia/etiology', 'Leukemia, Lymphoid/drug therapy/enzymology', '*Lymphocyte Activation/drug effects', 'Nucleoside Deaminases/*physiology', 'Nucleosides/metabolism', 'Nucleotides/metabolism', 'Pentosyltransferases/*physiology', 'Purine-Nucleoside Phosphorylase/deficiency/*physiology', 'T-Lymphocytes/*physiology']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['S0300-9084(82)80589-0 [pii]'],ppublish,Biochimie. 1982 Jan;64(1):IX-XV.,,La differenciation des lymphocytes vue de l'interieur.,,,,,,,,,,31
6802096,NLM,MEDLINE,19820521,20131121,0003-9926 (Print) 0003-9926 (Linking),142,3,1982 Mar,CSF infections complicating the management of neoplastic meningitis. Clinical features and results of therapy.,583-6,"This study analyzes the clinical and bacteriologic features of CSF infections that occurred in patients with neoplastic meningitis treated with thiotepa and methotrexate administered through a subcutaneous reservoir and ventricular catheter (SRVC). Thirty-one patients were treated, and CSF infections occurred in four (13%). Staphylococcus epidermidis was the infecting organism in each case and Pseudomonas maltophilia occurred with S epidermidis in one patient. Fever, headache, lethargy, and evidence of CSF extravasation around the SRVC were the common manifestations of infection. The CSF leukocytosis was the only laboratory abnormality noted. All infections were cured with the appropriate antibiotics and removal of the SRVC. Risk of CSF infection did not seem to be related to the use of high doses of dexamethasone, cranial radiation therapy, or the presence or absence of leukopenia. The SRVCs were replaced and treatment of neoplastic meningitis was resumed in three patients; infection did not recur. A CSF infection during management of neoplastic meningitis may be treated effectively and does not preclude adequate therapy of neoplastic meningitis.","['Trump, D L', 'Grossman, S A', 'Thompson, G', 'Murray, K']","['Trump DL', 'Grossman SA', 'Thompson G', 'Murray K']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Arch Intern Med,Archives of internal medicine,0372440,"['905Z5W3GKH (Thiotepa)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adult', 'Breast Neoplasms/pathology', 'Catheters, Indwelling', 'Cerebral Ventricles', 'Cerebrospinal Fluid/*microbiology', 'Female', 'Humans', 'Leukemia, Lymphoid/pathology', 'Lung Neoplasms/pathology', 'Male', 'Meningeal Neoplasms/complications/drug therapy/*secondary', 'Meningitis/*complications', 'Methotrexate/therapeutic use', 'Middle Aged', 'Staphylococcal Infections/*complications', 'Testicular Neoplasms/pathology', 'Thiotepa/therapeutic use']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",,ppublish,Arch Intern Med. 1982 Mar;142(3):583-6.,['CA-17970/CA/NCI NIH HHS/United States'],,,,,,,,,,,
