PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,AB,TT,PMC,OID,GN,GR
274806,NLM,MEDLINE,19780715,20190907,0036-553X (Print) 0036-553X (Linking),20,4,1978 Apr,Subcutaneous cerebrospinal fluid reservoirs in patients with acute leukaemia.,289-96,"['Spiers, A S', 'Booth, A E', 'Firth, J L']","['Spiers AS', 'Booth AE', 'Firth JL']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Adolescent', 'Antineoplastic Agents/*administration & dosage/therapeutic use', 'Catheterization/instrumentation', 'Child', 'Child, Preschool', 'Evaluation Studies as Topic', 'Female', 'Follow-Up Studies', 'Humans', 'Injections, Intraventricular/*instrumentation', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Lymphoma/*drug therapy', 'Male', 'Meningeal Neoplasms/cerebrospinal fluid/*drug therapy/prevention & control', 'Methods', 'Neoplasm Recurrence, Local']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",['10.1111/j.1600-0609.1978.tb02460.x [doi]'],ppublish,Scand J Haematol. 1978 Apr;20(4):289-96. doi: 10.1111/j.1600-0609.1978.tb02460.x.,['0 (Antineoplastic Agents)'],"Subcutaneous cerebrospinal fluid (Ommaya) reservoirs were inserted in 23 patients wich acute leukaemia and 2 patients with malignant lymphoma. In 9 leukaemia patients reservoirs were used for the prophylaxis of central nervous system leukaemia: only 1 patient developed meningeal leukaemia but less invasive therapy has now been shown to achieve effective prophylaxis and prophylactic use of Ommaya reservoirs has been discontinued. In 16 patients, reservoirs were inserted as aids to the treatment of meningeal leukaemia or lymphoma. Intracranial disease was successfully controlled and recurrences were prevented but patients eventually died from relapse of their systemic disease. The principal complications of the subcutaneous reservoirs were obstruction, misplacement, and one case of infection. Leucoencephalopathy in several patients was attributable to irradiation and cytotoxic drugs and not to the reservoirs. Problems due to misplacement of the reservoir occurred in 3 out of 13 reservoirs inserted by the occipital route and in only 1 of 12 reservoirs inserted by a frontal approach. With adequate supervision, the reservoirs are valuable aids to intrathecal therapy in patients with established meningeal leukaemia or lymphoma.",,,,,
274770,NLM,MEDLINE,19780724,20071115,0035-1628 (Print) 0035-1628 (Linking),26,2-3,1978 Feb-Mar,"[Psychoanalysis, psychotherapy, and the sick child].",79-86,"['Bouras, M']",['Bouras M'],['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Rev Neuropsychiatr Infant,Revue de neuropsychiatrie infantile et d'hygiene mentale de l'enfance,7905374,IM,"['*Attitude to Death', '*Attitude to Health', 'Child', 'Humans', 'Leukemia, Lymphoid/*psychology', 'Male', 'Psychoanalysis', 'Psychotherapy']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",,ppublish,Rev Neuropsychiatr Infant. 1978 Feb-Mar;26(2-3):79-86.,,,"Psychanalyse, psychotherapie, enfant malade.",,,,
274746,NLM,MEDLINE,19780726,20200930,0037-9727 (Print) 0037-9727 (Linking),157,4,1978 Apr,Characterization of transplantable myelomonocytic leukemia WEHI-3B in syngeneic BALB/c mice.,556-64,"['Murphy, W H', 'Urnovitz, H B', 'Maryanski, J L', 'Abrams, G D']","['Murphy WH', 'Urnovitz HB', 'Maryanski JL', 'Abrams GD']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,IM,"['Animals', 'Cell Count', 'Cell Line', 'Disease Models, Animal', 'Female', 'Leukemia, Experimental/blood/*pathology', 'Leukemia, Myeloid, Acute/pathology', 'Liver/pathology', 'Mice', 'Mice, Inbred BALB C', 'Neoplasm Transplantation', 'Spleen/pathology', 'Transplantation, Isogeneic']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",['10.3181/00379727-157-40096 [doi]'],ppublish,Proc Soc Exp Biol Med. 1978 Apr;157(4):556-64. doi: 10.3181/00379727-157-40096.,,,,,,,
274726,NLM,MEDLINE,19780715,20190501,0027-8424 (Print) 0027-8424 (Linking),75,3,1978 Mar,Indirect induction of differentiation in myeloid leukemic cells by lipid A.,1374-8,"['Weiss, B', 'Sachs, L']","['Weiss B', 'Sachs L']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Binding Sites', 'Cell Differentiation/*drug effects', 'Complement C3/metabolism', 'Growth Substances/metabolism', 'Immunoglobulin Fc Fragments/metabolism', 'Leukemia, Experimental/pathology', 'Leukemia, Myeloid, Acute/pathology', 'Lipid A/*pharmacology', 'Lipopolysaccharides/*pharmacology', 'Macrophages/*cytology', 'Muramidase/biosynthesis', 'Species Specificity']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",['10.1073/pnas.75.3.1374 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1978 Mar;75(3):1374-8. doi: 10.1073/pnas.75.3.1374.,"['0 (Complement C3)', '0 (Growth Substances)', '0 (Immunoglobulin Fc Fragments)', '0 (Lipid A)', '0 (Lipopolysaccharides)', 'EC 3.2.1.17 (Muramidase)']","Normal myeloid and MGI(+)D(+) clones of myeloid leukemic cells can be induced for Fc and complement component 3 rosettes, lysozme, and mature macrophages and granulocytes by a protein with macrophage- and granulocyte-inducing (MGI) activity, whereas MGI(+)D(-) clones can be induced by this protein for rosettes and lysozme but not mature cells. Lipopolysaccharides (LPS) from different bacteria induced the appearance of rosettes, lysozyme, and macrophages in some MGI(+)D(+) clones but did not induce any of these changes in MGI(+)D(-) clones. Lipid A gave the same results as LPS. Incubation of MGI(+)D(+) cells with LPS also induced an MGI activity detectable in the culture medium. This activity behaved like MGI in inducing (i) rosettes, lysozyme, and mature cells in MGI(+)D(+) leukemic cells including a clone resistant to LPS, (ii) rosettes and lysozyme in MGI(+)D(-) leukemic cells, and (iii) differentiation of normal myeloid cells to mature macrophages and granulocytes. This activity was induced in MGI(+)D(+) cells by LPS before the induction of rosettes or lysozyme. The results indicate that the lipid A portion of LPS indirectly induces differentiation of MGI(+)D(+) myeloid leukemic cells by inducing MGI protein. It is suggested that induction of specific regulatory proteins may be a more general mechanism for the induction of differentiation by surface-acting compounds.",,PMC411474,,,
274695,NLM,MEDLINE,19780715,20071115,0552-2080 (Print) 0552-2080 (Linking),23,4,1978 Apr,"[Case of ""low-grade"" acute leukemia].",47-8,"['Vasygova, N F', 'Osipova, L A']","['Vasygova NF', 'Osipova LA']",['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Anemia, Aplastic/*pathology', 'Anemia, Hypochromic/pathology', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Middle Aged']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1978 Apr;23(4):47-8.,,,"O sluchae ""maloprotsentnogo"" ostrogo leikoza.",,,,
274693,NLM,MEDLINE,19780724,20080620,0032-3756 (Print) 0032-3756 (Linking),33,16,1978 Apr 17,[Cytomorphological and cytochemical observations of leukocytes in blastic crisis in chronic myeloid leukemia].,633-6,"['Kotlarek-Haus, S', 'Brodzka, W', 'Fleischer, J', 'Kuliszkiewicz-Janus, M']","['Kotlarek-Haus S', 'Brodzka W', 'Fleischer J', 'Kuliszkiewicz-Janus M']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Acid Phosphatase/blood', 'Acute Disease', 'Humans', 'Leukemia, Myeloid/*blood/pathology', 'Leukocytes/enzymology/*pathology']",1978/04/17 00:00,1978/04/17 00:01,['1978/04/17 00:00'],"['1978/04/17 00:00 [pubmed]', '1978/04/17 00:01 [medline]', '1978/04/17 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1978 Apr 17;33(16):633-6.,['EC 3.1.3.2 (Acid Phosphatase)'],,Cytomorfologiczne i cytochemiczne obserwacje leukocytow przelomu blastycznego przewleklej bialaczki szpikowej.,,,,
274692,NLM,MEDLINE,19780724,20080620,0032-3756 (Print) 0032-3756 (Linking),33,15,1978 Apr 10,[Results of intensive cytostatic treatment of blastic exacerbation of chronic myeloid leukemia].,583-6,"['Sylwestrowicz, T', 'Zdziechowska, H', 'Maj, S', 'Pawelski, S', 'Lewicka, T']","['Sylwestrowicz T', 'Zdziechowska H', 'Maj S', 'Pawelski S', 'Lewicka T']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Acute Disease', 'Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage/therapeutic use', 'Drug Therapy, Combination/methods', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Middle Aged']",1978/04/10 00:00,1978/04/10 00:01,['1978/04/10 00:00'],"['1978/04/10 00:00 [pubmed]', '1978/04/10 00:01 [medline]', '1978/04/10 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1978 Apr 10;33(15):583-6.,['0 (Antineoplastic Agents)'],,Wyniki intensywnego leczenia zaostrzenia blastycznego przewleklej bialaczki szpikowej.,,,,
274680,NLM,MEDLINE,19780715,20091021,0030-6002 (Print) 0030-6002 (Linking),119,17,1978 Apr 23,[Cytogenetic examination of the spleen in the blastic phase of chronic granulocytic leukemia].,1039-43,"['Olah, E', 'Kiss, A', 'Jako, J']","['Olah E', 'Kiss A', 'Jako J']",['hun'],"['Case Reports', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Adult', 'Chromosome Aberrations', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics/immunology', 'Lymphocyte Activation', 'Male', 'Spleen/*cytology/immunology', 'Splenectomy']",1978/04/23 00:00,1978/04/23 00:01,['1978/04/23 00:00'],"['1978/04/23 00:00 [pubmed]', '1978/04/23 00:01 [medline]', '1978/04/23 00:00 [entrez]']",,ppublish,Orv Hetil. 1978 Apr 23;119(17):1039-43.,,,A lep cytogenetikai vizsgalata a chronikus granulocytas leukaemia blastos fazisaban.,,,,
274679,NLM,MEDLINE,19780715,20201226,0030-2414 (Print) 0030-2414 (Linking),35,2,1978,An autopsy study of the metastatic patterns of human leukemias.,87-96,"['Viadana, E', 'Bross, I D', 'Pickren, J W']","['Viadana E', 'Bross ID', 'Pickren JW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Oncology,Oncology,0135054,IM,"['Autopsy', 'Humans', 'Leukemia/*pathology', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid/pathology', 'Leukemia, Myeloid, Acute/pathology', 'Lymphatic Metastasis/pathology', 'Neoplasm Metastasis/*pathology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",['10.1159/000225262 [doi]'],ppublish,Oncology. 1978;35(2):87-96. doi: 10.1159/000225262.,,"This paper analyses the distribution of metastases at every site of the human body in acute lymphoblastic, chronic lymphocytic, acute myeblastic and chronic myelocytic leukemias in patients that come to autopsy. It appeared that the 4 types of leukemia had a similar seeding frequency of the skin, breast, trachea, diaphragm and all other muscles. The highest incidence of metastases was found in the lymphatic system (i.e. all lymph-nodes and spleen). Acute lymphoblastic leukemia showed an excess of metastases in the major blood vessels, pleura, large intestines, extrahepatic biliary tract, ureters, prostate, cervix uteri, central nervous system, thymus, ovaries and pituitary. The excess of metastases at specific sites did not cluster either in topographical areas or in anatomical systems, with the exception of metastases in the central nervous and endocrine systems (acute lymphoblastic leukemia). Chronic lymphocytic leukemia showed an excess of metastases in all lymph nodes, kidney, adrenals and heart. A lymphatic route of dissemination, as opposed to a blood-borne spread of malignant cells, was hypothesised to account for the excess of metastases in the above mentioned organs in patients affected with chronic lymphocytic leukemia. Soil specificity with the degree of anaplasia of leukemic cells may account for the higher than expected occurrence of metastases in a given organ, for a specific leukemia. This remark holds true particularly for acute lymphoblastic leukemia.",,,,,
274608,NLM,MEDLINE,19780724,20071115,0028-4793 (Print) 0028-4793 (Linking),298,22,1978 Jun 1,Spurious thrombocytosis in acute myelocytic leukemia.,1260,"['Malcolm, I D', 'Monks, P', 'Katz, M']","['Malcolm ID', 'Monks P', 'Katz M']",['eng'],"['Case Reports', 'Letter']",United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Aged', 'Blood Cell Count/methods', 'Diagnosis, Differential', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Thrombocytosis/*diagnosis']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",['10.1056/NEJM197806012982215 [doi]'],ppublish,N Engl J Med. 1978 Jun 1;298(22):1260. doi: 10.1056/NEJM197806012982215.,,,,,,,
274606,NLM,MEDLINE,19780715,20071115,0024-3507 (Print) 0024-3507 (Linking),23,3,1978 May,[Specific ovarian localizations in acute leukemias (apropos of 3 cases)].,151-7,"['Bauters, F', 'Roussy, M', 'Leduc, M', 'Jouet, J P', 'Goudemand, J', 'Goudemand, M']","['Bauters F', 'Roussy M', 'Leduc M', 'Jouet JP', 'Goudemand J', 'Goudemand M']",['fre'],"['Case Reports', 'Journal Article']",France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', '*Leukemia, Lymphoid/pathology', '*Leukemia, Myeloid, Acute/pathology', '*Ovarian Neoplasms/pathology', 'Ovary/pathology']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",,ppublish,Lille Med. 1978 May;23(3):151-7.,,,Les localisations ovariennes specifiques au cours des leucemies aiguues (a propos de 3 observations).,,,,
274595,NLM,MEDLINE,19780724,20110727,0047-1852 (Print) 0047-1852 (Linking),35 Suppl 1,,1977 Spring,[di Guglielmo's syndrome].,930-1,"['Yamada, H']",['Yamada H'],['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,IM,"['Humans', '*Leukemia, Erythroblastic, Acute']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1977 Spring;35 Suppl 1:930-1.,,,,,,,
274592,NLM,MEDLINE,19780715,20071115,0485-1439 (Print) 0485-1439 (Linking),19,2,1978 Feb,[Aplastic anemia and acute leukemia in two siblings (author's transl)].,180-6,"['Sawa, F', 'Shinomiya, N', 'Maruyama, S', 'Nakagawa, T', 'Tsukimoto, I', 'Nakayama, K']","['Sawa F', 'Shinomiya N', 'Maruyama S', 'Nakagawa T', 'Tsukimoto I', 'Nakayama K']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Anemia, Aplastic/*genetics', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Japan', 'Leukemia, Lymphoid/*genetics', 'Male', 'Nuclear Warfare']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1978 Feb;19(2):180-6.,,,,,,,
274591,NLM,MEDLINE,19780715,20061115,0485-1439 (Print) 0485-1439 (Linking),19,2,1978 Feb,"[A case of 45, X, -Y, Ph1 chronic granulocytic leukemia in an atomic bomb survivor and a review of the literature (author's transl)].",139-46,"['Mikami, M', 'Sofuni, T']","['Mikami M', 'Sofuni T']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['*Chromosome Aberrations', '*Chromosomes, Human, 21-22 and Y', 'Humans', 'Japan', 'Leukemia, Myeloid/*genetics', 'Leukemia, Radiation-Induced/*genetics', 'Male', 'Middle Aged', '*Nuclear Warfare']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1978 Feb;19(2):139-46.,,,,,,,
274588,NLM,MEDLINE,19780726,20190630,0098-7484 (Print) 0098-7484 (Linking),239,23,1978 Jun 9,"Hyperphosphatemia, hypocalcemia, and transient renal failure. Results of cytotoxic treatment of acute lymphoblastic leukemia.",2472-4,"['Ettinger, D S', 'Harker, W G', 'Gerry, H W', 'Sanders, R C', 'Saral, R']","['Ettinger DS', 'Harker WG', 'Gerry HW', 'Sanders RC', 'Saral R']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,JAMA,JAMA,7501160,IM,"['Acute Kidney Injury/*chemically induced', 'Adult', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Humans', 'Hypocalcemia/*chemically induced', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Phosphates/*blood']",1978/06/09 00:00,1978/06/09 00:01,['1978/06/09 00:00'],"['1978/06/09 00:00 [pubmed]', '1978/06/09 00:01 [medline]', '1978/06/09 00:00 [entrez]']",['10.1001/jama.239.23.2472 [doi]'],ppublish,JAMA. 1978 Jun 9;239(23):2472-4. doi: 10.1001/jama.239.23.2472.,"['0 (Antineoplastic Agents)', '0 (Phosphates)']",,,,,,
274587,NLM,MEDLINE,19780715,20190509,0027-8874 (Print) 0027-8874 (Linking),60,6,1978 Jun,Thirteen cases of leukemia in a family.,1243-50,"['Gunz, F W', 'Gunz, J P', 'Vincent, P C', 'Bergin, M', 'Johnson, F L', 'Bashir, H', 'Kirk, R L']","['Gunz FW', 'Gunz JP', 'Vincent PC', 'Bergin M', 'Johnson FL', 'Bashir H', 'Kirk RL']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Adolescent', 'Aged', 'Blood Proteins', 'Child', 'Child, Preschool', 'Chromosomes', 'Erythrocytes/enzymology', 'Female', 'HLA Antigens', 'Humans', 'Immunity, Cellular', 'Leukemia/*genetics/immunology/microbiology', 'Leukemia, Myeloid/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Male', 'Middle Aged', 'Oncogenic Viruses/isolation & purification', 'Pedigree']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",['10.1093/jnci/60.6.1243 [doi]'],ppublish,J Natl Cancer Inst. 1978 Jun;60(6):1243-50. doi: 10.1093/jnci/60.6.1243.,"['0 (Blood Proteins)', '0 (HLA Antigens)']","Thirteen cases of leukemia, 12 of them acute, occurred in 3 generations of a family comprising 293 members. Individual cases could not be linked to the possession of any of a range of genetic markers. Cytogenetic studies showed no constitutional chromosome abnormalities. Preliminary results of virologic studies suggested the presence of oncornaviruses in at least 1 leukemic individual in this family. This aggregation of leukemia cases likely resulted from a genetic, probably polygenic, predisposition, in association with the activity of leukemogenic factors whose nature remains to be clearly defined.",,,,,
