PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,PMC,AB,LID,OID
5235737,NLM,MEDLINE,19680228,20210216,0006-4971 (Print) 0006-4971 (Linking),30,6,1967 Dec,The RNA nucleotide composition in human leukocytes from normal and leukemic cases.,707-18,"['Kiss, K', 'Astaldi, G', 'Airo, R']","['Kiss K', 'Astaldi G', 'Airo R']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Adenine Nucleotides)', '0 (Amino Acids)', '0 (Cytosine Nucleotides)', '0 (Guanine Nucleotides)', '0 (Keto Acids)', '0 (Nucleotides)', '0 (Pentoses)', '0 (Purines)', '0 (Pyrimidines)', '0 (Uracil Nucleotides)', '63231-63-0 (RNA)', '9007-49-2 (DNA)']",IM,"['Adenine Nucleotides/blood', 'Amino Acids/blood', 'Cytosine Nucleotides/blood', 'DNA/blood', 'Guanine Nucleotides/blood', 'Humans', 'Keto Acids/blood', 'Leukemia/*blood/etiology', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Leukocytes/*cytology', 'Lymphocytes/analysis', 'Nucleotides/*blood', 'Pentoses/blood', 'Purines/blood', 'Pyrimidines/blood', 'RNA/*blood', 'Uracil Nucleotides/blood']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",ppublish,Blood. 1967 Dec;30(6):707-18.,['S0006-4971(20)77976-0 [pii]'],,,,,
5235726,NLM,MEDLINE,19680226,20190817,0021-5287 (Print) 0021-5287 (Linking),58,6,1967 Jun,[Leukemic infiltration of prostate].,632-6,"['Oda, K', 'Ono, T', 'Takahashi, T']","['Oda K', 'Ono T', 'Takahashi T']",['jpn'],['Journal Article'],Japan,Nihon Hinyokika Gakkai Zasshi,Nihon Hinyokika Gakkai zasshi. The japanese journal of urology,2984841R,,IM,"['Aged', 'Humans', 'Leukemia, Myeloid/*complications/pathology', 'Male', 'Prostate/pathology', 'Prostatic Diseases/*etiology', 'Urination Disorders/etiology']",1967/06/01 00:00,1967/06/01 00:01,['1967/06/01 00:00'],"['1967/06/01 00:00 [pubmed]', '1967/06/01 00:01 [medline]', '1967/06/01 00:00 [entrez]']",ppublish,Nihon Hinyokika Gakkai Zasshi. 1967 Jun;58(6):632-6. doi: 10.5980/jpnjurol1928.58.6_632.,['10.5980/jpnjurol1928.58.6_632 [doi]'],,,,,
5235664,NLM,MEDLINE,19680225,20071115,0007-0947 (Print) 0007-0947 (Linking),21,8,1967 Aug,Hyperparathyroid crisis and leukaemia.,412-5,"['Cole, T P', 'Engeset, J', 'Adam, A', 'Michie, W']","['Cole TP', 'Engeset J', 'Adam A', 'Michie W']",['eng'],['Journal Article'],England,Br J Clin Pract,The British journal of clinical practice,0372546,,IM,"['Child', 'Diagnosis, Differential', 'Female', 'Humans', 'Hyperparathyroidism/*diagnosis', 'Leukemia, Lymphoid/*diagnosis']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Br J Clin Pract. 1967 Aug;21(8):412-5.,,,,,,
5235641,NLM,MEDLINE,19680216,20190617,0028-0836 (Print) 0028-0836 (Linking),216,5121,1967 Dec 23,Sequential biochemical alteration to antifolate resistance in L1210 leukaemia.,1236-7,"['Sirotnak, F M', 'Kurita, S', 'Sargent, M G', 'Robinson, D L', 'Hutchison, D J']","['Sirotnak FM', 'Kurita S', 'Sargent MG', 'Robinson DL', 'Hutchison DJ']",['eng'],['Journal Article'],England,Nature,Nature,0410462,"['10028-17-8 (Tritium)', 'E7WED276I5 (Mercaptopurine)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'U3P01618RT (Fluorouracil)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Biological Transport, Active', 'Cell Division', 'Cytogenetics', 'Drug Hypersensitivity', 'Fluorouracil', 'Leukemia L1210/*metabolism', 'Mercaptopurine', 'Methotrexate/*metabolism', 'Mice', 'Molecular Biology', 'Neoplasm Transplantation', 'Tetrahydrofolate Dehydrogenase/*metabolism', 'Tritium']",1967/12/23 00:00,1967/12/23 00:01,['1967/12/23 00:00'],"['1967/12/23 00:00 [pubmed]', '1967/12/23 00:01 [medline]', '1967/12/23 00:00 [entrez]']",ppublish,Nature. 1967 Dec 23;216(5121):1236-7. doi: 10.1038/2161236a0.,['10.1038/2161236a0 [doi]'],,,,,
5235593,NLM,MEDLINE,19680216,20190716,0002-922X (Print) 0002-922X (Linking),115,1,1968 Jan,Neonatal leukemia. Detection of herpes virus in the mother and child.,61-5,"['Carper, J M', ""O'Donnell, W M"", 'Monroe, J H']","['Carper JM', ""O'Donnell WM"", 'Monroe JH']",['eng'],['Journal Article'],United States,Am J Dis Child,American journal of diseases of children (1960),0370471,,IM,"['Culture Techniques', 'Female', 'Herpesviridae/*isolation & purification', 'Humans', 'Infant, Newborn', 'Infant, Newborn, Diseases/*microbiology', 'Leukemia, Lymphoid/*microbiology', 'Leukocytes', 'Microscopy, Electron', 'Neutrophils']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Am J Dis Child. 1968 Jan;115(1):61-5. doi: 10.1001/archpedi.1968.02100010063012.,['10.1001/archpedi.1968.02100010063012 [doi]'],,,,,
5235580,NLM,MEDLINE,19680216,20071115,0031-4005 (Print) 0031-4005 (Linking),40,5,1967 Nov,The significance of the Ph1 chromosome in acute myeloblastic leukemia: serial cytogenetic studies in a critical case.,834-41,"['Mastrangelo, R', 'Zuelzer, W W', 'Thompson, R I']","['Mastrangelo R', 'Zuelzer WW', 'Thompson RI']",['eng'],['Journal Article'],United States,Pediatrics,Pediatrics,0376422,,IM,"['Acute Disease', 'Bone Marrow Cells', 'Child, Preschool', '*Chromosome Aberrations', 'Chronic Disease', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics/therapy', 'Leukocyte Count', 'Male']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Pediatrics. 1967 Nov;40(5):834-41.,,,,,,
5235561,NLM,MEDLINE,19680216,20080408,0023-2513 (Print) 0023-2513 (Linking),13,1,1967 Mar,Electron microscopic studies on the maturation process of neutrophilic leukocytes.,47-66,"['Kaihotsu, N']",['Kaihotsu N'],['eng'],['Journal Article'],Japan,Kobe J Med Sci,The Kobe journal of medical sciences,0413531,,IM,"['Adolescent', 'Adult', '*Bone Marrow Cells', 'Female', 'Humans', 'Leukemia, Myeloid/pathology', 'Male', 'Microscopy, Electron', 'Middle Aged', 'Mitochondria', 'Neutrophils/*cytology']",1967/03/01 00:00,1967/03/01 00:01,['1967/03/01 00:00'],"['1967/03/01 00:00 [pubmed]', '1967/03/01 00:01 [medline]', '1967/03/01 00:00 [entrez]']",ppublish,Kobe J Med Sci. 1967 Mar;13(1):47-66.,,,,,,
5235534,NLM,MEDLINE,19680216,20190704,0007-1048 (Print) 0007-1048 (Linking),13,6,1967 Nov,Leucocyte folate in vitamin B 12 and folate deficiency and in leukaemia.,954-66,"['Hoffbrand, A V', 'Newcombe, B F']","['Hoffbrand AV', 'Newcombe BF']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['935E97BOY8 (Folic Acid)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['Anemia, Pernicious/blood', 'Female', 'Folic Acid/*blood', 'Folic Acid Deficiency/*blood', 'Gastrointestinal Diseases/blood', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukemia, Monocytic, Acute/*blood', 'Leukemia, Myeloid/*blood', 'Leukocytes/*analysis', 'Male', 'Vitamin B 12/*metabolism']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Br J Haematol. 1967 Nov;13(6):954-66. doi: 10.1111/j.1365-2141.1967.tb08866.x.,['10.1111/j.1365-2141.1967.tb08866.x [doi]'],,,,,
5235446,NLM,MEDLINE,19680216,20071115,0027-8874 (Print) 0027-8874 (Linking),40,1,1968 Jan,Studies on acute leukemia and infectious mononucleosis of childhood. IV. Continuous propagation of lymphoblastoid cells from spontaneously transformed bone marrow cultures.,123-34,"['Benyesh-Melnick, M', 'Phillips, C F', 'Lewis, R T', 'Seidel, E H']","['Benyesh-Melnick M', 'Phillips CF', 'Lewis RT', 'Seidel EH']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Adolescent', '*Bone Marrow', '*Bone Marrow Cells', 'Cell Division', 'Child', 'Child, Preschool', 'Clone Cells/*growth & development', '*Culture Techniques', 'Female', 'Fibroblasts', 'Hematologic Diseases/pathology', 'Hepatomegaly/pathology', 'Humans', 'Infant', 'Infectious Mononucleosis/*pathology', 'Leukemia, Lymphoid/*pathology', 'Male']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1968 Jan;40(1):123-34.,,,,,,
5235445,NLM,MEDLINE,19680216,20071115,0027-8874 (Print) 0027-8874 (Linking),40,1,1968 Jan,Studies on acute leukemia and infectious mononucleosis of childhood. 3. Incidence of spontaneous lymphoblastoid transformation in bone marrow cultures.,111-22,"['Benyesh-Melnick, M', 'Fern-Bach, J', 'Dessy, S', 'Lewis, R T']","['Benyesh-Melnick M', 'Fern-Bach J', 'Dessy S', 'Lewis RT']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Adolescent', '*Bone Marrow', '*Bone Marrow Cells', 'Child', 'Child, Preschool', '*Culture Techniques', 'Female', '*Fibroblasts', 'Hematologic Diseases/pathology', 'Humans', 'Infant', 'Infectious Mononucleosis/*pathology', 'Leukemia, Lymphoid/*pathology', 'Male']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1968 Jan;40(1):111-22.,,,,,,
5235392,NLM,MEDLINE,19680215,20041117,0026-4806 (Print) 0026-4806 (Linking),58,89,1967 Nov 7,[Chronic myeloid leukemia with polynuclear neutrophils according to Emile-Weil. Neutrophil leukocyte hyperplastic myelosis with spleno-medullary eosinophilic symptoms. Clinical contribution].,3850-3,"['Negri Gualdi, C']",['Negri Gualdi C'],['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,,IM,"['Aged', '*Bone Marrow Diseases', '*Eosinophils', 'Humans', '*Leukemia, Myeloid', 'Male', '*Neutrophils']",1967/11/07 00:00,1967/11/07 00:01,['1967/11/07 00:00'],"['1967/11/07 00:00 [pubmed]', '1967/11/07 00:01 [medline]', '1967/11/07 00:00 [entrez]']",ppublish,Minerva Med. 1967 Nov 7;58(89):3850-3.,,Leucemia mieloide cronica a polinucleati neutrofili secondo Emile-Weil. Mielosi iperplastica leucocitaria neutrofila con impronta eosinofila spleno-midollare. Contributo clinico.,,,,
5235334,NLM,MEDLINE,19680215,20151119,0031-3939 (Print) 0031-3939 (Linking),42,4,1967 Apr,"[Results of the treatment of ""resistant"" lymphoblastic leukemia in children with vincristine].",419-25,"['Armata, J', 'Garwicz, S', 'Halikowski, B', 'Wyszkowski, J']","['Armata J', 'Garwicz S', 'Halikowski B', 'Wyszkowski J']",['pol'],['Journal Article'],Poland,Pediatr Pol,Pediatria polska,2985039R,"['0 (Antimetabolites)', '5J49Q6B70F (Vincristine)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Antimetabolites/therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Prednisone/therapeutic use', 'Vincristine/*therapeutic use']",1967/04/01 00:00,1967/04/01 00:01,['1967/04/01 00:00'],"['1967/04/01 00:00 [pubmed]', '1967/04/01 00:01 [medline]', '1967/04/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1967 Apr;42(4):419-25.,,"Wyniki leczenia winkrystyna ""opornej"" bialaczki limfoblastycznej u dzieci.",,,,
5235286,NLM,MEDLINE,19680215,20041117,0007-1285 (Print) 0007-1285 (Linking),39,458,1966 Feb,The haematological complications of polycythaemia vera and treatment with radioactive phosphorus.,122-30,"['Szur, L', 'Lewis, S M']","['Szur L', 'Lewis SM']",['eng'],['Journal Article'],England,Br J Radiol,The British journal of radiology,0373125,['0 (Phosphorus Isotopes)'],IM,"['Adult', 'Aged', 'Anemia, Aplastic/*etiology', 'Bone Marrow Diseases/*etiology', 'Female', 'Humans', 'Leukemia, Myeloid/*etiology', 'Leukemia, Radiation-Induced', 'Male', 'Middle Aged', 'Phosphorus Isotopes/*adverse effects', 'Polycythemia Vera/*complications/radiotherapy']",1966/02/01 00:00,1966/02/01 00:01,['1966/02/01 00:00'],"['1966/02/01 00:00 [pubmed]', '1966/02/01 00:01 [medline]', '1966/02/01 00:00 [entrez]']",ppublish,Br J Radiol. 1966 Feb;39(458):122-30. doi: 10.1259/0007-1285-39-458-122.,['10.1259/0007-1285-39-458-122 [doi]'],,,,,
5235224,NLM,MEDLINE,19680215,20081121,0040-3660 (Print) 0040-3660 (Linking),38,2,1966 Feb,[The activity of the alkaline phosphatase of neutrophils in myeloproliferative diseases].,66-9,"['Vakulenko, A D', 'Shubich, M G']","['Vakulenko AD', 'Shubich MG']",['rus'],['Journal Article'],Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,"['0 (Phosphorus Isotopes)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Alkaline Phosphatase/*metabolism', 'Humans', 'Leukemia, Myeloid/*enzymology', 'Myeloproliferative Disorders/enzymology', 'Neutrophils/*enzymology', 'Phosphorus Isotopes/therapeutic use', 'Polycythemia/*enzymology', 'Primary Myelofibrosis/*enzymology']",1966/02/01 00:00,1966/02/01 00:01,['1966/02/01 00:00'],"['1966/02/01 00:00 [pubmed]', '1966/02/01 00:01 [medline]', '1966/02/01 00:00 [entrez]']",ppublish,Ter Arkh. 1966 Feb;38(2):66-9.,,Aktivnost' shchelochnoi fosfatazy neitrofilov pri mieloproliferativnykh zabolevaniiakh.,,,,
5235210,NLM,MEDLINE,19680215,20071115,0038-3139 (Print) 0038-3139 (Linking),63,8,1967 Aug,"Rarer forms of leukemia. Management of promyelocytic, aleukemic and eosinophilic leukemias.",282,"['Sampey, J R']",['Sampey JR'],['eng'],['Journal Article'],United States,J S C Med Assoc,Journal of the South Carolina Medical Association (1975),7503045,,IM,"['Eosinophilia', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Male']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,J S C Med Assoc. 1967 Aug;63(8):282.,,,,,,
5235200,NLM,MEDLINE,19680215,20190825,0021-1265 (Print) 0021-1265 (Linking),6,470,1965 Feb,Ineffective erythropoiesis in a case of Di Guglielmo's syndrome.,85-90,"['Temperley, I J']",['Temperley IJ'],['eng'],['Journal Article'],Ireland,Ir J Med Sci,Irish journal of medical science,7806864,"['0 (Aniline Compounds)', '0 (Iron Isotopes)']",IM,"['Aniline Compounds', 'Bone Marrow Examination', '*Erythropoiesis', 'Humans', 'Iron Isotopes/blood', '*Leukemia, Erythroblastic, Acute', '*Leukemia, Myeloid, Acute', 'Male', 'Middle Aged', 'Radiometry']",1965/02/01 00:00,1965/02/01 00:01,['1965/02/01 00:00'],"['1965/02/01 00:00 [pubmed]', '1965/02/01 00:01 [medline]', '1965/02/01 00:00 [entrez]']",ppublish,Ir J Med Sci. 1965 Feb;6(470):85-90. doi: 10.1007/BF02943827.,['10.1007/BF02943827 [doi]'],,,,,
5235193,NLM,MEDLINE,19680215,20171116,0012-0472 (Print) 0012-0472 (Linking),92,52,1967 Dec 29,[Chemotherapy of acute leukemia].,2371-5,"['Gerhartz, H']",['Gerhartz H'],['ger'],['Journal Article'],Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adrenal Cortex Hormones/therapeutic use', 'Adult', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Female', 'Humans', 'Leukemia/classification/*drug therapy', 'Leukemia, Erythroblastic, Acute/drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Monocytic, Acute/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Thrombocythemia, Essential/drug therapy', 'Vincristine/therapeutic use']",1967/12/29 00:00,1967/12/29 00:01,['1967/12/29 00:00'],"['1967/12/29 00:00 [pubmed]', '1967/12/29 00:01 [medline]', '1967/12/29 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1967 Dec 29;92(52):2371-5. doi: 10.1055/s-0028-1106151.,['10.1055/s-0028-1106151 [doi]'],Chemotherapie der akuten Leukamien.,,,,
5235192,NLM,MEDLINE,19680215,20141120,0008-5472 (Print) 0008-5472 (Linking),27,11,1967 Nov,Conversion of glucose to lipids by normal and leukemic leukocytes.,2153-8,"['Miras, C J', 'Legakis, N J', 'Levis, G M']","['Miras CJ', 'Legakis NJ', 'Levis GM']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Carbon Isotopes)', '0 (Lipids)', 'IY9XDZ35W2 (Glucose)']",IM,"['Acute Disease', 'Autoradiography', 'Carbon Isotopes', 'Chromatography', 'Chromatography, Thin Layer', 'Chronic Disease', 'Glucose/*metabolism', 'Humans', 'In Vitro Techniques', 'Leukemia/*metabolism', 'Leukemia, Lymphoid/metabolism', 'Leukemia, Myeloid/metabolism', 'Leukocytes/*metabolism', 'Lipids/*biosynthesis']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Cancer Res. 1967 Nov;27(11):2153-8.,,,,,,
5235190,NLM,MEDLINE,19680215,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5586,1968 Jan 27,Chronic granulocytic leukaemia: comparison of radiotherapy and busulphan therapy. Report of the Medical Research Council's working party for therapeutic trials in leukaemia.,201-8,,,['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",England,Br Med J,British medical journal,0372673,['G1LN9045DK (Busulfan)'],IM,"['Blood Platelets', 'Busulfan/*therapeutic use', 'Female', 'Hemoglobinometry', 'Humans', 'Leukemia, Myeloid/*drug therapy/mortality/*radiotherapy', 'Leukocyte Count', 'Male', 'Organ Size', 'Spleen', 'United Kingdom']",1968/01/27 00:00,1968/01/27 00:01,['1968/01/27 00:00'],"['1968/01/27 00:00 [pubmed]', '1968/01/27 00:01 [medline]', '1968/01/27 00:00 [entrez]']",ppublish,Br Med J. 1968 Jan 27;1(5586):201-8. doi: 10.1136/bmj.1.5586.201.,['10.1136/bmj.1.5586.201 [doi]'],,PMC1984763,,,
5235189,NLM,MEDLINE,19680215,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5586,1968 Jan 27,Treatment of chronic granulocytic leukemia.,196-7,,,['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,IM,"['Humans', 'Leukemia, Myeloid/drug therapy/radiotherapy/*therapy']",1968/01/27 00:00,1968/01/27 00:01,['1968/01/27 00:00'],"['1968/01/27 00:00 [pubmed]', '1968/01/27 00:01 [medline]', '1968/01/27 00:00 [entrez]']",ppublish,Br Med J. 1968 Jan 27;1(5586):196-7. doi: 10.1136/bmj.1.5586.196.,['10.1136/bmj.1.5586.196 [doi]'],,PMC1984786,,,
5235152,NLM,MEDLINE,19680215,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5584,1968 Jan 13,Direct evidence for presence of Ph-1 chromosome in erythroid cells.,96-8,"['Rastrick, J M', 'Fitzgerald, P H', 'Gunz, F W']","['Rastrick JM', 'Fitzgerald PH', 'Gunz FW']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,['0 (Iron Isotopes)'],IM,"['*Bone Marrow', '*Bone Marrow Cells', '*Chromosome Aberrations', '*Chromosome Disorders', '*Chromosomes, Human, 21-22 and Y', 'Culture Techniques', '*Erythrocytes', 'Humans', 'Iron Isotopes', 'Leukemia, Myeloid/*genetics', 'Male', 'Middle Aged']",1968/01/13 00:00,1968/01/13 00:01,['1968/01/13 00:00'],"['1968/01/13 00:00 [pubmed]', '1968/01/13 00:01 [medline]', '1968/01/13 00:00 [entrez]']",ppublish,Br Med J. 1968 Jan 13;1(5584):96-8. doi: 10.1136/bmj.1.5584.96.,['10.1136/bmj.1.5584.96 [doi]'],,PMC1984694,,,
5235146,NLM,MEDLINE,19680215,20190613,0006-2960 (Print) 0006-2960 (Linking),6,11,1967 Nov,Ion-dependent activation of dihydrofolate reductase from L1210 cells.,3519-27,"['Reyes, P', 'Huennekens, F M']","['Reyes P', 'Huennekens FM']",['eng'],['Journal Article'],United States,Biochemistry,Biochemistry,0370623,"['0 (Folic Acid Antagonists)', '0 (Ions)', '4R7X1O2820 (Chlorine)', '8W8T17847W (Urea)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'SBV4XY874G (Bromine)']",IM,"['Animals', 'Binding Sites', 'Bromine/pharmacology', 'Chlorine/pharmacology', 'Folic Acid Antagonists', 'Hydrogen-Ion Concentration', 'Ions/pharmacology', 'Kinetics', 'Leukemia L1210/*enzymology', 'Male', 'Mice', 'Neoplasms, Experimental', 'Stimulation, Chemical', '*Tetrahydrofolate Dehydrogenase', 'Urea/pharmacology']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Biochemistry. 1967 Nov;6(11):3519-27. doi: 10.1021/bi00863a025.,['10.1021/bi00863a025 [doi]'],,,,,
5235111,NLM,MEDLINE,19680214,20071115,0027-8874 (Print) 0027-8874 (Linking),39,5,1967 Nov,Ten thousand cases of leukemia: 1940-62.,993-1026,"['Cutler, S J', 'Axtell, L', 'Heise, H']","['Cutler SJ', 'Axtell L', 'Heise H']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Chronic Disease', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/drug therapy/*epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Leukemia, Monocytic, Acute/epidemiology', 'Leukemia, Myeloid/epidemiology', 'Male', 'Middle Aged', 'Prognosis', 'Sex Factors', 'Statistics as Topic']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1967 Nov;39(5):993-1026.,,,,,,
5235108,NLM,MEDLINE,19680214,20041117,0003-1194 (Print) 0003-1194 (Linking),14,4,1967 Oct,Effects of suggestion on pruritus with cutaneous lesions in chronic myelogenous leukemia.,122-5,"['Ament, P', 'Milgrom, H']","['Ament P', 'Milgrom H']",['eng'],"['Case Reports', 'Journal Article']",United States,J Am Soc Psychosom Dent Med,The Journal of the American Society of Psychosomatic Dentistry and Medicine,7505581,['0 (Steroids)'],IM,"['Aged', 'Chronic Disease', 'Humans', '*Hypnosis', 'Leukemia/*complications', 'Male', 'Pruritus/drug therapy/*therapy', '*Psychosomatic Medicine', 'Skin Diseases/*therapy', 'Steroids/therapeutic use']",1967/10/01 00:00,1967/10/01 00:01,['1967/10/01 00:00'],"['1967/10/01 00:00 [pubmed]', '1967/10/01 00:01 [medline]', '1967/10/01 00:00 [entrez]']",ppublish,J Am Soc Psychosom Dent Med. 1967 Oct;14(4):122-5.,,,,,,
