PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,AB,PMC,OID,OTO,OT,GN
4311340,NLM,MEDLINE,19700120,20171116,,45,47,1969 Nov 20,[The course of acute leukemia. 456 cases].,2939-47,"['Fiere, D M', 'Viala, J J', 'Revol, L', 'Croizat, P']","['Fiere DM', 'Viala JJ', 'Revol L', 'Croizat P']",['fre'],['Journal Article'],Evolution des leucemies aigues. A propos de 456 observations.,France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*drug therapy/*mortality', 'Leukemia, Lymphoid/drug therapy/mortality', 'Leukemia, Monocytic, Acute/drug therapy/mortality', 'Leukemia, Myeloid, Acute/drug therapy/mortality', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Prednisolone/administration & dosage', 'Prognosis']",,1969/11/20 00:00,1969/11/20 00:01,['1969/11/20 00:00'],"['1969/11/20 00:00 [pubmed]', '1969/11/20 00:01 [medline]', '1969/11/20 00:00 [entrez]']",ppublish,Sem Hop. 1969 Nov 20;45(47):2939-47.,"['9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,
4311253,NLM,MEDLINE,19700119,20190501,0027-8424 (Print) 0027-8424 (Linking),63,4,1969 Aug,Interaction of the carbohydrate-binding protein concanavalin A with normal and transformed cells.,1418-25,"['Inbar, M', 'Sachs, L']","['Inbar M', 'Sachs L']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Agglutination/drug effects', 'Animals', '*Binding Sites', '*Carbohydrates', '*Cell Transformation, Neoplastic', 'Cricetinae', 'Culture Techniques', 'Humans', 'Leukemia, Experimental', 'Plant Extracts', 'Polyomavirus', '*Protein Binding', 'Rats', 'Trypsin']",,1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1969 Aug;63(4):1418-25. doi: 10.1073/pnas.63.4.1418.,"['0 (Carbohydrates)', '0 (Plant Extracts)', 'EC 3.4.21.4 (Trypsin)']",['10.1073/pnas.63.4.1418 [doi]'],"It has been shown that the carbohydrate-binding protein concanavalin A (ConA) can agglutinate leukemic cells and cells transformed by polyoma virus, simian virus 40, chemical carcinogens, and X-irradiation. This protein did not agglutinate normal cells under the same conditions. The agglutination was reversed by competition with alpha-methyl-D-glucopyranoside (alpha-MG), a carbohydrate that strongly binds to ConA, but not by the carbohydrates alpha-methyl-L-fucopyranoside or N-acetylglucosamine, with no binding or weak binding to ConA. Destruction of the alpha-MG binding sites of the native protein by removal of bivalent metal ions abolished the agglutination produced by the native protein. The treatment of cells with trypsin resulted in the agglutination of normal cells by ConA and a decrease of agglutinability of transformed cells. When nonagglutinating untransformed 3T3 cells were infected with simian virus 40 and normal rat cells were infected with polyoma virus, the infected cells became agglutinable several days after virus infection. The percentage of cells agglutinated, about 50 per cent, was much higher than the percentage of cells hereditarily transformed. The results indicate that the surface membrane of transformed cells contains sites that interact with the alpha-MG binding sites of ConA, that such sites can be found on the surface membrane of normal cells after treatment with trypsin, and that the change in the surface structure from normal to transformed occurs in cells that are abortively transformed.",PMC223481,,,,
4311248,NLM,MEDLINE,19700119,20200219,0032-5791 (Print) 0032-5791 (Linking),48,1,1969 Jan,Genetic resistance to leukosis caused by the JM virus in the fowl.,76-87,"['Han, F S', 'Smyth, J R Jr', 'Sevoian, M', 'Dickinson, F N']","['Han FS', 'Smyth JR Jr', 'Sevoian M', 'Dickinson FN']",['eng'],['Journal Article'],,England,Poult Sci,Poultry science,0401150,IM,"['Animals', 'Avian Leukosis/*prevention & control', '*Avian Leukosis Virus', 'Female', '*Genetics', 'Male', 'Poultry Diseases/*prevention & control']",,1969/01/01 00:00,2001/03/28 10:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Poult Sci. 1969 Jan;48(1):76-87. doi: 10.3382/ps.0480076.,,"['10.3382/ps.0480076 [doi]', 'S0032-5791(19)52841-3 [pii]']",,,,,,
4311227,NLM,MEDLINE,19700119,20190717,0003-9942 (Print) 0003-9942 (Linking),21,6,1969 Dec,Varicella-Zoster encephalomyelitis. A morphologic and virologic study.,559-70,"['McCormick, W F', 'Rodnitzky, R L', 'Schochet, S S Jr', 'McKee, A P']","['McCormick WF', 'Rodnitzky RL', 'Schochet SS Jr', 'McKee AP']",['eng'],"['Case Reports', 'Journal Article']",,United States,Arch Neurol,Archives of neurology,0372436,IM,"['Adult', 'Autopsy', 'Brain/pathology', 'Central Nervous System/*pathology', 'Chickenpox/*complications', 'Child, Preschool', 'Diagnosis, Differential', 'Encephalomalacia/pathology', 'Encephalomyelitis/diagnosis/*etiology/pathology', 'Herpes Zoster/*complications', 'Herpesviridae Infections/pathology', '*Herpesvirus 3, Human', 'Hodgkin Disease/complications', 'Humans', '*Inclusion Bodies, Viral', 'Leukemia, Lymphoid/complications', 'Male', 'Microscopy, Electron', 'Neuroglia', 'Simplexvirus', 'Spinal Cord/pathology', 'Virus Cultivation']",,1969/12/01 00:00,2001/03/28 10:01,['1969/12/01 00:00'],"['1969/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/12/01 00:00 [entrez]']",ppublish,Arch Neurol. 1969 Dec;21(6):559-70. doi: 10.1001/archneur.1969.00480180015001.,,['10.1001/archneur.1969.00480180015001 [doi]'],,,,,,
4311119,NLM,MEDLINE,19700109,20190619,0008-543X (Print) 0008-543X (Linking),24,6,1969 Dec,Studies of human milk in relation to the possible viral etiology of breast cancer.,1250-4,"['Feller, W F', 'Chopra, H C']","['Feller WF', 'Chopra HC']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,IM,"['Breast Neoplasms/*etiology', 'Burkitt Lymphoma/etiology', 'Female', 'Gammaretrovirus', 'Humans', 'Inclusion Bodies, Viral', 'Leukemia/etiology', 'Liposarcoma/etiology', 'Microscopy, Electron', 'Milk, Human/*microbiology', 'Nose Neoplasms/etiology', '*Oncogenic Viruses', 'Uterine Cervical Neoplasms/etiology', 'Virus Diseases/*complications']",,1969/12/01 00:00,1969/12/01 00:01,['1969/12/01 00:00'],"['1969/12/01 00:00 [pubmed]', '1969/12/01 00:01 [medline]', '1969/12/01 00:00 [entrez]']",ppublish,Cancer. 1969 Dec;24(6):1250-4. doi: 10.1002/1097-0142(196912)24:6<1250::aid-cncr2820240631>3.0.co;2-f.,,['10.1002/1097-0142(196912)24:6<1250::aid-cncr2820240631>3.0.co;2-f [doi]'],,,,,,
4311087,NLM,MEDLINE,19700109,20131121,0026-3532 (Print) 0026-3532 (Linking),19,2,1969 Sep,Studies on morphological precursors of the mouse hepatoma induced with o-aminoazotoluene. II. Sequence to the development of hepatoma and its gradation with strain SL mice.,173-87,"['Ito, K']",['Ito K'],['eng'],['Journal Article'],,Japan,Mie Med J,Mie medical journal,0376650,IM,"['Amyloidosis', 'Animals', 'Carcinoma, Hepatocellular/*chemically induced/pathology', 'Female', 'Hemangioendothelioma', 'Leukemia', 'Liver Neoplasms', 'Lung Neoplasms', 'Male', 'Mammary Neoplasms, Experimental', 'Mice', 'Toluene/*physiology']",,1969/09/01 00:00,1969/09/01 00:01,['1969/09/01 00:00'],"['1969/09/01 00:00 [pubmed]', '1969/09/01 00:01 [medline]', '1969/09/01 00:00 [entrez]']",ppublish,Mie Med J. 1969 Sep;19(2):173-87.,['3FPU23BG52 (Toluene)'],,,,,,,
4311011,NLM,MEDLINE,19700107,20190618,0036-8075 (Print) 0036-8075 (Linking),166,3913,1969 Dec 26,Mouse leukemia virus activation by chemical carcinogens.,1624-6,"['Igel, H J', 'Huebner, R J', 'Turner, H C', 'Kotin, P', 'Falk, H L']","['Igel HJ', 'Huebner RJ', 'Turner HC', 'Kotin P', 'Falk HL']",['eng'],['Journal Article'],,United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', 'Antibody Formation', '*Carcinogens', 'Complement Fixation Tests', 'Leukemia Virus, Murine/*immunology', 'Lymphoma/chemically induced/*immunology', 'Methylcholanthrene', 'Mice', 'Nitrosamines', 'Urethane']",,1969/12/26 00:00,1969/12/26 00:01,['1969/12/26 00:00'],"['1969/12/26 00:00 [pubmed]', '1969/12/26 00:01 [medline]', '1969/12/26 00:00 [entrez]']",ppublish,Science. 1969 Dec 26;166(3913):1624-6. doi: 10.1126/science.166.3913.1624.,"['0 (Carcinogens)', '0 (Nitrosamines)', '3IN71E75Z5 (Urethane)', '56-49-5 (Methylcholanthrene)']",['10.1126/science.166.3913.1624 [doi]'],"The induction of lymphomas in C57BL mice by methylcholanthrene, urethan, or diethylnitrosamine was accompanied by the development of murine leukemia viral antigen in most of the lymphoid tumors. The cell-free transmission of lymphomas induced by methylcholanthrene and the development of antibody to murine leukemia virus prior to the detection of overt lymphoma in these mice suggest that unmasking of a latent leukemia virus is an indigenous actuating cause of the lymphomas.",,,,,
4310974,NLM,MEDLINE,19700107,20071115,0026-4946 (Print) 0026-4946 (Linking),20,23,1968 Jun 9,[Evaluation of the occurrence of neoplastic diseases in children and the frequency of the different forms in case records of the Clinica Pediatrica in Genua in the period 1950-67].,1196-200,"['Cottafava, F', 'Fortuna, E', 'Fossati-Guglielmoni, A']","['Cottafava F', 'Fortuna E', 'Fossati-Guglielmoni A']",['ita'],['Journal Article'],Valutazione sulla frequenza delle malattie neoplastiche del bambino e sull'incidenza delle varie forme nella casistica della Clinica Pediatrica di Genova nel periodo 1950-1967.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,IM,"['Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Female', 'Hodgkin Disease/epidemiology', 'Humans', 'Infant', 'Italy', 'Kidney Neoplasms/epidemiology', 'Leukemia/*epidemiology/mortality', 'Lymphoma, Large B-Cell, Diffuse/epidemiology', 'Lymphoma, Non-Hodgkin/epidemiology', 'Male', 'Neoplasms/*epidemiology/mortality', 'Neuroblastoma/epidemiology', 'Teratoma/epidemiology', 'Wilms Tumor/epidemiology']",,1968/06/09 00:00,1968/06/09 00:01,['1968/06/09 00:00'],"['1968/06/09 00:00 [pubmed]', '1968/06/09 00:01 [medline]', '1968/06/09 00:00 [entrez]']",ppublish,Minerva Pediatr. 1968 Jun 9;20(23):1196-200.,,,,,,,,
4310953,NLM,MEDLINE,19700106,20071115,0036-7672 (Print) 0036-7672 (Linking),99,40,1969 Oct 4,[Differential diagnosis of acute leukemia by means of cytochemical methods].,1425-30,"['Abbrederis, K', 'Schmalzl, F', 'Braunsteiner, H']","['Abbrederis K', 'Schmalzl F', 'Braunsteiner H']",['ger'],['Journal Article'],Zur Differentialdiagnose akuter Leukamien mittels zytochemischer Methoden.,Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,IM,"['Bone Marrow/analysis', 'Bone Marrow Cells', 'Diagnosis, Differential', 'Esterases/analysis', '*Histocytochemistry', 'Humans', 'Leukemia/blood/*diagnosis', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Leukemia, Plasma Cell/diagnosis', 'Lipids/analysis', 'Periodic Acid/analysis', 'Peroxidases/analysis', 'Skin Window Technique']",,1969/10/04 00:00,1969/10/04 00:01,['1969/10/04 00:00'],"['1969/10/04 00:00 [pubmed]', '1969/10/04 00:01 [medline]', '1969/10/04 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1969 Oct 4;99(40):1425-30.,"['0 (Lipids)', '10450-60-9 (Periodic Acid)', 'EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Esterases)']",,,,,,,
4310923,NLM,MEDLINE,19700106,20190616,0077-8923 (Print) 0077-8923 (Linking),164,2,1969 Oct 14,Emotions and immunity.,458-62,"['Rasmussen, A F Jr']",['Rasmussen AF Jr'],['eng'],['Journal Article'],,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Animals', 'Antibodies', 'Avoidance Learning', 'Emotions', 'Humans', '*Immunity', 'Interferons', 'Leukemia, Experimental/*immunology', 'Mice', 'Polyomavirus', 'Rauscher Virus', 'Spleen/immunology', '*Stress, Psychological', 'Thymus Gland/immunology']",,1969/10/14 00:00,2001/03/28 10:01,['1969/10/14 00:00'],"['1969/10/14 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/10/14 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1969 Oct 14;164(2):458-62. doi: 10.1111/j.1749-6632.1969.tb14060.x.,"['0 (Antibodies)', '9008-11-1 (Interferons)']",['10.1111/j.1749-6632.1969.tb14060.x [doi]'],,,,,,
4310907,NLM,MEDLINE,19700102,20181113,0301-1585 (Print) 0301-1585 (Linking),72,4,1969,[Titration of the leukemogenic and immunogenic activity of Graffi mouse leukemia virus].,356-60,"['Fey, F', 'Pasternak, G']","['Fey F', 'Pasternak G']",['ger'],['Journal Article'],Titration der leukamogenen und immunogenen Aktivitat des Graffi Leukamievirus der Maus.,Germany,Z Krebsforsch,Zeitschrift fur Krebsforschung,1302230,IM,"['Animals', 'Antibody Formation', 'Antigen-Antibody Reactions', 'Filtration', 'Injections, Subcutaneous', 'Leukemia Virus, Murine/analysis/immunology/*pathogenicity', 'Leukemia, Experimental/immunology', 'Methods', 'Mice', 'Time Factors']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Z Krebsforsch. 1969;72(4):356-60.,,,,,,,,
4310896,NLM,MEDLINE,19700102,20071115,,45,40,1969 Oct 8,[Leukemias and the alimentary tract].,2474-80,"['Gardais, J']",['Gardais J'],['fre'],['Journal Article'],Leucemies et tube digestif.,France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,IM,"['Acute Disease', 'Anti-Bacterial Agents/adverse effects', 'Antineoplastic Agents/adverse effects', 'Esophageal Diseases/etiology', 'Gastrointestinal Diseases/epidemiology/*etiology', 'Gastrointestinal Hemorrhage/etiology', 'Glucocorticoids/adverse effects', 'Humans', 'Intestinal Diseases/etiology', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Leukemia, Myeloid, Acute/complications', 'Stomach Diseases/etiology']",,1969/10/08 00:00,1969/10/08 00:01,['1969/10/08 00:00'],"['1969/10/08 00:00 [pubmed]', '1969/10/08 00:01 [medline]', '1969/10/08 00:00 [entrez]']",ppublish,Sem Hop. 1969 Oct 8;45(40):2474-80.,"['0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)', '0 (Glucocorticoids)']",,,,,,,
4310868,NLM,MEDLINE,19700102,20191021,,269,2,1969 Jul 16,"[Infrastructure, relation, and distribution of viral and intraviral particles in generalizing mammary adenocarcinomas in mice].",265-8,"['Thomas, J A', 'Hollande, E', 'Henry, M', 'Ducros, M C']","['Thomas JA', 'Hollande E', 'Henry M', 'Ducros MC']",['fre'],['Journal Article'],"Infrastructures, relations et repartition des particules virales et infravirales dans les adenocarcinomes mammaires generalisant, chez la souris.",France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,IM,"['Adenocarcinoma/*microbiology', 'Animals', 'Breast Neoplasms/*microbiology', 'Female', 'Leukemia Virus, Murine', '*Mammary Tumor Virus, Mouse', 'Mice', 'Microscopy, Electron', 'Neoplasm Metastasis', 'Ribonucleases']",,1969/07/16 00:00,1969/07/16 00:01,['1969/07/16 00:00'],"['1969/07/16 00:00 [pubmed]', '1969/07/16 00:01 [medline]', '1969/07/16 00:00 [entrez]']",ppublish,C R Acad Hebd Seances Acad Sci D. 1969 Jul 16;269(2):265-8.,['EC 3.1.- (Ribonucleases)'],,,,,,,
4310847,NLM,MEDLINE,19700102,20041117,0552-2080 (Print) 0552-2080 (Linking),13,8,1968 Aug,[Attempted use of the interference phenomenon for detection of probable human leukemia virus].,13-5,"['Merekalova, Z I', 'Mazurenko, N P', 'Sterliukhina, N V']","['Merekalova ZI', 'Mazurenko NP', 'Sterliukhina NV']",['rus'],['Journal Article'],Popytki primeneniia fenomena interferentsii dlia vyiavleniia predpolagaemogo virusa leikoza cheloveka.,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Humans', 'Newcastle disease virus', 'Parainfluenza Virus 1, Human', 'Retroviridae/*isolation & purification', 'Smallpox Vaccine', '*Viral Interference', 'Virus Cultivation']",,1968/08/01 00:00,1968/08/01 00:01,['1968/08/01 00:00'],"['1968/08/01 00:00 [pubmed]', '1968/08/01 00:01 [medline]', '1968/08/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1968 Aug;13(8):13-5.,['0 (Smallpox Vaccine)'],,,,,,,
4310811,NLM,MEDLINE,19700102,20191030,0031-2959 (Print) 0031-2959 (Linking),33,3,1969,Leukaemia and cytomegalovirus infection.,146-52,"['Diosi, P', 'Roth, L']","['Diosi P', 'Roth L']",['eng'],"['Case Reports', 'Journal Article']",,Switzerland,Pathol Microbiol (Basel),Pathologia et microbiologia,0401122,IM,"['Aged', 'Complement Fixation Tests', 'Culture Techniques', 'Cytomegalovirus/*isolation & purification', 'Cytomegalovirus Infections/*diagnosis', 'Cytopathogenic Effect, Viral', 'Female', 'Fibroblasts', 'Humans', 'Inclusion Bodies, Viral', 'Leukemia, Lymphoid/*microbiology', 'Leukocytes/microbiology', 'Saliva/cytology', 'Urine/cytology']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Pathol Microbiol (Basel). 1969;33(3):146-52. doi: 10.1159/000162095.,,['10.1159/000162095 [doi]'],,,,,,
4310810,NLM,MEDLINE,19700102,20151119,0030-6002 (Print) 0030-6002 (Linking),110,38,1969 Sep 21,[Current data on steroid metabolism in chronic leukemia].,2210-2,"['Szatmari, E', 'Feher, T']","['Szatmari E', 'Feher T']",['hun'],['Journal Article'],Ujabb adatok kronikus leukaemias betegek steroid anyagcserejerol.,Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['17-Hydroxycorticosteroids/*urine', 'Adolescent', 'Adrenocorticotropic Hormone', 'Adult', 'Female', 'Humans', 'Leukemia, Lymphoid/*metabolism', 'Leukemia, Myeloid/*metabolism', 'Male', 'Middle Aged', 'Pituitary-Adrenal Function Tests']",,1969/09/21 00:00,1969/09/21 00:01,['1969/09/21 00:00'],"['1969/09/21 00:00 [pubmed]', '1969/09/21 00:01 [medline]', '1969/09/21 00:00 [entrez]']",ppublish,Orv Hetil. 1969 Sep 21;110(38):2210-2.,"['0 (17-Hydroxycorticosteroids)', '9002-60-2 (Adrenocorticotropic Hormone)']",,,,,,,
4310796,NLM,MEDLINE,19700102,20141003,0016-450X (Print) 0016-450X (Linking),60,5,1969 Oct,Quantitative study on the transpulmonary passage of tumor cells.,483-97,"['Nakamura, K', 'Suzuji, K']","['Nakamura K', 'Suzuji K']",['eng'],['Journal Article'],,Japan,Gan,Gan,0151745,IM,"['Animals', 'Carcinoma, Hepatocellular', 'Electrocardiography', 'Embolism', 'Female', 'Injections, Intravenous', 'Leukemia, Experimental', 'Liver Neoplasms', '*Lung Neoplasms', 'Mice', 'Neoplasm Transplantation', 'Rats', 'Sarcoma, Yoshida', 'Time Factors']",,1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",ppublish,Gan. 1969 Oct;60(5):483-97.,,,,,,,,
4310746,NLM,MEDLINE,19691223,20191210,0028-2685 (Print) 0028-2685 (Linking),16,3,1969 Jun,The use of the complement fixation test for indication of specific antigen in chicken embryo tissue cultures with the different sensitivity to Rous virus.,273-7,"['Ivanova, N A', 'Lestchinskaya, N P', 'Smorodintzev, A A']","['Ivanova NA', 'Lestchinskaya NP', 'Smorodintzev AA']",['eng'],"['Comparative Study', 'Journal Article']",,Slovakia,Neoplasma,Neoplasma,0377266,IM,"['Animals', 'Antigens/*analysis', 'Avian Leukosis/diagnosis', '*Avian Sarcoma Viruses', 'Cell Transformation, Neoplastic', 'Chick Embryo/*analysis', '*Complement Fixation Tests', 'Culture Techniques', 'Fibroblasts', 'Infections/diagnosis']",,1969/06/01 00:00,1969/06/01 00:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '1969/06/01 00:01 [medline]', '1969/06/01 00:00 [entrez]']",ppublish,Neoplasma. 1969 Jun;16(3):273-7.,['0 (Antigens)'],,,,,,,
4310643,NLM,MEDLINE,19691218,20190708,0020-7136 (Print) 0020-7136 (Linking),4,5,1969 Sep 15,Murine sarcoma virus: titration patterns and interference by a murine leukemia virus.,697-704,"['Somers, K D', 'Kirsten, W H']","['Somers KD', 'Kirsten WH']",['eng'],['Journal Article'],,United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', 'Cell Transformation, Neoplastic', '*Culture Techniques', 'Gammaretrovirus/*isolation & purification', '*Leukemia Virus, Murine', 'Mice', 'Sarcoma, Experimental/*microbiology', '*Viral Interference']",,1969/09/15 00:00,1969/09/15 00:01,['1969/09/15 00:00'],"['1969/09/15 00:00 [pubmed]', '1969/09/15 00:01 [medline]', '1969/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1969 Sep 15;4(5):697-704. doi: 10.1002/ijc.2910040516.,,['10.1002/ijc.2910040516 [doi]'],,,,,,
4310640,NLM,MEDLINE,19691218,20190708,0020-7136 (Print) 0020-7136 (Linking),4,5,1969 Sep 15,The inhibition by cytosine arabinoside of the replication of murine leukemia and sarcoma viruses in mouse embryo cultures.,671-7,"['Hirschman, S Z', 'Fischinger, P J', ""O'Connor, T E""]","['Hirschman SZ', 'Fischinger PJ', ""O'Connor TE""]",['eng'],['Journal Article'],,United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', 'Antiviral Agents', '*Culture Techniques', 'Cytarabine/*pharmacology', 'Embryo, Mammalian', 'Gammaretrovirus/*drug effects', 'Leukemia Virus, Murine/*drug effects', 'Mice', 'Moloney murine leukemia virus/drug effects', 'RNA, Viral/biosynthesis', 'Rauscher Virus/drug effects', '*Sarcoma, Experimental', 'Vesicular stomatitis Indiana virus/drug effects', 'Virus Replication/*drug effects']",,1969/09/15 00:00,1969/09/15 00:01,['1969/09/15 00:00'],"['1969/09/15 00:00 [pubmed]', '1969/09/15 00:01 [medline]', '1969/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1969 Sep 15;4(5):671-7. doi: 10.1002/ijc.2910040513.,"['0 (Antiviral Agents)', '0 (RNA, Viral)', '04079A1RDZ (Cytarabine)']",['10.1002/ijc.2910040513 [doi]'],,,,,,
