PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,OID,OAB,OABL,OTO,OT,GN,PMC,RF,GR,AD
503675,NLM,MEDLINE,19800124,20041117,0031-3939 (Print) 0031-3939 (Linking),54,8,1979 Aug,[Various psychological and educational problems of the care of schoolchildren with blood neoplasms].,919-24,"['Zdebska, S', 'Armata, J']","['Zdebska S', 'Armata J']",['pol'],['Journal Article'],Niektore problemy psychologiczno-wychowawcze w opiece nad dzieckiem szkolnym z nowotworowa choroba krwi.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Adolescent', 'Child', '*Child Care', 'Education', 'Helping Behavior', 'Humans', 'Interpersonal Relations', 'Leukemia/*psychology', 'Lymphoma/*psychology']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1979 Aug;54(8):919-24.,,,,,,,,,,,,,
503674,NLM,MEDLINE,19800124,20061115,0031-3939 (Print) 0031-3939 (Linking),54,8,1979 Aug,[Psychological-educational aspects of care of preschool child with blood neoplasms].,915-8,"['Zdebska, S', 'Armata, J']","['Zdebska S', 'Armata J']",['pol'],"['Case Reports', 'English Abstract', 'Journal Article']",Psychologiczno-wychowawcza opieka nad dzieckiem przedszkolnym z nowotworowa choroba krwi.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['*Child Care', 'Child, Preschool', 'Humans', 'Leukemia/*psychology', 'Male', 'Parent-Child Relations', '*Play and Playthings']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1979 Aug;54(8):915-8.,,,,,,,,,,,,,
503673,NLM,MEDLINE,19800124,20041117,0031-3939 (Print) 0031-3939 (Linking),54,8,1979 Aug,[Child's participation and duties during treatment of blood neoplasms].,911-4,"['Zdebska, S', 'Armata, J']","['Zdebska S', 'Armata J']",['pol'],"['Case Reports', 'Journal Article']",Udzial dziecka i jego zadania w leczeniu nowotworowej choroby krwi.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Adolescent', 'Attitude to Health', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/*psychology/therapy', 'Male', 'Parent-Child Relations', 'Patient Compliance']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1979 Aug;54(8):911-4.,,,,,,,,,,,,,
503669,NLM,MEDLINE,19800124,20061115,0031-3939 (Print) 0031-3939 (Linking),54,8,1979 Aug,[Infectious diseases in the course of acute leukemia in children].,861-9,"['Ciepielewska, D', 'Ochocka, M', 'Newecka, T']","['Ciepielewska D', 'Ochocka M', 'Newecka T']",['pol'],"['Case Reports', 'English Abstract', 'Journal Article']",Choroby infekcyjne w przebiegu ostrej bialaczki u dzieci.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Acute Disease', 'Adolescent', 'Bacterial Infections/*etiology', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*complications/immunology', 'Male', 'Mycoses/*etiology', 'Respiratory Tract Infections/*etiology', 'Sepsis/*etiology']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1979 Aug;54(8):861-9.,,,,,,,,,,,,,
503667,NLM,MEDLINE,19800124,20061115,0031-3939 (Print) 0031-3939 (Linking),54,8,1979 Aug,[Incidence and geographic distribution of leukemia in children in Lower Silesia].,817-24,"['Makowska-Doniewicz, I', 'Boguslawska-Jaworska, J']","['Makowska-Doniewicz I', 'Boguslawska-Jaworska J']",['pol'],"['Comparative Study', 'English Abstract', 'Journal Article']",Zachorowalnosc i rozmieszczenie geograficzne bialaczki u dzieci na Dolnym Slasku.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Child', 'Female', 'Humans', 'Leukemia/*epidemiology', 'Male', 'Poland', 'Rural Population', 'Sex Ratio', 'Urban Population']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1979 Aug;54(8):817-24.,,,,,,,,,,,,,
503539,NLM,MEDLINE,19800124,20131121,0030-932X (Print) 0030-932X (Linking),18,3,1979,[Experiences with miconazole in the prevention and therapy of candidiasis].,165-75,"['Grulich, M', 'Dorffel, W', 'Reuter, G', 'Gemeinhardt, H']","['Grulich M', 'Dorffel W', 'Reuter G', 'Gemeinhardt H']",['ger'],"['English Abstract', 'Journal Article']",Erfahrungen mit Miconazol. in der Prophylaxe und Therapie von Sprosspilzinfektionen.,Germany,Padiatr Grenzgeb,Padiatrie und Grenzgebiete,0401115,IM,"['Candidiasis/*drug therapy/etiology/prevention & control', 'Child', 'Drug Evaluation', 'Humans', 'Imidazoles/*therapeutic use', 'Leukemia/complications', 'Miconazole/*therapeutic use']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Padiatr Grenzgeb. 1979;18(3):165-75.,"1. The treatment of 26 children suffering from haemoblastoses and tumors by the antimycotic Miconazol is reported on. 2. The application took place prophylactically as well as therapeutically by an oral or intravenous administration. Mycological examinations (stools, urine, throat swab, blood) have been carried through before, during and after the treatment in weekly intervals. 3. The result of treatment is altogether to be called good, invasive mycoses have been prevented and proved Blastomyces infections successfully treated. 4. Side effects like nausea and vomiting were observed only in one case, damages of the haematopoietic system, the liver and kidneys could not have been demonstrated.","['0 (Imidazoles)', '7NNO0D7S5M (Miconazole)']",,,,,,,,,,,
503361,NLM,MEDLINE,19800124,20061115,0026-4806 (Print) 0026-4806 (Linking),70,50,1979 Nov 14,[Distribution and incidence of malignant tumors in various valleys of the Biella district].,3431-40,"['Gambarova, F']",['Gambarova F'],['ita'],"['English Abstract', 'Journal Article']",Distribuzione e frequenza dei tumori maligni in alcune vallate del Biellese.,Italy,Minerva Med,Minerva medica,0400732,IM,"['Breast Neoplasms/epidemiology', 'Female', 'Humans', 'Italy', 'Leukemia/epidemiology', 'Male', 'Neoplasms/*epidemiology', 'Registries', 'Respiratory Tract Neoplasms/epidemiology', 'Skin Neoplasms/epidemiology', 'Urogenital Neoplasms/epidemiology']",1979/11/14 00:00,1979/11/14 00:01,['1979/11/14 00:00'],"['1979/11/14 00:00 [pubmed]', '1979/11/14 00:01 [medline]', '1979/11/14 00:00 [entrez]']",ppublish,Minerva Med. 1979 Nov 14;70(50):3431-40.,"Statistical assessment is made of the cases of malignant recorded in the Piedmont Tumour Register for the nine Biella districts in the period 1965-1971. Differences in the distribution of tumours were noted. Taken overall, however, the results in the Biella district, the province of Vercelli, and the rest of Piedmont were much the same.",,,,,,,,,,,,
503263,NLM,MEDLINE,19800128,20180215,1660-8151 (Print) 1660-8151 (Linking),24,5,1979,Immune deposit nephritis and single-component cryoglobulinemia associated with chronic lymphocytic leukemia. Evidence for a role of circulating IgG-anti-IgG immune complexes in the pathogenesis of the renal lesion.,223-31,"['Gilboa, N', 'Durante, D', 'Guggenheim, S', 'Lacher, J', 'Holman, R', 'Schorr, W', 'Garfield, D', 'McIntosh, R M']","['Gilboa N', 'Durante D', 'Guggenheim S', 'Lacher J', 'Holman R', 'Schorr W', 'Garfield D', 'McIntosh RM']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Switzerland,Nephron,Nephron,0331777,IM,"['*Antigen-Antibody Complex', 'Complement C1/metabolism', 'Complement C3', '*Cryoglobulins', 'Female', 'Glomerulonephritis/*immunology/pathology', 'Humans', '*Immunoglobulin G', 'Kidney Glomerulus/pathology', 'Leukemia, Lymphoid/*complications', 'Male', 'Middle Aged', 'Nephrotic Syndrome/*immunology', 'Paraproteinemias/*complications/immunology']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Nephron. 1979;24(5):223-31. doi: 10.1159/000181721.,"2 patients developed the nephrotic syndrome several years after diagnoses of chronic lymphocytic leukemia. In both cases light microscopy showed membranoproliferative glomerulonephritis. Electron microscopy and immunofluorescent staining revealed electron-dense deposits and deposition of immunoglobulins and C3. Both patients had single-component IgG cryoglobulinemia. The eluted glomerular-bound protein contained IgG only. IgG in patients' sera, cryoglobulins, and kidney eluate had kappa light chains only. Immune complexes were detected in the sera and in the cryoglobulins by the Clq binding test. Immunoadsorption studies revealed anti-IgG antibodies in the patients' sera, cryoglobulin, and kidney eluate. Direct immunofluorescent studies using the patients' sera, cryoglobulins, and kidney eluate on frozen sections of patients' kidneys were positive, providing additional evidence for the immune complex nature of the glomerulonephritis. The immunohistochemical studies of our patients are suggestive of the presence of circulating IgG-anti-IgG immune complexes and their possible involvement in the pathogenesis of the glomerulonephritis and the nephrotic syndrome in these 2 cases.","['0 (Antigen-Antibody Complex)', '0 (Complement C1)', '0 (Complement C3)', '0 (Cryoglobulins)', '0 (Immunoglobulin G)']",['10.1159/000181721 [doi]'],,,,,,,,,,
503218,NLM,MEDLINE,19800128,20190617,0028-0836 (Print) 0028-0836 (Linking),282,5737,1979 Nov 22,The transforming gene of Moloney murine sarcoma virus.,378-83,"['Canaani, E', 'Robbins, K C', 'Aaronson, S A']","['Canaani E', 'Robbins KC', 'Aaronson SA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,England,Nature,Nature,0410462,IM,"['*Cell Transformation, Viral', 'Chromosome Mapping', 'DNA, Viral/genetics', 'Defective Viruses/genetics', '*Genes, Viral', 'Helper Viruses/genetics', 'Moloney murine leukemia virus/*genetics', 'RNA, Viral/genetics', 'Transformation, Genetic']",1979/11/22 00:00,1979/11/22 00:01,['1979/11/22 00:00'],"['1979/11/22 00:00 [pubmed]', '1979/11/22 00:01 [medline]', '1979/11/22 00:00 [entrez]']",ppublish,Nature. 1979 Nov 22;282(5737):378-83. doi: 10.1038/282378a0.,"A cleavage map of the Moloney murine sarcoma viral DNA was constructed and compared with that of a spontaneously occurring deletion mutant. By restriction enzyme analysis, it was shown that a region encompassing over 40% of the viral information was not essential for transformation or rescue of the deletion mutant. The transforming region was further localised by analysis of the transforming activity in tissue culture of isolated restriction fragments of linear duoble-stranded sarcoma viral DNA. In each case, DNA fragments that retained transforming activity preserved the cell-derived insertion sequences of the viral genome. Moreover, such transformants invariably expressed RNA specific to this region. By these two approaches, it was possible to demonstrate that the transforming region of the viral genome begins very near or within the cell-derived insertion sequences. Thus, the transforming gene of this mammalian sarcoma virus originates from within the mouse cell genome.","['0 (DNA, Viral)', '0 (RNA, Viral)']",['10.1038/282378a0 [doi]'],,,,,,,,,,
502834,NLM,MEDLINE,19800119,20041117,0025-7680 (Print) 0025-7680 (Linking),39,2,1979 Mar-Apr,[Tentative classification of acute leukemias according to possible types of proliferating cells].,264-6,"['Ozger Topuz, U', 'Brunelli, M A', 'Bagnara, G P', 'Giraudo Conesa, L C', 'Astaldi, G']","['Ozger Topuz U', 'Brunelli MA', 'Bagnara GP', 'Giraudo Conesa LC', 'Astaldi G']",['spa'],['Journal Article'],Clasificacion tentativa de las leucemias agudas segun los posibles tipos celulares proliferantes.,Argentina,Medicina (B Aires),Medicina,0204271,IM,"['Acute Disease', 'Antibodies, Neoplasm/immunology', 'Antibody Formation', 'Hematopoietic Stem Cells/*enzymology', 'Humans', 'Leukemia/blood/*classification/immunology', 'Lymphocytes/*classification/immunology']",1979/03/01 00:00,1979/03/01 00:01,['1979/03/01 00:00'],"['1979/03/01 00:00 [pubmed]', '1979/03/01 00:01 [medline]', '1979/03/01 00:00 [entrez]']",ppublish,Medicina (B Aires). 1979 Mar-Apr;39(2):264-6.,,"['0 (Antibodies, Neoplasm)']",,,,,,,,,,,
502743,NLM,MEDLINE,19800128,20131121,0024-3507 (Print) 0024-3507 (Linking),24,6,1979 Jun-Jul,[Clinical study of amikacin in hematology].,494-7,"['Bauters, F', 'Jouet, J P']","['Bauters F', 'Jouet JP']",['fre'],['Journal Article'],Etude clinique de l'amikacine en hematologie.,France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,IM,"['Adolescent', 'Adult', 'Aged', 'Agranulocytosis/*complications', 'Amikacin/adverse effects/*therapeutic use', 'Bacterial Infections/complications/*drug therapy', 'Child, Preschool', 'Evaluation Studies as Topic', 'Female', 'Humans', 'Kanamycin/*analogs & derivatives', 'Leukemia/complications', 'Male', 'Middle Aged']",1979/06/01 00:00,1979/06/01 00:01,['1979/06/01 00:00'],"['1979/06/01 00:00 [pubmed]', '1979/06/01 00:01 [medline]', '1979/06/01 00:00 [entrez]']",ppublish,Lille Med. 1979 Jun-Jul;24(6):494-7.,,"['59-01-8 (Kanamycin)', '84319SGC3C (Amikacin)']",,,,,,,,,,,
502401,NLM,MEDLINE,19800124,20041117,0023-2149 (Print) 0023-2149 (Linking),57,10,1979 Oct,"[Hematological manifestations and ""masks"" of cancer of various localizations].",82-7,"['Krylov, A A', 'Dmitriev, V I']","['Krylov AA', 'Dmitriev VI']",['rus'],"['Case Reports', 'Journal Article']","Gematologicheskie proiavleniia i ""maski"" raka razlichnoi lokalizatsii.",Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,IM,"['Bone Neoplasms/secondary', 'Diagnosis, Differential', 'Female', 'Hematologic Diseases/*diagnosis', 'Humans', 'Leukemia/secondary', 'Male', 'Middle Aged', 'Neoplasms/*diagnosis']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1979 Oct;57(10):82-7.,,,,,,,,,,,,,
502002,NLM,MEDLINE,19800124,20041117,0485-1439 (Print) 0485-1439 (Linking),20,8,1979 Aug,[Hematopoietic stem-cell and radiation injuries (author's transl)].,867-78,"['Hirashima, K']",['Hirashima K'],['jpn'],['Journal Article'],,Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Animals', 'Colony-Forming Units Assay', 'Hematopoietic Stem Cells/physiology/*radiation effects', 'Humans', 'Leukemia, Experimental/etiology/immunology', 'Leukemia, Radiation-Induced/etiology/immunology', 'Mice', 'Radiation Dosage', 'Radiation Injuries/*physiopathology', 'Radiation Injuries, Experimental/physiopathology']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1979 Aug;20(8):867-78.,,,,,,,,,,,,,
502001,NLM,MEDLINE,19800128,20081121,0485-1439 (Print) 0485-1439 (Linking),20,7,1979 Jul,[An Autopsy Case of Primary Myelofibrosis with Skin Tumors Terminating in Leukemic Transformation (author's transl)].,786-93,"['Uehara, N', 'Sawada, H', 'Tashima, M', 'Yamagishi, M', 'Uchino, H', 'Ikai, K', 'Nakashima, Y', 'Haebara, H', 'Hamashima, Y']","['Uehara N', 'Sawada H', 'Tashima M', 'Yamagishi M', 'Uchino H', 'Ikai K', 'Nakashima Y', 'Haebara H', 'Hamashima Y']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",,Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Aged', 'Cell Transformation, Neoplastic/pathology', 'Humans', 'Leukemia/*etiology/pathology', 'Male', 'Primary Myelofibrosis/complications/*pathology', 'Skin Neoplasms/complications/*pathology']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1979 Jul;20(7):786-93.,,,,,,,,,,,,,
501795,NLM,MEDLINE,19800128,20200724,0022-538X (Print) 0022-538X (Linking),31,1,1979 Jul,Spleen focus-forming Friend virus: identification of genomic RNA and its relationship to helper virus RNA.,133-46,"['Evans, L H', 'Duesberg, P H', 'Troxler, D H', 'Scolnick, E M']","['Evans LH', 'Duesberg PH', 'Troxler DH', 'Scolnick EM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Virol,Journal of virology,0113724,IM,"['Base Sequence', 'Defective Viruses/*analysis', 'Friend murine leukemia virus/*analysis', '*Genes, Viral', 'Helper Viruses/*analysis', 'Nucleic Acid Conformation', 'Nucleic Acid Hybridization', 'Oligonucleotides/analysis', 'RNA, Viral/*analysis']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,J Virol. 1979 Jul;31(1):133-46. doi: 10.1128/JVI.31.1.133-146.1979.,"The genome of the defective, murine spleen focus-forming Friend virus (SFFV) was identified as a 50S RNA complex consisting of 32S RNA monomers. Electrophoretic mobility and the molecular weights of unique RNase T1-resistant oligonucleotides (T1-oligonucleotides) indicated that the 32S RNA had a complexity of about 7.4 kilobases. Hybridization with DNA complementary to Friend murine leukemia virus (Fr-MLV) has distinguished two sets of nucleotide sequences in 32S SFFV RNA, 74% which were Fr-MLV related and 26% which were SFFV specific. By the same method, SFFV RNA was 48% related to Moloney MLV. We have resolved 23 large T1-oligonucleotides of SFFV RNA and 43 of Fr-MLV RNA. On the basis of the relationship between SFFV and Fr-MLV RNAs, the 23 SFFV oligonucleotides fell into four classes: (i) seven which had homologous equivalents in Fr-MLV RNA; (ii) six more which could be isolated from SFFV RNA-Fr-MLV cDNA hybrids treated with RNases A and T1; (iii) eight more which were isolated from hybrids treated with RNases A and T1; and (iv) two which did not have Fr-MLV-related counterparts. Surprisingly, the two class iv oligonucleotides had homologous counterparts in the RNA of six amphotropic MLV's including mink cell focus-forming and HIX-MLVs analyzed previously. The map locations of the 23 SFFV T1-oligonucleotides relative to the 3' polyadenylic acid coordinate of SFFV RNA were deduced from the size of the smallest polyadenylic acid-tagged RNA fragment from which a given oligonucleotide was isolated. The resulting oligonucleotide map could be divided roughly into three segments: two terminal segments which are mosaics of oligonucleotides of classes i, ii, and iii and an internal segment between 2 and 2.5 kilobases from the 3' end containing the two oligonucleotides shared with amphotropic MLVs. Since SFFV RNA consists predominantly of sequence elements related to ecotropic and amphotropic helper-independent MLVs, it would appear that the transforming gene of SFFV is not a major specific sequence unrelated to genes of helper viruses, as is the case with Rous sarcoma and probably withe other defective sarcoma and acute leukemia viruses.","['0 (Oligonucleotides)', '0 (RNA, Viral)']",['10.1128/JVI.31.1.133-146.1979 [doi]'],,,,,,,PMC353429,,,
