PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,GR,PMC,SI,OID,EIN,OTO,OT,GN,OAB,OABL
3758840,NLM,MEDLINE,19861030,20081121,0017-6559 (Print) 0017-6559 (Linking),19,2,1986,Acute megakaryocytic myelosis preceded by myelodysplasia. Report of a case and review of the literature.,151-60,"Acute megakaryocytic myelosis represents a distinct disease entity. As shown by a survey of the literature, it is a rapidly fatal disease, not preceded by a chronic myeloproliferative disorder, and mostly refractory to cytotoxic treatment. The first manifestation is pancytopenia with initial absence but quick development of hepatosplenomegaly. In contrast to ""acute myelofibrosis"", which is characterized by hyperplasia of all three haematopoietic lineages, a purely megakaryocytic proliferation develops together with a slight reticulinic fibrosis. Immature megakaryocytic cells may appear in the circulation, allowing classification of the disease as a variant of acute non-lymphatic leukaemia. This view is stressed by the observation of a preceding myelodysplastic phase in the case reported here.","['Fohlmeister, I', 'Stratmann, F', 'Hock, A', 'Reis, H E']","['Fohlmeister I', 'Stratmann F', 'Hock A', 'Reis HE']",['eng'],"['Case Reports', 'Journal Article']",Netherlands,Haematologia (Budap),Haematologia,0130266,IM,"['Bone Marrow/pathology', 'Erythrocyte Count', 'Hematopoietic Stem Cells/cytology', 'Humans', 'L-Lactate Dehydrogenase/blood', 'Leukocyte Count', 'Male', 'Megakaryocytes/*cytology', 'Middle Aged', 'Platelet Count', 'Primary Myelofibrosis/blood/*complications/diagnosis']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Haematologia (Budap). 1986;19(2):151-60.,,['EC 1.1.1.27 (L-Lactate Dehydrogenase)'],,,,,,,,,,
3758642,NLM,MEDLINE,19861119,20200713,0234-5730 (Print) 0234-5730 (Linking),31,8,1986 Aug,[Effect of plasma on the proliferative activity of leukocytes in patients with leukemia].,23-6,,"['Lindstrem, S L', ""Vel'bri, S K""]","['Lindstrem SL', ""Vel'bri SK""]",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adult', 'Aged', 'Cell Division', 'Humans', 'Leukemia/blood/*therapy', 'Lymphocytes/*pathology', 'Middle Aged', '*Plasmapheresis']",1986/08/01 00:00,1986/08/01 00:01,['1986/08/01 00:00'],"['1986/08/01 00:00 [pubmed]', '1986/08/01 00:01 [medline]', '1986/08/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1986 Aug;31(8):23-6.,O vliianii plazmy na proliferativnuiu aktivnost' leikotsitov bol'nykh leikozami.,,,,,,,,,,,
3758640,NLM,MEDLINE,19861119,20200713,0234-5730 (Print) 0234-5730 (Linking),31,8,1986 Aug,[Characteristics of gastric mucosa lesions in patients with lymphocytic leukemia and lymphogranulomatosis].,14-6,,"['Ostrovskii, A B', 'Miasnikova, I N', 'Turukina, G P']","['Ostrovskii AB', 'Miasnikova IN', 'Turukina GP']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Aged', 'Chronic Disease', 'Gastritis/complications/*immunology', 'Hodgkin Disease/complications/*immunology', 'Humans', 'Immunity, Innate', 'Leukemia, Lymphoid/complications/*immunology', 'Middle Aged']",1986/08/01 00:00,1986/08/01 00:01,['1986/08/01 00:00'],"['1986/08/01 00:00 [pubmed]', '1986/08/01 00:01 [medline]', '1986/08/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1986 Aug;31(8):14-6.,Osobennosti porazheniia slizistoi obolochki zheludka u bol'nykh khronicheskim limfoleikozom i limfogranulematozom.,,,,,,,,,,,
3757795,NLM,MEDLINE,19861104,20131121,0012-6543 (Print) 0012-6543 (Linking),24,18,1986 Sep 8,Mitozantrone.,71-2,,,,['eng'],"['Comparative Study', 'Journal Article']",England,Drug Ther Bull,Drug and therapeutics bulletin,0112037,IM,"['Breast Neoplasms/drug therapy', 'Humans', 'Leukemia/drug therapy', 'Liver Neoplasms/drug therapy', 'Lymphoma/drug therapy', 'Mitoxantrone/adverse effects/*therapeutic use', 'Neoplasms/*drug therapy']",1986/09/08 00:00,1986/09/08 00:01,['1986/09/08 00:00'],"['1986/09/08 00:00 [pubmed]', '1986/09/08 00:01 [medline]', '1986/09/08 00:00 [entrez]']",,ppublish,Drug Ther Bull. 1986 Sep 8;24(18):71-2.,,['BZ114NVM5P (Mitoxantrone)'],,,,,,,,,,
3757742,NLM,MEDLINE,19861118,20151119,0253-3766 (Print) 0253-3766 (Linking),8,4,1986 Jul,[Value and factors of influence in the combined method of the urine-purple-heat tolerance test in the diagnosis of cancer].,273-5,"A method combining the urine cancer reaction, purple reaction and heat tolerance test (combined method of urine-purple-heat tolerance) was used to examine 112 normal persons, 110 non-cancer patients and 93 cancer patients. It was found that the accuracy rate of the urine reaction was 82%, of the purple reaction 77.4%, and of the heat tolerance 79%. The combined method showed great diagnostic value for cancers in the digestive tract, such as stomach, biliary duct, colon, pancreas and liver, as well as other cancers, e.g., lung cancer, lymphosarcoma and brain tumor. This method may be best for screening the above tumors. Its positive rate was also high in malignant reticuloma, chronic granulocytic leukemia and reticulosarcoma. The mechanism of the combined method and the influential factors, such as the freshness of the specimen, reactive time, temperature and quality of the reagents are discussed.","['Wang, Y C', 'Song, S Y', 'Zhang, H']","['Wang YC', 'Song SY', 'Zhang H']",['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Zhong Liu Za Zhi,Zhonghua zhong liu za zhi [Chinese journal of oncology],7910681,IM,"['Aldehydes', 'Digestive System Neoplasms/blood/diagnosis/urine', 'Hot Temperature', 'Humans', 'Neoplasms/blood/*diagnosis/urine']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",,ppublish,Zhonghua Zhong Liu Za Zhi. 1986 Jul;8(4):273-5.,,['0 (Aldehydes)'],,,,,,,,,,
3757151,NLM,MEDLINE,19861119,20190829,0344-5704 (Print) 0344-5704 (Linking),18,1,1986,Evaluation of cis-diamminedichloroplatinum(II) combined with metoclopramide or sodium thiosulfate on L1210 leukemia in vitro and in vivo.,1-4,A microtiter assay was developed to monitor cytotoxic activity of drugs alone and in combination at varying ratios on a single plate. Combinations of metoclopramide or sodium thiosulfate with cis-diamminedichloroplatinum(II) (cisplatin) were evaluated in vitro and in vivo for cisplatin cytotoxicity to murine leukemia L1210. The in vitro assay indicated that metoclopramide did not interfere with cisplatin-induced cytotoxicity and confirmed previously reported inhibition of cisplatin activity by sodium thiosulfate. The drug combinations were also evaluated in vivo for antitumor activity and the results of these studies corroborated the in vitro results.,"['Catino, J J', 'Francher, D M', 'Schurig, J E']","['Catino JJ', 'Francher DM', 'Schurig JE']",['eng'],['Journal Article'],Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,IM,"['Animals', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cells, Cultured', 'Cisplatin/administration & dosage', 'Drug Evaluation', 'Leukemia L1210/*drug therapy', 'Metoclopramide/administration & dosage', 'Mice', 'Thiosulfates/administration & dosage']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.1007/BF00253053 [doi]'],ppublish,Cancer Chemother Pharmacol. 1986;18(1):1-4. doi: 10.1007/BF00253053.,,"['0 (Thiosulfates)', 'HX1032V43M (sodium thiosulfate)', 'L4YEB44I46 (Metoclopramide)', 'Q20Q21Q62J (Cisplatin)']",,,,,,,,,,
3756929,NLM,MEDLINE,19861120,20151119,0008-5472 (Print) 0008-5472 (Linking),46,11,1986 Nov,In vitro differentiation and progression of mouse mammary tumor cells.,5913-22,"We have isolated clonal cell lines from a transplanted adenocarcinoma induced by the RIII strain of mouse mammary tumor virus in a BALB/c mouse. Three major morphological cell types of these lines are developmentally linked; polygonal cells give rise to cuboidal and then to elongated cells. All cell lines expressed markers that are characteristic of mammary basal cells. In addition, the polygonal lines contained cells that have cell markers and ultrastructural features of epithelial cells; in these lines an occasional cell was found with myoepithelial features. The cuboidal and elongated lines lacked many epithelial differentiation characteristics and showed no myoepithelial differentiation. The cell lines contained variable numbers of acquired mouse mammary tumor virus and ecotropic murine leukemia virus proviruses. The various subclones derived from the original cell lines contained, in addition to the acquired proviruses of the parental line, one or more unique proviruses of either mouse mammary tumor virus or ecotropic murine leukemia virus origin. These unique insertions were used as genotypic markers to demonstrate the clonal relationship of the cell lines. Both polygonal and elongated cells are tumorigenic and give rise to adenocarcinomas and sarcoma-like tumors, respectively. In contrast, the cuboidal cells are poorly tumorigenic. Since cuboidal cells are derived from the polygonal cells, this suggests that tumor progression in this system proceeds via intermediates that are either poorly or nontumorigenic.","['Sonnenberg, A', 'Daams, H', 'Calafat, J', 'Hilgers, J']","['Sonnenberg A', 'Daams H', 'Calafat J', 'Hilgers J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Adenocarcinoma/genetics/immunology/*pathology', 'Animals', 'Antibodies, Monoclonal', 'Antigens, Neoplasm/analysis', 'Cell Cycle', 'Cell Differentiation', 'Cells, Cultured', 'Clone Cells', 'DNA, Neoplasm/genetics', 'DNA, Viral/genetics', 'Inclusion Bodies, Viral/ultrastructure', 'Intercellular Junctions/ultrastructure', 'Mammary Neoplasms, Experimental/genetics/immunology/*pathology', 'Mice', 'Microvilli/ultrastructure']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1986 Nov;46(11):5913-22.,,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (DNA, Neoplasm)', '0 (DNA, Viral)']",,,,,,,,,,
3756924,NLM,MEDLINE,19861120,20121115,0008-5472 (Print) 0008-5472 (Linking),46,11,1986 Nov,Cytotoxicity and metabolism of alkyl phospholipid analogues in neoplastic cells.,5803-9,"The cytotoxic response of several types of neoplastic cells to analogues of unnatural alkyl phospholipids (e.g., rac-1-hexadecyl-2-methoxy-glycero-3-phosphocholine) has been partially attributed to their accumulation as a result of the low activity of the alkyl cleavage enzyme (a tetrahydropteridine-dependent monooxygenase) in tumor cells. We tested this possibility by comparing the alkyl cleavage enzyme activity in cells that exhibit differences in sensitivity toward the cytotoxic effects of the rac-1-hexadecyl-2-methoxy-glycero-3-phosphocholine. Human promyelocytic leukemia cells (HL-60), a cell line highly sensitive to the cytotoxic alkyl phospholipid analogue, possessed an alkyl cleavage enzyme activity (0.25 pmol/min/microgram protein) similar to that found in three cell types known to be relatively resistant to the cytotoxic activity of the analogue: immature human promyeloblastic leukemia cells (K562) (0.22 pmol/min/microgram protein), human polymorphonuclear neutrophils (0.34 pmol/min/microgram protein), and Madin-Darby canine kidney cells (0.37 pmol/min/microgram protein). Moreover, our results indicate that the cytotoxic rac-1-octadecyl-2-methoxy-glycero-3-phosphocholine analogue is not a substrate for the alkyl cleavage enzyme with an active microsomal preparation of the enzyme from rat liver; cleavage of this analogue was 200-fold less than the rate obtained with 1-octadecylglycerol as substrate. In cultures of either sensitive or resistant type cells, approximately 90% of the added rac-1-[9',10'-3H]octadecyl-2-methoxy-glycero-3-phosphocholine was not metabolized during a 24-h incubation. The amount of radiolabel in fatty acids, a major product of alkyl cleavage activity, was small, and essentially identical amounts were produced in all four cell types [3.1 +/- 0.2% (SD)]. These data indicate that differences in the cellular activities of the alkyl cleavage enzyme are not responsible for the differential cytotoxic responses between normal and specific types of neoplastic cells toward rac-1-octadecyl-2-methoxy-glycero-3-phosphocholine. On the other hand, the cellular uptake of the alkyl phospholipids could be a factor in explaining the cytotoxic response of certain tumor cells, since more radiolabeled 1-octadecyl-2-methoxy-glycero-3-phosphocholine was associated with the susceptible HL-60 cells than with the resistant cell types. Autoradiography revealed that the radiolabeled 2-methoxy analogue accumulates at the periphery of HL-60 leukemia cells, whereas the label was more uniformly distributed in polymorphonuclear neutrophils and K562 cells.(ABSTRACT TRUNCATED AT 400 WORDS)","['Hoffman, D R', 'Hoffman, L H', 'Snyder, F']","['Hoffman DR', 'Hoffman LH', 'Snyder F']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antineoplastic Agents/*metabolism/toxicity', 'Cell Line', 'Cell Membrane/metabolism', 'Dogs', 'Humans', 'Lysophosphatidylcholines/*metabolism/toxicity', 'Microsomes, Liver/enzymology/metabolism', 'Mixed Function Oxygenases/*metabolism', '*Phospholipid Ethers', 'Platelet Activating Factor/metabolism', 'Rats', 'Substrate Specificity']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1986 Nov;46(11):5803-9.,,"['0 (Antineoplastic Agents)', '0 (Lysophosphatidylcholines)', '0 (Phospholipid Ethers)', '0 (Platelet Activating Factor)', '1Y6SNA8L5S (edelfosine)', '78858-44-3 (1-hexadecyl-2-methoxyglycero-3-phosphocholine)', 'EC 1.- (Mixed Function Oxygenases)', 'EC 1.14.16.5 (glyceryl-ether monooxygenase)']",['CA-11949-(4)/CA/NCI NIH HHS/United States'],,,,,,,,,
3756905,NLM,MEDLINE,19861120,20131121,0008-5472 (Print) 0008-5472 (Linking),46,11,1986 Nov,Oxidation of reduced cytosolic nicotinamide adenine dinucleotide by the malate-aspartate shuttle in the K-562 human leukemia cell line.,5589-91,"The activity of the malate-aspartate shuttle for the reoxidation of reduced cytosolic nicotinamide adenine dinucleotide (NADH) by mitochondria was studied in a line of human myeloid leukemia cells (K-562). The tumor cells showed mitochondrial reoxidation of cytosolic NADH, as evidenced by the accumulation of pyruvate, when incubated aerobically with L-lactate. The involvement of the respiratory chain in the reoxidation of cytosolic NADH was demonstrated by the action of rotenone, antimycin A, and oligomycin which strongly inhibited the formation of pyruvate from added L-lactate. Moreover, pyruvate production was greatly inhibited by the transaminase inhibitor, aminooxyacetate. Under glycolytic conditions, in the presence of aminooxyacetate, the rate of pyruvate production was also markedly inhibited, the rate of lactate accumulation was stimulated, and at 60 min the cytosolic NADH/nicotinamide adenine dinucleotide (NAD) ratio had increased progressively about 5-fold with respect to untreated cells. The maximal rate of the malate-aspartate shuttle has also been established by addition of arsenite to inhibit mitochondrial oxidation of the pyruvate formed from added L-lactate.","['Lopez-Alarcon, L', 'Eboli, M L']","['Lopez-Alarcon L', 'Eboli ML']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Aminooxyacetic Acid/pharmacology', 'Arsenic/pharmacology', '*Arsenites', 'Aspartate Aminotransferases/antagonists & inhibitors', 'Aspartic Acid/metabolism', 'Cells, Cultured', 'Electron Transport/drug effects', 'Humans', 'Lactates/metabolism', 'Leukemia, Experimental/*metabolism', 'Malates/metabolism', 'Mitochondria/metabolism', 'NAD/*metabolism', 'Oxidation-Reduction', 'Pyruvates/metabolism']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1986 Nov;46(11):5589-91.,,"['0 (Arsenites)', '0 (Lactates)', '0 (Malates)', '0 (Pyruvates)', '0U46U6E8UK (NAD)', '14I68GI3OQ (Aminooxyacetic Acid)', '30KYC7MIAI (Aspartic Acid)', 'EC 2.6.1.1 (Aspartate Aminotransferases)', 'N5509X556J (arsenite)', 'N712M78A8G (Arsenic)']",,,,,,,,,,
3756904,NLM,MEDLINE,19861120,20141120,0008-5472 (Print) 0008-5472 (Linking),46,11,1986 Nov,Photosensitization of leukemia L1210 cells with diaziquone.,5587-8,Exposure of leukemia L1210 cells in culture to the drug diaziquone resulted in inhibition of incorporation of labeled thymidine into nucleic acid and loss of cell viability. These effects were markedly potentiated by irradiation of cells previously exposed to diaziquone in culture. This result shows that diaziquone can catalyze phototoxicity; the action spectrum of the drug may limit clinical applications of this phenomenon.,"['Kessel, D', 'Thompson, P']","['Kessel D', 'Thompson P']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Aziridines/*pharmacology', 'Azirines/*pharmacology', '*Benzoquinones', 'Cell Cycle/drug effects', 'Cell Survival/drug effects', 'Cell-Free System', 'Dose-Response Relationship, Radiation', 'Leukemia L1210/*drug therapy', 'Mice', 'Phototherapy/*methods', 'Spectrum Analysis']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1986 Nov;46(11):5587-8.,,"['0 (Aziridines)', '0 (Azirines)', '0 (Benzoquinones)', 'FQL5EUP13W (diaziquone)']",['CA 23378/CA/NCI NIH HHS/United States'],,,,,,,,,
