PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,RF,AD,SI,LID,CIN,OID,RIN,ROF,PS,FPS
6438990,NLM,MEDLINE,19850124,20180216,0001-5792 (Print) 0001-5792 (Linking),72,4,1984,Automated cytochemistry in acute leukemias. A new approach to the FAB classification based on cell distribution pattern.,221-30,"Automated cytochemistry by the Hemalog D carries out leukocyte differential counts in a continuous flow mode on whole blood EDTA-collected samples, through the optical measurement of enzyme activity and cell size. This operative principle thus parallels the basis of the FAB classification of acute leukemias. Although the cell classification logic system can be misled by the heterogeneity of most leukemic populations, valuable qualitative information may be obtained from the x-y oscilloscope display. This provides a true morphological representation of the leukemic cell distribution. According to such a preliminary assumption, each FAB subtype of acute leukemias is shown to reproduce a peculiar image of cellular distribution when analyzed by the Hemalog D.","[""d'Onofrio, G"", 'Mango, G']","[""d'Onofrio G"", 'Mango G']",['eng'],['Journal Article'],,Switzerland,Acta Haematol,Acta haematologica,0141053,['EC 1.11.1.- (Peroxidases)'],IM,"['Autoanalysis', '*Flow Cytometry/instrumentation', 'Humans', 'Leukemia/*classification/pathology', 'Leukemia, Erythroblastic, Acute/pathology', 'Leukemia, Lymphoid/pathology', 'Leukemia, Monocytic, Acute/pathology', 'Leukemia, Myeloid, Acute/pathology', 'Peroxidases/blood']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(4):221-30. doi: 10.1159/000206394.,['10.1159/000206394 [doi]'],,,,,,,,,,,,
6438985,NLM,MEDLINE,19850109,20180216,0001-5792 (Print) 0001-5792 (Linking),72,3,1984,t(9;11)(p21;q22) Translocation in acute monoblastic leukemia M5A-FAB.,201-4,"A patient with acute monoblastic leukemia (M5A-FAB) with a karyotype 48, XX, +2, +8, t(9;11)(p21;q22) is reported. This new case confirms that the t(9;11) translocation is a characteristic marker in some cases of M5-FAB (French-American-British classification) leukemias.","['Mecucci, C', 'Tricot, G', 'Van den Berghe, H']","['Mecucci C', 'Tricot G', 'Van den Berghe H']",['eng'],"['Case Reports', 'Journal Article']",,Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Adult', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Monocytic, Acute/*genetics', 'Translocation, Genetic']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(3):201-4. doi: 10.1159/000206387.,['10.1159/000206387 [doi]'],,,,,,,,,,,,
6438983,NLM,MEDLINE,19850109,20180216,0001-5792 (Print) 0001-5792 (Linking),72,3,1984,Platelet lysosomal enzymes are normal in myeloproliferative disorders.,190-4,"In platelets of subjects affected with myeloproliferative disorders the following lysosomal enzymes were studied: alpha-mannosidase, alpha-fucosidase, beta-galactosidase, beta-glucosidase, beta-glucuronidase, beta-N-acetylglucosaminidase and acid phosphatase. For each enzyme the specific activity, the optimum of pH and buffer, Km and saturating substrate concentrations, as well as thermostability were determined. Control and patient enzymes showed no difference.","['Leoncini, G', 'Balestrero, F', 'Maresca, M', 'Armani, U', 'Piana, A']","['Leoncini G', 'Balestrero F', 'Maresca M', 'Armani U', 'Piana A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Blood Platelets/*enzymology', 'Humans', 'Hydrogen-Ion Concentration', 'Kinetics', 'Leukemia, Myeloid/enzymology', 'Lysosomes/*enzymology', 'Myeloproliferative Disorders/blood/*enzymology', 'Polycythemia Vera/enzymology', 'Thrombocytopenia/enzymology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(3):190-4. doi: 10.1159/000206385.,['10.1159/000206385 [doi]'],,,,,,,,,,,,
6438982,NLM,MEDLINE,19850109,20180216,0001-5792 (Print) 0001-5792 (Linking),72,3,1984,Handmirror cells and central nervous system relapse in childhood acute lymphoblastic leukaemia.,181-9,"In 53 children with acute lymphoblastic leukaemia (ALL), initial handmirror cell (HMC) count among lymphoblasts was studied in relation to the occurrence of a relapse in the central nervous system (CNS), taking into account the white blood cell count (WBC) and the immunological phenotype. The children were followed for a period limited by (1) the first CNS relapse, (2) death or (3) the closing day of this study. The median follow-up period was 30 months, range 2-106 months. HMC counts were available in bone marrow smears of 41 children and in cytospins of 35 children. Cytospins proved to give more reliable and consistent results than bone marrow smears. In the 35 'cytospin' children no CNS relapses occurred in the group of 16 children with non-T-non-B-ALL and HMC counts above 10%. However, in the group of 10 children with non-T-non-B-ALL and HMC counts below 10%, and in the group of 9 children with T-ALL (HMC less than or equal to 11%), 6 and 5, respectively, got a CNS relapse. The CNS relapse-free period was not significantly different between these last two groups, whereas both groups did differ significantly from the group mentioned first (p less than 0.01). This was not found in bone marrow smears of 41 children, presumably because of the inaccurate counting results. A low initial HMC count in cytospins is associated with an increased risk for the occurrence of a CNS relapse in children with ALL. This prognostic factor seems to be independent of other prognostic signs such as immunological phenotype and high WBC.","['Hogeman, P H', 'Veerman, A J', 'Huismans, D R', 'Van Zantwijk, C', 'Bezemer, P D', 'Stamhuis, I H', 'De Waal, F C']","['Hogeman PH', 'Veerman AJ', 'Huismans DR', 'Van Zantwijk C', 'Bezemer PD', 'Stamhuis IH', 'De Waal FC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Adolescent', 'Bone Marrow/pathology', 'Cerebrospinal Fluid/cytology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Leukocyte Count', 'Lymphocytes/*pathology', 'Male']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(3):181-9. doi: 10.1159/000206384.,['10.1159/000206384 [doi]'],,,,,,,,,,,,
6438981,NLM,MEDLINE,19850109,20180216,0001-5792 (Print) 0001-5792 (Linking),72,3,1984,Reduction of granulocyte-macrophage progenitor cells (CFU-C) and fibroblastoid colony-forming units (CFU-F) by leukemic cells in human and murine leukemia.,171-80,"The number of bone marrow granulocyte-macrophage progenitor cells (CFU-C) and fibroblastoid colony-forming units (CFU-F) was significantly smaller in acute leukemia patients. To analyze the mechanism by which CFU-C and CFU-F were reduced, the study on murine myeloid leukemia was carried out. In murine leukemia, bone marrow CFU-C and CFU-F decreased in number in correlation with the proliferation of leukemic cells. Murine leukemic cells suppressed the growth of CFU-C and CFU-F in the mixed culture of leukemic cells and normal murine marrow cells. Furthermore, leukemic cell-conditioned medium inhibited the growth of CFU-F. The results show that murine leukemic cells themselves and/or humoral factors produced by them give inhibitory effects on the growth of not only CFU-C but also CFU-F.","['Nara, N', 'Jinnai, I', 'Imai, Y', 'Bessho, M', 'Hirashima, K']","['Nara N', 'Jinnai I', 'Imai Y', 'Bessho M', 'Hirashima K']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Animals', 'Bone Marrow/*pathology', 'Cell Differentiation', 'Cells, Cultured', 'Fibroblasts/pathology', 'Granulocytes/pathology', '*Hematopoiesis', 'Humans', 'Leukemia/*pathology/physiopathology', 'Leukemia, Experimental/*pathology', 'Macrophages/pathology', 'Mice']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(3):171-80. doi: 10.1159/000206383.,['10.1159/000206383 [doi]'],,,,,,,,,,,,
6438980,NLM,MEDLINE,19850109,20180216,0001-5792 (Print) 0001-5792 (Linking),72,3,1984,Defective terminal maturation along monocyte-macrophage lineage in chronic myelomonocytic leukemia.,163-70,"The maturation process of leukemic myelomonocytoid cells derived from peripheral blood of two typical cases of chronic myelomonocytic leukemia was investigated in vitro. In both cases, liquid culture of the leukemic cells in the presence or absence of 12-o-tetradecanoyl phorbol-13-acetate yielded either monocyte-macrophages or mature granulocytes, respectively, when examined by May-Giemsa staining. However, using cytochemical criteria, both of these mature cell fractions were found to be heterogenous and still contained substantial numbers of cells positive for both nonspecific and chloroacetate esterases. Phagocytic activity was markedly defective in the monocyte-macrophages recovered from culture as well as in freshly-isolated peripheral monocytes in both patients. In addition, active oxygen production from isolated monocytes stimulated by zymosan was also decreased in one of the cases. The results indicate that at least in some cases of chronic myelomonocytic leukemia, leukemic cells have the potential to differentiate in vitro to monocyte-macrophages which, however, show only limited development of functions, as well as freshly-isolated monocytes from peripheral blood.","['Takuwa, N', 'Kanegasaki, S', 'Asano, S', 'Tomita, T', 'Nakayama, E', 'Sato, N', 'Shinohara, T', 'Miwa, S']","['Takuwa N', 'Kanegasaki S', 'Asano S', 'Tomita T', 'Nakayama E', 'Sato N', 'Shinohara T', 'Miwa S']",['eng'],"['Case Reports', 'Journal Article']",,Switzerland,Acta Haematol,Acta haematologica,0141053,['EC 3.1.- (Esterases)'],IM,"['Aged', 'Cell Adhesion', 'Cell Differentiation', 'Cells, Cultured', 'Esterases/blood', 'Female', 'Humans', 'Leukemia, Myeloid/*pathology', 'Luminescent Measurements', 'Macrophages/*pathology/physiology', 'Male', 'Monocytes/*pathology/physiology', 'Phagocytosis']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(3):163-70. doi: 10.1159/000206382.,['10.1159/000206382 [doi]'],,,,,,,,,,,,
6438979,NLM,MEDLINE,19850109,20180216,0001-5792 (Print) 0001-5792 (Linking),72,3,1984,"Cyclosporin A serum and blood levels in marrow graft recipients: correlation with administered dose, serum creatinine and graft-versus-host disease.",155-62,"23 patients undergoing marrow transplantation for leukemia or aplastic anemia were given cyclosporin A (CyA) for graft-versus-host disease (GvHD) prophylaxis. A radioimmunoassay was used to monitor CyA serum levels in 13 patients and whole blood levels in 10. Serum creatinine levels were recorded daily until day 30 and then weekly. The severity of acute GvHD was recorded daily for a total of 1,738 patient days. CyA dose was then correlated with CyA serum or blood levels, serum creatinine levels and severity of acute GvHD. The daily dose of administered CyA correlated with serum CyA levels (p = 0.001) but not with whole-blood CyA levels. The cumulative CyA dose correlated with serum creatinine. There was an inverse correlation between the daily CyA dose and the severity of acute GvHD (p = 0.05). On the other hand the total amount of CyA given within 10 days after bone marrow transplantation had no influence on the severity of acute GvHD developing after day 10. Serum and whole-blood levels did not correlate with severity of GvHD nor with creatinine levels. The results of this study point out the nephrotoxicity of CyA, and a low GvHD score with high doses of administered CyA, at least on a daily basis. Serum but not blood levels reflect the dose of CyA given, but are not correlated with nephrotoxicity or GvHD.","['Bacigalupo, A', 'Di Giorgio, F', 'Frassoni, F', 'Van Lint, M T', 'Raffo, M R', 'Gogioso, L', 'Viale, M', 'Marmont, A M']","['Bacigalupo A', 'Di Giorgio F', 'Frassoni F', 'Van Lint MT', 'Raffo MR', 'Gogioso L', 'Viale M', 'Marmont AM']",['eng'],['Journal Article'],,Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Cyclosporins)', 'AYI8EX34EU (Creatinine)']",IM,"['*Bone Marrow Transplantation', 'Creatinine/*blood', 'Cyclosporins/administration & dosage/adverse effects/*blood', 'Graft vs Host Disease/*blood', 'Humans', 'Kidney/drug effects', 'Kidney Diseases/chemically induced', 'Metabolic Clearance Rate']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(3):155-62. doi: 10.1159/000206381.,['10.1159/000206381 [doi]'],,,,,,,,,,,,
6438978,NLM,MEDLINE,19850109,20180216,0001-5792 (Print) 0001-5792 (Linking),72,3,1984,Bone marrow transplantation.,145-54,,"['Speck, B']",['Speck B'],['eng'],['Journal Article'],,Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Humans', 'Leukemia/*therapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/therapy', 'Leukemia, Myeloid, Acute/therapy']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1984;72(3):145-54. doi: 10.1159/000206380.,['10.1159/000206380 [doi]'],,,,,,,,,,,,
6438976,NLM,MEDLINE,19850118,20110728,0001-5806 (Print) 0001-5806 (Linking),47,4,1984 Jul,Monoclonal surface membrane immunoglobulins of malignant cells in patients with malignant lymphoma and chronic lymphocytic leukemia.,1001-11,,"['Sugai, S', 'Takiguchi, T', 'Hirose, Y', 'Konaka, Y', 'Shimizu, S', 'Konda, S']","['Sugai S', 'Takiguchi T', 'Hirose Y', 'Konaka Y', 'Shimizu S', 'Konda S']",['eng'],['Journal Article'],,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Antibodies, Monoclonal)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Antibodies, Monoclonal/*analysis', 'Female', 'Humans', 'Immunoglobulin kappa-Chains/analysis', 'Immunoglobulin lambda-Chains/analysis', 'Leukemia, Lymphoid/*immunology/pathology', 'Lymphoma/*immunology/pathology', 'Male', 'Receptors, Antigen, B-Cell/*analysis']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1984 Jul;47(4):1001-11.,,,,,,,,,,,,,
6438913,NLM,MEDLINE,19841227,20191210,0049-6804 (Print) 0049-6804 (Linking),,8,1984 Aug,[Use of levamisole for preventing and treating infectious complications in acute leukemia patients].,54-6,,"['Stakovetskaia, Z S', 'Klimenko, V I', 'Gaidukova, S N', 'Romanova, A F']","['Stakovetskaia ZS', 'Klimenko VI', 'Gaidukova SN', 'Romanova AF']",['rus'],"['Case Reports', 'Journal Article']",Primenenie levamizola dlia profilaktiki i lecheniia infektsionnykh oslozhnenii u bol'nykh ostrym leikozom.,Ukraine,Vrach Delo,Vrachebnoe delo,0413607,['2880D3468G (Levamisole)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Female', 'Humans', '*Infection Control', 'Infections/drug therapy', 'Leukemia/*complications/drug therapy/immunology', 'Levamisole/*therapeutic use', 'Male', 'Middle Aged']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",ppublish,Vrach Delo. 1984 Aug;(8):54-6.,,,,,,,,,,,,,
6438802,NLM,MEDLINE,19850117,20180524,0093-7754 (Print) 0093-7754 (Linking),11,4,1984 Dec,Differentiation antigens associated with hairy cell leukemia.,413-5,,"['Posnett, D N', 'Marboe, C C']","['Posnett DN', 'Marboe CC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Semin Oncol,Seminars in oncology,0420432,"['0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Antigens, Surface)']",IM,"['Antigens, Differentiation, B-Lymphocyte', 'Antigens, Surface/*analysis', 'B-Lymphocytes/*immunology', 'Humans', 'Leukemia/immunology', 'Leukemia, Hairy Cell/*immunology', 'Lymphoma/immunology', 'Rosette Formation', 'T-Lymphocytes/*immunology']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Semin Oncol. 1984 Dec;11(4):413-5.,['0093-7754(84)90087-3 [pii]'],['1 R23 CA 35463-01/CA/NCI NIH HHS/United States'],,,,,,,,,,,
