PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,SI,GS,RF,PMC,GR,CON,CIN,OID,OAB,OABL,OTO,OT,GN,EIN,RIN
1434813,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Are autotransplants effective in leukemia?,112,,"['Gale, R P']",['Gale RP'],"['Department of Medicine, UCLA School of Medicine 90024.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,,IM,"['*Bone Marrow Transplantation', 'Humans', 'Leukemia/*therapy', 'Transplantation, Autologous']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:112.,,,,,,,,,,,,,,,,,
1434812,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Autologous graft-versus-host disease.,110-1,,"['Santos, G W']",['Santos GW'],"['Johns Hopkins University Oncology Center, Baltimore, MD 21205.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,,IM,"['Adolescent', 'Adult', 'Bone Marrow Transplantation/*adverse effects', 'Child', 'Child, Preschool', 'Graft vs Host Disease/*etiology', 'Humans', 'Leukemia, Myeloid, Acute/mortality/*therapy', 'Lymphoma, Non-Hodgkin/mortality/*therapy', 'Middle Aged', 'Survival Rate', 'Transplantation, Autologous']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:110-1.,,,,,,,,,,,,,,,,,
1434811,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Autologous bone marrow transplantation for acute myeloid and lymphoid leukemia.,103-5,,"['Rizzoli, V', 'Carlo-Stella, C', 'Almici, C', 'Garau, D', 'Carella, A M', 'Coser, P', 'Angrilli, F', 'Bernabei, P A', 'Mozzana, R', 'Alessandrino, E']","['Rizzoli V', 'Carlo-Stella C', 'Almici C', 'Garau D', 'Carella AM', 'Coser P', 'Angrilli F', 'Bernabei PA', 'Mozzana R', 'Alessandrino E', 'et al.']","['Department of Hematology, University of Parma, Italy.']",['eng'],"['Clinical Trial', 'Journal Article']",England,Leukemia,Leukemia,8704895,,IM,"['Adolescent', 'Adult', 'Bone Marrow Purging', '*Bone Marrow Transplantation', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/immunology/mortality/*therapy', 'Male', 'Middle Aged', 'Monitoring, Immunologic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/immunology/mortality/*therapy', 'Survival Rate', 'Transplantation, Autologous']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:103-5.,,,,,,,,,,,,,,,,,
1434810,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Autologous bone marrow transplantation for intensification of first remission in adult patients with acute lymphoblastic leukemia.,100-2,,"['Cahn, J Y', 'Flesch, M', 'Vernant, J P', 'Fiere, D']","['Cahn JY', 'Flesch M', 'Vernant JP', 'Fiere D']",,['eng'],"['Clinical Trial', 'Journal Article']",England,Leukemia,Leukemia,8704895,,IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Humans', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Remission Induction', 'Transplantation, Autologous', 'Whole-Body Irradiation']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:100-2.,,,,,,,,,,,,,,,,,
1434809,NLM,MEDLINE,19921209,20131121,0887-6924 (Print) 0887-6924 (Linking),6,11,1992 Nov,Polymerase chain reaction detection of residual disease in chronic myeloid leukemia patients in complete cytogenetic remission under interferon with or without chemotherapy.,1232-4,,"['Mahon, F X', 'Daheron, L', 'Malinge, M C', 'Ahmad, M', 'Delfau, M H', 'Grandchamp, B', 'Kitzis, A', 'Tanzer, J', 'Guilhot, F']","['Mahon FX', 'Daheron L', 'Malinge MC', 'Ahmad M', 'Delfau MH', 'Grandchamp B', 'Kitzis A', 'Tanzer J', 'Guilhot F']","[""Departement d'Hematologie et Oncologie Medicale, Centre National de la Recherche Scientifique (Unite 1338), Poitiers, France.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (DNA, Neoplasm)', '0 (Oligodeoxyribonucleotides)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Base Sequence', 'DNA, Neoplasm/analysis', 'Fusion Proteins, bcr-abl/genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*diagnosis/genetics', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides/chemistry', 'Polymerase Chain Reaction']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6(11):1232-4.,,,,,,,,,,,,,,,,,
1434808,NLM,MEDLINE,19921209,20130304,0887-6924 (Print) 0887-6924 (Linking),6,11,1992 Nov,Relapse as acute monoblastic leukemia (AML-M5) of t(6;9) acute myeloblastic leukemia (AML-M2).,1227-8,Two patients with acute myeloblastic leukemia with t(6;9)(p23;q34) translocation and classified as AML-M2 relapsed as acute monocytic leukemia (AML-M5). Trisomy 8 was found associated with t(6;9) at that time in both patients. Such changes in differentiation of leukemic cells have not previously been reported in this subtype of AML and add data favoring the pluripotent nature of the stem cell involved in leukemia with t(6;9).,"['Berger, R', 'Daniel, M T', 'Jonveaux, P', 'Baruchel, A']","['Berger R', 'Daniel MT', 'Jonveaux P', 'Baruchel A']","['Unite INSERM U 301, Institut de Genetique Moleculaire, Paris, France.']",['eng'],"['Case Reports', 'Journal Article']",England,Leukemia,Leukemia,8704895,,IM,"['Child', 'Chromosomes, Human, Pair 6', 'Chromosomes, Human, Pair 8', 'Chromosomes, Human, Pair 9', 'Female', 'Humans', 'Leukemia, Monocytic, Acute/*etiology', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', 'Recurrence', 'Translocation, Genetic', 'Trisomy']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6(11):1227-8.,,,,,,,,,,,,,,,,,
1434807,NLM,MEDLINE,19921209,20130304,0887-6924 (Print) 0887-6924 (Linking),6,11,1992 Nov,Mosaicism of trisomy 12 in chronic lymphocytic leukemia detected by non-radioactive in situ hybridization.,1220-6,"Cytogenetic analysis using banding techniques of B-chronic lymphocytic leukemia (CLL) is hampered by the difficult in vitro proliferation of these tumor cells. For detection of specific cytogenetic aberrations these problems can be overcome with non-radioactive in situ hybridization (ISH). ISH may especially be applied for the detection of trisomy 12, which is the most frequent cytogenetic aberration in CLL. Sixty-seven patients with CLL, four normal controls and one lymphoblastoid B-cell line with a trisomy 12 were studied using a chromosome 12 specific probe. To determine the hybridization properties of the CLL cells, all samples were also hybridized with probes specific for chromosomes 1 and 8. All leukemias were analyzed by immunocytochemistry to determine the proportion of tumor cells. Eight cases (11%) showed a trisomy 12. After correction for the number of tumor cells, it was demonstrated that in almost all cases (7 out of 8), the aberration was present in a proportion of the tumor cells (between 30 and 72%). Except for one patient this mosaicism persisted with long-term follow-up. We conclude that the in vivo incidence of trisomy 12 in CLL is approximately 11%, and that trisomy 12 occurs in most instances in only a subpopulation of the leukemic cells. Both findings suggest that trisomy 12 in CLL is a late event.","['Raghoebier, S', 'Kibbelaar, R E', 'Kleiverda, J K', 'Kluin-Nelemans, J C', 'van Krieken, J H', 'Kok, F', 'Kluin, P M']","['Raghoebier S', 'Kibbelaar RE', 'Kleiverda JK', 'Kluin-Nelemans JC', 'van Krieken JH', 'Kok F', 'Kluin PM']","['Department of Pathology, University of Leiden, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,['0 (DNA Probes)'],IM,"['*Chromosomes, Human, Pair 12', 'DNA Probes', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Mosaicism', '*Trisomy']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6(11):1220-6.,,,,,,,,,,,,,,,,,
1434806,NLM,MEDLINE,19921209,20130304,0887-6924 (Print) 0887-6924 (Linking),6,11,1992 Nov,Third complementarity determining region (CDR III) sequence analysis in childhood B-lineage acute lymphoblastic leukaemia: implications for the design of oligonucleotide probes for use in monitoring minimal residual disease.,1213-9,"The genetic sequence of the third complementarity determining region (CDR III) of the immunoglobulin heavy chain (IgH) gene was analysed in 55 rearranged alleles from 36 children presenting with B-lineage acute lymphoblastic leukaemia (ALL). This confirmed the unique nature of these rearrangements. However, contrary to the hypothesis that the CDR III is produced by a random process of rearrangement, biased utilisation of diversity (D) segments and of joining (J) regions 4, 5 and 6 was demonstrated. Moreover, preferred sequence boundaries were seen in J regions 1 to 5 and were suggested at the 3'-end of certain D regions, notably D21/9 and DK1. Similar patterns of rearrangement have been noted in normal B-lymphocyte clones. Together with relatively limited N nucleotide addition, these factors may restrict the potential sequence variability at the D-N-J junction. The occurrence of clonal progression by secondary gene rearrangements, such as V-V replacement, favours the use of this site when designing clone-specific oligonucleotide probes for use in monitoring minimal residual disease (MRD). In cases where biased features of D-J rearrangement are shared by both the leukaemic and normal B-lymphocyte clones this could reduce the sensitivity of these probes in detecting low levels of residual disease.","['Steward, C G', 'Potter, M N', 'Oakhill, A']","['Steward CG', 'Potter MN', 'Oakhill A']","['Department of Pathology, Bristol University Medical School, University Walk, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (DNA, Neoplasm)', '0 (Immunoglobulin Heavy Chains)', '0 (Oligodeoxyribonucleotides)']",IM,"['Base Sequence', 'Burkitt Lymphoma/*genetics', 'DNA, Neoplasm/genetics', '*Gene Rearrangement, B-Lymphocyte, Heavy Chain', '*Genes, Immunoglobulin', 'Humans', 'Immunoglobulin Heavy Chains/*genetics', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides/chemistry', 'Polymerase Chain Reaction']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6(11):1213-9.,,,,,,,,,,,,,,,,,
1434805,NLM,MEDLINE,19921209,20131121,0887-6924 (Print) 0887-6924 (Linking),6,11,1992 Nov,Effect of high-dose methotrexate on plasma hypoxanthine and uridine levels in patients with acute leukemia or non-Hodgkin lymphoma in childhood.,1199-202,"We investigated the effect of high dose methotrexate (HDMTX) therapy on plasma hypoxanthine (Hx) and uridine (UR) concentrations in 12 children with acute lymphoblastic leukemia (ALL) or non-Hodgkin lymphoma (NHL). The initial plasma Hx level before the first administration of HDMTX (1 g/m2) was significantly higher in patients (25.5 +/- 17.5 microM) than that in healthy adult controls (4.0 +/- 1.4 microM). By 48 or 72 hours after the beginning of MTX infusion, the Hx concentration had decreased to 7.9 +/- 7.7 microM and 4.7 +/- 4.1 microM, respectively. This decrease of plasma Hx concentration after MTX infusion was also observed with the second course of HDMTX (3 g/m2) therapy. On the other hand, the plasma UR level did not change significantly. The in vitro treatment with 2 microM MTX of hypoxanthine-guanine phosphoribosyltransferase (HGPRT)-deficient mutant cells selected from HL-60 lowered the excretion of Hx into the culture medium. These data suggest a possible new explanation of the synergism of HDMTX and 6-thiopurines, for example 6-mercaptopurine and 6-thioguanine, since plasma Hx is considered to counteract 6-thiopurine toxicity through competition at the level of HGPRT.","['Hashimoto, H', 'Kubota, M', 'Shimizu, T', 'Kasai, Y', 'Sano, H', 'Adachi, S', 'Akiyama, Y', 'Mikawa, H']","['Hashimoto H', 'Kubota M', 'Shimizu T', 'Kasai Y', 'Sano H', 'Adachi S', 'Akiyama Y', 'Mikawa H']","['Department of Pediatrics, Kyoto University, Japan.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (Hypoxanthines)', '2TN51YD919 (Hypoxanthine)', 'WHI7HQ7H85 (Uridine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Child', 'Humans', 'Hypoxanthine', 'Hypoxanthines/*blood', 'Lymphoma, Non-Hodgkin/blood/*drug therapy', 'Methotrexate/*administration & dosage', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/*drug therapy', 'Uridine/*blood']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6(11):1199-202.,,,,,,,,,,,,,,,,,
1434804,NLM,MEDLINE,19921209,20131121,0887-6924 (Print) 0887-6924 (Linking),6,11,1992 Nov,High-dose cytosine arabinoside remission induction for acute myelogenous leukemia: comparison of two regimens of remission maintenance.,1192-8,"We report a single institution sequential trial of two maintenance treatment regimens for patients with acute myelogenous leukemia (AML). A total of 175 consecutive patients with AML received initial remission induction therapy with high-dose cytosine arabinoside (ara-C) and glucocorticoids. For the initial 63 patients (group A), the control population, planned maintenance treatment was with conventional-dose ara-C given over 4 days for up to 18 months. The subsequent 107 patients (group B) had planned maintenance therapy of up to 6 courses of daunorubicin, ara-C and prednisone and daily cis-retinoic acid for up to two years. The presenting features of group A and B patients were similar as were the response to remission induction, 60 and 52%, respectively. Severe neurological toxicity was encountered once after high-dose ara-C; no drug-related deaths occurred during maintenance treatment. Median duration of remission for group B patients was 9.9 months compared with 5.5 for group A (p = 0.0685). Median survival duration for the two groups was similar, 9.1 months for group A and 10.4 for group B. Survival of patients in group B who attained a complete remission was significantly better than that of patients in group A (p = 0.0439). The studies confirm our initial experience with remission induction using single agent high-dose ara-C and suggest a positive role for maintenance therapy in AML.","['Curtis, J E', 'Messner, H A', 'Minden, M D', 'Lipton, J H', 'Lockwood, G A', 'Tritchler, D L', 'McCulloch, E A']","['Curtis JE', 'Messner HA', 'Minden MD', 'Lipton JH', 'Lockwood GA', 'Tritchler DL', 'McCulloch EA']","['Department of Medicine, Ontario Cancer Institute, Toronto, Canada.']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', '5688UTC01R (Tretinoin)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adult', 'Age Factors', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage', 'Bone Marrow Transplantation', 'Combined Modality Therapy', 'Cytarabine/*administration & dosage', 'Daunorubicin/administration & dosage', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Middle Aged', 'Prednisone/administration & dosage', 'Survival Analysis', 'Tretinoin/administration & dosage']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6(11):1192-8.,,,,,,,,,,,,,,,,,
1434803,NLM,MEDLINE,19921209,20181130,0887-6924 (Print) 0887-6924 (Linking),6,11,1992 Nov,Homoharringtonine in combination with cytarabine for patients with acute myelogenous leukemia.,1189-91,"Homoharringtonine (HHT) is one of several cephalotaxine alkaloids that has shown clinical efficacy in patients with acute myelogenous leukemia (AML). In a phase I trial we evaluated cytarabine 100 mg/m2 by continuous infusion daily for 7 days in combination with four dose levels of HHT ranging from 1.5-5 mg/m2 by continuous infusion daily for 7 days to see if an effective regimen could be developed. Twenty-two patients with relapsed and/or primary refractory AML were treated. Seventeen males and five females were treated, with a median age of 40 years (range 19-63). There were five remissions in 14 patients with relapsed AML and none of eight responders in patients with primary refractory AML. None of the three patients treated at 1.5 mg/m2 dose level of HHT responded. Of three patients treated at the 3 mg/m2 dose level, there was one complete remission. At both 4 mg/m2 and 5 mg/m2, two of eight patients achieved complete remission. Four of the five remissions occurred in patients with acute promyelocytic leukemia. Drug induced pancytopenia was universal, and hypotension and fluid retention were more common at the higher dose levels. Other toxicity was mild and included nausea, vomiting, diarrhea, and mucositis. No significant hepatic, renal, or cardiac toxicity was seen. We conclude that the dose of HHT 4 mg/m2 for 7 days by continuous infusion in combination with cytarabine is safe for patients with AML; and this combination is appropriate for a phase II evaluation.","['Feldman, E', 'Arlin, Z', 'Ahmed, T', 'Mittelman, A', 'Puccio, C', 'Chun, H', 'Cook, P', 'Baskind, P']","['Feldman E', 'Arlin Z', 'Ahmed T', 'Mittelman A', 'Puccio C', 'Chun H', 'Cook P', 'Baskind P']","['New York Medical College, Department of Medicine, Valhalla 10595.']",['eng'],"['Clinical Trial', 'Clinical Trial, Phase I', 'Journal Article']",England,Leukemia,Leukemia,8704895,"['0 (Harringtonines)', '04079A1RDZ (Cytarabine)', '6FG8041S5B (Homoharringtonine)']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols', 'Cytarabine/*administration & dosage', 'Dose-Response Relationship, Drug', 'Female', 'Harringtonines/*administration & dosage', 'Homoharringtonine', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Recurrence']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6(11):1189-91.,,,,,,,,,,,,,,,,,
