PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,IP,AB,AID,PMC,OID,OAB,OABL,OTO,OT,GN,CIN,AD
1069608,NLM,MEDLINE,19770224,20131121,0361-5960 (Print) 0361-5960 (Linking),60,1976 Jan,"Randomized clinical comparison of daunorubicin (NSC-82151) alone with a combination of daunorubicin, cytosine arabinoside (NSC-63878), 6-thioguanine (NSC-752), and pyrimethamine (NSC-3061) for the treatment of acute nonlymphocytic leukemia.",41-53,"['Wiernik, P H', 'Schimpff, S C', 'Schiffer, C A', 'Lichtenfeld, J L', 'Aisner, J', ""O'Connell, M J"", 'Fortner, C']","['Wiernik PH', 'Schimpff SC', 'Schiffer CA', 'Lichtenfeld JL', 'Aisner J', ""O'Connell MJ"", 'Fortner C']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",,United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)', 'FTK8U1GZNX (Thioguanine)', 'I01TWM5267 (Guanazole)', 'Z3614QOX8W (Pyrimethamine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Aged', 'Antineoplastic Agents/adverse effects/*therapeutic use', 'Bone Marrow/pathology', 'Central Nervous System Diseases/prevention & control', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Guanazole/therapeutic use', 'Humans', 'Leukemia/*drug therapy/prevention & control', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Meninges', 'Middle Aged', 'Pyrimethamine/therapeutic use', 'Remission, Spontaneous', 'Skin Tests', 'Thioguanine/therapeutic use']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1976 Jan;60(1):41-53.,1,"Sixty-six newly diagnosed patients with acute nonlymphocytic leukemia received either daunorubicin alone or a combination of daunorubicin, cytosine arabinoside, 6-thioguanine, and pyrimethamine for remission-induction therapy. The two treatment groups were comparable with respect to the two major prognostic factors in this disease, which were age and presence or absence of infection on admission. The two therapies produced similar results with respect to CR rate and median survival results. Single-agent therapy was associated with less frequent utilization of hospital inpatient facilities and fewer platelet transfusions. The four-drug combination did not decrease the incidence of meningeal leukemia. Patients who achieved CR were treated with two half-dose consolidation courses of the successful remission-induction regimen. Subsequently, all patients received cyclophosphamide and guanazole monthly for maintenance therapy. Median durations of remission for both induction-treatment groups were similar (6.8 and 5.6 mos). The therapeutic results with the single agent in this study were not inferior to those obtained with the drug combination tested, as well as most other previously reported combinations of antileukemic drugs.",,,,,,,,,,
1069607,NLM,MEDLINE,19770216,20131121,0008-5472 (Print) 0008-5472 (Linking),36,1976 Dec,Accumulation of giant heterogeneous RNA molecules in acute myeloid leukemia blast cells.,4631-8,"['Torelli, U', 'Torelli, G', 'Cadossi, R', 'Ferrari, S', 'Ferrari, S', 'Narni, F', 'Montagnani, G']","['Torelli U', 'Torelli G', 'Cadossi R', 'Ferrari S', 'Ferrari S', 'Narni F', 'Montagnani G']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,"['0 (RNA, Neoplasm)', '0 (RNA, Ribosomal)', '1CC1JFE158 (Dactinomycin)', '24937-83-5 (Poly A)']",IM,"['Dactinomycin/pharmacology', 'Humans', 'Kinetics', 'Leukemia, Myeloid, Acute/*metabolism', '*Lymphocyte Activation', 'Lymphocytes/metabolism', 'Molecular Weight', 'Poly A/analysis/metabolism', 'RNA, Neoplasm/*metabolism', 'RNA, Ribosomal/metabolism']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Cancer Res. 1976 Dec;36(12):4631-8.,12,"Time course and ""chase"" experiments showed that, after incubation of acute myeloid leukemia blast cells with a labeled RNA precursor, a large proportion of radioactivity remained associated with RNA molecules larger than 45 S even after several hr. Double-labeling experiments with [5-3H]uridine and [methyl-14C]methionine indicated that unmethylated giant heterogeneous RNA larger than 45 S is processed much more slowly than the 45 S ribosomal precursor, so that relatively large amounts of fairly stable RNA of the former class accumulate in the cell. The measurement of labeled giant heterogeneous RNA molecules bound to polyuridylate-fiberglass filters showed that molecules carrying polyadenylate segments seemingly turn over faster than those lacking polyadenylate.",,,,,,,,,,
1069606,NLM,MEDLINE,19770216,20141120,0008-5472 (Print) 0008-5472 (Linking),36,1976 Dec,Cytotoxic effects of 1-beta-D-arabinofuranosylcytosine and 6-thioguanine in vitro on granulocytic progenitor cells.,4412-7,"['Greenberg, P L', 'VanKersen, I', 'Mosny, S']","['Greenberg PL', 'VanKersen I', 'Mosny S']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cancer Res,Cancer research,2984705R,"['0 (Endotoxins)', '04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)']",IM,"['Animals', 'Cell Division/drug effects', 'Cells, Cultured', 'Cytarabine/pharmacology/*toxicity', 'Dose-Response Relationship, Drug', 'Drug Evaluation, Preclinical/methods', 'Drug Synergism', 'Endotoxins/pharmacology', 'Granulocytes/*drug effects', 'Hematopoietic Stem Cells/*drug effects', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid/drug therapy', 'Leukocytes/*drug effects', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Thioguanine/pharmacology/*toxicity']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Cancer Res. 1976 Dec;36(12):4412-7.,12,"We have utilized an in vitro clonogenic assay of mouse and human marrow granulocytic progenitor cells to determine the cytotoxic effects on granulopoiesis of the chemotherapeutic agents 1-beta-D-arabinofuranosylcytosine (ara-C) and 6-thioguanine. Concentration- and time-dependent decrements to plateau levels of granulocytic colony-forming capacity occurred. The sequence of drug administration was important and synergistic cytotoxicity was noted when certain schedules of ara-C and 6-thioguanine combinations were used. Endotoxin-stimulated colony-forming cells had increased sensitivity to the in vitro ara-C exposure. High or intermittent doses of ara-C demonstrated enhanced cytotoxicity when short exposure times (1 to 8 hr) were utilized, whereas low doses were markedly cytotoxic with prolonged exposure (10 days). Normal and leukemic human colony-forming cells had similar susceptibility to the cytotoxic effects of ara-C. Exposure of granulocytic precursors to these drugs in vitro produced effects similar to those previously reported with in vivo drug administration. These techniques appear applicable for providing improved screening models to evaluate chemotherapeutic regimens for clinical use.",,,,,,,,,,
1069605,NLM,MEDLINE,19770216,20190619,0008-543X (Print) 0008-543X (Linking),38,1976 Dec,Simultaneous occurrence of non-Hodgkin's lymphoma and acute myelomonocytic leukemia.,2557-60,"['Kapadia, S B', 'Kaplan, S S']","['Kapadia SB', 'Kaplan SS']",['eng'],"['Case Reports', 'Journal Article']",,United States,Cancer,Cancer,0374236,,IM,"['Acute Disease', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Female', 'Humans', 'Leukemia, Myeloid/*pathology', 'Lymph Nodes/pathology', 'Lymphoma, Non-Hodgkin/*pathology', 'Middle Aged', 'Neoplasms, Multiple Primary/*pathology']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Cancer. 1976 Dec;38(6):2557-60. doi: 10.1002/1097-0142(197612)38:6<2557::aid-cncr2820380646>3.0.co;2-u.,6,"The simultaneous occurrence of nodular poorly differentiated lymphocytic lymphoma (NLPD) and acute myelomonocytic leukemia (AMML) was confirmed by the histologic examination of lymph node section, peripheral blood, and bone marrow. This association in the absence of previous chemotherapy or radiotherapy has not been previously documented. There have been six previous case reports of patients with non-Hodgkin's lymphocytic lymphoma who, during treatment with alkylating agents or radiotherapy, developed acute myeloid leukemia (AML). These methods of therapy may have had a leukemogenic role in such patients. The possible relationship between these two diseases is discussed.",['10.1002/1097-0142(197612)38:6<2557::aid-cncr2820380646>3.0.co;2-u [doi]'],,,,,,,,,
1069604,NLM,MEDLINE,19770216,20190619,0008-543X (Print) 0008-543X (Linking),38,1976 Dec,Occurrence of acute leukemia in females in a genetically isolated population.,2548-50,"['Feldman, J G', 'Lee, S L', 'Seligman, B']","['Feldman JG', 'Lee SL', 'Seligman B']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cancer,Cancer,0374236,,IM,"['Acute Disease', 'Adolescent', 'Child, Preschool', 'Consanguinity', 'Female', 'Genetic Linkage', 'Humans', 'Infant', 'Jews', 'Leukemia, Lymphoid/epidemiology/*genetics', 'New York', 'Paternal Age', 'Pedigree', 'Sex Chromosomes']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Cancer. 1976 Dec;38(6):2548-50. doi: 10.1002/1097-0142(197612)38:6<2548::aid-cncr2820380644>3.0.co;2-y.,6,"Acute lymphoblastic leukemia was found in six young females in a genetically isolated Syrian Jewish Community in Brooklyn, N.Y. over a 15-year period. This represents a frequency 30 times greater than the expected rate. In this community the frequency of first cousin marriages is estimated to be seven percent. Three cases were related on their maternal side, the parents of a fourth case were themselves related as were both sets of grandparents of a fifth case. In two families a history of infertility was present. On average, fathers of the cases were 5.5 years older at birth of the cases than a matched sample of community controls and 7.2 years older than a matched sample of non-community controls. The high frequency of consanguinity and the older age of the fathers may increase risk to acute leukemia for young girls in this community.",['10.1002/1097-0142(197612)38:6<2548::aid-cncr2820380644>3.0.co;2-y [doi]'],,,,,,,,,
1069602,NLM,MEDLINE,19770216,20190619,0008-543X (Print) 0008-543X (Linking),38,1976 Dec,Erythroleukemia-like syndrome due to busulfan toxicity in polycythemia vera.,2242-6,"['Pezzimenti, J F', 'Kim, H C', 'Lindenbaum, J']","['Pezzimenti JF', 'Kim HC', 'Lindenbaum J']",['eng'],"['Case Reports', 'Journal Article']",,United States,Cancer,Cancer,0374236,['G1LN9045DK (Busulfan)'],IM,"['Adult', 'Bone Marrow/drug effects/pathology', 'Bone Marrow Diseases/*chemically induced', 'Busulfan/*adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*chemically induced/complications', 'Polycythemia Vera/complications/*drug therapy', 'Remission, Spontaneous', 'Syndrome', 'Thrombocytosis/drug therapy']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Cancer. 1976 Dec;38(6):2242-6. doi: 10.1002/1097-0142(197612)38:6<2242::aid-cncr2820380608>3.0.co;2-g.,6,"Over a 19-year period, a patient with polycythemia vera who had undergone a splenectomy received six courses of busulfan for recurrent thrombocytosis. The total dose of busulfan given for the sixth course was greater than that used for the previous ones. Severe pancytopenia followed, which persisted for 4 months. During this period there was marked erythroid hyperplasia in the bone marrow with striking dyserythropoiesis; PAS-positive red cell precursors, as well as moderate numbers of circulating normoblasts and evidence of chronic and acute hemolysis, were present. All of these findings reverted to normal without therapy, and the polycythemic state eventually recurred. These events are interpreted as an unusual marrow reaction following busulfan overdosage rather than a transient erythroleukemia.",['10.1002/1097-0142(197612)38:6<2242::aid-cncr2820380608>3.0.co;2-g [doi]'],,,,,,,,,
1069601,NLM,MEDLINE,19770224,20181113,0008-4050 (Print) 0008-4050 (Linking),40,1976 Apr,A case of chronic granulocytic leukemia in a dog.,153-60,"['Joiner, G N', 'Fraser, C J', 'Jardin, J H', 'Trujillo, J M']","['Joiner GN', 'Fraser CJ', 'Jardin JH', 'Trujillo JM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Canada,Can J Comp Med,Canadian journal of comparative medicine : Revue canadienne de medecine comparee,0151747,,IM,"['Animals', 'Bone Marrow/pathology', '*Dog Diseases/diagnosis/pathology', 'Dogs', 'Leukemia, Myeloid/diagnosis/pathology/*veterinary', 'Male', 'Spleen/pathology']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",ppublish,Can J Comp Med. 1976 Apr;40(2):153-60.,2,"A case of chronic granulocytic leukemia was diagnosed in a ten year old miniature poodle and was observed for four and one half years. Methods of diagnosis and characteristic features are described. A persistent granulocytosis with a preponderance of mature forms and the absence of a detectable underlying pyogenic process were key diagnostic features which enabled distinction of this neoplastic process from acute granylocytic leukemia and a leukemoid reaction. Other features included dysplastic granulocytes in various developmental stages, marginal anemia and hyperplastic bone marrow (myeloid elements). No blast crisis occurred. This dog was euthanatized in August 1975.",,PMC1277541,,,,,,,,
1069596,NLM,MEDLINE,19770224,20210216,0006-4971 (Print) 0006-4971 (Linking),48,1976 Dec,A simplified in vitro classification for prognosis in adult acute leukemia: the application of in vitro results in remission-predictive models.,795-807,"['Spitzer, G', 'Dicke, K A', 'Gehan, E A', 'Smith, T', 'McCredie, K B', 'Barlogie, B', 'Freireich, E J']","['Spitzer G', 'Dicke KA', 'Gehan EA', 'Smith T', 'McCredie KB', 'Barlogie B', 'Freireich EJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Blood,Blood,7603509,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Bone Marrow Cells', '*Cell Transformation, Neoplastic', 'Drug Therapy, Combination', 'Female', 'Humans', 'In Vitro Techniques', 'Leukemia/blood/*classification/drug therapy', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid/diagnosis', 'Male', 'Middle Aged', 'Remission, Spontaneous']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Blood. 1976 Dec;48(6):795-807.,6,"Previous classification in vitro of adult acute leukemia incorporating morphology has been complex and difficult to understand. We have devised a simplified classification based solely on leuekemic proliferation in vitro. Seventy-six patients with adult acute leukemia previously untreated were included in this study and received identical chemotherapy. Three groups were recognized. The complete remission rate was 76% in the 21 patients with no leukemic growth in vitro (Group 1), 75% in 36 patients with leukemic cell growth but aggregates of 20 cells or less (Group 2), and only 21% in the 15 patients with aggregates of greater than 20 (Group 3). There was a highly significant difference in complete remission rates between Group 3 and the other two groups (p less than 0.001). Linear logistic regression analysis demonstrated the independence of the growth in vitro from other prognostic variables. A predictive model utilizing the in vitro result more accurately predicted for remission, both retrospectively and prospectively, than a model constructed with presently known prognostic parameters. The cause of death in failures suggested that this system detects resistance to the chemotherapy.",['S0006-4971(20)75183-9 [pii]'],,,,,,,,,
1069595,NLM,MEDLINE,19770224,20071115,0300-0893 (Print) 0300-0893 (Linking),25,1976 Dec 5,Chemo-immunotherapy versus chemotherapy in acute myeloid leukemia. Preliminary results.,318,"['Fiere, D', 'Doillon, M', 'Martin, C', 'Vu Van, T', 'Revol, L']","['Fiere D', 'Doillon M', 'Martin C', 'Vu Van T', 'Revol L']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",,France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,['0 (BCG Vaccine)'],IM,"['Adult', 'BCG Vaccine/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*therapy']",1976/12/05 00:00,1976/12/05 00:01,['1976/12/05 00:00'],"['1976/12/05 00:00 [pubmed]', '1976/12/05 00:01 [medline]', '1976/12/05 00:00 [entrez]']",ppublish,Biomedicine. 1976 Dec 5;25(9):318.,9,"Since November 1974, 44 patients with acute myeloid leukemia, in first remission were randomized between chemotherapy alone and chemotherapy plus BCG. There were 8 relapses and 7 deaths with chemotherapy, 7 relapses and 3 deaths with chemotherapy plus BCG. The survival of both groups is not, at the time, significantly different.",,,,,,,,,,
1069594,NLM,MEDLINE,19770224,20071115,0300-0893 (Print) 0300-0893 (Linking),25,1976 Dec 5,Specific xenogenous antiserum to cells of chronic myeloid leukemia (CML) in blastic crisis.,316-7,"['Baryshnikov, A J', 'Radzikhovskaya, R M', 'Morozova, L F', 'Belyanchikova, N I', 'Slavina, E G', 'Vinogradova, J E', 'Mkheidze, D M', 'Polotskaya, T M', 'Volkova, M A', 'Svet-Moldavsky, G J', 'Nikitin, V D', 'Kutimov, V A', 'Trubitsina, V I', 'Goletsky, S A', 'Glazunov, A']","['Baryshnikov AJ', 'Radzikhovskaya RM', 'Morozova LF', 'Belyanchikova NI', 'Slavina EG', 'Vinogradova JE', 'Mkheidze DM', 'Polotskaya TM', 'Volkova MA', 'Svet-Moldavsky GJ', 'Nikitin VD', 'Kutimov VA', 'Trubitsina VI', 'Goletsky SA', 'Glazunov A']",['eng'],['Journal Article'],,France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,"['0 (Antigens, Neoplasm)']",IM,"['Antigens, Neoplasm/*isolation & purification', 'Bone Marrow/*immunology', '*Bone Marrow Cells', 'Humans', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocytes/immunology']",1976/12/05 00:00,1976/12/05 00:01,['1976/12/05 00:00'],"['1976/12/05 00:00 [pubmed]', '1976/12/05 00:01 [medline]', '1976/12/05 00:00 [entrez]']",ppublish,Biomedicine. 1976 Dec 5;25(9):316-7.,9,"The antiserum was obtained from horses immunized with cells from patients with blastic crisis of CML and completely absorbed with normal white blood cells (WBC). The absorbed antiserum remained cytotoxic to blast cells from nearly half of the patients in blastic crisis and did not react with WBC from patients with Acute Myeloid Leukemia (AML), Acute Lymphoid Leukemia (ALL), Chronic Lymphoid Leukemia (CLL) and Chronic Myeloid Leukemia (CML) in its chronic phase as well as with cells of human normal bone marrow or fetal liver.",,,,,,,,,,
