PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,TT,RF,PS,FPS,OID,OTO,OT,GN
6782491,NLM,MEDLINE,19810526,20190617,0028-0836 (Print) 0028-0836 (Linking),290,5804,1981 Mar 26,Diversity of immunoglobulin expression in leukaemic cells resembling B-lymphocyte precursors.,339-41,"Approximately 20% of patients with acute lymphocytic leukaemia (ALL) have leukaemic blasts with features of pre-B cells which are the recently characterized precursors of B lymphocytes in normal development (for a review, see ref. 2). Pre-B cells isolated from normal bone marrow or fetal liver, and malignant cells from patients with pre-B cell leukaemia, are rapidly dividing lymphoid cells that contain cytoplasmic immunoglobulin mu heavy chains, but have no detectable surface immunoglobulin. The resemblance of immunoglobulin-containing ALL cells to normal precursors of B lymphocytes and their availability in relatively pure preparations allowed us to explore them as models of early stages in the differentiation of the B-lymphocyte line. We report here observations on the occurrence of intermediate pre-B/B-cell phenotypes, immunoglobulin isotype switching and the asynchrony of immunoglobulin heavy and light chain expression in 30 cases of ALL and 3 cases of chronic myelogenous leukaemia in lymphoblastic crisis (CML-BC).","['Vogler, L B', ""Preud'homme, J L"", 'Seligmann, M', 'Gathings, W E', 'Crist, W M', 'Cooper, M D', 'Bollum, F J']","['Vogler LB', ""Preud'homme JL"", 'Seligmann M', 'Gathings WE', 'Crist WM', 'Cooper MD', 'Bollum FJ']",['eng'],['Journal Article'],England,Nature,Nature,0410462,IM,"['B-Lymphocytes/cytology/*immunology', 'Cell Differentiation', 'Gene Expression Regulation', 'Humans', 'Immunoglobulin Light Chains/genetics', 'Immunoglobulin alpha-Chains/genetics', 'Immunoglobulin gamma-Chains/genetics', 'Immunoglobulin mu-Chains/genetics', 'Leukemia, Myeloid/immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Receptors, Antigen, B-Cell/genetics']",,1981/03/26 00:00,1981/03/26 00:01,['1981/03/26 00:00'],"['1981/03/26 00:00 [pubmed]', '1981/03/26 00:01 [medline]', '1981/03/26 00:00 [entrez]']",['10.1038/290339a0 [doi]'],ppublish,Nature. 1981 Mar 26;290(5804):339-41. doi: 10.1038/290339a0.,"['0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin alpha-Chains)', '0 (Immunoglobulin gamma-Chains)', '0 (Immunoglobulin mu-Chains)', '0 (Receptors, Antigen, B-Cell)']",,,,,,,,,
6782486,NLM,MEDLINE,19810526,20191210,0028-4793 (Print) 0028-4793 (Linking),304,18,1981 Apr 30,A comparison of trimethoprim-sulfamethoxazole plus nystatin with gentamicin plus nystatin in the prevention of infections in acute leukemia.,1057-62,"Fifty-three profoundly granulocytopenic patients with relapsed acute leukemia who were undergoing reinduction chemotherapy were prospectively randomized to receive either trimethoprim-sulfamethoxazole plus nystatin or gentamicin plus nystatin for prevention of infections. The acquisition of new organisms per patient during the total study period was similar in both groups. Thirty-five symptomatic infections (five of which were bacteremias) occurred in patients receiving trimethoprim-sulfamethoxazole plus nystatin, whereas 31 infections (eight bacteremias) occurred in patients receiving gentamicin plus nystatin. Four deaths related to infection occurred in patients taking trimethoprim-sulfamethoxazole, and eight occurred in patients taking gentamicin. We conclude that trimethoprim-sulfamethoxazole plus nystatin was approximately as effective as gentamicin plus nystatin for prophylaxis against infection in relapsed acute leukemia. Furthermore, side effects were fewer and compliance was better with trimethoprim-sulfamethoxazole plus nystatin.","['Wade, J C', 'Schimpff, S C', 'Hargadon, M T', 'Fortner, C L', 'Young, V M', 'Wiernik, P H']","['Wade JC', 'Schimpff SC', 'Hargadon MT', 'Fortner CL', 'Young VM', 'Wiernik PH']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Acute Disease', 'Adult', 'Aged', 'Clinical Trials as Topic', 'Drug Combinations', 'Drug Therapy, Combination', 'Female', 'Gentamicins/*administration & dosage/therapeutic use', 'Humans', '*Infection Control', 'Infections/mortality', 'Leukemia/*complications', 'Male', 'Middle Aged', 'Nystatin/*administration & dosage/therapeutic use', 'Random Allocation', 'Sulfamethoxazole/*administration & dosage/therapeutic use', 'Trimethoprim/*administration & dosage/therapeutic use']",,1981/04/30 00:00,1981/04/30 00:01,['1981/04/30 00:00'],"['1981/04/30 00:00 [pubmed]', '1981/04/30 00:01 [medline]', '1981/04/30 00:00 [entrez]']",['10.1056/NEJM198104303041801 [doi]'],ppublish,N Engl J Med. 1981 Apr 30;304(18):1057-62. doi: 10.1056/NEJM198104303041801.,"['0 (Drug Combinations)', '0 (Gentamicins)', '1400-61-9 (Nystatin)', 'AN164J8Y0X (Trimethoprim)', 'JE42381TNV (Sulfamethoxazole)']",,,,,,,,,
6782219,NLM,MEDLINE,19810521,20191210,0022-3476 (Print) 0022-3476 (Linking),98,4,1981 Apr,Infectious complications in the child with cancer. III. Prevention.,524-30,,"['Pizzo, P A']",['Pizzo PA'],['eng'],['Journal Article'],United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Anti-Bacterial Agents/therapeutic use', 'Child', 'Cross Infection/transmission', 'Filtration', 'Humans', 'Immunization', 'Immunization, Passive', '*Infection Control', 'Infections/transmission', 'Leukemia, Myeloid, Acute/complications/therapy', 'Neoplasms/*complications', 'Patient Isolation/economics', 'Sulfamethoxazole/therapeutic use', 'Trimethoprim/therapeutic use']",,1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']","['S0022-3476(81)80753-6 [pii]', '10.1016/s0022-3476(81)80753-6 [doi]']",ppublish,J Pediatr. 1981 Apr;98(4):524-30. doi: 10.1016/s0022-3476(81)80753-6.,"['0 (Anti-Bacterial Agents)', 'AN164J8Y0X (Trimethoprim)', 'JE42381TNV (Sulfamethoxazole)']",,,,,,,,,
6782180,NLM,MEDLINE,19810521,20190821,0387-5911 (Print) 0387-5911 (Linking),54,8,1980 Aug,[Serratia marcescens septicemia complicating acute leukemia.--Report of 2 cases (author's transl)].,408-13,,"['Funada, H', 'Masuda, S', 'Fujimura, M', 'Hattori, K']","['Funada H', 'Masuda S', 'Fujimura M', 'Hattori K']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Kansenshogaku Zasshi,Kansenshogaku zasshi. The Journal of the Japanese Association for Infectious Diseases,0236671,IM,"['Adult', 'Antibiotics, Antineoplastic/adverse effects', 'Enterobacteriaceae Infections/*etiology', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Sepsis/*etiology/microbiology', '*Serratia marcescens/isolation & purification']",,1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",['10.11150/kansenshogakuzasshi1970.54.408 [doi]'],ppublish,Kansenshogaku Zasshi. 1980 Aug;54(8):408-13. doi: 10.11150/kansenshogakuzasshi1970.54.408.,"['0 (Antibiotics, Antineoplastic)']",,,,,,,,,
6781910,NLM,MEDLINE,19810521,20031114,0014-2980 (Print) 0014-2980 (Linking),10,12,1980 Dec,Genetic control of sensitivity to Moloney leukemia virus in mice. III. The three H-2 linked Rmv genes are immune response genes controlling the antiviral antibody response.,914-8,"It has been shown previously that three different H-2-associated genes control the resistance to viremia and leukemia in Moloney virus-infected mice: Rmv. 1, mapping to the I-A or less probably K regions; Rmv. 2, mapping to the I-C, S or G regions and Rmv. 3, mapping to the D or T regions. Experiments have been performed to determine the role of these genes in the control of the antibody responses directed against Moloney murine leukemia virus (M. MuLV) virions and/or leukemic cells. The inoculation of infectious M.MuLV failed to provide conclusive responses due to unequal replication of the virus in different inbred strains resulting in variable antigenic stimulations and/or in vivo antibody absorptions. The use of inactivated M.MuLV as antigen allowed to avoid these problems. It showed that (2) the IgG-specific antiM.MuLV response is controlled by H-2 linked genes, (b) a clear correlation exists between high or low-responder phenotypes and the resistance or susceptibility to M.MuLV infection and (c) all three Rmv genes behave like immune response genes. These results were not surprising for Rmv. 1 and Rmv. 2 which map in the I region of the major histocompatibility complex. It was more puzzling for Rmv. 3. Further experiments are necessary to determine the exact mechanism by which this gene controls the immune response.","['Debre, P', 'Boyer, B', 'Gisselbrecht, S', 'Bismuth, A', 'Levy, J P']","['Debre P', 'Boyer B', 'Gisselbrecht S', 'Bismuth A', 'Levy JP']",['eng'],['Journal Article'],Germany,Eur J Immunol,European journal of immunology,1273201,IM,"['Animals', 'Antibodies, Viral/*biosynthesis', '*Genes, MHC Class II', 'H-2 Antigens/*genetics/immunology', 'Immunization', 'Leukemia, Experimental/*genetics/immunology', 'Mice', 'Mice, Inbred A', 'Mice, Inbred C57BL', 'Moloney murine leukemia virus/genetics/immunology', 'Virus Replication']",,1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1002/eji.1830101205 [doi]'],ppublish,Eur J Immunol. 1980 Dec;10(12):914-8. doi: 10.1002/eji.1830101205.,"['0 (Antibodies, Viral)', '0 (H-2 Antigens)']",,,,,,,,,
6781778,NLM,MEDLINE,19810528,20080222,0249-6313 (Print) 0249-6313 (Linking),292,3,1981 Jan 19,[Translocation t (8; 21) and acute granulocytic leukemia: interpretation of normal mitoses].,289-91,Cytological and cytogenetic studies of nine acute granulocytic leukemia with t (8; 21) translocation were performed from the same bone marrow and blood cell samples. It was shown that the chromosome abnormality was restricted to leukemic cells and that normal metaphases were erythroblast mitoses. Using cell cultures in which only or mainly leukemic cells were able to divide permits easier detection of chromosomal aberrations. These results led us to postulate an inhibitory role of leukemic cells on the division of normal granulocytic cells.,"['Berger, R', 'Bernheim, A', 'Daniel, M T', 'Valensi, F', 'Flandrin, G']","['Berger R', 'Bernheim A', 'Daniel MT', 'Valensi F', 'Flandrin G']",['fre'],"['English Abstract', 'Journal Article']",France,C R Seances Acad Sci III,"Comptes rendus des seances de l'Academie des sciences. Serie III, Sciences de la vie",8108553,IM,"['Cell Division', 'Cells, Cultured', 'Erythroblasts/pathology', 'Humans', 'Leukemia, Myeloid, Acute/genetics/*pathology', '*Mitosis', 'Translocation, Genetic']",,1981/01/19 00:00,1981/01/19 00:01,['1981/01/19 00:00'],"['1981/01/19 00:00 [pubmed]', '1981/01/19 00:01 [medline]', '1981/01/19 00:00 [entrez]']",,ppublish,C R Seances Acad Sci III. 1981 Jan 19;292(3):289-91.,,,Translocation t (8; 21) et leucemie aigue granuleuse: interpretation des mitoses normales.,,,,,,,
6781742,NLM,MEDLINE,19810526,20201226,0008-5472 (Print) 0008-5472 (Linking),40,11,1980 Nov,Abnormal regulation of methylthioadenosine and polyamine metabolism in methylthioadenosine phosphorylase-deficient human leukemic cell lines.,4178-82,"Approximately 30 to 40% of human leukemic cell lines are completely deficient in the purine catabolic enzyme 5'-methylthioadenosine phosphorylase. Using two 5'-methylthioadenosine phosphorylase-negative leukemias, we have for the first time been able to measure the synthesis and biological effects of 5'-methylthioadenosine (MTA) in intact mammalian tumor cells. Malignant cells lacking this enzyme, unlike enzyme-positive cells, excreted MTA into the culture medium at a rate of 0.58 to 0.70 nmol/hr/mg protein. The production of the nucleoside was inhibited effectively by nontoxic concentrations of methylglyoxal bis(guanylhydrazone), a putrescine-depending S-adenosylmethionine decarboxylase inhibitor, and also by spermidine and spermine but was enhanced by putrescine. In a reciprocal fashion, MTA at low concentrations progressively increased both the synthesis and concentration of putrescine but suppressed spermine production. The unique alterations in polyamine metabolism induced by elevated MTA levels could offer a selective growth advantage to the 5'-methylthioadenosine phosphorylase-deficient cells and thus may be related to the high frequency of this enzyme deficiency among human leukemic cell lines.","['Kamatani, N', 'Carson, D A']","['Kamatani N', 'Carson DA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Adenosine/*analogs & derivatives/deficiency/metabolism', 'Cell Line', '*Deoxyadenosines', 'Humans', 'Leukemia/*metabolism', 'Pentosyltransferases/*deficiency', 'Polyamines/*metabolism', 'Purine-Nucleoside Phosphorylase/*deficiency', 'Putrescine/metabolism', 'Spermidine/metabolism', 'Spermine/metabolism', 'Thionucleosides/deficiency/*metabolism']",,1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1980 Nov;40(11):4178-82.,"['0 (Deoxyadenosines)', '0 (Polyamines)', '0 (Thionucleosides)', '2FZ7Y3VOQX (Spermine)', ""634Z2VK3UQ (5'-methylthioadenosine)"", 'EC 2.4.2.- (Pentosyltransferases)', 'EC 2.4.2.1 (Purine-Nucleoside Phosphorylase)', ""EC 2.4.2.28 (5'-methylthioadenosine phosphorylase)"", 'K72T3FS567 (Adenosine)', 'U87FK77H25 (Spermidine)', 'V10TVZ52E4 (Putrescine)']","['AM 25443/AM/NIADDK NIH HHS/United States', 'GM 23200/GM/NIGMS NIH HHS/United States']",,,,,,,,
6781736,NLM,MEDLINE,19810526,20160422,0162-220X (Print) 0162-220X (Linking),4,2,1981 Apr,Nutritional assessment of allogeneic bone marrow recipients.,127-34,,"['Layton, P B', 'Gallucci, B B', 'Aker, S N']","['Layton PB', 'Gallucci BB', 'Aker SN']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Nurs,Cancer nursing,7805358,,"['Adolescent', 'Adult', 'Anemia, Aplastic/therapy', 'Anthropometry', '*Bone Marrow Transplantation', 'Energy Intake', 'Female', 'Humans', 'Leukemia/therapy', 'Male', '*Nutritional Physiological Phenomena', 'Parenteral Nutrition, Total', 'Serum Albumin/analysis', 'Transplantation, Homologous', 'Urine/analysis']",,1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",,ppublish,Cancer Nurs. 1981 Apr;4(2):127-34.,['0 (Serum Albumin)'],"['CA 18029/CA/NCI NIH HHS/United States', 'NU 00218/NU/BHP HRSA HHS/United States', 'RR05758/RR/NCRR NIH HHS/United States', 'etc.']",,,,,,,,
6781618,NLM,MEDLINE,19810513,20190501,0267-0623 (Print) 0267-0623 (Linking),282,6265,1981 Feb 28,Long survival in acute myelogenous leukaemia: an international collaborative study.,692-5,"A group of 82 adult patients with acute myelogenous leukaemia had survived in continuous first remission for more than three years was studied. These long-surviving patients were being treated at 12 referral centres in Europe and the USA, and they were compared with other patients with acute myelogenous leukaemia from 10 of these centres. There was no clear difference in the amount of induction chemotherapy or the time taken to achieve remission. Immunotherapy was not found to improve chances of long-term survival. The 82 patients were also compared with a group of 115 patients who had no appreciable difference in the number of blood or marrow myeloblasts between these two groups at presentation, but the long survivors had significantly higher initial platelet counts and were slightly younger. The long survivors also tended to have a lower total white cell count at presentation and lower granulocyte counts; there was no obvious explanation for these differences. Eight of the 82 patients relapsed from three to four years after remission and two (of 69 patients) after four to five year. Thereafter relapse was rare, and it seems likely that some of the 40 patients who have survived for five years or more are cured.","['Whittaker, J A', 'Reizenstein, P', 'Callender, S T', 'Cornwell, G G', 'Delamore, I W', 'Gale, R P', 'Gobbi, M', 'Jacobs, P', 'Lantz, B', 'Maiolo, A T', 'Rees, J K', 'Van Slyck, E J', 'Van, H V']","['Whittaker JA', 'Reizenstein P', 'Callender ST', 'Cornwell GG', 'Delamore IW', 'Gale RP', 'Gobbi M', 'Jacobs P', 'Lantz B', 'Maiolo AT', 'Rees JK', 'Van Slyck EJ', 'Van HV']",['eng'],"['Clinical Trial', 'Comparative Study', 'Controlled Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Br Med J (Clin Res Ed),British medical journal (Clinical research ed.),8302911,IM,"['Adolescent', 'Adult', 'Aged', 'Blood Cell Count', 'Child', 'Europe', 'Female', 'Humans', 'Immunotherapy', 'International Cooperation', 'Leukemia, Myeloid, Acute/blood/drug therapy/*mortality', 'Male', 'Middle Aged', 'Time Factors', 'United States']",PMC1504540,1981/02/28 00:00,1981/02/28 00:01,['1981/02/28 00:00'],"['1981/02/28 00:00 [pubmed]', '1981/02/28 00:01 [medline]', '1981/02/28 00:00 [entrez]']",['10.1136/bmj.282.6265.692 [doi]'],ppublish,Br Med J (Clin Res Ed). 1981 Feb 28;282(6265):692-5. doi: 10.1136/bmj.282.6265.692.,,"['CA-04326/CA/NCI NIH HHS/United States', 'CA-15688/CA/NCI NIH HHS/United States', 'CA-23175/CA/NCI NIH HHS/United States']",,,,,,,,
6781556,NLM,MEDLINE,19810521,20071114,0340-4684 (Print) 0340-4684 (Linking),6,4,1980,Analysis and detection of B cell neoplasms.,783-98,"Cells from human B cell lymphomas were analyzed by means of the fluorescence-activated cell sorter (FACS) according to the amount of kappa or lambda immunoglobulins (Ig) on their surface. The crucial requirements for sensitive recognition of small numbers of tumor cells admixed in a normal population are described. Tumor cells were identified as an excess of cells bearing one light chain type ('clonal excess') at discrete levels of fluorescence intensity. Normal patterns of fluorescence staining are compared to those for tissues infiltrated with tumor. For B cell neoplasms with surface Ig of weak intensity, such as chronic lymphocytic leukemia, as few as 1% of the tumor cells admixed with normal cells could be detected; the bright surface fluorescence of cells from lymphoma permitted their recognition when only 0.1% of the tumor cells were present. FACS analysis was carried out on the peripheral blood of a series of patients with B cell lymphoma whose blood was normal by classic cytologic and cytochemical analysis. Nevertheless, circulating tumor cells were recognized in the majority of cases, suggesting that 'subclinical leukemia' is a common finding in B cell lymphomas.","['Frenkel, E P', 'Smith, R G', 'Ligler, F S', 'Hernandez, J', 'Himes, J B', 'Sheehan, R G', 'Vitetta, E S', 'Kettman, J R', 'Uhr, J W']","['Frenkel EP', 'Smith RG', 'Ligler FS', 'Hernandez J', 'Himes JB', 'Sheehan RG', 'Vitetta ES', 'Kettman JR', 'Uhr JW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood Cells,Blood cells,7513567,IM,"['B-Lymphocytes/*immunology', 'Cell Separation/methods', 'Cytological Techniques', 'Humans', 'Immunoglobulin Light Chains/*analysis', 'Immunoglobulin kappa-Chains/*analysis', 'Immunoglobulin lambda-Chains/*analysis', 'Lymphoma/blood/*diagnosis', 'Receptors, Antigen, B-Cell/*analysis', 'Spectrometry, Fluorescence']",,1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Blood Cells. 1980;6(4):783-98.,"['0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)', '0 (Receptors, Antigen, B-Cell)']","['CA 18132/CA/NCI NIH HHS/United States', 'CA 22034/CA/NCI NIH HHS/United States', 'CA 23115/CA/NCI NIH HHS/United States']",,,,,,,,
