PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,TT,GR,OID,OAB,OABL,OTO,OT,GN,EIN,SI
4118893,NLM,MEDLINE,19730302,20051117,0485-1439 (Print) 0485-1439 (Linking),13,4,1972 Aug,[Leukemia and malignant lymphoma].,518-26,,"['Sezaki, T']",['Sezaki T'],['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Autoimmune Diseases/complications', 'Humans', 'Leukemia/*immunology', 'Lymphoma/*immunology', 'Waldenstrom Macroglobulinemia/complications', 'gamma-Globulins/analysis']",,1972/08/01 00:00,1972/08/01 00:01,['1972/08/01 00:00'],"['1972/08/01 00:00 [pubmed]', '1972/08/01 00:01 [medline]', '1972/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1972 Aug;13(4):518-26.,['0 (gamma-Globulins)'],,,,,,,,,,,
4118886,NLM,MEDLINE,19730302,20171116,0066-4219 (Print) 0066-4219 (Linking),23,,1972,Treatment of acute lymphoblastic leukemia.,77-92,,"['Burchenal, J H', 'Dowling, M D Jr', 'Tan, C T']","['Burchenal JH', 'Dowling MD Jr', 'Tan CT']",['eng'],"['Journal Article', 'Review']",United States,Annu Rev Med,Annual review of medicine,2985151R,IM,"['Adrenal Cortex Hormones/therapeutic use', 'Adrenocorticotropic Hormone/therapeutic use', 'Animals', 'Antineoplastic Agents/administration & dosage/pharmacology', 'Asparaginase/therapeutic use', 'Central Nervous System Diseases/prevention & control', 'Child', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Cytopathogenic Effect, Viral', 'Daunorubicin/therapeutic use', 'Humans', 'Kinetics', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/*drug therapy/microbiology/mortality', 'Meninges', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Mice', 'Oncogenic Viruses/pathogenicity', 'Patient Care Team', 'RNA Viruses/enzymology', 'RNA-Directed DNA Polymerase/metabolism', 'Remission, Spontaneous', 'Reverse Transcriptase Inhibitors', 'Time Factors', 'Vincristine/therapeutic use']",,1972/01/01 00:00,2001/03/28 10:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1972/01/01 00:00 [entrez]']",['10.1146/annurev.me.23.020172.000453 [doi]'],ppublish,Annu Rev Med. 1972;23:77-92. doi: 10.1146/annurev.me.23.020172.000453.,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '0 (Reverse Transcriptase Inhibitors)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', '9002-60-2 (Adrenocorticotropic Hormone)', 'E7WED276I5 (Mercaptopurine)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",126,,,,,,,,,,
4118867,NLM,MEDLINE,19730302,20200724,0022-538X (Print) 0022-538X (Linking),10,6,1972 Dec,Ribonuclease H: a ubiquitous activity in virions of ribonucleic acid tumor viruses.,1136-42,"Ten ribonucleic acid (RNA) tumor viruses grown in five different host cell species and three non-oncogenic viruses from three different virus groups have been examined for ribonuclease H content. Three different substrates were used to assay ribonuclease H: calf thymus [(3)H]RNA-deoxyribonucleic acid (DNA) hybrid prepared with denatured calf thymus DNA and Escherichia coli DNA-directed RNA polymerase, (3)H-polydenylic acid [(3)H-poly(A)] complexed to polydeoxythymidylic acid [poly(dT)], and (3)H-polyuridylic acid [(3)H-poly(U)] complexed to polydeoxyadenylic acid [poly(dA)]. All ten RNA tumor viruses contained ribonuclease H activity which degraded the RNA of both the calf thymus hybrid and poly(A)-poly(dT), whereas only the ribonuclease H in the Moloney strain of murine sarcoma-leukemia virus and in RD-feline leukemia virus hydrolyzed the RNA strand of poly(U)-poly(dA). No appreciable ribonuclease H activity was detected in influenza, Sendai, or vesicular stomatitis virus. The ribonuclease H and RNA-directed DNA polymerase activities in Moloney murine sarcoma-leukemia virus were inseparable by phosphocellulose chromatography or glycerol gradient centrifugation, but appeared to be partially separated by diethylaminoethyl-cellulose chromatography.","['Grandgenett, D P', 'Gerard, G F', 'Green, M']","['Grandgenett DP', 'Gerard GF', 'Green M']",['eng'],['Journal Article'],United States,J Virol,Journal of virology,0113724,IM,"['Animals', 'Cattle', 'Cell-Free System', 'Centrifugation, Density Gradient', 'Chromatography', 'Chromatography, DEAE-Cellulose', 'DNA', 'DNA-Directed RNA Polymerases/metabolism', 'Escherichia coli/enzymology', 'Gammaretrovirus/enzymology', 'Glycerol', 'Leukemia Virus, Feline/enzymology', 'Moloney murine leukemia virus/enzymology', 'Nucleic Acid Denaturation', 'Nucleic Acid Hybridization', 'Oncogenic Viruses/*enzymology', 'Polynucleotides/metabolism', 'RNA/metabolism', 'RNA Viruses/*enzymology', 'RNA-Directed DNA Polymerase/isolation & purification/metabolism', 'Ribonucleases/isolation & purification/*metabolism', 'Thymus Gland', 'Tritium']",PMC356594,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",['10.1128/JVI.10.6.1136-1142.1972 [doi]'],ppublish,J Virol. 1972 Dec;10(6):1136-42. doi: 10.1128/JVI.10.6.1136-1142.1972.,"['0 (Polynucleotides)', '10028-17-8 (Tritium)', '63231-63-0 (RNA)', '9007-49-2 (DNA)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)', 'EC 2.7.7.6 (DNA-Directed RNA Polymerases)', 'EC 3.1.- (Ribonucleases)', 'PDC6A3C0OX (Glycerol)']",,,,,,,,,,,
4118783,NLM,MEDLINE,19730301,20131121,0323-4347 (Print) 0323-4347 (Linking),98,1,1972,[Cytochemistry of malignant erythroblastosis].,71-80,,"['Meister, H', 'Fuchs, R']","['Meister H', 'Fuchs R']",['ger'],['Journal Article'],Germany,Folia Haematol Int Mag Klin Morphol Blutforsch,"Folia haematologica (Leipzig, Germany : 1928)",0374615,IM,"['Acid Phosphatase/analysis', 'Aminosalicylic Acids', 'Anemia, Pernicious/diagnosis', 'Bone Marrow/*enzymology', '*Bone Marrow Cells', 'Diagnosis, Differential', 'Esterases/analysis', 'Histocytochemistry', 'Humans', 'Iron/analysis', 'Leukemia, Erythroblastic, Acute/diagnosis/*enzymology', 'Leukemia, Myeloid, Acute/diagnosis', 'Staining and Labeling']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",,ppublish,Folia Haematol Int Mag Klin Morphol Blutforsch. 1972;98(1):71-80.,"['0 (Aminosalicylic Acids)', 'E1UOL152H7 (Iron)', 'EC 3.1.- (Esterases)', 'EC 3.1.3.2 (Acid Phosphatase)']",,Zytochemie der malignen Erythroblastose.,,,,,,,,,
4118764,NLM,MEDLINE,19730301,20061115,0008-5472 (Print) 0008-5472 (Linking),32,12,1972 Dec,Coating of Friend leukemia virus after treatment with specific antiserum.,2670-8,,"['Sato, T', 'Friend, C', 'Stackpole, C', 'De Harven, E']","['Sato T', 'Friend C', 'Stackpole C', 'De Harven E']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antibodies, Neoplasm/*analysis', 'Antibodies, Viral/*analysis', 'Cell Line', 'Clone Cells', 'Female', 'Ferritins', 'Friend murine leukemia virus/*immunology', 'Immune Sera', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Microscopy, Electron', 'Mosaic Viruses/immunology', 'gamma-Globulins/analysis']",,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1972 Dec;32(12):2670-8.,"['0 (Antibodies, Neoplasm)', '0 (Antibodies, Viral)', '0 (Immune Sera)', '0 (gamma-Globulins)', '9007-73-2 (Ferritins)']",,,,,,,,,,,
4118763,NLM,MEDLINE,19730301,20211203,0008-5472 (Print) 0008-5472 (Linking),32,12,1972 Dec,Combination cancer therapy: Presidential address.,2593-607,,"['Frei, E 3rd']",['Frei E 3rd'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antibiotics, Antineoplastic/therapeutic use', 'Antineoplastic Agents/administration & dosage/*therapeutic use', 'Bleomycin/therapeutic use', 'Cell Division/drug effects', 'Cytarabine/therapeutic use', 'DNA Replication/drug effects', 'Hodgkin Disease/drug therapy/radiotherapy', 'Humans', 'Immunosuppression Therapy', 'Leukemia, Lymphoid/drug therapy', 'Mice', 'Neoplasm Metastasis', 'Neoplasms/*drug therapy', 'Neoplasms, Experimental/drug therapy', 'Prognosis', 'Remission, Spontaneous', 'Time Factors', 'Vincristine/therapeutic use']",,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1972 Dec;32(12):2593-607.,"['0 (Antibiotics, Antineoplastic)', '0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '11056-06-7 (Bleomycin)', '5J49Q6B70F (Vincristine)']",28,,,,,,,,,,
4118652,NLM,MEDLINE,19730222,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7794,1973 Jan 13,Characterisation of malignant mediastinal lymphoid neoplasm (Sternberg sarcoma) as thymic in origin.,74-7,,"['Smith, J L', 'Clein, G P', 'Barker, C R', 'Collins, R D']","['Smith JL', 'Clein GP', 'Barker CR', 'Collins RD']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Age Factors', 'Animals', 'Autoradiography', 'B-Lymphocytes', 'Biopsy', 'Cell Transformation, Neoplastic/diagnosis', 'Child, Preschool', 'Erythrocytes/immunology', 'Fluorescent Antibody Technique', 'Humans', 'Immune Adherence Reaction', 'Immune Sera', 'Leukemia, Lymphoid/pathology', 'Lymph Nodes/pathology', 'Lymphatic Metastasis', 'Male', 'Mediastinal Neoplasms/etiology/immunology/*pathology', 'Rabbits/immunology', 'Sarcoma/etiology/immunology/*pathology', 'Sex Factors', 'Sheep/immunology', '*T-Lymphocytes/immunology', 'Thymus Neoplasms/complications']",,1973/01/13 00:00,1973/01/13 00:01,['1973/01/13 00:00'],"['1973/01/13 00:00 [pubmed]', '1973/01/13 00:01 [medline]', '1973/01/13 00:00 [entrez]']","['S0140-6736(73)90469-8 [pii]', '10.1016/s0140-6736(73)90469-8 [doi]']",ppublish,Lancet. 1973 Jan 13;1(7794):74-7. doi: 10.1016/s0140-6736(73)90469-8.,['0 (Immune Sera)'],,,,,,,,,,,
4118643,NLM,MEDLINE,19730222,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7794,1973 Jan 13,Down's syndrome and acute leukaemia.,110,,"['Lee, S L', 'Rosner, F']","['Lee SL', 'Rosner F']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Child', 'Down Syndrome/*complications', 'Humans', 'Leukemia, Lymphoid/*complications']",,1973/01/13 00:00,1973/01/13 00:01,['1973/01/13 00:00'],"['1973/01/13 00:00 [pubmed]', '1973/01/13 00:01 [medline]', '1973/01/13 00:00 [entrez]']","['S0140-6736(72)92606-2 [pii]', '10.1016/s0140-6736(73)90517-5 [doi]']",ppublish,Lancet. 1973 Jan 13;1(7794):110. doi: 10.1016/s0140-6736(73)90517-5.,,,,,,,,,,,,
4118592,NLM,MEDLINE,19730222,20051117,0028-2685 (Print) 0028-2685 (Linking),19,5,1972,Ultrastructure of avian leukosis sarcoma virus transformed avian and mammalian cells.,413-36,,"['Gazzolo, L']",['Gazzolo L'],['eng'],['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,IM,"['*Alpharetrovirus/immunology/pathogenicity', 'Animals', 'Antigen-Antibody Reactions', 'Antigens', 'Avian Leukosis/*pathology', 'Cell Transformation, Neoplastic/*pathology', 'Chick Embryo', 'Chickens', 'Cricetinae', 'Epitopes', 'Golgi Apparatus', 'Macrophages', 'Microscopy, Electron', 'Mitochondria', 'Pinocytosis', 'Primates', 'Rats', 'Virus Replication']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1972;19(5):413-36.,"['0 (Antigens)', '0 (Epitopes)']",,,,,,,,,,,
4118582,NLM,MEDLINE,19730222,20150616,0140-6736 (Print) 0140-6736 (Linking),1,7793,1973 Jan 6,Down's syndrome and acute leukaemia.,53,,,,['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Down Syndrome/*complications', 'Female', 'Humans', 'Infant', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid, Acute/complications', 'Male']",,1973/01/06 00:00,1973/01/06 00:01,['1973/01/06 00:00'],"['1973/01/06 00:00 [pubmed]', '1973/01/06 00:01 [medline]', '1973/01/06 00:00 [entrez]']",['S0140-6736(73)91999-5 [pii]'],ppublish,Lancet. 1973 Jan 6;1(7793):53.,,,,,,,,,,,,
4118535,NLM,MEDLINE,19730222,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7793,1973 Jan 6,"Hyperkalaemia, a sequel to chemotherapy of Burkitt's lymphoma.",10-4,,"['Arseneau, J C', 'Bagley, C M', 'Anderson, T', 'Canellos, G P']","['Arseneau JC', 'Bagley CM', 'Anderson T', 'Canellos GP']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Adolescent', 'Adult', 'Allopurinol/administration & dosage/therapeutic use', 'Animals', 'Ascitic Fluid/analysis', 'Blood Urea Nitrogen', 'Burkitt Lymphoma/complications/*drug therapy/mortality/pathology', 'Child', 'Cyclophosphamide/administration & dosage/adverse effects/therapeutic use', 'Death, Sudden', 'Female', 'Humans', 'Hyperkalemia/*chemically induced', 'Injections, Intravenous', 'Leukemia L1210/drug therapy', 'Male', 'Maryland', 'Mice', 'Nitrogen Mustard Compounds/therapeutic use', 'Potassium/analysis/blood', 'Retrospective Studies']",,1973/01/06 00:00,1973/01/06 00:01,['1973/01/06 00:00'],"['1973/01/06 00:00 [pubmed]', '1973/01/06 00:01 [medline]', '1973/01/06 00:00 [entrez]']","['S0140-6736(73)91223-3 [pii]', '10.1016/s0140-6736(73)91223-3 [doi]']",ppublish,Lancet. 1973 Jan 6;1(7793):10-4. doi: 10.1016/s0140-6736(73)91223-3.,"['0 (Nitrogen Mustard Compounds)', '63CZ7GJN5I (Allopurinol)', '8N3DW7272P (Cyclophosphamide)', 'RWP5GA015D (Potassium)']",,,,,,,,,,,
4118501,NLM,MEDLINE,19730221,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7795,1973 Jan 20,Ferritin in serum.,154-5,,"['Addison, G M', 'Jacobs, A', 'Walwalters, G O', 'Worwood, M']","['Addison GM', 'Jacobs A', 'Walwalters GO', 'Worwood M']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Anemia, Hypochromic/*blood', 'Ferritins/*blood', 'Hemochromatosis/*blood', 'Hodgkin Disease/blood', 'Humans', 'Iron/metabolism', 'Leukemia/blood', 'Siderosis/*blood']",,1973/01/20 00:00,1973/01/20 00:01,['1973/01/20 00:00'],"['1973/01/20 00:00 [pubmed]', '1973/01/20 00:01 [medline]', '1973/01/20 00:00 [entrez]']","['S0140-6736(73)90231-6 [pii]', '10.1016/s0140-6736(73)90231-6 [doi]']",ppublish,Lancet. 1973 Jan 20;1(7795):154-5. doi: 10.1016/s0140-6736(73)90231-6.,"['9007-73-2 (Ferritins)', 'E1UOL152H7 (Iron)']",,,,,,,,,,,
4118467,NLM,MEDLINE,19730221,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7795,1973 Jan 20,Isolation of normal T cells in chronic lymphatic leukaemia.,126-9,,"['Wybran, J', 'Chantler, S', 'Fudenberg, H H']","['Wybran J', 'Chantler S', 'Fudenberg HH']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['B-Lymphocytes/immunology', 'Fluorescent Antibody Technique', 'Humans', 'Immune Adherence Reaction', 'Immunoglobulin G', 'Lectins/pharmacology', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Mitogens/pharmacology', 'T-Lymphocytes/*immunology']",,1973/01/20 00:00,1973/01/20 00:01,['1973/01/20 00:00'],"['1973/01/20 00:00 [pubmed]', '1973/01/20 00:01 [medline]', '1973/01/20 00:00 [entrez]']",['10.1016/s0140-6736(73)90196-7 [doi]'],ppublish,Lancet. 1973 Jan 20;1(7795):126-9. doi: 10.1016/s0140-6736(73)90196-7.,"['0 (Immunoglobulin G)', '0 (Lectins)', '0 (Mitogens)']",,,,,,,,,,,
4118428,NLM,MEDLINE,19730221,20131121,0008-5472 (Print) 0008-5472 (Linking),33,1,1973 Jan,"Depression of polyamine synthesis in L1210 leukemic mice during treatment with a potent antileukemic agent, 5-azacytidine.",159-65,,"['Heby, O', 'Russell, D H']","['Heby O', 'Russell DH']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Azacitidine/therapeutic use', 'Carboxy-Lyases/analysis', 'Cytidine/*therapeutic use', 'Depression, Chemical', 'Enzyme Repression', 'Injections, Intraperitoneal', 'Leukemia L1210/drug therapy/enzymology/*metabolism', 'Liver/analysis/metabolism', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Organ Size', 'Ornithine', 'Polyamines/analysis/*biosynthesis', 'Putrescine/analysis', 'S-Adenosylmethionine', 'Spermidine/analysis', 'Spleen/analysis/enzymology/metabolism', 'Triazines/*therapeutic use']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1973 Jan;33(1):159-65.,"['0 (Antineoplastic Agents)', '0 (Polyamines)', '0 (Triazines)', '5CSZ8459RP (Cytidine)', '7LP2MPO46S (S-Adenosylmethionine)', 'E524N2IXA3 (Ornithine)', 'EC 4.1.1.- (Carboxy-Lyases)', 'M801H13NRU (Azacitidine)', 'U87FK77H25 (Spermidine)', 'V10TVZ52E4 (Putrescine)']",,,,,,,,,,,
4118405,NLM,MEDLINE,19730217,20190619,0008-543X (Print) 0008-543X (Linking),30,6,1972 Dec,New cancer chemotherapeutic agents.,1639-46,,"['Burchenal, J H', 'Carter, S K']","['Burchenal JH', 'Carter SK']",['eng'],"['Journal Article', 'Review']",United States,Cancer,Cancer,0374236,IM,"['Aldehydes/therapeutic use', 'Amides/therapeutic use', 'Amines/therapeutic use', 'Animals', 'Antineoplastic Agents/*therapeutic use', 'Asparaginase/therapeutic use', 'Azacitidine/therapeutic use', 'Azaguanine/therapeutic use', 'Bleomycin/therapeutic use', 'Carmustine/therapeutic use', 'Chlorides/therapeutic use', 'Cyclization', 'Cyclohexanes/therapeutic use', 'Cytarabine/therapeutic use', 'Cytidine/therapeutic use', 'Doxorubicin/therapeutic use', 'Glycosides/therapeutic use', 'Humans', 'Hydroxyurea/therapeutic use', 'Imidazoles/therapeutic use', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Mice', 'Nitrosourea Compounds/therapeutic use', 'Picolinic Acids/therapeutic use', 'Platinum/therapeutic use', 'Podophyllotoxin/therapeutic use', 'Streptozocin/therapeutic use', 'Thiosemicarbazones/therapeutic use', 'Triazenes/therapeutic use']",,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",['10.1002/1097-0142(197212)30:6<1639::aid-cncr2820300633>3.0.co;2-4 [doi]'],ppublish,Cancer. 1972 Dec;30(6):1639-46. doi: 10.1002/1097-0142(197212)30:6<1639::aid-cncr2820300633>3.0.co;2-4.,"['0 (Aldehydes)', '0 (Amides)', '0 (Amines)', '0 (Antineoplastic Agents)', '0 (Chlorides)', '0 (Cyclohexanes)', '0 (Glycosides)', '0 (Imidazoles)', '0 (Nitrosourea Compounds)', '0 (Picolinic Acids)', '0 (Thiosemicarbazones)', '0 (Triazenes)', '04079A1RDZ (Cytarabine)', '11056-06-7 (Bleomycin)', '49DFR088MY (Platinum)', '5CSZ8459RP (Cytidine)', '5W494URQ81 (Streptozocin)', '80168379AG (Doxorubicin)', 'EC 3.5.1.1 (Asparaginase)', 'L36H50F353 (Podophyllotoxin)', 'M801H13NRU (Azacitidine)', 'Q150359I72 (Azaguanine)', 'U68WG3173Y (Carmustine)', 'X6Q56QN5QC (Hydroxyurea)']",52,,,,,,,,,,
4118374,NLM,MEDLINE,19730217,20131121,0008-5472 (Print) 0008-5472 (Linking),32,9,1972 Sep,Serological detection of type C viruses found in bovine cultures.,1864-70,,"['Ferrer, J F', 'Avila, L', 'Stock, N D']","['Ferrer JF', 'Avila L', 'Stock ND']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Absorption', 'Acetone/pharmacology', 'Animals', 'Antigens, Viral/analysis', 'Cattle', 'Cattle Diseases/microbiology', 'Cell Line', 'Cells, Cultured', 'Culture Media', 'Fluoresceins', 'Fluorescent Antibody Technique', 'Goats/immunology', 'Leukemia/microbiology/veterinary', 'Lymphocytes', 'Lymphocytosis/microbiology', 'Methods', 'Microscopy, Electron', 'Oncogenic Viruses/*immunology', 'RNA Viruses/*immunology', 'Retroviridae/immunology/isolation & purification', 'Thiocyanates', 'gamma-Globulins']",,1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",,ppublish,Cancer Res. 1972 Sep;32(9):1864-70.,"['0 (Antigens, Viral)', '0 (Culture Media)', '0 (Fluoresceins)', '0 (Thiocyanates)', '0 (gamma-Globulins)', '1364PS73AF (Acetone)']",,,,,,,,,,,
4118178,NLM,MEDLINE,19730208,20180216,0001-5792 (Print) 0001-5792 (Linking),48,5,1972,Ammoniacal silver staining of Reed-Sternberg cell in Hodgkin's disease.,288-91,,"['Kass, L', 'Schnitzer, B']","['Kass L', 'Schnitzer B']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,IM,"['Hodgkin Disease/*pathology', 'Humans', 'Leukemia, Lymphoid/pathology', 'Lymph Nodes/*cytology', 'Lymphoma, Large B-Cell, Diffuse/pathology', 'Staining and Labeling']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",['10.1159/000208472 [doi]'],ppublish,Acta Haematol. 1972;48(5):288-91. doi: 10.1159/000208472.,,,,,,,,,,,,
4118165,NLM,MEDLINE,19730208,20041117,0022-2577 (Print) 0022-2577 (Linking),47,12,1972 Dec,Death and dying: a course for medical students.,945-51,,"['Barton, D', 'Flexner, J M', 'Van Eys, J', 'Scott, C E']","['Barton D', 'Flexner JM', 'Van Eys J', 'Scott CE']",['eng'],['Journal Article'],United States,J Med Educ,Journal of medical education,0375377,IM,"['Adaptation, Psychological', 'Adult', 'Attitude of Health Personnel', 'Attitude to Health', 'Child, Preschool', '*Curriculum', '*Death', '*Education, Medical, Undergraduate', 'Ethics, Medical', 'Female', 'Grief', 'Group Processes', 'Hodgkin Disease', 'Humans', 'Leukemia', 'Male', 'Middle Aged', 'Nursing Staff, Hospital', 'Palliative Care', 'Pastoral Care', 'Professional-Patient Relations', 'Psychodrama', 'Tennessee', '*Terminal Care']",,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",,ppublish,J Med Educ. 1972 Dec;47(12):945-51.,,,,,,,,,,,,
