PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,SI,AD
6253214,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Genetic structure of avian acute leukemia viruses.,801-22,"['Bister, K', 'Duesberg, P H']","['Bister K', 'Duesberg PH']",['eng'],['CA-11426/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Oligoribonucleotides)', '0 (RNA, Viral)', '0 (Viral Proteins)']",IM,"['Alpharetrovirus/genetics', 'Avian Leukosis Virus/classification/*genetics', 'Cell Transformation, Viral', 'Defective Viruses/genetics', '*Genes, Viral', 'Helper Viruses/genetics', 'Oligoribonucleotides/analysis', 'RNA, Viral/genetics', 'Viral Proteins/genetics', 'Virus Replication']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.086 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:801-22. doi: 10.1101/sqb.1980.044.01.086.",,,,,,
6253209,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Characterization of virus-specified proteins present in NRK cells infected with a temperature-sensitive transformation mutant of Moloney murine sarcoma virus.,747-54,"['Wood, T G', 'Peltier-Horn, J', 'Robey, W G', 'Blair, D G', 'Arlinghaus, R B']","['Wood TG', 'Peltier-Horn J', 'Robey WG', 'Blair DG', 'Arlinghaus RB']",['eng'],"['CA-16672/CA/NCI NIH HHS/United States', 'CA-25465/CA/NCI NIH HHS/United States', 'GM-07542/GM/NIGMS NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Peptide Fragments)', '0 (Phosphoproteins)', '0 (Viral Proteins)']",IM,"['Animals', 'Cell Line', '*Cell Transformation, Viral', 'Moloney murine leukemia virus/*genetics', 'Mutation', 'Peptide Fragments/analysis', 'Phosphoproteins/genetics', 'Rats', 'Sarcoma Viruses, Murine/*genetics', 'Temperature', 'Viral Proteins/*genetics']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.080 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:747-54. doi: 10.1101/sqb.1980.044.01.080.",,,,,,
6253208,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Characterization of integrated Moloney Sarcoma proviruses and flanking host sequences cloned in bacteriophage lambda.,735-45,"['Vande Woude, G F', 'Oskarsson, M', 'McClements, W L', 'Enquist, L W', 'Blair, D G', 'Fischinger, P J', 'Maizel, J V', 'Sullivan, M']","['Vande Woude GF', 'Oskarsson M', 'McClements WL', 'Enquist LW', 'Blair DG', 'Fischinger PJ', 'Maizel JV', 'Sullivan M']",['eng'],,['Journal Article'],United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (DNA, Viral)', '0 (Viral Proteins)']",IM,"['Animals', '*Cell Transformation, Viral', 'Chromosome Deletion', '*DNA, Viral/genetics', '*Genes, Viral', 'Genetic Linkage', 'Mice', 'Mice, Inbred BALB C/genetics', 'Mink', 'Moloney murine leukemia virus/*genetics', 'Repetitive Sequences, Nucleic Acid', 'Sarcoma Viruses, Murine/*genetics', 'Sarcoma, Experimental/genetics', 'Viral Proteins/genetics']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.079 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:735-45. doi: 10.1101/sqb.1980.044.01.079.",,,,,,
6253207,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Cellular origin of the transforming gene of Moloney murine sarcoma virus.,727-34,"['Canaani, E', 'Tronick, S R', 'Robbins, K C', 'Andersen, P R', 'Dunn, C Y', 'Aaronson, S A']","['Canaani E', 'Tronick SR', 'Robbins KC', 'Andersen PR', 'Dunn CY', 'Aaronson SA']",['eng'],,['Journal Article'],United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (DNA, Viral)']",IM,"['Animals', '*Cell Transformation, Viral', 'Cells, Cultured', 'DNA, Viral/genetics', 'Defective Viruses/genetics', '*Genes, Viral', 'Helper Viruses/genetics', 'Mice', 'Moloney murine leukemia virus/*genetics', 'Sarcoma Viruses, Murine/*genetics', 'Transformation, Genetic', 'Virus Replication']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.078 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:727-34. doi: 10.1101/sqb.1980.044.01.078.",,,,,,
6253206,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Organization of murine sarcoma virus genomes.,721-6,"['Donoghue, D J', 'Goldfarb, M P', 'Sharp, P A', 'Weinberg, R A']","['Donoghue DJ', 'Goldfarb MP', 'Sharp PA', 'Weinberg RA']",['eng'],"['CA-14051/CA/NCI NIH HHS/United States', 'CA-17537/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Gene Products, gag)', '0 (RNA, Messenger)', '0 (RNA, Viral)', '0 (Viral Envelope Proteins)', '0 (Viral Proteins)']",IM,"['Animals', '*Cell Transformation, Viral', 'Gene Products, gag', 'Genes', '*Genes, Viral', 'Mice', 'Moloney murine leukemia virus/*genetics', 'Nucleic Acid Hybridization', 'RNA, Messenger/genetics', 'RNA, Viral/*genetics', 'Sarcoma Viruses, Murine/*genetics', 'Viral Envelope Proteins', 'Viral Proteins/genetics', 'Virus Replication']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.077 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:721-6. doi: 10.1101/sqb.1980.044.01.077.",,,,,,
6253205,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Summary: molecular biology of viral oncogenes.,1305-22,"['Sharp, P A']",['Sharp PA'],['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Antigens, Neoplasm)', '0 (Viral Proteins)']",IM,"['Adenoviruses, Human/genetics', 'Alpharetrovirus/genetics', 'Antigens, Neoplasm/genetics', 'Cell Transformation, Viral', 'Defective Viruses/genetics', 'Friend murine leukemia virus/genetics', '*Genes, Viral', 'Herpesvirus 4, Human/genetics', 'Mammary Tumor Virus, Mouse/genetics', 'Mutation', 'Oncogenic Viruses/*genetics', 'Polyomavirus/genetics', 'Retroviridae/*genetics', 'Sarcoma Viruses, Murine/genetics', 'Simian virus 40/genetics', 'Simplexvirus/genetics', 'Viral Proteins/genetics']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.143 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1305-22. doi: 10.1101/sqb.1980.044.01.143.",,,,,,
6253204,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,T-lymphoma retroviral receptors and control of T-lymphoma cell proliferation.,1297-304,"['McGrath, M S', 'Pillemer, E', 'Kooistra, D A', 'Jacobs, S', 'Jerabek, L', 'Weissman, I L']","['McGrath MS', 'Pillemer E', 'Kooistra DA', 'Jacobs S', 'Jerabek L', 'Weissman IL']",['eng'],"['ACS-IM56/PHS HHS/United States', 'AI-09022/AI/NIAID NIH HHS/United States', 'N01-CA-91011/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Receptors, Virus)']",IM,"['AKR murine leukemia virus/*metabolism', 'Animals', 'Antibodies, Neoplasm', 'Antibody Specificity', 'Antigens, Neoplasm', 'Antigens, Surface', 'Cell Division', 'Cell Line', 'Clone Cells/immunology', 'Leukemia Virus, Murine/*metabolism', 'Lymphoma/pathology/*physiopathology', 'Receptors, Virus/*metabolism', 'T-Lymphocytes/metabolism']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.142 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1297-304. doi: 10.1101/sqb.1980.044.01.142.",,,,,,
6253203,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Evolution of oncogenic mouse type-C viruses in cell culture.,1289-95,"['Rapp, U R', 'Todaro, G J']","['Rapp UR', 'Todaro GJ']",['eng'],,['Journal Article'],United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,,IM,"['Animals', '*Biological Evolution', 'Carcinoma/microbiology', 'Cell Transformation, Neoplastic/pathology', 'Cell Transformation, Viral', 'Leukemia Virus, Murine/*genetics', 'Leukemia, Experimental/microbiology', 'Mice', 'Neoplasms, Experimental/*microbiology', 'Retroviridae/*genetics', 'Sarcoma, Experimental/microbiology', 'Virus Replication']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.141 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1289-95. doi: 10.1101/sqb.1980.044.01.141.",,,,,,
6253202,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Murine leukemia virus env-gene expression in preleukemic thymocytes and leukemia cells of AKR strain mice.,1281-7,"['Famulari, N G', 'Tung, J S', ""O'Donnell, P V"", 'Fleissner, E']","['Famulari NG', 'Tung JS', ""O'Donnell PV"", 'Fleissner E']",['eng'],['CA-15297/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Antigens, Viral)', '0 (Glycoproteins)', '0 (Protein Precursors)', '0 (Viral Envelope Proteins)', '0 (Viral Proteins)']",IM,"['AKR murine leukemia virus/*genetics', 'Animals', 'Antigens, Neoplasm/analysis', 'Antigens, Surface/analysis', 'Antigens, Viral/analysis', 'Gene Expression Regulation', '*Genes, Viral', 'Glycoproteins/genetics', 'Leukemia Virus, Murine/*genetics', 'Leukemia, Experimental/*microbiology', 'Mice', 'Mice, Inbred AKR/*genetics', 'Preleukemia/*microbiology', 'Protein Precursors/genetics', 'Thymus Gland/microbiology', 'Viral Envelope Proteins', 'Viral Proteins/*genetics']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.140 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1281-7. doi: 10.1101/sqb.1980.044.01.140.",,,,,,
6253201,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Analysis of the genomes of mink cell focus-inducing murine type-C viruses: a progress report.,1269-74,"['Lung, M L', 'Hering, C', 'Hartley, J W', 'Rowe, W P', 'Hopkins, N']","['Lung ML', 'Hering C', 'Hartley JW', 'Rowe WP', 'Hopkins N']",['eng'],['R01-CA19308/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Oligoribonucleotides)', '0 (RNA, Viral)']",IM,"['Animals', '*Genes, Viral', 'Leukemia Virus, Murine/classification/*genetics', 'Leukemia, Experimental/microbiology', 'Mink/*microbiology', 'Oligoribonucleotides/analysis', 'RNA, Viral/genetics', 'Retroviridae/*genetics']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.138 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1269-74. doi: 10.1101/sqb.1980.044.01.138.",,,,,,
6253200,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Status of the association of mink cell focus-forming viruses with leukemogenesis.,1265-8,"['Rowe, W P', 'Cloyd, M W', 'Hartley, J W']","['Rowe WP', 'Cloyd MW', 'Hartley JW']",['eng'],,"['Comparative Study', 'Journal Article']",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,,IM,"['Animals', 'Leukemia Virus, Murine/*classification/isolation & purification', 'Leukemia, Experimental/*microbiology', 'Mice', 'Mice, Inbred Strains/microbiology', 'Mink/*microbiology']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.137 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1265-8. doi: 10.1101/sqb.1980.044.01.137.",,,,,,
6253199,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,"Murine-leukemia-virus-related cell-surface antigens as serological markers of AKR ecotropic, xenotropic, and dualtropic viruses.",1255-64,"[""O'Donnell, P V"", 'Stockert, E', 'Obata, Y', 'DeLeo, A B', 'Old, L J']","[""O'Donnell PV"", 'Stockert E', 'Obata Y', 'DeLeo AB', 'Old LJ']",['eng'],"['CA-08748/CA/NCI NIH HHS/United States', 'CA-16599/CA/NCI NIH HHS/United States', 'N01-CP81054/CP/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Antigens, Viral)', '0 (Glycoproteins)', '0 (Viral Proteins)']",IM,"['AKR murine leukemia virus/*immunology/isolation & purification', 'Animals', 'Antigens, Neoplasm/analysis', 'Antigens, Surface/*analysis', 'Antigens, Viral/*analysis', 'Glycoproteins/immunology', 'Leukemia Virus, Murine/*immunology', 'Leukemia, Experimental/*microbiology', 'Preleukemia/microbiology', 'Species Specificity', 'Thymus Gland/immunology', 'Viral Proteins/immunology']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.136 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1255-64. doi: 10.1101/sqb.1980.044.01.136.",,,,,,
6253196,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,"Three new types of viral oncogenes in defective avian leukemia viruses. II. Biological, genetic, and immunochemical evidence.",1225-34,"['Graf, T', 'Beug, H', 'von Kirchbach, A', 'Hayman, M J']","['Graf T', 'Beug H', 'von Kirchbach A', 'Hayman MJ']",['eng'],,['Journal Article'],United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Gene Products, gag)', '0 (Hemoglobins)', '0 (Viral Proteins)']",IM,"['Animals', 'Avian Leukosis Virus/*genetics', 'Cell Differentiation', '*Cell Transformation, Viral', 'Chickens', 'Defective Viruses/genetics', 'Gene Products, gag', '*Genes, Viral', 'Hematopoietic Stem Cells/microbiology', 'Hemoglobins/biosynthesis', 'Leukemia, Experimental/microbiology', 'Molecular Weight', 'Viral Proteins/*genetics']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.133 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1225-34. doi: 10.1101/sqb.1980.044.01.133.",,,,,,
6253195,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Three new types of viral oncogenes in defective avian leukemia viruses. I. Specific nucleotide sequences of cellular origin correlate with specific transformation.,1215-23,"['Stehelin, D', 'Saule, S', 'Roussel, M', 'Sergeant, A', 'Lagrou, C', 'Rommens, C', 'Raes, M B']","['Stehelin D', 'Saule S', 'Roussel M', 'Sergeant A', 'Lagrou C', 'Rommens C', 'Raes MB']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (DNA, Viral)', '0 (RNA, Viral)']",IM,"['Animals', 'Avian Leukosis Virus/*genetics', '*Cell Transformation, Viral', 'Cells, Cultured', 'DNA, Viral/genetics', 'Defective Viruses/genetics', '*Genes, Viral', 'Genetic Linkage', 'Leukemia, Experimental/physiopathology', 'Poultry', 'RNA, Viral/genetics', 'Transcription, Genetic', 'Transduction, Genetic']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.132 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1215-23. doi: 10.1101/sqb.1980.044.01.132.",,,,,,
6253194,NLM,MEDLINE,19810126,20190825,0091-7451 (Print) 0091-7451 (Linking),"44 Pt 2,",,1980,Cell-surface antigens of Abelson and Friend murine leukemia viruses and of hematopoietic differentiation.,1195-204,"['Risser, R', 'Grunwald, D', 'Sinaiko, C', 'Jelen, P']","['Risser R', 'Grunwald D', 'Sinaiko C', 'Jelen P']",['eng'],['CA-07175/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (Antigens, Surface)', '0 (Antigens, Viral)', '11096-26-7 (Erythropoietin)']",IM,"['Abelson murine leukemia virus/*immunology', 'Antigens, Surface/*analysis', 'Antigens, Viral/*analysis', 'Cell Differentiation', 'Cytotoxicity, Immunologic', 'Erythropoietin/pharmacology', 'Friend murine leukemia virus/*immunology', 'Genes, Regulator', '*Hematopoiesis', 'Leukemia Virus, Murine/*immunology', 'Leukemia, Erythroblastic, Acute/immunology']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1101/sqb.1980.044.01.129 [doi]'],ppublish,"Cold Spring Harb Symp Quant Biol. 1980;44 Pt 2,:1195-204. doi: 10.1101/sqb.1980.044.01.129.",,,,,,
