PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,RN,AB,PMC,IP,LID
13947725,NLM,MEDLINE,19981101,20190501,0032-5473 (Print) 0032-5473 (Linking),39,1963 Jun,Di Guglielmo's syndrome with low serum vitamin B12.,354-6,"['GIBSON, I I', 'POLLOCK, A', 'STANKLER, L']","['GIBSON II', 'POLLOCK A', 'STANKLER L']",['eng'],['Journal Article'],England,Postgrad Med J,Postgraduate medical journal,0234135,OM,"['Humans', '*Leukemia, Erythroblastic, Acute', '*Vitamin B 12', '*Vitamin B 12 Deficiency']",['NLM'],"['*ERYTHREMIC MYELOSIS', '*VITAMIN B 12 DEFICIENCY']",1963/06/01 00:00,1963/06/01 00:01,['1963/06/01 00:00'],"['1963/06/01 00:00 [pubmed]', '1963/06/01 00:01 [medline]', '1963/06/01 00:00 [entrez]']",ppublish,Postgrad Med J. 1963 Jun;39:354-6. doi: 10.1136/pgmj.39.452.354.,['10.1136/pgmj.39.452.354 [doi]'],['P6YC3EG204 (Vitamin B 12)'],,PMC2482248,,
13947559,NLM,MEDLINE,19981101,20181201,0030-1124 (Print) 0030-1124 (Linking),59,1963 May,Acute myeloid leukemia with gastric infiltration. Report of a case with massive gastrointestinal hemorrhage.,493-501,"['GHRIST, T D', 'WEST, W O']","['GHRIST TD', 'WEST WO']",['eng'],['Journal Article'],United States,Ohio State Med J,The Ohio State medical journal,0401013,OM,"['*Gastrointestinal Hemorrhage', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', '*Stomach']",['NLM'],"['*LEUKEMIA, MYELOCYTIC']",1963/05/01 00:00,1963/05/01 00:01,['1963/05/01 00:00'],"['1963/05/01 00:00 [pubmed]', '1963/05/01 00:01 [medline]', '1963/05/01 00:00 [entrez]']",ppublish,Ohio State Med J. 1963 May;59:493-501.,,,,,,
13947558,NLM,MEDLINE,19981101,20181201,0096-6983 (Print) 0096-6983 (Linking),53,1963 Feb,Treatment of malignancies of the reticuloendothelial system.,72-82,"['GHRIST, T D']",['GHRIST TD'],['eng'],['Journal Article'],United States,J Iowa State Med Soc,Journal. Iowa State Medical Society,17710080R,OM,"['*Antineoplastic Agents', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Mononuclear Phagocyte System', '*Multiple Myeloma', '*Neoplasms']",['NLM'],"['*ANTINEOPLASTIC AGENTS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MONOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LYMPHOSARCOMA', '*MULTIPLE MYELOMA', '*RETICULOENDOTHELIAL SYSTEM']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,J Iowa State Med Soc. 1963 Feb;53:72-82.,,['0 (Antineoplastic Agents)'],,,,
13947511,NLM,MEDLINE,19981101,20181201,0068-5372 (Print) 0068-5372 (Linking),11,1963 Jan,Haemolytic activity of leucocytes and serum in leukaemia.,9-11,"['GHOSE, S', 'RAY, R N']","['GHOSE S', 'RAY RN']",['eng'],['Journal Article'],India,Bull Calcutta Sch Trop Med,Bulletin of the Calcutta School of Tropical Medicine,7503435,OM,"['*Hemolysis', 'Humans', '*Leukemia', '*Leukocytes']",['NLM'],"['*HEMOLYSIS', '*LEUKEMIA']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Bull Calcutta Sch Trop Med. 1963 Jan;11:9-11.,,,,,,
13947503,NLM,MEDLINE,19981101,20181201,0006-4971 (Print) 0006-4971 (Linking),21,1963 Feb,Acute promyelocytic leukemia?,237-40,"['GHITIS, J']",['GHITIS J'],['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Promyelocytic, Acute']",['NLM'],"['*LEUKEMIA, MYELOCYTIC']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Blood. 1963 Feb;21:237-40.,,,,,,
13947492,NLM,MEDLINE,19981101,20190705,0007-1048 (Print) 0007-1048 (Linking),9,1963 Jul,Hexokinase and TPN-dependent dehydrogenases of leucocytes in leukaemia and other haematological disorders.,345-50,"['GHIOTTO, G', 'PERONA, G', 'DE SANDRE, G', 'CORTESI, S']","['GHIOTTO G', 'PERONA G', 'DE SANDRE G', 'CORTESI S']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,OM,"['*Anemia', '*Clinical Enzyme Tests', '*Glucosephosphate Dehydrogenase', '*Hexokinase', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Leukocytes', '*Lymphocytes', '*Oxidoreductases']",['NLM'],"['*ANEMIA', '*DEHYDROGENASES', '*GLUCOSEPHOSPHATE DEHYDROGENASE', '*HEXOKINASE', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Br J Haematol. 1963 Jul;9:345-50. doi: 10.1111/j.1365-2141.1963.tb06559.x.,['10.1111/j.1365-2141.1963.tb06559.x [doi]'],"['EC 1.- (Oxidoreductases)', 'EC 1.1.1.49 (Glucosephosphate Dehydrogenase)', 'EC 2.7.1.1 (Hexokinase)']",,,,
13947259,NLM,MEDLINE,19981101,20200225,0006-5242 (Print) 0006-5242 (Linking),8,1962,[Virus etiology of leukemias].,470-87,"['GEORGII, A']",['GEORGII A'],['ger'],['Journal Article'],Germany,Blut,Blut,0173401,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', '*Oncogenic Viruses', '*Polyomavirus']",['NLM'],"['*LEUKEMIA', '*LEUKEMIA, EXPERIMENTAL', '*POLYOMA VIRUS', '*TUMOR VIRUSES']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Blut. 1962;8:470-87. doi: 10.1007/BF01631301.,['10.1007/BF01631301 [doi]'],,,,,
13947021,NLM,MEDLINE,19981101,20181201,0023-2149 (Print) 0023-2149 (Linking),40,1962 Sep,[Successful roentgen ray therapy of leg torpid paraparesis in chronic lymphatic leukemia].,143-6,"['GEIRO, S B', 'BERLINER, G B', 'SINENKOLF']","['GEIRO SB', 'BERLINER GB', 'SINENKOLF']",['rus'],['Journal Article'],Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,OM,"['Humans', '*Leg', '*Leukemia', '*Leukemia, Myeloid', '*Paralysis', '*Paraparesis', 'X-Rays']",['NLM'],"['*LEG', '*LEUKEMIA, MYELOCYTIC', '*PARALYSIS']",1962/09/01 00:00,1962/09/01 00:01,['1962/09/01 00:00'],"['1962/09/01 00:00 [pubmed]', '1962/09/01 00:01 [medline]', '1962/09/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1962 Sep;40:143-6.,,,,,,
13947004,NLM,MEDLINE,19981101,20181201,0039-4025 (Print) 0039-4025 (Linking),3,1962,[Contribution to the therapy of neoplastic reticulopathies].,623-30,"['GEIB, R', 'PETRESCU, M', 'GROZEA, P', 'SIGHETEA, E', 'OLARU, C', 'ROXIN, T']","['GEIB R', 'PETRESCU M', 'GROZEA P', 'SIGHETEA E', 'OLARU C', 'ROXIN T']",['rum'],['Journal Article'],Romania,Stud Cercet Med Interna,Studii si cercetari de medicina interna,0417346,OM,"['*Adrenal Cortex Hormones', '*Antineoplastic Agents', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma', '*Lymphoma, Follicular', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Multiple Myeloma', '*Neoplasms', '*Radiotherapy', '*Sarcoma', '*Severe Combined Immunodeficiency']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANTINEOPLASTIC AGENTS', '*LYMPHOMA, GIANT FOLLICULAR', '*LYMPHOSARCOMA', '*MULTIPLE MYELOMA', '*RADIOTHERAPY', '*RETICULOENDOTHELIOSIS', '*SARCOMA, RETICULUM CELL']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Stud Cercet Med Interna. 1962;3:623-30.,,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', 'Reticuloendotheliosis, X-linked']",,,,
13946892,NLM,MEDLINE,19981101,20181201,0008-5480 (Print) 0008-5480 (Linking),15,1962,Metabolism of nucleic acids and proteins in acute leukemia cells.,160-1,"['GAVOSTO, F', 'PILERI, A']","['GAVOSTO F', 'PILERI A']",['eng'],['Journal Article'],Italy,Cancro,Il Cancro,0421125,OM,"['*Blood Cells', '*DNA', '*DNA, Neoplasm', 'Humans', '*Leukemia', '*Nucleic Acids', 'Proteins/*metabolism', '*RNA', '*RNA, Neoplasm']",['NLM'],"['*BLOOD CELLS', '*DNA, NEOPLASM', '*LEUKEMIA', '*PROTEIN METABOLISM', '*RNA, NEOPLASM']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Cancro. 1962;15:160-1.,,"['0 (DNA, Neoplasm)', '0 (Nucleic Acids)', '0 (Proteins)', '0 (RNA, Neoplasm)', '63231-63-0 (RNA)', '9007-49-2 (DNA)']",,,,
13946808,NLM,MEDLINE,19981101,20181201,0027-2973 (Print) 0027-2973 (Linking),105,1963 May 31,[Blood damage caused by fuel and exhaust fumes].,1160-8,"['GATTNER, H']",['GATTNER H'],['ger'],['Journal Article'],Germany,Munch Med Wochenschr,Munchener medizinische Wochenschrift (1950),7801802,OM,"['*Air Pollution', '*Anemia', '*Anemia, Aplastic', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Vehicle Emissions']",['NLM'],"['*AIR POLLUTION', '*ANEMIA, APLASTIC', '*AUTOMOBILE EXHAUST', '*LEUKEMIA, MYELOCYTIC']",1963/05/31 00:00,1963/05/31 00:01,['1963/05/31 00:00'],"['1963/05/31 00:00 [pubmed]', '1963/05/31 00:01 [medline]', '1963/05/31 00:00 [entrez]']",ppublish,Munch Med Wochenschr. 1963 May 31;105:1160-8.,,['0 (Vehicle Emissions)'],,,,
13946746,NLM,MEDLINE,19981101,20190618,0028-0836 (Print) 0028-0836 (Linking),196,1962 Oct 13,An experimental evaluation of the association of pregnancy and acute leukaemia.,139-40,"['GASS, G H', 'JARRETT, R T']","['GASS GH', 'JARRETT RT']",['eng'],['Journal Article'],England,Nature,Nature,0410462,OM,"['*Acute Disease', 'Animals', 'Female', '*Leukemia', '*Leukemia, Experimental', 'Pregnancy', '*Pregnancy, Animal']",['NLM'],"['*LEUKEMIA, EXPERIMENTAL', '*PREGNANCY, ANIMAL']",1962/10/13 00:00,1962/10/13 00:01,['1962/10/13 00:00'],"['1962/10/13 00:00 [pubmed]', '1962/10/13 00:01 [medline]', '1962/10/13 00:00 [entrez]']",ppublish,Nature. 1962 Oct 13;196:139-40. doi: 10.1038/196139a0.,['10.1038/196139a0 [doi]'],,,,,
13946643,NLM,MEDLINE,19981101,20211203,0035-9157 (Print) 0035-9157 (Linking),56,1963 Jul,Macroglobulinaemia presenting as Henoch-Schonlein syndrome and probably due to lymphatic leukaemia.,609-10,"['GARROD, O']",['GARROD O'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,OM,"['Humans', '*IgA Vasculitis', '*Leukemia, Lymphoid', '*Lymphocytes', '*Purpura', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC', '*MACROGLOBULINEMIA', '*PURPURA']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Jul;56:609-10.,,,,PMC1897257,,
13946474,NLM,MEDLINE,19981101,20181201,0043-5376 (Print) 0043-5376 (Linking),44,1963 Apr,[Chronic myelosis and reticulosarcomatosis].,205-12,"['GARBSCH, H', 'PESCHL, L', 'REIMER, E E', 'SIMON, W', 'ZEITLHOFER, J']","['GARBSCH H', 'PESCHL L', 'REIMER EE', 'SIMON W', 'ZEITLHOFER J']",['ger'],['Journal Article'],Austria,Wien Z Inn Med,Wiener Zeitschrift fur innere Medizin und ihre Grenzgebiete,7502231,OM,"['Animals', '*Bone Marrow Diseases', 'Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Neoplasms', '*Sarcoma']",['NLM'],"['*BONE MARROW DISEASES', '*SARCOMA, RETICULUM CELL']",1963/04/01 00:00,1963/04/01 00:01,['1963/04/01 00:00'],"['1963/04/01 00:00 [pubmed]', '1963/04/01 00:01 [medline]', '1963/04/01 00:00 [entrez]']",ppublish,Wien Z Inn Med. 1963 Apr;44:205-12.,,,,,,
13946435,NLM,MEDLINE,19981101,20181201,0047-1623 (Print),25,1962,[Apropos of a case of chloroma].,176-82,"['GARAN, R', 'DEMIROGLU, C', 'BERKARDA, B', 'KOYUNCUOGLU, H', 'IPBUKER, A']","['GARAN R', 'DEMIROGLU C', 'BERKARDA B', 'KOYUNCUOGLU H', 'IPBUKER A']",['tur'],['Journal Article'],Turkey,Tip Fak Mecm,Tip Fakultesi mecmuasi,0414152,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Monocytes', '*Sarcoma, Myeloid']",['NLM'],"['*LEUCOSARCOMA', '*LEUKEMIA, MONOCYTIC']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Tip Fak Mecm. 1962;25:176-82.,,,,,,
13946280,NLM,MEDLINE,19981101,20181201,0035-9157 (Print) 0035-9157 (Linking),55,1962 Sep,The management of leukaemia in pregnancy.,760-2,"['GALTON, D A']",['GALTON DA'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,OM,"['*Disease Management', 'Female', 'Humans', '*Leukemia', 'Pregnancy', '*Pregnancy Complications']",['NLM'],"['*LEUKEMIA', '*PREGNANCY COMPLICATIONS']",1962/09/01 00:00,1962/09/01 00:01,['1962/09/01 00:00'],"['1962/09/01 00:00 [pubmed]', '1962/09/01 00:01 [medline]', '1962/09/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1962 Sep;55:760-2.,,,,,,
13945469,NLM,MEDLINE,19981101,20181201,0015-556X (Print),7,1963 Apr,[Preleukemic states].,3-9,"['FLEISCHHACKER, H']",['FLEISCHHACKER H'],['ger'],['Journal Article'],Germany,Folia Haematol (Frankf),Folia haematologica; internationales Magazin fur Blutforschung,0140243,OM,"['*Bone Marrow Diseases', '*Leukemia', '*Leukemia, Myeloid']",['NLM'],"['*BONE MARROW DISEASES', '*LEUKEMIA, MYELOCYTIC']",1963/04/01 00:00,1963/04/01 00:01,['1963/04/01 00:00'],"['1963/04/01 00:00 [pubmed]', '1963/04/01 00:01 [medline]', '1963/04/01 00:00 [entrez]']",ppublish,Folia Haematol (Frankf). 1963 Apr;7:3-9.,,,,,,
13945468,NLM,MEDLINE,19981101,20181201,0043-5325 (Print) 0043-5325 (Linking),75,1963 Feb 1,[Allergic blood diseases].,77-80,"['FLEISCHHACKER, H']",['FLEISCHHACKER H'],['ger'],['Journal Article'],Austria,Wien Klin Wochenschr,Wiener klinische Wochenschrift,21620870R,OM,"['*Agranulocytosis', '*Anemia', '*Anemia, Hemolytic', '*Autoimmune Diseases', '*Blood Group Incompatibility', '*Drug Hypersensitivity', 'Humans', '*Hypersensitivity', '*Leukemia', '*Neoplasms', '*Thrombocytopenia']",['NLM'],"['*AGRANULOCYTOSIS', '*ALLERGY', '*ANEMIA, HEMOLYTIC', '*AUTOIMMUNE DISEASES', '*BLOOD GROUP INCOMPATIBILITY', '*DRUG ALLERGY', '*LEUKEMIA', '*NEOPLASMS', '*THROMBOPENIA']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Wien Klin Wochenschr. 1963 Feb 1;75:77-80.,,,,,,
13945361,NLM,MEDLINE,19981101,20181201,0006-4971 (Print) 0006-4971 (Linking),21,1963 Feb,Chronic granulocytic leukemia and the Philadelphia chromosome.,183-96,"['FITZGERALD, P H', 'ADAMS, A', 'GUNZ, F W']","['FITZGERALD PH', 'ADAMS A', 'GUNZ FW']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Philadelphia Chromosome']",['NLM'],['*LEUKEMIA'],1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Blood. 1963 Feb;21:183-96.,,,,,,
13945305,NLM,MEDLINE,19981101,20181201,0022-5347 (Print) 0022-5347 (Linking),89,1963 Jan,Leukemic infiltration of the prostate.,65-72,"['FISHMAN, A', 'TAYLOR, W N']","['FISHMAN A', 'TAYLOR WN']",['eng'],['Journal Article'],United States,J Urol,The Journal of urology,0376374,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemic Infiltration', '*Lymphocytes', 'Male', '*Prostatic Neoplasms']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC', '*PROSTATIC NEOPLASMS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,J Urol. 1963 Jan;89:65-72.,['S0022-5347(17)64501-4 [pii]'],,,,,
13945098,NLM,MEDLINE,19981101,20181201,0003-0805 (Print) 0003-0805 (Linking),87,1963 Apr,Atypical primary pulmonary histiocytosis-x.,568-75,"['FIFER, W R']",['FIFER WR'],['eng'],['Journal Article'],United States,Am Rev Respir Dis,The American review of respiratory disease,0370523,OM,"['*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', 'Humans', '*Leukemia, Hairy Cell', '*Lung Diseases', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['NLM'],"['*LUNG DISEASES', '*RETICULOENDOTHELIOSIS']",1963/04/01 00:00,1963/04/01 00:01,['1963/04/01 00:00'],"['1963/04/01 00:00 [pubmed]', '1963/04/01 00:01 [medline]', '1963/04/01 00:00 [entrez]']",ppublish,Am Rev Respir Dis. 1963 Apr;87:568-75. doi: 10.1164/arrd.1963.87.4.568.,['10.1164/arrd.1963.87.4.568 [doi]'],"['Reticuloendotheliosis, X-linked']",,,,
13944962,NLM,MEDLINE,19981101,20181201,0365-463X (Print) 0365-463X (Linking),391,1962,Clinical analysis of 142 cases with high molecular weight serum proteins.,1-32,"['FESSEL, W J']",['FESSEL WJ'],['eng'],['Journal Article'],Sweden,Acta Med Scand Suppl,Acta medica Scandinavica. Supplementum,0370331,OM,"['*Blood Proteins', '*Central Nervous System Diseases', '*Collagen Diseases', 'Humans', '*Kidney Diseases', '*Leukemia', '*Liver Diseases', '*Lymphatic System', '*Lymphoma', '*Mental Disorders', '*Molecular Weight', '*Mononuclear Phagocyte System', '*Multiple Myeloma', '*Neoplasms', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*BLOOD PROTEINS', '*CENTRAL NERVOUS SYSTEM DISEASES', '*COLLAGEN DISEASES', '*KIDNEY DISEASES', '*LEUKEMIA', '*LIVER DISEASES', '*LYMPHATIC SYSTEM', '*LYMPHOMA', '*MACROGLOBULINEMIA', '*MENTAL DISORDERS', '*MULTIPLE MYELOMA', '*NEOPLASMS', '*RETICULOENDOTHELIAL SYSTEM']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Acta Med Scand Suppl. 1962;391:1-32.,,['0 (Blood Proteins)'],,,,
13944335,NLM,MEDLINE,19981101,20181201,0015-9271 (Print) 0015-9271 (Linking),55,1962 Jul-Aug,[A case of acute malignant reticulosis complicated by necrosis of the cheek].,236-44,"['POLINELLI, U']",['POLINELLI U'],['ita'],['Journal Article'],Italy,Fracastoro,Il Fracastoro,0401045,OM,"['*Cheek', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Necrosis', '*Severe Combined Immunodeficiency', '*Staphylococcal Infections']",['NLM'],"['*CHEEK', '*NECROSIS', '*RETICULOENDOTHELIOSIS', '*STAPHYLOCOCCAL INFECTIONS']",1962/07/01 00:00,1962/07/01 00:01,['1962/07/01 00:00'],"['1962/07/01 00:00 [pubmed]', '1962/07/01 00:01 [medline]', '1962/07/01 00:00 [entrez]']",ppublish,Fracastoro. 1962 Jul-Aug;55:236-44.,,"['Reticuloendotheliosis, X-linked']",,,,
13944318,NLM,MEDLINE,19981101,20181201,0042-8825 (Print) 0042-8825 (Linking),7,1962 Sep,[A case of serous meningitis and paralysis of the right facial nerve of the peripheral type in acute leukosis].,89-90,"['POLIAKOVA, E N', 'ZERNOV, N G']","['POLIAKOVA EN', 'ZERNOV NG']",['rus'],['Journal Article'],Russia (Federation),Vopr Okhr Materin Det,Voprosy okhrany materinstva i detstva,0416600,OM,"['*Facial Nerve', '*Facial Paralysis', 'Humans', '*Leukemia', '*Meningitis', '*Paralysis']",['NLM'],"['*FACIAL PARALYSIS', '*LEUCOSARCOMA', '*MENINGITIS']",1962/09/01 00:00,1962/09/01 00:01,['1962/09/01 00:00'],"['1962/09/01 00:00 [pubmed]', '1962/09/01 00:01 [medline]', '1962/09/01 00:00 [entrez]']",ppublish,Vopr Okhr Materin Det. 1962 Sep;7:89-90.,,,,,,
13944217,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),7,1962 Nov,[Aplasia of the bone marrow in patients with chronic myelocytic leukemia treated with myelosan].,50-2,"['POGOSIAN, A S']",['POGOSIAN AS'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Anemia', '*Anemia, Aplastic', '*Bone Marrow', '*Busulfan', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid']",['NLM'],"['*ANEMIA, APLASTIC', '*BUSULFAN', '*LEUKEMIA, MYELOCYTIC']",1962/11/01 00:00,1962/11/01 00:01,['1962/11/01 00:00'],"['1962/11/01 00:00 [pubmed]', '1962/11/01 00:01 [medline]', '1962/11/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1962 Nov;7:50-2.,,['G1LN9045DK (Busulfan)'],,,,
13944182,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),7,1962 Oct,[A peculiar course of acute leukemia].,56-8,"['PODUSHKO, T A', 'ODINOKOVA, V A']","['PODUSHKO TA', 'ODINOKOVA VA']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Acute Disease', 'Humans', '*Leukemia', 'Male', '*Penis']",['NLM'],"['*LEUKEMIA', '*PENIS']",1962/10/01 00:00,1962/10/01 00:01,['1962/10/01 00:00'],"['1962/10/01 00:00 [pubmed]', '1962/10/01 00:01 [medline]', '1962/10/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1962 Oct;7:56-8.,,,,,,
13944051,NLM,MEDLINE,19981101,20181201,,32,1962,[Environment and leukemia morbidity. III. Distribution of leukemia morbidity and background ionizing radiations of the environment].,844-9,"['PLEWA, S', 'ALEKSANDROWICZ, J', 'JANICKI, K']","['PLEWA S', 'ALEKSANDROWICZ J', 'JANICKI K']",['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,OM,"['*Environment', 'Humans', '*Leukemia', '*Radiation', '*Radiation, Ionizing']",['NLM'],"['*ENVIRONMENT', '*LEUKEMIA', '*RADIATION']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1962;32:844-9.,,,,,,
13943985,NLM,MEDLINE,19981101,20181201,1048-9614 (Print) 1048-9614 (Linking),47,1962 Oct,Herellea (Mimeae) sepsis.,67-70,"['PLATT, M S', 'MAHER, E']","['PLATT MS', 'MAHER E']",['eng'],['Journal Article'],United States,Bull Sch Med Univ Md,"Bulletin of the School of Medicine (Baltimore, Md.)",7506995,OM,"['*Acinetobacter', 'Animals', '*Lepidoptera', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphocytes', '*Sepsis']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC', '*MIMAE']",1962/10/01 00:00,1962/10/01 00:01,['1962/10/01 00:00'],"['1962/10/01 00:00 [pubmed]', '1962/10/01 00:01 [medline]', '1962/10/01 00:00 [entrez]']",ppublish,Bull Sch Med Univ Md. 1962 Oct;47:67-70.,,,,,,
