PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GS,SI,CIN,PMC,RF,GR,CON,EIN,TT,EFR,CRI,OID,OAB,OABL,OTO,OT,GN
8242616,NLM,MEDLINE,19940103,20190816,0008-5472 (Print) 0008-5472 (Linking),53,23,1993 Dec 1,"Cloning of the ALL-1 fusion partner, the AF-6 gene, involved in acute myeloid leukemias with the t(6;11) chromosome translocation.",5624-8,"Reciprocal chromosome translocations involving 11q23 are frequently associated with acute leukemias, with the t(4;11) translocation predominating among acute lymphoblastic leukemias, and the t(9;11), t(11;19) and t(6;11) translocations most common among acute myeloid leukemias. In each of these translocations the ALL-1 gene, located at 11q23 and constituting the human homologue of Drosophila trithorax, fuses to a specific gene on the partner chromosome to produce a chimeric protein. Here we report the cloning and the characterization of the partner gene from chromosome 6 (AF-6). AF-6 is expressed in a variety of cell types and encodes a protein of 1612 amino acids. The protein contains short stretches rich in prolines, charged amino acids, serines, or glutamines. In addition, the AF-6 protein contains the GLGF motif shared with several proteins of vertebrates and invertebrates thought to be involved in signal transduction at special cell-cell junctions.","['Prasad, R', 'Gu, Y', 'Alder, H', 'Nakamura, T', 'Canaani, O', 'Saito, H', 'Huebner, K', 'Gale, R P', 'Nowell, P C', 'Kuriyama, K']","['Prasad R', 'Gu Y', 'Alder H', 'Nakamura T', 'Canaani O', 'Saito H', 'Huebner K', 'Gale RP', 'Nowell PC', 'Kuriyama K', 'et al.']","['Jefferson Cancer Institute, Jefferson Medical College, Thomas Jefferson University, Philadelphia, Pennsylvania 19107.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (DNA, Complementary)', '0 (DNA-Binding Proteins)', '0 (KMT2A protein, human)', '0 (Transcription Factors)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",IM,"['Amino Acid Sequence', 'Base Sequence', '*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 6', 'Cloning, Molecular', 'DNA, Complementary/analysis', 'DNA-Binding Proteins/*genetics', 'Female', 'Histone-Lysine N-Methyltransferase', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', 'Molecular Sequence Data', 'Myeloid-Lymphoid Leukemia Protein', '*Proto-Oncogenes', '*Transcription Factors', '*Translocation, Genetic']",1993/12/01 00:00,1993/12/01 00:01,['1993/12/01 00:00'],"['1993/12/01 00:00 [pubmed]', '1993/12/01 00:01 [medline]', '1993/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1993 Dec 1;53(23):5624-8.,,['GENBANK/U02478'],,,,['CA39860/CA/NCI NIH HHS/United States'],,,,,,,,,,,
8242604,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,Characterization of two marker chromosomes in a patient with acute nonlymphocytic leukemia by two-color fluorescence in situ hybridization.,99-102,"A patient with acute nonlymphocytic leukemia (ANLL), M5b according to French-American-British (FAB) classification, showed monosomy 16, an extra 1p-, and a 21q+. These derivative chromosomes could not be defined by GTG-banding. For better characterization, we performed two-color fluorescence in situ hybridization (FISH) experiments applying DNA libraries from sorted human chromosomes, chromosome-specific repetitive probes, and a band-specific YAC-clone. With these FISH studies the karyotype could be characterized as 46,XY, +der(1)t(1;21)(p11;?), -16,der(21)t(16;21) (p11.1;q22).","['Taniwaki, M', 'Speicher, M R', 'Lengauer, C', 'Jauch, A', 'Popp, S', 'Cremer, T']","['Taniwaki M', 'Speicher MR', 'Lengauer C', 'Jauch A', 'Popp S', 'Cremer T']","['Institut fur Humangenetik und Anthropologie, Universitat Heidelberg, Germany.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (DNA Probes)', '0 (Genetic Markers)']",IM,"['Adult', '*Chromosome Aberrations', 'Chromosome Banding', 'Chromosomes, Artificial, Yeast', '*Chromosomes, Human, Pair 1', '*Chromosomes, Human, Pair 16', '*Chromosomes, Human, Pair 21', 'DNA Probes', 'Gene Library', 'Genetic Markers', 'Humans', 'In Situ Hybridization, Fluorescence', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Monosomy', 'Translocation, Genetic']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90175-L [pii]', '10.1016/0165-4608(93)90175-l [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):99-102. doi: 10.1016/0165-4608(93)90175-l.,,,,,,,,,,,,,,,,,
8242601,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,Study of the BCR/ABL rearrangement in patients with two Philadelphia chromosomes.,153-4,,"['Gonzalez, F A', 'Villegas, A', 'Asenjo, S', 'Alvarez, A', 'Ferro, M T', 'Resino, M']","['Gonzalez FA', 'Villegas A', 'Asenjo S', 'Alvarez A', 'Ferro MT', 'Resino M']",,['eng'],['Letter'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (DNA, Neoplasm)', '0 (Proto-Oncogene Proteins)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.11.1 (BCR protein, human)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)']",IM,"['Blotting, Southern', 'DNA, Neoplasm/analysis', '*Gene Rearrangement', '*Genes, abl', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Protein-Tyrosine Kinases/*genetics', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-bcr']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90192-O [pii]', '10.1016/0165-4608(93)90192-o [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):153-4. doi: 10.1016/0165-4608(93)90192-o.,"['abl', 'bcr']",,,,,,,,,,,,,,,,
8242600,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,Trisomy 4 in a patient with acute myelomonocytic leukemia (M4),152,,"['Sole, F', 'Asensio, A', 'Woessner, S', 'Florensa, L', 'Besses, C', 'Sans-Sabrafen, J']","['Sole F', 'Asensio A', 'Woessner S', 'Florensa L', 'Besses C', 'Sans-Sabrafen J']",,['eng'],"['Case Reports', 'Letter']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (Antigens, CD)']",IM,"['Adult', 'Antigens, CD/analysis', '*Chromosomes, Human, Pair 4', 'Female', 'Humans', 'Immunophenotyping', 'Leukemia, Myelomonocytic, Acute/*genetics/immunology', '*Trisomy']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90191-N [pii]', '10.1016/0165-4608(93)90191-n [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):152. doi: 10.1016/0165-4608(93)90191-n.,,,,,,,,,,,,,,,,,
8242599,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,"Two Down syndrome patients with an acquired translocation, t(8;14)(q11;q32), in early B-lineage acute lymphoblastic leukemia.",148-50,"Two males with Down syndrome and acute lymphoblastic leukemia with the acquired translocation, t(8;14)(q11;q32), are described. In each case the constitutional karyotype was 47,XY,+21. The patients were, respectively, aged 3 years 11 months and 32 years, with presenting white blood counts 34 and 1.9 x 10(9)/L with blasts of FAB L1 and L2. In each case immunophenotype of the blasts was C-ALL. The child is alive and well and in first remission 6 years from diagnosis. In contrast, the adult patient died in first remission 8.5 months from diagnosis with severe pancytopenia. These are to our knowledge the second and third cases of ALL with t(8;14)(q11-12;q32) associated with a constitutional genetic disorder.","['Secker-Walker, L M', 'Hawkins, J M', 'Prentice, H G', 'Mackie, P H', 'Heerema, N A', 'Provisor, A J']","['Secker-Walker LM', 'Hawkins JM', 'Prentice HG', 'Mackie PH', 'Heerema NA', 'Provisor AJ']","['Department of Haematology, Royal Free Hospital and School of Medicine, London, U.K.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['EC 3.4.24.11 (Neprilysin)'],IM,"['Adult', 'Burkitt Lymphoma/complications/*genetics/immunology', 'Child, Preschool', '*Chromosomes, Human, Pair 14', '*Chromosomes, Human, Pair 8', 'Down Syndrome/*complications', 'Humans', 'Immunophenotyping', 'Karyotyping', 'Male', 'Neprilysin/analysis', '*Translocation, Genetic']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90189-S [pii]', '10.1016/0165-4608(93)90189-s [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):148-50. doi: 10.1016/0165-4608(93)90189-s.,,,,,,,,,,,,,,,,,
8242598,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,5q- anomaly preceding acute myeloblastic leukemia with 53 chromosomes without chromosome 5 abnormality.,146-7,"Partial deletion of the long arm of chromosome 5 (5q-) was found in a patient with a myeloid disorder. After treatment, hematologic parameters became normal, but acute myeloblastic leukemia occurred after 58 months. At that time, cytogenetic studies showed the presence of an abnormal clone with 53 chromosomes and without 5q-. This exceptional case suggests that the 5q- abnormality may precede the occurrence of an acute leukemia in favoring the appearance of unrelated malignant clones.","['Jonveaux, P', 'Daniel, M T', 'Berger, R']","['Jonveaux P', 'Daniel MT', 'Berger R']","['INSERM U301, Institut de Genetique Moleculaire, Paris, France.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Anemia/genetics', '*Chromosome Aberrations', '*Chromosome Deletion', '*Chromosomes, Human, Pair 5', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', 'Preleukemia/*genetics']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90188-R [pii]', '10.1016/0165-4608(93)90188-r [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):146-7. doi: 10.1016/0165-4608(93)90188-r.,,,,,,,,,,,,,,,,,
8242597,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,Acute non-lymphocytic leukemia with t(16;21).,144-5,"A patient with ANLL FAB subtype M1 was found to possess a t(16;21)(p11;q22) and trisomy 10. The 16;21 translocation has been reported in 12 other cases of ANLL, of various subtypes, and its relationship to the disease profile is discussed.","['Nobbs, M C', 'Chan-Lam, D', 'Howell, R T', 'Kitchen, C', 'Copplestone, J A']","['Nobbs MC', 'Chan-Lam D', 'Howell RT', 'Kitchen C', 'Copplestone JA']","['South Western Regional Cytogenetics Centre, Southmead Hospital, Bristol, U.K.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', 'Chromosome Banding', '*Chromosomes, Human, Pair 10', '*Chromosomes, Human, Pair 16', '*Chromosomes, Human, Pair 21', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', '*Translocation, Genetic', '*Trisomy']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90187-Q [pii]', '10.1016/0165-4608(93)90187-q [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):144-5. doi: 10.1016/0165-4608(93)90187-q.,,,,,8,,,,,,,,,,,,
8242596,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,Translocation (2;4)(p23;q25): an additional case of a new recurrent anomaly in acute myeloid leukemia.,140-1,"A second case of acute myeloid leukemia (AML) with a t(2;4)(p23;q25) as the sole anomaly is reported. Our case had a de novo AML (M2); the case previously described had AML (M2) post-MDS. It is suggested that t(2;4)(p23;q25) is a new, recurrent, but rare anomaly in AML.","['Shi, G', 'Weh, H J', 'Hossfeld, D K']","['Shi G', 'Weh HJ', 'Hossfeld DK']","['Department of Oncology-Hematology, Medical University Clinic, Hamburg, Germany.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Chromosome Banding', '*Chromosomes, Human, Pair 2', '*Chromosomes, Human, Pair 4', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*genetics', '*Translocation, Genetic']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90185-O [pii]', '10.1016/0165-4608(93)90185-o [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):140-1. doi: 10.1016/0165-4608(93)90185-o.,,,,,,,,,,,,,,,,,
8242595,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,Translocation (Y;1)(q12;q21) in acute leukemia.,136-9,"This report documents one patient with myelodysplasia evolving into acute leukemia who showed a t(Y;1) translocation confirmed by in situ hybridization. Most of the q arm of the Y chromosome was translocated to an additional q arm of chromosome 1, resulting in trisomy 1q. To our knowledge only four other cases with this t(Y;1) have been reported.","['Singh, S', 'Wass, J', 'Devaraj, J', 'Young, G', 'Vincent, P']","['Singh S', 'Wass J', 'Devaraj J', 'Young G', 'Vincent P']","['Kanematsu Research Laboratories, Royal Prince Alfred Hospital, Camperdown, Australia.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', '*Chromosomes, Human, Pair 1', 'Humans', 'In Situ Hybridization, Fluorescence', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', '*Translocation, Genetic', '*Y Chromosome']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90184-N [pii]', '10.1016/0165-4608(93)90184-n [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):136-9. doi: 10.1016/0165-4608(93)90184-n.,,,,,,,,,,,,,,,,,
8242594,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,Presence of telomeric sequences on deleted chromosomes and their absence on double minutes in cell line HL-60.,132-5,"The issue of telomeric sequences on deleted chromosomes and double minutes (dmin) was investigated by examining the cell line HL-60 with fluorescence in situ hybridization using a human plasmid DNA sequence with 800 bp TTAGGG repeats. This cell line showed telomeric sequences on the deleted short arms of chromosomes 9 and 10, with the results suggesting that so-called terminal deletion may be, in fact, an interstitial deletion, or that telomeric sequences may be synthesized by telomerase after deletion. On the other hand, numerous dmin showed no evidence of hybridization with the telomeric probe. This suggests that the characteristics unequal distribution of dmin during mitosis may result from the lack of not only centromeres but also telomeres.","['Furuya, T', 'Morgan, R', 'Berger, C S', 'Sandberg, A A']","['Furuya T', 'Morgan R', 'Berger CS', 'Sandberg AA']","['Cancer Center, Southwest Biomedical Research Institute, Scottsdale, Arizona 85251.']",['eng'],['Journal Article'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['0 (DNA Probes)'],IM,"['*Chromosome Deletion', 'Chromosomes, Human, Pair 10/*ultrastructure', 'Chromosomes, Human, Pair 9/*ultrastructure', 'DNA Probes', 'Humans', 'In Situ Hybridization', 'Karyotyping', 'Leukemia, Promyelocytic, Acute/*genetics', '*Telomere', 'Tumor Cells, Cultured']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90183-M [pii]', '10.1016/0165-4608(93)90183-m [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):132-5. doi: 10.1016/0165-4608(93)90183-m.,,,,,,,,,,,,,,,,,
8242592,NLM,MEDLINE,19931230,20190816,0165-4608 (Print) 0165-4608 (Linking),70,2,1993 Oct 15,t(8;21) prior to acute leukemia.,125-6,"A t(8;21)(q22;q22) without blood and bone marrow invasion by immature myeloid precursor cells occurred in a patient previously treated for polycythemia vera. The presence of a molecular rearrangement confirmed that the chromosomal abnormality was identical to that observed in acute leukemia with t(8;21). This case shows that the translocation, t(8;21), may occur in myelodysplasia and suggests that it can precede the appearance of overt leukemia.","['Berger, R', 'Hillion, J', 'Janvier, D', 'Chen, Z', 'Bussel, A']","['Berger R', 'Hillion J', 'Janvier D', 'Chen Z', 'Bussel A']","['INSERM U 301, Paris, France.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['X6Q56QN5QC (Hydroxyurea)'],IM,"['*Chromosomes, Human, Pair 21', '*Chromosomes, Human, Pair 8', 'Female', 'Humans', 'Hydroxyurea/therapeutic use', 'Leukemia, Myeloid, Acute/etiology/*genetics', 'Leukocytosis/etiology/genetics', 'Middle Aged', 'Polycythemia Vera/complications/drug therapy/*genetics', 'Preleukemia/etiology/genetics', '*Translocation, Genetic']",1993/10/15 00:00,1993/10/15 00:01,['1993/10/15 00:00'],"['1993/10/15 00:00 [pubmed]', '1993/10/15 00:01 [medline]', '1993/10/15 00:00 [entrez]']","['0165-4608(93)90181-K [pii]', '10.1016/0165-4608(93)90181-k [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 15;70(2):125-6. doi: 10.1016/0165-4608(93)90181-k.,,,,,,,,,,,,,,,,,
