PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,TT,PMC,AB,OID
5291054,NLM,MEDLINE,19720511,20041117,0022-1961 (Print) 0022-1961 (Linking),28,5,1971,[Case of myelogenous leukemia complicated with early stomach cancer and gastric ulcer].,982-7,"['Uchida, S', 'Miyamoto, N', 'Murao, H', 'Saito, T']","['Uchida S', 'Miyamoto N', 'Murao H', 'Saito T']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,IM,"['Adenocarcinoma/*complications', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Stomach Neoplasms/*complications', 'Stomach Ulcer/*complications']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Naika. 1971;28(5):982-7.,,,,,,
5290006,NLM,MEDLINE,19720405,20071115,0507-3758 (Print) 0507-3758 (Linking),17,5,1971,[The clinical picture and recognition of giant follicular lymphoblastoma].,85-9,"['Patokova, O S']",['Patokova OS'],['rus'],['Journal Article'],Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['Aged', 'Female', 'Humans', 'Leukemia, Lymphoid/*diagnosis/radiotherapy/surgery', 'Lymphoma, Non-Hodgkin/*diagnosis/radiotherapy/surgery', 'Male', 'Middle Aged']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Vopr Onkol. 1971;17(5):85-9.,,,K klinike i raspoznavaniiu gigantofollikuliarnoi limfoblastomy.,,,
5289998,NLM,MEDLINE,19720405,20200930,0037-9727 (Print) 0037-9727 (Linking),137,4,1971 Sep,The action of leucogenenol on lymphoblastoid cells of normal and neoplastic origin.,1483-5,"['Rice, F A', 'McCurdy, J D']","['Rice FA', 'McCurdy JD']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,IM,"['Cell Line', 'Culture Media', 'Culture Techniques', 'Cyclohexanes/pharmacology', 'Humans', 'Leukemia/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Lymphocytes/drug effects/*metabolism', 'Lymphoma/blood', 'Methods', 'Multiple Myeloma/blood', 'Oxygen Consumption/*drug effects', 'Spiro Compounds/*pharmacology']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1971 Sep;137(4):1483-5. doi: 10.3181/00379727-137-35814.,"['0 (Culture Media)', '0 (Cyclohexanes)', '0 (Spiro Compounds)']",['10.3181/00379727-137-35814 [doi]'],,,,
5289974,NLM,MEDLINE,19720404,20071115,0004-0320 (Print) 0004-0320 (Linking),10,4,1969 Oct-Dec,[Mikulicz' syndrome during the course of chronic lymphatic leukemia. Clinical contribution and pathogenetic considerations].,319-28,"['Marenduzzo, A', 'Rotoli, B', 'Farzati, B']","['Marenduzzo A', 'Rotoli B', 'Farzati B']",['ita'],"['Case Reports', 'Journal Article']",Italy,Arch Stomatol (Napoli),Archivio stomatologico,0372454,,"['Aged', 'Autoimmune Diseases', 'Humans', '*Leukemia, Lymphoid', 'Male', ""*Mikulicz' Disease"", ""*Sjogren's Syndrome""]",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",ppublish,Arch Stomatol (Napoli). 1969 Oct-Dec;10(4):319-28.,,,La sindrome di Mikulicz in corso di leucemia linfatica cronica. Contributo clinico e considerazioni patogenetiche.,,,
5289956,NLM,MEDLINE,19720404,20071115,1013-2058 (Print) 1013-2058 (Linking),60,52,1971 Dec 28,[Progress in the treatment of acute leukemia: status in 1971].,1737-46,"['Jungi, W F', 'Senn, H J']","['Jungi WF', 'Senn HJ']",['ger'],['Journal Article'],Switzerland,Schweiz Rundsch Med Prax,Schweizerische Rundschau fur Medizin Praxis = Revue suisse de medecine Praxis,8403202,IM,"['Acute Disease', 'Antineoplastic Agents/*therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Methods']",1971/12/28 00:00,1971/12/28 00:01,['1971/12/28 00:00'],"['1971/12/28 00:00 [pubmed]', '1971/12/28 00:01 [medline]', '1971/12/28 00:00 [entrez]']",ppublish,Schweiz Rundsch Med Prax. 1971 Dec 28;60(52):1737-46.,['0 (Antineoplastic Agents)'],,Fortschritte in der Behandlung akuter Leukamien: Stand 1971.,,,
5289909,NLM,MEDLINE,19720331,20131121,0029-1420 (Print) 0029-1420 (Linking),86,49,1971,[Acute erythroleukemia in a melphalan-treated patient with cold agglutination syndrome].,1494,"['Stavem, P', 'Harboe, M']","['Stavem P', 'Harboe M']",['nor'],['Journal Article'],Sweden,Nord Med,Nordisk medicin,0401001,IM,"['Blood Protein Disorders/drug therapy', 'Cryoglobulins', 'Cyclophosphamide/adverse effects', 'Humans', 'Leukemia, Erythroblastic, Acute/*chemically induced', 'Leukemia, Myeloid/*chemically induced', 'Melphalan/*adverse effects']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Nord Med. 1971;86(49):1494.,"['0 (Cryoglobulins)', '8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)']",,Akutt erythroleukemi hos melphalan-behandlet pasient med kuldeagglutinasjonssyndrom.,,,
5289856,NLM,MEDLINE,19720330,20041117,0030-1876 (Print) 0030-1876 (Linking),62,11,1969 Nov,Di Guglielmo's disease: its diagnosis and natural history.,525-9,"['Seward, C W']",['Seward CW'],['eng'],['Journal Article'],United States,J Okla State Med Assoc,The Journal of the Oklahoma State Medical Association,7503043,IM,"['Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*diagnosis/genetics/metabolism/pathology', 'Leukemia, Myeloid/diagnosis', 'Male', 'Polycythemia Vera/diagnosis']",1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",ppublish,J Okla State Med Assoc. 1969 Nov;62(11):525-9.,,,,,,
5289827,NLM,MEDLINE,19720327,20161122,0028-8446 (Print) 0028-8446 (Linking),74,471,1971 Sep,Cytosine arabinoside therapy for acute myeloid leukaemia in adults.,153-9,"['Buchanan, J G']",['Buchanan JG'],['eng'],['Journal Article'],New Zealand,N Z Med J,The New Zealand medical journal,0401067,IM,"['Abdomen/drug effects', 'Adolescent', 'Adult', 'Aged', 'Alopecia/chemically induced', 'Bone Marrow Diseases/chemically induced', 'Chemical and Drug Induced Liver Injury', 'Cytarabine/administration & dosage/adverse effects/*therapeutic use', 'Diarrhea/chemically induced', 'Erythrocytes/drug effects', 'Female', 'Fever/chemically induced', 'Humans', 'Infusions, Parenteral', 'Injections, Intravenous', 'Kidney Diseases/chemically induced', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Nausea/chemically induced', 'Ulcer/chemically induced', 'Vomiting/chemically induced']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,N Z Med J. 1971 Sep;74(471):153-9.,['04079A1RDZ (Cytarabine)'],,,,,
5289826,NLM,MEDLINE,19720327,20071115,0025-8458 (Print) 0025-8458 (Linking),66,51,1971 Dec 17,[Observations on 276 acute leukoses. A clinico-statistical review].,1758-64,"['Hartwich, G', 'Weise, W R']","['Hartwich G', 'Weise WR']",['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,IM,"['Adult', 'Age Factors', 'Blood Group Antigens', 'Environment', 'Female', 'Germany, West', 'Humans', 'Leukemia/*epidemiology/etiology/microbiology/mortality', 'Leukemia, Lymphoid/epidemiology', 'Leukemia, Monocytic, Acute/epidemiology', 'Leukemia, Myeloid, Acute/epidemiology', 'Leukemia, Radiation-Induced', 'Male', 'Middle Aged', 'Neoplasms/epidemiology/etiology/microbiology/mortality', 'Prognosis', 'Radioactive Fallout', 'Sampling Studies', 'Seasons', 'Sex Factors', 'Time Factors', 'Viruses/pathogenicity']",1971/12/17 00:00,2000/03/22 09:00,['1971/12/17 00:00'],"['1971/12/17 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1971/12/17 00:00 [entrez]']",ppublish,Med Klin. 1971 Dec 17;66(51):1758-64.,"['0 (Blood Group Antigens)', '0 (Radioactive Fallout)']",,Beobachtungen an 276 akuten Leukosen. Eine klinisch-statistische Ubersicht.,,,
5289825,NLM,MEDLINE,19720327,20190825,0009-2797 (Print) 0009-2797 (Linking),2,3,1970 Oct,Dihydrofolate reductase activity and loss of resistance in an antifolate-resistant subline of leukemia L1210 after discontinuation of treatment.,229-34,"['Schrecker, A W', 'Mead, J A', 'Greenberg, N H', 'Goldin, A']","['Schrecker AW', 'Mead JA', 'Greenberg NH', 'Goldin A']",['eng'],['Journal Article'],Ireland,Chem Biol Interact,Chemico-biological interactions,0227276,IM,"['Animals', 'Cell Line/drug effects/enzymology', 'Drug Resistance', 'Leukemia L1210/*enzymology', 'Male', 'Methotrexate/pharmacology', 'Mice', '*Tetrahydrofolate Dehydrogenase/analysis']",1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,Chem Biol Interact. 1970 Oct;2(3):229-34. doi: 10.1016/0009-2797(70)90025-6.,"['EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'YL5FZ2Y5U1 (Methotrexate)']","['0009-2797(70)90025-6 [pii]', '10.1016/0009-2797(70)90025-6 [doi]']",,,,
5289824,NLM,MEDLINE,19720327,20081121,0001-9496 (Print) 0001-9496 (Linking),25,12,1971 Dec 10,[Etiology and pathognomonic significance of serum lactate dehydrogenase isoenzyme distribution pattern in neoplastic diseases and hemoblastoses. 3. Clinical significance of the serum LDH-type C].,396-410,"['Frohlich, C']",['Frohlich C'],['ger'],['Journal Article'],Germany,Arztl Forsch,Arztliche Forschung,7611907,IM,"['Agar', 'Carcinoma/enzymology', 'Electrophoresis', 'Gels', 'Half-Life', 'Hodgkin Disease/enzymology', 'Humans', 'Isoenzymes', 'L-Lactate Dehydrogenase/*blood', 'Leukemia, Myeloid/enzymology', 'Leukemia, Myeloid, Acute/enzymology', 'Leukocytes/enzymology', 'Lymphatic Diseases/enzymology', 'Lymphoma/enzymology', 'Neoplasms/*enzymology', 'Osteosclerosis/enzymology', 'Plasmacytoma/enzymology', 'Sarcoma/enzymology', 'Tissue Extracts']",1971/12/10 00:00,1971/12/10 00:01,['1971/12/10 00:00'],"['1971/12/10 00:00 [pubmed]', '1971/12/10 00:01 [medline]', '1971/12/10 00:00 [entrez]']",ppublish,Arztl Forsch. 1971 Dec 10;25(12):396-410.,"['0 (Gels)', '0 (Isoenzymes)', '0 (Tissue Extracts)', '9002-18-0 (Agar)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']",,Zur Atiologie und pathognomonischen Bedeutung eines Isoenzymverteilungsmusters der Laktatdehydrogenase im Blutserum bei neoplastischen Frkrankungen und Hamblastosen. 3. Zur klinischen Bedeutung des Serum-LDH-Typs.,,,
5289778,NLM,MEDLINE,19720323,20191210,0032-2938 (Print) 0032-2938 (Linking),10,4,1971,Comparison of the results of combined treatment of acute myeloblastic leukemias with corticosteroids and either imuran or 6-mercaptopurine.,869-75,"['Pawelski, S', 'Maj, S', 'Krzyzanowska-Wozniakows']","['Pawelski S', 'Maj S', 'Krzyzanowska-Wozniakows']",['eng'],"['Comparative Study', 'Journal Article']",Poland,Pol Med J,Polish medical journal,0376721,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Azathioprine/adverse effects/*therapeutic use', 'Female', 'Humans', 'Infections/complications', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Mercaptopurine/adverse effects/*therapeutic use', 'Middle Aged', 'Prednisone/*therapeutic use', 'Remission, Spontaneous']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Pol Med J. 1971;10(4):869-75.,"['E7WED276I5 (Mercaptopurine)', 'MRK240IY2L (Azathioprine)', 'VB0R961HZT (Prednisone)']",,,,,
5289730,NLM,MEDLINE,19720323,20071115,0001-4192 (Print) 0001-4192 (Linking),44,4,1971 Apr,[Action of some animal antithymus heterologous serums on the leukocytes of normal and leukemic subjects (preliminary note)].,183-94,"['Goret, P', 'Salmon, H', 'Toma, B', 'Huguet, C']","['Goret P', 'Salmon H', 'Toma B', 'Huguet C']",['fre'],['Journal Article'],France,Bull Acad Vet Fr,Bulletin de l'Academie veterinaire de France,7503384,IM,"['Animals', 'Antilymphocyte Serum/pharmacology', 'Cattle', 'Cytotoxicity Tests, Immunologic', 'Horses', 'Humans', 'Immune Sera/*pharmacology', 'Immunization Schedule', 'Leukemia, Lymphoid', 'Leukemia, Myeloid', 'Leukemia, Myeloid, Acute', 'Leukocytes/*drug effects', 'Lymphocytes/drug effects', 'Sheep', 'Thymus Gland/*immunology']",1971/04/01 00:00,1971/04/01 00:01,['1971/04/01 00:00'],"['1971/04/01 00:00 [pubmed]', '1971/04/01 00:01 [medline]', '1971/04/01 00:00 [entrez]']",ppublish,Bull Acad Vet Fr. 1971 Apr;44(4):183-94.,"['0 (Antilymphocyte Serum)', '0 (Immune Sera)']",,Action de certains serums heteroloques antithymus animaux sur les leucocytes de sujets normaux et leucemiques (note preliminaire.,,,
5289721,NLM,MEDLINE,19720323,20190616,0077-8923 (Print) 0077-8923 (Linking),186,,1971 Nov 30,Prospects for improved folate antagonists.,514-9,"['Mead, J A']",['Mead JA'],['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Animals', 'Chemical Phenomena', 'Chemistry', 'Drug Stability', 'Folic Acid Antagonists/*therapeutic use', 'Leukemia L1210/drug therapy', 'Methotrexate/administration & dosage', 'Mice', 'Prospective Studies', 'Structure-Activity Relationship']",1971/11/30 00:00,1971/11/30 00:01,['1971/11/30 00:00'],"['1971/11/30 00:00 [pubmed]', '1971/11/30 00:01 [medline]', '1971/11/30 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1971 Nov 30;186:514-9. doi: 10.1111/j.1749-6632.1971.tb31178.x.,"['0 (Folic Acid Antagonists)', 'YL5FZ2Y5U1 (Methotrexate)']",['10.1111/j.1749-6632.1971.tb31178.x [doi]'],,,,
5289713,NLM,MEDLINE,19720322,20191210,0009-9236 (Print) 0009-9236 (Linking),12,6,1971 Nov-Dec,Remission induction of adult acute leukemia with combination chemotherapy.,963-71,"['Rodriguez, V', 'Gutterman, J U', 'Scotti, M J Jr']","['Rodriguez V', 'Gutterman JU', 'Scotti MJ Jr']",['eng'],['Journal Article'],United States,Clin Pharmacol Ther,Clinical pharmacology and therapeutics,0372741,IM,"['Adult', 'Aged', 'Blood Platelet Disorders/therapy', 'Blood Transfusion', 'Bone Marrow/drug effects', 'Bone Marrow Cells', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Drug Combinations/adverse effects/therapeutic use', 'Erythrocytes/drug effects', 'Female', 'Hemorrhage/etiology', 'Humans', 'Infections/etiology', 'Leukemia/complications/*drug therapy/mortality', 'Leukemia, Myeloid/drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Vincristine/therapeutic use']",1971/11/01 00:00,2001/03/28 10:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,Clin Pharmacol Ther. 1971 Nov-Dec;12(6):963-71. doi: 10.1002/cpt1971126963.,"['0 (Drug Combinations)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']","['0009-9236(71)90098-1 [pii]', '10.1002/cpt1971126963 [doi]']",,,,
5289712,NLM,MEDLINE,19720322,20190511,0009-9236 (Print) 0009-9236 (Linking),12,6,1971 Nov-Dec,Clinical pharmacology of 1-beta-d-arabinofuranosyl cytosine.,944-54,"['Ho, D H', 'Frei, E 3rd']","['Ho DH', 'Frei E 3rd']",['eng'],['Journal Article'],United States,Clin Pharmacol Ther,Clinical pharmacology and therapeutics,0372741,IM,"['Administration, Oral', 'Animals', 'Antineoplastic Agents/*pharmacology', 'Arabinose/blood/urine', 'Cytarabine/administration & dosage/blood/metabolism/*pharmacology/urine', 'Erythrocytes/analysis', 'Half-Life', 'Humans', 'Infusions, Parenteral', 'Injections, Intravenous', 'Injections, Spinal', 'Leukemia L1210/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Mice', 'Neoplasm Transplantation', 'Nucleosides/blood/urine', 'Time Factors', 'Tritium', 'Uracil/blood/urine']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,Clin Pharmacol Ther. 1971 Nov-Dec;12(6):944-54. doi: 10.1002/cpt1971126944.,"['0 (Antineoplastic Agents)', '0 (Nucleosides)', '04079A1RDZ (Cytarabine)', '10028-17-8 (Tritium)', '56HH86ZVCT (Uracil)', 'B40ROO395Z (Arabinose)']","['0009-9236(71)90096-8 [pii]', '10.1002/cpt1971126944 [doi]']",,,,
5289696,NLM,MEDLINE,19720320,20190908,0036-553X (Print) 0036-553X (Linking),8,5,1971,Phagocytosis-promoting effect of clofazimine (B 663) in patients with subnormal granulocyte function.,400-4,"['Brandt, L']",['Brandt L'],['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Administration, Oral', 'Aged', 'Chromatin', 'Hematologic Diseases/drug therapy', 'Humans', 'Leprosy/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Leukocytes/*drug effects', 'Male', 'Neutrophils', 'Phagocytosis/*drug effects', 'Phenazines/*pharmacology/therapeutic use', 'Time Factors']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1971;8(5):400-4. doi: 10.1111/j.1600-0609.1971.tb00891.x.,"['0 (Chromatin)', '0 (Phenazines)']",['10.1111/j.1600-0609.1971.tb00891.x [doi]'],,,,
5289695,NLM,MEDLINE,19720320,20190908,0036-553X (Print) 0036-553X (Linking),8,5,1971,Acute erythroleukaemia in a patient treated with melphalan for the cold agglutinin syndrome.,375-9,"['Stavem, P', 'Harboe, M']","['Stavem P', 'Harboe M']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Adult', 'Blood Coagulation', 'Blood Protein Disorders/*drug therapy', 'Blood Protein Electrophoresis', '*Cryoglobulins', 'Humans', 'Immunoglobulin M', 'Leukemia, Erythroblastic, Acute/*chemically induced', 'Male', 'Melphalan/*adverse effects', 'Time Factors']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1971;8(5):375-9. doi: 10.1111/j.1600-0609.1971.tb00887.x.,"['0 (Cryoglobulins)', '0 (Immunoglobulin M)', 'Q41OR9510P (Melphalan)']",['10.1111/j.1600-0609.1971.tb00887.x [doi]'],,,,
5289694,NLM,MEDLINE,19720320,20091111,0024-3477 (Print) 0024-3477 (Linking),92,12,1970 Dec,[Chronic myeloid leukemia with 2 Philadelphia (Ph') chromosomes in bone marrow cells].,1415-23,"['Rolovic, Z', 'Markovic, V', 'Janjic, M', 'Boskovic, D', 'Kalicanin, P', 'Ruvidic, R']","['Rolovic Z', 'Markovic V', 'Janjic M', 'Boskovic D', 'Kalicanin P', 'Ruvidic R']",['hrv'],['Journal Article'],Croatia,Lijec Vjesn,Lijecnicki vjesnik,0074253,IM,"['*Bone Marrow', '*Bone Marrow Cells', '*Chromosome Aberrations', 'Cytogenetics', 'Humans', 'Leukemia, Myeloid/diagnosis/*genetics', 'Lymphocyte Activation', 'Male', 'Middle Aged']",1970/12/01 00:00,1970/12/01 00:01,['1970/12/01 00:00'],"['1970/12/01 00:00 [pubmed]', '1970/12/01 00:01 [medline]', '1970/12/01 00:00 [entrez]']",ppublish,Lijec Vjesn. 1970 Dec;92(12):1415-23.,,,Hronicna mijeloidna leukoza sa dva Philadelphia (Ph') hromozoma u celijama Kostne srzi.,,,
5289686,NLM,MEDLINE,19720320,20190908,0014-2964 (Print) 0014-2964 (Linking),4,5,1968 Oct,[Eleven observations on a precise model of karyotype changes in the course of chronic myeloid leukemia].,481-92,"['De Grouchy, J', 'De Nava, C', 'Feingold, J', 'Bilski-Pasquier, G', 'Bousser, J']","['De Grouchy J', 'De Nava C', 'Feingold J', 'Bilski-Pasquier G', 'Bousser J']",['fre'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,IM,"['Adult', 'Aged', 'Busulfan/therapeutic use', 'Cell Transformation, Neoplastic/pathology', '*Chromosome Aberrations', 'Clone Cells/cytology', 'Female', 'Glyoxylates/therapeutic use', 'Humans', '*Karyotyping', 'Leukemia, Myeloid/blood/drug therapy/*pathology/radiotherapy', 'Male', 'Mercaptopurine/therapeutic use', 'Middle Aged', 'Prednisone/therapeutic use']",1968/10/01 00:00,1968/10/01 00:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '1968/10/01 00:01 [medline]', '1968/10/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1968 Oct;4(5):481-92. doi: 10.1016/0014-2964(68)90004-2.,"['0 (Glyoxylates)', 'E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)', 'VB0R961HZT (Prednisone)']",['10.1016/0014-2964(68)90004-2 [doi]'],Onze observations d'un modele precis d'evolution caryotypique au cours de la leucemie myeloide chronique.,,,
5289665,NLM,MEDLINE,19720320,20190908,0036-553X (Print) 0036-553X (Linking),8,4,1971,Enhancing effect of clofazimine (B663) on the phagocytosis of neutrophilic leucocytes in vitro.,265-9,"['Brandt, L']",['Brandt L'],['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Ethanol', 'Humans', 'Leukemia, Myeloid/blood', 'Neutrophils/*drug effects/metabolism', 'Phagocytosis/*drug effects', 'Phenazines/administration & dosage/metabolism/*pharmacology', 'Suspensions', 'Yeasts']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1971;8(4):265-9. doi: 10.1111/j.1600-0609.1971.tb00874.x.,"['0 (Phenazines)', '0 (Suspensions)', '3K9958V90M (Ethanol)']",['10.1111/j.1600-0609.1971.tb00874.x [doi]'],,,,
5289593,NLM,MEDLINE,19720317,20190708,0020-7136 (Print) 0020-7136 (Linking),8,2,1971 Sep 15,Methylcholanthrene-induced neoplasms in germ-free RFM mice.,338-43,"['Walburg, H E Jr', 'Cosgrove, G E']","['Walburg HE Jr', 'Cosgrove GE']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,IM,"['Administration, Oral', 'Animals', 'Carcinoma, Squamous Cell/chemically induced', 'Cell Transformation, Neoplastic/*drug effects', '*Croton Oil/administration & dosage', 'Cystadenoma/chemically induced', 'Female', 'Follow-Up Studies', '*Germ-Free Life', 'Leukemia, Experimental/chemically induced', 'Leukemia, Lymphoid/*chemically induced', 'Leukemia, Myeloid/*chemically induced/pathology', 'Lung Neoplasms/chemically induced', 'Lymphoma/*chemically induced', 'Male', '*Methylcholanthrene/administration & dosage', 'Mice', 'Neoplasms, Experimental/chemically induced', 'Papilloma/chemically induced', 'Skin Neoplasms/chemically induced', 'Stomach Neoplasms/chemically induced', 'Thymus Neoplasms/*chemically induced']",1971/09/15 00:00,2001/03/28 10:01,['1971/09/15 00:00'],"['1971/09/15 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1971/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1971 Sep 15;8(2):338-43. doi: 10.1002/ijc.2910080220.,"['56-49-5 (Methylcholanthrene)', '8001-28-3 (Croton Oil)']",['10.1002/ijc.2910080220 [doi]'],,,,
5289583,NLM,MEDLINE,19720316,20190618,0036-8075 (Print) 0036-8075 (Linking),174,4014,1971 Dec 10,Detection of an antigen associated with acute leukemia.,1136-7,"['Mann, D L', 'Rogentine, G N', 'Halterman, R', 'Leventhal, B']","['Mann DL', 'Rogentine GN', 'Halterman R', 'Leventhal B']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', 'Antigen-Antibody Reactions', 'Antigens/*analysis', 'Antigens, Neoplasm/analysis', 'Autoradiography', 'Bone Marrow/immunology', 'Bone Marrow Cells', 'Burkitt Lymphoma/immunology', 'Chromium Isotopes', 'Cytotoxicity Tests, Immunologic', 'Humans', 'Immune Sera', 'Lectins/pharmacology', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocytes/*immunology', 'Rabbits']",1971/12/10 00:00,1971/12/10 00:01,['1971/12/10 00:00'],"['1971/12/10 00:00 [pubmed]', '1971/12/10 00:01 [medline]', '1971/12/10 00:00 [entrez]']",ppublish,Science. 1971 Dec 10;174(4014):1136-7. doi: 10.1126/science.174.4014.1136.,"['0 (Antigens)', '0 (Antigens, Neoplasm)', '0 (Chromium Isotopes)', '0 (Immune Sera)', '0 (Lectins)']",['10.1126/science.174.4014.1136 [doi]'],,,"Antiserums to a purified cell membrane component from a Burkitt's lymphoma tissue culture cell line were produced in rabbits. These antiserums were cytotoxic to peripheral white blood cells from 8 of 15 patients with acute leukemia and 5 of 41 relatives, but not to peripheral white blood cells from leukemia patients in clinical remission or from normal individuals. These antiserums appear to be detecting an acute leukemia associated antigen or antigens.",
