PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB
4530626,NLM,MEDLINE,19750218,20190626,0002-9343 (Print) 0002-9343 (Linking),57,6,1974 Dec,"Subacute myelomonocytic leukemia. Clinical, morphologic and ultrastructural studies of 10 cases.",853-61,"['Sexauer, J', 'Kass, L', 'Schnitzer, B']","['Sexauer J', 'Kass L', 'Schnitzer B']",['eng'],['Journal Article'],,United States,Am J Med,The American journal of medicine,0267200,['0 (Hemoglobins)'],IM,"['Adult', 'Aged', 'Blood Cell Count', 'Blood Platelets/pathology', 'Body Weight', 'Bone Marrow/ultrastructure', 'Bone Marrow Cells', 'Cell Line', 'Cell Nucleus', 'Erythrocyte Count', 'Fatigue/etiology', 'Female', 'Hematocrit', 'Hemoglobins/analysis', 'Hemorrhage/etiology', 'Hepatomegaly/etiology', 'Humans', 'Leukemia, Myeloid/blood/complications/diagnosis/*pathology', 'Leukocyte Count', 'Male', 'Megakaryocytes/ultrastructure', 'Microscopy, Electron', 'Middle Aged', 'Monocytes/ultrastructure', 'Palpation', 'Physical Examination', 'Splenomegaly/etiology']",1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Am J Med. 1974 Dec;57(6):853-61. doi: 10.1016/0002-9343(74)90161-2.,"['0002-9343(74)90161-2 [pii]', '10.1016/0002-9343(74)90161-2 [doi]']",,
4530625,NLM,MEDLINE,19750218,20190511,0002-9173 (Print) 0002-9173 (Linking),62,6,1974 Dec,Lymphocyte surface markers in acute lymphocytic leukemia.,818-22,"['Davey, F R', 'Gottlieb, A J']","['Davey FR', 'Gottlieb AJ']",['eng'],['Journal Article'],,England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (Immunoglobulin Fragments)', '0 (Immunoglobulins)']",IM,"['Adolescent', 'Adult', 'Animals', 'Bone Marrow/immunology', 'Bone Marrow Cells', 'Cell Membrane/immunology', 'Child', 'Child, Preschool', 'Erythrocytes/immunology', 'Humans', 'Immune Adherence Reaction', 'Immunoglobulin Fragments', 'Immunoglobulins', 'Infant', 'Leukemia, Lymphoid/blood/*immunology', 'Lymphocytes/*immunology', 'Sheep']",1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1974 Dec;62(6):818-22. doi: 10.1093/ajcp/62.6.818.,['10.1093/ajcp/62.6.818 [doi]'],,
4530611,NLM,MEDLINE,19750131,20190812,0001-6101 (Print) 0001-6101 (Linking),196,4,1974 Oct,The vagaries of erythroleukaemia.,245-53,"['Karle, H', 'Killmann, S A', 'Jensen, M K', 'Nielsen, J B']","['Karle H', 'Killmann SA', 'Jensen MK', 'Nielsen JB']",['eng'],['Journal Article'],,Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,"['0 (Transferrin)', '935E97BOY8 (Folic Acid)', 'E1UOL152H7 (Iron)', 'P6YC3EG204 (Vitamin B 12)', 'RFM9X3LJ49 (Bilirubin)']",IM,"['Adolescent', 'Adult', 'Aged', 'Bilirubin/blood', 'Blood Platelets', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Female', 'Folic Acid/blood', 'Humans', 'Iron/blood', '*Leukemia, Erythroblastic, Acute/blood/etiology/genetics/mortality/pathology', 'Leukemia, Myeloid/complications', 'Leukocytes', 'Male', 'Megaloblasts', 'Middle Aged', 'Polycythemia Vera/complications', 'Reticulocytes', 'Transferrin', 'Vitamin B 12/blood']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Acta Med Scand. 1974 Oct;196(4):245-53. doi: 10.1111/j.0954-6820.1974.tb01005.x.,['10.1111/j.0954-6820.1974.tb01005.x [doi]'],,
4530603,NLM,MEDLINE,19750127,20190820,0001-656X (Print) 0001-656X (Linking),63,6,1974 Nov,Chlorhexidine treatment of oral candidiasis in seriously diseased children.,809-11,"['Langslet, A', 'Olsen, I', 'Lie, S O', 'Lokken, P']","['Langslet A', 'Olsen I', 'Lie SO', 'Lokken P']",['eng'],['Journal Article'],,Sweden,Acta Paediatr Scand,Acta paediatrica Scandinavica,0000211,['0 (Biguanides)'],IM,"['Administration, Topical', 'Adolescent', 'Biguanides/administration & dosage/*therapeutic use', 'Candidiasis, Oral/complications/*drug therapy', 'Child', 'Child, Preschool', 'Chronic Disease', 'Female', 'Hepatitis/complications', 'Humans', 'Hypoparathyroidism/complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid, Acute/complications', 'Male', 'Meningoencephalitis/complications', ""Wissler's Syndrome/complications""]",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",ppublish,Acta Paediatr Scand. 1974 Nov;63(6):809-11. doi: 10.1111/j.1651-2227.1974.tb04868.x.,['10.1111/j.1651-2227.1974.tb04868.x [doi]'],,
4530546,NLM,MEDLINE,19750128,20081121,0049-6804 (Print) 0049-6804 (Linking),0,9,1974 Sep,[Histogenesis of myeloid infiltrates in the lymph nodes in myeloblastic leukemia].,11-4,"['Logoida, D M']",['Logoida DM'],['rus'],"['English Abstract', 'Journal Article']",O gistogeneze mieloidnykh infil'tratov v limfaticheskikh uzlakh pri ostrom mieloleikoze,Ukraine,Vrach Delo,Vrachebnoe delo,0413607,,IM,"['Adolescent', 'Adult', 'Aged', 'Autopsy', 'Child', 'Humans', 'Leukemia, Myeloid, Acute/blood/complications/*pathology', 'Leukocyte Count', 'Lymph Nodes/*pathology', 'Middle Aged', 'Primary Myelofibrosis/etiology/*pathology']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Vrach Delo. 1974 Sep;0(9):11-4.,,,
4530543,NLM,MEDLINE,19750218,20170214,0300-9858 (Print) 0300-9858 (Linking),11,1,1974,Acute myelomonocytic leukemia in a dog.,79-86,"['Barthel, C H']",['Barthel CH'],['eng'],['Journal Article'],,United States,Vet Pathol,Veterinary pathology,0312020,,IM,"['Acute Disease', 'Animals', 'Dog Diseases/blood/*pathology', 'Dogs', 'Female', 'Intestine, Small/pathology', 'Kidney/pathology', 'Leukemia, Myeloid/blood/pathology/*veterinary', 'Liver/pathology', 'Lung/pathology', 'Lymph Nodes/pathology', 'Palatine Tonsil/pathology', 'Spleen/pathology', 'Stomach/pathology', 'Thymus Gland/pathology', 'Urinary Bladder/pathology']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Vet Pathol. 1974;11(1):79-86. doi: 10.1177/030098587401100109.,['10.1177/030098587401100109 [doi]'],,
4530487,NLM,MEDLINE,19750206,20190727,0040-8727 (Print) 0040-8727 (Linking),114,1,1974 Sep,Lysozyme activity in hematologic and non-hematologic disorders with special reference to reactive monocytosis associated with chronic infections and inflammatory reactions.,15-26,"['Ota, H', 'Yasuma, A']","['Ota H', 'Yasuma A']",['eng'],['Journal Article'],,Japan,Tohoku J Exp Med,The Tohoku journal of experimental medicine,0417355,['EC 3.2.1.17 (Muramidase)'],IM,"['Aged', 'Female', 'Hepatomegaly/complications', 'Humans', 'Leukemia/enzymology', 'Leukemia, Myeloid/*enzymology', 'Leukocyte Count', 'Male', 'Middle Aged', '*Monocytes', 'Muramidase/*metabolism', 'Sarcoidosis/enzymology', 'Splenomegaly/complications', 'Tuberculosis, Miliary/complications/*enzymology', 'Tuberculosis, Pulmonary/enzymology']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Tohoku J Exp Med. 1974 Sep;114(1):15-26. doi: 10.1620/tjem.114.15.,['10.1620/tjem.114.15 [doi]'],,
4530474,NLM,MEDLINE,19750201,20071115,0038-5077 (Print) 0038-5077 (Linking),,10,1974 Oct,[Radiotherapy of extramedullary foci of leukemic infiltration in acute leukosis].,15-20,"[""Vorob'ev, A I"", 'Brilliant, M D', 'Korobchenko, Z A']","[""Vorob'ev AI"", 'Brilliant MD', 'Korobchenko ZA']",['rus'],"['English Abstract', 'Journal Article']",Luchevnaia terapiia vnekostnomozgovykh ochagov leikemicheskoi infil'tratsii pri ostrom leikoze,Russia (Federation),Sov Med,Sovetskaia meditsina,0404525,,IM,"['Acute Disease', 'Adolescent', 'Female', 'Humans', 'Leukemia, Lymphoid/*radiotherapy', 'Leukemia, Myeloid, Acute/*radiotherapy', 'Male']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Sov Med. 1974 Oct;(10):15-20.,,,
4530384,NLM,MEDLINE,19750218,20091111,0034-7310 (Print) 0034-7310 (Linking),7,4,1974 Jul-Aug,[Chronic myeloid leukaemia in children: presentation of four cases (author's transl)].,407-13,"['Ferraz, C N', 'Pasqualin, R', 'Iazetti, A V', 'da Silva, M P']","['Ferraz CN', 'Pasqualin R', 'Iazetti AV', 'da Silva MP']",['por'],"['Comparative Study', 'English Abstract', 'Journal Article']",Leucemia mieloide chronica da infancia: apresentacao de quatro casos,Brazil,Rev Bras Pesqui Med Biol,Revista brasileira de pesquisas medicas e biologicas,0140423,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Child', 'Female', 'Humans', 'Infant', '*Leukemia, Myeloid', 'Male']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Rev Bras Pesqui Med Biol. 1974 Jul-Aug;7(4):407-13.,,,
4530336,NLM,MEDLINE,19750203,20181113,0035-9157 (Print) 0035-9157 (Linking),67,10,1974 Oct,Neurological involvement in the lymphomas and leukemias. Radiotherapy.,985,"['Freeman, J E']",['Freeman JE'],['eng'],['Journal Article'],,England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,,IM,"['Age Factors', 'Anorexia Nervosa/etiology', 'Brain/growth & development/*radiation effects', 'Humans', 'Leukemia, Lymphoid/cerebrospinal fluid/*radiotherapy', 'Myelin Sheath/metabolism/radiation effects', 'Neurologic Manifestations', '*Radiation Effects', 'Somnambulism/etiology']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1974 Oct;67(10):985.,,PMC1646090,
4530335,NLM,MEDLINE,19750203,20181113,0035-9157 (Print) 0035-9157 (Linking),67,10,1974 Oct,Neurological involvement in the lymphomas and leukemias. Radiotherapy.,981-5,"['Jones, A']",['Jones A'],['eng'],['Journal Article'],,England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,,IM,"['Animals', 'Hodgkin Disease/radiotherapy', 'Humans', 'Leukemia/complications/*radiotherapy/surgery', 'Leukemia, Lymphoid/cerebrospinal fluid/radiotherapy', 'Lymphoma/complications/*radiotherapy/surgery', 'Meninges', 'Neoplastic Cells, Circulating', 'Radiation Effects', 'Radiotherapy Dosage', 'Rats', 'Remission, Spontaneous', 'Spinal Cord/radiation effects', 'Spinal Cord Compression/etiology', 'Spinal Cord Diseases/etiology']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1974 Oct;67(10):981-5.,,PMC1646059,
4530334,NLM,MEDLINE,19750203,20161123,0035-9157 (Print) 0035-9157 (Linking),67,10,1974 Oct,"Neurological involvement in the lymphomas and leukaemias. Prophylaxis, diagnosis and chemotherapy.",981,"['Wrigley, P R']",['Wrigley PR'],['eng'],['Journal Article'],,England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['04079A1RDZ (Cytarabine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Cytarabine/administration & dosage/therapeutic use', 'Drug Therapy, Combination', 'Humans', '*Leukemia, Lymphoid/cerebrospinal fluid/diagnostic imaging/drug therapy', 'Methotrexate/administration & dosage/therapeutic use', 'Neurologic Manifestations', 'Radiography']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1974 Oct;67(10):981.,,PMC1646088,
4530318,NLM,MEDLINE,19750125,20190501,0027-8424 (Print) 0027-8424 (Linking),71,9,1974 Sep,Different blocks in the differentiation of myeloid leukemic cells.,3507-11,"['Lotem, J', 'Sachs, L']","['Lotem J', 'Sachs L']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Endotoxins)', '0 (Immunoglobulins)', '04079A1RDZ (Cytarabine)', '1CC1JFE158 (Dactinomycin)', '56HH86ZVCT (Uracil)', '9007-36-7 (Complement System Proteins)', '9PHQ9Y1OLM (Prednisolone)']",IM,"['Animals', '*Binding Sites, Antibody', 'Blood', '*Cell Differentiation', 'Cell Membrane/drug effects', 'Cells, Cultured', 'Complement System Proteins', 'Cytarabine/pharmacology', 'Dactinomycin/pharmacology', 'Endotoxins', 'Erythrocytes/immunology', 'Granulocytes/*immunology', 'Immune Adherence Reaction', 'Immunoglobulins', 'Leukemia, Experimental/immunology', 'Leukemia, Myeloid/*immunology', 'Leukocytes/*immunology', 'Macrophages/*immunology', 'Mice', 'Prednisolone/pharmacology', 'Sheep/immunology', 'Uracil/analogs & derivatives/pharmacology']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1974 Sep;71(9):3507-11. doi: 10.1073/pnas.71.9.3507.,['10.1073/pnas.71.9.3507 [doi]'],PMC433803,"Some clones of mouse myeloid leukemic cells (D(+)) can be induced to undergo cell differentiation to mature macrophages and granulocytes, and other clones (D(-)) could not be induced to differentiate to mature cells. Normal mature macrophages and granulocytes have surface receptors that form rosettes with erythrocytes coated with specific immunoglobulin or immunoglobulin-complement. The D(+) clones were induced to form receptors by prednisolone, cytosine-arabinoside, 5-iododeoxyuridine, actinomycin D, or serum from mice injected with endotoxin. All these compounds thus induced a common change in the cell surface membrane. The induction of receptors required protein synthesis, and receptors were formed before the appearance of mature cells. There were two types of D(-) clones. One type was induced by these compounds to form receptors, although with a lower inducibility than D(+) clones; in the other type there was no induction of receptors. The results indicate that there are different blocks in the differentiation of myeloid leukemic cells. Some leukemic cells (IR(+)D(+)) can be induced to form receptors and to differentiate to mature cells; others (IR(+)D(-)) can form receptors but not mature cells; and a third type (IR(-)D(-)) could not be induced to form receptors or mature cells."
4530299,NLM,MEDLINE,19750206,20190501,0027-8424 (Print) 0027-8424 (Linking),71,10,1974 Oct,Cholesterol as a bioregulator in the development and inhibition of leukemia.,4229-31,"['Inbar, M', 'Shinitzky, M']","['Inbar M', 'Shinitzky M']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,['97C5T2UQ7J (Cholesterol)'],IM,"['Cell Membrane/metabolism', 'Cholesterol/blood/*metabolism', 'Leukemia/blood/*metabolism/pathology', 'Leukocytes/pathology/ultrastructure', 'Lymphocytes/metabolism', 'Viscosity']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1974 Oct;71(10):4229-31. doi: 10.1073/pnas.71.10.4229.,['10.1073/pnas.71.10.4229 [doi]'],PMC434364,"Leukemia in mice and humans is accompanied by a marked deficiency of unesterified cholesterol in the surface membrane of leukemic cells as compared to normal leukocytes. This deficiency induces a significant reduction in their membrane microviscosity. Since cholesterol in the cell surface membrane is exchangeable with cholesterol in the serum lipoproteins, concomitant to the cellular deficiency of cholesterol, the average level of cholesterol in the blood serum of leukemic patients is substantially below the average normal level. Based on these observations and the effect of membrane microviscosity on biological functions, a working hypothesis that describes the role of cholesterol in the development and inhibition of leukemia is suggested. This hypothesis can also account for the effect of cholesterol and membrane microviscosity on various other cellular activities of leukocytes."
4530262,NLM,MEDLINE,19750206,20081121,0552-2080 (Print) 0552-2080 (Linking),19,10,1974 Oct,[Classification of acute leukemias with consideration of possible mechanisms of their development].,50-3,"['Svirnovskii, A I']",['Svirnovskii AI'],['rus'],['Journal Article'],O klassifikatsii ostrykh leikozov s uchetom vozmozhnykh mekhanizmov ikh razvitiia,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Acute Disease', 'Humans', 'Leukemia/*classification/pathology', 'Leukemia, Lymphoid/classification', 'Leukemia, Monocytic, Acute/classification', 'Leukemia, Myeloid, Acute/classification', 'Lymphatic Diseases/classification']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1974 Oct;19(10):50-3.,,,
4530261,NLM,MEDLINE,19750206,20071115,0552-2080 (Print) 0552-2080 (Linking),19,10,1974 Oct,[Disputable problems of the classification of leukemias].,37-44,"['Fainshtein, F E', 'Khokhlova, M P', 'Kozinets, G I']","['Fainshtein FE', 'Khokhlova MP', 'Kozinets GI']",['rus'],"['English Abstract', 'Journal Article']",Spornye voprosy klassifikatsii leikozov,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Acute Disease', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Chronic Disease', 'Hematopoiesis', 'Humans', 'Leukemia/blood/*classification', 'Leukemia, Lymphoid/blood', 'Leukemia, Monocytic, Acute/blood', 'Leukemia, Myeloid, Acute/blood', 'Microscopy, Electron']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1974 Oct;19(10):37-44.,,,
4530260,NLM,MEDLINE,19750215,20131121,0301-1518 (Print) 0301-1518 (Linking),3,32,1974 Sep 28,[Letter: Hyperuricemia in hematological pathology. Therapy and prevention using urate oxidase].,2026,"['Oberling, F', 'Lang, J M']","['Oberling F', 'Lang JM']",['fre'],['Journal Article'],Lettre: Les hyperuricemies en pathologie hematologique. Traitement et prophylaxie par l'urate oxydase,France,Nouv Presse Med,La Nouvelle presse medicale,0312552,"['268B43MJ25 (Uric Acid)', 'EC 1.7.3.3 (Urate Oxidase)']",IM,"['Adolescent', 'Female', 'Humans', 'Kidney Diseases/prevention & control', 'Kidney Function Tests', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid/diagnosis', 'Multiple Myeloma/*drug therapy', 'Urate Oxidase/*therapeutic use', 'Uric Acid/*blood/urine']",1974/09/28 00:00,1974/09/28 00:01,['1974/09/28 00:00'],"['1974/09/28 00:00 [pubmed]', '1974/09/28 00:01 [medline]', '1974/09/28 00:00 [entrez]']",ppublish,Nouv Presse Med. 1974 Sep 28;3(32):2026.,,,
4530199,NLM,MEDLINE,19750218,20071115,0028-8446 (Print) 0028-8446 (Linking),80,523,1974 Sep 11,DNA Repair: a molecular process of medical relevance.,210-5,"['Wilkins, R J']",['Wilkins RJ'],['eng'],['Journal Article'],,New Zealand,N Z Med J,The New Zealand medical journal,0401067,"['0 (DNA, Bacterial)', '9007-49-2 (DNA)']",IM,"['Aging', 'Bacteria/drug effects', 'DNA/radiation effects', '*DNA Repair', 'DNA, Bacterial/radiation effects', 'Humans', 'Leukemia, Lymphoid/genetics', 'Mutation', 'Neoplasms/diagnosis/therapy', 'Neoplasms, Radiation-Induced', 'Progeria/genetics', 'Radiation Effects', 'Skin Neoplasms/etiology', 'Ultraviolet Rays', 'Xeroderma Pigmentosum/genetics']",1974/09/11 00:00,1974/09/11 00:01,['1974/09/11 00:00'],"['1974/09/11 00:00 [pubmed]', '1974/09/11 00:01 [medline]', '1974/09/11 00:00 [entrez]']",ppublish,N Z Med J. 1974 Sep 11;80(523):210-5.,,,
4530194,NLM,MEDLINE,19750204,20190818,0360-4039 (Print) 0360-4039 (Linking),4,10,1974 Oct,Johnny is my most difficult--and dearest--patient.,68-70,"['Bloomfield, K J']",['Bloomfield KJ'],['eng'],['Journal Article'],,United States,Nursing,Nursing,7600137,,,"['Child, Preschool', 'Humans', 'Leukemia, Lymphoid/*nursing', 'Male', '*Mother-Child Relations', '*Nurse-Patient Relations']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Nursing. 1974 Oct;4(10):68-70. doi: 10.1097/00152193-197410000-00014.,['10.1097/00152193-197410000-00014 [doi]'],,
4530162,NLM,MEDLINE,19750215,20071115,0028-2162 (Print) 0028-2162 (Linking),118,45,1974 Nov 9,[Simultaneous occurrence of acute myelocytic and chronic lymphocytic leukemia].,1702-5,"['van Hove, W', 'de Baere, H', 'Hamers, J']","['van Hove W', 'de Baere H', 'Hamers J']",['dut'],"['Case Reports', 'English Abstract', 'Journal Article']",Gelijktijdig voorkomen van acute myelocytaire en chronische lymfocytaire leukemia,Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,,IM,"['Aged', 'Bone Marrow Cells', 'Humans', 'Leukemia, Lymphoid/blood/*complications', 'Leukemia, Myeloid, Acute/blood/*complications', 'Male']",1974/11/09 00:00,1974/11/09 00:01,['1974/11/09 00:00'],"['1974/11/09 00:00 [pubmed]', '1974/11/09 00:01 [medline]', '1974/11/09 00:00 [entrez]']",ppublish,Ned Tijdschr Geneeskd. 1974 Nov 9;118(45):1702-5.,,,
