PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC
1030051,NLM,MEDLINE,19771028,20041117,0070-4067 (Print) 0070-4067 (Linking),82 Pt 2,,1976,[Additional experiences in the treatment of acute leukemias in the sterile laminar down-flow tents and in single rooms].,1574-5,,"['Beyer, J H', 'Schmidt, C G', 'Linzenmeier, G', 'Hantschke, D']","['Beyer JH', 'Schmidt CG', 'Linzenmeier G', 'Hantschke D']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Acute Disease', 'Humans', 'Leukemia/*therapy', '*Patient Isolation', 'Patient Isolators', '*Sterilization']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Verh Dtsch Ges Inn Med. 1976;82 Pt 2:1574-5.,Weitere Erfahrungen bei der Behandlung akuter Leukamien in sterilen Laminar down flow-Zelten und in Einzelzimmern.,,
1030050,NLM,MEDLINE,19771028,20041117,0070-4067 (Print) 0070-4067 (Linking),82 Pt 2,,1976,[Proliferation kinetics of blasts from the peripheral blood of patients with acute leukemia cultured in diffusion-chambers].,1571-3,,"['Schmucker, H', 'Hoelzer, D', 'Kurrle, E', 'Harriss, E B']","['Schmucker H', 'Hoelzer D', 'Kurrle E', 'Harriss EB']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Acute Disease', 'Blood Cells/*physiology', 'Cell Division', 'Cells, Cultured', 'Humans', 'Leukemia/blood/*physiopathology', 'Mitosis']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Verh Dtsch Ges Inn Med. 1976;82 Pt 2:1571-3.,Proliferationskinetik der Blasten aus peripherem Blut von Patienten mit akuter Leukamie kultiviert in Diffusionskammern.,,
1030049,NLM,MEDLINE,19771028,20081121,0070-4067 (Print) 0070-4067 (Linking),82 Pt 2,,1976,[Dual nature of leukemic cells in hairy-cell leukemia].,1569-71,,"['Rieber, E P', 'Linke, R P', 'Saal, J G', 'Hanel, M', 'Riethmuller, G', 'von Heyden, H W', 'Waller, H D']","['Rieber EP', 'Linke RP', 'Saal JG', 'Hanel M', 'Riethmuller G', 'von Heyden HW', 'Waller HD']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Cell Nucleus', 'Humans', 'Immunoglobulins/isolation & purification', 'Leukemia/immunology/*pathology', 'Lymphatic Diseases/immunology/*pathology', 'Phagocytosis']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Verh Dtsch Ges Inn Med. 1976;82 Pt 2:1569-71.,Die Zwitternatur der leukamischen Zellen bei der Haarzell-Leukamie.,['0 (Immunoglobulins)'],
1029663,NLM,MEDLINE,19771014,20191028,0304-3568 (Print) 0304-3568 (Linking),44,3-6,1976,On the nature of tumour-specific transplantation-type antigens.,184-97,,"['Alexander, P']",['Alexander P'],['eng'],['Journal Article'],Switzerland,Exp Cell Biol,Experimental cell biology,7701827,IM,"['Animals', 'Antibodies, Neoplasm/biosynthesis', '*Antigens, Neoplasm', 'Antigens, Viral', 'Cell Line', 'Cell Membrane/immunology', '*Cell Transformation, Neoplastic', 'Cross Reactions', 'Genes', '*Histocompatibility Antigens', 'Leukemia/immunology', 'Neoplasm Metastasis', '*Neoplasm Transplantation', 'Neoplasms/chemically induced/*immunology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1159/000163111 [doi]'],ppublish,Exp Cell Biol. 1976;44(3-6):184-97. doi: 10.1159/000163111.,,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', '0 (Antigens, Viral)', '0 (Histocompatibility Antigens)']",
1029509,NLM,MEDLINE,19771014,20081008,0365-9615 (Print) 0365-9615 (Linking),82,10,1976 Oct,[Intensification of cellular immune response by immunization of mice with the cells preincubated in interferon].,1230-2,"Mice F1(CBA X C57BL/6) were immunized intraperitoneally with a single injection of L-1210 cells preincubated in interferon or control ""false"" preparation. CBA mice were injected with MX-11 cells: similarly treated according to the same scheme. Injection of interferon-treated cells was accompanied by the enhancement of the cellular immune response. The greatest cytotoxic activity was possessed by the lymphocytes of mice to which M-11 cells were administered together with interferon in which the cells were formerly incubated.","['Skurkovich, S V', ""Ol'shanskaia, N V"", 'Eremkina, E I']","['Skurkovich SV', ""Ol'shanskaia NV"", 'Eremkina EI']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,IM,"['Animals', 'Culture Media', 'Culture Techniques', 'Cytotoxicity Tests, Immunologic', 'Female', '*Immunity, Cellular', 'Immunization', 'Interferons/*pharmacology', 'Leukemia L1210/immunology/pathology', 'Lymphocytes/*immunology', 'Male', 'Mice', 'Neoplasms, Experimental/immunology/pathology']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",,ppublish,Biull Eksp Biol Med. 1976 Oct;82(10):1230-2.,"Usilenie kletochnogo immunnogo otveta pri immunizatsii myshei kletkami, predvaritel'no inkubirovannymi v interferone.","['0 (Culture Media)', '9008-11-1 (Interferons)']",
1029249,NLM,MEDLINE,19770917,20181217,0070-4067 (Print) 0070-4067 (Linking),82 Pt 1,,1976,[Diagnostic and therapeutic decisions in metabolic/toxic neurogenic leading symptoms of internal diseases].,556-66,,"['Bernhardt, W']",['Bernhardt W'],['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Adult', 'Amyotrophic Lateral Sclerosis/complications', 'Creatine/urine', 'Female', 'Galactose/metabolism', 'Humans', 'Insulin/metabolism', 'Insulin Secretion', 'Intestinal Absorption', 'Leukemia/*diagnosis', 'Male', 'Melanoma/diagnosis', 'Middle Aged', 'Muscular Atrophy/*diagnosis', 'Neurologic Manifestations', 'Porphyrias/diagnosis', 'Spinal Cord Diseases/*metabolism']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Verh Dtsch Ges Inn Med. 1976;82 Pt 1:556-66.,Diagnostische und therapeutische Entscheidungen bei metabolisch/toxisch entstandenen neurogenen Leitsymptomen innerer Krankheiten.,"['0 (Insulin)', 'MU72812GK0 (Creatine)', 'X2RN3Q8DNE (Galactose)']",
1027685,NLM,MEDLINE,19770812,20191028,0018-5809 (Print) 0018-5809 (Linking),11,2,1976 Feb,Pseudomonas in the hospital.,63-70,,"['Farmer, J J 3rd']",['Farmer JJ 3rd'],['eng'],['Journal Article'],United States,Hosp Pract,Hospital practice,0074404,IM,"['Bacteriophages', 'Burns/microbiology', '*Cross Infection/diagnosis/transmission', 'Disease Outbreaks', 'Hospitals', 'Humans', 'Infant, Newborn', 'Infant, Newborn, Diseases/transmission', 'Leukemia/microbiology', 'Lymphoma/microbiology', 'Pseudomonas/isolation & purification', '*Pseudomonas Infections/diagnosis/transmission', 'Pyocins']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",['10.1080/21548331.1976.11706501 [doi]'],ppublish,Hosp Pract. 1976 Feb;11(2):63-70. doi: 10.1080/21548331.1976.11706501.,,['0 (Pyocins)'],
1027545,NLM,MEDLINE,19770902,20131121,0011-4529 (Print) 0011-4529 (Linking),16,63-64,1976,RNA synthesis in nuclei of rat liver and of human lymphocytes.,151-61,"Physico-chemical properties and RNA synthesis in the rat liver and human lymphocytes have been compared in a nuclear system in vitro. Human lymphocytes were isolated from blood of healthy donors and of chronic lymphocytic leukaemia patients. The isolated nuclei served as the source of polymerase and template DNA. 3H-CTP was incorporated into the acid insoluble fraction linearly for 60 min. The nuclei of lymphocytes contained small amounts of RNA and protein, and the isolation procedure was complicated. Rat liver nuclei seem to be less prone to clumping at high pH values and may incorporate much more 3H-CTP. The nuclear synthesis was compared with incorporation of 3H-rU and 32P-orthophosphate into nuclear RNA of intact lymphocytes. Normal cells easily incorporated 32-P, and in contrast leukaemic cells incorporated 3H-rU to a greater extent.","['Wojcierowski, J', 'Antosz, H', 'Halliop, J']","['Wojcierowski J', 'Antosz H', 'Halliop J']",['eng'],"['Comparative Study', 'Journal Article']",England,Cytobios,Cytobios,0207227,IM,"['Animals', 'Cell Nucleus/*metabolism/ultrastructure', 'Cell-Free System', 'Dactinomycin/pharmacology', 'Leukemia, Lymphoid/blood', 'Liver/*ultrastructure', 'Lymphocytes/metabolism/*ultrastructure', 'RNA/*biosynthesis', 'RNA, Neoplasm/biosynthesis', 'Rats', 'Rifampin/pharmacology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Cytobios. 1976;16(63-64):151-61.,,"['0 (RNA, Neoplasm)', '1CC1JFE158 (Dactinomycin)', '63231-63-0 (RNA)', 'VJT6J7R4TR (Rifampin)']",
1027161,NLM,MEDLINE,19770729,20151119,0041-3771 (Print) 0041-3771 (Linking),18,6,1976,[Characteristics of DNA replication of the chromosomes of the bone marrow cells in patients with acute leukemia].,718-24,"A study of the late DNA replication pattern in chromosomes of human acute leucaemia cells revealed a significant diffrence from control. Chromosomes, 2,3 and 4-5 of the acute leucaemia cells finish their DNA replication earlier, and chromosomes 1, 13-15 and 16 later, compared to the control chromosomes. The difference in the pattern of DNA replication between analogous chromosomes of acute leucaemia and donor cells was associated with the discovery of large late-replicating chromatin blocks in the pericentromeric regions of leucaemia cell chromosomes. Some relationship is suggested between the pattern of pericentromeric heterochromatin DNA replication and cell differentiation.","['Mamaev, N N', 'Gerchak, D', 'Mamaeva, S E', ""Afanas'ev, B V"", 'Gaponov, G G']","['Mamaev NN', 'Gerchak D', 'Mamaeva SE', ""Afanas'ev BV"", 'Gaponov GG']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Tsitologiia,Tsitologiia,0417363,IM,"['Acute Disease', 'Autoradiography', 'Bone Marrow/*pathology', '*Bone Marrow Cells', 'Cell Differentiation', 'Chromosomes, Human, 1-3/*metabolism', 'Chromosomes, Human, 13-15/*metabolism', 'Chromosomes, Human, 16-18/*metabolism', 'Chromosomes, Human, 4-5/*metabolism', '*DNA Replication', 'DNA, Neoplasm/*biosynthesis', 'Humans', 'Leukemia/*genetics/pathology', 'Thymidine', 'Tritium']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Tsitologiia. 1976;18(6):718-24.,Osobennosti replikatsii DNK khromosom kletok kostnogo mozga bol'nykh ostrym leikozom,"['0 (DNA, Neoplasm)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",
1027145,NLM,MEDLINE,19770729,20191028,0098-0366 (Print) 0098-0366 (Linking),2,4,1976 Jul,The effect of specific antiserum on the metabolism of three membrane-associated antigens of ASL-1 x LM(TK)- hybrid cells.,291-307,"Fusion of ASL-1 cells, a murine leukemia forming thymus leukemia (TL) antigens, with LM(TK)- cells, a TL(--) murine cell line, resulted in a stable hybrid forming TL antigens. The hybrids failed to undergo modulation, the reversible dissappearance of TL antigens from the surfaces of the cells, stimulated by TL antiserum. Unlike ASL-1 cells, the rate of disappearance of the antigens from modulation negative hydrid cells was unaffected by TL antiserum. The t 1/2 of TL antigens of the hybrid was approximately 30 h. The t 1/2 of TL antigens of ASL-1 cells was 10 h in the presence of TL antiserum, 18 h in the absence of TL antiserum. The rate of metabolism of a putative tumor-associated antigen of ASL-1 cells formed by the hybrid was unaffected by exposure to specific antiserum, as was the metabolism of H-2 antigens formed by the cell types.","['Liang, W', 'Cohen, E P']","['Liang W', 'Cohen EP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Somatic Cell Genet,Somatic cell genetics,7506054,IM,"['Animals', 'Antigens, Neoplasm/*biosynthesis', 'Cell Membrane/*immunology', 'Hybrid Cells/*immunology', 'Immune Sera/*pharmacology', 'In Vitro Techniques', 'Leukemia, Experimental/immunology/*pathology', 'Mice']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",['10.1007/BF01538835 [doi]'],ppublish,Somatic Cell Genet. 1976 Jul;2(4):291-307. doi: 10.1007/BF01538835.,,"['0 (Antigens, Neoplasm)', '0 (Immune Sera)']",
1026934,NLM,MEDLINE,19770723,20071115,0032-7468 (Print) 0032-7468 (Linking),41,11-12,1976 Nov-Dec,[Leukemia of plasma cells].,400-3,"A case of plasma cell leukemia is reported, together with a review of the literature, including a summary of the signs, symptoms and laboratory findings usually present. The relationship of this leukemic state to ordinary multiple myeloma is discussed.","['Martinez-Cairo, S', 'Gutierrez Lizardi, P', 'Ramos Torres, J']","['Martinez-Cairo S', 'Gutierrez Lizardi P', 'Ramos Torres J']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Mexico,Prensa Med Mex,La Prensa medica mexicana,0413433,IM,"['Autopsy', 'Female', 'Humans', 'Immunoglobulin A/analysis', 'Leukemia, Plasma Cell/*immunology/pathology', 'Middle Aged', 'Multiple Myeloma/*immunology/pathology']",1976/11/01 00:00,1976/11/01 00:01,['1976/11/01 00:00'],"['1976/11/01 00:00 [pubmed]', '1976/11/01 00:01 [medline]', '1976/11/01 00:00 [entrez]']",,ppublish,Prensa Med Mex. 1976 Nov-Dec;41(11-12):400-3.,Leucemia de celulas plasmaticas,['0 (Immunoglobulin A)'],
1026859,NLM,MEDLINE,19770723,20180216,0030-2414 (Print) 0030-2414 (Linking),33,5-6,1976,"Enhancement of the antitumor effect of 1,3-bis(2-chloroethyl)-l-nitrosourea (BCNU) by phenylethylbiguanide (phenformin).",257-9,"Phenlethylbiguanide (phenformin) a commonly used antidiabetic medication has been found to enhance the antitumor effect of 1,3-bis(2-chloroethyl)-l-nitrosourea (BCNU) in advanced subcutaneously implanted murine L1210 leukemia. Enhancement required two doses of phenformin given twelve to 18 hours apart, the treatment starting either before or after BCNU administration. With BCNU alone median survival (MS) was 18 days with 5% cures. BCNU plus phenformin, in optimal dose and schedule, gave a MS of 25 days with 29% cures. Th mechanism of action of phenformin is unknown but may involve several established metabolic effects of this drug.","['Cohen, M H', 'Strauss, B L']","['Cohen MH', 'Strauss BL']",['eng'],['Journal Article'],Switzerland,Oncology,Oncology,0135054,IM,"['Animals', 'Dose-Response Relationship, Drug', 'Drug Therapy, Combination', 'Leukemia L1210/*drug therapy', 'Male', 'Mice', 'Nitrosourea Compounds/*therapeutic use', 'Phenformin/*therapeutic use']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1159/000225159 [doi]'],ppublish,Oncology. 1976;33(5-6):257-9. doi: 10.1159/000225159.,,"['0 (Nitrosourea Compounds)', 'DD5K7529CE (Phenformin)']",
1026854,NLM,MEDLINE,19770723,20180216,0030-2414 (Print) 0030-2414 (Linking),33,5-6,1976,C'3 participation in the rejection of some experimental tumors.,215-8,"The possibility that C'3 participates in tumor rejection was investigated in DBA/2 mice previously immunized against L1210 leukemia and in Swiss mice previously immunized against Ehrlich's adenocarcinoma. In both the cases, animals treated with an appropriate dose of cobra venom factor to produce a C'3 depletion for some days after the tumor challenge, developed the neoplasia and had a mortality rate analogous to that of non-immunized animals. Studies on the peritoneal washing cells obtained at different times after the challenge revealed that in C'3 depleted immunized mice IgM are present on lymphocytes, macrophages and tumor cells, as in the immunized controls, but no contract between the cells and no macrophage phagocytosis were observed and the number of tumor cells increased progressively. These findings indicate that C'3 is critically involved in the rejection of the experimental tumors considered.","['Bellelli, L', 'Sezzi, M L']","['Bellelli L', 'Sezzi ML']",['eng'],['Journal Article'],Switzerland,Oncology,Oncology,0135054,IM,"['Animals', 'Carcinoma, Ehrlich Tumor/*immunology/prevention & control', 'Complement C3/*physiology', 'Complement System Proteins/*physiology', '*Graft Rejection/drug effects', 'Immunization', 'Immunoglobulin M/analysis', 'Leukemia L1210/*immunology/prevention & control', 'Lymphocytes/immunology', 'Macrophages/analysis', 'Mice', 'Mice, Inbred Strains', 'Receptors, Antigen, B-Cell/analysis', 'Snake Venoms/*pharmacology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1159/000225148 [doi]'],ppublish,Oncology. 1976;33(5-6):215-8. doi: 10.1159/000225148.,,"['0 (Complement C3)', '0 (Immunoglobulin M)', '0 (Receptors, Antigen, B-Cell)', '0 (Snake Venoms)', '9007-36-7 (Complement System Proteins)']",
