PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,OID,RF,PS,FPS,GN
1159698,NLM,MEDLINE,19751122,20190709,0022-2623 (Print) 0022-2623 (Linking),18,8,1975 Aug,Antitumor agents. 16. Steroidal alpha-methylene-gamma-lactones.,812-7,"['Lee, K H', 'Ibuka, T', 'Kim, S H', 'Vestal, B R', 'Hall, I H', 'Huang, E S']","['Lee KH', 'Ibuka T', 'Kim SH', 'Vestal BR', 'Hall IH', 'Huang ES']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Androstanes)', '0 (Androstenes)', '0 (Antineoplastic Agents)', '0 (Lactones)', '0 (Spiro Compounds)']",IM,"['Androstanes/*chemical synthesis/therapeutic use', 'Androstenes/chemical synthesis/therapeutic use', 'Animals', 'Antineoplastic Agents/*chemical synthesis', 'Carcinoma 256, Walker/drug therapy', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Carcinoma, Squamous Cell', 'Cell Line', 'Humans', 'Lactones/*chemical synthesis/therapeutic use', 'Laryngeal Neoplasms', 'Leukemia L1210/drug therapy', 'Male', 'Mice', 'Mice, Inbred DBA', 'Rats', 'Spiro Compounds/chemical synthesis/therapeutic use']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",['10.1021/jm00242a010 [doi]'],ppublish,J Med Chem. 1975 Aug;18(8):812-7. doi: 10.1021/jm00242a010.,"Several novel steroidal alpha-methylene-gamma-lactones and related derivatives have been synthesized as potential steroid alkylating antitumor agents. The synthesis of these compounds involved the convenient Reformatsky-type reaction between ethyl-alpha-(bromomethyl)acrylate and the proper steroidal ketones. In vitro assay for the cytotoxicity of these compounds against the growth of tissue culture cells originating from human epidermoid carcinoma of the larynx (H.Ep.-2) has shown significant activity. Cytotoxicity was improved at least sixfold with the introduction of lipophilic steroidal character. Preliminary in vivo tumor assay also indicated that these compounds were active against Walker 256 carcinosarcoma in rats and were inactive against both L1210 lymphoid leukemia and Ehrlich ascites carcinoma in mice. However, the simple alpha-methylene-beta,beta-dicarbethoxy-gamma-butyrolactone significantly inhibited Ehrlich ascites tumor growth.",,,,,,,
1158687,NLM,MEDLINE,19751205,20091111,0374-8014 (Print) 0374-8014 (Linking),33,4,1975 Jul,A five-year cumulative survey of cases of leukaemia and myelomatosis in the south-east of Scotland.,158-66,"['Ramsay, D M']",['Ramsay DM'],['eng'],['Journal Article'],Scotland,Health Bull (Edinb),Health bulletin,0012330,,IM,"['Female', 'Humans', 'Leukemia/*epidemiology', 'Male', 'Multiple Myeloma/*epidemiology', 'Scotland']",1975/07/01 00:00,1975/07/01 00:01,['1975/07/01 00:00'],"['1975/07/01 00:00 [pubmed]', '1975/07/01 00:01 [medline]', '1975/07/01 00:00 [entrez]']",,ppublish,Health Bull (Edinb). 1975 Jul;33(4):158-66.,,,,,,,,
1157820,NLM,MEDLINE,19751204,20190907,0014-2964 (Print) 0014-2964 (Linking),11,5,1975 May,Comparison of adriamycin with DNA-adriamycin complex in chemotherapy of experimental tumors and metastases.,309-16,"['Atassi, G', 'Duarte-Karim, M', 'Tagnon, H J']","['Atassi G', 'Duarte-Karim M', 'Tagnon HJ']",['eng'],"['Comparative Study', 'Journal Article']",England,Eur J Cancer,European journal of cancer,0074126,"['80168379AG (Doxorubicin)', '9007-49-2 (DNA)']",IM,"['Animals', 'DNA/administration & dosage/blood/*therapeutic use', 'Doxorubicin/administration & dosage/blood/*therapeutic use', 'Injections, Intraperitoneal', 'Injections, Intravenous', 'Leukemia L1210/drug therapy', 'Lung Neoplasms/drug therapy', 'Lymphatic Metastasis', 'Melanoma/drug therapy', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Metastasis', 'Neoplasms, Experimental/*drug therapy', 'Time Factors']",1975/05/01 00:00,1975/05/01 00:01,['1975/05/01 00:00'],"['1975/05/01 00:00 [pubmed]', '1975/05/01 00:01 [medline]', '1975/05/01 00:00 [entrez]']",['10.1016/0014-2964(75)90057-2 [doi]'],ppublish,Eur J Cancer. 1975 May;11(5):309-16. doi: 10.1016/0014-2964(75)90057-2.,,,,,,,,
1157517,NLM,MEDLINE,19751122,20161026,0070-217X (Print) 0070-217X (Linking),70,,1975,[Study of immunoglobulins in the serum of cancer patients with special reference to the hemotopoietic system].,931-54,"['Esposito, S', 'Martelli, L']","['Esposito S', 'Martelli L']",['ita'],"['English Abstract', 'Journal Article']",Germany,Curr Top Microbiol Immunol,Current topics in microbiology and immunology,0110513,['0 (Immunoglobulins)'],IM,"['Adult', 'Female', 'Hematopoietic System/*immunology', 'Hodgkin Disease/immunology', 'Humans', 'Immunoglobulins/*analysis', 'Leukemia/immunology', 'Male', 'Neoplasms/*immunology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Curr Top Microbiol Immunol. 1975;70:931-54.,,,Studio sulle immunoglobuline del siero nelle neoplasie con particolare riguardo a quelle del sistema emopoietico,,,,,
1157166,NLM,MEDLINE,19751120,20041117,0069-2328 (Print) 0069-2328 (Linking),30,4,1975 Apr,[Advances in pediatric hematology].,145-8,"['Belusa, M']",['Belusa M'],['cze'],['Journal Article'],Czech Republic,Cesk Pediatr,Ceskoslovenska pediatrie,0403576,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Age Factors', 'Antineoplastic Agents/therapeutic use', 'Child', 'Child, Preschool', 'Humans', 'Leukemia/*drug therapy', 'Pediatrics', 'Remission, Spontaneous']",1975/04/01 00:00,1975/04/01 00:01,['1975/04/01 00:00'],"['1975/04/01 00:00 [pubmed]', '1975/04/01 00:01 [medline]', '1975/04/01 00:00 [entrez]']",,ppublish,Cesk Pediatr. 1975 Apr;30(4):145-8.,,,Pokroky v detske hematologii,,,,,
1157005,NLM,MEDLINE,19751120,20190619,0008-543X (Print) 0008-543X (Linking),36,2,1975 Aug,Interrupted vs. continued maintenance therapy in childhood acute leukemia.,341-52,"['Lonsdale, D', 'Gehan, E A', 'Fernbach, D J', 'Sullivan, M P', 'Lane, D M', 'Ragab, A H']","['Lonsdale D', 'Gehan EA', 'Fernbach DJ', 'Sullivan MP', 'Lane DM', 'Ragab AH']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Cancer,Cancer,0374236,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', 'Cyclophosphamide/*administration & dosage/adverse effects/therapeutic use', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*drug therapy/mortality', 'Male', 'Mercaptopurine/*administration & dosage/adverse effects/therapeutic use', 'Methotrexate/*administration & dosage/adverse effects/therapeutic use', 'Prednisone/*therapeutic use', 'Pregnancy', 'Vincristine/*therapeutic use']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",['10.1002/1097-0142(197508)36:2<341::aid-cncr2820360208>3.0.co;2-3 [doi]'],ppublish,Cancer. 1975 Aug;36(2):341-52. doi: 10.1002/1097-0142(197508)36:2<341::aid-cncr2820360208>3.0.co;2-3.,"A total of 313 patients with childhood acute leukemia received a combination of vincristine (2 mg/m2/week) and prednisone (60 mg/m2/day); 86% of 276 evaluable patients achieved a complete bone marrow remission in a median of 35 days. When a complete bone marrow remission was achieved, patients were randomized to one of three oral maintenance therapies: 6-mercaptopurine (6MP) (75 mg/m2/day), methotrexate (MTX) (25 mg/m2/twice weekly), or cyclophosphamide (CYC) (100 mg/m2/day). Patients receiving maintenance therapy were further randomized at 2 and 6 months after the start of maintenance either to continue or discontinue therapy. tthe median lengths of subsequent bone marrow remission for patients randomized at 2 months to continue vs. discontinue therapy were: 37 vs. 19 weeks for 6-MP patients; 25 vs. 14 weeks for MTX patients; and 29 vs. 13 weeks for CYC patients. The median lengths of subsequent marrow remissions for patients receiving maintenance therapy for 6 months and randomized to continue vs. discontinue were: 57 vs. 17 weeks for 6-MP patients; 60 vs. 40 weeks for MTX patients; and 23 vs. 10 weeks for CYC patients. Results indicate a significant advantage for continuing maintenance therapy at 2 and 6 months after the start of complete bone marrow remission.",,,,,,,
1156921,NLM,MEDLINE,19751122,20031114,0007-1668 (Print) 0007-1668 (Linking),16,4,1975 Jul,Effects of strain of chickens and vaccination with turkey herpesvirus on Marek's disease and lymphoid leukosis in breeding stocks.,375-88,"['Gavora, J S', 'Merritt, E S', 'Grunder, A A', 'Gowe, R S']","['Gavora JS', 'Merritt ES', 'Grunder AA', 'Gowe RS']",['eng'],['Journal Article'],England,Br Poult Sci,British poultry science,15740290R,['0 (Viral Vaccines)'],IM,"['Animals', 'Avian Leukosis/genetics/mortality/*prevention & control', 'Body Weight', 'Breeding', '*Chickens', 'Female', 'Herpesviridae/*immunology', 'Marek Disease/genetics/mortality/*prevention & control', 'Turkeys', 'Vaccination/*veterinary', '*Viral Vaccines']",1975/07/01 00:00,1975/07/01 00:01,['1975/07/01 00:00'],"['1975/07/01 00:00 [pubmed]', '1975/07/01 00:01 [medline]', '1975/07/01 00:00 [entrez]']",['10.1080/00071667508416201 [doi]'],ppublish,Br Poult Sci. 1975 Jul;16(4):375-88. doi: 10.1080/00071667508416201.,"1. A total of 3236 females from eight meat-type strains, half of which were vaccinated for Marek's disease (MD), and 11,193 Leghorn females from ten strains, all vaccinated for MD, were adventitiously exposed to MD and lymphoid leukosis (LL) viruses and observed to 392 and 497 d of age, respectively. 2. In the meat-type birds, vaccination reduced total mortality from 43-4% to 27-1% and mortality due to MD from 16-4% to 5-4% but did not affect mortality and LL (2-9% and 3-4%). 3. In the vaccinated Leghorns total mortality was 11%, including 2-1% from MD and 1-2% from LL. 4. Significant differences between strains of chickens were found in total mortality, as well as in MD and LL mortality. 5. Strain by vaccination interaction was observed in total rearing and adult mortality, as well as in the MD mortality of adult meat-type females. 6. Leghorn strains with higher rate of egg production and meat-type strains with lower growth rate to have better viability.",,,,,,,
1156787,NLM,MEDLINE,19751122,20181113,0007-1447 (Print) 0007-1447 (Linking),3,5980,1975 Aug 16,Editorial: Dangers in radiology?,396,,,['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,IM,"['Humans', 'Leukemia/mortality', 'Neoplasms/mortality', '*Occupational Diseases', '*Radiation Effects', '*Radiology', 'United Kingdom']",1975/08/16 00:00,1975/08/16 00:01,['1975/08/16 00:00'],"['1975/08/16 00:00 [pubmed]', '1975/08/16 00:01 [medline]', '1975/08/16 00:00 [entrez]']",,ppublish,Br Med J. 1975 Aug 16;3(5980):396.,,PMC1673843,,,,,,
1156514,NLM,MEDLINE,19751204,20190515,0007-0920 (Print) 0007-0920 (Linking),31,3,1975 Mar,Pre-natal irradiation and childhood malignancy: a review of British data from the Oxford Survey.,271-87,"['Bithell, J F', 'Stewart, A M']","['Bithell JF', 'Stewart AM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Br J Cancer,British journal of cancer,0370635,,IM,"['Adolescent', 'Age Factors', 'Birth Order', 'Child', 'Child, Preschool', 'Dose-Response Relationship, Radiation', 'Female', 'Fetus/*radiation effects', 'Humans', 'Infant', 'Leukemia, Radiation-Induced/mortality', 'Male', 'Maternal Age', 'Neoplasms, Radiation-Induced/*mortality', 'Pregnancy', 'Pregnancy Trimester, First', '*Radiation Effects', 'Retrospective Studies', 'Risk', 'Social Class', 'Time Factors', 'United Kingdom']",1975/03/01 00:00,1975/03/01 00:01,['1975/03/01 00:00'],"['1975/03/01 00:00 [pubmed]', '1975/03/01 00:01 [medline]', '1975/03/01 00:00 [entrez]']",['10.1038/bjc.1975.62 [doi]'],ppublish,Br J Cancer. 1975 Mar;31(3):271-87. doi: 10.1038/bjc.1975.62.,"This paper reviews data relating to obstetric radiography from the Oxford Survey of Childhood Cancers, i.e. for deaths in Britain from 1953 to 1967. Some 8513 cases were traced and used in the analyses, together with an equal number of matched controls. The relative risk estimate (1-47 overall) does not vary significantly between different tumour groups, for different ages at death, nor between sexes. Other epidemiological factors-sibship position, maternal age, social class, region of residence and maternal morbidity-are analysed and show varying degrees of association, but not sufficient to ""explain"" the observed risk in terms of a selection effect. The dependence of the risk on the number of films exposed is highly significant and adequately described by a linear relationship. The timing of and reason for the exposure are also examined. Analysis of the risk by year of birth shows a pattern of steadily declining risk for both solid and haematopoietic tumours; this may be partly attributable to lower radiation doses per film exposed but is also due to the smaller numbers of films used. A consequence may well be that the risk-always of small clinical significance-would become virtually undetectable in future investigations.",PMC2009418,,,,,,
1156403,NLM,MEDLINE,19751105,20190501,0264-6021 (Print) 0264-6021 (Linking),148,2,1975 May,The isolation and properties of granulocytic colony-stimulating activities from medium conditioned by human peripheral leucocytes.,209-17,"['Price, G B', 'Senn, J S', 'McCulloch, E A', 'Till, J E']","['Price GB', 'Senn JS', 'McCulloch EA', 'Till JE']",['eng'],['Journal Article'],England,Biochem J,The Biochemical journal,2984726R,['0 (Glycoproteins)'],IM,"['Bone Marrow Cells', '*Cell Division', 'Cell Membrane/metabolism', 'Chromatography, DEAE-Cellulose', 'Glycoproteins/*isolation & purification', '*Granulocytes', 'Humans', 'Leukemia/blood', '*Leukocytes/*analysis', 'Molecular Weight']",1975/05/01 00:00,1975/05/01 00:01,['1975/05/01 00:00'],"['1975/05/01 00:00 [pubmed]', '1975/05/01 00:01 [medline]', '1975/05/01 00:00 [entrez]']",['10.1042/bj1480209 [doi]'],ppublish,Biochem J. 1975 May;148(2):209-17. doi: 10.1042/bj1480209.,"The colony-stimulating activity detected by its ability to promote colony formation by human granulopoietic progenitor cells was partially purified from medium conditioned by human peripheral leucocytes. The purification procedure utilized (NH4)2SO4 precipitation, DEAE-cellulose chromatography, hydroxyapatite chromatography and gel filtration on Sephadex G-150 and yielded a purification of about 1000-fold. The medium from cultures of non-leukaemic cells contained three molecular species of colony-stimulating activity with approximate molecular weights of 93000, 36500 and 14700. On the basis of their sensitivity to enzymes, these species of activity appeared to be proteins. In contrast, medium from cultures of leukaemic cells contained only one detectable molecular species with colony-stimulating activity, usually with an approximate molecular weight of 36500. The results are discussed in relation to concurrent studies on the association of the different species of colony-stimulating activity with the cell surface membrane.",PMC1165528,,,,,,
1156118,NLM,MEDLINE,19751101,20061115,0003-911X (Print) 0003-911X (Linking),45,1,1975,[On the mode of action of heterologous antileukemic sera. Growth of syngeneically transplanted leukemias in serum-treated sublethally irradiated mice (author's transl)].,40-5,"['Mileck, J']",['Mileck J'],['ger'],"['English Abstract', 'Journal Article']",Germany,Arch Geschwulstforsch,Archiv fur Geschwulstforschung,0372411,"['0 (Antibodies, Neoplasm)', '0 (Antigen-Antibody Complex)', '9007-36-7 (Complement System Proteins)']",IM,"['Animals', 'Antibodies, Neoplasm', 'Antibody Specificity', 'Antigen-Antibody Complex', 'Complement System Proteins/*radiation effects', 'Cytotoxicity Tests, Immunologic', '*Immunization, Passive', 'Leukemia, Experimental/immunology/*therapy', 'Lymphocytes/radiation effects', 'Mice', 'Mice, Inbred CBA', '*Radiation Effects']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Arch Geschwulstforsch. 1975;45(1):40-5.,"Heterologous antisera against mouse leukemias prevented the outgrowth of syngeneically transplanted leukemia cells only in non irradiated but not in sublethally irradiated animals. Mice irradiated with 500 R and controls were subcutaneously injected with 50000 leukemia cells at the day following irradiation. They were given 5 injections each of 0,1 ml of heterologous antiserum. Whilst 22 out of 27 irradiated mice developed tumors non-irradiated controls were protected, only 2 out of 30 animals developed a tumor. Cytotoxicity tests with leukemia cells as targets and mouse serum as complement source showed that the complement activity of mouse serum had not been suppressed by the whole body irradiation. We suppose a cooperation between heterologous antiserum and a radiosensitive host cell as responsible for the antileukemic effect.",,Zum Wirkungsmechanismus heterologer Antileukamischer Sera. 1. Wachstum syngen transplantierter Leukamien in Serum-behandelten subletal bestrahlten Mausen,,,,,
