PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,CIN,PMC,TT,SI,EIN,OID
3476672,NLM,MEDLINE,19871015,20151119,0022-1767 (Print) 0022-1767 (Linking),139,6,1987 Sep 15,Idiotype mimicry by a differentiation antigen on Friend erythroleukemia cells.,2038-43,"We previously found that murine leukemia cells of T cell, B cell, and erythroid ontogeny express a cell membrane antigen that cross-reacts with an idiotype of an anti-retroviral antibody. In the present study, the expression of this antigen (termed AVID, for anti-viral idiotype) by murine erythroleukemia (MEL) cells was examined during chemically induced differentiation. AVID expression by MEL cells was found to be lost when they were treated with either dimethyl sulfoxide or hexamethylene bisacetamide, two chemicals that induce MEL cells to terminally differentiate. The kinetics of disappearance of AVID during inducer treatment reflected the kinetics with which the inducers caused MEL cell commitment to terminal differentiation. Loss of AVID expression by inducer-treated cells was inhibited by dexamethasone, which inhibits commitment and MEL cell differentiation. The subset of inducer-treated cells that expressed the least amount of AVID contained the greatest number of cells committed to differentiate. These results indicate that AVID identifies a novel differentiation antigen of MEL cells.","['Ardman, B', 'DiMambro, E', 'Levy, S B', 'Schwartz, R S']","['Ardman B', 'DiMambro E', 'Levy SB', 'Schwartz RS']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Acetamides)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Immunoglobulin Idiotypes)', '7S5I7G3JQL (Dexamethasone)', 'LA133J59VU (hexamethylene bisacetamide)']",IM,"['Acetamides/pharmacology', 'Animals', 'Antigens, Neoplasm/*immunology', 'Antigens, Surface/immunology', 'Cell Differentiation', 'Cell Division', 'Cell Line', 'Dexamethasone/pharmacology', 'Erythrocytes/*immunology', 'Friend murine leukemia virus', 'Immunoglobulin Idiotypes/*immunology', 'Leukemia, Erythroblastic, Acute/*immunology/pathology', 'Mice']",1987/09/15 00:00,1987/09/15 00:01,['1987/09/15 00:00'],"['1987/09/15 00:00 [pubmed]', '1987/09/15 00:01 [medline]', '1987/09/15 00:00 [entrez]']",ppublish,J Immunol. 1987 Sep 15;139(6):2038-43.,"['CA24530/CA/NCI NIH HHS/United States', 'K08 CA01087-01/CA/NCI NIH HHS/United States']",,,,,,,
3476671,NLM,MEDLINE,19871021,20170214,0022-1554 (Print) 0022-1554 (Linking),35,10,1987 Oct,"Immunochemical detection of cell cycle synchronization in a human erythroleukemia cell line, K562.",1143-8,"Cells of the human erythroleukemic line K562 can be induced by manipulation of culture conditions to arrest within the G1 phase of the cell cycle, and subsequently to enter S phase synchronously after release from G1. Cell cultures subjected to serum deprivation and hydroxyurea (HU) treatment demonstrated less than 5% of the cells to be in S phase. Four hours after release from HU, 63% of the cells were in S phase, as detected by immunofluorescent staining. This protocol offers a method for synchronization of K562 cells at the G1/S border and a technique for detection of S-phase cells without the use of radioisotopes or flow cytometry instrumentation.","['Walker, M M', 'Wanda, P E']","['Walker MM', 'Wanda PE']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Histochem Cytochem,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,9815334,,IM,"['Cell Cycle', 'Cell Division', 'Cell Line', 'DNA Replication', 'Histocytochemistry', 'Humans', 'Interphase', 'Leukemia, Erythroblastic, Acute/*pathology']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",ppublish,J Histochem Cytochem. 1987 Oct;35(10):1143-8. doi: 10.1177/35.10.3476671.,['R15-AI23103-01/AI/NIAID NIH HHS/United States'],['10.1177/35.10.3476671 [doi]'],,,,,,
3476670,NLM,MEDLINE,19871021,20170214,0022-1554 (Print) 0022-1554 (Linking),35,10,1987 Oct,Ki-M7 monoclonal antibody specific for myelomonocytic cell lineage and macrophages in human.,1117-26,"We describe a new monoclonal antibody, termed Ki-M7, which is specific to human myelomonocytic cell lineage and macrophages, as tested by immunohistochemical methods. Ki-M7 recognizes an intracytoplasmic antigen of molecular weight 29,000. Ultrastructurally, the antigen is localized in the lysosome and phagosome compartments and seems to be involved in generation of oxygen radicals during the respiratory burst. Dendritic cells, such as dendritic reticulum cells of lymphoid follicles and interdigitating reticulum cells of lymphoid T-zones, considered as accessory cells of the B- and T-cell immune response, respectively, do not show any reactivity with monoclonal antibody Ki-M7. Ki-M7 seems to be an appropriate reagent to clearly differentiate between the phagocytosing and the immune accessory population of the human monocyte/macrophage system.","['Kreipe, H', 'Radzun, H J', 'Parwaresch, M R', 'Haislip, A', 'Hansmann, M L']","['Kreipe H', 'Radzun HJ', 'Parwaresch MR', 'Haislip A', 'Hansmann ML']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Histochem Cytochem,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,9815334,"['0 (Antibodies, Monoclonal)', '0 (Free Radicals)', 'S88TT14065 (Oxygen)']",IM,"['*Antibodies, Monoclonal', 'Antibody Specificity', 'Cell Line', 'Free Radicals', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/*immunology', 'Luminescent Measurements', 'Lysosomes/analysis/ultrastructure', 'Macrophages/*immunology', 'Microscopy, Electron', 'Molecular Weight', 'Oxygen', 'Phagocytes/analysis/ultrastructure']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",ppublish,J Histochem Cytochem. 1987 Oct;35(10):1117-26. doi: 10.1177/35.10.3476670.,,['10.1177/35.10.3476670 [doi]'],,,,,,
3476669,NLM,MEDLINE,19871016,20170214,0883-0738 (Print) 0883-0738 (Linking),2,1,1987 Jan,"Progressive necrotizing myelopathy associated with leukemia: clinical, pathologic, and MRI correlation.",44-9,"We describe a patient with progressive, irreversible, necrotizing myelopathy associated with myelomonocytic leukemia. The neuropathologic lesions consisted of diffuse necrosis, most pronounced in the cervical cord and affecting both the gray and white matter. These areas corresponded to areas of increased T2 on magnetic resonance imaging scans of the patient. We felt that there was no causal relationship of these lesions to any single antileukemic agent the patient received, and no other local or systemic causes were found to explain the lesions at necropsy. It is suggested that our case is an example of paraneoplastic necrotizing myelopathy. To our knowledge, this is the third case of necrotizing myelopathy associated with leukemia reported in the English medical literature, and the first one demonstrating usefulness of magnetic resonance imaging in diagnosis of necrotizing myelopathy.","['Gieron, M A', 'Margraf, L R', 'Korthals, J K', 'Gonzalvo, A A', 'Murtagh, R F', 'Hvizdala, E V']","['Gieron MA', 'Margraf LR', 'Korthals JK', 'Gonzalvo AA', 'Murtagh RF', 'Hvizdala EV']",,['eng'],"['Case Reports', 'Journal Article']",United States,J Child Neurol,Journal of child neurology,8606714,,IM,"['Adolescent', 'Brain/pathology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', '*Magnetic Resonance Spectroscopy', 'Male', 'Necrosis', 'Paralysis/pathology', 'Paraneoplastic Syndromes/*pathology', 'Spinal Cord/pathology', 'Spinal Cord Diseases/*pathology', 'Wallerian Degeneration']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,J Child Neurol. 1987 Jan;2(1):44-9. doi: 10.1177/088307388700200109.,,['10.1177/088307388700200109 [doi]'],,,,,,
3476481,NLM,MEDLINE,19871009,20190723,0021-8820 (Print) 0021-8820 (Linking),40,7,1987 Jul,"New morpholino anthracyclines, MX, MX2, and MY5.",1058-61,,"['Umezawa, H', 'Nakajima, S', 'Kawai, H', 'Komeshima, N', 'Yoshimoto, H', 'Urata, T', 'Odagawa, A', 'Otsuki, N', 'Tatsuta, K', 'Otake, N']","['Umezawa H', 'Nakajima S', 'Kawai H', 'Komeshima N', 'Yoshimoto H', 'Urata T', 'Odagawa A', 'Otsuki N', 'Tatsuta K', 'Otake N', 'et al.']",,['eng'],['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (Anthracyclines)', '0 (Anti-Bacterial Agents)', '0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)', '105026-49-1 (morpholinoanthracycline MX)', '105026-50-4 (morpholinoanthracycline MX2)', '105026-51-5 (morpholinoanthracycline MY5)', 'E7437K3983 (Carubicin)']",IM,"['Animals', '*Anthracyclines', 'Anti-Bacterial Agents/analysis/*chemical synthesis', 'Antibiotics, Antineoplastic', '*Carubicin/*analogs & derivatives', 'Leukemia P388/drug therapy', 'Mice', 'Naphthacenes/analysis/chemical synthesis']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",ppublish,J Antibiot (Tokyo). 1987 Jul;40(7):1058-61. doi: 10.7164/antibiotics.40.1058.,,['10.7164/antibiotics.40.1058 [doi]'],,,,,,
3476473,NLM,MEDLINE,19871019,20191029,0898-6924 (Print) 0898-6924 (Linking),1,,1987,Alpha-interferon in hairy cell leukaemia: direct effects on hairy cells or indirect cytotoxicity?,2-8,"This report presents the results of a clinical trial on 53 patients with hairy cell leukaemia using low-dose alpha-interferon as therapy. Improvement of cytopenia and/or bone marrow hairy cell infiltration occurred in all but one patient. Often, blood and bone marrow improvements were dissociated and, after 7 or 13 months of therapy, complete remission was only observed in about 40% of patients. Recurrence of the disease was observed in some cases after cessation of therapy. A summary of the following results is presented: alpha-interferon receptor analysis, oncogene expression, study of the sensitivity of hairy cells to natural killer cells, and the effects of interferon on T-cell receptor gene rearrangement and on the function of T-cell clones. Results are also presented which show that myelofibrosis may be due to a release of platelet derived growth factor. The immunological findings and oncogene expression in 2 patients with a variant form of hairy cell leukaemia for which resistance to therapy was observed are also described. All the results show that interferon acts on hairy cells and are consistent with a direct effect by interferon in the treatment of hairy cell leukaemia.","['Sigaux, F', 'Castaigne, S', 'Lehn, P', 'Dupuy, E', 'Billard, C', 'Gluckman, J C', 'Boiron, M', 'Falcoff, E', 'Flandrin, G', 'Degos, L']","['Sigaux F', 'Castaigne S', 'Lehn P', 'Dupuy E', 'Billard C', 'Gluckman JC', 'Boiron M', 'Falcoff E', 'Flandrin G', 'Degos L']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer Suppl,International journal of cancer. Supplement = Journal international du cancer. Supplement,8710267,"['0 (Interferon Type I)', '0 (Recombinant Proteins)']",IM,"['Blood Platelets/drug effects', 'Bone Marrow/drug effects', 'Cytotoxicity, Immunologic/drug effects', 'Female', 'Follow-Up Studies', 'Humans', 'Interferon Type I/*therapeutic use', 'Killer Cells, Natural/immunology', 'Leukemia, Hairy Cell/*therapy', 'Male', 'Middle Aged', 'Oncogenes/drug effects', 'Recombinant Proteins/therapeutic use']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Int J Cancer Suppl. 1987;1:2-8. doi: 10.1002/ijc.2910390703.,,['10.1002/ijc.2910390703 [doi]'],,,,,,
3476388,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,Postremission induction intensive sequential chemotherapy for children with AML--treatment results and prognostic factors.,88-92,,"['Weinstein, H', 'Grier, H', 'Gelber, R', 'Camitta, B', 'Link, M', 'Delorey, M', 'Price, K']","['Weinstein H', 'Grier H', 'Gelber R', 'Camitta B', 'Link M', 'Delorey M', 'Price K']",,['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '9PHQ9Y1OLM (Prednisolone)', 'FTK8U1GZNX (Thioguanine)', 'ZS7284E0ZP (Daunorubicin)', 'VAPA protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Doxorubicin/administration & dosage', 'Drug Administration Schedule', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Prednisolone/administration & dosage', 'Prognosis', 'Remission Induction', 'Thioguanine/administration & dosage', 'Time Factors', 'Vincristine/administration & dosage']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:88-92. doi: 10.1007/978-3-642-71213-5_15.,,['10.1007/978-3-642-71213-5_15 [doi]'],,,,,,
3476387,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,Hematological reconstitution after autologous peripheral blood transplantation.,560-2,,"['Tilly, H', 'Bastit, D', 'Vannier, J P', 'Monconduit, M', 'Piguet, H']","['Tilly H', 'Bastit D', 'Vannier JP', 'Monconduit M', 'Piguet H']",,['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,,IM,"['Adult', '*Blood Transfusion, Autologous', 'Cell Separation', 'Colony-Forming Units Assay', 'Female', 'Humans', 'Leukemia, Lymphoid/blood/*therapy']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:560-2. doi: 10.1007/978-3-642-71213-5_100.,,['10.1007/978-3-642-71213-5_100 [doi]'],,,,,,
3476386,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,First experiences with a permanent catheter system in acute leukemia.,547-50,,"['Vaupel, H A', 'Hengstmann, J H', 'Straif, K', 'Westerhausen, M']","['Vaupel HA', 'Hengstmann JH', 'Straif K', 'Westerhausen M']",,['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,,IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Catheters, Indwelling', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:547-50. doi: 10.1007/978-3-642-71213-5_98.,,['10.1007/978-3-642-71213-5_98 [doi]'],,,,,,
3476385,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,Incidence and treatment of fungal infections in neutropenic patients.,545-6,,"['von Paleske, A', 'Mullerleile, U', 'Gressler, V', 'Garbrecht, M', 'Hossfeld, D K']","['von Paleske A', 'Mullerleile U', 'Gressler V', 'Garbrecht M', 'Hossfeld DK']",,['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['7XU7A7DROE (Amphotericin B)', 'R9400W927I (Ketoconazole)']",IM,"['Agranulocytosis/*complications', 'Amphotericin B/*therapeutic use', 'Female', 'Humans', 'Ketoconazole/*therapeutic use', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Mycoses/drug therapy/*etiology', 'Neutropenia/*complications']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:545-6. doi: 10.1007/978-3-642-71213-5_97.,,['10.1007/978-3-642-71213-5_97 [doi]'],,,,,,
3476384,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,The problem of early death in childhood AML.,524-9,,"['Creutzig, U', 'Stahnke, K', 'Pollmann, H', 'Sutor, A', 'Ritter, J', 'Budde, M', 'Schellong, G']","['Creutzig U', 'Stahnke K', 'Pollmann H', 'Sutor A', 'Ritter J', 'Budde M', 'Schellong G']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*mortality', 'Prognosis', 'Risk', 'Time Factors']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:524-9. doi: 10.1007/978-3-642-71213-5_92.,,['10.1007/978-3-642-71213-5_92 [doi]'],,,,,,
3476383,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,Hyperdiploid childhood acute lymphocytic leukemia: cellular properties and prognostic implications.,513-6,,"['Smets, L A', 'Behrendt, H', 'de Vaan, G', 'Hahlen, K', 'de Waal, F C']","['Smets LA', 'Behrendt H', 'de Vaan G', 'Hahlen K', 'de Waal FC']",,['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (DNA, Neoplasm)']",IM,"['Child', 'DNA, Neoplasm/*genetics', '*Diploidy', 'Flow Cytometry', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Leukocytes/ultrastructure', 'Prognosis']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:513-6. doi: 10.1007/978-3-642-71213-5_90.,,['10.1007/978-3-642-71213-5_90 [doi]'],,,,,,
3476382,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,DNA aneuploidy in children with relapsed acute lymphoblastic leukemia as measured by flow cytometry.,509-12,"An aneuploid DNA stem line has been detected by flow cytometric measurements in 17 (29%) out of 59 children entered in the BFM 83 pilot study for ALL relapse. Of 17 DNA aneuploidies, 15 were hyperdiploid. Euploidy was observed in 28 of 34 patients with an early relapse, whereas 11 of 25 children suffering a late recurrence of disease showed aneuploid DNA stem lines. In contradistinction to ALL relapse, a significantly higher frequency (38%) of pretreatment DNA aneuploidy was measured in 376 newly diagnosed patients of the BFM trials. Our findings may reflect the impact of therapy on leukemic cell clones and their relapse pattern.","['Beck, J D', 'Gromball, J', 'Klingenbiel, T', 'Ritter, J', 'Henze, G', 'Riehm, H', 'Hiddermann, W']","['Beck JD', 'Gromball J', 'Klingenbiel T', 'Ritter J', 'Henze G', 'Riehm H', 'Hiddermann W']",,['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (DNA, Neoplasm)']",IM,"['*Aneuploidy', 'Child', 'DNA, Neoplasm/*genetics', 'Female', 'Flow Cytometry', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Male']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:509-12. doi: 10.1007/978-3-642-71213-5_89.,,['10.1007/978-3-642-71213-5_89 [doi]'],,,,,,
3476381,NLM,MEDLINE,19870930,20191022,0171-7111 (Print) 0171-7111 (Linking),30,,1987,Prognostic meaning of chromosome aberrations in acute lymphocytic leukemia and acute nonlymphocytic leukemia patients of the BFM Study Group.,497-503,,"['Harbott, J', 'Budde, M', 'Creutzig, U', 'Engel, R', 'Fengler, R', 'Rudolph, B', 'Lampert, F']","['Harbott J', 'Budde M', 'Creutzig U', 'Engel R', 'Fengler R', 'Rudolph B', 'Lampert F']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/ultrastructure', 'Child', '*Chromosome Aberrations', 'Germany, West', 'Humans', 'Karyotyping', 'Leukemia/drug therapy/*genetics', 'Leukemia, Lymphoid/drug therapy/*genetics', 'Ploidies', 'Prognosis', '*Translocation, Genetic']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1987;30:497-503. doi: 10.1007/978-3-642-71213-5_87.,,['10.1007/978-3-642-71213-5_87 [doi]'],,,,,,
