PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,TT,OID,OTO,OT,GN,EIN,SI,RF,CIN,CN
3147726,NLM,MEDLINE,19890414,20061115,0340-4684 (Print) 0340-4684 (Linking),14,2-3,1988,Biochemical characterization of murine leukaemia inhibitory factor produced by Krebs ascites and by yeast cells.,431-42,"A cDNA library was constructed using mRNA from Krebs ascites tumor cells that was shown by Northern blot hybridization to contain mRNA for murine leukemia inhibitory factor (LIF). This library was screened with an oligonucleotide corresponding to the 3' end of a partial LIF cDNA clone, and an overlapping cDNA clone isolated. Nucleotide sequence analysis of this latter clone allowed the complete sequence of LIF to be derived. A cDNA molecule encoding the entire mature LIF protein was installed in a yeast expression vector, and LIF produced up to about 100 ng/ml in the growth medium. The LIF produced by yeast cells has the same biologic properties as native LIF and competes with native 125I-LIF for binding to specific cellular receptors. Two forms of native LIF, distinguishable by their chromatographic behavior on DEAE-Sepharose, were converted by neuraminidase treatment to a form with similar chromatographic behavior, suggesting that the major difference between these two species is the content of sialic acid on the carbohydrate portion. Moreover, yeast-derived recombinant LIF appears to display a different pattern of glycosylation to both forms of native LIF. From in vitro experiments, we conclude that the nature of the glycosylation is not crucial to biologic activity.","['Gough, N M', 'Hilton, D J', 'Gearing, D P', 'Willson, T A', 'King, J A', 'Nicola, N A', 'Metcalf, D']","['Gough NM', 'Hilton DJ', 'Gearing DP', 'Willson TA', 'King JA', 'Nicola NA', 'Metcalf D']","['Walter and Eliza Hall Institute of Medical Research, Post Office Royal Melbourne Hospital, Victoria, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood Cells,Blood cells,7513567,"['0 (DNA, Neoplasm)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)', '0 (Recombinant Proteins)']",IM,"['Animals', 'Carcinoma, Krebs 2/*genetics', 'Cloning, Molecular', 'DNA, Neoplasm/genetics/isolation & purification', 'Glycosylation', 'Growth Inhibitors/*biosynthesis/physiology', '*Interleukin-6', 'Leukemia Inhibitory Factor', '*Lymphokines', 'Mice', 'Recombinant Proteins/*biosynthesis', 'Saccharomyces cerevisiae/*genetics', 'Transcription, Genetic']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Blood Cells. 1988;14(2-3):431-42.,,,,,,,,,,,,
3147542,NLM,MEDLINE,19890405,20201209,0040-3660 (Print) 0040-3660 (Linking),60,8,1988,[Mycotic complications in acute leukemia (personal observations and review of the literature)].,103-9,"The authors reported some data on the frequency and spectrum of mycotic infections in 76 adult patients with different types of acute leukemia over the last 3 years. The growth of fungi of various species was noted in 50 (23%) of 213 bacteriological tests, candidomycetes being the most common type. Three patients with aspergillosis were described in detail, in 2 of them intravital diagnosis was established. One of these patients with a complete response received amphotericin B therapy despite the fact that acute leukemia in this case was refractory to therapy. The other patient died of profuse pulmonary hemorrhage. The main nosological types of systemic mycoses, their clinical picture, prevention, therapy and characteristic features in acute leukemias were under consideration.","['Volkova, M A', 'Perilov, A A', 'Osmanov, D Sh', 'Bagirova, N S', 'Pavlovskaia, A I']","['Volkova MA', 'Perilov AA', 'Osmanov DSh', 'Bagirova NS', 'Pavlovskaia AI']",,['rus'],"['Case Reports', 'Journal Article', 'Review']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,,IM,"['Adolescent', 'Adult', 'Aspergillosis/*etiology', 'Aspergillus flavus', 'Candidiasis/*etiology', 'Candidiasis, Oral/etiology', 'Humans', 'Leukemia, Erythroblastic, Acute/*complications/immunology', 'Lung Diseases, Fungal/*etiology', 'Male', 'Neutropenia/complications', 'Opportunistic Infections/*etiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/immunology', 'Stomatitis, Aphthous/*etiology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Ter Arkh. 1988;60(8):103-9.,,,Gribkovye oslozhneniia pri ostrykh leikozakh (sobstvennye nabliudeniia i obzor literatury).,,,,,,,57,,
3147434,NLM,MEDLINE,19890329,20131121,0890-6467 (Print) 0890-6467 (Linking),3,4,1988,bcr-abl oncogene renders myeloid cell line factor independent: potential autocrine mechanism in chronic myeloid leukemia.,387-99,"In chronic myeloid leukemia (CML), a chromosome translocation has fused the bcr gene to the c-abl oncogene, such that a chimeric bcr-abl polypeptide can be made. To explore the biological properties of bcr-abl and compare them with those of the Abelson virus (AMuLV) transforming gene (gag-v-abl), we have used either a synthetic bcr-v-abl gene that mimics the translocation product or, in some experiments, a bcr-c-abl cDNA. A new retroviral vector was used to introduce the genes into the factor-dependent myeloid line FDC-P1. Both bcr-abl and v-abl efficiently rendered the myeloid cells factor independent and tumorigenic. Their fully autonomous growth may be due to the myeloid growth factor interleukin-3 (IL-3) made in small amounts by the infected cells. Hence autocrine factor production may feature in CML development and Abelson virus transformation.","['Hariharan, I K', 'Adams, J M', 'Cory, S']","['Hariharan IK', 'Adams JM', 'Cory S']","['Walter and Eliza Hall Institute of Medical Research, Royal Melbourne Hospital, Victoria, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Oncogene Res,Oncogene research,8801457,"['0 (Growth Substances)', '0 (Interleukin-3)', '0 (Neoplasm Proteins)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Animals', 'Cell Division', 'Cell Line', 'Cell Transformation, Neoplastic/*genetics', 'Fusion Proteins, bcr-abl', 'Gene Expression Regulation', 'Genetic Engineering', 'Growth Substances/*biosynthesis', 'Interleukin-3/biosynthesis', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*pathology/physiopathology', 'Mice', 'Neoplasm Proteins/*physiology', 'Neoplasms, Experimental/*genetics/pathology', 'Transfection']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Oncogene Res. 1988;3(4):387-99.,['CA 12421/CA/NCI NIH HHS/United States'],,,,,,,,,,,
3147026,NLM,MEDLINE,19890328,20190501,0959-8138 (Print) 0959-8138 (Linking),297,6661,1988 Dec 3,Unusual presentation of pseudomonas infection.,1470-1,,"['Jowitt, S N', 'Yin, J A', 'Johnson, P R', 'Tooth, A']","['Jowitt SN', 'Yin JA', 'Johnson PR', 'Tooth A']",,['eng'],"['Case Reports', 'Letter']",England,BMJ,BMJ (Clinical research ed.),8900488,,IM,"['Aged', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Opportunistic Infections/*complications', 'Pseudomonas Infections/*complications']",1988/12/03 00:00,1988/12/03 00:01,['1988/12/03 00:00'],"['1988/12/03 00:00 [pubmed]', '1988/12/03 00:01 [medline]', '1988/12/03 00:00 [entrez]']",['10.1136/bmj.297.6661.1470-e [doi]'],ppublish,BMJ. 1988 Dec 3;297(6661):1470-1. doi: 10.1136/bmj.297.6661.1470-e.,,PMC1835140,,,,,,,,,,
3147015,NLM,MEDLINE,19890328,20211203,0959-8138 (Print) 0959-8138 (Linking),297,6661,1988 Dec 3,Hyperinfection with strongyloides after treatment for adult T cell leukaemia-lymphoma in an African immigrant.,1456-7,,"['Pagliuca, A', 'Layton, D M', 'Allen, S', 'Mufti, G J']","['Pagliuca A', 'Layton DM', 'Allen S', 'Mufti GJ']","[""Academic Department of Haematology, King's College School of Medicine and Dentistry, London.""]",['eng'],"['Case Reports', 'Journal Article']",England,BMJ,BMJ (Clinical research ed.),8900488,['N1Q45E87DT (Thiabendazole)'],IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Humans', 'Immunosuppression Therapy', 'Leukemia-Lymphoma, Adult T-Cell/*complications/drug therapy', 'Male', 'Opportunistic Infections/*complications/drug therapy', 'Strongyloidiasis/*complications/drug therapy', 'Thiabendazole/therapeutic use']",1988/12/03 00:00,1988/12/03 00:01,['1988/12/03 00:00'],"['1988/12/03 00:00 [pubmed]', '1988/12/03 00:01 [medline]', '1988/12/03 00:00 [entrez]']",['10.1136/bmj.297.6661.1456 [doi]'],ppublish,BMJ. 1988 Dec 3;297(6661):1456-7. doi: 10.1136/bmj.297.6661.1456.,,PMC1835153,,,,,,,,,,
3146827,NLM,MEDLINE,19890314,20071115,0041-4301 (Print) 0041-4301 (Linking),29,3,1987 Jul-Sep,Leukemias associated with neurofibromatosis in children.,171-6,,"['Gurgey, A', 'Hicsonmez, G', 'Balci, S', 'Erturk, G', 'Irken, G']","['Gurgey A', 'Hicsonmez G', 'Balci S', 'Erturk G', 'Irken G']",,['eng'],"['Case Reports', 'Journal Article']",Turkey,Turk J Pediatr,The Turkish journal of pediatrics,0417505,,IM,"['Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications', 'Male', 'Neurofibromatosis 1/*complications', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",,ppublish,Turk J Pediatr. 1987 Jul-Sep;29(3):171-6.,,,,,,,,,,,,
3146746,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,Cyclosporin A in the treatment of CLL associated PRCA and bone marrow hypoplasia.,479-81,"Three patients (1 PRCA-T-CLL, 1 PRCA-B-CLL, 1 B-CLL aplasia) were treated with cyclosporin A (CS-A). Patient no 1 had relapsed during steroid therapy and the remaining two patients had been resistant to conventional immunosuppression. CS-A produced in all cases a prompt remission (within 1-4 weeks) of bone marrow failure. Mild reversible renal toxicity was the only side-effect noted. CS-A might be tried in every case of CLL-associated bone marrow failure.","['Tura, S', 'Finelli, C', 'Bandini, G', 'Cavo, M', 'Gobbi, M']","['Tura S', 'Finelli C', 'Bandini G', 'Cavo M', 'Gobbi M']","['Institute of Haematology L. e A. Seragnoli, University of Bologna, Italy.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,['0 (Cyclosporins)'],IM,"['Adult', 'Bone Marrow/drug effects/*pathology', 'Cyclosporins/*therapeutic use', 'Hematopoiesis/drug effects', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Leukemia, Prolymphocytic, T-Cell/*complications', 'Male', 'Middle Aged', 'Red-Cell Aplasia, Pure/*drug therapy/etiology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):479-81.,,,,,,,,,,,,
3146745,NLM,MEDLINE,19890316,20071115,,30,5-6,1988,Cross-linking of membrane IgM on B CLL cells.,301-4,"We report here the study of early events following surface Ig cross-linking such as Ca2+ mobilization and IP3 generation, in chronic lymphocytic leukemia (CLL) B cells. Those leukemic populations were previously shown to be frozen at different stages of activation with unique requirements for proliferation. The study reported here disclosed 3 patterns of response in terms of Ca2+ mobilization and proliferation. These results are interpreted in terms of differential anti-mu signalling on B cells at different stages of activation.","['Grillot-Courvalin, C', 'Hivroz, C', 'Brouet, J C']","['Grillot-Courvalin C', 'Hivroz C', 'Brouet JC']","['Laboratory of Immunochemistry and Immunopathology, INSERM U108, Paris, France.']",['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,"['0 (Antibodies, Anti-Idiotypic)', '0 (Cross-Linking Reagents)', '0 (Immunoglobulin M)', '0 (Immunoglobulin mu-Chains)', '0 (Receptors, Antigen, B-Cell)', '0 (anti-IgM)']",IM,"['Antibodies, Anti-Idiotypic/physiology', 'B-Lymphocytes/immunology/*metabolism', '*Cross-Linking Reagents', 'Humans', 'Immunoglobulin M/immunology/*metabolism/physiology', 'Immunoglobulin mu-Chains/immunology', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/*metabolism', 'Lymphocyte Activation', 'Receptors, Antigen, B-Cell/*metabolism']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1988;30(5-6):301-4.,,,,,,,,,,,,
3146698,NLM,MEDLINE,19890317,20081121,0254-7600 (Print) 0254-7600 (Linking),7,5-6,1988,Lowered susceptibility of K-562 cells treated with gamma interferon in serum-free medium to natural killer cell-mediated cytolysis.,297-304,"K-562 cells grown in serum-free medium were treated with gamma interferon (IFN-gamma) and they became significantly less susceptible to natural killer (NK) cell-mediated cytolysis. To examine if this loss in susceptibility was related to induced differentiation events, the presence of various antigens was determined after induction. There was a coincident expression of class I HLA common antigen, although it is not clear if this is a direct causal relationship. The level of the constitutively expressed myelomonocytic antigen, reactive with anti-Leu-M1, was not affected by IFN-gamma induction and three normally nonexpressed monocytic antigens, defined by monoclonal antibodies, remained unexpressed. IFN-gamma did induce an enhanced expression of IL-2 receptors on K-562 cells after 2 days of treatment but, thereafter, the expression appeared to be suppressed. Electron microscopy of IFN-gamma-treated cells revealed the development of increased surface blebbing and electron-dense cytoplasmic inclusions. These ultramicroscopic changes could not be correlated with definitive differentiation events. We suggest that IFN-gamma treatment of K-562 cells induces class I HLA expression and morphological changes that may be important to differentiation events that render the cells less susceptible ot NK-mediated cytolysis.","['Ichiki, A T', 'Sugantharaj, D G', 'Hudson, C S', 'Gerard, D A', 'Barnhill, M A', 'Bamberger, E G', 'Wust, C J', 'Fuhr, J E', 'Lozzio, C B']","['Ichiki AT', 'Sugantharaj DG', 'Hudson CS', 'Gerard DA', 'Barnhill MA', 'Bamberger EG', 'Wust CJ', 'Fuhr JE', 'Lozzio CB']","['Department of Medical Biology, University of Tennessee Medical Center, Knoxville.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Nat Immun Cell Growth Regul,Natural immunity and cell growth regulation,8407979,"['0 (HLA Antigens)', '82115-62-6 (Interferon-gamma)']",IM,"['Cell Differentiation', 'Cytotoxicity, Immunologic', 'HLA Antigens/biosynthesis', 'Humans', 'Interferon-gamma/*pharmacology', 'Killer Cells, Natural/*immunology', 'Leukemia/immunology/pathology', 'Microscopy, Electron', 'Monocytes/immunology', 'Tumor Cells, Cultured/*immunology/pathology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Nat Immun Cell Growth Regul. 1988;7(5-6):297-304.,['CA31945/CA/NCI NIH HHS/United States'],,,,,,,,,,,
3146545,NLM,MEDLINE,19890314,20051117,0275-2778 (Print) 0275-2778 (Linking),4,,1986,Molecular mechanisms involved in human B and T cell neoplasia.,143-60,,"['Croce, C M', 'Tsujimoto, Y', 'Nowell, P C']","['Croce CM', 'Tsujimoto Y', 'Nowell PC']","['Wistar Institute, Philadelphia, PA 19104.']",['eng'],"['Journal Article', 'Review']",United States,Gene Amplif Anal,Gene amplification and analysis,8101596,"['0 (DNA, Neoplasm)', '0 (Immunoglobulin Heavy Chains)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Animals', 'Base Sequence', 'Burkitt Lymphoma/genetics', 'DNA, Neoplasm', 'Gene Rearrangement, B-Lymphocyte, Heavy Chain', 'Humans', 'Immunoglobulin Heavy Chains/genetics', 'Leukemia, B-Cell/*genetics', 'Leukemia, T-Cell/*genetics', 'Mice', 'Molecular Sequence Data', 'Oncogenes', 'Proto-Oncogenes', 'Receptors, Antigen, T-Cell/genetics', 'Translocation, Genetic']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Gene Amplif Anal. 1986;4:143-60.,,,,,,,,,,44,,
3146485,NLM,MEDLINE,19890317,20140226,0578-1426 (Print) 0578-1426 (Linking),27,3,1988 Mar,[Effect of dibromomannitol in the treatment of chronic myelogenous leukemia: report of 22 cases].,"157-8, 197",,"['Zhu, X Q', 'Qian, J W', 'Dai, L Y']","['Zhu XQ', 'Qian JW', 'Dai LY']",,['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Nei Ke Za Zhi,Zhonghua nei ke za zhi,16210490R,"['3OWL53L36A (Mannitol)', '5UP30YED7N (Mitobronitol)']",IM,"['Adolescent', 'Adult', 'Aged', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Male', 'Mannitol/*analogs & derivatives', 'Middle Aged', 'Mitobronitol/*therapeutic use']",1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']",,ppublish,"Zhonghua Nei Ke Za Zhi. 1988 Mar;27(3):157-8, 197.",,,,,,,,,,,,
3146481,NLM,MEDLINE,19890317,20071115,0366-6999 (Print) 0366-6999 (Linking),101,6,1988 Jun,Correlation between morphological classification and prognosis of 100 cases of acute lymphoblastic leukemia.,458-60,,"['Xi, Y R', 'Zhou, D B', 'Liu, S J', 'Cai, Z L', 'Duan, S J']","['Xi YR', 'Zhou DB', 'Liu SJ', 'Cai ZL', 'Duan SJ']",,['eng'],['Journal Article'],China,Chin Med J (Engl),Chinese medical journal,7513795,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Bone Marrow Examination', 'Female', 'Humans', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*classification/pathology', 'Prognosis', 'Retrospective Studies']",1988/06/01 00:00,1988/06/01 00:01,['1988/06/01 00:00'],"['1988/06/01 00:00 [pubmed]', '1988/06/01 00:01 [medline]', '1988/06/01 00:00 [entrez]']",,ppublish,Chin Med J (Engl). 1988 Jun;101(6):458-60.,,,,,,,,,,,,
3146479,NLM,MEDLINE,19890317,20071115,0366-6999 (Print) 0366-6999 (Linking),101,6,1988 Jun,Hypercoagulable state and hemorrhage in acute leukemias.,448-53,,"['He, L Z', 'Lu, L H']","['He LZ', 'Lu LH']",,['eng'],['Journal Article'],China,Chin Med J (Engl),Chinese medical journal,7513795,"['54397-85-2 (Thromboxane B2)', '58962-34-8 (6-Ketoprostaglandin F1 alpha)']",IM,"['6-Ketoprostaglandin F1 alpha/blood', 'Adolescent', 'Adult', 'Disseminated Intravascular Coagulation/*etiology', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*blood/complications', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*blood/complications', 'Thromboxane B2/blood']",1988/06/01 00:00,1988/06/01 00:01,['1988/06/01 00:00'],"['1988/06/01 00:00 [pubmed]', '1988/06/01 00:01 [medline]', '1988/06/01 00:00 [entrez]']",,ppublish,Chin Med J (Engl). 1988 Jun;101(6):448-53.,,,,,,,,,,,,
3146203,NLM,MEDLINE,19890227,20180216,0001-5792 (Print) 0001-5792 (Linking),80,4,1988,Acute lymphoblastic leukemia and Sweet's syndrome.,224,,"['Tuncer, A M']",['Tuncer AM'],,['eng'],"['Case Reports', 'Letter']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Child', 'Dermatitis/*complications', 'Female', 'Humans', 'Neutrophils/*pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Syndrome']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000205644 [doi]'],ppublish,Acta Haematol. 1988;80(4):224. doi: 10.1159/000205644.,,,,,,,,,,,,
3146198,NLM,MEDLINE,19890227,20180216,0001-5792 (Print) 0001-5792 (Linking),80,4,1988,Cell-mediated toxicity of interleukin-2-activated lymphocytes against autologous and allogeneic human myeloma cells.,203-9,"We studied the sensitivity of human myeloma (plasma cell leukemia) toward autologous and allogeneic lymphokine-activated killer (LAK) cells. Fresh plasma cell leukemia (PCL)-derived peripheral blood mononuclear cells (PBMC) and PBMC from 3 normal donors were cultured in the presence of recombinant interleukin-2 (rIL2; 1,000 U/ml) for subsequent use as cytotoxic effectors against fresh and continuously cultured myeloma cells. Target cell lysis was measured in a 4-hour 51Cr radioisotope release assay. At an effector to target (E:T) ratio of 50:1, rIL2-induced PCL-PBMC lysed 48 +/- 19% (mean +/- 1 SD) of autologous myeloma targets, as compared to 89 +/- 5, 95 +/- 15, and 100 +/- 9% lysis of standard LAK-sensitive Daudi cells and allogeneic myeloma cell lines SKO-007, and RPMI-8226, respectively. Normal PBMC-derived rIL2-induced (LAK) cells exhibited a slightly lower cytotoxic reactivity against allogeneic targets (61 +/- 9, 60 +/- 6, and 81 +/- 8% cytolysis of SKO-007, RPMI-8226, and Daudi cells, respectively, at a 50:1 E:T ratio). Cytotoxicity against myeloma (PCL) of autologous PCL-derived killer cells could be significantly (at least 2-fold) enhanced when rIL-2-induced effector cells were preincubated for 18 h in the presence of recombinant Interferon-alpha rIFN-alpha; 1,000 U/ml). In summary, our results indicate the potential antitumor efficacy of rIL2- and rIL2 + rIFN-alpha-activated killer cells in human myeloma (PCL).","['Shimazaki, C', 'Atzpodien, J', 'Wisniewski, D', 'Gulati, S C', 'Kolitz, J E', 'Fried, J', 'Clarkson, B D']","['Shimazaki C', 'Atzpodien J', 'Wisniewski D', 'Gulati SC', 'Kolitz JE', 'Fried J', 'Clarkson BD']","['Laboratory of Hematopoietic Cell Kinetics and Hematology, Memorial Sloan-Kettering Cancer Center, New York.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Interferon Type I)', '0 (Interleukin-2)', '0 (Recombinant Proteins)', '82115-62-6 (Interferon-gamma)']",IM,"['Cells, Cultured', 'Cytotoxicity Tests, Immunologic', '*Cytotoxicity, Immunologic', 'Humans', 'Immunity, Cellular', 'Interferon Type I/pharmacology', 'Interferon-gamma/pharmacology', '*Interleukin-2', 'Killer Cells, Natural/classification/*immunology', '*Lymphocyte Activation', 'Multiple Myeloma/*immunology', 'Phenotype', 'Recombinant Proteins']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000205638 [doi]'],ppublish,Acta Haematol. 1988;80(4):203-9. doi: 10.1159/000205638.,"['CA-08748/CA/NCI NIH HHS/United States', 'CA-19117/CA/NCI NIH HHS/United States', 'CA-20194/CA/NCI NIH HHS/United States']",,,,,,,,,,,
