PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,GR,AID,PMC,TT,OID,OAB,OABL,OTO,OT,GN,SI,RF
6549230,NLM,MEDLINE,19850227,20071115,0040-3660 (Print) 0040-3660 (Linking),56,10,1984,[Tumor progression in chronic lympholeukemia].,80-3,"['Fainshtein, F E', 'Polianskaia, A M']","['Fainshtein FE', 'Polianskaia AM']",['rus'],"['Case Reports', 'English Abstract', 'Journal Article']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,,IM,"['Adult', 'Aged', 'Cell Transformation, Neoplastic/pathology', 'Female', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Leukocyte Count', 'Lymph Nodes/pathology', 'Lymphoma, Non-Hodgkin/pathology', 'Male', 'Middle Aged', 'Syndrome', 'Time Factors']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1984;56(10):80-3.,"Tumor progression associated with chronic lympholeukemia is an extreme rarity. The clinico-morphological types of malignant transformation include Richter's syndrome marked by a dramatic increase of the size of one or several lymph nodes, spleen, appearance of extranodal tumors, fever, the signs of intoxication, frequent reduction in the blood leukocyte count or hemogram normalization. Biopsy specimens of neoplasms show cells uncommon to the typical version of chronic lympholeukemia (blasts, histiocytes, and so forth). In rarely occurring ""prolymphocytoid"" transformation in the phase of marked progression of CLL as shown by the hemogram, the myelogram demonstrates a great number of prolymphocytes of the monoclonal origin with small lymphocytes of the chronic phase. During transformation according to the lymphoblastic type (two case reports described in the literature), the blasts showed the phenotype of small lymphocytes. Early diagnosis of tumor progression in CLL requires that the treatment be carried out according to the protocols for lymphosarcomas.",,,,Opukholevaia progressiia pri khronicheskom limfoleikoze.,,,,,,,,
6549218,NLM,MEDLINE,19850308,20191031,0390-5748 (Print) 0390-5748 (Linking),14,3,1984 Jul-Sep,Monoclonal antibodies and lymphocyte subsets in bronchial-washing liquid.,333-5,"['Gennarelli, E', 'Paone, G']","['Gennarelli E', 'Paone G']",['eng'],['Journal Article'],Italy,Ric Clin Lab,La Ricerca in clinica e in laboratorio,7613947,"['0 (Antibodies, Monoclonal)', '0 (Phytohemagglutinins)']",IM,"['*Antibodies, Monoclonal', 'Bronchi', 'Humans', 'Leukemia/immunology', 'Lung Diseases/*immunology', 'Lung Neoplasms/immunology', 'Lupus Erythematosus, Systemic/immunology', 'Lymphocyte Activation/drug effects', 'Lymphocytes/*immunology', 'Phytohemagglutinins/pharmacology', 'Therapeutic Irrigation']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']",ppublish,Ric Clin Lab. 1984 Jul-Sep;14(3):333-5. doi: 10.1007/BF02904855.,,,['10.1007/BF02904855 [doi]'],,,,,,,,,,
6549201,NLM,MEDLINE,19850320,20130326,0025-5246 (Print) 0025-5246 (Linking),16,1,1984 Jan-Mar,"Significance of immunological, cytochemical and immunohistochemical methods in the diagnosis of malignant lymphomas.",44-9,"['Mioduszewska, O', 'Porwit-Ksiazek, A']","['Mioduszewska O', 'Porwit-Ksiazek A']",['eng'],['Journal Article'],Poland,Mater Med Pol,Materia medica Polona. Polish journal of medicine and pharmacy,0236526,"['0 (Receptors, Antigen, B-Cell)']",IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Cytodiagnosis', 'Female', 'Histocytochemistry', 'Humans', 'Immunologic Techniques', 'Infant', 'Infant, Newborn', 'Leukemia/*diagnosis/immunology', 'Lymphoma/*diagnosis/immunology', 'Lymphoma, Non-Hodgkin/diagnosis/immunology', 'Male', 'Methods', 'Middle Aged', 'Receptors, Antigen, B-Cell/analysis', 'Rosette Formation']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Mater Med Pol. 1984 Jan-Mar;16(1):44-9.,,,,,,,,,,,,,
6549196,NLM,MEDLINE,19850227,20061115,0023-1207 (Print) 0023-1207 (Linking),,11,1984 Nov,[B-activin and immunocorrection].,41-4,"['Petrov, R V', 'Stepanenko, R N', 'Mikhailova, A A']","['Petrov RV', 'Stepanenko RN', 'Mikhailova AA']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Khirurgiia (Mosk),Khirurgiia,0412765,"['0 (Adjuvants, Immunologic)', '0 (Oligopeptides)', '0 (Peptides)', '0 (activin B)', '104625-48-1 (Activins)', '137833-32-0 (myelopeptides)']",IM,"['*Activins', 'Adjuvants, Immunologic/*analysis', 'Animals', 'Bone Marrow/*analysis', 'Humans', 'Leukemia/*metabolism', 'Lymphoma, Non-Hodgkin/*metabolism', 'Multiple Myeloma/*metabolism', '*Oligopeptides', 'Peptides/*analysis', 'Swine']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Khirurgiia (Mosk). 1984 Nov;(11):41-4.,,,,,B-aktivin i immunokorektsiia.,,,,,,,,
6549104,NLM,MEDLINE,19850221,20131121,0002-8894 (Print) 0002-8894 (Linking),45,12,1984 Dec,Cancer mortality and solvent exposures in the rubber industry.,809-11,"['Wilcosky, T C', 'Checkoway, H', 'Marshall, E G', 'Tyroler, H A']","['Wilcosky TC', 'Checkoway H', 'Marshall EG', 'Tyroler HA']",['eng'],['Journal Article'],United States,Am Ind Hyg Assoc J,American Industrial Hygiene Association journal,0371160,"['0 (Solvents)', '9006-04-6 (Rubber)', 'CL2T97X0V0 (Carbon Tetrachloride)', 'S54S8B99E8 (Carbon Disulfide)']",IM,"['Adult', 'Aged', 'Carbon Disulfide/adverse effects', 'Carbon Tetrachloride/adverse effects', 'Humans', 'Leukemia, Lymphoid/chemically induced', 'Lymphatic Diseases/chemically induced', 'Lymphoma, Non-Hodgkin/chemically induced', 'Middle Aged', 'Neoplasms/chemically induced/*mortality', 'Occupational Diseases/*mortality', '*Rubber', 'Solvents/*adverse effects']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Am Ind Hyg Assoc J. 1984 Dec;45(12):809-11. doi: 10.1080/15298668491400683.,"Some evidence suggests that solvent exposures to rubber industry workers may be associated with excess cancer mortality, but most studies of rubber workers lack information about specific chemical exposures. In one large rubber and tire-manufacturing plant, however, historical documents allowed a classification of jobs based on potential exposures to all solvents that were authorized for use in the plant. A case-control analysis of a 6678 member cohort compared the solvent exposure histories of a 20% age-stratified random sample of the cohort with those of cohort members who died during 1964-1973 from stomach cancer, respiratory system cancer, prostate cancer, lymphosarcoma, or lymphatic leukemia. Of these cancers, only lymphosarcoma and lymphatic leukemia showed significant positive associations with any of the potential solvent exposures. Lymphatic leukemia was especially strongly related to carbon tetrachloride (OR = 15.3, p less than .0001) and carbon disulfide (OR = 8.9, p = .0003). Lymphosarcoma showed similar, but weaker, associations with these two solvents. Benzene, a suspected carcinogen, was not significantly associated with any of the cancers.",,['10.1080/15298668491400683 [doi]'],,,,,,,,,,
6548917,NLM,MEDLINE,19841227,20190623,0006-2952 (Print) 0006-2952 (Linking),33,23,1984 Dec 1,Absence of a requirement for long-range DNA torsional strain in the production of protein-associated DNA strand breaks in isolated mammalian cell nuclei by the DNA intercalating agent 4'-(9-acridinylamino)methanesulfon-m-anisidide (m-AMSA).,3909-12,"['Pommier, Y', 'Zwelling, L A', 'Schwartz, R E', 'Mattern, M R', 'Kohn, K W']","['Pommier Y', 'Zwelling LA', 'Schwartz RE', 'Mattern MR', 'Kohn KW']",['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Aminoacridines)', '0 (DNA, Neoplasm)', '0 (Deoxyribonucleoproteins)', '0 (Intercalating Agents)', '00DPD30SOY (Amsacrine)']",IM,"['Aminoacridines/*pharmacology', 'Amsacrine', 'Animals', 'Cell Nucleus/drug effects/*metabolism', 'DNA, Neoplasm/*metabolism/radiation effects', 'Deoxyribonucleoproteins/*metabolism', 'Dose-Response Relationship, Radiation', 'Intercalating Agents/*pharmacology', 'Kinetics', 'Leukemia L1210/metabolism', 'Mice']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1984 Dec 1;33(23):3909-12. doi: 10.1016/0006-2952(84)90061-3.,,,"['0006-2952(84)90061-3 [pii]', '10.1016/0006-2952(84)90061-3 [doi]']",,,,,,,,,,
6548834,NLM,MEDLINE,19850114,20180524,0093-7754 (Print) 0093-7754 (Linking),11,4 Suppl 2,1984 Dec,Prognosis and therapy in hairy cell leukemia.,472-8,"['Jansen, J', 'den Ottolander, G J', 'Holdrinet, R S', 'Tricot, G J', 'Hermans, J']","['Jansen J', 'den Ottolander GJ', 'Holdrinet RS', 'Tricot GJ', 'Hermans J']",['eng'],['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,"['18D0SL7309 (Chlorambucil)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'CHOP protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Chlorambucil/therapeutic use', 'Cyclophosphamide/administration & dosage', 'Doxorubicin/administration & dosage', 'Follow-Up Studies', 'Humans', 'Leukemia, Hairy Cell/diagnosis/drug therapy/physiopathology/*therapy', 'Leukocyte Count', 'Neoplasm Staging', 'Platelet Count', 'Prednisone/administration & dosage', 'Prognosis', 'Splenectomy', 'Vincristine/administration & dosage']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Semin Oncol. 1984 Dec;11(4 Suppl 2):472-8.,,,['0093-7754(84)90028-9 [pii]'],,,,,,,,,,
6548781,NLM,MEDLINE,19850103,20041117,0037-5683 (Print) 0037-5683 (Linking),26,1-2,1984,Computers in paediatrics. 9. Computerisation of the leukemia registry.,35-40,"['Tay, J S', 'Yip, W C', 'Wong, H B']","['Tay JS', 'Yip WC', 'Wong HB']",['eng'],['Journal Article'],Singapore,J Singapore Paediatr Soc,The Journal of the Singapore Paediatric Society,7507223,,IM,"['Child', 'Child, Preschool', '*Computers', 'Female', 'Humans', '*Leukemia', 'Male', '*Pediatrics', '*Registries', 'Software']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,J Singapore Paediatr Soc. 1984;26(1-2):35-40.,,,,,,,,,,,,,
6548693,NLM,MEDLINE,19850124,20061115,0204-3564 (Print) 0204-3564 (Linking),6,4,1984,[Oncological characteristics of AKR/JY mice].,62-6,"[""Khar'kovskaia, N A"", 'Khrustalev, S A']","[""Khar'kovskaia NA"", 'Khrustalev SA']",['rus'],"['English Abstract', 'Journal Article']",Ukraine,Eksp Onkol,Eksperimental'naia onkologiia,8406659,,IM,"['Animals', 'Disease Models, Animal', 'Female', 'Leukemia, Experimental/*epidemiology/mortality/pathology', 'Liver/pathology', 'Lung/pathology', 'Lymphoma, Non-Hodgkin/*epidemiology/mortality/pathology', 'Male', 'Mice', '*Mice, Inbred AKR', 'Sex Factors', 'Spleen/pathology', 'Thymus Gland/pathology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Eksp Onkol. 1984;6(4):62-6.,"The oncological characteristic of AKR/J mice widely used in experimental investigations is presented. The incidence of spontaneous hemoblastoses in this subline is sufficiently high during the last ten years, that allows to use this subline as an experimental model of hemoblastoses. The analysis of the influence of sex factors, age and vaccination on the rate of spontaneous tumours of the lymphoid tissue is given.",,,,Onkologicheskaia kharakteristika myshei linii AKR/JY.,,,,,,,,
6548660,NLM,MEDLINE,19850109,20151119,0361-5960 (Print) 0361-5960 (Linking),68,11,1984 Nov,Treatment of metastatic ovarian carcinoma with amsacrine: a cancer and leukemia group B phase II study.,1397-8,"['Amrein, P C', 'Coleman, M', 'Richards, F 2nd', 'Bhardwaj, S', 'Kennedy, B J', 'Haurani, F I', 'Frelick, R W', 'Pastmantier, M W', 'Herschkopf, R']","['Amrein PC', 'Coleman M', 'Richards F 2nd', 'Bhardwaj S', 'Kennedy BJ', 'Haurani FI', 'Frelick RW', 'Pastmantier MW', 'Herschkopf R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Aminoacridines)', '00DPD30SOY (Amsacrine)']",IM,"['Adult', 'Aged', 'Aminoacridines/adverse effects/*therapeutic use', 'Amsacrine', 'Drug Evaluation', 'Female', 'Humans', 'Middle Aged', 'Ovarian Neoplasms/*drug therapy']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1984 Nov;68(11):1397-8.,,"['CA-03927/CA/NCI NIH HHS/United States', 'CA-07968/CA/NCI NIH HHS/United States', 'CA-12449/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
6548657,NLM,MEDLINE,19841227,20190620,0008-543X (Print) 0008-543X (Linking),54,11,1984 Dec 1,Myeloproliferative disorder with profound hypereosinophilia associated with chemotherapy for breast cancer.,2356-9,"['Soffer, T', 'Chan, W C', 'Brynes, R K', 'Vogler, W R', ""O'Neal, S""]","['Soffer T', 'Chan WC', 'Brynes RK', 'Vogler WR', ""O'Neal S""]",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,"['5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)', 'VB0R961HZT (Prednisone)', 'CHOP protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Breast Neoplasms/*drug therapy/surgery', 'Cyclophosphamide/administration & dosage', 'Doxorubicin/administration & dosage', 'Eosinophilia/*chemically induced/complications', 'Female', 'Humans', 'Lymphoma, Non-Hodgkin/*chemically induced/complications/drug therapy', 'Mastectomy', 'Melphalan/*adverse effects/therapeutic use', 'Middle Aged', 'Myeloproliferative Disorders/*chemically induced/complications', 'Prednisone/administration & dosage', 'Vincristine/administration & dosage']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Cancer. 1984 Dec 1;54(11):2356-9. doi: 10.1002/1097-0142(19841201)54:11<2356::aid-cncr2820541108>3.0.co;2-#.,"A 47-year-old woman developed a unique myeloproliferative disorder 36 months after receiving adjuvant chemotherapy postoperatively for breast carcinoma. Her bone marrow and peripheral blood exhibited many of the myelodysplastic changes commonly observed in treatment-linked leukemia. In addition, there was striking marrow and blood eosinophilia and eosinophilic infiltration in multiple organs. She also developed a poorly differentiated lymphocytic lymphoma which responded to therapy. Her myeloproliferative disorder, with marked eosinophilia, continued to progress, however, and she died shortly after its diagnosis.",,['10.1002/1097-0142(19841201)54:11<2356::aid-cncr2820541108>3.0.co;2-# [doi]'],,,,,,,,,,
6548606,NLM,MEDLINE,19841207,20131121,0002-9343 (Print) 0002-9343 (Linking),77,4D,1984 Oct 30,"Esophageal, gastric, and intestinal candidiasis.",39-43,"['Trier, J S', 'Bjorkman, D J']","['Trier JS', 'Bjorkman DJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Med,The American journal of medicine,0267200,"['0 (Imidazoles)', '0 (Polyenes)', '1400-61-9 (Nystatin)', 'D83282DT06 (Flucytosine)']",IM,"['Candidiasis/complications/diagnosis/*epidemiology/etiology/therapy', 'Deglutition Disorders/etiology', 'Diagnosis, Differential', 'Esophageal Diseases/diagnosis/*epidemiology/therapy', 'Flucytosine/therapeutic use', 'Humans', 'Imidazoles/therapeutic use', 'Intestinal Diseases/diagnosis/*epidemiology/therapy', 'Leukemia/complications', 'Lymphoma/complications', 'Lymphoma, Non-Hodgkin/complications', 'Nystatin/therapeutic use', 'Polyenes/therapeutic use', 'Stomach Diseases/diagnosis/*epidemiology/therapy']",1984/10/30 00:00,1984/10/30 00:01,['1984/10/30 00:00'],"['1984/10/30 00:00 [pubmed]', '1984/10/30 00:01 [medline]', '1984/10/30 00:00 [entrez]']",ppublish,Am J Med. 1984 Oct 30;77(4D):39-43.,"Gastrointestinal Candida infection is more prevalent than previously recognized. It is most often seen in patients with underlying impairment of the immune system but may also occur in apparently normal individuals. Esophageal involvement is most common, presenting with odynophagia, dysphagia, or bleeding. Gastric Candida infection may cause diffuse mucosal involvement or focal invasion of benign gastric ulcers. Intestinal candidiasis is uncommon and poorly characterized. The diagnosis is usually established by visualizing the characteristic yeast or mycelial forms in endoscopic brushings and biopsies. Oral nystatin is effective therapy in many patients, but other antifungal agents may be needed in extensive or persistent disease, especially in immunocompromised patients.","['AM 07121/AM/NIADDK NIH HHS/United States', 'AM 17537/AM/NIADDK NIH HHS/United States']",,,,,,,,,,,
6548439,NLM,MEDLINE,19841203,20131121,0013-7227 (Print) 0013-7227 (Linking),115,5,1984 Nov,"Extracellular calcium is involved in the mechanism of differentiation of mouse myeloid leukemia cells (M1) induced by 1 alpha, 25-dihydroxyvitamin D3.",1891-6,"['Miyaura, C', 'Abe, E', 'Suda, T']","['Miyaura C', 'Abe E', 'Suda T']",['eng'],['Journal Article'],United States,Endocrinology,Endocrinology,0375040,"['FXC9231JVH (Calcitriol)', 'SY7Q814VUP (Calcium)']",IM,"['Animals', 'Calcitriol/*pharmacology', 'Calcium/*pharmacology', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Line', 'DNA Replication/drug effects', 'Kinetics', 'Leukemia, Experimental/metabolism/*pathology', 'Mice', 'Phagocytosis/drug effects']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Endocrinology. 1984 Nov;115(5):1891-6. doi: 10.1210/endo-115-5-1891.,"We have reported that 1 alpha, 25-dihydroxyvitamin D3 [1 alpha, 25(OH)2D3] suppresses proliferation and induces differentiation of murine myeloid leukemia cells (M1) into macrophages. In the current study, M1 cells were cultured either with 2.0 or 0.15 mM total calcium to examine the effect of calcium on the process of differentiation induced by the vitamin. The 0.15 mM calcium medium greatly enhanced 1 alpha, 25-dihydroxyvitamin D3 [1 alpha, 25(OH)2D3]-induced inhibition of cell growth and suppression of [3H]thymidine incorporation. Addition of Verapamil, a calcium antagonist, to the 2.0 mM calcium medium also elicited similar responses. The absolute number of cells with phagocytic activity induced by 1 alpha, 25(OH)2D3 was almost identical in media containing either concentration of calcium, and in cultures with or without Verapamil. Culture in the 0.15 mM calcium medium or addition of Verapamil to the 2.0 mM calcium medium did not suppress cell growth nor induce phagocytic activity in the absence of the vitamin. To confirm the preferential effect of calcium on cell growth, M1 cells were pretreated for 3 days with 1 alpha, 25(OH)2D3 in either the 2.0 or 0.15 mM calcium medium. Then the pretreated cells were washed and subcultured in the absence of 1 alpha, 25(OH)2D3 in either medium. The growth rate was inhibited much more effectively in the subculture with 0.15 mM calcium than with 2.0 mM calcium. These results suggest that the M1 cells' increased requirement of extracellular calcium, caused by the treatment with 1 alpha, 25(OH)2D3, is closely related to cell growth rather than differentiation.",,['10.1210/endo-115-5-1891 [doi]'],,,,,,,,,,
