PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RF,AB,PS,FPS
14231635,NLM,MEDLINE,19961201,20181201,0044-2542 (Print) 0044-2542 (Linking),19,,1964 May 15,[ON THE DIAGNOSTIC EVALUATION OF SURFACE-ACTIVITY MEASUREMENTS IN INVESTIGATIONS OF ERYTHROKINETICS WITH RADIOIRON AND RADIOCHROMIUM].,465-70,"['KUBA, J', 'WIEDERMANN, B', 'WIEDERMANN, M']","['KUBA J', 'WIEDERMANN B', 'WIEDERMANN M']",['ger'],['Journal Article'],Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,"['0 (Chromium Isotopes)', '0 (Iron Isotopes)', 'Reticuloendotheliosis, X-linked']",OM,"['*Anemia', '*Anemia, Aplastic', '*Anemia, Hemolytic', '*Anemia, Macrocytic', '*Anemia, Sideroblastic', '*Chromium Isotopes', '*Erythropoiesis', '*Genetic Diseases, X-Linked', '*Hemochromatosis', '*Hemosiderosis', 'Humans', '*Iron Isotopes', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Polycythemia Vera', '*Severe Combined Immunodeficiency']",,['NLM'],"['*ANEMIA, APLASTIC', '*ANEMIA, HEMOLYTIC', '*ANEMIA, MACROCYTIC', '*ANEMIA, SIDEROBLASTIC', '*CHROMIUM ISOTOPES', '*ERYTHROPOIESIS', '*HEMOCHROMATOSIS', '*HEMOSIDEROSIS', '*IRON ISOTOPES', '*POLYCYTHEMIA VERA', '*RETICULOENDOTHELIOSIS']",1964/05/15 00:00,1964/05/15 00:01,['1964/05/15 00:00'],"['1964/05/15 00:00 [pubmed]', '1964/05/15 00:01 [medline]', '1964/05/15 00:00 [entrez]']",,ppublish,Z Gesamte Inn Med. 1964 May 15;19:465-70.,ZUR DIAGNOSTISCHEN AUSWERTUNG VON OBERFLAECHENAKTIVITAETSMESSUNGEN BEI UNTERSUCHUNGEN DER ERYTHROKINETIK MIT RADIOEISEN UND RADIOCHROM.,,,,
14231529,NLM,MEDLINE,19961201,20181201,0370-7261 (Print) 0370-7261 (Linking),88,,1964 Sep 30,[INTRAMEDULLARY LOCALIZATION OF RETICULOHISTIOCYTOMATOSIS].,836-49,"['ZERBI, D', 'TOMASINI, C']","['ZERBI D', 'TOMASINI C']",['ita'],['Journal Article'],Italy,Riv Sper Freniatr Med Leg Alien Ment,Rivista sperimentale di freniatria e medicina legale delle alienazioni mentali,9811063,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lung Neoplasms', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency', '*Skin Neoplasms', '*Spinal Cord Neoplasms']",,['NLM'],"['*LUNG NEOPLASMS', '*RETICULOENDOTHELIOSIS', '*SKIN NEOPLASMS', '*SPINAL CORD NEOPLASMS']",1964/09/30 00:00,1964/09/30 00:01,['1964/09/30 00:00'],"['1964/09/30 00:00 [pubmed]', '1964/09/30 00:01 [medline]', '1964/09/30 00:00 [entrez]']",,ppublish,Riv Sper Freniatr Med Leg Alien Ment. 1964 Sep 30;88:836-49.,LOCALIZZAZIONE INTRAMIDOLLARE DI RETICULOISTIOCITOMATOSI.,,,,
14231340,NLM,MEDLINE,19961201,20181201,0028-2162 (Print) 0028-2162 (Linking),108,,1964 Sep 12,[POSSIBILITIES AND HAZARDS OF RADIOISOTOPE THERAPY].,1758-70,"['EPHRAUIM, K H']",['EPHRAUIM KH'],['dut'],"['Journal Article', 'Review']",Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,"['0 (Gold Colloid)', '0 (Gold Colloid, Radioactive)', '0 (Iodine Isotopes)', '0 (Phosphorus Isotopes)', '0 (Radioisotopes)', 'U015TT5I8H (Bismuth)']",OM,"['*Angina Pectoris', '*Bismuth', 'Female', '*Gold Colloid', '*Gold Colloid, Radioactive', '*Heart Diseases', '*Heart Failure', 'Humans', '*Hyperthyroidism', 'Iodine Isotopes/*therapeutic use', '*Lactation', '*Leukemia', '*Phosphorus Isotopes', '*Polycythemia Vera', 'Pregnancy', '*Radiation Genetics', '*Radiation Injuries', '*Radioisotopes', '*Thyroid Neoplasms']",,['NLM'],"['*ANGINA PECTORIS', '*BISMUTH', '*GOLD COLLOID, RADIOACTIVE', '*HEART DISEASES', '*HEART FAILURE, CONGESTIVE', '*HYPERTHYROIDISM', '*IODINE ISOTOPES, THERAPEUTIC', '*LACTATION', '*LEUKEMIA', '*PHOSPHORUS ISOTOPES', '*POLYCYTHEMIA VERA', '*PREGNANCY', '*RADIATION GENETICS', '*RADIATION INJURY', '*REVIEW', '*THYROID NEOPLASMS']",1964/09/12 00:00,1964/09/12 00:01,['1964/09/12 00:00'],"['1964/09/12 00:00 [pubmed]', '1964/09/12 00:01 [medline]', '1964/09/12 00:00 [entrez]']",,ppublish,Ned Tijdschr Geneeskd. 1964 Sep 12;108:1758-70.,MOGELIJKHEDEN EN GEVAREN VAN THERAPIE MET RADIOACTIEVE ISOTOPEN.,0,,,
14231336,NLM,MEDLINE,19961201,20181201,0022-1961 (Print) 0022-1961 (Linking),14,,1964 Oct,[ELECTROCARDIOGRAPHY OF LEUKEMIA].,971-7,"['YOSHITOSHI, Y', 'HANAOKA, K', 'MIYASHITA, H', 'OHASHI, T', 'YAMAGUCHI, A', 'ITO, T', 'WATANABE, S', 'OSHIMA, M']","['YOSHITOSHI Y', 'HANAOKA K', 'MIYASHITA H', 'OHASHI T', 'YAMAGUCHI A', 'ITO T', 'WATANABE S', 'OSHIMA M']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,,OM,"['*Electrocardiography', 'Humans', '*Leukemia']",,['NLM'],"['*ELECTROCARDIOGRAPHY', '*LEUKEMIA']",1964/10/01 00:00,1964/10/01 00:01,['1964/10/01 00:00'],"['1964/10/01 00:00 [pubmed]', '1964/10/01 00:01 [medline]', '1964/10/01 00:00 [entrez]']",,ppublish,Naika. 1964 Oct;14:971-7.,,,,,
14231335,NLM,MEDLINE,19961201,20181201,0022-1961 (Print) 0022-1961 (Linking),14,,1964 Oct,[STEROID GLYCOSURIA IN HEMATOLOGIC DISEASES WITH SPECIAL REFERENCE TO THE EFFECTS OF BLOOD TRANSFUSION ON THE INCIDENCE OF STEROID GLYCOSURIA].,964-70,"['UEDA, H', 'UCHIDA, Y', 'OHTA, M']","['UEDA H', 'UCHIDA Y', 'OHTA M']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,['0 (Adrenal Cortex Hormones)'],OM,"['*Adrenal Cortex Hormones', '*Anemia', '*Anemia, Aplastic', '*Blood Transfusion', '*Drug Therapy', '*Glycosuria', '*Hematologic Diseases', 'Incidence', '*Leukemia', '*Toxicology']",,['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANEMIA, APLASTIC', '*BLOOD TRANSFUSION', '*DRUG THERAPY', '*GLYCOSURIA', '*LEUKEMIA', '*TOXICOLOGIC REPORT']",1964/10/01 00:00,1964/10/01 00:01,['1964/10/01 00:00'],"['1964/10/01 00:00 [pubmed]', '1964/10/01 00:01 [medline]', '1964/10/01 00:00 [entrez]']",,ppublish,Naika. 1964 Oct;14:964-70.,,,,,
14231228,NLM,MEDLINE,19961201,20181201,0025-7761 (Print) 0025-7761 (Linking),14,,1964 May-Jun,[ON CRYPTOGENETIC MEDULLARY FIBROSIS. APROPOS OF A CASE WITH LEUKEMIC EVOLUTION].,238-74,"['CAVAZZINI, P']",['CAVAZZINI P'],['ita'],['Journal Article'],Italy,Med Clin Sper,Medicina clinica e sperimentale,0421050,,OM,"['*Geriatrics', 'Humans', '*Leukemia', '*Primary Myelofibrosis']",,['NLM'],"['*GERIATRICS', '*LEUKEMIA', '*MYELOFIBROSIS']",1964/05/01 00:00,1964/05/01 00:01,['1964/05/01 00:00'],"['1964/05/01 00:00 [pubmed]', '1964/05/01 00:01 [medline]', '1964/05/01 00:00 [entrez]']",,ppublish,Med Clin Sper. 1964 May-Jun;14:238-74.,SULLA FIBROSI MIDOLLARE CRIPTOGENETICA. A PROPOSITO DI UN CASO AD EVOLUZIONE LEUCEMICA.,,,,
14231156,NLM,MEDLINE,19961201,20190513,0027-8874 (Print) 0027-8874 (Linking),33,,1964 Nov,PREDNISOLONE SENSITIVITY AND CYTOLOGY OF VIABLE LYMPHOCYTES AS TESTS FOR CHRONIC LYMPHOCYTIC LEUKEMIA.,837-47,"['SCHREK, R']",['SCHREK R'],['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,['9PHQ9Y1OLM (Prednisolone)'],OM,"['Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphocytes', '*Lymphocytosis', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Pathology', '*Pharmacology', '*Prednisolone']",,['NLM'],"['*LEUKEMIA, LYMPHOCYTIC', '*LYMPHOCYTES', '*LYMPHOCYTOSIS', '*LYMPHOSARCOMA', '*PATHOLOGY', '*PHARMACOLOGY', '*PREDNISOLONE']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",['10.1093/jnci/33.5.837 [doi]'],ppublish,J Natl Cancer Inst. 1964 Nov;33:837-47. doi: 10.1093/jnci/33.5.837.,,,,,
14231154,NLM,MEDLINE,19961201,20190513,0027-8874 (Print) 0027-8874 (Linking),33,,1964 Nov,"CHROMOSOME PATTERNS IN THE AKR MOUSE: SPONTANEOUS LEUKEMIA, ASCITES TRANSFERS, AND TISSUE CULTURE CELL LINES.",813-24,"['CAILLEAU, R', 'MUNRO, M M']","['CAILLEAU R', 'MUNRO MM']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,OM,"['Animals', '*Ascites', '*Cell Line', '*Chromosome Aberrations', '*Chromosome Disorders', '*Chromosomes', '*Leukemia', '*Leukemia, Experimental', 'Mice', 'Mice, Inbred AKR', '*Pathology', '*Research', '*Tissue Culture Techniques']",,['NLM'],"['*ASCITES', '*CHROMOSOME ABNORMALITIES', '*CHROMOSOMES', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*PATHOLOGY', '*TISSUE CULTURE']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",['10.1093/jnci/33.5.813 [doi]'],ppublish,J Natl Cancer Inst. 1964 Nov;33:813-24. doi: 10.1093/jnci/33.5.813.,,,,,
14231153,NLM,MEDLINE,19961201,20190513,0027-8874 (Print) 0027-8874 (Linking),33,,1964 Nov,STUDIES OF AVIAN SARCOMA AND ERYTHROBLASTOSIS (STAIN 13). 3. EFFECT OF CHICK SEX ON VIRUS SUSCEPTIBILITY.,807-11,"['WALLBANK, A M', 'STUBBS, E L']","['WALLBANK AM', 'STUBBS EL']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,['0 (Coloring Agents)'],OM,"['Animals', '*Avian Leukosis', '*Chickens', '*Coloring Agents', '*Disease Susceptibility', '*Meat', '*Neoplasms', '*Poultry', '*Research', '*Sarcoma', '*Sarcoma, Avian', '*Sarcoma, Experimental', '*Sex']",,['NLM'],"['*AVIAN LEUKOSIS', '*EXPERIMENTAL LAB STUDY', '*POULTRY', '*SARCOMA, EXPERIMENTAL', '*SEX']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",['10.1093/jnci/33.5.807 [doi]'],ppublish,J Natl Cancer Inst. 1964 Nov;33:807-11. doi: 10.1093/jnci/33.5.807.,,,,,
14230970,NLM,MEDLINE,19961201,20181201,0425-1423 (Print) 0425-1423 (Linking),41,,1964,SODIUM-POTASSIUM ACTIVATED ADENOSINETRIPHOSPHATASE AND CATION TRANSPORT IN NORMAL AND LEUKEMIC HUMAN LEUKOCYTES (STUDIES ON SODIUM-POTASSIUM ACTIVATED ADENOSINETRIPHOSPHATASE. 13).,183-98,"['BLOCK, J B', 'BONTING, S L']","['BLOCK JB', 'BONTING SL']",['eng'],['Journal Article'],Switzerland,Enzymol Biol Clin (Basel),Enzymologia biologica et clinica,1262560,"['0 (Cations)', '5ACL011P69 (Ouabain)', '9NEZ333N27 (Sodium)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'RWP5GA015D (Potassium)']",OM,"['*Adenosine Triphosphatases', 'Biological Transport', '*Cations', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Leukemoid Reaction', '*Leukocytes', '*Lymphocytes', '*Ouabain', '*Potassium', '*Research', '*Sodium']",,['NLM'],"['*ADENOSINE TRIPHOSPHATASE', '*BIOLOGICAL TRANSPORT', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LEUKEMOID REACTION', '*LEUKOCYTES', '*LYMPHOCYTES', '*OUABAIN', '*POTASSIUM', '*SODIUM']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",,ppublish,Enzymol Biol Clin (Basel). 1964;41:183-98.,,,,,
14230952,NLM,MEDLINE,19961201,20181201,0011-8567 (Print) 0011-8567 (Linking),70,,1964,SODIUM-POTASSIUM ACTIVATED ADENOSINETRIPHOSPHATASE AND CATION TRANSPORT IN NORMAL AND LEUKEMIC HUMAN LEUKOCYTES (STUDIES ON SODIUM-POTASSIUM ACTIVATED ADENOSINETRIPHOSPHATASE. 13).,183-98,"['BLOCK, J B', 'BONTING, S L']","['BLOCK JB', 'BONTING SL']",['eng'],['Journal Article'],United States,Dent Dig,Dental digest,0342643,"['0 (Cations)', '5ACL011P69 (Ouabain)', '9NEZ333N27 (Sodium)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'RWP5GA015D (Potassium)']",OM,"['*Adenosine Triphosphatases', 'Biological Transport', '*Cations', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Leukemoid Reaction', '*Leukocytes', '*Lymphocytes', '*Ouabain', '*Potassium', '*Research', '*Sodium']",,['NLM'],"['*ADENOSINE TRIPHOSPHATASE', '*BIOLOGICAL TRANSPORT', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LEUKEMOID REACTION', '*LEUKOCYTES', '*LYMPHOCYTES', '*OUABAIN', '*POTASSIUM', '*SODIUM']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",,ppublish,Dent Dig. 1964;70:183-98.,,,,,
14230926,NLM,MEDLINE,19961201,20181201,0008-5472 (Print) 0008-5472 (Linking),24,,1964 Nov,BIOLOGICAL STUDIES OF E.L.4 LYMPHOMA AND C-1498 LEUKEMIA IN SUSCEPTIBLE (C57BL) AND RESISTANT (B10.D2) MICE.,1785-97,"['TANAKA, K K', 'ROBERTS, E']","['TANAKA KK', 'ROBERTS E']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', '*Lymphoma', 'Mice', 'Mice, Inbred C57BL', '*Neoplasm Regression, Spontaneous', '*Neoplasm Transplantation', 'Neoplasms/*immunology', '*Research']",,['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*LYMPHOMA', '*MICE', '*NEOPLASM IMMUNOLOGY', '*NEOPLASM REGRESSION, SPONTANEOUS', '*NEOPLASM TRANSPLANTATION']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1964 Nov;24:1785-97.,,,,,
14230925,NLM,MEDLINE,19961201,20181201,0008-5472 (Print) 0008-5472 (Linking),24,,1964 Nov,"ELECTRON-MICROSCOPIC STUDY OF THE MOUSE LEUKEMIA VIRUS (GROSS), AND OF TISSUES FROM MICE WITH VIRUS-INDUCED LEUKEMIA.",1760-83,"['FELDMAN, D G', 'GROSS, L']","['FELDMAN DG', 'GROSS L']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['*Cell Physiological Phenomena', '*Cytoplasm', '*Electrons', '*Endoplasmic Reticulum', '*Erythrocytes', '*Inclusion Bodies', '*Kidney', '*Leukemia', '*Leukocytes', '*Liver', '*Lung', '*Lymphocytes', 'Mice', '*Microscopy', '*Microscopy, Electron', '*Oncogenic Viruses', '*Pathology', '*Research', '*Reticulocytes']",,['NLM'],"['*CELL STRUCTURE', '*CYTOPLASM', '*ENDOPLASMIC RETICULUM', '*ERYTHROCYTES', '*EXPERIMENTAL LAB STUDY', '*INCLUSION BODIES', '*KIDNEY', '*LEUKOCYTES', '*LIVER', '*LUNG', '*LYMPHOCYTES', '*MICE', '*MICROSCOPY, ELECTRON', '*ONCOGENIC VIRUSES', '*PATHOLOGY', '*RETICULOCYTES']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1964 Nov;24:1760-83.,,,,,
14230923,NLM,MEDLINE,19961201,20181201,0008-5472 (Print) 0008-5472 (Linking),24,,1964 Nov,LEUKEMOGENIC EFFECT OF RADIOACTIVE PHOSPHORUS IN ADULT AND FETALLY EXPOSED BALB MICE.,1745-8,"['HOLMBERG, E A', 'DE PASQUALINI, C D', 'ARINI, E', 'PAVLOVSKY, A', 'RABASA, S L']","['HOLMBERG EA', 'DE PASQUALINI CD', 'ARINI E', 'PAVLOVSKY A', 'RABASA SL']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Carcinogens)', '0 (Phosphorus Isotopes)', '27YLU75U4W (Phosphorus)']",OM,"['Animals', '*Carcinogens', 'Female', '*Fetus', '*Leukemia', '*Leukemia, Experimental', '*Leukemia, Radiation-Induced', 'Mice', '*Phosphorus', '*Phosphorus Isotopes', 'Pregnancy', '*Radiation', '*Research', '*Sex']",,['NLM'],"['*CARCINOGENS', '*EXPERIMENTAL LAB STUDY', '*FETUS', '*LEUKEMIA, EXPERIMENTAL', '*LEUKEMIA, RADIATION-INDUCED', '*MICE', '*PHOSPHORUS ISOTOPES', '*PREGNANCY', '*SEX']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1964 Nov;24:1745-8.,,,,,
14230921,NLM,MEDLINE,19961201,20181201,0008-5472 (Print) 0008-5472 (Linking),24,,1964 Nov,UPTAKE OF MIRACIL D BY CELLS OF SENSITIVE AND MIRACIL D-RESISTANT LINES OF MOUSE LEUKEMIA L1210.,1738-40,"['BRINDLE, S D', 'HIRSCHBERG, E', 'GROSS, P R']","['BRINDLE SD', 'HIRSCHBERG E', 'GROSS PR']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,['FC6D57000M (Lucanthone)'],OM,"['Animals', '*Leukemia L1210', '*Lucanthone', '*Metabolism', 'Mice', '*Research', '*Temperature']",,['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA L1210', '*LUCANTHONE', '*METABOLISM', '*TEMPERATURE']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1964 Nov;24:1738-40.,,,,,
14230920,NLM,MEDLINE,19961201,20181201,0008-5472 (Print) 0008-5472 (Linking),24,,1964 Nov,DEVELOPMENT AND PROPERTIES OF MOUSE LEUKEMIA L1210 RESISTANT TO MIRACIL D.,1733-7,"['HIRSCHBERG, E', 'BRINDLE, S D', 'SEMENTE, G']","['HIRSCHBERG E', 'BRINDLE SD', 'SEMENTE G']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Enzyme Inhibitors)', '0 (Glutamates)', '5Z93L87A1R (Guanine)', '8N3DW7272P (Cyclophosphamide)', '935E97BOY8 (Folic Acid)', 'A510CA4CBT (Proadifen)', 'E7WED276I5 (Mercaptopurine)', 'FC6D57000M (Lucanthone)', 'FTK8U1GZNX (Thioguanine)', 'JAC85A2161 (Adenine)', 'KV2JZ1BI6Z (Pyridoxine)', 'Q150359I72 (Azaguanine)', 'Q573I9DVLP (Leucovorin)', 'YL5FZ2Y5U1 (Methotrexate)']",OM,"['*Adenine', 'Animals', '*Azaguanine', '*Cyclophosphamide', '*Enzyme Inhibitors', '*Folic Acid', '*Glutamates', '*Guanine', '*Leucovorin', '*Leukemia L1210', '*Lucanthone', '*Mercaptopurine', '*Methotrexate', 'Mice', '*Pharmacology', '*Proadifen', '*Pyridoxine', '*Research', '*Thioguanine']",,['NLM'],"['*ADENINE', '*AZAGUANINE', '*CITROVORUM FACTOR', '*CYCLOPHOSPHAMIDE', '*ENZYME INHIBITORS', '*EXPERIMENTAL LAB STUDY', '*FOLIC ACID', '*GLUTAMATES', '*GUANINE', '*LEUKEMIA L1210', '*LUCANTHONE', '*MERCAPTOPURINE', '*METHOTREXATE', '*MICE', '*PHARMACOLOGY', '*PROADIFEN', '*PYRIDOXINE', '*THIOGUANINE']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1964 Nov;24:1733-7.,,,,,
14230911,NLM,MEDLINE,19961201,20181201,0316-5957 (Print) 0316-5957 (Linking),29,,1965 Jan,OBSERVATIONS ON THE ETIOLOGICAL AGENT OF PLASMACYTOSIS OF MINK; EVIDENCE SUGGESTING A RELATIONSHIP OF THE AGENT TO THE GRANULES OF A MYCOBACTERIUM SPECIES.,3-14,"['MCKAY, K A', 'GRAY, D P']","['MCKAY KA', 'GRAY DP']",['eng'],['Journal Article'],Canada,Can J Comp Med Vet Sci,Canadian journal of comparative medicine and veterinary science,0151757,,OM,"['Animals', '*Avian Leukosis', '*Carnivora', '*Chickens', 'Guinea Pigs', '*Lagomorpha', '*Mink', '*Mycobacterium', '*Mycobacterium Infections', '*Pathology', '*Plasma Cells', '*Poultry', 'Rabbits', '*Research', '*Research Design', '*Staining and Labeling']",PMC1494353,['NLM'],"['*AVIAN LEUKOSIS', '*CARNIVORA', '*EXPERIMENTAL LAB STUDY', '*GUINEA PIGS', '*MYCOBACTERIUM', '*MYCOBACTERIUM INFECTIONS', '*PATHOLOGY', '*PLASMA CELLS', '*POULTRY', '*RABBITS']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",,ppublish,Can J Comp Med Vet Sci. 1965 Jan;29:3-14.,,,"A hypothesis based on a possible connection between the granules produced by a species of Mycobacterium and the agent causing Plasmacytosis in mink is suggested. The presence of these granules in the identical tissues of mink from which a virus had previously been isolated, is noted. Granules with the ability to produce a ""germ tube"" with acid-fast staining characteristics were found to be present in these tissues. Preliminary cytological studies have shown these granules to be similar to those described by Much. When tissues containing the granules were injected into guinea pigs, rabbits and chickens and these were later tested with avian tuberculin, positive skin reactions occurred. A disease was reproduced in chickens which simulated avian leucosis. In guinea pigs a disease was reproduced which resembled Plasmacytosis in mink with some histological differences. Rabbits appeared to be refractory to infection with the dosage and route of inoculation used. The results obtained from bacteriological studies, tissue culture, animal inoculation, as well as observations made on the cytological properties of the granules, are described and discussed.",,
14230850,NLM,MEDLINE,19961201,20181201,0007-0947 (Print) 0007-0947 (Linking),18,,1964 Nov,THE TREATMENT OF LEUKAEMIA AND ALLIED DISORDERS.,681-7,"['INNES, J']",['INNES J'],['eng'],['Journal Article'],England,Br J Clin Pract,The British journal of clinical practice,0372546,"['0 (Adrenal Cortex Hormones)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)']",OM,"['*Adrenal Cortex Hormones', '*Antimetabolites', '*Antineoplastic Agents', '*Drug Therapy', '*Hodgkin Disease', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Multiple Myeloma', 'Neoplasms/*radiotherapy', '*Toxicology']",,['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANTIMETABOLITES', '*ANTINEOPLASTIC AGENTS', '*DRUG THERAPY', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*MULTIPLE MYELOMA', '*NEOPLASM RADIOTHERAPY', '*TOXICOLOGIC REPORT']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",,ppublish,Br J Clin Pract. 1964 Nov;18:681-7.,,,,,
14230639,NLM,MEDLINE,19961201,20181201,0375-8338 (Print) 0375-8338 (Linking),18,,1964,LEUKOCYTE ALKALINE PHOSPHATASE IN CHRONIC GRAULOCYTIC LEUKAEMIA.,157-68,"['BROZOVIC VASIC, M', 'RUVIDIC, R']","['BROZOVIC VASIC M', 'RUVIDIC R']",['eng'],['Journal Article'],Croatia,Acta Med Iugosl,Acta medica Iugoslavica,0370324,['EC 3.1.3.1 (Alkaline Phosphatase)'],OM,"['Alkaline Phosphatase/*blood', '*Clinical Enzyme Tests', 'Humans', '*Leukemia', '*Leukocytes']",,['NLM'],"['*BLOOD ALKALINE PHOSPHATASE', '*ENZYME TESTS', '*LEUKEMIA', '*LEUKOCYTES']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",,ppublish,Acta Med Iugosl. 1964;18:157-68.,,,,,
