PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,PMC,RF,CIN,GR,PS,FPS
4426042,NLM,MEDLINE,19750125,20190619,0008-543X (Print) 0008-543X (Linking),34,5,1974 Nov,Childhood cancer in Southern Iran.,1842-8,"['Haghighi, P', 'Mohallatee, E A', 'Nasr, K', 'Dezhbakhsh, F', 'Salmasi, S', 'Daneshbod, K']","['Haghighi P', 'Mohallatee EA', 'Nasr K', 'Dezhbakhsh F', 'Salmasi S', 'Daneshbod K']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Adolescent', 'Age Factors', 'Bone Neoplasms/epidemiology', 'Child', 'Child, Preschool', 'Denmark', 'Esophageal Neoplasms/epidemiology', 'Eye Neoplasms/epidemiology', 'Female', 'Humans', 'Infant', 'Intestinal Neoplasms/epidemiology', 'Iran', 'Leukemia/epidemiology', 'Lymphoma/epidemiology', 'Male', 'Nasopharyngeal Neoplasms/epidemiology', 'Neoplasms/*epidemiology', 'Nose Neoplasms/epidemiology', 'Salivary Gland Neoplasms/epidemiology', 'Sex Factors', 'Sweden']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",['10.1002/1097-0142(197411)34:5<1842::aid-cncr2820340538>3.0.co;2-p [doi]'],ppublish,Cancer. 1974 Nov;34(5):1842-8. doi: 10.1002/1097-0142(197411)34:5<1842::aid-cncr2820340538>3.0.co;2-p.,,,,,,,,
4424774,NLM,MEDLINE,19750117,20031114,0008-5472 (Print) 0008-5472 (Linking),34,11,1974 Nov,Adoptive immunotherapy in BALB-c times DBA-2 Cr F1 mice bearing an immunogenic subline of L1210 leukemia.,3044-8,"['Nicolin, A', 'Canti, G', 'Goldin, A']","['Nicolin A', 'Canti G', 'Goldin A']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Amides)', '0 (Imidazoles)', '0 (Triazenes)']",IM,"['Amides/pharmacology', 'Animals', 'Imidazoles/*pharmacology', '*Immunity, Cellular', '*Immunity, Maternally-Acquired', '*Immunization, Passive', 'Leukemia L1210/immunology/*therapy', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Spleen/*immunology', 'Triazenes/*pharmacology']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1974 Nov;34(11):3044-8.,,,,,,,,
4424754,NLM,MEDLINE,19750114,20190908,0036-553X (Print) 0036-553X (Linking),13,2,1974,Quantitation of erythropoiesis by a new method. IV. Studies using 59Fe and DF32P simultaneously in haematological diseases.,146-51,"['Lockner, D']",['Lockner D'],['eng'],"['Comparative Study', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['0 (Hemoglobins)', '0 (Iron Radioisotopes)', '0 (Phosphorus Radioisotopes)', '12UHW9R67N (Isoflurophate)', 'E1UOL152H7 (Iron)']",IM,"['Adult', 'Aged', 'Anemia, Hemolytic/blood', 'Anemia, Hypochromic/blood', 'Anemia, Macrocytic/blood', 'Bone Marrow/metabolism', 'Cell Survival', 'Erythrocytes/metabolism', '*Erythropoiesis', 'Female', 'Hematologic Diseases/*blood', 'Hemoglobins/metabolism', 'Humans', 'Iron/blood', 'Iron Radioisotopes', '*Isoflurophate', 'Leukemia, Lymphoid/blood', 'Liver Cirrhosis/blood', 'Male', 'Methods', 'Middle Aged', 'Phosphorus Radioisotopes', 'Polycythemia/blood', 'Spherocytosis, Hereditary/blood', 'Thalassemia/blood']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",['10.1111/j.1600-0609.1974.tb00249.x [doi]'],ppublish,Scand J Haematol. 1974;13(2):146-51. doi: 10.1111/j.1600-0609.1974.tb00249.x.,,,,,,,,
4424648,NLM,MEDLINE,19750113,20190619,0008-543X (Print) 0008-543X (Linking),34,4,1974 Oct,Genetic studies on familial leukemia.,1098-101,"['Kurita, S', 'Kamei, Y', 'Ota, K']","['Kurita S', 'Kamei Y', 'Ota K']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Consanguinity', 'Female', 'Humans', 'Japan', 'Leukemia/*genetics', 'Male', 'Middle Aged']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",['10.1002/1097-0142(197410)34:4<1098::aid-cncr2820340420>3.0.co;2-l [doi]'],ppublish,Cancer. 1974 Oct;34(4):1098-101. doi: 10.1002/1097-0142(197410)34:4<1098::aid-cncr2820340420>3.0.co;2-l.,,,,,,,,
4424600,NLM,MEDLINE,19750106,20190813,0007-4888 (Print) 0007-4888 (Linking),76,12,1974 Jun,RNA thiolation level (incorporation of methionine-S35) in peripheral lymphocytes of donors and patients with chronic lymphatic leukemia.,1430-31,"['Fedorov, N A', 'Biryukova, N V', 'Kimeral, R E']","['Fedorov NA', 'Biryukova NV', 'Kimeral RE']",['eng'],['Journal Article'],United States,Bull Exp Biol Med,Bulletin of experimental biology and medicine,0372557,"['0 (RNA, Neoplasm)', '0 (Sulfur Radioisotopes)', '13957-31-8 (Thiouridine)', '9014-25-9 (RNA, Transfer)', 'AE28F7PNPL (Methionine)']",IM,"['Blood Donors', 'Cells, Cultured', 'Centrifugation, Density Gradient', 'Humans', 'Leukemia, Lymphoid/*blood/metabolism', 'Lymphocytes/*metabolism', 'Methionine/*metabolism', 'RNA, Neoplasm/metabolism', 'RNA, Transfer/analysis/*metabolism', 'Sulfur Radioisotopes', 'Thiouridine/metabolism']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",['10.1007/BF00787552 [doi]'],ppublish,Bull Exp Biol Med. 1974 Jun;76(12):1430-31. doi: 10.1007/BF00787552.,,,,,,,,
4424548,NLM,MEDLINE,19750113,20190619,0008-543X (Print) 0008-543X (Linking),34,4 Suppl,1974 Oct,Clustering of cases of Hodgkin's disease and leukemia.,suppl:1390-4,"['Pike, M C', 'Smith, P G']","['Pike MC', 'Smith PG']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['England', '*Epidemiologic Methods', 'Hodgkin Disease/*epidemiology/transmission', 'Humans', 'Leukemia/*epidemiology', 'Schools', 'Time Factors', 'United Kingdom', 'United States']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",['10.1002/1097-0142(197410)34:8+<1390::aid-cncr2820340809>3.0.co;2-j [doi]'],ppublish,Cancer. 1974 Oct;34(4 Suppl):suppl:1390-4. doi: 10.1002/1097-0142(197410)34:8+<1390::aid-cncr2820340809>3.0.co;2-j.,,,,,,,,
4424471,NLM,MEDLINE,19750117,20061115,0031-3939 (Print) 0031-3939 (Linking),49,11,1974 Nov,[Acute leukemia in children preceded by a phase of hematopoietic hypoplasia].,1347-50,"['Rokicka-Milewska, R', 'Derulska, D']","['Rokicka-Milewska R', 'Derulska D']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,,IM,"['Acute Disease', 'Age Factors', 'Bone Marrow/*pathology', 'Diagnosis, Differential', 'Humans', 'Leukemia/diagnosis/*pathology']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1974 Nov;49(11):1347-50.,Ostre bialaczki u dzieci poprzedzone faza hipoplazji ukladu krwiotworczego,,,,,,,
4424150,NLM,MEDLINE,19750110,20190707,0014-4827 (Print) 0014-4827 (Linking),88,1,1974 Sep,Transfer of chromosomal material. Association of rescuable sarcoma virus genome with chromosomal fraction.,203-6,"['Ebina, T', 'Miao, R', 'Watanabe, Y']","['Ebina T', 'Miao R', 'Watanabe Y']",['eng'],['Journal Article'],United States,Exp Cell Res,Experimental cell research,0373226,['EC 3.4.21.4 (Trypsin)'],IM,"['Animals', 'Cattle', 'Cell Line', 'Cell Transformation, Neoplastic', '*Chromosomes', 'Cricetinae', 'Embryo, Mammalian', 'Genotype', 'Mice', '*Moloney murine leukemia virus', 'Sarcoma, Experimental/*microbiology/pathology', 'Trypsin']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",['10.1016/0014-4827(74)90636-3 [doi]'],ppublish,Exp Cell Res. 1974 Sep;88(1):203-6. doi: 10.1016/0014-4827(74)90636-3.,,,,,,,,
4423291,NLM,MEDLINE,19750115,20041117,0002-838X (Print) 0002-838X (Linking),10,5,1974 Nov,Group therapy in family practice.,176-80,"['Heffron, W A']",['Heffron WA'],['eng'],['Journal Article'],United States,Am Fam Physician,American family physician,1272646,,IM,"['Adult', 'Arthritis/therapy', 'Attitude to Death', 'Child', 'Counseling', 'Diabetes Mellitus/therapy', '*Family Practice', 'Family Therapy', 'Fees, Medical', 'Female', 'Hemodialysis, Home', 'Humans', 'Leukemia/therapy', 'Myocardial Infarction/therapy', 'Parent-Child Relations', 'Physician-Patient Relations', 'Pregnancy', 'Psychodrama', '*Psychotherapy, Group', 'Time Factors']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",,ppublish,Am Fam Physician. 1974 Nov;10(5):176-80.,,,,,,,,
4422845,NLM,MEDLINE,19750115,20061115,0047-1917 (Print) 0047-1917 (Linking),22,3,1974 Jul,Pathologic differentiation between lymphoid leukosis and Marek's disease in chickens: light and electron microscopic observations.,100-1,"['Inoue, K']",['Inoue K'],['eng'],"['Comparative Study', 'Journal Article']",Japan,Jpn J Vet Res,The Japanese journal of veterinary research,0376567,,IM,"['Animals', 'Avian Leukosis/*pathology', '*Chickens', 'Marek Disease/*pathology', 'Microscopy, Electron']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",,ppublish,Jpn J Vet Res. 1974 Jul;22(3):100-1.,,,,,,,,
4422682,NLM,MEDLINE,19750117,20071115,0031-3939 (Print) 0031-3939 (Linking),49,11,1974 Nov,[Cytochemical and cytoenzymatic studies of acute leukemia in children].,1343-6,"['Derulska, D', 'Kolakowska-Polubiec, K', 'Litwin, J', 'Rokicka-Milewska, R', 'Traczyk, Z']","['Derulska D', 'Kolakowska-Polubiec K', 'Litwin J', 'Rokicka-Milewska R', 'Traczyk Z']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,"['EC 1.11.1.- (Peroxidases)', 'EC 3.1.6.- (Sulfatases)']",IM,"['Acute Disease', 'Adolescent', 'Age Factors', 'Child', 'Child, Preschool', '*Clinical Enzyme Tests', 'Diagnosis, Differential', 'Female', 'Histocytochemistry', 'Humans', 'Infant', 'Leukemia/*diagnosis', 'Male', 'Peroxidases/blood', 'Remission, Spontaneous', 'Sulfatases/blood']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1974 Nov;49(11):1343-6.,Badania cytochemiczne i cytoenzymatyczne u dzieci z ostra bialaczka,,,,,,,
4422637,NLM,MEDLINE,19750110,20210216,0006-4971 (Print) 0006-4971 (Linking),44,5,1974 Nov,The number of in vitro stem cells in AKR leukemic mice.,743-50,"['Chevalier, C', 'Gaillard, N', 'Frindel, E']","['Chevalier C', 'Gaillard N', 'Frindel E']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,,IM,"['Animals', 'Blood', 'Bone Marrow/growth & development', 'Bone Marrow Cells', 'Cattle/immunology', 'Cell Division', 'Cells, Cultured', 'Female', 'Fetus', '*Hematopoietic Stem Cells', 'Leukemia/*blood/veterinary', 'Mice', 'Mice, Inbred AKR', 'Spleen/cytology']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",['S0006-4971(20)68353-7 [pii]'],ppublish,Blood. 1974 Nov;44(5):743-50.,,,,,,,,
4422434,NLM,MEDLINE,19741228,20191210,0006-5242 (Print) 0006-5242 (Linking),28,5,1974 May,[Clinical gnotobiotics in hematology].,317-20,"['Dietrich, M']",['Dietrich M'],['ger'],['Journal Article'],Germany,Blut,Blut,0173401,"['0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)']",IM,"['Anti-Bacterial Agents/administration & dosage/metabolism', 'Antineoplastic Agents/administration & dosage', 'Cesarean Section', 'Decontamination', 'Environment, Controlled', 'Female', '*Germ-Free Life', 'Humans', 'Infant, Newborn', 'Infections/therapy', 'Leukemia/drug therapy', 'Male', 'Methods', 'Patient Isolators', 'Pregnancy', 'Remission, Spontaneous', 'Time Factors']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",['10.1007/BF01631518 [doi]'],ppublish,Blut. 1974 May;28(5):317-20. doi: 10.1007/BF01631518.,Klinische Gnotobiotik in der Hamatologie,,,,,,,
4421997,NLM,MEDLINE,19750110,20131121,0004-5772 (Print) 0004-5772 (Linking),22,5,1974 May,Serum folate levels in malignant disorders.,385-8,"['Gupta, O P']",['Gupta OP'],['eng'],['Journal Article'],India,J Assoc Physicians India,The Journal of the Association of Physicians of India,7505585,"['0 (Hemoglobins)', '935E97BOY8 (Folic Acid)']",IM,"['Adolescent', 'Adult', 'Anemia/complications', 'Child', 'Female', 'Folic Acid/*blood', 'Hemoglobins/analysis', 'Humans', 'Leukemia/blood', 'Male', 'Middle Aged', 'Neoplasms/*blood/complications']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",,ppublish,J Assoc Physicians India. 1974 May;22(5):385-8.,,,,,,,,
4421800,NLM,MEDLINE,19750117,20131121,0015-5497 (Print) 0015-5497 (Linking),22,5,1974,Antileukaemic and antiviral effect of chloramphenicol and rifampicin combination in the therapy of Rauscher murine leukaemia.,300-8,"['Kara, J', 'Libansky, J', 'Cerna, H', 'Novotna, O']","['Kara J', 'Libansky J', 'Cerna H', 'Novotna O']",['eng'],['Journal Article'],Poland,Folia Biol (Krakow),Folia biologica,2984758R,"['0 (RNA, Viral)', '66974FR9Q1 (Chloramphenicol)', 'VJT6J7R4TR (Rifampin)']",IM,"['Animals', 'Chloramphenicol/*therapeutic use', 'Drug Therapy, Combination', 'Drug Tolerance', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Mice', 'Mice, Inbred CBA', 'Mitochondria, Liver/metabolism', 'RNA, Viral/biosynthesis', 'Rauscher Virus/*drug effects/metabolism', 'Rifampin/*therapeutic use']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",,ppublish,Folia Biol (Krakow). 1974;22(5):300-8.,,,,,,,,
4421468,NLM,MEDLINE,19750115,20211203,0043-5147 (Print) 0043-5147 (Linking),27,19,1974 Oct 1,[Serious infectious complications of chronic lymphatic leukemia].,1743-6,"['Najmowicz-Dabrowa, H']",['Najmowicz-Dabrowa H'],['pol'],['Journal Article'],Poland,Wiad Lek,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",9705467,['18D0SL7309 (Chlorambucil)'],IM,"['Chlorambucil/*adverse effects/therapeutic use', 'Chronic Disease', 'Female', 'Humans', 'Immunosuppression Therapy', 'Leukemia, Lymphoid/*complications', 'Middle Aged', 'Pyoderma/*chemically induced']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",,ppublish,Wiad Lek. 1974 Oct 1;27(19):1743-6.,Ciezkie powiklanie infekcyjne przewleklej bialaczki limfatycznej,,,,,,,
4421462,NLM,MEDLINE,19750106,20051117,0044-409X (Print) 0044-409X (Linking),99,31,1974 Aug 2,[Radiotherapeutic complications in the intestinal tract and their treatment].,961-6,"['Mlynek, H J', 'Hartig, W', 'Strassburger, P', 'Engel, C']","['Mlynek HJ', 'Hartig W', 'Strassburger P', 'Engel C']",['ger'],['Journal Article'],Germany,Zentralbl Chir,Zentralblatt fur Chirurgie,0413645,,IM,"['Aged', 'Female', 'Hodgkin Disease/radiotherapy', 'Humans', 'Intestinal Fistula/surgery', 'Intestinal Obstruction/surgery', 'Leukemia/radiotherapy', 'Middle Aged', 'Ovarian Neoplasms/radiotherapy', 'Proctitis/surgery', 'Radiation Injuries/*therapy', 'Radiotherapy/*adverse effects', 'Rectal Diseases/surgery', 'Rectovaginal Fistula/surgery', 'Ulcer/surgery', 'Uterine Cervical Neoplasms/radiotherapy', 'Uterine Neoplasms/radiotherapy', 'Vesicovaginal Fistula/surgery']",1974/08/02 00:00,1974/08/02 00:01,['1974/08/02 00:00'],"['1974/08/02 00:00 [pubmed]', '1974/08/02 00:01 [medline]', '1974/08/02 00:00 [entrez]']",,ppublish,Zentralbl Chir. 1974 Aug 2;99(31):961-6.,Komplikationen der Radiotherapie am Intestinaltrakt und ihre Behandlung,,,,,,,
4421213,NLM,MEDLINE,19750113,20081121,0040-3660 (Print) 0040-3660 (Linking),46,8,1974,[Benign subleukemic myelosis].,13-9,"['Abramov, M G']",['Abramov MG'],['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,,IM,"['Adult', 'Biopsy', 'Female', 'Humans', 'Leukemia/complications', 'Middle Aged', 'Myeloproliferative Disorders/*classification/etiology', 'Primary Myelofibrosis/etiology/pathology', 'Terminology as Topic']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",,ppublish,Ter Arkh. 1974;46(8):13-9.,Dobrokachestvennyi subleikemicheskii mieloz,,,,,,,
4420738,NLM,MEDLINE,19750117,20190623,0006-2952 (Print) 0006-2952 (Linking),23,19,1974 Oct 1,"On the characteristics of inhibition of deoxyribonucleic acid synthesis by 2,2'-anhydro-1-beta-D-arabinofuranosylcytosine.",2657-62,"['Kessel, D']",['Kessel D'],['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Anhydrides)', '0 (Carbon Radioisotopes)', '0 (DNA, Neoplasm)', '04079A1RDZ (Cytarabine)', '10028-17-8 (Tritium)']",IM,"['Anhydrides', 'Animals', 'Biological Transport/drug effects', 'Carbon Radioisotopes', 'Cell Line', 'Chromatography, Thin Layer', 'Cytarabine/*analogs & derivatives/pharmacology', 'DNA, Neoplasm/*antagonists & inhibitors/biosynthesis', 'Leukemia L1210', 'Mice', 'Mice, Inbred Strains', 'Time Factors', 'Tritium']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']","['0006-2952(74)90035-5 [pii]', '10.1016/0006-2952(74)90035-5 [doi]']",ppublish,Biochem Pharmacol. 1974 Oct 1;23(19):2657-62. doi: 10.1016/0006-2952(74)90035-5.,,,,,,,,
4420497,NLM,MEDLINE,19750106,20190609,0006-3002 (Print) 0006-3002 (Linking),362,1,1974 Aug 7,Non-freezable water and spin-lattice relaxation time in muscle containing a growing tumor.,209-14,"['Fung, B M']",['Fung BM'],['eng'],"['Comparative Study', 'Journal Article']",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,['059QF0KO0R (Water)'],IM,"['Animals', 'Female', 'Freezing', 'Leukemia L1210/analysis/*pathology', 'Magnetic Resonance Spectroscopy', 'Male', 'Mathematics', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Mice, Inbred Strains', 'Molecular Conformation', 'Muscles/analysis/*pathology', 'Rats', 'Species Specificity', 'Temperature', 'Thermodynamics', 'Time Factors', 'Water/*analysis']",1974/08/07 00:00,1974/08/07 00:01,['1974/08/07 00:00'],"['1974/08/07 00:00 [pubmed]', '1974/08/07 00:01 [medline]', '1974/08/07 00:00 [entrez]']","['0304-4165(74)90042-7 [pii]', '10.1016/0304-4165(74)90042-7 [doi]']",ppublish,Biochim Biophys Acta. 1974 Aug 7;362(1):209-14. doi: 10.1016/0304-4165(74)90042-7.,,,,,,,,
4420264,NLM,MEDLINE,19741226,20181130,0300-8592 (Print) 0300-8592 (Linking),27,8,1974 Aug,[Determining radiation exposure for the patient and the examiner in radiodiagnostics (author's transl)].,403-17,"['Schmitt, G', 'Ewen, K']","['Schmitt G', 'Ewen K']",['ger'],['Journal Article'],Germany,Rontgenblatter,Rontgen-Blatter; Zeitschrift fur Rontgen-Technik und medizinisch-wissenschaftliche Photographie,0413560,,IM,"['Bone Marrow/radiation effects', 'Female', 'Gonads/radiation effects', 'Humans', 'Leukemia, Radiation-Induced', 'Male', '*Radiation Dosage', 'Radiation Injuries/prevention & control', '*Radiation Monitoring', 'Radiation Protection', '*Radiography', 'Radiology', 'Technology, Radiologic', 'Workforce']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",,ppublish,Rontgenblatter. 1974 Aug;27(8):403-17.,Die Bestimmung der Strahlenbelastung des Patienten und Untersuchers in der Rontgendiagnostik,,,,,,,
4419726,NLM,MEDLINE,19750106,20041117,0010-6178 (Print) 0010-6178 (Linking),38,10,1974 Oct,Current concepts in the treatment of adult leukemia.,516-21,"['Bertino, J R', 'Skeel, R T']","['Bertino JR', 'Skeel RT']",['eng'],['Journal Article'],United States,Conn Med,Connecticut medicine,0372745,,IM,"['Adult', 'Humans', 'Leukemia/*drug therapy']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",,ppublish,Conn Med. 1974 Oct;38(10):516-21.,,,,,,,,
4419666,NLM,MEDLINE,19750110,20211203,0025-729X (Print) 0025-729X (Linking),2,5,1974 Aug 3,Epidemiology of childhood leukaemia in migrant populations.,155-8,"['Innis, M D']",['Innis MD'],['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,,IM,"['Adolescent', 'Asians', 'Blacks', 'California', 'Canada', 'Child', 'Child, Preschool', '*Emigration and Immigration', 'Genes', 'Hawaii', 'Humans', 'Infant', 'Japan', 'Leukemia/*epidemiology/genetics', 'New Zealand', 'Nigeria', '*Racial Groups', 'United Kingdom', 'Whites']",1974/08/03 00:00,1974/08/03 00:01,['1974/08/03 00:00'],"['1974/08/03 00:00 [pubmed]', '1974/08/03 00:01 [medline]', '1974/08/03 00:00 [entrez]']",['10.5694/j.1326-5377.1974.tb93663.x [doi]'],ppublish,Med J Aust. 1974 Aug 3;2(5):155-8. doi: 10.5694/j.1326-5377.1974.tb93663.x.,,,,,,,,
