PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,EIN,RF,PMC,CIN,TT,SI,GS,CON,OID,OTO,OT,GN,PS,FPS
2095233,NLM,MEDLINE,19910710,20190918,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Molecular biology and treatment of chronic myelogenous leukemia.,49-54,,"['Goldman, J M']",['Goldman JM'],"['Royal Postgraduate Medical School, London, UK.']",['eng'],"['Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,['0 (Interferon Type I)'],IM,"['Adult', 'Bone Marrow Transplantation', 'Child', 'Humans', 'Interferon Type I/therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/*genetics/surgery']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1097/00001622-199002000-00008 [doi]'],ppublish,Curr Opin Oncol. 1990 Feb;2(1):49-54. doi: 10.1097/00001622-199002000-00008.,,,31,,,,,"['M-bcr', 'bcr', 'bcr/abl']",,,,,,,
2095232,NLM,MEDLINE,19910710,20190918,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Therapy for acute leukemia in adults.,41-8,,"['Dutcher, J P']",['Dutcher JP'],"['Albert Einstein Cancer Center, New York, New York.']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Bone Marrow Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/surgery', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/surgery', 'Prognosis']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1097/00001622-199002000-00007 [doi]'],ppublish,Curr Opin Oncol. 1990 Feb;2(1):41-8. doi: 10.1097/00001622-199002000-00007.,,,26,,,,,,,,,,,,
2095231,NLM,MEDLINE,19910710,20190918,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Acute leukemia in children.,34-40,,"['Kastan, M B', 'Civin, C I']","['Kastan MB', 'Civin CI']","['Johns Hopkins Oncology Center, Baltimore, Maryland.']",['eng'],"['Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/surgery', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Prognosis']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1097/00001622-199002000-00006 [doi]'],ppublish,Curr Opin Oncol. 1990 Feb;2(1):34-40. doi: 10.1097/00001622-199002000-00006.,,,38,,,,,,,,,,,,
2095230,NLM,MEDLINE,19910710,20161123,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Epidemiology and etiology of leukemia.,3-9,,"['Sandler, D P']",['Sandler DP'],"['National Institute of Environmental Health Sciences, Research Triangle Park, North Carolina.']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,,IM,"['Adult', 'Child', 'Humans', 'Leukemia/epidemiology/*etiology', 'New Zealand/epidemiology', 'Risk Factors', 'Sweden/epidemiology', 'United Kingdom/epidemiology', 'United States/epidemiology']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",,ppublish,Curr Opin Oncol. 1990 Feb;2(1):3-9.,,,28,,,,,,,,,,,,
2095229,NLM,MEDLINE,19910710,20190918,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Cytogenetics and oncogenes.,26-33,,"['Williams, D L']",['Williams DL'],"[""St. Jude Children's Research Hospital, Memphis, Tennessee.""]",['eng'],"['Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,,IM,"['Humans', 'Leukemia/*genetics', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Oncogenes/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1097/00001622-199002000-00005 [doi]'],ppublish,Curr Opin Oncol. 1990 Feb;2(1):26-33. doi: 10.1097/00001622-199002000-00005.,,,22,,,,,"['B-lym1', 'Ha-ras', 'Hu-ets1', 'Hu-ets2', 'K-ras', 'N-ras', 'bcl-1', 'bcl-2', 'bcr', 'c-abl', 'c-erb A', 'c-erb B1', 'c-erb B2', 'c-fes', 'c-fms', 'c-fos', 'c-mos', 'c-myb', 'c-myc', 'c-sis', 'c-src', 'p53', 'tcl-1']",,,,,,,
2095226,NLM,MEDLINE,19910710,20190918,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Pathology and immunology of leukemia.,18-25,,"['Mirro, J Jr']",['Mirro J Jr'],"[""St. Jude Children's Research Hospital, Memphis, Tennessee.""]",['eng'],"['Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,"['0 (Antigens, Surface)']",IM,"['Antigens, Surface/immunology', 'Humans', 'Immunophenotyping', 'Leukemia/*immunology/pathology']",1990/02/01 00:00,2001/03/28 10:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1097/00001622-199002000-00004 [doi]'],ppublish,Curr Opin Oncol. 1990 Feb;2(1):18-25. doi: 10.1097/00001622-199002000-00004.,,,20,,,,,['c-fms'],,,,,,,
2095225,NLM,MEDLINE,19910710,20041117,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Leukemia.,171-97,,,,,['eng'],"['Bibliography', 'Journal Article']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,,IM,"['Adult', 'Child', 'Humans', '*Leukemia/pathology/physiopathology/therapy']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",,ppublish,Curr Opin Oncol. 1990 Feb;2(1):171-97.,,,,,,,,,,,,,,,
2095215,NLM,MEDLINE,19910710,20131121,1040-8746 (Print) 1040-8746 (Linking),2,1,1990 Feb,Leukemia: experimental and preclinical studies.,10-7,,"['Capizzi, R L']",['Capizzi RL'],"['Cancer Center of Wake Forest University, Winston-Salem, North Carolina.']",['eng'],"['Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,"['0 (Alkylating Agents)', '0 (Antibiotics, Antineoplastic)', '04079A1RDZ (Cytarabine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Alkylating Agents/pharmacology/therapeutic use', 'Animals', 'Antibiotics, Antineoplastic/pharmacology/therapeutic use', 'Cell Line/drug effects', 'Chromosome Aberrations', 'Cytarabine/pharmacology/therapeutic use', 'Drug Resistance', 'Humans', 'Leukemia/drug therapy/*genetics', 'Methotrexate/pharmacology/therapeutic use', 'Prognosis']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",,ppublish,Curr Opin Oncol. 1990 Feb;2(1):10-7.,,,26,,,,,,,,,,,,
2094938,NLM,MEDLINE,19910702,20191029,1043-0733 (Print) 1043-0733 (Linking),6,4,1990 Winter,Bepridil enhances adriamycin-induced DNA biosynthesis inhibition in human myeloid leukemia cells.,183-91,"The utilization of drug response modulators, based on their physico-chemical properties to augment the cytotoxic response of anticancer drugs is now gaining importance. We present in this communication, investigations performed to assess the antitumor activity of Adriamycin (ADR), on chronic myeloid leukemia (CML) cells, and the effect of bepridil, a calcium channel blocker on the ADR cytotoxicity. Inhibition of 3H-thymidine incorporation into DNA was used as an index of the cytotoxic effects of drugs when utilised alone or in combination. The combination of bepridil (1 and 5 micrograms/ml) and ADR (5 and 10 micrograms/ml) indicated a significant (P less than 0.001) enhancement in the DNA biosynthesis inhibition in CML cells, as compared to those samples exposed to ADR alone. The observed inhibition of DNA biosynthesis was found to be totally reversible, partially reversible and completely irreversible when the CML cells were exposed to bepridil alone, ADR alone and ADR plus bepridil, respectively. Bepridil was found to be highly lipid soluble at physiological pH, and this property could be responsible for the modulation of the ADR activity observed in this study. Results obtained, though preliminary due to the small sample size, clearly indicate a necessity for a detailed evaluation of bepridil effects, which would lead to higher therapeutic gains in anticancer chemotherapy in the clinic.","['Parekh, H', 'Advani, S', 'Chitnis, M']","['Parekh H', 'Advani S', 'Chitnis M']","['Cellular Chemotherapy Unit, Tata Memorial Hospital, Tata Memorial Centre, Parel, Bombay, India.']",['eng'],['Journal Article'],United States,Sel Cancer Ther,Selective cancer therapeutics,8912502,"['0 (DNA, Neoplasm)', '755BO701MA (Bepridil)', '80168379AG (Doxorubicin)']",IM,"['Bepridil/chemistry/*pharmacology', 'DNA, Neoplasm/biosynthesis/*drug effects', 'Doxorubicin/*pharmacology', 'Drug Synergism', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Tumor Cells, Cultured']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1089/sct.1990.6.183 [doi]'],ppublish,Sel Cancer Ther. 1990 Winter;6(4):183-91. doi: 10.1089/sct.1990.6.183.,,,,,,,,,,,,,,,
2094936,NLM,MEDLINE,19910702,20191029,1043-0733 (Print) 1043-0733 (Linking),6,4,1990 Winter,Reversal of doxorubicin and cisplatin resistance in vivo in murine leukemias by the calcium antagonist RO 11-2933.,167-76,The ability of RO 11-2933 to modulate in vivo Doxorubicin and Cisplatin antitumor activity has been evaluated in sensitive and resistant P388 and L1210 murine leukemias. A reversal of both Doxorubicin or Cisplatin resistance has been observed when P388/Dx or L1210/CP tumor bearing mice received multiple treatments of the antitumor agent plus 30 mg/Kg of RO 11-2933. No modification of Doxorubicin or Cisplatin effect has been observed in sensitive tumors. The results obtained indicate that RO 11-2933 might represent a promising agent for the reversal of multidrug resistance.,"['Mazzoni, A', 'Canti, G']","['Mazzoni A', 'Canti G']","['Department of Pharmacology, School of Medicine, University of Milan, Italy.']",['eng'],['Journal Article'],United States,Sel Cancer Ther,Selective cancer therapeutics,8912502,"['0 (Calcium Channel Blockers)', '0 (Propylamines)', '80168379AG (Doxorubicin)', '98600-65-8 (Ro 11-2933)', 'Q20Q21Q62J (Cisplatin)']",IM,"['Animals', 'Calcium Channel Blockers/*pharmacology', 'Cisplatin/*pharmacology', 'Doxorubicin/*pharmacology', 'Drug Interactions', 'Drug Resistance', 'Drug Screening Assays, Antitumor', 'Female', 'Leukemia L1210/*drug therapy', 'Leukemia P388/*drug therapy', 'Mice', 'Mice, Inbred DBA', 'Neoplasm Transplantation', 'Propylamines/*pharmacology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1089/sct.1990.6.167 [doi]'],ppublish,Sel Cancer Ther. 1990 Winter;6(4):167-76. doi: 10.1089/sct.1990.6.167.,,,,,,,,,,,,,,,
2094772,NLM,MEDLINE,19910703,20191029,8755-5093 (Print) 1026-5457 (Linking),4,1,1990,Competitive inhibition of a tumour cell surface protease. A rapid technique for in vitro testing of selective targeting systems.,63-73,"The active centre of a protease on the surface of tumour cells can be located by its affinity for an active site-directed inhibitor, 9-amino acridine. Cells which have uninhibited proteases, bind 9-amino acridine and fluoresce in resin sections. The leukaemic rat was used as a model system to provide tumour cells in a well defined location. Drugs when coupled to a ligand (directed to the active centre of the protease) compete for this binding site with 9-amino acridine. Thus, competitive inhibition of the tumour cell surface protease provides a rapid technique for demonstrating the delivery of liganded molecules to the surface of tumour cells in vitro.","['Steven, F S', 'Griffin, M M', 'Barnett, F B', 'Epenetos, A A']","['Steven FS', 'Griffin MM', 'Barnett FB', 'Epenetos AA']","['Department of Biochemistry and Molecular Biology, School of Biological Sciences, University of Manchester, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,J Enzyme Inhib,Journal of enzyme inhibition,8709734,"['0 (Biomarkers, Tumor)', '0 (Drug Carriers)', '0 (MMC complex)', '0 (Mitomycins)', '0 (Protease Inhibitors)', '0 (Succinates)', '50SG953SK6 (Mitomycin)', '70J407ZL5Q (Agmatine)', '78OY3Z0P7Z (Aminacrine)', 'EC 3.1.1.- (Carboxylic Ester Hydrolases)', 'EC 3.1.1.- (guanidinobenzoate esterase)', 'EC 3.4.- (Endopeptidases)']",IM,"['Agmatine/*analogs & derivatives/chemical synthesis/therapeutic use', 'Aminacrine/*metabolism', 'Animals', 'Binding Sites', 'Binding, Competitive', 'Biomarkers, Tumor/*analysis', 'Carboxylic Ester Hydrolases/analysis/antagonists & inhibitors', 'Cell Membrane/*enzymology', 'Drug Carriers', 'Endopeptidases/*analysis', 'Kidney Neoplasms/drug therapy/*enzymology/pathology', 'Leukemia, Experimental/drug therapy/*enzymology/pathology', 'Leukemia-Lymphoma, Adult T-Cell/drug therapy/enzymology/pathology', '*Mitomycin', 'Mitomycins/chemical synthesis/*therapeutic use', 'Protease Inhibitors/*metabolism', 'Rats', 'Succinates/chemical synthesis/*therapeutic use']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.3109/14756369009030390 [doi]'],ppublish,J Enzyme Inhib. 1990;4(1):63-73. doi: 10.3109/14756369009030390.,,,,,,,,,,,,,,,
2094615,NLM,MEDLINE,19910703,20091111,0016-3813 (Print) 0016-3813 (Linking),126,3,1990 May-Jun,[Nuclear threat in medicine].,133-46,,"['Velasco-Suarez, M', 'Rodriguez-Carbajal, J', 'Avila-Ramirez, E', 'Morales-Polanco, M R']","['Velasco-Suarez M', 'Rodriguez-Carbajal J', 'Avila-Ramirez E', 'Morales-Polanco MR']",['Instituto Nacional de Neurologia y Neurocirugia Manuel Velasco Suarez.'],['spa'],['Journal Article'],Mexico,Gac Med Mex,Gaceta medica de Mexico,0010333,,IM,"['*Accidents', 'Acute Disease', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Radiation-Induced/*surgery', '*Nuclear Reactors', 'Radiation Injuries/*etiology/prevention & control']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",,ppublish,Gac Med Mex. 1990 May-Jun;126(3):133-46.,,,,,,Amenaza nuclear en medicina.,,,,,,,,,
2094339,NLM,MEDLINE,19910702,20190704,0007-1048 (Print) 0007-1048 (Linking),76,2,1990 Oct,High and low affinity IL-2 receptors on human leukaemic blast cells.,315-7,,"[""O'Brien, D"", 'Boughton, B']","[""O'Brien D"", 'Boughton B']",,['eng'],['Letter'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Antibodies, Monoclonal)', '0 (Macromolecular Substances)', '0 (Receptors, Interleukin-2)']",IM,"['Antibodies, Monoclonal', 'Bone Marrow/immunology/pathology', 'Humans', 'Leukemia, Myeloid, Acute/*immunology/pathology', 'Macromolecular Substances', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*immunology/pathology', 'Receptors, Interleukin-2/*analysis/metabolism']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1990.tb07895.x [doi]'],ppublish,Br J Haematol. 1990 Oct;76(2):315-7. doi: 10.1111/j.1365-2141.1990.tb07895.x.,,,,,,,,,,,,,,,
2094338,NLM,MEDLINE,19910702,20190704,0007-1048 (Print) 0007-1048 (Linking),76,2,1990 Oct,Expression of the p75 interleukin-2 receptor (beta subunit) in acute and chronic leukaemia.,314-5,,"['Barnett, D', 'Granger, V', 'Reilly, J T']","['Barnett D', 'Granger V', 'Reilly JT']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (Macromolecular Substances)', '0 (Receptors, Interleukin-2)']",IM,"['Acute Disease', 'Chronic Disease', 'Humans', 'Leukemia/*immunology', 'Lymphocytes/immunology', 'Macromolecular Substances', 'Molecular Weight', 'Receptors, Interleukin-2/*analysis']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1990.tb07894.x [doi]'],ppublish,Br J Haematol. 1990 Oct;76(2):314-5. doi: 10.1111/j.1365-2141.1990.tb07894.x.,,,,,,,,,,,,,,,
2094337,NLM,MEDLINE,19910702,20190704,0007-1048 (Print) 0007-1048 (Linking),76,2,1990 Oct,Leukaemia following exposure to microwaves: analysis of a case report.,312-4,,"['Jauchem, J R']",['Jauchem JR'],,['eng'],"['Case Reports', 'Comment', 'Letter']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Leukemia, Radiation-Induced/*etiology', '*Microwaves']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1990.tb07893.x [doi]'],ppublish,Br J Haematol. 1990 Oct;76(2):312-4. doi: 10.1111/j.1365-2141.1990.tb07893.x.,,,,,,,,,['Br J Haematol. 1989 Oct;73(2):272-3. PMID: 2818946'],,,,,,
2094336,NLM,MEDLINE,19910702,20190704,0007-1048 (Print) 0007-1048 (Linking),76,2,1990 Oct,Homozygous deletion of FMS in a patient with the 5q- syndrome.,310-1,,"['Boultwood, J', 'Rack, K', 'Buckle, V J', 'Kelly, S', 'Madden, J', 'Oscier, D G', 'Wainscoat, J S']","['Boultwood J', 'Rack K', 'Buckle VJ', 'Kelly S', 'Madden J', 'Oscier DG', 'Wainscoat JS']","['Leukaemia Research Fund, John Radcliffe Hospital, Oxford.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Adult', 'Alleles', 'Bone Marrow/pathology', '*Chromosome Deletion', '*Chromosomes, Human, Pair 5', 'Female', '*Homozygote', 'Humans', 'Myelodysplastic Syndromes/blood/complications/*genetics', 'Pregnancy', 'Pregnancy Complications/*blood']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1990.tb07892.x [doi]'],ppublish,Br J Haematol. 1990 Oct;76(2):310-1. doi: 10.1111/j.1365-2141.1990.tb07892.x.,,,,,,,,,,,,,,,
