PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,IP,OID,TT,AB,RF
14408343,NLM,MEDLINE,19981101,20181202,0023-2149 (Print) 0023-2149 (Linking),37,1959 Sep,"[On disorders of the nervous system in polycythemia, Biermer's anemia and leukoses].",132-7,"['KADYROVA, T K']",['KADYROVA TK'],['rus'],['Journal Article'],Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,OM,"['*Anemia', 'Anemia, Pernicious/*complications', 'Humans', 'Leukemia/*complications', '*Nervous System', '*Neurologic Manifestations', 'Polycythemia/*complications']",['NLM'],"['*ANEMIA, PERNICIOUS/complications', '*LEUKEMIA/complications', '*NEUROLOGIC MANIFESTATIONS', '*POLYCYTHEMIA/complications']",1959/09/01 00:00,1959/09/01 00:01,['1959/09/01 00:00'],"['1959/09/01 00:00 [pubmed]', '1959/09/01 00:01 [medline]', '1959/09/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1959 Sep;37:132-7.,,,,,,,,
14408197,NLM,MEDLINE,19981101,20181202,0002-9440 (Print) 0002-9440 (Linking),37,1960 Aug,Attempts to adapt leukemia L2C from inbred to noninbred guinea pigs.,191-201,"['JUNGEBLUT, C W', 'KODZA, H']","['JUNGEBLUT CW', 'KODZA H']",['eng'],['Journal Article'],United States,Am J Pathol,The American journal of pathology,0370502,OM,"['Animals', 'Guinea Pigs', '*Leukemia', '*Leukemia, Experimental']",['NLM'],['*LEUKEMIA/experimental'],1960/08/01 00:00,1960/08/01 00:01,['1960/08/01 00:00'],"['1960/08/01 00:00 [pubmed]', '1960/08/01 00:01 [medline]', '1960/08/01 00:00 [entrez]']",ppublish,Am J Pathol. 1960 Aug;37:191-201.,,,PMC1942254,,,,,
14408150,NLM,MEDLINE,19981101,20181202,0001-4036 (Print) 0001-4036 (Linking),250,1960 Feb 22,[Isolation and maintenance of successive superinfections (passage G) of a leukemigenic agent in normally active AkR mice].,1588-9,"['JULLIEN, P', 'RUDALI, G']","['JULLIEN P', 'RUDALI G']",['fre'],['Journal Article'],France,C R Hebd Seances Acad Sci,Comptes rendus hebdomadaires des seances de l'Academie des sciences,7501108,OM,"['Animals', '*Leukemia, Experimental', '*Maintenance', 'Mice', 'Mice, Inbred AKR', '*Superinfection']",['NLM'],['*LEUKEMIA/experimental'],1960/02/22 00:00,1960/02/22 00:01,['1960/02/22 00:00'],"['1960/02/22 00:00 [pubmed]', '1960/02/22 00:01 [medline]', '1960/02/22 00:00 [entrez]']",ppublish,C R Hebd Seances Acad Sci. 1960 Feb 22;250:1588-9.,,,,,,,,
14407741,NLM,MEDLINE,19981101,20190702,1541-8243 (Electronic) 0038-4348 (Linking),53,1960 Jul,Clostridial gas gangrene and septicemia complicating leukemia.,863-6,"['JONES, L E', 'WIRTH, W A', 'FARROW, C C']","['JONES LE', 'WIRTH WA', 'FARROW CC']",['eng'],"['Case Reports', 'Journal Article']",United States,South Med J,Southern medical journal,0404522,OM,"['*Clostridium', '*Clostridium Infections', '*Gas Gangrene', 'Humans', 'Leukemia/*complications', '*Medical Records', '*Sepsis']",['NLM'],"['*CLOSTRIDIUM/infection', '*GAS GANGRENE/case reports', '*LEUKEMIA/complications', '*SEPTICEMIA/case reports']",1960/07/01 00:00,1960/07/01 00:01,['1960/07/01 00:00'],"['1960/07/01 00:00 [pubmed]', '1960/07/01 00:01 [medline]', '1960/07/01 00:00 [entrez]']",ppublish,South Med J. 1960 Jul;53:863-6. doi: 10.1097/00007611-196007000-00007.,,['10.1097/00007611-196007000-00007 [doi]'],,,,,,
14407466,NLM,MEDLINE,19981101,20181202,0365-3056 (Print) 0365-3056 (Linking),16,1960,Therapeutic activity of basic bisepoxides in murine leukemia and other transplantable mouse neoplasms.,676-81,"['JOHNSON, I S', 'WRIGHT, H F']","['JOHNSON IS', 'WRIGHT HF']",['eng'],['Journal Article'],Belgium,Acta Unio Int Contra Cancrum,Acta - Unio Internationalis Contra Cancrum,7502506,OM,"['Animals', 'Antineoplastic Agents/*pharmacology', '*Leukemia', '*Leukemia, Experimental', '*Neoplasms, Experimental']",['NLM'],"['*ANTINEOPLASTIC AGENTS/pharmacology', '*LEUKEMIA/experimental']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Acta Unio Int Contra Cancrum. 1960;16:676-81.,['0 (Antineoplastic Agents)'],,,,,,,
14407041,NLM,MEDLINE,19981101,20190813,0009-9260 (Print) 0009-9260 (Linking),11,1960 Apr,Leukaemia after radioiodine therapy for thyroid cancer.,134-5,"['JELLIFFE, A M', 'JONES, K M']","['JELLIFFE AM', 'JONES KM']",['eng'],['Journal Article'],England,Clin Radiol,Clinical radiology,1306016,OM,"['Humans', '*Iodine', '*Iodine Radioisotopes', 'Leukemia/*etiology', '*Neoplasms', '*Radioisotopes', '*Thyroid Gland', '*Thyroid Neoplasms']",['NLM'],"['*IODINE/radioactive', '*LEUKEMIA/etiology', '*THYROID GLAND/neoplasms']",1960/04/01 00:00,1960/04/01 00:01,['1960/04/01 00:00'],"['1960/04/01 00:00 [pubmed]', '1960/04/01 00:01 [medline]', '1960/04/01 00:00 [entrez]']",ppublish,Clin Radiol. 1960 Apr;11:134-5. doi: 10.1016/s0009-9260(60)80039-6.,"['0 (Iodine Radioisotopes)', '0 (Radioisotopes)', '9679TC07X4 (Iodine)']",['10.1016/s0009-9260(60)80039-6 [doi]'],,,,,,
14406927,NLM,MEDLINE,19981101,20181202,0031-3939 (Print) 0031-3939 (Linking),34,1959 Dec,[Leukemia in infants].,1537-45,"['JAWORSKA, H', 'HEIMRATH, Z', 'KOWALSKA, Z']","['JAWORSKA H', 'HEIMRATH Z', 'KOWALSKA Z']",['pol'],['Journal Article'],Poland,Pediatr Pol,Pediatria polska,2985039R,OM,"['Child', 'Humans', 'Infant', '*Leukemia']",['NLM'],['*LEUKEMIA/in infancy and childhood'],1959/12/01 00:00,1959/12/01 00:01,['1959/12/01 00:00'],"['1959/12/01 00:00 [pubmed]', '1959/12/01 00:01 [medline]', '1959/12/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1959 Dec;34:1537-45.,,,,,,,,
14406637,NLM,MEDLINE,19981101,20181201,0035-0362 (Print) 0035-0362 (Linking),55,1959 Aug,[Current aspects of acute leukemias].,141-8,"['JAMRA, M', 'CARVALHO, R I', 'de CILLO, D']","['JAMRA M', 'CARVALHO RI', 'de CILLO D']",['por'],['Journal Article'],Brazil,Rev Paul Med,Revista paulista de medicina,0404326,OM,"['*Acute Disease', 'Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1959/08/01 00:00,1959/08/01 00:01,['1959/08/01 00:00'],"['1959/08/01 00:00 [pubmed]', '1959/08/01 00:01 [medline]', '1959/08/01 00:00 [entrez]']",ppublish,Rev Paul Med. 1959 Aug;55:141-8.,,,,,,,,
14406636,NLM,MEDLINE,19981101,20181201,0004-5241 (Print) 0004-5241 (Linking),5,1959 Apr-Jun,"[Chimaeras, marrow transplants and leukemia].",172-5,"['JAMRA, M']",['JAMRA M'],['por'],['Journal Article'],Brazil,Rev Assoc Med Bras,Revista da Associacao Medica Brasileira,7505951,OM,"['Animals', '*Bone Marrow', '*Bone Marrow Transplantation', '*Chimera', 'Humans', '*Leukemia', '*Leukemia, Experimental']",['NLM'],"['*BONE MARROW/transplantation', '*LEUKEMIA/experimental']",1959/04/01 00:00,1959/04/01 00:01,['1959/04/01 00:00'],"['1959/04/01 00:00 [pubmed]', '1959/04/01 00:01 [medline]', '1959/04/01 00:00 [entrez]']",ppublish,Rev Assoc Med Bras. 1959 Apr-Jun;5:172-5.,,,,,,,,
14406519,NLM,MEDLINE,19981101,20181201,0365-3056 (Print) 0365-3056 (Linking),16,1960,Studies on the radiosensitivity and morphology in vitro of normal and leukaemic lymphocytes.,75-9,"['JAGO, M']",['JAGO M'],['eng'],['Journal Article'],Belgium,Acta Unio Int Contra Cancrum,Acta - Unio Internationalis Contra Cancrum,7502506,OM,"['Humans', 'In Vitro Techniques', '*Leukemia', 'Leukemia, Lymphoid/*blood', 'Lymphocytes/*radiation effects', '*Radiation Tolerance']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC/blood', '*LYMPHOCYTES/radiation effects']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Acta Unio Int Contra Cancrum. 1960;16:75-9.,,,,,,,,
14406358,NLM,MEDLINE,19981101,20200930,0037-9727 (Print) 0037-9727 (Linking),104,1960 Jun,Association between presence of transplanted leukemia and morphological changes in hosts' thyroid glands.,328-30,"['JACOBS, B B']",['JACOBS BB'],['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', 'Thyroid Gland/*pathology', '*Transplants', '*Viscera']",['NLM'],"['*LEUKEMIA/experimental', '*THYROID GLAND/pathology']",1960/06/01 00:00,1960/06/01 00:01,['1960/06/01 00:00'],"['1960/06/01 00:00 [pubmed]', '1960/06/01 00:01 [medline]', '1960/06/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1960 Jun;104:328-30. doi: 10.3181/00379727-104-25824.,,['10.3181/00379727-104-25824 [doi]'],,,,,,
14406213,NLM,MEDLINE,19981101,20181201,0026-4806 (Print) 0026-4806 (Linking),51,1960 Apr 14,[How to examine ... a patient of leukemic myelosis].,1314-5,"['IZAR, G']",['IZAR G'],['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,OM,"['Humans', '*Leukemia', 'Leukemia, Myeloid/*diagnosis']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/diagnosis']",1960/04/14 00:00,1960/04/14 00:01,['1960/04/14 00:00'],"['1960/04/14 00:00 [pubmed]', '1960/04/14 00:01 [medline]', '1960/04/14 00:00 [entrez]']",ppublish,Minerva Med. 1960 Apr 14;51:1314-5.,,,,,,,,
14406212,NLM,MEDLINE,19981101,20181201,0026-4806 (Print) 0026-4806 (Linking),51,1960 Apr 25,[How to diagnose ... chronic lymphatic leukemia].,1522,"['IZAR, G']",['IZAR G'],['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,OM,"['Humans', '*Leukemia', 'Leukemia, Lymphoid/*diagnosis']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC/diagnosis']",1960/04/25 00:00,1960/04/25 00:01,['1960/04/25 00:00'],"['1960/04/25 00:00 [pubmed]', '1960/04/25 00:01 [medline]', '1960/04/25 00:00 [entrez]']",ppublish,Minerva Med. 1960 Apr 25;51:1522.,,,,,,,,
14406183,NLM,MEDLINE,19981101,20181201,0022-2143 (Print) 0022-2143 (Linking),54,1959 Aug,Free amino acids in leukocytes from normal and leukemic subjects.,229-31,"['IYER, G Y']",['IYER GY'],['eng'],['Journal Article'],United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,OM,"['Amino Acids/*blood', '*Antifibrinolytic Agents', 'Humans', 'Leukemia/*blood', 'Leukocytes/*metabolism']",['NLM'],"['*AMINO ACIDS/blood', '*LEUKEMIA/blood', '*LEUKOCYTES/metabolism']",1959/08/01 00:00,1959/08/01 00:01,['1959/08/01 00:00'],"['1959/08/01 00:00 [pubmed]', '1959/08/01 00:01 [medline]', '1959/08/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1959 Aug;54:229-31.,"['0 (Amino Acids)', '0 (Antifibrinolytic Agents)']",['0022-2143(59)90227-6 [pii]'],,,,,,
14406124,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),4,1959 Nov,[Leukoses in childhood].,25-7,"['IVANOVSKAIA, T E']",['IVANOVSKAIA TE'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Child', 'Humans', 'Infant', '*Leukemia']",['NLM'],['*LEUKEMIA/in infancy and childhood'],1959/11/01 00:00,1959/11/01 00:01,['1959/11/01 00:00'],"['1959/11/01 00:00 [pubmed]', '1959/11/01 00:01 [medline]', '1959/11/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1959 Nov;4:25-7.,,,,,,,,
14406117,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),4,1959 Aug,[Studies on tryptophan metabolites in the blood and urine of patients with leukemia].,18-21,"['IVANOVA, V D']",['IVANOVA VD'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Biochemical Phenomena', '*Body Fluids', 'Humans', 'Leukemia/*metabolism', 'Tryptophan/*metabolism']",['NLM'],"['*LEUKEMIA/metabolism', '*TRYPTOPHAN/metabolism']",1959/08/01 00:00,1959/08/01 00:01,['1959/08/01 00:00'],"['1959/08/01 00:00 [pubmed]', '1959/08/01 00:01 [medline]', '1959/08/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1959 Aug;4:18-21.,['8DUH1N11BX (Tryptophan)'],,,,,,,
14405845,NLM,MEDLINE,19981101,20181201,0004-1955 (Print) 0004-1955 (Linking),22(3),1960,[On the pathological anatomy of transitional forms of leukemia].,54-61,"['IARYGIN, N E']",['IARYGIN NE'],['rus'],['Journal Article'],Russia (Federation),Arkh Patol,Arkhiv patologii,0370604,OM,['Leukemia/*pathology'],['NLM'],['*LEUKEMIA/pathology'],1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Arkh Patol. 1960;22(3):54-61.,,,,,,,,
14405813,NLM,MEDLINE,19981101,20181201,0370-1514 (Print) 0370-1514 (Linking),15,1959 Jun 15,"[Contribution to the study of leukemias with tumoral characteristics. On a case of mediastinal ""myelosarcoma""].",345-53,"['IANNACCONE, G', 'FERRARA, A']","['IANNACCONE G', 'FERRARA A']",['ita'],"['Case Reports', 'Journal Article']",Italy,Prog Med (Napoli),Il Progresso medico,2984827R,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Mediastinitis', '*Medical Records', '*Multiple Myeloma', '*Neoplasms', '*Plasma Cells', '*Sarcoma, Myeloid']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/case reports', '*MEDIASTINITIS/neoplasms', '*MYELOMA, PLASMA CELL/case reports']",1959/06/15 00:00,1959/06/15 00:01,['1959/06/15 00:00'],"['1959/06/15 00:00 [pubmed]', '1959/06/15 00:01 [medline]', '1959/06/15 00:00 [entrez]']",ppublish,Prog Med (Napoli). 1959 Jun 15;15:345-53.,,,,,,,,
14405725,NLM,MEDLINE,19981101,20181201,0031-4005 (Print) 0031-4005 (Linking),24,1959 Dec,Prednisone in childhood leukemia; comparison of interrupted with continuous therapy.,1005-8,"['HYMAN, C B', 'BORDA, E', 'BRUBAKER, C', 'HAMMOND, D', 'STURGEON, P']","['HYMAN CB', 'BORDA E', 'BRUBAKER C', 'HAMMOND D', 'STURGEON P']",['eng'],['Journal Article'],United States,Pediatrics,Pediatrics,0376422,OM,"['Leukemia/*therapy', 'Prednisone/*therapy']",['NLM'],"['*LEUKEMIA/therapy', '*PREDNISONE/therapy']",1959/12/01 00:00,1959/12/01 00:01,['1959/12/01 00:00'],"['1959/12/01 00:00 [pubmed]', '1959/12/01 00:01 [medline]', '1959/12/01 00:00 [entrez]']",ppublish,Pediatrics. 1959 Dec;24:1005-8.,['VB0R961HZT (Prednisone)'],,,,,,,
14405648,NLM,MEDLINE,19981101,20190620,0008-543X (Print) 0008-543X (Linking),13,1960 Mar-Apr,Hepatic fibrosis in children with acute leukemia: a complication of therapy.,288-307,"['HUTTER, R V', 'SHIPKEY, F H', 'TAN, C T', 'MURPHY, M L', 'CHOWDHURY, M']","['HUTTER RV', 'SHIPKEY FH', 'TAN CT', 'MURPHY ML', 'CHOWDHURY M']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,OM,"['*Acute Disease', 'Child', 'Humans', 'Infant', '*Leukemia', '*Liver Cirrhosis', '*Liver Diseases']",['NLM'],"['*LEUKEMIA/in infancy and childhood', '*LIVER DISEASES/in infancy and childhood']",1960/03/01 00:00,1960/03/01 00:01,['1960/03/01 00:00'],"['1960/03/01 00:00 [pubmed]', '1960/03/01 00:01 [medline]', '1960/03/01 00:00 [entrez]']",ppublish,Cancer. 1960 Mar-Apr;13:288-307. doi: 10.1002/1097-0142(196003/04)13:2<288::aid-cncr2820130213>3.0.co;2-l.,,['10.1002/1097-0142(196003/04)13:2<288::aid-cncr2820130213>3.0.co;2-l [doi]'],,,,,,
14405501,NLM,MEDLINE,19981101,20181201,,No 3,1959 Jun-Jul,[Cutaneous manifestations of a fatal acute leukemic state with positive Paul-Bunnel-Davidsohn reaction].,301-7,"['HURIEZ, C', 'DESMONS, F', 'AGACHE, P', 'THERY, C']","['HURIEZ C', 'DESMONS F', 'AGACHE P', 'THERY C']",['fre'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,OM,"['Erythema/*etiology', 'Humans', 'Infectious Mononucleosis/*etiology', 'Leukemia/*complications', 'Purpura/*etiology']",['NLM'],"['*ERYTHEMA/etiology', '*INFECTIOUS MONONUCLEOSIS/etiology', '*LEUKEMIA/complications', '*PURPURA/etiology']",1959/06/01 00:00,1959/06/01 00:01,['1959/06/01 00:00'],"['1959/06/01 00:00 [pubmed]', '1959/06/01 00:01 [medline]', '1959/06/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1959 Jun-Jul;No 3:301-7.,,,,,,,,
14405382,NLM,MEDLINE,19981101,20181201,0027-8874 (Print) 0027-8874 (Linking),23,1959 Oct,"Investigation of tumor variants recovered from mice with systemic leukemia (L1210) after extensive therapy with 3',5'-dichloroamethopterin and 3'-bromo-5'-chloroamethopterin.",633-53,"['HUMPHREYS, S R', 'GOLDIN, A']","['HUMPHREYS SR', 'GOLDIN A']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,OM,"['Animals', 'Folic Acid Antagonists/*pharmacology', '*Leukemia', '*Leukemia, Experimental', '*Methotrexate', 'Mice']",['NLM'],"['*FOLIC ACID ANTAGONISTS/pharmacology', '*LEUKEMIA/experimental']",1959/10/01 00:00,1959/10/01 00:01,['1959/10/01 00:00'],"['1959/10/01 00:00 [pubmed]', '1959/10/01 00:01 [medline]', '1959/10/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1959 Oct;23:633-53.,"['0 (Folic Acid Antagonists)', ""528-74-5 (3',5'-dichloromethotrexate)"", 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,
14404963,NLM,MEDLINE,19981101,20181201,0040-4675 (Print) 0040-4675 (Linking),17,1959,The effect of oxypsoralen upon leukemogenesis in mice by x-rays and methylcholanthrene.,341-4,"['KAWAMOTO, S', 'KIRSCHBAUM, A', 'TAYLOR, G']","['KAWAMOTO S', 'KIRSCHBAUM A', 'TAYLOR G']",['eng'],['Journal Article'],United States,Tex Rep Biol Med,Texas reports on biology and medicine,2984820R,OM,"['Animals', '*Carcinogenesis', '*Leukemia', '*Leukemia, Experimental', 'Methoxsalen/*pharmacology', 'Methylcholanthrene/*pharmacology', 'Mice', '*Radiation Effects', 'X-Rays']",['NLM'],"['*LEUKEMIA/experimental', '*METHOXSALEN/pharmacology', '*METHYLCHOLANTHRENE/pharmacology', '*RADIATION EFFECTS/experimental']",1959/01/01 00:00,1959/01/01 00:01,['1959/01/01 00:00'],"['1959/01/01 00:00 [pubmed]', '1959/01/01 00:01 [medline]', '1959/01/01 00:00 [entrez]']",ppublish,Tex Rep Biol Med. 1959;17:341-4.,"['56-49-5 (Methylcholanthrene)', 'U4VJ29L7BQ (Methoxsalen)']",,,,,,,
14404888,NLM,MEDLINE,19981101,20181201,0036-7672 (Print) 0036-7672 (Linking),89,1959 Oct 3,[Casuistic contribution to the problem of congenital leukemia].,1053-7,"['KAUFMANN, H J', 'HESS, R']","['KAUFMANN HJ', 'HESS R']",['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,OM,"['Child', 'Humans', 'Infant', 'Infant, Newborn', '*Infant, Newborn, Diseases', '*Leukemia']",['NLM'],"['*INFANT, NEWBORN/diseases', '*LEUKEMIA/in infancy and childhood']",1959/10/03 00:00,1959/10/03 00:01,['1959/10/03 00:00'],"['1959/10/03 00:00 [pubmed]', '1959/10/03 00:01 [medline]', '1959/10/03 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1959 Oct 3;89:1053-7.,,,,,,,,
14404678,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),4,1959 Sep,[Certain current and controversial problems in teaching on leukemias].,3-15,"['KASSIRSKII, Ia']",['KASSIRSKII Ia'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1959/09/01 00:00,1959/09/01 00:01,['1959/09/01 00:00'],"['1959/09/01 00:00 [pubmed]', '1959/09/01 00:01 [medline]', '1959/09/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1959 Sep;4:3-15.,,,,,,,,
14404293,NLM,MEDLINE,19981101,20181201,0002-9645 (Print) 0002-9645 (Linking),21,1960 Mar,Autoradiographic studies of normal and leukemic bovine leukocytes.,230-2,"['KANEKO, J J', 'TYLER, W S', 'THEILEN, G H', 'SCHALM, O W']","['KANEKO JJ', 'TYLER WS', 'THEILEN GH', 'SCHALM OW']",['eng'],['Journal Article'],United States,Am J Vet Res,American journal of veterinary research,0375011,OM,"['Animals', 'Cattle', 'Leukemia/*veterinary', '*Leukocytes']",['NLM'],"['*LEUKEMIA/veterinary', '*LEUKOCYTES']",1960/03/01 00:00,1960/03/01 00:01,['1960/03/01 00:00'],"['1960/03/01 00:00 [pubmed]', '1960/03/01 00:01 [medline]', '1960/03/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1960 Mar;21:230-2.,,,,,,,,
14404258,NLM,MEDLINE,19981101,20181201,0031-3939 (Print) 0031-3939 (Linking),34,1959 Jul,[A case of acute myeloid leukemia in a 7-week-old infant].,975-8,"['KANABUSOWA, I']",['KANABUSOWA I'],['pol'],['Journal Article'],Poland,Pediatr Pol,Pediatria polska,2985039R,OM,"['Child', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/in infancy and childhood']",1959/07/01 00:00,1959/07/01 00:01,['1959/07/01 00:00'],"['1959/07/01 00:00 [pubmed]', '1959/07/01 00:01 [medline]', '1959/07/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1959 Jul;34:975-8.,,,,,,,,
14403906,NLM,MEDLINE,19981101,20181201,0083-1921 (Print) 0083-1921 (Linking),3,1960 Aug,Investigations in chronic leukemia.,169-92,"['HUGULEY, C M', 'DONOHUE, D M', 'SHULLENBERGER, C C', 'SPRAGUE, C C']","['HUGULEY CM', 'DONOHUE DM', 'SHULLENBERGER CC', 'SPRAGUE CC']",['eng'],['Journal Article'],United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,OM,"['Antineoplastic Agents/*therapy', '*Chronic Disease', 'Leukemia/*therapy']",['NLM'],"['*ANTINEOPLASTIC AGENTS/therapy', '*LEUKEMIA/therapy']",1960/08/01 00:00,1960/08/01 00:01,['1960/08/01 00:00'],"['1960/08/01 00:00 [pubmed]', '1960/08/01 00:01 [medline]', '1960/08/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1960 Aug;3:169-92.,['0 (Antineoplastic Agents)'],,,,,,,
14403870,NLM,MEDLINE,19981101,20190501,0021-9746 (Print) 0021-9746 (Linking),12,1959 Jul,Leukaemoid reactions in disseminated tuberculosis.,307-11,"['HUGHES, J T', 'JOHNSTONE, R M', 'SCOTT, A C', 'STEWART, P D']","['HUGHES JT', 'JOHNSTONE RM', 'SCOTT AC', 'STEWART PD']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,OM,"['*Acute Disease', 'Humans', 'Leukemia/*diagnosis', '*Leukemoid Reaction', '*Tuberculosis', 'Tuberculosis, Miliary/*blood']",['NLM'],"['*LEUKEMIA/diagnosis', '*TUBERCULOSIS, MILIARY/blood']",1959/07/01 00:00,1959/07/01 00:01,['1959/07/01 00:00'],"['1959/07/01 00:00 [pubmed]', '1959/07/01 00:01 [medline]', '1959/07/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1959 Jul;12:307-11. doi: 10.1136/jcp.12.4.307.,,['10.1136/jcp.12.4.307 [doi]'],PMC479921,,,,,
14403754,NLM,MEDLINE,19981101,20190620,0008-543X (Print) 0008-543X (Linking),13,1960 Jan-Feb,Hypogammaglobulinemia and chronic lymphatic leukemia.,200-4,"['HUDSON, R P', 'WILSON, S J']","['HUDSON RP', 'WILSON SJ']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,OM,"['Agammaglobulinemia/*etiology', 'Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', 'Leukemia, Lymphoid/*complications', '*Lymphocytes']",['NLM'],"['*AGAMMAGLOBULINEMIA/etiology', '*LEUKEMIA, LYMPHOCYTIC/complications']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Cancer. 1960 Jan-Feb;13:200-4. doi: 10.1002/1097-0142(196001/02)13:1<200::aid-cncr2820130131>3.0.co;2-y.,,['10.1002/1097-0142(196001/02)13:1<200::aid-cncr2820130131>3.0.co;2-y [doi]'],,,,,,
