PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,OID,OAB,OABL,OTO,OT,GN
306842,NLM,MEDLINE,19780828,20081008,0365-9615 (Print) 0365-9615 (Linking),85,5,1978 May,[Ultrastructure of the conjugates of cytolytic T-lymphocytes and target cells].,560-5,"Conjugates of target cells and of cytological T-lymphocytes obtained on the 11th day after alloimmunization were investigated. The conjugates formed small and medium lymphocytes; mature secretory granules, crystal-like structures and lipids were revealed in their cytoplasm. The lymphocyte is spherical, the area of contact with the target cell does not exceed 5 to 15%. Cytolysis of target cells is observed after 30 to 60 minutes of incubation. The lymphocyte becomes flattened, its nucleus acquires an oval form, and the area of contact with the target cell increases considerably. At the same time hypertrophy and change of orientation of Golgi's complex to the area of contact with the target cell, coalescence of the secretory granules with lipids and crystal-like structures, the appearance of immature secretory granules and vacuolar degeneration of mitochondria are demonstrated. The lymphocyte membrane becomes ""desquamated""; structures connected with it, named ""membranosomes"" are described. It is suggested that the secretory processes in the cytoplasm of cytolytic T-lymphocytes are activated in their interaction with target cells.","['Bykovskaia, S N', 'Raushenbakh, M O', 'Rytenko, A N', 'Bykovskii, A F']","['Bykovskaia SN', 'Raushenbakh MO', 'Rytenko AN', 'Bykovskii AF']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,,IM,"['Animals', 'Cell Fusion', '*Cytotoxicity, Immunologic', 'Leukemia L1210/ultrastructure', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred DBA', 'T-Lymphocytes/*ultrastructure', 'Time Factors']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",,ppublish,Biull Eksp Biol Med. 1978 May;85(5):560-5.,,Ul'trastruktura kon'iugatov tsitoliticheskikh T-limfotsitov i kletok-mishenei.,,,,,,
306805,NLM,MEDLINE,19780726,20041117,0003-9985 (Print) 0003-9985 (Linking),102,4,1978 Apr,Colony-stimulating activity.,165-71,"Hemopoietic cells, when placed in single-cell suspension in a semisolid growth medium for seven to 14 days, have been found to form visible colonies of granulocytes and monocytes. Colony growth appears only in cultures to which a source of colony-stimulating activity (CSA) is added. Because of these in vitro effects, CSA is thought to be an in vivo regulator of granulocyte and monocyte production from progenitor cells in the bone marrow.","['Hays, E F', 'Craddock, C G']","['Hays EF', 'Craddock CG']",['eng'],['Journal Article'],United States,Arch Pathol Lab Med,Archives of pathology & laboratory medicine,7607091,"['0 (Colony-Stimulating Factors)', '0 (Glycoproteins)']",IM,"['Animals', 'Bone Marrow/pathology', 'Cell Division', '*Colony-Stimulating Factors', 'Female', '*Glycoproteins', 'Granulocytes/pathology', '*Hematopoietic Stem Cells/cytology', 'Humans', 'Leukemia/pathology', 'Mice', 'Monocytes/pathology', 'Neutropenia/pathology', 'Pregnancy', 'Rabbits', 'Time Factors']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",,ppublish,Arch Pathol Lab Med. 1978 Apr;102(4):165-71.,,,,,,,,
306797,NLM,MEDLINE,19780726,20211203,0091-7370 (Print) 0091-7370 (Linking),8,3,1978 May-Jun,Significance of surface immunoglobulin in murine and human myeloma and chronic lymphocytic leukemia.,254-7,"One important factor in the production of the immunologic deficiency in myeloma appears to be the alteration of the surface immunoglobulin by a macromolecular, RNA containing factor released by the tumor. In contrast, the cells of chronic lymphocytic leukemia are not influenced by factors outside the cell and their lack of immunologic reactivity is due to an intrinsic defect. These characteristics may be occasionally important in differential-diagnostic considerations.","['Heller, P']",['Heller P'],['eng'],['Journal Article'],United States,Ann Clin Lab Sci,Annals of clinical and laboratory science,0410247,"['0 (RNA, Neoplasm)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Animals', 'Antibody Formation', 'B-Lymphocytes/immunology', 'Binding Sites', 'Clone Cells', 'Humans', 'Immunosuppression Therapy', 'Leukemia, Lymphoid/*immunology', 'Mice', 'Multiple Myeloma/*immunology', 'Plasmacytoma/*immunology', 'RNA, Neoplasm/physiology', 'Receptors, Antigen, B-Cell/*metabolism']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",,ppublish,Ann Clin Lab Sci. 1978 May-Jun;8(3):254-7.,,,,,,,,
306748,NLM,MEDLINE,19780724,20190626,0002-9343 (Print) 0002-9343 (Linking),64,6,1978 Jun,Lymphocytic thymoma associated with T-cell lymphocytosis.,1075-9,,"['Griffin, J D', 'Aisenberg, A C', 'Long, J C']","['Griffin JD', 'Aisenberg AC', 'Long JC']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Med,The American journal of medicine,0267200,"['0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Female', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', 'Leukemia, Lymphoid/*immunology/pathology', 'Lymphocytosis/*immunology/pathology', 'Mediastinal Neoplasms/*immunology/pathology', 'Mediastinum/pathology', 'Middle Aged', 'Receptors, Antigen, B-Cell/analysis', 'T-Lymphocytes/*immunology/ultrastructure', 'Thymoma/*immunology/pathology']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']","['0002-9343(78)90464-3 [pii]', '10.1016/0002-9343(78)90464-3 [doi]']",ppublish,Am J Med. 1978 Jun;64(6):1075-9. doi: 10.1016/0002-9343(78)90464-3.,,,,,,,,
306682,NLM,MEDLINE,19780724,20190618,0036-8075 (Print) 0036-8075 (Linking),200,4346,1978 Jun 9,Acute myelogenous leukemia: a human cell line responsive to colony-stimulating activity.,1153-4,A permanent human cell line that maintains the granulocytic characteristics of acute myelogenous leukemia cells has been established. The cells of this line form myeloid colonies in soft gel culture in the presence of human colony-stimulating activity. The cell line may be useful for studying human acute myelogenous leukemia and the mechanism of response to colony-stimulating activity.,"['Koeffler, H P', 'Golde, D W']","['Koeffler HP', 'Golde DW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Colony-Stimulating Factors)', '0 (Glycoproteins)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Cell Division/drug effects', '*Cell Line', 'Chromosome Aberrations/genetics', 'Chromosome Disorders', 'Colony-Stimulating Factors/*pharmacology', 'Glycoproteins/*pharmacology', 'Granulocytes/pathology', 'Humans', 'Leukemia, Myeloid, Acute/genetics/*pathology', 'Male', 'Middle Aged', 'Receptors, Antigen, B-Cell/analysis']",1978/06/09 00:00,1978/06/09 00:01,['1978/06/09 00:00'],"['1978/06/09 00:00 [pubmed]', '1978/06/09 00:01 [medline]', '1978/06/09 00:00 [entrez]']",['10.1126/science.306682 [doi]'],ppublish,Science. 1978 Jun 9;200(4346):1153-4. doi: 10.1126/science.306682.,,,,,,,,
306678,NLM,MEDLINE,19780726,20061115,0049-5522 (Print) 0049-5522 (Linking),20,4,1977,[Hematologic diseases preceding acute leukemia in children].,491-4,,"['Polak, J']",['Polak J'],['cze'],"['English Abstract', 'Journal Article']",Czech Republic,Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove Suppl,Sbornik vedeckych praci Lekarske fakulty Karlovy univerzity v Hradci Kralove. Supplementum,0414150,,IM,"['Acute Disease', 'Adolescent', 'Anemia, Aplastic/epidemiology', 'Child', 'Child, Preschool', 'Czechoslovakia', 'Female', 'Hematologic Diseases/*epidemiology', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*epidemiology', 'Male', 'Myeloproliferative Disorders/epidemiology', 'Precancerous Conditions/*epidemiology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",,ppublish,Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove Suppl. 1977;20(4):491-4.,,Krevni nemoci predchazejici akutni leukemii u deti.,,,,,,
306633,NLM,MEDLINE,19780715,20091111,0033-4979 (Print) 0033-4979 (Linking),13,3,1977 Sep,"[Cytochemistry in diagnosis, characterization and prognostic evaluation of acute lymphatic leukaemia (author's transl)].",298-306,,"['Daniele, E', 'Salvato, M']","['Daniele E', 'Salvato M']",['ita'],"['English Abstract', 'Journal Article']",Italy,Quad Sclavo Diagn,Quaderni Sclavo di diagnostica clinica e di laboratorio,0040616,"['EC 1.11.1.- (Peroxidases)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/*analysis', 'Evaluation Studies as Topic', 'Histocytochemistry', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Lymphocytes/*enzymology', 'Methods', 'Peroxidases/*analysis', 'Prognosis', 'T-Lymphocytes/enzymology']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']",,ppublish,Quad Sclavo Diagn. 1977 Sep;13(3):298-306.,,"La citochimica nella diagnosi, tipizzazione e valutazione prognostica della leucemia linfatica acuta.",,,,,,
306576,NLM,MEDLINE,19780724,20071115,0028-4793 (Print) 0028-4793 (Linking),298,25,1978 Jun 22,A chromosome marker for B-cell cancer.,1422,,"['Cimino, M C', 'Roth, D G', 'Golomb, H M', 'Rowley, J D']","['Cimino MC', 'Roth DG', 'Golomb HM', 'Rowley JD']",['eng'],"['Case Reports', 'Letter']",United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['*B-Lymphocytes', '*Chromosome Aberrations', '*Chromosomes, Human, 13-15', 'Humans', 'Leukemia, Lymphoid/blood/*genetics', 'Male']",1978/06/22 00:00,1978/06/22 00:01,['1978/06/22 00:00'],"['1978/06/22 00:00 [pubmed]', '1978/06/22 00:01 [medline]', '1978/06/22 00:00 [entrez]']",['10.1056/NEJM197806222982514 [doi]'],ppublish,N Engl J Med. 1978 Jun 22;298(25):1422. doi: 10.1056/NEJM197806222982514.,,,,,,,,
306533,NLM,MEDLINE,19780715,20071115,0341-3098 (Print) 0341-3098 (Linking),120,18,1978 May 5,[Acute lymphatic leukemias and malignant lymphomas in children. Advances in diagnosis and therapy].,613-4,,"['Haas, R J']",['Haas RJ'],['ger'],['Journal Article'],Germany,MMW Munch Med Wochenschr,"MMW, Munchener medizinische Wochenschrift",7801805,,IM,"['Age Factors', 'Child', 'Germany, West', '*Hodgkin Disease/diagnosis/therapy', 'Humans', '*Leukemia, Lymphoid/diagnosis/therapy', 'Prognosis']",1978/05/05 00:00,1978/05/05 00:01,['1978/05/05 00:00'],"['1978/05/05 00:00 [pubmed]', '1978/05/05 00:01 [medline]', '1978/05/05 00:00 [entrez]']",,ppublish,MMW Munch Med Wochenschr. 1978 May 5;120(18):613-4.,,Akute lymphatische Leukamien und maligne Lymphome bei Kindern. Fortschritte der Diagnostik und Therapie.,,,,,,
306459,NLM,MEDLINE,19780726,20041117,0047-1860 (Print) 0047-1860 (Linking),26,3,1978,[Surface markers and clinico-pathological characteristics of lymphoproliferative malignancies (author's transl)].,194-200,,"['Minato, K', 'Shimoyama, M']","['Minato K', 'Shimoyama M']",['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['Adult', 'B-Lymphocytes/immunology', 'Cell Membrane/immunology', 'Female', 'Humans', 'Leukemia/immunology/*pathology', 'Lymphoma/immunology/*pathology', 'Male', 'T-Lymphocytes/immunology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Rinsho Byori. 1978;26(3):194-200.,,,,,,,,
306458,NLM,MEDLINE,19780726,20041117,0047-1860 (Print) 0047-1860 (Linking),26,3,1978,"[Subsets of normal lymphocytes and malignant lymphoid cells, with special reference to adult T-cell leukemia (author's transl)].",188-93,,"['Takatsuki, K', 'Uchiyama, T', 'Sagawa, K']","['Takatsuki K', 'Uchiyama T', 'Sagawa K']",['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['Adult', 'Aged', 'Cell Membrane/immunology', 'Female', 'Humans', 'Leukemia/immunology/*pathology', 'Lymphocytes/immunology/*pathology', 'Male', 'Middle Aged', 'T-Lymphocytes/immunology/*pathology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Rinsho Byori. 1978;26(3):188-93.,,,,,,,,
306457,NLM,MEDLINE,19780726,20071115,0047-1860 (Print) 0047-1860 (Linking),26,3,1978,[Clinico-pathological study on malignant lymphomas and lymphatic leukemias from the view-point of T-cell and B-cell markers: Introduction (author's transl)].,183-7,,"['Tanaka, N']",['Tanaka N'],['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['B-Lymphocytes/*pathology', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Lymphoma/*pathology', 'T-Lymphocytes/*pathology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Rinsho Byori. 1978;26(3):183-7.,,,,,,,,
306451,NLM,MEDLINE,19780715,20061115,0485-1439 (Print) 0485-1439 (Linking),19,2,1978 Feb,[A case of blast crisis of chronic myelogenous leukemia with lymphoid blasts possessing B-cell markers (author's transl)].,166-71,,"['Ohno, R', 'Ueda, R', 'Suzuki, H', 'Tanaka, M', 'Ezaki, K', 'Kawashima, K', 'Yamada, K', 'Yoshikawa, H', 'Shamoto, M', 'Kawabe, M']","['Ohno R', 'Ueda R', 'Suzuki H', 'Tanaka M', 'Ezaki K', 'Kawashima K', 'Yamada K', 'Yoshikawa H', 'Shamoto M', 'Kawabe M']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'B-Lymphocytes/*immunology', 'Humans', 'Leukemia, Myeloid/*immunology', '*Lymphocyte Activation', 'Male']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1978 Feb;19(2):166-71.,,,,,,,,
306417,NLM,MEDLINE,19780715,20081120,0022-1007 (Print) 0022-1007 (Linking),147,5,1978 May 1,Spontaneous pyrogen production by mouse histiocytic and myelomonocytic tumor cell lines in vitro.,1503-l6,"Tumor-associated fever occurs commonly in acute leukemias and lymphomas. We investigated the capacity for in vitro production of pyrogen by three mouse histiocytic lymphoma cell lines (J-774, PU5-1.8, p 388 D1), one myelomonoyctic line (WEHI-3), and tow lymphoma-derived lines, RAW-8 and R-8. Pyrogen was released spontaneously into the culture medium during growth by all cell lines with macrophage or myeloid characteristics including lysozyme production; R-8 cells, of presumed B-lymphocyte origin, did not produce pyrogen. When injected into mice, the pyrogens gave fever curves typical of endogenous pyrogen, were inactived by heating to 56 degrees C and by pronase digestion, and appeared to be secreted continuously by viable cells. Two pyrogenic molecular species produced by H-774 cells were identified by Sephadex filtration, one of mol wt approximately equal to 30,000, and the other greater than or equal to 60,000. By contrast, three carcinoma cell lines of human origin and SV-40 3T3 mouse fibroblasts did not produce pyrogen in vitro. These results suggest that some malignant cells derived from phagocytic cells of bone marrow origin retain their capacity for pyrogen production, and may spontaneously secrete pyrogen during growth.","['Bodel, P']",['Bodel P'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,['0 (Pyrogens)'],IM,"['Adenocarcinoma/metabolism', 'Animals', 'B-Lymphocytes/metabolism', 'Cell Line', 'Cells, Cultured', 'Histiocytes/*metabolism', 'Humans', 'Leukemia, Experimental/metabolism', 'Leukemia, Myeloid/*metabolism', 'Lymphoma/metabolism', 'Macrophages/metabolism', 'Mice', 'Pyrogens/*biosynthesis']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",,ppublish,J Exp Med. 1978 May 1;147(5):1503-l6.,PMC2184265,,,,,,,
306411,NLM,MEDLINE,19780715,20190508,0022-1007 (Print) 0022-1007 (Linking),147,4,1978 Apr 1,"Expression of Ly 1, Ly 2, Thy 1, and TL differentiation antigens on mouse T-cell tumors.",1267-79,"Transplanted lymphomas, most of thymic origin, induced in BALB/c mice with 1-ethyl-1-nitrosourea (ENU) and transplanted spontaneously occurring lymphomas of AKR mice were examined for the expression of the T-cell antigens Ly, TL, and Thy 1 by using three serological methods. Most (11 of 13) of the Thy 1+ and/or TL+ tumors, i.e., T-cell tumors, expressed high levels of either Ly 1 or Ly 2 antigen, but not both. Thus most thymic lymphocytic tumors expressed restricted Ly phenotypes comparable to phenotypes previously described for functional peripheral T cells. Because tumor phenotypes were stable over a number of transplant generations, they therefore appeared to be an intrinsic property of the specific tumors. The majority of the BALB/c lymphomas were Ly 1- 2+ and also positive with anti-TL antiserum. This predominant phenotype on the BALB/c tumors may be related to either the mode of tumor induction or to the mouse strain, but since the restricted Ly pattern was observed both in BALB/c and AKR tumors, the phenotypic restriction itself is not a consequence of either of these factors. Tumor induction by ENU per se is not responsible for Ly or TL ,ntigen expression since several non-T-cell BALB/ c tumors, also induced by ENU, did not express either Ly or TL antigens. Data presented here suggest that the target cell for leukemogenesis may be a partially differentiated thymus cell. The restricted expression of Ly antigens on differentiating thymus cells to either the (formula: see text), phenotype may occur before the loss of TL antigen.","['Mathieson, B J', 'Campbell, P S', 'Potter, M', 'Asofsky, R']","['Mathieson BJ', 'Campbell PS', 'Potter M', 'Asofsky R']",['eng'],['Journal Article'],United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Isoantigens)', '0 (Receptors, Antigen, B-Cell)', 'P8M1T4190R (Ethylnitrosourea)']",IM,"['AKR murine leukemia virus', 'Animals', 'Ethylnitrosourea', 'Isoantigens/*analysis', 'Leukemia, Experimental/immunology', 'Lymphoma/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Neoplasms, Experimental/*immunology', 'Receptors, Antigen, B-Cell/analysis', 'T-Lymphocytes/*immunology', 'Thymoma/immunology', 'Thymus Neoplasms/immunology']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",['10.1084/jem.147.4.1267 [doi]'],ppublish,J Exp Med. 1978 Apr 1;147(4):1267-79. doi: 10.1084/jem.147.4.1267.,PMC2184247,,,,,,,
