PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,GS,RF,GR,CIN,PMC,CON,SI,EIN,RIN,OID,PS,FPS
2244886,NLM,MEDLINE,19901228,20190612,0006-291X (Print) 0006-291X (Linking),172,3,1990 Nov 15,Identification of a protein kinase C activating factor from murine erythroleukemia cells: characterization of the activation kinetics.,1006-12,"A protein kinase C (PKC) activating factor (AF) has been identified in the extracellular medium of V3.17 vincristine resistant murine erythroleukemia (MEL) cells clone. The factor is a protein that stimulates the activity of PKC alpha and beta isozymes isolated from MEL cells, rat and mouse brain approximately 2 to 2.5 fold over the Vmax, respectively. AF promotes an identical activation in the presence of all the effectors but also when the amount of Ca2+ is reduced to microM concentration and in the absence of diacylglycerol (DAG). The factor shows a greater activating efficiency with PKC beta isozymes. AF binds to PKC presumably at the DAG binding site as suggested by the competition between phorbol dibutyrate and AF for binding to the kinase. Moreover, AF promotes the selective binding of PKC beta to natural or artificial membranes in the presence of microM concentrations of Ca2+. Altogether these results suggest the presence in MEL cells of a protein factor that can promote association of PKC to the membranes together with activation of the kinase, without the requirement for DAG formation. This could be visualized as a new mechanism for prolonged and selective activation of PKC.","['Sparatore, B', 'Patrone, M', 'Melloni, E', 'Pontremoli, S']","['Sparatore B', 'Patrone M', 'Melloni E', 'Pontremoli S']","['Institute of Biological Chemistry, University of Genoa, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Isoenzymes)', 'EC 2.7.11.13 (Protein Kinase C)']",IM,"['Animals', 'Brain/enzymology', 'Cell Membrane/enzymology', 'Enzyme Activation/drug effects', 'Isoenzymes/*metabolism', 'Kinetics', 'Leukemia, Erythroblastic, Acute/*enzymology', 'Mice', 'Protein Kinase C/*metabolism', 'Rats', 'Tumor Cells, Cultured']",1990/11/15 00:00,1990/11/15 00:01,['1990/11/15 00:00'],"['1990/11/15 00:00 [pubmed]', '1990/11/15 00:01 [medline]', '1990/11/15 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1990 Nov 15;172(3):1006-12. doi: 10.1016/0006-291x(90)91546-5.,"['0006-291X(90)91546-5 [pii]', '10.1016/0006-291x(90)91546-5 [doi]']",,,,,,,,,,,,,
2244596,NLM,MEDLINE,19901231,20190510,0002-9173 (Print) 0002-9173 (Linking),94,6,1990 Dec,Multiple myeloma and acute megakaryoblast leukemia in spent phase polycythemia vera.,786-90,"The spontaneous and simultaneous occurrence of multiple myeloma and megakaryoblast leukemia with myelodysplastic features in a case of spent phase polycythemia vera is well documented. In support of the morphologic characteristics of the bone marrow, immunocytologic studies show proliferation of monoclonal plasma cells and megakaryoblasts. The cytogenetic findings of 20q- and unbalanced t(1;7) are consistent with myelodysplastic and leukemic transformation of the bone marrow. These transformations expand observations on variable and spontaneous lineage commitments as the consequence of alterations of the hematopoietic stem cell clone. These data are in support of the changing insights in hematopoiesis as a process of ordered commitment of the stem cell with sequential lineage potentials.","['Terpstra, W E', 'Meuwissen, O J', 'Hagemeijer, A', 'Michiels, J J']","['Terpstra WE', 'Meuwissen OJ', 'Hagemeijer A', 'Michiels JJ']","['Department of Internal Medicine, St. Antonius Hospital, Nieuwegein, The Netherlands.']",['eng'],"['Case Reports', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (DNA, Neoplasm)']",IM,"['Bone Marrow/pathology', 'Cell Transformation, Neoplastic/pathology', 'DNA, Neoplasm/genetics', 'Hematopoiesis', 'Hematopoietic Stem Cells/pathology', 'Humans', 'Karyotyping', 'Leukemia, Megakaryoblastic, Acute/*complications/pathology', 'Male', 'Megakaryocytes/pathology', 'Middle Aged', 'Multiple Myeloma/*complications/pathology', 'Plasma Cells/pathology', 'Polycythemia Vera/*complications/pathology']",1990/12/01 00:00,1990/12/01 00:01,['1990/12/01 00:00'],"['1990/12/01 00:00 [pubmed]', '1990/12/01 00:01 [medline]', '1990/12/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1990 Dec;94(6):786-90. doi: 10.1093/ajcp/94.6.786.,['10.1093/ajcp/94.6.786 [doi]'],,,,,,,,,,,,,
2244594,NLM,MEDLINE,19901231,20190510,0002-9173 (Print) 0002-9173 (Linking),94,6,1990 Dec,Strategy for breakpoint cluster region analysis in chronic myelocytic leukemia in a routine clinical laboratory.,762-7,"Despite the increasing reliance on breakpoint cluster region (bcr) determinations in diagnosis of chronic myelocytic leukemia (CML), few reports have dealt with the practical aspects of specimen analysis. In the setting of a routine molecular diagnostics laboratory, samples from 68 patients with active CML were evaluated for bcr rearrangements, with the use of a variety of enzymes and two probes. The data have been used to develop an efficient strategy for bcr screening and breakpoint determination. Screening with the universal bcr (UBCR) probe on Xba I and BgI II digests yielded bcr rearrangements in 100% of the Ph1-positive patients and three of the seven Ph1-negative patients, giving bcr analysis a sensitivity of 100%. A single-enzyme screen using the UBCR probe would have resulted in a false negative rate of 10%. The false negative rate was determined during the breakpoint site analysis from additional digests hybridized to both the 3' and UBCR probes. The false negative rate for the 3' probe was 26.5%, because of deletions or 5' rearrangements. The method of breakpoint site determination was dependent on screening results. In 78% of cases, one additional hybridization with two enzyme digests was required. During breakpoint site analysis, a rare false negative result was also demonstrated with Bam HI and Eco RI. This screening strategy has made bcr analysis competitive with cytogenetic analysis at the authors' institution; although turnaround time may be slightly longer, bcr analysis can yield information (such as detecting bcr-positive/Ph1-negative patients and determining breakpoint site) that cannot be obtained by cytogenetics.","['Haber, L M', 'Childs, C C', 'Hirsch-Ginsberg, C', 'Nellis, K', 'Kantarjian, H M', 'Cork, A', 'Trujillo, J M', 'Stass, S A']","['Haber LM', 'Childs CC', 'Hirsch-Ginsberg C', 'Nellis K', 'Kantarjian HM', 'Cork A', 'Trujillo JM', 'Stass SA']","['Division of Laboratory Medicine, University of Texas, M. D. Anderson Cancer Center, Houston 77030.']",['eng'],['Journal Article'],England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (DNA, Neoplasm)', '0 (Proto-Oncogene Proteins)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.11.1 (BCR protein, human)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)']",IM,"['Chromosome Mapping', 'DNA, Neoplasm/genetics', 'Gene Rearrangement/genetics', 'Genetic Testing', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/*genetics', 'Philadelphia Chromosome', '*Protein-Tyrosine Kinases', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-bcr', 'Translocation, Genetic']",1990/12/01 00:00,1990/12/01 00:01,['1990/12/01 00:00'],"['1990/12/01 00:00 [pubmed]', '1990/12/01 00:01 [medline]', '1990/12/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1990 Dec;94(6):762-7. doi: 10.1093/ajcp/94.6.762.,['10.1093/ajcp/94.6.762 [doi]'],,['bcr'],,,,,,,,,,,
2244552,NLM,MEDLINE,19910103,20051116,0002-838X (Print) 0002-838X (Linking),42,6,1990 Dec,Infectious mononucleosis in older adults.,1599-606,"Infectious mononucleosis as a manifestation of primary Epstein-Barr virus infection occurs uncommonly in adults over age 40. While fever is almost universal, older patients with the disease often present without lymphadenopathy, pharyngitis, splenomegaly, lymphocytosis or atypical lymphocytes. Jaundice and hepatomegaly occur more commonly in older patients than in adolescents and create diagnostic confusion. Often, infectious mononucleosis in this age group is confused with lymphoma, leukemia or biliary obstruction, or is classified as ""fever of unknown origin.""","['Axelrod, P', 'Finestone, A J']","['Axelrod P', 'Finestone AJ']","['Temple University School of Medicine and Hospital, Philadelphia, Pennsylvania.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Am Fam Physician,American family physician,1272646,,IM,"['Adult', 'Aged', 'Aging/immunology', 'Diagnosis, Differential', 'Female', 'Fever of Unknown Origin/diagnosis', 'Humans', 'Incidence', 'Infectious Mononucleosis/*diagnosis/epidemiology/immunology', 'Middle Aged']",1990/12/01 00:00,1990/12/01 00:01,['1990/12/01 00:00'],"['1990/12/01 00:00 [pubmed]', '1990/12/01 00:01 [medline]', '1990/12/01 00:00 [entrez]']",ppublish,Am Fam Physician. 1990 Dec;42(6):1599-606.,,,,40,,,,,,,,,,
2244511,NLM,MEDLINE,19901231,20190622,0065-2598 (Print) 0065-2598 (Linking),264,,1990,"Reduction of toxicity and increase of antitumor effect of adriamycin by N-acyl dehydroalanines, a new family of free radical scavengers.",339-44,,"['Buc-Calderon, P', 'Praet, M', 'Ruysschaert, J M', 'Roberfroid, M']","['Buc-Calderon P', 'Praet M', 'Ruysschaert JM', 'Roberfroid M']","['Unite de Biochimie Cancerologique et Toxicologie, Univ. Catholique de Louvain, Belgium.']",['eng'],['Journal Article'],United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,"['0 (Free Radical Scavengers)', '0 (Membrane Lipids)', '0 (Radiation-Protective Agents)', '111542-07-5 (AD 20)', '80168379AG (Doxorubicin)', 'OF5P57N2ZX (Alanine)']",IM,"['Alanine/*analogs & derivatives/pharmacology', 'Animals', 'Doxorubicin/pharmacology/*toxicity', 'Female', '*Free Radical Scavengers', 'In Vitro Techniques', 'Leukemia L1210/drug therapy/physiopathology', 'Leukemia, Experimental/drug therapy', 'Membrane Lipids/metabolism', 'Mice', 'Mice, Inbred Strains', 'Microsomes, Liver/drug effects', 'Oxidation-Reduction', 'Radiation-Protective Agents/*pharmacology', 'Rats']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Adv Exp Med Biol. 1990;264:339-44. doi: 10.1007/978-1-4684-5730-8_52.,['10.1007/978-1-4684-5730-8_52 [doi]'],,,,,,,,,,,,,
2244181,NLM,MEDLINE,19910102,20131121,0085-591X (Print) 0085-591X (Linking),201,,1990,An emerging view of vitamin D.,127-33,"Vitamin D3 (D2 is 22-ene,24-methyl D3) is a prehormone which is hydroxylated by mixed function mono-oxygenase NADPH-cytochrome P-450 ferredoxin/ferredoxin reductase systems in liver parenchyma and renal proximal tubular cells to 25-hydroxy, then 1,25-dihydroxyvitamin D, the active hormone. 1,25-dihydroxyvitamin D binds to a mainly intranuclear receptor in target cells [classically, bone, kidney and gut; now shown to be wider including parathyroid cells, endocrine cells generally and many cells of ectodermal (brain, skin) and mesodermal (blood forming cells, lymphnode cells) origin as well as tumour cells (breast, lymphoma, leukaemia)] and activates transcription for products such as calcium binding proteins, its own receptor protein, 24-hydroxylase and non-specific esterase which are active in calcium homeostasis and cell differentiation. Advanced methods for measuring components of the vitamin D endocrine system have been developed and involve column extractions, liquid chromatographic purifications (also HPLC) and protein and receptor binding assays as well as mass spectrometry. These have facilitated elucidation of vitamin D physiology (also in pregnancy and lactation) and of metabolic defects in classical, vitamin D resistant and renal rickets and osteomalacia, in sarcoidosis and in the possible involvement of the vitamin in cell differentiation, e.g. in myeloid leukaemia, and breast cancer.","['Dabek, J']",['Dabek J'],"['Department of Clinical Chemistry, University of Helsinki, Finland.']",['eng'],"['Journal Article', 'Review']",Norway,Scand J Clin Lab Invest Suppl,Scandinavian journal of clinical and laboratory investigation. Supplementum,2984789R,"['1406-16-2 (Vitamin D)', 'SY7Q814VUP (Calcium)']",IM,"['Calcium/blood', 'Female', 'Homeostasis/physiology', 'Humans', 'Kidney Failure, Chronic/physiopathology', 'Neoplasms/physiopathology', 'Pregnancy', 'Rickets/physiopathology', 'Sarcoidosis/physiopathology', 'Vitamin D/metabolism/*physiology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Scand J Clin Lab Invest Suppl. 1990;201:127-33.,,,,72,,,,,,,,,,
2244171,NLM,MEDLINE,19910103,20181130,0035-7715 (Print) 0035-7715 (Linking),41,1-2,1990,Building materials and risk of leukemia.,39-43,"Using information data obtained from 958 patients with leukemia and the same number of healthy controls matched for sex, age and place of residence the relative risk of leukemia was calculated in relation to the character of the material from which the building was built where the patients and controls were living. The information on the type of the building materials was obtained by inquiry. Three types of buildings were isolated: buildings built from wood, bricks and concrete or prefabricated products. In the analysis the number of years during which the patients and controls were living in these buildings was considered. No statistically significant correlation was noted between the risk of leukaemia development and the character of the building material. No increase was noted in this probability in relation to the time of living in a building built from any of these building materials. Additional analysis demonstrated that in Poland no so called ""leukemic houses"" are found, that is houses where during 5 years three of more cases of leukemia occurred.","['Pachocki, K A', 'Gajewski, A K', 'Krzyzanowski, M', 'Rozycki, Z', 'Majle, T']","['Pachocki KA', 'Gajewski AK', 'Krzyzanowski M', 'Rozycki Z', 'Majle T']","['Department of Radiation Protection and Radiobiology, National Institute of Hygiene, Warsaw, Poland.']",['eng'],"['Comparative Study', 'Journal Article']",Poland,Rocz Panstw Zakl Hig,Roczniki Panstwowego Zakladu Higieny,0414756,"['0 (Aluminum Silicates)', 'T1FAD4SS2M (Clay)']",IM,"['Adult', '*Aluminum Silicates', 'Clay', 'Construction Materials/*adverse effects/standards', 'Female', 'Housing/*standards', 'Humans', 'Leukemia, Lymphoid/epidemiology/*etiology', 'Leukemia, Myeloid/epidemiology/*etiology', 'Male', 'Poland', 'Risk Factors', 'Urban Health/*standards', '*Wood']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Rocz Panstw Zakl Hig. 1990;41(1-2):39-43.,,,,,,,,,,,,,,
2244148,NLM,MEDLINE,19910103,20050418,1293-8505 (Print) 1293-8505 (Linking),40,16,1990 Oct,[Leukemia II: treatments associated with chronic leukemias].,46-50,,"['Montloin, A']",['Montloin A'],,['fre'],['Journal Article'],France,Rev Infirm,Revue de l'infirmiere,1267175,,,"['Chronic Disease', 'Humans', 'Leukemia/classification/complications/*therapy']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Rev Infirm. 1990 Oct;40(16):46-50.,,Leucemie II: traitements associes leucemies chroniques.,,,,,,,,,,,,
2244121,NLM,MEDLINE,19901228,20071115,1293-8505 (Print) 1293-8505 (Linking),40,14,1990 Sep,[Leukemia I: the acute leukemias].,51-7,,"['Montloin, A']",['Montloin A'],,['fre'],['Journal Article'],France,Rev Infirm,Revue de l'infirmiere,1267175,,,"['Humans', 'Leukemia, Myeloid, Acute/diagnosis/drug therapy/*physiopathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/drug therapy/*physiopathology']",1990/09/01 00:00,1990/09/01 00:01,['1990/09/01 00:00'],"['1990/09/01 00:00 [pubmed]', '1990/09/01 00:01 [medline]', '1990/09/01 00:00 [entrez]']",ppublish,Rev Infirm. 1990 Sep;40(14):51-7.,,Leucemie I: les leucemies aigues.,,,,,,,,,,,,
2244120,NLM,MEDLINE,19901228,20050418,1293-8505 (Print) 1293-8505 (Linking),40,14,1990 Sep,[Acute leukemias in children: prognostic factors].,49-50,,"['Rahimy, C']",['Rahimy C'],,['fre'],['Journal Article'],France,Rev Infirm,Revue de l'infirmiere,1267175,,,"['Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/blood/*diagnosis', 'Prognosis', 'Risk Factors']",1990/09/01 00:00,1990/09/01 00:01,['1990/09/01 00:00'],"['1990/09/01 00:00 [pubmed]', '1990/09/01 00:01 [medline]', '1990/09/01 00:00 [entrez]']",ppublish,Rev Infirm. 1990 Sep;40(14):49-50.,,Leucemies aigues de l'enfant: facteurs pronostiques.,,,,,,,,,,,,
