PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,PMC,TT,OID,SI
6660425,NLM,MEDLINE,19840224,20190908,0387-7604 (Print) 0387-7604 (Linking),5,5,1983,Brain function estimated from the ratio of glutamine to homocarnosine levels in cerebrospinal fluid.,509-11,"The ratio of glutamine to homocarnosine (G/H ratio) in CSF of children with meningeal pathology or convulsions was measured and the following results were obtained. 1. The mean G/H ratio of normal subjects was 83.0 +/- 41.4. 2. The mean G/H ratios of the patients with bacterial meningitis and meningeal leukemia were 115.9 +/- 81.9 and 115.2 +/- 49.2, respectively. Significant differences were found between those in normal subjects and these diseases. 3. The mean G/H ratio of the patients with viral meningitis was 80.0 +/- 35.1 and no significant difference was found between normal subjects and these patients. 4. The mean G/H ratios in the patients with controlled versus uncontrolled epilepsy were 130.9 +/- 67.1 and 74.8 +/- 49.4, respectively. A significant difference was found between normal subjects and the patients with controlled epilepsy. 5. The mean G/H ratio in the patients with febrile convulsions was 46.5 +/- 6.3. A significant difference was found between normal subjects and these patients. These data suggest that a high G/H ratio in CSF may indicate the excited state of the brain.","['Ohtsuka, C', 'Takahashi, H']","['Ohtsuka C', 'Takahashi H']",['eng'],,['Journal Article'],Netherlands,Brain Dev,Brain & development,7909235,IM,"['Bacterial Infections/cerebrospinal fluid', 'Carnosine/analogs & derivatives/*cerebrospinal fluid', 'Child', 'Child, Preschool', 'Dipeptides/*cerebrospinal fluid', 'Epilepsy/*cerebrospinal fluid', 'Female', 'Glutamine/*cerebrospinal fluid', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*cerebrospinal fluid', 'Male', 'Meningeal Neoplasms/*cerebrospinal fluid', 'Meningitis/*cerebrospinal fluid', 'Meningitis, Viral/cerebrospinal fluid', 'Seizures, Febrile/*cerebrospinal fluid']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']","['S0387-7604(83)80084-9 [pii]', '10.1016/s0387-7604(83)80084-9 [doi]']",ppublish,Brain Dev. 1983;5(5):509-11. doi: 10.1016/s0387-7604(83)80084-9.,"['0 (Dipeptides)', '0RH81L854J (Glutamine)', '3650-73-5 (homocarnosine)', '8HO6PVN24W (Carnosine)']",,,,
6660421,NLM,MEDLINE,19840224,20190908,0387-7604 (Print) 0387-7604 (Linking),5,5,1983,Glutamic acid decarboxylase in cerebrospinal fluid in infancy and childhood Part II. Glutamic acid decarboxylase activity in cerebrospinal fluid of children with neurological diseases.,488-93,"Glutamic acid decarboxylase (GAD) activity in cerebrospinal fluid (CSF) was determined in 53 patients with neurological diseases as follows: Epilepsy (n:17), febrile convulsions (n:3), meningoencephalitis (n:17), encephalopathies (n:10), CNS leukemia (n:3), congenital hydrocephalus (n:2) and pseudoileus neonatorum (n:1). Compared with the mean normal value (5.2 +/- 2.5 pmol CO2 formed/hr/ml) reported in Part I, a significant increase of GAD activity in CSF was demonstrated in patients with uncontrolled epileptic seizures (11.4 +/- 3.9 pmol CO2 formed/hr/ml), febrile convulsions (13.5 +/- 8.7), viral meningitis with or without encephalitis (20.3 +/- 13.6), encephalopathies (30.0 +/- 25.9), CNS leukemia (11.1 +/- 5.0), congenital hydrocephalus (20.5 +/- 7.3) and pseudoileus neonatorum (28.6). Markedly high GAD activity was found in patients with CNS leukemia several days after intrathecal injection of methotrexate (39.8 +/- 18.0). On the other hand, significantly low GAD activity was shown in patients with bacterial meningitis or brain abscess (1.3 +/- 1.2). This suggests that some bacterial factors may be inhibitory toward GAD activity in CSF. High GAD activity in CSF may be useful as an indicator of aseptic brain dysfunction, although it was not always correlated with the severity of symptoms.","['Tada, H']",['Tada H'],['eng'],,['Journal Article'],Netherlands,Brain Dev,Brain & development,7909235,IM,"['Adolescent', 'Central Nervous System Diseases/*diagnosis', 'Child', 'Child, Preschool', '*Clinical Enzyme Tests', 'Epilepsy/diagnosis', 'Glutamate Decarboxylase/*cerebrospinal fluid', 'Humans', 'Hydrocephalus/diagnosis', 'Infant', 'Infant, Newborn', 'Intestinal Obstruction/diagnosis', 'Leukemia/diagnosis', 'Meningeal Neoplasms/diagnosis', 'Meningitis/diagnosis', 'Seizures, Febrile/diagnosis']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']","['S0387-7604(83)80080-1 [pii]', '10.1016/s0387-7604(83)80080-1 [doi]']",ppublish,Brain Dev. 1983;5(5):488-93. doi: 10.1016/s0387-7604(83)80080-1.,['EC 4.1.1.15 (Glutamate Decarboxylase)'],,,,
6659019,NLM,MEDLINE,19840224,20190904,0163-4356 (Print) 0163-4356 (Linking),5,4,1983,Sample preparation and estimation of plasma concentration of 3-deazauridine by high-performance liquid chromatography.,491-6,"A rapid and simple procedure for liquid chromatographic analysis of plasma 3-deazauridine (3-DU), an antineoplastic agent, was developed. The plasma was extracted with methanolic silver acetate to remove interfering ultraviolet-absorbing materials and the 3-DU partially purified on a small anion exchange column prior to chromatography on a reverse-phase (C18) column. 2'-O-Methyl-3-deazauridine was used as an internal standard. The mobile phase was 0.1 M ammonium acetate, pH 4.0, containing 5% methanol. The 3-DU was identified by its retention time and its characteristic ultraviolet absorbance ratio (280/254 nm) of 3.0. This method was used to determine the plasma concentration of 3-DU in three patients with acute leukemia. The patients received a 36-h infusion of 3-DU at a rate of 5.0 mg/kg/h. The mean steady-state plasma concentration of 3-DU at the end of the infusion was 22.1 micrograms/ml (range, 13.6-42.8 micrograms/ml) and the mean elimination half-life was 109 min (range, 92-136 min). 2,4-Dihydroxypyridine, a potential metabolite of 3-DU, was not detected in any of the plasma samples of the patients receiving a 3-DU infusion.","['Lin, K T', 'Momparler, R L', 'Rivard, G E']","['Lin KT', 'Momparler RL', 'Rivard GE']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Ther Drug Monit,Therapeutic drug monitoring,7909660,IM,"['3-Deazauridine/*blood/therapeutic use', 'Chromatography, High Pressure Liquid/methods', 'Chromatography, Ion Exchange/methods', 'Humans', 'Kinetics', 'Leukemia/drug therapy', 'Pyridines/blood', 'Uridine/*analogs & derivatives/blood']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1097/00007691-198312000-00018 [doi]'],ppublish,Ther Drug Monit. 1983;5(4):491-6. doi: 10.1097/00007691-198312000-00018.,"['0 (Pyridines)', '263CU738ZY (3-Deazauridine)', ""57165-33-0 (2'-O-methyl-3-deazauridine)"", '626-03-9 (2,4-dihydroxypyridine)', 'WHI7HQ7H85 (Uridine)']",,,,
6658853,NLM,MEDLINE,19840214,20151119,0039-2073 (Print) 0039-2073 (Linking),159,11,1983 Nov,[Clinical aspects and radiotherapy of stage III and IV neuroblastomas].,661-8,"Contrary to other tumors in children, e.g. leukemia and Wilms tumor the prognosis of which has been considerably improved by the application of surgery, radiotherapy, and chemotherapy, the treatment results of one of the most frequent tumors, namely the neuroblastoma, have not essentially ameliorated during the last few years. The authors present 28 own case records of irradiated patients and describe the clinical symptoms, diagnosis and therapy, especially radiotherapy of the neuroblastoma. A prolongation of the survival time by several months could be achieved in a small group of eight patients treated additionally with an aggressive chemotherapy. The overall long-term prognosis, however, could not be improved hitherto.","['Muller, R P', 'Schmidt, H', 'Schnepper, E', 'Fischedick, A R']","['Muller RP', 'Schmidt H', 'Schnepper E', 'Fischedick AR']",['ger'],,"['English Abstract', 'Journal Article']",Germany,Strahlentherapie,Strahlentherapie,1260024,IM,"['Abdominal Neoplasms/diagnosis/radiotherapy', 'Adolescent', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Dacarbazine/therapeutic use', 'Doxorubicin/therapeutic use', 'Female', 'Humans', 'Infant', 'Male', 'Neuroblastoma/diagnosis/drug therapy/*radiotherapy', 'Prognosis', 'Vincristine/therapeutic use']",1983/11/01 00:00,1983/11/01 00:01,['1983/11/01 00:00'],"['1983/11/01 00:00 [pubmed]', '1983/11/01 00:01 [medline]', '1983/11/01 00:00 [entrez]']",,ppublish,Strahlentherapie. 1983 Nov;159(11):661-8.,"['5J49Q6B70F (Vincristine)', '7GR28W0FJI (Dacarbazine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)']",,Klinik und Strahlentherapie bei Neuroblastomen des Stadiums III und IV.,,
6658305,NLM,MEDLINE,19840222,20061115,0390-5748 (Print) 0390-5748 (Linking),13,4,1983 Oct-Dec,Alpha-naphthyl butyrate esterase (a selective cytochemical monocyte marker).,467-71,"This paper describes a cytochemical technique for alpha-naphthyl butyrate esterase demonstration in monocytes obtained from peripheral blood of normal subjects, of a patient with reactive monocytosis and of a patient with myelomonocytic leukemia. It utilizes pH 6.1 alpha-naphthyl butyrate as substrate. At this pH value, alpha-naphthyl butyrate is a specific monocyte marker. The cytochemical procedure proposed is simple, rapid and standardized, as it utilizes stable and easily available reagents.","['Lippi, U', 'Cappelletti, P', 'Schinella, M']","['Lippi U', 'Cappelletti P', 'Schinella M']",['eng'],,['Journal Article'],Italy,Ric Clin Lab,La Ricerca in clinica e in laboratorio,7613947,IM,"['Carboxylic Ester Hydrolases/*blood', 'Histocytochemistry', 'Humans', 'Methods', 'Monocytes/*enzymology']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",,ppublish,Ric Clin Lab. 1983 Oct-Dec;13(4):467-71.,"['EC 3.1.1.- (Carboxylic Ester Hydrolases)', 'EC 3.1.1.- (naphthylbutyrate esterase)']",,,,
6658180,NLM,MEDLINE,19840214,20190904,0080-0015 (Print) 0080-0015 (Linking),88,,1983,The childhood lymphomas.,57-63,,"['Mott, M G']",['Mott MG'],['eng'],,['Journal Article'],Germany,Recent Results Cancer Res,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,0044671,IM,"['Abdominal Neoplasms/pathology', 'Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Combined Modality Therapy', 'Humans', 'Leukemia/pathology', 'Lymphoma/*pathology/therapy', 'Male', 'Mediastinal Neoplasms/pathology', 'Neoplasm Staging', 'Prognosis']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-82034-2_6 [doi]'],ppublish,Recent Results Cancer Res. 1983;88:57-63. doi: 10.1007/978-3-642-82034-2_6.,,,,,
6658178,NLM,MEDLINE,19840214,20190904,0080-0015 (Print) 0080-0015 (Linking),88,,1983,The pathology and natural history of childhood tumours.,11-25,,"['Marsden, H B']",['Marsden HB'],['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Recent Results Cancer Res,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,0044671,IM,"['Adolescent', 'Age Factors', 'Astrocytoma/epidemiology/pathology', 'Brain Neoplasms/epidemiology', 'Child', 'Child, Preschool', 'England', 'Humans', 'Infant', 'Kidney Neoplasms/pathology/ultrastructure', 'Leukemia/epidemiology', 'Lymphoma/epidemiology', 'Neoplasms/*epidemiology/pathology', 'Nervous System Neoplasms/epidemiology', 'Neuroblastoma/epidemiology', 'Registries']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-82034-2_2 [doi]'],ppublish,Recent Results Cancer Res. 1983;88:11-25. doi: 10.1007/978-3-642-82034-2_2.,,,,,
6658175,NLM,MEDLINE,19840214,20190904,0080-0015 (Print) 0080-0015 (Linking),88,,1983,Epidemiology of paediatric cancer.,1-10,,"['Birch, J M']",['Birch JM'],['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Recent Results Cancer Res,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,0044671,IM,"['Adolescent', 'Australia', 'Child', 'Child, Preschool', 'Epidemiologic Methods', 'Female', 'Humans', 'Infant', 'Japan', 'Leukemia/epidemiology', 'Lymphoma/epidemiology', 'Male', 'Neoplasms/*epidemiology', 'Nervous System Neoplasms/epidemiology', 'Registries', 'Sweden', 'United Kingdom', 'United States']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-82034-2_1 [doi]'],ppublish,Recent Results Cancer Res. 1983;88:1-10. doi: 10.1007/978-3-642-82034-2_1.,,,,,
6657539,NLM,MEDLINE,19840224,20190501,0032-5473 (Print) 0032-5473 (Linking),59,698,1983 Dec,IgE myeloma associated with plasma cell leukaemia.,784-5,"A patient presented with plasma cell leukaemia and was found to have an IgE secreting multiple myeloma. IgE myeloma is very rare with only 18 cases recorded. However, this case is the fifth recorded of IgE myeloma associated with plasma cell leukaemia. Since plasma cell leukaemia only occurs in 1.6% of all cases of myeloma, it seems certain that this is a significant association.","['West, N C', 'Smith, A M', 'Ward, R']","['West NC', 'Smith AM', 'Ward R']",['eng'],,"['Case Reports', 'Journal Article']",England,Postgrad Med J,Postgraduate medical journal,0234135,IM,"['Aged', 'Humans', '*Immunoglobulin E', 'Leukemia, Plasma Cell/*complications', 'Male', 'Multiple Myeloma/*complications/immunology']",1983/12/01 00:00,1983/12/01 00:01,['1983/12/01 00:00'],"['1983/12/01 00:00 [pubmed]', '1983/12/01 00:01 [medline]', '1983/12/01 00:00 [entrez]']",['10.1136/pgmj.59.698.784 [doi]'],ppublish,Postgrad Med J. 1983 Dec;59(698):784-5. doi: 10.1136/pgmj.59.698.784.,['37341-29-0 (Immunoglobulin E)'],PMC2417798,,,
6657484,NLM,MEDLINE,19840224,20071115,,25,5,1983,[Establishing a registry of malignant hemopathies in Cote-d'Or. Preliminary results].,329-35,"A registry of malignant haematological diseases was established on January 1st 1980 in order to assess the incidence and epidemiologic features of these diseases in the department of Cote-d'Or (population 470 000). Information was collected from various sources (public or private laboratories, public or private hospitals and death certificates). During the course of two years (1980 and 1981) 194 news cases were recorded. This registry collects acute leukaemia, lymphoid and myeloid proliferative diseases, lymphomas in leukaemic phase and myelodysplastic syndromes. The crude incidence rates were 25.0/100,000 in men and 16.1/100,000 in women. Sex ratio : 1.5. Compared to other French population based registries the incidence is higher in Cote-d'Or, showing the value of specialised registries. The rates are similar to those reported in Geneva and Connecticut.","['Carli, P M', 'Milan, C', 'Lorenzini, J L', 'Devilliers, E', 'Turc, C', 'Cortet, P', 'Bonhomme, J']","['Carli PM', 'Milan C', 'Lorenzini JL', 'Devilliers E', 'Turc C', 'Cortet P', 'Bonhomme J']",['fre'],,"['English Abstract', 'Journal Article']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Acute Disease', 'Adult', 'Age Factors', 'Aged', 'Child', 'Female', 'France', 'Hematologic Diseases/*epidemiology/mortality', 'Humans', 'Leukemia/*epidemiology/mortality', 'Leukemia, Lymphoid/epidemiology', 'Lymphoproliferative Disorders/epidemiology', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/epidemiology', '*Registries', 'Sex Factors']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1983;25(5):329-35.,,,Mise en place d'un registre des hemopathies malignes en Cote-d'Or. Premiers resultats.,,
6657100,NLM,MEDLINE,19840214,20081121,0026-4806 (Print) 0026-4806 (Linking),74,39,1983 Oct 13,[Splenic extramedullary hematopoiesis in myelofibrosis. Pathogenetic considerations apropos of a personally studied case].,2313-8,"A case of myelofibrosis developing in a peripheral leukaemia-type situation after splenectomy is presented. An examination of the hypotheses on the pathogenesis of myeloid metaplasia during myelofibrosis lead to the proposition that it may be caused by the ""seeding"" of medullary precursors in the spleen.","['Piaserico, P L', 'Piaserico, G P']","['Piaserico PL', 'Piaserico GP']",['ita'],,"['Case Reports', 'English Abstract', 'Journal Article']",Italy,Minerva Med,Minerva medica,0400732,IM,"['Aged', '*Hematopoiesis', 'Hepatomegaly/etiology', 'Humans', 'Liver/pathology', 'Male', 'Primary Myelofibrosis/complications/pathology/*physiopathology', 'Spleen/pathology', 'Splenomegaly/etiology']",1983/10/13 00:00,1983/10/13 00:01,['1983/10/13 00:00'],"['1983/10/13 00:00 [pubmed]', '1983/10/13 00:01 [medline]', '1983/10/13 00:00 [entrez]']",,ppublish,Minerva Med. 1983 Oct 13;74(39):2313-8.,,,L'ematopoiesi extramidollare splenica in corso di mielofibrosi. Considerazioni patogenetiche a proposito di un caso di osservazione personale.,,
